gene,cell_type,Sex,cor,pval,padj
PGD,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
UBR4,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
WASF2,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
PRDX1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
SLC35A3,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
KIAA1324,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
SORT1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
LAMTOR5,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
SLC19A2,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
STX6,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
NSL1,IN-CGE,M,0.8526700578197591,2.382171940475599e-7,0.0011358195812187655
GUK1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
HEATR1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
LPIN1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
CDC42EP3,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
EML4,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
SRBD1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
MRPL19,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
KCMF1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
RPIA,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
FIGN,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
CIR1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
MFSD6,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
PIKFYVE,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
FARSB,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
IRS1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
EIF4E2,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
KAT2B,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
ACVR2B,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
ZNF589,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
CLDND1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
ST3GAL6,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
SNX4,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
EIF2A,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
MB21D2,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
SMIM14,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
SGCB,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
FIP1L1,IN-CGE,M,0.7602783938470816,2.554539965040057e-5,0.011235139550443156
SNCA,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
EIF4E,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
SETD7,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
JMY,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
AC008771.1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
ATG10,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
VCAN-AS1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
CDKL3,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
NUDCD2,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
ERGIC1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
ARL10,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
CANX,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
STK38,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
PDSS2,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
AMD1,IN-CGE,M,0.7351046529354104,6.450955733788064e-5,0.011235139550443156
CDK14,IN-CGE,M,-0.6600997548334138,6.091925900153479e-4,0.023424437654783702
MCM7,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
PMPCB,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
NUP205,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
DENND2A,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
PRAG1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
FGFR1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
LYPLA1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
INTS8,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
RRAGA,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
SMU1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
KIF27,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
PTCH1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
PTBP3,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
ABL1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
DNAJC1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
TBC1D12,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
NT5C2,IN-CGE,M,0.6299900412821933,0.001274195229820497,0.048602902846273034
ADD3,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
DKK3,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
AC131571.1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
TCP11L1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
FJX1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
API5,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
DRAP1,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
CEP295,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
ADIPOR2,IN-CGE,M,0.6874277483966101,2.8983266877191866e-4,0.011235139550443156
