Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Super.Class,Class,Direction,FDR_label
Pc(9:0cho_26:1),-0.20357576619286846,19.62623668017055,-3.6382259447103613,0.0014564418718390343,0.21957908824172664,-1.068692086163085,C8-Pos-004612,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
D-(+)-Tryptophan,-0.5580763804419607,19.113347712214267,-3.6085178285693336,0.0015645208667946769,0.21957908824172664,-1.1254544341374881,C18-Pos-001015,Organoheterocyclic compounds,Indoles and derivatives,Steeper in Females,
Pe(21:4cooh_24:6),0.46711133079578254,23.51644232377141,3.7008710083061844,0.001950123807123027,0.21957908824172664,-1.436951431124732,C8-Pos-005313,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Males,
Glycerophosphocholine,-0.26939964242985814,23.89088597287179,-3.437546890628804,0.0023578134220186447,0.21957908824172664,-1.4509576972028801,Amide-Pos-001017,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Tg(39:10_9:2cho),-0.2524754018241653,15.177072328192617,-3.551552614055885,0.002290211774850771,0.21957908824172664,-1.4701989312631492,C8-Pos-004650,Lipids and lipid-like molecules,Glycerolipids,Steeper in Females,
S-Adenosyl-L-Homocysteine,0.8349899105316732,15.640626858390384,4.3884683941177025,6.24773852970196e-4,0.21957908824172664,-1.520226382747071,C18-Pos-000925,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,Steeper in Males,
5'-Cytidylic Acid,-0.29527893863690163,20.859868215411925,-3.3515847897929225,0.002893915131503132,0.21957908824172664,-1.613654641470033,C18-Pos-002009,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Steeper in Females,
(2r)-3-Hydroxyisovaleroylcarnitine,-0.18930220369858405,26.054315701558952,-3.3243636173500875,0.0030872279541894784,0.21957908824172664,-1.6650103674981382,C18-Pos-001425,Lipids and lipid-like molecules,Fatty Acyls,Steeper in Females,
2-Oleoyl-1-Palmitoyl-Sn-Glycero-3-Phosphoserine,-0.18950857857048364,17.708060207325516,-3.195470947102426,0.00418668539186942,0.26469155421929996,-1.9069270953496158,Amide-Pos-002283,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Cl(18:0_20:1cho_23:1_21:2),-2.7159635366268384,15.263164794344641,-3.4115111015396473,0.004668170612190225,0.2656189078336238,-2.1278012780443762,C8-Neg-003309,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Hyflavin,-0.163238056039242,26.6293042310774,-3.018061664997329,0.006337309019016674,0.31822085602089817,-2.235824905800529,Amide-Pos-001528,Organoheterocyclic compounds,Pteridines and derivatives,Steeper in Females,
