Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Super.Class,Class,Direction,FDR_label
1-Palmitoyl-2-Docosahexaenoyl-Sn-Glycero-3-Phosphocholine,-0.20357576619286832,19.62623668017055,-3.642791181172971,0.001435372391471305,0.22861205056364872,-1.0830742592333262,C8-Pos-004574,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Propionylcarnitine,-0.5580763804419608,19.113347712214267,-3.6136402666126273,0.0015399580334797816,0.22861205056364872,-1.1379535077003124,C18-Pos-001104,Lipids and lipid-like molecules,Fatty Acyls,Steeper in Females,
5-Methylcytidine,-0.26939964242985776,23.89088597287179,-3.442179718228813,0.002324749952961906,0.22861205056364872,-1.459677461562885,Amide-Pos-001025,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Steeper in Females,
Pe(26:4_19:6cooh),0.4671113307957825,23.51644232377141,3.7079395582527708,0.0019099784525162312,0.22861205056364872,-1.4680099182750013,C8-Pos-005302,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Males,
Pc(15:1cho_22:2),-0.25247540182416545,15.177072328192617,-3.557193683939804,0.0022515639048557713,0.22861205056364872,-1.489584803650387,C8-Pos-004631,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
D-Panthenol,0.8349899105316723,15.640626858390384,4.398055772174507,6.070297056101755e-4,0.22861205056364872,-1.60667447506991,C18-Pos-001025,Organic oxygen compounds,Organooxygen compounds,Steeper in Males,
Peg N7,-0.29527893863690186,20.859868215411925,-3.3561693653325944,0.002854403588458556,0.22861205056364872,-1.6201683037132306,C18-Pos-002054,Organic oxygen compounds,Organooxygen compounds,Steeper in Females,
Guanosine,-0.18930220369858397,26.054315701558952,-3.3285567186017846,0.003048160674181983,0.22861205056364872,-1.671534216249146,C18-Pos-001618,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Steeper in Females,
Methyl Dihydrogen Phosphate,-0.18950857857048345,17.708060207325516,-3.1995471131434656,0.004136404862886098,0.273877665807289,-1.9103279042402566,C18-Neg-000020,Organic acids and derivatives,Organic phosphoric acids and derivatives,Steeper in Females,
Ps 40:5,-2.7159635366268375,15.263164794344641,-3.4198523232998337,0.004564627763454817,0.273877665807289,-2.1549734122150928,C8-Neg-003404,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
S-Adenosylmethionine,-0.16323805603924194,26.6293042310774,-3.0218085407320636,0.006269179238218667,0.33122876315319477,-2.235403947592367,Amide-Pos-001585,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,Steeper in Females,
"6-Chloro-5-Methyl-1h-1,2,3-Benzotriazole",-0.695188249103424,15.933017970004407,-2.9937103567611913,0.007176623201652554,0.33122876315319477,-2.3449245483814662,Amide-Neg-000647,Organoheterocyclic compounds,Benzotriazoles,Steeper in Females,
Dl-Dipalmitoylphosphatidylcholine,-0.3817806597781065,21.571051086718445,-3.3305963123601976,0.006703746557854799,0.33122876315319477,-2.459546659280334,C8-Pos-003901,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Pe 18:0_24:5,-0.14508105043632985,29.011150134498223,-2.883409192905845,0.008627348632157611,0.3688338093027306,-2.484612057154264,C8-Pos-004731,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Pc(19:2cooh_21:6),-0.19690261707618703,17.97499355341092,-2.8543292602156782,0.009220845232568265,0.3688338093027306,-2.5364682088590964,C8-Neg-003658,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
5-Methylcytosine,0.4549062917787302,24.7378632611864,2.7535079728477276,0.011594109844207752,0.4347791191577907,-2.71474039821078,Amide-Pos-000296,Organoheterocyclic compounds,Diazines,Steeper in Males,
Methyl L-Tryptophanate,-0.19349558744848588,28.5350757958115,-2.762780775536765,0.01238650107260048,0.4371706260917817,-2.783799584753246,C18-Pos-001113,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Dg(20:4_22:5),-0.14660596749619326,20.45850624105968,-2.6903377708193865,0.01336493632390803,0.44549787746360103,-2.8251498104387043,C8-Pos-003687,Lipids and lipid-like molecules,Glycerolipids,Steeper in Females,
L-Malic Acid,-0.3135232174788862,18.44418668202673,-2.622978145676066,0.016295185964768682,0.49200811377369974,-2.9676336161132655,Amide-Neg-000195,Organic acids and derivatives,Hydroxy acids and derivatives,Steeper in Females,
Dl-Valine,-0.19687915978153808,15.568734103312568,-2.608697173465138,0.016400270459123324,0.49200811377369974,-2.978025533743812,Amide-Pos-000236,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
"Ne,Ne,Ne-Trimethyllysine",-0.15178702936961114,22.42647423124505,-2.5673114598457945,0.01756996384807005,0.5019989670877157,-3.0370256920031333,Amide-Pos-000682,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
2-Hydroxy-3-Methoxy-4-(1-Methoxypropan-2-Yl)-2h-Furan-5-One,-0.2771344481985645,26.161378818514855,-2.4938213476845403,0.021057134227934562,0.5742854789436699,-3.168446285347583,C18-Pos-001000,Organoheterocyclic compounds,Dihydrofurans,Steeper in Females,
N-Acetyl-Serine,-0.3749860998982673,18.782513832313835,-2.44088252271679,0.023160390116187302,0.5907794500824802,-3.2499570920268863,Amide-Neg-000288,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Ps(23:1_17:2),-0.7642595797286065,18.692760594886767,-2.4916639079073337,0.02834473041309748,0.5907794500824802,-3.344652044967676,C8-Neg-003419,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
5-Methyl D-Glutamate,-0.10031906376788137,29.254776585367914,-2.367772258091164,0.027106031906307712,0.5907794500824802,-3.3706385288354133,Amide-Pos-000563,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
N2-Methylguanosine,-0.11612562016127069,21.358124921896696,-2.3586788229479962,0.027638004727944195,0.5907794500824802,-3.385515561338601,C18-Pos-001733,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Steeper in Females,
Pc(28:1_21:0cooh),-0.4580542029659785,17.59911516777487,-2.357482309219453,0.02869818789115965,0.5907794500824802,-3.401976757047052,C8-Pos-005741,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
"2,6-Dihydroxypyridine Hcl",-0.9182001797169198,15.898523591468145,-2.3827649781990803,0.03190345410971141,0.5907794500824802,-3.436846401078078,Amide-Neg-000141,Organoheterocyclic compounds,Pyridines and derivatives,Steeper in Females,
"D,L-Serine",-0.21254773654619633,18.084983967286743,-2.32103682930852,0.029943967824855172,0.5907794500824802,-3.446774322290209,Amide-Neg-000119,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Hexanoylcarnitine,-0.13683240411378356,26.63723187960276,-2.3154228858902517,0.030302651246045514,0.5907794500824802,-3.455865080970101,Amide-Pos-001033,Lipids and lipid-like molecules,Fatty Acyls,Steeper in Females,
Pe(21:4cooh_24:6),-1.0237108660355632,27.429297554537893,-2.322307827568394,0.03147726658301805,0.5907794500824802,-3.4566405851161233,C8-Pos-005313,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
N-Acetylputrescine,-0.18532242835921492,18.509086144204062,-2.264449707667527,0.03374440060478228,0.5907794500824802,-3.537853837652227,Amide-Pos-000336,Organic acids and derivatives,Carboximidic acids and derivatives,Steeper in Females,
(Rac)-Idroxioleic Acid,-0.17688147119743622,23.98602530036321,-2.2658726429071487,0.03602622701348217,0.5907794500824802,-3.553186280943246,C8-Neg-000383,Lipids and lipid-like molecules,Fatty Acyls,Steeper in Females,
Pi(16:1_18:3),-0.3457578502673687,17.02622195658041,-2.2495600356286998,0.03481520440487995,0.5907794500824802,-3.561611821974226,C8-Neg-003377,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Ps(16:1_26:4),-0.43979335703724576,16.67610033398415,-2.259303560376995,0.038172688774334586,0.5907794500824802,-3.573317587288558,C8-Neg-003489,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
1-Oleoyl-Sn-Glycero-3-Phosphocholine,0.3123242300582923,17.95259661167648,2.2411804740243655,0.03543137774185309,0.5907794500824802,-3.5749434327281526,C18-Pos-004585,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Males,
L-Phenylalanine,-0.2017413694956902,25.491394485969067,-2.2228113589799325,0.03681703780481155,0.5907794500824802,-3.604069200626781,C18-Pos-000721,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
