pathway,pval,padj,log2err,ES,NES,size,leadingEdge,analysis,pathway_source
Nicotinate metabolism (Reactome),0.5145207319120363,0.8844792247074743,0.02170393142411401,-0.43871371483646304,-0.9755502862162164,7,L-Glutamic Acid;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Citric acid cycle (TCA cycle) (Reactome),0.5156983930778739,0.8844792247074743,0.02810502909125316,0.39295619751534133,0.945816963044105,7,Guanosine 5'-Diphosphate (Gdp);S-Adenosyl-L-Homocysteine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Modified nucleosides derived from tRNA as urinary cancer markers (WikiPathways),0.5167785234899329,0.8844792247074743,0.0212429967614332,-0.37719094748888987,-0.9665932792058273,11,N2-Methylguanosine;Guanosine;Inosine;7-Methylguanosine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
KEGG:map01100 (KEGG),0.523242900206251,0.8844792247074743,0.020568654681801694,-0.3198946915426792,-0.9594475324192893,19,Υ-L-Glutamyl-L-Glutamic Acid;D-(-)-Mannitol;D-Gluconic Acid;O-Acetylserine;Citraconic Acid,"Sex (limma t-statistic, positive = higher in males)",KEGG
"Alanine, aspartate and glutamate metabolism (KEGG)",0.526415391894023,0.8844792247074743,0.020383931394345228,-0.3001229423340885,-0.9563647032575223,24,L-Glutamic Acid;Adenosine 5'-Diphosphate;Biotin;Beta-Alanine;Γ-Aminobutyric Acid;N-Acetyl-D-Glucosamine 6-Phosphate,"Sex (limma t-statistic, positive = higher in males)",KEGG
Lactate shuttle in glial cells (WikiPathways),0.5265760197775031,0.8844792247074743,0.0277357434056359,0.39035067099134074,0.9395456503643632,7,D-Glucose 6-Phosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
The phototransduction cascade (Reactome),0.5278315585672798,0.8844792247074743,0.02732052295175442,0.4387049277073074,0.9333458711950228,5,Guanosine 5'-Diphosphate (Gdp);S-Adenosyl-L-Homocysteine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Amino acid metabolism pathway excerpt: histidine catabolism extension (WikiPathways),0.529125398690616,0.8844792247074743,0.02126760602983777,-0.4317824047962662,-0.9601374070084443,7,L-Glutamic Acid;L-Malic Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Sulfur amino acid metabolism (Reactome),0.5310033821871477,0.8844792247074743,0.02057330867956823,-0.34550891281504514,-0.9522228178027033,14,"L-Glutamic Acid;L-(-)-Methionine;D,L-Serine;L-Malic Acid","Sex (limma t-statistic, positive = higher in males)",Reactome
Pyruvate metabolism (KEGG),0.5385120709476104,0.8844792247074743,0.02065738480034786,-0.3909779951513936,-0.9439020131799436,9,Adenosine 5'-Diphosphate;Biotin;L-Malic Acid,"Sex (limma t-statistic, positive = higher in males)",KEGG
Pyrimidine metabolism (WikiPathways),0.5422553300796301,0.8844792247074743,0.027893916731726576,0.334440706321133,0.9261755241520111,11,Uridine Monophosphate;L-Glutamine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Maternal to zygotic transition (MZT) (Reactome),0.5497444633730835,0.8844792247074743,0.02090356892786134,-0.4793216663127269,-0.954746693418883,5,Adenosine 5'-Diphosphate;Uridine 5'-Triphosphate Sodium Salt,"Sex (limma t-statistic, positive = higher in males)",Reactome
Histidine metabolism (KEGG),0.5533278553820871,0.8844792247074743,0.02025172883812992,-0.37488637684719595,-0.9349107287099007,10,L-Glutamic Acid;Adenosine 5'-Diphosphate;Beta-Alanine,"Sex (limma t-statistic, positive = higher in males)",KEGG
Biomarkers for urea cycle disorders (WikiPathways),0.556883286953675,0.8844792247074743,0.02009405127426687,-0.3648607992709715,-0.9349959185629061,11,L-Glutamic Acid;L-(-)-Methionine;Beta-Alanine;L(+)-Ornithine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Amino acid transport defects (IEMs) (WikiPathways),0.5604324673228982,0.8844792247074743,0.019780288670277767,-0.35257255080131755,-0.9320298158622053,12,D-Tyrosine;L-Glutamic Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glutathione metabolism (WikiPathways),0.5606160980457106,0.8844792247074743,0.020170384107560158,-0.4001478364572247,-0.9316148419084762,8,L-Glutamic Acid;Cytidine 2'_3'-Cyclic Phosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Amino acid transport across the plasma membrane (Reactome),0.5614560352978254,0.8844792247074743,0.01939374716381635,-0.295865689720519,-0.9321460193299982,23,"L-Glutamic Acid;L-(-)-Methionine;Beta-Alanine;Γ-Aminobutyric Acid;D,L-Serine;L(+)-Ornithine","Sex (limma t-statistic, positive = higher in males)",Reactome
Glucose homeostasis (WikiPathways),0.5634525910476496,0.8844792247074743,0.019611293097033095,-0.32489130865589133,-0.9291759576477078,16,L-(-)-Methionine;L-Malic Acid;L(+)-Ornithine;3-Hydroxybutyric Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glycolysis in senescence (WikiPathways),0.5635434412265758,0.8844792247074743,0.02052221180519304,-0.4738773551606559,-0.9439023305709243,5,"D,L-Serine;Dl-Glutamine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Nucleotide catabolism (Reactome),0.56657800031294,0.8844792247074743,0.019150924461425467,-0.28630660566665295,-0.9309875679870082,26,Adenosine 5'-Diphosphate;Xanthine;Beta-Alanine;Uridine 5'-Triphosphate Sodium Salt;Uracil;Guanosine;Inosine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Amino acid metabolism in triple-negative breast cancer cells (WikiPathways),0.5670881918213171,0.8844792247074743,0.019867863675000725,-0.3827203927375842,-0.9239664473959507,9,"L-Glutamic Acid;D,L-Serine;L-Malic Acid","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Methionine de novo and salvage pathway (WikiPathways),0.5693501454898157,0.8844792247074743,0.019568332686778826,-0.34240953486942716,-0.9228960896134496,13,L-Glutamic Acid;L-(-)-Methionine;L(+)-Ornithine;Choline,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Regulation of insulin secretion (Reactome),0.5695196211096076,0.8844792247074743,0.02025172883812992,-0.4402345895749801,-0.9315562487984022,6,Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Citric Acid Cycle (KEGG),0.5790770241418952,0.8844792247074743,0.019551190465516375,-0.37929534251756497,-0.9156976654235364,9,Adenosine 5'-Diphosphate;Biotin;L-Malic Acid,"Sex (limma t-statistic, positive = higher in males)",KEGG
Amino Sugar Metabolism (KEGG),0.5815819027755494,0.8844792247074743,0.01913435300778884,-0.31998191088052025,-0.9151352792489037,16,L-Glutamic Acid;Adenosine 5'-Diphosphate;Uridine 5'-Triphosphate Sodium Salt;Udp-Β-D-Glucose (Sodium Salt);N-Acetyl-D-Glucosamine 6-Phosphate,"Sex (limma t-statistic, positive = higher in males)",KEGG
Role of carnosine in muscle contraction (WikiPathways),0.584742895805142,0.8844792247074743,0.019850298613866838,-0.43425494280083504,-0.9189030465058702,6,Beta-Alanine;Γ-Aminobutyric Acid;Anserine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Lysine catabolism (Reactome),0.5864029666254635,0.8844792247074743,0.025875331394094793,0.3711086197061658,0.8932314336034161,7,Guanosine 5'-Diphosphate (Gdp);L-Saccharopine;2-Oxoadipic Acid;L-Pipecolinic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glutamate and glutamine metabolism (Reactome),0.590468364831553,0.8844792247074743,0.019267552140301947,-0.3634182637423792,-0.9063109645095547,10,L-Glutamic Acid;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Nicotinate and nicotinamide metabolism (KEGG),0.5905929115601193,0.8844792247074743,0.019381069324028704,-0.3894537986153078,-0.9067172329105937,8,L-Glutamic Acid;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",KEGG
"Trans-sulfuration, one-carbon metabolism and related pathways (WikiPathways)",0.5942280397413657,0.8844792247074743,0.018556053367267684,-0.2857828006810466,-0.9106687454276283,24,"O-Phosphocolamine;L-(-)-Methionine;Cytidine 2'_3'-Cyclic Phosphate;D,L-Serine;L(+)-Ornithine;Choline;Cytidine 5'-Diphosphocholine;L-Glutathione Oxidized Hexhydrate;Glycine;Taurine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Purine metabolism and related disorders (WikiPathways),0.5947302383939774,0.8844792247074743,0.018461584809625144,-0.2918288787204118,-0.910536209084369,22,L-Glutamic Acid;Adenosine 5'-Diphosphate;L-(-)-Methionine;Xanthine;Guanosine;Inosine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
TP53 Regulates Metabolic Genes (Reactome),0.6001703577512777,0.8844792247074743,0.019564044890536023,-0.45808234805916204,-0.9124407216712337,5,L-Glutamic Acid;Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Phosphatidylcholine catabolism (WikiPathways),0.6025033829499323,0.8844792247074743,0.019397976012793985,-0.4268280946657798,-0.9031875008560681,6,Adenosine 5'-Diphosphate;Glycerophosphocholine;Choline,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Free fatty acid receptors (Reactome),0.611468200270636,0.8844792247074743,0.019175823442149305,-0.4233184502246999,-0.895760934912431,6,"8z,11z,14z-Eicosatrienoic Acid;Palmitoleic Acid;Docosahexaenoic Acid","Sex (limma t-statistic, positive = higher in males)",Reactome
Purine salvage (Reactome),0.6312243221035333,0.8844792247074743,0.018270908864280344,-0.35105765892951946,-0.8754854590588831,10,Adenosine 5'-Diphosphate;Guanosine;Inosine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Krebs cycle disorders (WikiPathways),0.6390094460045953,0.8844792247074743,0.02497177154019651,0.3199149980618319,0.859794249266973,10,Guanosine 5'-Diphosphate (Gdp);Dl-Alanine;Adenosine Triphosphate (Atp);Propionylcarnitine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Nucleotide salvage (Reactome),0.6423454497214115,0.8844792247074743,0.02552970151330516,0.27904414162594804,0.8676350871330932,16,Uridine Monophosphate;Adenine;Cytidine;2'-Deoxyadenosine;Hypoxanthtine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Arachidonic Acid Metabolism (KEGG),0.6442840355883834,0.8844792247074743,0.018282499474184057,-0.3899052305126882,-0.8670167956013003,7,L-Glutamic Acid,"Sex (limma t-statistic, positive = higher in males)",KEGG
NAD+ metabolism (WikiPathways),0.6442930153321976,0.8844792247074743,0.018500859540846744,-0.43953734414295853,-0.8755014752052005,5,Nicotinamide;Tryptophan,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Na+/Cl- dependent neurotransmitter transporters (Reactome),0.6453997809419496,0.8844792247074743,0.02598305991670699,0.26302287984420825,0.8783083644085555,21,L-Glutamine;L-Threonine;L-Isoleucine;Dl-Alanine;Leucine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Pyrimidine salvage (Reactome),0.6459826946847961,0.8844792247074743,0.024260456701018725,0.35395887345659754,0.8519532427584672,7,Uridine Monophosphate;Cytidine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glucuronidation (WikiPathways),0.6535613990298698,0.8844792247074743,0.024598111373244077,0.31501315611768543,0.8466202013482249,10,D-Glucose 6-Phosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Metabolic reprogramming in colon cancer (WikiPathways),0.6548905879251252,0.8844792247074743,0.02509885276867545,0.2857338096503941,0.8497174999113788,14,D-Glucose 6-Phosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Folate metabolism (WikiPathways),0.6575792412547217,0.8844792247074743,0.017656750820011873,-0.355212666372158,-0.8575570877482936,9,"Adenosine 5'-Diphosphate;L-(-)-Methionine;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Metabolism overview (WikiPathways),0.6650230634642914,0.8844792247074743,0.017022018518519574,-0.2905173739476857,-0.8586174687442327,18,L-Glutamic Acid;Udp-Β-D-Glucose (Sodium Salt);L-Malic Acid;L(+)-Ornithine;3-Hydroxybutyric Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Cysteine and methionine catabolism (WikiPathways),0.6698997736825089,0.8844792247074743,0.017152112660941823,-0.3157394688639242,-0.8510122863905125,13,L-Glutamic Acid;L-(-)-Methionine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Pyrimidine metabolism and related diseases (WikiPathways),0.6751163163805551,0.8844792247074743,0.01692791159002873,-0.29786514921368357,-0.8518822384492959,16,L-Glutamic Acid;Beta-Alanine;Uridine 5'-Triphosphate Sodium Salt;Uracil,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Sulfation biotransformation reaction (WikiPathways),0.6778534923339012,0.8844792247074743,0.017749019824051415,-0.4275730882206584,-0.8516702266223738,5,Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Phenylalanine and Tyrosine Metabolism (KEGG),0.6808796374013766,0.8844792247074743,0.017466963259676817,-0.37765527608448574,-0.8397770578305692,7,L-Glutamic Acid,"Sex (limma t-statistic, positive = higher in males)",KEGG
Phenylalanine and tyrosine metabolism (Reactome),0.6833634422729512,0.8844792247074743,0.017092175387631303,-0.34631743128091724,-0.8360821443641274,9,L-Glutamic Acid,"Sex (limma t-statistic, positive = higher in males)",Reactome
NAD biosynthesis II from tryptophan (WikiPathways),0.6835599505562423,0.8844792247074743,0.02334020470051953,0.34224146909903386,0.8237503034122873,7,L-Glutamine;Dl-Alanine;Adenosine Triphosphate (Atp),"Sex (limma t-statistic, positive = higher in males)",WikiPathways
KEGG:map01120 (KEGG),0.7004880554842025,0.8844792247074743,0.023563921969872396,0.29372840642798126,0.8134298715436611,11,Methanesulfonic Acid;Isobutyric Acid;6-Aminocaproic Acid;Mesaconic Acid;Maleic Acid,"Sex (limma t-statistic, positive = higher in males)",KEGG
Phospholipid Biosynthesis (KEGG),0.7057243578982709,0.8844792247074743,0.016941809908566526,-0.36930130800372996,-0.8212006703673682,7,Choline;Cytidine 5'-Diphosphocholine;1-Hexadecanoyl-Sn-Glycero-3-Phosphoethanolamine;Dl-Dipalmitoylphosphatidylcholine;Acetylcholine;1-Palmitoyl-Sn-Glycero-3-Phosphocholine,"Sex (limma t-statistic, positive = higher in males)",KEGG
"Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases (WikiPathways)",0.7066439522998297,0.8844792247074743,0.01713798446824284,-0.41314799555797654,-0.8229373098988244,5,Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Synthesis of PC (Reactome),0.7074030552291422,0.8844792247074743,0.01690709224947908,-0.3688598570312963,-0.8202190333500058,7,Adenosine 5'-Diphosphate;Choline;Cytidine 5'-Diphosphocholine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Metabolic reprogramming in pancreatic cancer (WikiPathways),0.7077387946953164,0.8844792247074743,0.016900159953417586,-0.3686436540777056,-0.8197382714177401,7,N-Acetyl-D-Glucosamine 6-Phosphate;Dl-Glutamine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Aspartate and asparagine metabolism (Reactome),0.7130891772047956,0.8844792247074743,0.016470759453246775,-0.3370179295143802,-0.8136312173353419,9,L-Glutamic Acid;Beta-Alanine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Omega-3 / omega-6 fatty acid synthesis (WikiPathways),0.713125845737483,0.8844792247074743,0.016900159953417586,-0.38647885629559886,-0.817806692468688,6,"Linoleic Acid;All-Cis-4,7,10,13,16-Docosapentaenoic Acid;8z,11z,14z-Eicosatrienoic Acid;Docosahexaenoic Acid","Sex (limma t-statistic, positive = higher in males)",WikiPathways
alpha-Linolenic acid metabolism (KEGG),0.713125845737483,0.8844792247074743,0.016900159953417586,-0.38647885629559886,-0.817806692468688,6,"Linoleic Acid;All-Cis-4,7,10,13,16-Docosapentaenoic Acid;8z,11z,14z-Eicosatrienoic Acid;Docosahexaenoic Acid","Sex (limma t-statistic, positive = higher in males)",KEGG
Aerobic glycolysis - augmented (WikiPathways),0.7150016165535079,0.8844792247074743,0.016202014425943934,-0.3045014781537667,-0.8207225408509451,13,"Adenosine 5'-Diphosphate;D,L-Serine;D-Fructose-1,6-Bisphosphate","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Biomarkers for pyrimidine metabolism disorders (WikiPathways),0.7257207279755195,0.8844792247074743,0.01593221035267821,-0.29358960866830663,-0.8091331773932589,14,Beta-Alanine;Uridine 5'-Triphosphate Sodium Salt;Uracil,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Diseases of nucleotide metabolism (Reactome),0.7285537700865266,0.8844792247074743,0.02232174712880363,0.3277399821540461,0.7888462799392981,7,Adenine;2'-Deoxyadenosine;Hypoxanthtine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Primary bile acid biosynthesis (KEGG),0.7332543978349121,0.8844792247074743,0.016494245782798213,-0.3795156919508104,-0.8030723226340498,6,Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",KEGG
MTHFR deficiency (WikiPathways),0.7388415672913118,0.8844792247074743,0.016487531082077494,-0.4012571362829732,-0.7992522579335086,5,L-(-)-Methionine;Choline;Cytidine 5'-Diphosphocholine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Pantothenate and CoA Biosynthesis (KEGG),0.7402044293015332,0.8844792247074743,0.0164607068243181,-0.4002489872073505,-0.7972441555169655,5,Adenosine 5'-Diphosphate;D-Pantothenic Acid,"Sex (limma t-statistic, positive = higher in males)",KEGG
Hereditary leiomyomatosis and renal cell carcinoma pathway (WikiPathways),0.7406968876860622,0.8844792247074743,0.01634731472597053,-0.3768127490220963,-0.7973527734777238,6,L-Malic Acid;Citric Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Tryptophan metabolism (KEGG),0.7530562347188264,0.8873585740471525,0.02162758360823578,0.33564776687016273,0.7643426009086779,6,S-Adenosyl-L-Homocysteine;Dl-Alanine;Adenosine Triphosphate (Atp),"Sex (limma t-statistic, positive = higher in males)",KEGG
"Metabolism of ingested SeMet, Sec, MeSec into H2Se (Reactome)",0.7593115848959672,0.8873585740471525,0.022273511774138954,0.27834898667104635,0.7708392362372767,11,S-Adenosyl-L-Homocysteine;Dl-Alanine;2-Oxobutanoic Acid;L-Serine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Aerobic glycolysis (WikiPathways),0.7653145015601905,0.8873585740471525,0.015445618772412684,-0.31901807457204706,-0.7701758323067387,9,Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Galactose Metabolism (KEGG),0.7727198027937552,0.8873585740471525,0.015315896399642849,-0.30774029773978856,-0.7674584188226671,10,Adenosine 5'-Diphosphate;Uridine 5'-Triphosphate Sodium Salt;Udp-Β-D-Glucose (Sodium Salt),"Sex (limma t-statistic, positive = higher in males)",KEGG
Selenocompound metabolism (KEGG),0.7753902971294275,0.8873585740471525,0.015573457900311904,-0.34328627167896075,-0.7633520659716423,7,"Adenosine 5'-Diphosphate;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",KEGG
"Leucine, isoleucine and valine metabolism (WikiPathways)",0.7795056474054674,0.8873585740471525,0.015132684771594804,-0.2982596184951697,-0.7643230692974593,11,Biotin;Beta-Alanine;3-Hydroxybutyric Acid;Meglutol,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
tRNA modification in the nucleus and cytosol (Reactome),0.7797699594046008,0.8873585740471525,0.015601682539343523,-0.35952116493963193,-0.76076300160361,6,L-(-)-Methionine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Synthesis of wybutosine at G37 of tRNA(Phe) (Reactome),0.7856899488926746,0.8873585740471525,0.015595405295773529,-0.38157907829599297,-0.7600561144741459,5,L-(-)-Methionine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Creatine metabolism (Reactome),0.78668433256045045,0.8873585740471525,0.015169132457863721,-0.3232514300554793,-0.7525864254923101,8,Adenosine 5'-Diphosphate;L(+)-Ornithine;Creatinine;Glycine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Variant SLC6A14 may confer susceptibility towards obesity (Reactome),0.7873164434403743,0.8873585740471525,0.014782242174341782,-0.2857288541677801,-0.7553276927862299,12,"L-(-)-Methionine;Beta-Alanine;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",Reactome
Purine metabolism (WikiPathways),0.7936457505957109,0.8873585740471525,0.014440300797051683,-0.26290230804505976,-0.766846088243287,17,Adenosine 5'-Diphosphate;Xanthine;Guanosine;Inosine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Urea cycle and metabolism of amino groups (WikiPathways),0.7955628594905505,0.8873585740471525,0.014895099858462739,-0.29976164462066424,-0.7475608475519872,10,L-Glutamic Acid;L(+)-Ornithine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS) (Reactome),0.8,0.887431693989071,0.020690237756346905,0.3200697121489484,0.7288679991446311,6,Adenine;Cytidine,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glycosphingolipid metabolism (Reactome),0.8207823960880195,0.8986050729853453,0.020297154879813605,0.3118801476898699,0.7102185886112884,6,Guanosine 5'-Diphosphate (Gdp),"Sex (limma t-statistic, positive = higher in males)",Reactome
Sulfur metabolism (KEGG),0.8216354344122657,0.8986050729853453,0.014948877582047639,-0.36629500211974414,-0.7296122138186825,5,Adenosine 5'-Diphosphate;O-Acetylserine,"Sex (limma t-statistic, positive = higher in males)",KEGG
One-carbon metabolism (WikiPathways),0.8288227334235453,0.8986050729853453,0.014720259336605666,-0.3372819544221831,-0.7137038290250225,6,"L-(-)-Methionine;D,L-Serine;Choline","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Nicotinamide salvaging (Reactome),0.8321976149914821,0.8986050729853453,0.014764505008595833,-0.35993646850134897,-0.716946838197638,5,Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Glycogen metabolism (Reactome),0.8322056833558863,0.8986050729853453,0.01466147943578235,-0.33518030676977156,-0.7092566477954272,6,Adenosine 5'-Diphosphate;Uridine 5'-Triphosphate Sodium Salt,"Sex (limma t-statistic, positive = higher in males)",Reactome
Ethanol effects on histone modifications (WikiPathways),0.8526405451448041,0.9157991040444193,0.01441433292513859,-0.3495437848426901,-0.6962459580659661,5,"L-(-)-Methionine;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Metabolism of cofactors (Reactome),0.8637137989778535,0.9228100062763382,0.0142281559990724,-0.34385318594865205,-0.684911021927045,5,Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Creatine pathway (WikiPathways),0.8726319350473613,0.9274569780869861,0.01397701257073178,-0.3177934951600018,-0.6724653701781944,6,Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
TCA cycle (aka Krebs or citric acid cycle) (WikiPathways),0.8959920503477973,0.9473249282323065,0.013290421803724953,-0.27875232712590525,-0.648984653937472,8,Adenosine 5'-Diphosphate;L-Malic Acid,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
"Incretin synthesis, secretion, and inactivation (Reactome)",0.9136147150599442,0.9498158271355842,0.012886124343811808,-0.2633550309178543,-0.6357936941391646,9,"8z,11z,14z-Eicosatrienoic Acid;Palmitoleic Acid;Docosahexaenoic Acid","Sex (limma t-statistic, positive = higher in males)",Reactome
"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1) (Reactome)",0.9136147150599442,0.9498158271355842,0.012886124343811808,-0.2633550309178543,-0.6357936941391646,9,"8z,11z,14z-Eicosatrienoic Acid;Palmitoleic Acid;Docosahexaenoic Acid","Sex (limma t-statistic, positive = higher in males)",Reactome
Peptide hormone metabolism (Reactome),0.9150369761709121,0.9498158271355842,0.012873078973789958,-0.2517845184748691,-0.62791304828118355,10,"8z,11z,14z-Eicosatrienoic Acid;Palmitoleic Acid;Docosahexaenoic Acid","Sex (limma t-statistic, positive = higher in males)",Reactome
Vitamin B12 metabolism (WikiPathways),0.9170635572343571,0.9498158271355842,0.012831402260000431,-0.26110704814250096,-0.6303665972345723,9,"L-(-)-Methionine;D,L-Serine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Methionine metabolism leading to sulfur amino acids and related disorders (WikiPathways),0.9450189155107188,0.9688985467879941,0.018639306503363994,0.23798620468852888,0.5954640474335441,8,S-Adenosyl-L-Homocysteine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Late SARS-CoV-2 Infection Events (Reactome),0.9498069498069498,0.9688985467879941,0.012639977886853573,-0.26085116748964887,-0.5800443945528803,7,Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
Translation of Structural Proteins (Reactome),0.9498069498069498,0.9688985467879941,0.012639977886853573,-0.26085116748964887,-0.5800443945528803,7,Adenosine 5'-Diphosphate,"Sex (limma t-statistic, positive = higher in males)",Reactome
HIF1A and PPARG in cardiac hypertropthy (WikiPathways),0.9660903139164009,0.9805816686251468,0.012392241790285993,-0.24679702233755965,-0.548792749432199,7,"D-Fructose-1,6-Bisphosphate;Dihydroxyacetone Phosphate;D-(+)-Glucose","Sex (limma t-statistic, positive = higher in males)",WikiPathways
T cell modulation in pancreatic cancer (WikiPathways),0.989256337082424,0.9959646910466583,0.012045618453504128,-0.21547326099604017,-0.4791393437859254,7,L(+)-Ornithine;Dl-Arginine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glycine metabolism (WikiPathways),0.993403247631935,0.9959646910466583,0.012095449496271051,-0.2146664038837708,-0.45424379337859605,6,"D,L-Serine;Glycine","Sex (limma t-statistic, positive = higher in males)",WikiPathways
Glyoxylate metabolism (WikiPathways),0.9959646910466583,0.9959646910466583,0.01786064212485884,0.18153037601652705,0.4542062115592224,8,Dl-Alanine;L-Hydroxyproline;L-Serine,"Sex (limma t-statistic, positive = higher in males)",WikiPathways
