Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Super.Class,Class,Direction,FDR_label
Dg(20:4_22:5),0.10259786762545614,20.45850624105968,2.877115686714625,0.008752617529669162,0.18119188426823288,-2.631435718068377,C8-Pos-003687,Lipids and lipid-like molecules,Glycerolipids,Increases with GW,
Glycolic Acid,0.20282118883167427,18.58864610802909,2.8768667633284877,0.008757607739631256,0.18119188426823288,-2.631942608524974,Amide-Neg-000015,Organic acids and derivatives,Hydroxy acids and derivatives,Increases with GW,
D-Threonine,0.13972433531163084,28.499103548189655,2.814331600071737,0.010101018217290045,0.1968349207322483,-2.7586957198250737,Amide-Neg-000235,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
1-Linoleoyl-Sn-Glycero-3-Phosphorylcholine,0.13622371731854677,18.728926528869376,2.8113471176378706,0.010169804237832827,0.1968349207322483,-2.7647150592595717,C18-Pos-004537,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
(Rac)-Idroxioleic Acid,0.14321381599776117,23.98602530036321,2.8028462216865693,0.011764514148899702,0.20167738540970917,-2.8188519162226355,C8-Neg-000383,Lipids and lipid-like molecules,Fatty Acyls,Increases with GW,
Peg N14,-0.1667390253853156,20.195823426227083,-2.755111873586327,0.01155218104309726,0.20167738540970917,-2.8776060589739174,C8-Pos-003314,Organic oxygen compounds,Organooxygen compounds,Decreases with GW,
Pi(29:7_11:0),0.7489060104790122,18.847622350326215,2.754725489103618,0.011562268654248605,0.20167738540970917,-2.878378182982053,C8-Pos-005326,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
"1,2-Dioleoyl-Sn-Glycero-3-Phosphatidylcholine",0.16403375279951815,16.50791891185648,2.7515879606579627,0.011644492055022923,0.20167738540970917,-2.8846461854428234,Amide-Pos-002307,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
2-Hydroxy-3-Methoxy-4-(1-Methoxypropan-2-Yl)-2h-Furan-5-One,0.19049332003752462,26.161378818514855,2.7230399272158676,0.012741013779754305,0.21235022966257178,-2.955825914972629,C18-Pos-001000,Organoheterocyclic compounds,Dihydrofurans,Increases with GW,
Cytidine 5'-Triphosphate,-0.172401409383934,20.852710037494358,-2.6493074771112686,0.014648826488282887,0.23282602339074088,-3.0871506238263944,Amide-Pos-001770,Organic oxygen compounds,Organooxygen compounds,Decreases with GW,
Pc(14:0_4:1cho),-0.29402337892801494,26.972544125299127,-2.646352333003577,0.014745648148080256,0.23282602339074088,-3.092947191755871,C8-Neg-002453,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
L-Malic Acid,0.2070814326970711,18.44418668202673,2.645223380546681,0.015526624821395859,0.23762008976941446,-3.119744811395819,Amide-Neg-000195,Organic acids and derivatives,Hydroxy acids and derivatives,Increases with GW,
Dg(21:1_19:4),0.3226512167550003,16.52553434533489,2.6020407131401773,0.021920356381647653,0.2859176919345346,-3.1406349467007,C8-Pos-003575,Lipids and lipid-like molecules,Glycerolipids,Increases with GW,
L-Glutathione (Reduced),0.9327832387417628,24.57907822303517,2.6937167825782904,0.01953445699283716,0.266378958993234,-3.1540378818793213,C18-Pos-001855,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Pc(17:4cooh_23:5),0.30007131116872915,20.429608518456078,2.6132488992857903,0.016237372800909988,0.23762008976941446,-3.1697525648399005,C8-Pos-005012,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
Prolinamide,0.10305970316188012,19.176597814729476,2.6033032823411557,0.016226161942558343,0.23762008976941446,-3.1770286096659897,Amide-Pos-000230,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Dl-Dipalmitoylphosphatidylcholine,0.2278938952917206,21.571051086718445,2.60757891634931,0.024361643565049076,0.29140942203766595,-3.191280120876567,C8-Pos-003901,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
L-Valine,0.26108488058902496,21.390548488610676,2.5660784834387216,0.017617796016555165,0.24855424120224118,-3.2491788663883425,Amide-Neg-000214,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Hypoxanthtine,0.12518280777968266,20.928021088792192,2.5709142025621943,0.017813053952827285,0.24855424120224118,-3.249208040475731,Amide-Pos-000411,Organoheterocyclic compounds,Imidazopyrimidines,Increases with GW,
Ps(18:0_24:6),-0.22326641159359686,25.893779436061074,-2.4977072243544565,0.02670334628266136,0.29140942203766595,-3.2855636291730868,C8-Neg-003479,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
Acrylic Acid,0.21327100030000107,21.085900474947227,2.4479565927209883,0.030706980228818095,0.29140942203766595,-3.42051631112101,Amide-Neg-000001,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Dl-Arginine,0.11350095579463906,17.577378766749927,2.4736714455613553,0.021569887543568363,0.2859176919345346,-3.425955428817242,Amide-Neg-000697,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Pe(15:0_27:7),-0.6400933602399664,17.094115746203638,-2.439846833222641,0.025267268230074916,0.29140942203766595,-3.4465625017772687,C8-Pos-004870,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
"Bis(2,2,6,6-Tetramethyl-4-Piperidyl)Sebacate",0.2446830838936832,22.97142323479664,2.4474956293186487,0.02283109473112574,0.29140942203766595,-3.4754023453439107,C18-Pos-001292,Lipids and lipid-like molecules,Fatty Acyls,Increases with GW,
2-Oxobutanoic Acid,-0.10720257247998431,16.560962722989782,-2.4442858131880922,0.02342447448805795,0.29140942203766595,-3.4905404687883768,Amide-Neg-000108,Organic acids and derivatives,Keto acids and derivatives,Decreases with GW,
Creatine,0.1464872057963218,28.070766608394795,2.404076002617196,0.025075030767441067,0.29140942203766595,-3.55678715099433,Amide-Pos-000200,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Adenosine Triphosphate (Atp),-0.07847233281291549,22.465432969670946,-2.3892904887532698,0.03045493123978233,0.29140942203766595,-3.58424543207033,Amide-Neg-001422,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Decreases with GW,
D-Phenylalanine,0.12693103311933637,28.669805146265904,2.3844878381523094,0.026152721887083803,0.29140942203766595,-3.5932372949199967,Amide-Pos-000583,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Putrescine,0.18306960052146473,25.25662601456853,2.372598309151789,0.02682755530099799,0.29140942203766595,-3.6152796776701863,Amide-Pos-000025,Organic nitrogen compounds,Organonitrogen compounds,Increases with GW,
Xylose,0.07857267363998635,19.750215685546483,2.3505017645880097,0.02812456782465394,0.29140942203766595,-3.656078658237807,Amide-Neg-000340,Organic oxygen compounds,Organooxygen compounds,Increases with GW,
Methyl L-Tryptophanate,0.11602232285460108,28.5350757958115,2.2414989362062023,0.037128736943928306,0.3010438130588782,-3.6912145221850805,C18-Pos-001113,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Glycerol Monopalmitate,-0.11628490535175641,17.8050755612734,-2.3271688793199083,0.029556641127828714,0.29140942203766595,-3.698922218688966,C8-Pos-000593,Lipids and lipid-like molecules,Glycerolipids,Decreases with GW,
9-Methoxy-9-Oxononanoic Acid,-0.19054906328848809,19.392302506841254,-2.321971829290419,0.029884609460133132,0.29140942203766595,-3.708431269647787,C8-Pos-000007,Lipids and lipid-like molecules,Fatty Acyls,Decreases with GW,
Inosine-5'-Monophosphate (Imp),0.1041688021815538,21.38427070981652,2.3187528105737907,0.03008942415997455,0.29140942203766595,-3.7143149094204535,C18-Pos-002294,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Increases with GW,
Pc 16:0_16:1,-0.07391985862711367,19.042948936387475,-2.3132868694740716,0.030440157519132767,0.29140942203766595,-3.72429451067061,C8-Pos-003874,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
D-Tyrosine,0.2830654928005371,21.084548384610773,2.183613839465598,0.04247082746382488,0.31853120597868656,-3.7372059540179574,Amide-Neg-000781,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Myristic Acid,0.09218564823477794,16.862215407085294,2.307980492385978,0.03127455394627142,0.29140942203766595,-3.7409962079223087,C8-Neg-000086,Lipids and lipid-like molecules,Fatty Acyls,Increases with GW,
Pc(O-10:0_23:2),-0.3536587437680124,20.999748106066686,-2.2887052520916975,0.032064332046679876,0.29140942203766595,-3.769004147588485,C8-Pos-003714,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
Pe 21:2_21:2,0.17263083918834082,17.437654073302543,2.2865437159593824,0.03221088325248614,0.29140942203766595,-3.772922123563194,C8-Pos-004750,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
Ethyl Acetoacetate,0.2674883097332401,21.696379868668057,2.286076176938898,0.03224266276982712,0.29140942203766595,-3.773769291160324,Amide-Neg-000104,Organic acids and derivatives,Keto acids and derivatives,Increases with GW,
Ethyl 3-Oxo-3-(1h-Pyrazol-5-Ylamino)Propanoate,0.10593315841906034,21.190626169152733,2.285031514581639,0.032313774224829755,0.29140942203766595,-3.775661819176813,Amide-Pos-000718,Organic nitrogen compounds,Organonitrogen compounds,Increases with GW,
1-Stearoylglycerol,0.08396208924233027,18.827034040639184,2.281711606455659,0.03254071879420604,0.29140942203766595,-3.781672815366853,C8-Pos-000832,Lipids and lipid-like molecules,Glycerolipids,Increases with GW,
Solanidine,-0.13309636609183503,18.306150296594375,-2.2716544728890518,0.03323714289300808,0.29326890787948307,-3.799850450400492,C8-Pos-001317,Lipids and lipid-like molecules,Steroids and steroid derivatives,Decreases with GW,
2-Aminocaprylate,0.11577227257256589,29.300223310658545,2.2600614878713974,0.03405681380864695,0.2939881877666131,-3.8207445300287346,C18-Pos-000695,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Octabenzone,-0.13688215812618168,19.6664916409109,-2.249379476787797,0.03482837769650136,0.2939881877666131,-3.8399399363896514,C8-Pos-000696,Benzenoids,Benzene and substituted derivatives,Decreases with GW,
5-Methyl D-Glutamate,0.06213903499922115,29.254776585367914,2.2412215602354273,0.035428332444390864,0.2939881877666131,-3.85456263484728,Amide-Pos-000563,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Udp-N-Acetylglucosamine,0.12282181051382857,21.801883968335446,2.239040452643448,0.03559032583330779,0.2939881877666131,-3.858466725711119,Amide-Neg-001697,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Increases with GW,
"Ne,Ne,Ne-Trimethyllysine",0.08653474324679084,22.42647423124505,2.2366510704435085,0.03576856284493793,0.2939881877666131,-3.862740974475414,Amide-Pos-000682,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Amifampridine,0.13722491713558768,24.837167363304513,2.21060531407193,0.03776488325423247,0.30211906603385974,-3.9091523820739686,Amide-Pos-000167,Organoheterocyclic compounds,Pyridines and derivatives,Increases with GW,
3-Methylhistidine,0.2537475842800707,21.014850792745293,2.112441002630061,0.04974559949668889,0.3394166813477359,-3.9190122552602658,Amide-Pos-000601,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
1-Hexadecanoyl-Sn-Glycero-3-Phosphoethanolamine,0.10121174366072491,21.383388762541163,2.1917001600618544,0.03927678371203712,0.30639744660374213,-3.9426304976093207,C18-Pos-003617,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
Guanosine-5'-Monophosphate,0.12332924448678394,20.383433347414933,2.1911572083629927,0.03932100564748024,0.30639744660374213,-3.9435893549718934,C18-Pos-002454,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Increases with GW,
Pi(20:4_20:4),0.38625027950974805,17.95355808767287,2.0910586081026103,0.05672439562939582,0.350490987754898,-3.946069388956894,C8-Pos-005440,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
Tg(49:11_2:0),-0.1970277614211049,20.77472030519866,-2.1841590585960913,0.039895042996107695,0.3068849461239054,-3.955934946876267,C8-Pos-004921,Lipids and lipid-like molecules,Glycerolipids,Decreases with GW,
1-Hexadecanoyl-2-Octadecadienoyl-Sn-Glycero-3-Phosphocholine,-0.08229090751903978,19.88825807069088,-2.1513643817103403,0.04939062336212264,0.3394166813477359,-3.9777669454624434,C8-Pos-004099,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
Sarcosine,-0.26828168519660245,24.682350109492706,-2.1554708864165493,0.04232847463020204,0.31853120597868656,-4.006286332864294,Amide-Pos-000068,Organic acids and derivatives,Carboxylic acids and derivatives,Decreases with GW,
Pe(19:1cooh_28:3),0.5350675357191926,15.593595430269243,1.9752373239738508,0.07169729360975495,0.3956553367166249,-4.011314475198298,C8-Neg-003656,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
1-Oleoyl-Sn-Glycero-3-Phosphocholine,-0.19327351301750084,17.95259661167648,-2.119372634661968,0.04558073738296949,0.33763509172569994,-4.069044903713898,C18-Pos-004585,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
Α-Cyano-3-Hydroxycinnamic Acid,-0.2528324966821266,24.001874454376654,-2.104322359793249,0.047001947256599,0.3394166813477359,-4.095010273497811,Amide-Neg-000851,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Decreases with GW,
Pc(19:2cooh_21:6),-0.09499039863920211,17.97499355341092,-2.1042441141381345,0.04700943905200697,0.3394166813477359,-4.095144955006482,C8-Neg-003658,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
Lhnfrfaovvpesm-Crgcijnfna-N,0.16714126186806366,17.728169866198748,2.0972614572823325,0.04768234623295547,0.3394166813477359,-4.107150937820822,Amide-Pos-001042,Organic oxygen compounds,Organooxygen compounds,Increases with GW,
"6-Chloro-5-Methyl-1h-1,2,3-Benzotriazole",0.3129905632534121,15.933017970004407,2.0763921539668004,0.05096251969888198,0.3397501313258799,-4.114147770830373,Amide-Neg-000647,Organoheterocyclic compounds,Benzotriazoles,Increases with GW,
Guanosine,0.07729023306589394,26.054315701558952,2.076771612048177,0.04970713836584169,0.3394166813477359,-4.1422317018568,C18-Pos-001618,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Increases with GW,
Pc(6:0_17:0cho),-0.13714018930650074,19.92711281894775,-2.073617194823204,0.05002561232911452,0.3394166813477359,-4.147612466273811,C8-Pos-003127,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
"L-Threonic Acid-1,4-Lactone",0.1440684730229573,20.558372136986907,2.0704539941143247,0.0503468077332475,0.3394166813477359,-4.153002845030086,Amide-Neg-000220,Organoheterocyclic compounds,Lactones,Increases with GW,
Pe(18:0_22:6),-0.08546000125511091,21.36522412059556,-2.0527408366123723,0.05341383236669552,0.3464204087126632,-4.173320945433348,Amide-Pos-002316,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
Stearoyl Ethanolamide,0.09230385533619191,16.436550010241703,1.9859254908307586,0.06092053650717143,0.36552321904302854,-4.193876483470035,C8-Pos-000709,Organic nitrogen compounds,Organonitrogen compounds,Increases with GW,
L-Aspartic Acid,-0.3297115185410925,18.05227564062134,-2.0439081836136324,0.053115894786865334,0.3464204087126632,-4.198026043393471,C18-Pos-000393,Organic acids and derivatives,Carboxylic acids and derivatives,Decreases with GW,
Myristoyl-L-Carnitine,0.09303202928202342,18.367110683610292,2.0339798471783057,0.054186010626332416,0.3464204087126632,-4.214766373183977,C18-Pos-002570,Lipids and lipid-like molecules,Fatty Acyls,Increases with GW,
Citraconic Acid,-0.3484817586155484,19.771732442824415,-2.0331847939212673,0.05427253069831724,0.3464204087126632,-4.216104584836584,Amide-Neg-000307,Lipids and lipid-like molecules,Fatty Acyls,Decreases with GW,
Pe(18:0_20:4),0.1387190005798666,20.390740991546885,1.9831046250484072,0.0688900393208501,0.3956553367166249,-4.231316039655749,C8-Pos-004202,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
Methyl Dihydrogen Phosphate,0.07826389258145086,17.708060207325516,2.0192259063684768,0.05581177289883234,0.3490592680807887,-4.239542984725928,C18-Neg-000020,Organic acids and derivatives,Organic phosphoric acids and derivatives,Increases with GW,
2-Oxoadipic Acid,0.2377494767203337,24.06493628046783,2.0188882506309853,0.05584948289292619,0.3490592680807887,-4.240108607648857,Amide-Neg-000587,Organic acids and derivatives,Keto acids and derivatives,Increases with GW,
Maleic Acid,0.1700719063881246,18.008165350874705,2.0065169505080047,0.05724686133330001,0.350490987754898,-4.260788625054753,Amide-Neg-000196,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Uracil,0.2854428280315076,20.704452220603567,1.9939491203477893,0.059304333447977184,0.35942020271501324,-4.275738437386292,Amide-Pos-000180,Organoheterocyclic compounds,Diazines,Increases with GW,
Tg(2:0_11:0_23:4),-0.21935654333600602,14.589238166148915,-1.8959672820665732,0.08452394826020276,0.4067239161811471,-4.293782606979869,C8-Pos-003290,Lipids and lipid-like molecules,Glycerolipids,Decreases with GW,
Ps(14:2_29:7),-0.31554621419602885,24.66397835401848,-1.8377897339968015,0.08473414920440565,0.4067239161811471,-4.328593227448566,C8-Neg-003509,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
Pg(24:1_22:7),-0.11834335918758378,19.414064248563797,-1.962491020698762,0.06247495607465168,0.3703390432899625,-4.333684794358188,C8-Neg-003604,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
Dg(4:0_34:6),0.2823372416344992,17.646707660287838,1.77721149386571,0.09892179517449143,0.42954606169437176,-4.335211545096389,C8-Pos-003357,Lipids and lipid-like molecules,Glycerolipids,Increases with GW,
N-Acetylglutamic Acid,0.10354448626274984,26.74314289764745,1.9585927091319457,0.06295763735929362,0.3703390432899625,-4.3400863095258355,C18-Pos-000763,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Ps 40:5,1.0323409344656949,15.263164794344641,1.7680414004941538,0.10049881109043672,0.42954606169437176,-4.374108614586635,C8-Neg-003404,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
Tg(O-27:8_21:6),0.1353203178567115,19.844525470376002,1.9341210457291804,0.06606358450919438,0.3848364146166663,-4.3800716761804015,C8-Pos-004339,Lipids and lipid-like molecules,Glycerolipids,Increases with GW,
Bmp 22:5_22:6,0.31441572540140217,15.518151405119061,1.874598996910467,0.08186446510799403,0.4067239161811471,-4.4245612873731535,C8-Pos-004964,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
Pc(14:1_25:7),-0.09637170253435597,20.11156811349039,-1.8990049421682227,0.0707560610365277,0.3956553367166249,-4.436839023503686,C8-Pos-004855,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
Ps 20:2_20:2,-0.06232182260499277,18.639715475178985,-1.7492953603043,0.10066461724595317,0.42954606169437176,-4.441236685287825,C8-Pos-004875,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
Pe(19:4_19:4),0.043335728123394396,19.512881161218967,1.8957244030505915,0.07120901546321366,0.3956553367166249,-4.44210504293192,C8-Pos-004114,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
Cholest-4-En-3-One,0.22935126238546696,16.745763175725383,1.8163383658204286,0.08699386335673172,0.4089110419364824,-4.452211392386661,C8-Pos-001061,Lipids and lipid-like molecules,Steroids and steroid derivatives,Increases with GW,
D-(+)-Glucose,0.18253503815160088,18.797435757465806,1.8862810310297842,0.07252710168225078,0.3956553367166249,-4.4572280549905985,Amide-Neg-000605,Organic oxygen compounds,Organooxygen compounds,Increases with GW,
Asparagine,0.12058501864109883,20.502607834756574,1.884694272288279,0.07275066107363766,0.3956553367166249,-4.45976393306896,Amide-Pos-000372,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
N-Methylcyclohexylamine,0.07804844700544936,21.543387937785667,1.88193885749883,0.07314030562348506,0.3956553367166249,-4.46416391854683,C18-Pos-000219,Organic nitrogen compounds,Organonitrogen compounds,Increases with GW,
L-N-Acetylhistidine,0.12726646348836257,19.1396740345955,1.8809759007261193,0.07327690751487113,0.3956553367166249,-4.465700544143617,Amide-Neg-000933,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Allopurinol,0.08716921915026218,21.55796557101122,1.7744059793450941,0.0939046654729658,0.41735406876873693,-4.470454215810374,Amide-Neg-000402,Organoheterocyclic compounds,Pyrazolopyrimidines,Increases with GW,
Lithocholic Acid,-0.14814014525857885,19.1197338021375,-1.876913372793461,0.07385566285376999,0.3956553367166249,-4.472177146392957,C8-Neg-000679,Lipids and lipid-like molecules,Steroids and steroid derivatives,Decreases with GW,
Pseudouridine,-0.2506530128141055,18.091461725447964,-1.8198448830538423,0.08378385405015112,0.4067239161811471,-4.4811030163558,Amide-Neg-001331,"Nucleosides, nucleotides, and analogues",Nucleoside and nucleotide analogues,Decreases with GW,
Hyflavin,0.06244616568704935,24.61059199210195,1.864536787011457,0.07564354076286899,0.4016471190948796,-4.491847053133288,Amide-Pos-001528,Organoheterocyclic compounds,Pteridines and derivatives,Increases with GW,
3-Isopropoxypropylamine,0.06684765624103539,24.178544707157254,1.8530685136741574,0.07733378983101744,0.40429302849721804,-4.50999071040914,Amide-Pos-000244,Organic oxygen compounds,Organooxygen compounds,Increases with GW,
Citric Acid,0.2128951017750531,20.16674609345465,1.852023063844771,0.07748949712863346,0.40429302849721804,-4.511640716275426,Amide-Neg-000876,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Dl-Carnitine,-0.1725934311863857,19.90171189996868,-1.8383600447990702,0.07954966633910772,0.4067239161811471,-4.533143383322869,Amide-Pos-000562,Organic nitrogen compounds,Organonitrogen compounds,Decreases with GW,
