pathway,pval,padj,log2err,ES,NES,size,leadingEdge,analysis,pathway_source
alpha-Linolenic acid metabolism (KEGG),0.5715769790151672,0.9449040499000209,0.02342215535649305,-0.4195861359112765,-0.9073274760925577,6,"All-Cis-4,7,10,13,16-Docosapentaenoic Acid",GW (limma t-statistic),KEGG
Creatine metabolism (Reactome),0.5754716981132075,0.9449040499000209,0.02345744453374309,-0.3805126608988085,-0.9041825189645546,8,L(+)-Ornithine;Phosphocreatine,GW (limma t-statistic),Reactome
NAD biosynthesis II from tryptophan (WikiPathways),0.5924070148390826,0.9449040499000209,0.021658065572925433,0.42703808727586434,0.9059952242094261,6,L-Glutamine;Tryptophan;Dl-Alanine,GW (limma t-statistic),WikiPathways
Amino acid metabolism in triple-negative breast cancer cells (WikiPathways),0.5954937881659297,0.9449040499000209,0.022978029750455566,-0.3588643984711366,-0.887914039894345,9,"D,L-Serine",GW (limma t-statistic),WikiPathways
Abacavir ADME (Reactome),0.6064273789649416,0.9449040499000209,0.02254392022363338,-0.4352833951074099,-0.8811095133509523,5,Adenosine;Uridine 5'-Diphosphate;Inosine,GW (limma t-statistic),Reactome
Abacavir metabolism (Reactome),0.6064273789649416,0.9449040499000209,0.02254392022363338,-0.4352833951074099,-0.8811095133509523,5,Adenosine;Uridine 5'-Diphosphate;Inosine,GW (limma t-statistic),Reactome
Neurotransmitter release cycle (Reactome),0.6090113572891455,0.9449040499000209,0.020694938246888766,0.3262682987768627,0.890048658565567,14,L-Glutamine;Palmitic Acid;Acetylcholine;Succinic Acid;Myristic Acid,GW (limma t-statistic),Reactome
"Leucine, isoleucine and valine metabolism (WikiPathways)",0.6104139351938566,0.9449040499000209,0.020751485481661953,0.34524226398695596,0.8820583488049755,11,Malonic Acid;Meglutol;L-Valine;Ethyl Acetoacetate;Dl-Valine,GW (limma t-statistic),WikiPathways
Metabolic pathways of fibroblasts (WikiPathways),0.6135130076735916,0.9449040499000209,0.020662072681240172,0.3336362859327822,0.888034507620225,13,L-(+)-Lactic Acid;L-Glutamine,GW (limma t-statistic),WikiPathways
Arsenic metabolism and reactive oxygen species generation (WikiPathways),0.6179048414023373,0.9449040499000209,0.02224679617729798,-0.42979109768754675,-0.8699918930576257,5,L-Glutathione Oxidized,GW (limma t-statistic),WikiPathways
Maternal to zygotic transition (MZT) (Reactome),0.6188375215806637,0.9449040499000209,0.02090835214646859,0.43996192377649485,0.8843619575869004,5,Succinic Acid;Adenosine 5'-Diphosphate;S-Adenosyl-L-Homocysteine;Uridine 5'-Triphosphate Sodium Salt,GW (limma t-statistic),Reactome
Glycosphingolipid metabolism (Reactome),0.6264284230209848,0.9449040499000209,0.021961921032693284,-0.3976641281748527,-0.8599225733848647,6,Uridine 5'-Diphosphate;N-Acetyl-Neuraminic Acid,GW (limma t-statistic),Reactome
Pantothenate and CoA Biosynthesis (KEGG),0.6275041736227045,0.9449040499000209,0.022003708808631714,-0.42621539316054013,-0.8627538791313187,5,Adenosine Triphosphate (Atp),GW (limma t-statistic),KEGG
Activation of NMDA receptors and postsynaptic events (Reactome),0.6311145213888356,0.9449040499000209,0.02060593632673585,0.4346153846153846,0.8736149461222527,5,Adenosine 3'5'-Cyclic Monophosphate;Adenosine 5'-Diphosphate;Guanosine 5'-Diphosphate (Gdp);L-Glutamic Acid,GW (limma t-statistic),Reactome
Carboxyterminal post-translational modifications of tubulin (Reactome),0.6311145213888356,0.9449040499000209,0.02060593632673585,0.4346153846153846,0.8736149461222527,5,Adenosine 5'-Diphosphate;Guanosine 5'-Diphosphate (Gdp);L-Glutamic Acid;L-Tyrosine,GW (limma t-statistic),Reactome
Post NMDA receptor activation events (Reactome),0.6311145213888356,0.9449040499000209,0.02060593632673585,0.4346153846153846,0.8736149461222527,5,Adenosine 3'5'-Cyclic Monophosphate;Adenosine 5'-Diphosphate;Guanosine 5'-Diphosphate (Gdp);L-Glutamic Acid,GW (limma t-statistic),Reactome
Kennedy pathway from sphingolipids (WikiPathways),0.6318658280922432,0.9449040499000209,0.021967136709762077,-0.3617853594050639,-0.8596822949824525,8,"D,L-Serine;Choline",GW (limma t-statistic),WikiPathways
Synthesis of UDP-N-acetyl-glucosamine (Reactome),0.635142911950892,0.9449040499000209,0.020508313245292755,0.4327038869411952,0.8697726685665983,5,L-Glutamine;Adenosine 5'-Diphosphate;Uridine 5'-Triphosphate Sodium Salt;L-Glutamic Acid,GW (limma t-statistic),Reactome
Amino acid transport defects (IEMs) (WikiPathways),0.636285836542576,0.9449040499000209,0.022177607057272158,-0.3219274356696282,-0.8692580311677521,12,"D,L-Serine;D-Phenylalanine;L-Aspartic Acid",GW (limma t-statistic),WikiPathways
Arginine and proline metabolism (KEGG),0.6406419431793537,0.9449040499000209,0.022284214344768315,-0.3017440325816515,-0.8657086642831228,15,L(+)-Ornithine;Adenosine Triphosphate (Atp);Phosphocreatine;L-Aspartic Acid,GW (limma t-statistic),KEGG
Diseases of nucleotide metabolism (Reactome),0.6408231136977759,0.9449040499000209,0.02161237106598408,-0.3741630473773417,-0.8516806269381405,7,Adenosine;Inosine;2'-Deoxyadenosine,GW (limma t-statistic),Reactome
KEGG:map01120 (KEGG),0.6465716486902927,0.9449040499000209,0.020297154879813605,0.38605849965722694,0.8610400007872312,7,2-Furoic Acid;Acrylic Acid;D-Gluconic Acid,GW (limma t-statistic),KEGG
Aerobic glycolysis - augmented (WikiPathways),0.6501501501501501,0.9449040499000209,0.019819620119267335,0.3291813509072288,0.8602531878293772,12,L-(+)-Lactic Acid;Creatine,GW (limma t-statistic),WikiPathways
Krebs cycle disorders (WikiPathways),0.6547770700636942,0.9449040499000209,0.021607304420392076,-0.3324990231225168,-0.8474283761730181,10,Adenosine Triphosphate (Atp);Dl-Lactic Acid;Guanosine-5'-Triphosphate;Propionylcarnitine;L-Malic Acid,GW (limma t-statistic),WikiPathways
Citric Acid Cycle (KEGG),0.6552958517582649,0.9449040499000209,0.021466283908485973,-0.34255276881775987,-0.8475552719460806,9,Adenosine Triphosphate (Atp);Guanosine-5'-Triphosphate;Citric Acid;L-Malic Acid,GW (limma t-statistic),KEGG
Tryptophan metabolism (KEGG),0.6634115936006648,0.9449040499000209,0.02106725732275264,-0.384718380774723,-0.8319282444274007,6,Adenosine Triphosphate (Atp),GW (limma t-statistic),KEGG
Carnitine synthesis (Reactome),0.6656970704342406,0.9449040499000209,0.02101405913958466,-0.3836351140852319,-0.8295857513200522,6,"Dl-Carnitine;N6,N6,N6-Trimethyl-L-Lysine;Ne,Ne,Ne-Trimethyllysine",GW (limma t-statistic),Reactome
Metabolism of sphingolipids in ER and Golgi apparatus (WikiPathways),0.6689150125264983,0.9449040499000209,0.019789018108976614,0.39856574540245804,0.8455888892056347,6,O-Phosphocolamine;D-Sphingosine,GW (limma t-statistic),WikiPathways
Glycerophospholipid biosynthetic pathway (WikiPathways),0.6712867578198164,0.9449040499000209,0.0193052751140165,0.32871530369660845,0.8398336711652178,11,Cytidine 5'-Triphosphate;O-Phosphocolamine,GW (limma t-statistic),WikiPathways
Ferroptosis (WikiPathways),0.676984628342809,0.9449040499000209,0.020961091413181393,-0.3370349267880599,-0.8339028466039112,9,L-(-)-Methionine;L-Glutathione Oxidized,GW (limma t-statistic),WikiPathways
"mRNA, protein, and metabolite inducation pathway by cyclosporin A (WikiPathways)",0.6883975812547242,0.9449040499000209,0.019060055521373374,0.3354481925600874,0.8312709061401443,10,L-Glutamine;Tryptophan;L-Valine;Dl-Alanine;Asparagine;Adenosine 5'-Diphosphate,GW (limma t-statistic),WikiPathways
Vitamin B6-dependent and responsive disorders (WikiPathways),0.688854786111644,0.9449040499000209,0.019275925051119278,0.4121750317271605,0.8285078735855566,5,L-Lysine;L-Pipecolinic Acid;L-2-Aminoadipic Acid;L-Glutamic Acid,GW (limma t-statistic),WikiPathways
Pyrimidine metabolism and related diseases (WikiPathways),0.6905513272693521,0.9449040499000209,0.018747173343972964,0.2947984368411989,0.8355125306646987,16,Cytidine 5'-Triphosphate;L-Glutamine;Uracil;L-Valine;5'-Cytidylic Acid,GW (limma t-statistic),WikiPathways
"Transport of vitamins, nucleosides, and related molecules (Reactome)",0.6908424908424908,0.9449040499000209,0.018540258682871198,0.2790839880631424,0.8430693587831326,20,Palmitic Acid;D-Pantothenic Acid;Hypoxanthtine;Uracil;Myristic Acid;5'-Cytidylic Acid;Guanine;Guanosine-5'-Monophosphate;Guanosine;Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Cytosolic tRNA aminoacylation (Reactome),0.6932461873638345,0.9449040499000209,0.021120687983459337,-0.2766550617759308,-0.8373514150130447,18,"D,L-Serine;L-(-)-Methionine;L-Threonine;L-Aspartic Acid",GW (limma t-statistic),Reactome
Mitochondrial tRNA aminoacylation (Reactome),0.6932461873638345,0.9449040499000209,0.021120687983459337,-0.2766550617759308,-0.8373514150130447,18,"D,L-Serine;L-(-)-Methionine;L-Threonine;L-Aspartic Acid",GW (limma t-statistic),Reactome
tRNA Aminoacylation (Reactome),0.6932461873638345,0.9449040499000209,0.021120687983459337,-0.2766550617759308,-0.8373514150130447,18,"D,L-Serine;L-(-)-Methionine;L-Threonine;L-Aspartic Acid",GW (limma t-statistic),Reactome
Deadenylation-dependent mRNA decay (Reactome),0.7009399577978132,0.947047474282479,0.01901487054973358,0.4076923076923077,0.8194972060969804,5,5'-Cytidylic Acid;Guanosine-5'-Monophosphate;Uridine 5'-Triphosphate Sodium Salt,GW (limma t-statistic),Reactome
Phosphatidylcholine catabolism (WikiPathways),0.7172241845003117,0.947047474282479,0.019872258871557167,-0.3661762881340935,-0.7918321862472175,6,Adenosine Triphosphate (Atp);Choline,GW (limma t-statistic),WikiPathways
Primary bile acid biosynthesis (KEGG),0.7172865677394489,0.947047474282479,0.018739150956736204,0.3809715539996832,0.8082614145383851,6,Palmitic Acid;Taurine;Lithocholic Acid;Adenosine 5'-Diphosphate,GW (limma t-statistic),KEGG
Sphingolipid pathway (WikiPathways),0.7182044887780549,0.947047474282479,0.018651245502981532,0.4002179696608046,0.8044731327488416,5,O-Phosphocolamine;D-Sphingosine,GW (limma t-statistic),WikiPathways
Glyoxylate metabolism (WikiPathways),0.7280922431865828,0.947047474282479,0.019780288670277767,-0.33331395600103286,-0.7920279226220047,8,"D,L-Serine",GW (limma t-statistic),WikiPathways
Sphingolipid metabolism overview (WikiPathways),0.7336673732896511,0.947047474282479,0.01840290411885725,0.3749993497258405,0.7955909087654204,6,O-Phosphocolamine;D-Sphingosine,GW (limma t-statistic),WikiPathways
Glutamate and glutamine metabolism (Reactome),0.7346072186836518,0.947047474282479,0.019837141296745433,-0.30919843680087045,-0.788043004616133,10,L(+)-Ornithine,GW (limma t-statistic),Reactome
"Alanine, aspartate and glutamate metabolism (KEGG)",0.7425480238463237,0.947047474282479,0.020269879040772636,-0.2520119076211087,-0.8138060851423355,23,Γ-Aminobutyric Acid;Adenosine Triphosphate (Atp);L-Glutathione Oxidized;N-Acetyl-D-Glucosamine 6-Phosphate;L-Aspartic Acid,GW (limma t-statistic),KEGG
Nucleotide salvage defects (Reactome),0.7495826377295493,0.947047474282479,0.019271737884771992,-0.37773221857879064,-0.7646132497353977,5,Adenosine,GW (limma t-statistic),Reactome
Nucleotide catabolism (Reactome),0.7544683155804297,0.947047474282479,0.017029016940254847,0.2500473257050283,0.8081285495135623,26,Cytidine 5'-Triphosphate;Inosine-5'-Monophosphate (Imp);Hypoxanthtine;Uracil;Xanthine;Dl-Alanine;5'-Cytidylic Acid;Guanine;Guanosine-5'-Monophosphate;Guanosine;Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Warburg effect modulated by deubiquitinating enzymes and their substrates (WikiPathways),0.7552462081861625,0.947047474282479,0.019093021445475332,-0.35357215591377594,-0.7645765776915149,6,D-Glucose 6-Phosphate;Dl-Lactic Acid,GW (limma t-statistic),WikiPathways
KEGG:map01100 (KEGG),0.7700018563207722,0.947047474282479,0.01713798446824284,0.275402802794504,0.7805417667086814,16,2-Furoic Acid;D-Threonine;Acrylic Acid;Xylose;Υ-L-Glutamyl-L-Glutamic Acid;1-Aminocyclopropanecarboxylic Acid;D-Gluconic Acid;D-(-)-Mannitol;D-(+)-Arabitol,GW (limma t-statistic),KEGG
Metabolism of cofactors (Reactome),0.7702420701168614,0.947047474282479,0.018864085434558725,-0.36923076923076925,-0.7474044428247539,5,Citric Acid;L-Phenylalanine;L-Ascorbic Acid;S-Adenosyl-L-Homocysteine;Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Glucose homeostasis (WikiPathways),0.7714869129385558,0.947047474282479,0.017109774849638913,0.2750368531766962,0.7795045987557349,16,L-(+)-Lactic Acid;Hypoxanthtine;L-Valine;L-Lysine;D-(+)-Glucose;L-Histidine,GW (limma t-statistic),WikiPathways
Creatine pathway (WikiPathways),0.7747157448448642,0.947047474282479,0.017598050710178528,0.35748451125351044,0.7584317876435621,6,Creatine;Adenosine 5'-Diphosphate;S-Adenosyl-L-Homocysteine,GW (limma t-statistic),WikiPathways
Cell recruitment (pro-inflammatory response) (Reactome),0.7757223030554978,0.947047474282479,0.0186991166920631,-0.3309285392864853,-0.7532690034112243,7,Uridine 5'-Diphosphate,GW (limma t-statistic),Reactome
Purinergic signaling in leishmaniasis infection (Reactome),0.7757223030554978,0.947047474282479,0.0186991166920631,-0.3309285392864853,-0.7532690034112243,7,Uridine 5'-Diphosphate,GW (limma t-statistic),Reactome
16p11.2 proximal deletion syndrome (WikiPathways),0.7830148619957538,0.947705738594038,0.018876243022241404,-0.2954318930895214,-0.7529567066978238,10,Palmitoyl Ethanolamide;1-Palmitoyl-Sn-Glycero-3-Phosphocholine;Choline,GW (limma t-statistic),WikiPathways
Amino acid metabolism pathway excerpt: histidine catabolism extension (WikiPathways),0.7862095531587057,0.947705738594038,0.017373125212004428,0.3382595767232107,0.7544323631435157,7,Succinic Acid;Dl-Alanine;L-Histidine,GW (limma t-statistic),WikiPathways
Synthesis of ceramides and 1-deoxyceramides (WikiPathways),0.7939872807862787,0.947705738594038,0.017237211731943262,0.34910124850661617,0.7406460297959897,6,O-Phosphocolamine;D-Sphingosine;Dl-Alanine,GW (limma t-statistic),WikiPathways
Late SARS-CoV-2 Infection Events (Reactome),0.8002696456086287,0.947705738594038,0.017113297649936535,0.33238444156623126,0.7413288402715099,7,Nicotinamide;D-(+)-Glucose;5'-Cytidylic Acid;Adenosine 5'-Diphosphate;S-Adenosyl-L-Homocysteine,GW (limma t-statistic),Reactome
Translation of Structural Proteins (Reactome),0.8002696456086287,0.947705738594038,0.017113297649936535,0.33238444156623126,0.7413288402715099,7,Nicotinamide;D-(+)-Glucose;5'-Cytidylic Acid;Adenosine 5'-Diphosphate;S-Adenosyl-L-Homocysteine,GW (limma t-statistic),Reactome
Nucleotide salvage (Reactome),0.8080564321514758,0.947705738594038,0.016433937631177786,0.2655265723842233,0.7525507286559039,16,Inosine-5'-Monophosphate (Imp);Hypoxanthtine;Uracil;Pseudouridine;5'-Cytidylic Acid;Guanine;Guanosine-5'-Monophosphate;Guanosine;Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Purine metabolism and related disorders (WikiPathways),0.8095978671406354,0.947705738594038,0.01905594096082873,-0.24144912205408392,-0.7694861416054255,22,Adenosine;Adenosine Triphosphate (Atp);L-(-)-Methionine,GW (limma t-statistic),WikiPathways
Synthesis of wybutosine at G37 of tRNA(Phe) (Reactome),0.8168041434874352,0.9505498511929802,0.01675543703442743,0.3575231741721753,0.7186528585919401,5,Succinic Acid;5'-S-Methyl-5'-Thioadenosine;S-Adenosyl-L-Homocysteine,GW (limma t-statistic),Reactome
Histidine metabolism (KEGG),0.8384288747346073,0.9700427097220166,0.01786064212485884,-0.2775195560268138,-0.7073041734423475,10,Adenosine Triphosphate (Atp),GW (limma t-statistic),KEGG
Gluconeogenesis (Reactome),0.8516819571865444,0.9796804016192042,0.016094082810150647,0.2978723404255319,0.6933366449014555,8,"D-Fructose-1,6-Bisphosphate;Adenosine 5'-Diphosphate;Guanosine 5'-Diphosphate (Gdp);L-Glutamic Acid;D-Glucose;Pyruvic Acid;L-Malic Acid;Dihydroxyacetone Phosphate",GW (limma t-statistic),Reactome
Glycogen synthesis and degradation (WikiPathways),0.8720784641068448,0.9841707359955534,0.017029016940254847,-0.3260529203668868,-0.6600029617951165,5,Glucose 1-Phosphate,GW (limma t-statistic),WikiPathways
Glucose metabolism (Reactome),0.88718820861678,0.9841707359955534,0.015337431341350455,0.2679611650485437,0.6640319590941655,10,"D-Fructose-1,6-Bisphosphate;Adenosine 3'5'-Cyclic Monophosphate;Adenosine 5'-Diphosphate;Guanosine 5'-Diphosphate (Gdp);L-Glutamic Acid;D-Glucose;Pyruvic Acid;L-Malic Acid;Dihydroxyacetone Phosphate;Citric Acid",GW (limma t-statistic),Reactome
tRNA modification in the nucleus and cytosol (Reactome),0.8995952977452303,0.9841707359955534,0.015420814358426368,0.3002296725440574,0.6369610992453725,6,Succinic Acid;5'-S-Methyl-5'-Thioadenosine;Guanine;S-Adenosyl-L-Homocysteine,GW (limma t-statistic),Reactome
Phenylalanine and Tyrosine Metabolism (KEGG),0.9027349768875192,0.9841707359955534,0.015362084329746803,0.28615491230291806,0.6382214771422978,7,L-Glutamine;Ethyl Acetoacetate,GW (limma t-statistic),KEGG
Carnosine metabolism of glial cells (WikiPathways),0.9106080951467486,0.9841707359955534,0.01517825944792076,0.3061041597108795,0.6152961410472614,5,N-Beta-Alanyl-L-Histidine;L-Histidine;Adenosine 5'-Diphosphate,GW (limma t-statistic),WikiPathways
Modified nucleosides derived from tRNA as urinary cancer markers (WikiPathways),0.9116448638215741,0.9841707359955534,0.01677944501613998,-0.24118971679054801,-0.6328579824032392,11,Adenosine,GW (limma t-statistic),WikiPathways
Disorders of fructose metabolism (WikiPathways),0.9177228339912736,0.9841707359955534,0.016221733704832927,-0.2880008636315764,-0.6227829624155422,6,D-Glucose 6-Phosphate;Glucose 1-Phosphate,GW (limma t-statistic),WikiPathways
Phenylalanine and tyrosine metabolism (Reactome),0.9185227489053874,0.9841707359955534,0.014942892048141634,0.25919894090148654,0.6237911112963889,9,Ethyl Acetoacetate;Dl-Alanine;L-Glutamic Acid;L-Ascorbic Acid,GW (limma t-statistic),Reactome
Orexin receptor pathway (WikiPathways),0.9246918335901386,0.9841707359955534,0.015014888632486791,0.2722007722007722,0.6070990622357364,7,Arachidonic Acid;D-(+)-Glucose;Adenosine 3'5'-Cyclic Monophosphate;L-Glutamic Acid,GW (limma t-statistic),WikiPathways
Glycolysis (Reactome),0.9329738058551618,0.9841707359955534,0.014886156970754323,0.26640926640926643,0.5941820609115719,7,"D-Fructose-1,6-Bisphosphate;Adenosine 3'5'-Cyclic Monophosphate;Adenosine 5'-Diphosphate;D-Glucose;Pyruvic Acid;Dihydroxyacetone Phosphate;Citric Acid",GW (limma t-statistic),Reactome
Tyrosine metabolism (KEGG),0.9355886850152905,0.9841707359955534,0.014734992508047676,0.2570121436508449,0.5982292183397832,8,Dehydroascorbic Acid;Ethyl Acetoacetate;S-Adenosyl-L-Homocysteine;L-Glutamic Acid;L-Ascorbic Acid,GW (limma t-statistic),KEGG
Lysine catabolism (Reactome),0.9358628659476117,0.9841707359955534,0.014841527911488663,0.26474227057512856,0.5904641008210343,7,L-Lysine;L-Pipecolinic Acid;L-2-Aminoadipic Acid;Guanosine 5'-Diphosphate (Gdp);L-Glutamic Acid,GW (limma t-statistic),Reactome
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane (Reactome),0.9375267436884895,0.9841707359955534,0.016337356590389873,-0.22559292816174914,-0.6091387152864239,12,Adenosine;Inosine;2'-Deoxyadenosine,GW (limma t-statistic),Reactome
Tryptophan catabolism (Reactome),0.943506006006006,0.9841707359955534,0.014351051654740363,0.2304950371174616,0.602355175688638,12,Tryptophan;L-Valine;Dl-Alanine;L-Histidine,GW (limma t-statistic),Reactome
Branched-chain amino acid catabolism (Reactome),0.9437943602532132,0.9841707359955534,0.01466147943578235,0.2846153846153846,0.572101823124307,5,L-Valine;Adenosine 5'-Diphosphate;L-Glutamic Acid,GW (limma t-statistic),Reactome
Lysine degradation (KEGG),0.9470338983050848,0.9841707359955534,0.014670280905353612,0.2570538497880416,0.5733163425241862,7,L-Lysine;L-Pipecolinic Acid;L-2-Aminoadipic Acid;D-Lysine;L-Glutamic Acid,GW (limma t-statistic),KEGG
Phenylalanine metabolism (Reactome),0.9480383973288815,0.9841707359955534,0.015813681156567335,-0.28007046910690514,-0.5669243474768084,5,L-Aspartic Acid,GW (limma t-statistic),Reactome
Fructose and mannose metabolism (KEGG),0.9488469601677149,0.9841707359955534,0.015868009709403122,-0.24511997083284676,-0.5824594434062773,8,Adenosine Triphosphate (Atp),GW (limma t-statistic),KEGG
Purine salvage (Reactome),0.9625850340136054,0.9841707359955534,0.014160009814644152,0.22560431953992932,0.5590678718577229,10,Inosine-5'-Monophosphate (Imp);Hypoxanthtine;Guanine;Guanosine-5'-Monophosphate;Guanosine;Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Metabolism overview (WikiPathways),0.9640522875816994,0.9841707359955534,0.016195447894419245,-0.1973897258410808,-0.5974391546681105,18,L(+)-Ornithine;Glucose 1-Phosphate;L-Aspartic Acid;Citric Acid;Dihydroxyacetone Phosphate;L-Malic Acid;3-Hydroxybutyric Acid;D-Ribose 5-Phosphate,GW (limma t-statistic),WikiPathways
"Cerebral organic acidurias, including diseases (WikiPathways)",0.9657762938230384,0.9841707359955534,0.015545292102120408,-0.26398789457279465,-0.534369672567411,5,L-Aspartic Acid;2-Oxoadipic Acid;N-Acetyl-L-Aspartic Acid,GW (limma t-statistic),WikiPathways
Cori cycle (WikiPathways),0.9715729627289956,0.9841707359955534,0.015589130970345214,-0.2189922480620155,-0.541837787506046,9,"D-Glucose 6-Phosphate;Dl-Lactic Acid;Dihydroxyacetone Phosphate;Pyruvic Acid;D-Glucose;Adenosine 5'-Diphosphate;D-(+)-Glucose;Dl-Alanine;D-Fructose-1,6-Bisphosphate",GW (limma t-statistic),WikiPathways
"Valine, leucine and isoleucine degradation (KEGG)",0.9737292975442604,0.9841707359955534,0.01410063985775156,0.22125698828515653,0.5324795777500738,9,Succinic Acid;L-Valine;Ethyl Acetoacetate;Adenosine 5'-Diphosphate,GW (limma t-statistic),KEGG
Alanine and aspartate metabolism (WikiPathways),0.9775132275132276,0.9841707359955534,0.013937890931447509,0.21302903649375576,0.5279051851460066,10,Succinic Acid;N-Beta-Alanyl-L-Histidine;Dl-Alanine;Asparagine,GW (limma t-statistic),WikiPathways
Purine catabolism (Reactome),0.9792251544076361,0.9841707359955534,0.013774131570995883,0.2025530558751415,0.5391323151142273,13,Inosine-5'-Monophosphate (Imp);Hypoxanthtine;Xanthine;Guanine;Guanosine-5'-Monophosphate;Guanosine;Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Purine metabolism (WikiPathways),0.9964723356851095,0.9964723356851095,0.013405904726048131,0.16245072449790748,0.46730421239352904,17,Inosine-5'-Monophosphate (Imp);Hypoxanthtine;Xanthine;Guanine;Guanosine-5'-Monophosphate;Guanosine;Adenosine 5'-Diphosphate,GW (limma t-statistic),WikiPathways
