Name,VIP_comp1,Compound.ID,Super.Class,Class
Meso-Erythritol,0.3853104767092919,Amide-Neg-000252,Organic oxygen compounds,Organooxygen compounds
7-Methylguanosine,0.38342234440899736,Amide-Pos-001185,"Nucleosides, nucleotides, and analogues",Purine nucleosides
Pc(14:0_4:1cho),0.37935127716593436,C8-Neg-002453,Lipids and lipid-like molecules,Glycerophospholipids
Glycolic Acid,0.37571942525510255,Amide-Neg-000015,Organic acids and derivatives,Hydroxy acids and derivatives
N6-Succinyladenosine; Lc-Tdda; Ce10,0.37514388510041063,C18-Pos-002703,"Nucleosides, nucleotides, and analogues",Purine nucleosides
Pg(24:1_22:7),0.3741272850387326,C8-Neg-003604,Lipids and lipid-like molecules,Glycerophospholipids
N-Acetyl-1-Aspartylglutamic Acid,0.37226473362524903,C18-Pos-001811,Organic acids and derivatives,Carboxylic acids and derivatives
L-Malic Acid,0.36191520073689304,Amide-Neg-000195,Organic acids and derivatives,Hydroxy acids and derivatives
Pg(20:3_20:4),0.35478429738674944,C8-Neg-003343,Lipids and lipid-like molecules,Glycerophospholipids
Fentanyl,0.3524112350124002,C8-Pos-000786,Organoheterocyclic compounds,Piperidines
Ps(14:2_29:7),0.3511306505163621,C8-Neg-003509,Lipids and lipid-like molecules,Glycerophospholipids
Myristoyl-L-Carnitine,0.3500772498781552,C18-Pos-002570,Lipids and lipid-like molecules,Fatty Acyls
Delta-Valerobetaine,0.3487858218893023,Amide-Pos-000558,Lipids and lipid-like molecules,Fatty Acyls
Udp-N-Acetylglucosamine,0.34011175213904987,Amide-Neg-001697,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
Triethyl Phosphate,0.33781236402239634,C18-Pos-000839,Organic acids and derivatives,Organic phosphoric acids and derivatives
Dg(3:0_15:0),0.3358995917923215,C8-Pos-001241,Lipids and lipid-like molecules,Glycerolipids
D-Histidine Methyl Ester,0.33388061428318194,Amide-Pos-000604,Organic acids and derivatives,Carboxylic acids and derivatives
Cytidine 2'_3'-Cyclic Phosphate,0.3314998524001884,Amide-Neg-001726,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
Xylose,0.3311041179513457,Amide-Neg-000340,Organic oxygen compounds,Organooxygen compounds
Levulinic Acid,0.3259623117584692,Amide-Neg-000094,Organic acids and derivatives,Keto acids and derivatives
Pc(16:1cooh_23:3),0.32536248180608657,C8-Pos-004801,Lipids and lipid-like molecules,Glycerophospholipids
Pc(14:1_25:7),0.3250223685984042,C8-Pos-004855,Lipids and lipid-like molecules,Glycerophospholipids
Dl-Carnitine,0.3242979790120501,Amide-Pos-000562,Organic nitrogen compounds,Organonitrogen compounds
5-(Z-Heptadec-8-Enyl) Resorcinol,0.3241075710314159,C8-Pos-000887,Benzenoids,Phenols
N8-Acetylspermidine,0.3238862144250444,Amide-Pos-000661,Organic acids and derivatives,Carboximidic acids and derivatives
Ethyl Acetoacetate,0.31984190653663674,Amide-Neg-000104,Organic acids and derivatives,Keto acids and derivatives
Pc 16:0_16:1,0.3197155104249245,C8-Pos-003874,Lipids and lipid-like molecules,Glycerophospholipids
"N6,N6,N6-Trimethyl-L-Lysine",0.3188491810121907,Amide-Pos-000686,Organic acids and derivatives,Carboxylic acids and derivatives
Triethyl Citrate,0.3176488420054805,C18-Pos-001549,Organic acids and derivatives,Carboxylic acids and derivatives
Putrescine,0.2998254647687641,Amide-Pos-000025,Organic nitrogen compounds,Organonitrogen compounds
1-Palmitoyl-Sn-Glycero-3-Phosphocholine,0.29632253161071215,C8-Pos-002038,Lipids and lipid-like molecules,Glycerophospholipids
Limonin,0.2945966489437715,C8-Pos-002093,Lipids and lipid-like molecules,Prenol lipids
Dg(20:4_22:5),0.2906705948207787,C8-Pos-003687,Lipids and lipid-like molecules,Glycerolipids
Dodecyl Sulfate,0.2812401382251146,C8-Neg-000223,Organic acids and derivatives,Organic sulfuric acids and derivatives
Palmitoylcarnitine,0.279884334570669,C8-Pos-001332,Lipids and lipid-like molecules,Fatty Acyls
"1,2-Dioleoyl-Sn-Glycero-3-Phosphatidylcholine",0.2761218160670327,Amide-Pos-002307,Lipids and lipid-like molecules,Glycerophospholipids
Guanine,0.27476936182846806,Amide-Pos-000503,Organoheterocyclic compounds,Imidazopyrimidines
D-Threonine,0.27248102075872715,Amide-Neg-000235,Organic acids and derivatives,Carboxylic acids and derivatives
N-Acetyl-L-Methionine,0.2722377502911841,Amide-Neg-000866,Organic acids and derivatives,Carboxylic acids and derivatives
Peg N8,0.26323344378243363,C8-Pos-001222,Organic oxygen compounds,Organooxygen compounds
N-Acetylglycine,0.2625779184087864,Amide-Neg-000219,Organic acids and derivatives,Carboxylic acids and derivatives
6-Aminocaproic Acid,0.25905531981385654,Amide-Neg-000323,Lipids and lipid-like molecules,Fatty Acyls
1-(1z-Octadecenyl)-2-(9z-Octadecenoyl)-Sn-Glycero-3-Phosphocholine,0.2542655659639355,C8-Pos-004250,Lipids and lipid-like molecules,Glycerophospholipids
L-Pyroglutamic Acid,0.25219325697379374,Amide-Pos-000317,Organic acids and derivatives,Carboxylic acids and derivatives
Geranyllinalool,0.24986651486183623,C8-Pos-000337,Lipids and lipid-like molecules,Prenol lipids
Pc(20:2cho_22:5),0.24827059970662474,C8-Neg-003470,Lipids and lipid-like molecules,Glycerophospholipids
Pc O-42:6,0.24559678865903953,C8-Pos-004947,Lipids and lipid-like molecules,Glycerophospholipids
Asp-Pro-Asn,0.2416880141615188,Amide-Pos-001387,Organic acids and derivatives,Carboxylic acids and derivatives
L-Lysine,0.23483247471542956,Amide-Neg-000484,Organic acids and derivatives,Carboxylic acids and derivatives
N-Acetyl-Serine,0.23462831176164986,Amide-Neg-000288,Organic acids and derivatives,Carboxylic acids and derivatives
"6-Chloro-5-Methyl-1h-1,2,3-Benzotriazole",0.22313914540607685,Amide-Neg-000647,Organoheterocyclic compounds,Benzotriazoles
"Bis(2,2,6,6-Tetramethyl-4-Piperidyl)Sebacate",0.22261790038027102,C18-Pos-001292,Lipids and lipid-like molecules,Fatty Acyls
D-Panthenol,0.20183650334404893,C18-Pos-001025,Organic oxygen compounds,Organooxygen compounds
Mesaconic Acid,0.19265976928735967,Amide-Neg-000314,Lipids and lipid-like molecules,Fatty Acyls
Bmp 22:5_22:6,0.19253037982204493,C8-Pos-004964,Lipids and lipid-like molecules,Glycerophospholipids
Pe(7:0_16:0cho),0.16890826804327835,C8-Pos-002819,Lipids and lipid-like molecules,Glycerophospholipids
L-Ornithine,0.09369755548887206,Amide-Neg-000344,Organic acids and derivatives,Carboxylic acids and derivatives
