Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Super.Class,Class
Pc(28:1_21:0cooh),-0.04764283425679743,16.53015478842977,-0.49623787764497707,0.6242399561118307,0.8954261665538554,-5.9198571844311,C8-Pos-005741,Lipids and lipid-like molecules,Glycerophospholipids
Cytidine 5'-Diphosphate,0.016116211710278133,24.142951866678153,0.30742207046031716,0.7616995859367799,0.9498629040779322,-5.921358477986396,Amide-Pos-001621,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
(2r)-3-Hydroxyisovaleroylcarnitine,-0.052576103147793124,16.269157944932378,-0.4868622426204067,0.6307718349038136,0.89620480836246,-5.924343384445136,C18-Pos-001425,Lipids and lipid-like molecules,Fatty Acyls
Asp-Phe,-0.021050565585979036,23.570668976193407,-0.38669506791545855,0.7030644852034993,0.9227721368295928,-5.924905368100707,C18-Pos-001575,Organic acids and derivatives,Carboxylic acids and derivatives
Lpc(14:0),-0.025886936109217152,17.546710453290096,-0.4850262124607383,0.632054595580927,0.89620480836246,-5.925212105768716,C8-Neg-001710,Lipids and lipid-like molecules,Glycerophospholipids
"N,N-Dimethyl-Beta-Alanine Hcl",-0.023671083785930403,21.26752965290816,-0.48320827250703396,0.6333258789076153,0.89620480836246,-5.9260690999266945,Amide-Pos-000235,Organic nitrogen compounds,Organonitrogen compounds
Adenosine 3'5'-Cyclic Monophosphate,0.022011618708722768,22.627849160121098,0.4807809181826934,0.6350251213539716,0.89620480836246,-5.927208462400221,C18-Pos-002092,"Nucleosides, nucleotides, and analogues",Purine nucleotides
"D-Fructose 1,6-Bisphosphate",-0.015477240250418241,21.403754021737416,-0.4764115036264585,0.6380890356193718,0.8981145943704295,-5.929245226767989,Amide-Neg-001874,Organic oxygen compounds,Organooxygen compounds
Lpc 22:6-Sn1,-0.05736297060026007,19.092448950934145,-0.31655831947687446,0.7547032185955983,0.9498629040779322,-5.92938341130891,C8-Pos-002720,Lipids and lipid-like molecules,Glycerophospholipids
Dg(25:3_25:7),-0.016424611711338074,18.54481423538788,-0.09231124126942346,0.9276719154012607,0.9924016325497981,-5.9298796933286395,C8-Pos-004529,Lipids and lipid-like molecules,Glycerolipids
Xanthosine 5'-Monophosphate,-0.035801331885246125,23.22657976124057,-0.4578296061421309,0.6513697548507547,0.9069287478572131,-5.929984497523495,Amide-Pos-001479,"Nucleosides, nucleotides, and analogues",Purine nucleotides
Monolaurin,-0.016129257174714296,16.29288061675393,-0.4712216000505114,0.6417368486999016,0.8985263022779204,-5.9316407694878075,C8-Pos-000245,Lipids and lipid-like molecules,Glycerolipids
L-Serine,0.033303536047652876,16.93833571487413,0.47112547132407695,0.641804501627086,0.8985263022779204,-5.9316848976545336,Amide-Pos-000155,Organic acids and derivatives,Carboxylic acids and derivatives
Pe(22:2_21:4cooh),0.016939310999028418,21.506982926064563,0.3488348478351768,0.7303857501845095,0.9434564166143933,-5.936216970783893,C8-Pos-005188,Lipids and lipid-like molecules,Glycerophospholipids
"4-Hydroxy-6-[2-(2-Methyl-1,2,4a,5,6,7,8,8a-Octahydronaphthalen-1-Yl)Ethyl]Oxan-2-One",-0.016409111477496397,16.086474578621466,-0.45285988290877593,0.6547161817864452,0.9069287478572131,-5.939909430004952,C8-Pos-000612,Organoheterocyclic compounds,Lactones
"[2,2'-Biquinoline]-4,4'-Dicarboxylic Acid",-0.009383442736626191,19.315105557061194,-0.15558394374767667,0.8779201565126794,0.9842175386704104,-5.941150190689,Amide-Pos-001385,Organoheterocyclic compounds,Quinolines and derivatives
"N,N-Dimethylsphingosine",0.0062241106080390815,16.403657535596174,0.17431378493522331,0.8632126160243296,0.9842175386704104,-5.941303527038915,C8-Pos-000708,Organic nitrogen compounds,Organonitrogen compounds
Guanosine,0.021205492622203618,25.782303508839618,0.44920892528789724,0.6573103854385248,0.9081261904084882,-5.941515076428977,C18-Pos-001618,"Nucleosides, nucleotides, and analogues",Purine nucleosides
L-Glutathione (Reduced),-1.732709475514516e-4,20.868496266464646,-0.0012331235148493069,0.9990289616488817,0.9990289616488817,-5.941628409562811,C18-Pos-001855,Organic acids and derivatives,Carboxylic acids and derivatives
Ps 20:2_20:2,-0.015404417713433963,17.45847043858711,-0.15789150083988418,0.8761251350416166,0.9842175386704104,-5.9426237646558695,C8-Pos-004875,Lipids and lipid-like molecules,Glycerophospholipids
Docosatrienoic Acid,0.007306524158593661,20.90666072412088,0.4445734584880744,0.6606104704502431,0.9102900183369492,-5.94353529876472,C8-Neg-000566,Lipids and lipid-like molecules,Fatty Acyls
D-Tyrosine,0.03732364318363568,17.99479671764897,0.42368530432315255,0.675730456313195,0.9190634444674284,-5.9446709284183585,Amide-Neg-000781,Organic acids and derivatives,Carboxylic acids and derivatives
Adenosine 5'-Diphosphate,0.02937636745607323,20.277956254238713,0.42991627238972,0.6710912346776199,0.9190634444674284,-5.949787600520852,Amide-Pos-001677,"Nucleosides, nucleotides, and analogues",Purine nucleotides
Tg(18:1_3:0_4:0cooh),-0.04045203669149965,19.113065961524953,-0.348590640056963,0.7307097446683362,0.9434564166143933,-5.95025638127911,C8-Pos-002397,Lipids and lipid-like molecules,Glycerolipids
Trans-3-Indoleacrylic Acid,0.025096584327603727,24.190306535820607,0.4255990208463487,0.6741914686923739,0.9190634444674284,-5.951589896975547,Amide-Pos-000658,Organoheterocyclic compounds,Indoles and derivatives
L-Glutamic Acid,0.009257427014008661,33.664814276825474,0.07652597889003192,0.9397248615887763,0.9924016325497981,-5.95255565132067,Amide-Pos-000319,Organic acids and derivatives,Carboxylic acids and derivatives
Ps(24:2_20:5),-0.007141813356771284,21.313045364434334,-0.4178030300942319,0.6798046988955376,0.9212461240589666,-5.954799079511254,C8-Neg-003554,Lipids and lipid-like molecules,Glycerophospholipids
2-Arachidonoyl Glycerol,-0.010458305854913384,21.329518121718134,-0.415661635976377,0.6813498623875031,0.9212461240589666,-5.955670347021509,C8-Pos-001012,Lipids and lipid-like molecules,Endocannabinoids
2-Methylsuccinic Acid,0.02122865152827392,22.59020842644813,0.2719914633813739,0.7881642353873224,0.969662661815315,-5.9588277726134375,Amide-Neg-000333,Lipids and lipid-like molecules,Fatty Acyls
Ps(16:1_26:4),-0.017984585145626553,16.99489886882164,-0.256622514995028,0.7997512490636877,0.9764404785079908,-5.961184757021236,C8-Neg-003489,Lipids and lipid-like molecules,Glycerophospholipids
D-(-)-Mannitol,0.024432538649782714,18.45675128552039,0.39773863924218034,0.6943377662382637,0.9212461240589666,-5.962789656552878,Amide-Neg-000787,Organic oxygen compounds,Organooxygen compounds
Docosanamide,0.007177730497049924,17.414662227600527,0.3971139297607499,0.6947922171183156,0.9212461240589666,-5.963032222943813,C8-Pos-000820,Lipids and lipid-like molecules,Fatty Acyls
Pg(20:4_24:8),0.0013016446339248328,17.623318508540944,0.03727154319425222,0.9706045526477474,0.9924016325497981,-5.963307774590465,C8-Neg-003491,Lipids and lipid-like molecules,Glycerophospholipids
Ps(20:1_24:6),0.011915838630553646,21.75612800224696,0.39626276182039,0.6954115951385865,0.9212461240589666,-5.9633621149266425,C8-Neg-003556,Lipids and lipid-like molecules,Glycerophospholipids
Yrquylsqfnxrba-Izzdovswsa-N,0.02396875174874117,19.71028826066134,0.38976490585400786,0.7001470542848145,0.9212461240589666,-5.965857513135034,C18-Neg-000934,Lipids and lipid-like molecules,Prenol lipids
"8z,11z,14z-Eicosatrienoic Acid",-0.03869097026727055,17.82054827775451,-0.38158986823133517,0.7061224335562915,0.9244745077731996,-5.968939169477491,C8-Neg-000432,Lipids and lipid-like molecules,Fatty Acyls
2-(5-Oxovaleryl)Phosphatidylcholine,-0.009521887038420185,15.32664689823688,-0.329656730813313,0.7447767731820176,0.949028373176381,-5.9707879247736795,C8-Pos-002923,Lipids and lipid-like molecules,Glycerophospholipids
7-Methylguanosine,-0.039607829535678464,14.606736762305081,-0.25963796274945905,0.7975567220214441,0.9760309535227463,-5.973276853481904,Amide-Pos-001185,"Nucleosides, nucleotides, and analogues",Purine nucleosides
Nervonic Ceramide,0.0055664266907040445,18.063880612019336,0.023888570028238756,0.9811669762144413,0.9924016325497981,-5.973721820142613,C8-Pos-003179,Lipids and lipid-like molecules,Sphingolipids
L-Hydroxyproline,-0.01096494998999392,24.147198587378288,-0.15997089544448811,0.8744323346906963,0.9842175386704104,-5.974657865678013,Amide-Pos-000349,Organic acids and derivatives,Carboxylic acids and derivatives
Anserine,0.044031877881834304,17.207697122992784,0.3094634611015962,0.7600179320703817,0.9498629040779322,-5.976407075566057,Amide-Pos-000913,Organic acids and derivatives,Peptidomimetics
D-(+)-Arabitol,0.02428528563621229,23.756432634449652,0.3542527727630865,0.7262423473039512,0.9434564166143933,-5.97877539523642,Amide-Neg-000527,Organic oxygen compounds,Organooxygen compounds
3-Methylhistidine,-0.03516265574352108,15.872244253649683,-0.23703870411913106,0.8148195586127915,0.9842175386704104,-5.978778926772803,Amide-Pos-000601,Organic acids and derivatives,Carboxylic acids and derivatives
Pc(22:5cooh_25:8),-0.024022971957335885,19.544626760944897,-0.171097974789022,0.8659552105359801,0.9842175386704104,-5.981990557472717,C8-Pos-005561,Lipids and lipid-like molecules,Glycerophospholipids
Delta-Valerobetaine,-0.017802371128903635,22.498202667052244,-0.3438400648922931,0.7339601247340097,0.9444339840327332,-5.9823319390543155,Amide-Pos-000558,Lipids and lipid-like molecules,Fatty Acyls
Pc(20:3_25:5),-0.010686052221209452,17.06421735331627,-0.2890609978403918,0.7752404004999702,0.9576499064999633,-5.983107081437224,C8-Neg-003713,Lipids and lipid-like molecules,Glycerophospholipids
"N2-[5-Phenyl-4-(Trifluoromethyl)-1,3-Thiazol-2-Yl]Thiophene-2-Carboxamide",-0.009679404762165701,20.204954092293722,-0.3363933766235293,0.7394971656614013,0.949028373176381,-5.984811014080396,Amide-Neg-000749,Organoheterocyclic compounds,Azoles
4-(Acetylamino)Butanoic Acid,-0.004245552498355949,19.43728617813636,-0.33349020676306274,0.7416597558038144,0.949028373176381,-5.985762948287088,Amide-Neg-000479,Organic acids and derivatives,Carboxylic acids and derivatives
S-4-(2-Oxo-Butyl)Glutathione,0.011250672454550026,17.581476683051502,0.32609519629677736,0.7471781213350095,0.949028373176381,-5.988150813675793,C18-Pos-002636,Organic acids and derivatives,Carboxylic acids and derivatives
5-Methyl D-Glutamate,-0.014909590390240497,18.04314149064881,-0.32537425335773157,0.7477168529657232,0.949028373176381,-5.988380770233387,Amide-Pos-000563,Organic acids and derivatives,Carboxylic acids and derivatives
2-Oleoyl-1-Palmitoyl-Sn-Glycero-3-Phosphoserine,0.013885240594600655,24.10200820990064,0.3220744488419025,0.7501843330822822,0.949028373176381,-5.989426860616582,Amide-Pos-002283,Lipids and lipid-like molecules,Glycerophospholipids
L-Phenylalanine,-0.0025576197078352476,26.03536607852821,-0.09468064215459937,0.9253883421922084,0.9924016325497981,-5.991289471891483,C18-Pos-000721,Organic acids and derivatives,Carboxylic acids and derivatives
Sqdg(14:0_30:6),-0.007477791930548592,21.04891305677284,-0.08837719689494461,0.9303417195901955,0.9924016325497981,-5.991854711428613,C8-Neg-003807,Lipids and lipid-like molecules,Glycerolipids
N-Acetyl-1-Aspartylglutamic Acid,0.014279547515714438,23.03403445079477,0.3126100370130756,0.757276505078424,0.9498629040779322,-5.992368602655702,C18-Pos-001811,Organic acids and derivatives,Carboxylic acids and derivatives
1-Stearoylglycerol,0.010492686540603719,19.616712353069488,0.30832026054962364,0.7604982716327269,0.9498629040779322,-5.993673309838133,C8-Pos-000832,Lipids and lipid-like molecules,Glycerolipids
Tg(20:2cho_26:3),-0.019855422242264623,19.073551240251874,-0.1804543859401623,0.858447427962729,0.9842175386704104,-5.993846354559502,C8-Pos-004352,Lipids and lipid-like molecules,Glycerolipids
L-Ascorbic Acid,0.006925988233672346,15.933017970004407,0.05274187704591031,0.9584134453050925,0.9924016325497981,-5.994227120644145,Amide-Neg-000729,Organoheterocyclic compounds,Dihydrofurans
Dg(4:0_34:6),0.01687861430000302,20.44918878136063,0.3020631198132388,0.7652055129117603,0.9519736831248203,-5.995544318650116,C8-Pos-003357,Lipids and lipid-like molecules,Glycerolipids
Pe(26:4_19:6cooh),-0.012741314789657886,16.789686012521987,-0.2932758312559363,0.7718317452501035,0.9576499064999633,-5.99810763675414,C8-Pos-005302,Lipids and lipid-like molecules,Glycerophospholipids
Lpc 20:3-Sn1,0.02687013083111263,17.032353621320393,0.2898063102756301,0.7744529214352815,0.9576499064999633,-5.999099042897235,C8-Pos-002542,Lipids and lipid-like molecules,Glycerophospholipids
Beta-Alanine,-0.012340424869027285,24.541715013952768,-0.16588726652482358,0.8696949074421019,0.9842175386704104,-6.00320019073345,Amide-Pos-000026,Organic acids and derivatives,Carboxylic acids and derivatives
Docosahexaenoic Acid,-0.003747787555260355,24.319180633953444,-0.26993085247307513,0.7895204079705695,0.969662661815315,-6.004552586308486,C8-Neg-000532,Lipids and lipid-like molecules,Fatty Acyls
D-Histidine Methyl Ester,-0.01305038609070998,15.09713458760034,-0.2686347773285726,0.7905059414418187,0.969662661815315,-6.004894848441958,Amide-Pos-000604,Organic acids and derivatives,Carboxylic acids and derivatives
Pc(16:0_22:6),-0.016703200835386036,26.2428910583317,-0.25138421232193314,0.803656565787954,0.9789320116906632,-6.009294361721259,C8-Pos-004775,Lipids and lipid-like molecules,Glycerophospholipids
Glutaric Anhydride,-0.004102426079991486,23.401479812872726,-0.24849055538109338,0.8058684060311593,0.9793539656628671,-6.0100039224437,Amide-Neg-000171,Organoheterocyclic compounds,Lactones
D-Mannitol 1-Phosphate,0.009629649652058803,20.469423679897783,0.2358814340662184,0.815525569081152,0.9842175386704104,-6.013000441962541,Amide-Neg-001445,Organic oxygen compounds,Organooxygen compounds
Pe(18:0_20:4),-0.007308587748043199,21.7852236632108,-0.076439848526788,0.9397300573835987,0.9924016325497981,-6.0138422628398445,C8-Pos-004202,Lipids and lipid-like molecules,Glycerophospholipids
Pc(21:1cooh_23:6),-0.015479891568957346,19.854258284314493,-0.230495650952006,0.8196596699893192,0.9842175386704104,-6.01423303992336,C8-Neg-003644,Lipids and lipid-like molecules,Glycerophospholipids
Ps(14:2_29:7),-0.009944436736455037,21.437949694061214,-0.22920547432530172,0.8206508001532746,0.9842175386704104,-6.014524104732545,C8-Neg-003509,Lipids and lipid-like molecules,Glycerophospholipids
Pc(9:0_28:7),0.01012595820524725,24.188006754131038,0.07254285415015921,0.9427969205049053,0.9924016325497981,-6.0156847714908555,C8-Pos-004628,Lipids and lipid-like molecules,Glycerophospholipids
N6-Succinyladenosine; Lc-Tdda; Ce10,5.893829154492494e-4,16.04303739191941,0.022308667577298685,0.9823941048878708,0.9924016325497981,-6.016468320257824,C18-Pos-002703,"Nucleosides, nucleotides, and analogues",Purine nucleosides
Gln-Gly-Ile,-0.0030899479931637257,19.21632448794187,-0.04612223078110868,0.963610865269902,0.9924016325497981,-6.017225283988042,C18-Pos-001951,Organic acids and derivatives,Carboxylic acids and derivatives
Oahfa(15:1_25:3),-0.00934931596693569,26.322604916848434,-0.21576066184849024,0.8309971054884647,0.9842175386704104,-6.0174604649720775,C8-Neg-002832,Lipids and lipid-like molecules,Fatty acyls
Pc(9:0cho_26:1),-0.002168530440080133,20.949922124943768,-0.03847417163875046,0.9696415527442057,0.9924016325497981,-6.01754322028466,C8-Pos-004612,Lipids and lipid-like molecules,Glycerophospholipids
Hex1cer(D24:2_12:0),-0.013370298406636423,23.77761547844457,-0.21522279119307824,0.8314116802196948,0.9842175386704104,-6.0175742605258105,C8-Pos-004241,Lipids and lipid-like molecules,Sphingolipids
"N,N-Diethylethanolamine",-0.032596758448579594,15.638450651514049,-0.21242442422531468,0.8335693808347113,0.9842175386704104,-6.018161737399873,Amide-Pos-000240,Organic nitrogen compounds,Organonitrogen compounds
Pc(36:6_13:4cooh),-0.005971144664897537,20.788515020734046,-0.20943836738276117,0.8358732718096579,0.9842175386704104,-6.018780171127555,C8-Pos-005755,Lipids and lipid-like molecules,Glycerophospholipids
Asp-Asp,0.006277616319187634,19.39852123062748,0.20355508414720247,0.840416882460851,0.9842175386704104,-6.019973120364967,Amide-Pos-000987,Organic acids and derivatives,Carboxylic acids and derivatives
Glycine,-0.012304766727823139,18.323511091278213,-0.1999460332343642,0.8432069342273261,0.9842175386704104,-6.020688166124143,Amide-Neg-000011,Organic acids and derivatives,Carboxylic acids and derivatives
Ganglioside-Gm1(D18:1/18:0),-0.03206825678352066,17.78181992180986,-0.1917766230623887,0.8495301467025341,0.9842175386704104,-6.022259649781966,C8-Pos-004266,Lipids and lipid-like molecules,Sphingolipids
Pc(11:2cho_11:2),-0.004907413284370118,21.772636080682428,-0.1903293232353881,0.8506514598311259,0.9842175386704104,-6.022531242777634,C8-Pos-002985,Lipids and lipid-like molecules,Glycerophospholipids
Pet(16:0_27:7),-0.005535686784506868,29.011150134498223,-0.18929493110583837,0.8514530647235343,0.9842175386704104,-6.0227240949055405,C8-Pos-004866,Lipids and lipid-like molecules,Glycerophospholipids
Uridine 5'-Triphosphate Sodium Salt,0.006720492033438291,16.87665828072061,0.1877343423118331,0.8526627558039557,0.9842175386704104,-6.02301306851683,Amide-Neg-002149,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
Palmitoleic Acid,-0.0054195227064719135,20.269567908229856,-0.17475112497203557,0.862873055978111,0.9842175386704104,-6.023078937291679,C8-Pos-000148,Lipids and lipid-like molecules,Fatty Acyls
(R)-Pantetheine,-0.005960159105230229,26.054315701558952,-0.1742061268282556,0.863164292624687,0.9842175386704104,-6.025418121168997,C18-Pos-001415,Organic acids and derivatives,Carboxylic acids and derivatives
"Cytidine 2',3'-Cyclic Monophosphoric Acid",-0.009257817607860656,20.518270703229483,-0.17091724307710107,0.8657213208326076,0.9842175386704104,-6.025975727043198,Amide-Pos-001218,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
Lpc 14:0-Sn2,-0.0033075299942866157,22.96159974196248,-0.16659768555993731,0.8690819412292047,0.9842175386704104,-6.026691971752353,C8-Pos-001973,Lipids and lipid-like molecules,Glycerophospholipids
Oleoyl Ethanolamide,-0.002992621186676631,17.909233304280303,-0.1649439400390277,0.870369226794672,0.9842175386704104,-6.026961345368662,C8-Pos-000689,Organic nitrogen compounds,Organonitrogen compounds
Uridine Monophosphate,-0.0083521950241488,22.485842216390708,-0.16021266477277146,0.8740540861668695,0.9842175386704104,-6.027717201277697,C18-Pos-002017,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
Udp-Β-D-Glucose (Sodium Salt),-0.005624668427777407,17.708060207325516,-0.1575863075185173,0.8761008324363391,0.9842175386704104,-6.028127308239248,Amide-Pos-001947,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
Pc(14:1_25:7),-0.010408919529928815,22.138462340782795,-0.15224706229110258,0.8802644621546851,0.9842175386704104,-6.028940181152841,C8-Pos-004855,Lipids and lipid-like molecules,Glycerophospholipids
Miltefosine,-0.00406331392735855,23.956055354033825,-0.14463285210040033,0.8862082122244725,0.9842175386704104,-6.030051036773131,C8-Pos-001413,Organic nitrogen compounds,Organonitrogen compounds
5'-Xanthylic Acid,-0.006236175079446705,24.588685498235854,-0.1427565580872833,0.8876739316812913,0.9842175386704104,-6.030316039475559,Amide-Neg-001943,"Nucleosides, nucleotides, and analogues",Purine nucleotides
Uridine,0.0047016615389551975,26.63723187960276,0.1426751233962615,0.8877375559550913,0.9842175386704104,-6.030327462882391,Amide-Pos-000957,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides
Pc(18:2_20:4cooh),-0.004424898505261536,20.023964423116812,-0.14232463217589858,0.8880114007230007,0.9842175386704104,-6.030376554441033,C8-Pos-005013,Lipids and lipid-like molecules,Glycerophospholipids
"1,2-Dipentadecanoyl-Sn-Glycero-3-Phosphocholine",0.0023542216631824526,26.809863756800905,0.13917291608611934,0.8904745249156099,0.9842175386704104,-6.030812584382885,Amide-Pos-002176,Lipids and lipid-like molecules,Glycerophospholipids
Biotin,-0.014998926656248905,22.15211507015044,-0.13589630179017684,0.8930364515147727,0.9842175386704104,-6.031255559147247,C18-Pos-001159,Organoheterocyclic compounds,Biotin and derivatives
Lpc(23:5),-0.010736472463528766,17.02698320307487,-0.13449635193006204,0.8941314112287798,0.9842175386704104,-6.031441609823185,C8-Neg-002641,Lipids and lipid-like molecules,Glycerophospholipids
Guanosine 5'-Diphosphate (Gdp),0.002295862239704108,16.902327078549174,0.1303147065969704,0.8974033213716299,0.9856417232638195,-6.031985888565791,Amide-Pos-001703,"Nucleosides, nucleotides, and analogues",Purine nucleotides
1-Stearoyl-2-Oleoyl-Sn-Glycero-3-Phosphoethanolamine,-0.021137480483704365,17.48687130168351,-0.12178075852157914,0.9040863691290619,0.9909088596926043,-6.033043397838993,Amide-Pos-002257,Lipids and lipid-like molecules,Glycerophospholipids
Pc(20:0_18:1),0.010737831092980326,21.99159874020512,0.11484582811289837,0.9095225558991782,0.9924016325497981,-6.03385009585752,C8-Pos-004510,Lipids and lipid-like molecules,Glycerophospholipids
Gly-Asp,-0.007332500019047916,18.395969751049037,-0.10795397583257575,0.9149294423681079,0.9924016325497981,-6.03460499063793,Amide-Pos-000690,Organic acids and derivatives,Carboxylic acids and derivatives
Myristyl Sulfate,0.002930297548683393,18.77772156320749,0.10735978162799495,0.9153958073667773,0.9924016325497981,-6.0346678907942595,C8-Neg-000367,Organic acids and derivatives,Organic sulfuric acids and derivatives
"1,3,5-Tris(3,5-Di-Tert-Butyl-4-Hydroxybenzyl)-1,3,5-Triazine-2,4,6(1h,3h,5h)-Trione",0.011149143750984261,22.586707433317407,0.1021285865230354,0.9195029314417462,0.9924016325497981,-6.035206686400043,C8-Pos-004362,Benzenoids,Benzene and substituted derivatives
Lpe 24:4,0.009993683721635496,21.7615025035731,0.09751305911197056,0.9231285829848771,0.9924016325497981,-6.035659745588763,C8-Pos-002633,Lipids and lipid-like molecules,Glycerophospholipids
D-Arginine,0.006394657579403185,22.389045158837227,0.09691833118236917,0.9235958869988317,0.9924016325497981,-6.035716601690794,Amide-Pos-000620,Organic acids and derivatives,Carboxylic acids and derivatives
L-Glutarylcarnitine,0.0039056693539189923,16.08231542279881,0.0892891732712106,0.9295928814892895,0.9924016325497981,-6.036415124855759,Amide-Pos-001103,Lipids and lipid-like molecules,Fatty Acyls
1-Methyladenosine,-0.0040687439586986,19.956579850031066,-0.08562783619187307,0.9324724544011889,0.9924016325497981,-6.036730043562685,Amide-Pos-001132,"Nucleosides, nucleotides, and analogues",Purine nucleosides
L-Ornithine,0.006195642281174434,22.130938941189466,0.08543706636877432,0.9326225174045311,0.9924016325497981,-6.036746090927213,Amide-Neg-000344,Organic acids and derivatives,Carboxylic acids and derivatives
Glycerol Monomyristate,-0.001446885769613132,18.10192274218392,-0.08156145016221762,0.9356716910248584,0.9924016325497981,-6.037064358940334,C8-Pos-000407,Lipids and lipid-like molecules,Glycerolipids
N-(Octadecanoyl)Sphing-4-Enine-1-Phosphocholine,-0.0010988368993064188,30.8930086105761,-0.08135538226368746,0.9358338452016022,0.9924016325497981,-6.03708086800295,Amide-Pos-002226,Lipids and lipid-like molecules,Sphingolipids
D-Glucose,-0.0015914406892426397,18.786892550991475,-0.08048053128367132,0.9365222941031581,0.9924016325497981,-6.037150491650713,Amide-Neg-001099,Organic oxygen compounds,Organooxygen compounds
(R)-Butyrylcarnitine,0.0026657845944371766,19.302998122820924,0.06925127789058641,0.9453632529134139,0.9924016325497981,-6.037977348147571,Amide-Pos-000872,Lipids and lipid-like molecules,Fatty Acyls
S-Adenosylmethionine,-0.0032731610692979403,22.923544806231664,-0.06660335617144397,0.9474490877543671,0.9924016325497981,-6.03815426299116,Amide-Pos-001585,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides
Oleoyl-L-Carnitine,0.0027618960103296766,16.284893588803236,0.046842762990394436,0.9630428161244184,0.9924016325497981,-6.038206007887825,C18-Pos-003241,Lipids and lipid-like molecules,Fatty Acyls
Pc(20:0_22:5),0.002193677780257566,21.74466195236746,0.05617623093817195,0.9556663784243682,0.9924016325497981,-6.038783901219891,C8-Pos-005193,Lipids and lipid-like molecules,Glycerophospholipids
Myristoyl-L-Carnitine,-0.0019777411436984705,16.321648509897138,-0.05478921923012092,0.956759836979314,0.9924016325497981,-6.038859598788175,C18-Pos-002570,Lipids and lipid-like molecules,Fatty Acyls
L-Tyrosine,-0.00189833137008814,21.265575851812184,-0.04217009309914433,0.9667119015736149,0.9924016325497981,-6.039461390193405,C18-Pos-000832,Organic acids and derivatives,Carboxylic acids and derivatives
Pc(24:6_14:1),0.001149593220990996,14.04849506292297,0.041581441708635286,0.9671762885410788,0.9924016325497981,-6.039485638994664,C8-Pos-004762,Lipids and lipid-like molecules,Glycerophospholipids
Tetradecanoyl-L-Carnitine,0.0018446578088873013,25.655251031300047,0.035955034870072226,0.9716155331201421,0.9924016325497981,-6.039700214999683,Amide-Pos-001508,Lipids and lipid-like molecules,Fatty Acyls
Acetyl-Β-Methylcholine,-0.0015719578872864532,17.897387738462033,-0.02600810796057461,0.9794658727049081,0.9924016325497981,-6.040003378124875,Amide-Pos-000561,Organic nitrogen compounds,Organonitrogen compounds
"7(Z),10(Z),13(Z),16(Z)-Docosatetraenoic Acid",-4.044017300292428e-4,24.75930721068605,-0.024991420675795486,0.9802683980994874,0.9924016325497981,-6.0400288824564115,C8-Neg-000556,Lipids and lipid-like molecules,Fatty Acyls
Pc(14:1_28:3),-6.934176051048875e-4,20.461133499757963,-0.019199717269522788,0.9848404772541806,0.9924016325497981,-6.040154776397241,C8-Pos-005214,Lipids and lipid-like molecules,Glycerophospholipids
1-Palmitoyl-2-Docosahexaenoyl-Sn-Glycero-3-Phosphocholine,3.458394919621642e-4,17.65418690938901,0.009441555494643978,0.9925448683421924,0.9982491491947337,-6.040292252992928,C8-Pos-004574,Lipids and lipid-like molecules,Glycerophospholipids
Ps(23:4_21:5),1.0123306689766602e-4,23.447758833895033,0.0038475166227849773,0.9969619292935235,0.9988645283952288,-6.040328820214117,C8-Neg-003546,Lipids and lipid-like molecules,Glycerophospholipids
