Group,N_metabolites,Category,Wilcoxon_statistic,p_value,Mean_Female,Mean_Male,logFC,Group_display,FDR,Bonferroni,Significant_FDR,Significant_Bonferroni,Significant_nominal,Direction
Benzenoids,26,Super.Class,104,0.06896433333905408,22.709463354543487,22.481808285134054,-0.014535533348654614,Benzenoids,0.42007373923457697,0.6896433333905407,FALSE,FALSE,FALSE,Higher in Females
Lipids and lipid-like molecules,412,Super.Class,101,0.09987740276926413,20.815877500527296,20.729673675842886,-0.005986971183894601,Lipids and lipid-...,0.42007373923457697,0.9987740276926413,FALSE,FALSE,FALSE,Higher in Females
Organic oxygen compounds,50,Super.Class,99,0.12602212177037309,21.627151263080027,21.489951064973294,-0.009181447861689843,Organic oxygen co...,0.42007373923457697,1,FALSE,FALSE,FALSE,Higher in Females
Organosulfur compounds,1,Super.Class,91,0.28547630885188235,29.337255877240032,29.09432712685108,-0.011996050928261113,Organosulfur comp...,0.69289431599521,1,FALSE,FALSE,FALSE,Higher in Females
Organic compounds,33,Super.Class,59,0.47048642205878966,20.9207187582882,21.010853176776315,0.006202327880797485,Organic compounds,0.69289431599521,1,FALSE,FALSE,FALSE,Higher in Males
Organic acids and derivatives,132,Super.Class,84,0.5067205148778585,19.991718514757814,19.943412203654546,-0.0034902256839488403,Organic acids and...,0.69289431599521,1,FALSE,FALSE,FALSE,Higher in Females
Phenylpropanoids and polyketides,13,Super.Class,60,0.5067205148778585,19.523507837095213,19.672601403982135,0.010975456041163793,Phenylpropanoids ...,0.69289431599521,1,FALSE,FALSE,FALSE,Higher in Males
Organic nitrogen compounds,32,Super.Class,82,0.5833604667027033,20.819224341450308,20.716684498482095,-0.007123187025577016,Organic nitrogen ...,0.69289431599521,1,FALSE,FALSE,FALSE,Higher in Females
Organoheterocyclic compounds,74,Super.Class,81,0.623604884395689,20.88701825390921,20.85443005483902,-0.0022526694519282844,Organoheterocycli...,0.69289431599521,1,FALSE,FALSE,FALSE,Higher in Females
"Nucleosides, nucleotides, and analogues",44,Super.Class,66,0.7508318840891169,20.29815433099967,20.322482275012778,0.0017280777118068164,"Nucleosides, nucl...",0.7508318840891169,1,FALSE,FALSE,FALSE,Higher in Males
