Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Super.Class,Class
D-(+)-Ribonic Acid Gamma-Lactone,-0.06689941244063632,25.598934069468545,-0.6147788032283857,0.5463944246324917,0.8702435540554697,-5.6324374102344175,Amide-Neg-000499,Organic oxygen compounds,Organooxygen compounds
Tryptophan,-0.04982552180452028,20.241985505569033,-0.8316938914977491,0.41378044099486977,0.8164350736804741,-5.636063352079315,Amide-Pos-000761,Organoheterocyclic compounds,Indoles and derivatives
3-Hydroxy-1-Methyl-3-(2-Oxopropyl)Indol-2-One,0.05576661240495671,19.259252285426715,0.8261647205638312,0.4168483103876449,0.8164350736804741,-5.640398868774506,Amide-Pos-000918,Organoheterocyclic compounds,Indoles and derivatives
Ps(19:1_17:2),0.010614833633838684,19.266923416739278,0.05238837766263928,0.9589105328101029,0.9964296448375749,-5.643376270525819,C8-Neg-003255,Lipids and lipid-like molecules,Glycerophospholipids
Pc(20:3_25:5),0.04347226936288094,17.60883735388529,0.8111015197065776,0.42562147511351867,0.8164350736804741,-5.643611751906786,C8-Neg-003713,Lipids and lipid-like molecules,Glycerophospholipids
Progesterone,-0.02794735831404718,14.951108265074668,-0.7830226408818279,0.4419616950854902,0.8213354906578505,-5.6442816315535875,C8-Pos-000616,Lipids and lipid-like molecules,Steroids and steroid derivatives
"Octadecyl 3-(3,5-Di-Tert-Butyl-4-Hydroxyphenyl)Propionate",-0.07228973554749289,21.445073406247154,-0.8207474277741186,0.41986790239906835,0.8164350736804741,-5.644620261075763,C8-Pos-002408,Lipids and lipid-like molecules,Fatty Acyls
Citroflex A-4,0.02176924926496659,19.68673610326106,0.8161311298064492,0.4224517810579609,0.8164350736804741,-5.648196840143705,C8-Pos-001356,Organic acids and derivatives,Carboxylic acids and derivatives
Tg(18:1_3:0_4:0cooh),-0.0714238960034232,22.68448378474333,-0.8128578440572706,0.4242899267402065,0.8164350736804741,-5.6507213701051535,C8-Pos-002397,Lipids and lipid-like molecules,Glycerolipids
Ketamine,-0.10123119668121898,21.386731884069484,-0.8106570236358825,0.4255286105940279,0.8164350736804741,-5.652413380060681,C8-Pos-000080,Benzenoids,Benzene and substituted derivatives
Dl-Dipalmitoylphosphatidylcholine,0.0018067902809589336,21.571051086718445,0.024823797857767532,0.9805724983178132,0.9964296448375749,-5.6539747420587645,C8-Pos-003901,Lipids and lipid-like molecules,Glycerophospholipids
Pc(28:6_10:0cooh),-0.026449573146364088,18.703432399803997,-0.8048196169885802,0.42882492629245494,0.8164350736804741,-5.656880264629697,C8-Pos-005016,Lipids and lipid-like molecules,Glycerophospholipids
Carnosine,0.04533837083705945,16.451550792561605,0.7398215845872986,0.4668930309189333,0.8312635565322255,-5.6595230149092846,Amide-Pos-000849,Organic acids and derivatives,Peptidomimetics
N-Acetyl-L-Aspartic Acid,0.031085014084274363,19.807231740514208,0.8003631742728272,0.43135202787553495,0.8164350736804741,-5.660269897236659,Amide-Neg-000557,Organic acids and derivatives,Carboxylic acids and derivatives
Pe(O-10:0_6:0),-0.04026640542252203,20.721616067867703,-0.7985960702161835,0.43235663179363004,0.8164350736804741,-5.661609058997885,C8-Pos-001872,Lipids and lipid-like molecules,Glycerophospholipids
Uric Acid,0.01706014978320582,18.990169856881767,0.7969268283921842,0.4333069229527057,0.8164350736804741,-5.662871489206267,C18-Pos-000742,Organoheterocyclic compounds,Imidazopyrimidines
Geranylgeranylacetone,0.035840806440091896,18.488072837551126,0.18449614804895373,0.856095366374811,0.989883337268052,-5.665219018308895,C8-Pos-000740,Lipids and lipid-like molecules,Prenol lipids
Anserine,-0.05090574745633024,20.331173641066393,-0.7895791564347229,0.4375051673342202,0.8203221887516629,-5.668398764545114,Amide-Pos-000913,Organic acids and derivatives,Peptidomimetics
Pe(22:2_21:4cooh),-0.052984720606632646,14.297091435598313,-0.6359608615851304,0.5323882406773939,0.8680243054522726,-5.669629533625224,C8-Pos-005188,Lipids and lipid-like molecules,Glycerophospholipids
Dgdg(18:0_11:1),-0.05206504161070423,22.665961781980222,-0.7837529598646704,0.44085171882503527,0.8213354906578505,-5.67274707822085,C8-Neg-003439,Lipids and lipid-like molecules,Glycerolipids
Υ-L-Glutamyl-L-Glutamic Acid,-0.028420424601379266,19.392860292899933,-0.7788575405922497,0.4436756632971698,0.8213354906578505,-5.67637714028366,Amide-Pos-001105,Organic acids and derivatives,Carboxylic acids and derivatives
Phloretic Acid,-0.08561972003028978,15.327631921872808,-0.6516306274645619,0.5224440696224413,0.8611715433336944,-5.6784201262869285,C18-Pos-000567,Phenylpropanoids and polyketides,Phenylpropanoic acids
Galaxolidone,0.03195979417202332,15.968035578310216,0.7760166683799369,0.4453194604275613,0.8213354906578505,-5.6784738284860286,C8-Pos-000335,Organoheterocyclic compounds,Benzopyrans
Pc 38:4,-0.027683847562136533,17.74065281325025,-0.7641313325946302,0.45255734163306494,0.8250720673821735,-5.678684436779551,C8-Pos-004446,Lipids and lipid-like molecules,Glycerophospholipids
Peg N7,0.0398352393856513,20.859868215411925,0.7755882256033024,0.44556768777499955,0.8213354906578505,-5.678789407893506,C18-Pos-002054,Organic oxygen compounds,Organooxygen compounds
D-Arginine,0.12385323289812603,15.937905555659533,0.771858430209248,0.4477321632159401,0.8215269049833764,-5.681529694150311,Amide-Pos-000620,Organic acids and derivatives,Carboxylic acids and derivatives
Meso-Erythritol,0.05894956545984374,15.78292566785169,0.711680867052394,0.4848813876385484,0.8392983858915096,-5.682508669497301,Amide-Neg-000252,Organic oxygen compounds,Organooxygen compounds
Gln-Gly-Ile,0.06484214980521424,20.647139565542723,0.6966300743935018,0.49301530322625897,0.8392983858915096,-5.691086127205582,C18-Pos-001951,Organic acids and derivatives,Carboxylic acids and derivatives
1-Palmitoyl-Sn-Glycero-3-Phosphocholine,-0.02278388318972126,18.964807659939186,-0.7579156004034125,0.45587955579130635,0.8261379542117493,-5.6916624711630615,C8-Pos-002038,Lipids and lipid-like molecules,Glycerophospholipids
Dibenzoylmethane,0.030639872738121864,18.38432578337683,0.7557895202536767,0.4571296679971679,0.8261379542117493,-5.693192157043337,C8-Pos-000098,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
"8z,11z,14z-Eicosatrienoic Acid",0.033074395856223626,18.680047908432517,0.7524718985402609,0.45908447928561036,0.8271792419560547,-5.695570980774527,C8-Neg-000432,Lipids and lipid-like molecules,Fatty Acyls
Pe(O-17:3_21:1),-0.08716414152537368,16.992174523393096,-0.5292010191449341,0.6031317131463844,0.8847897992367497,-5.69614408903169,C8-Pos-004072,Lipids and lipid-like molecules,Glycerophospholipids
N-Acetyl-L-Valine,-0.04879093611207788,17.847626090975286,-0.6681736950921092,0.5113003831147787,0.8510203980876778,-5.697311783790266,Amide-Neg-000574,Organic acids and derivatives,Carboxylic acids and derivatives
5-Methyl D-Glutamate,0.017534455601807237,29.254776585367914,0.748828233611618,0.4612371311934459,0.8285696967546932,-5.6981721187270535,Amide-Pos-000563,Organic acids and derivatives,Carboxylic acids and derivatives
N-Nervonoyl-D-Erythro-Sphingosylphosphorylcholine,-0.01931676560543988,15.47277027438167,-0.410677675489025,0.6867560212265476,0.9229914195257372,-5.699342516903788,C8-Pos-004641,Lipids and lipid-like molecules,Sphingolipids
Lidocaine,0.01811961873500263,22.893094490963165,0.7432872869625359,0.4645221546963587,0.8301717180052819,-5.702104659883254,C8-Pos-000141,Benzenoids,Benzene and substituted derivatives
Dg(16:0_16:1),-0.05685859998165417,16.147857722010492,-0.7426579115225785,0.4648961620829578,0.8301717180052819,-5.702549584219662,C8-Pos-002844,Lipids and lipid-like molecules,Glycerolipids
7-Methylguanosine,0.04685060370211141,16.710951181611996,0.6670068624180413,0.5120306061827529,0.8510203980876778,-5.708425005175012,Amide-Pos-001185,"Nucleosides, nucleotides, and analogues",Purine nucleosides
Pc(26:6_21:6cho),0.0758364084091881,16.31753860847333,0.7329208596871115,0.4707050697695597,0.8355711297684492,-5.70938724746053,C8-Pos-005464,Lipids and lipid-like molecules,Glycerophospholipids
2-(5-Oxovaleryl)Phosphatidylcholine,0.02169117802184856,21.056539238457304,0.72922834551351845,0.47291903963946047,0.8370248489193991,-5.711957750088632,C8-Pos-002923,Lipids and lipid-like molecules,Glycerophospholipids
N-Acetyl-D-Glucosamine 6-Phosphate,-0.02142400195663207,18.16662149318907,-0.15905434434839574,0.8758976968934917,0.989883337268052,-5.713012825675018,Amide-Pos-001139,Organic oxygen compounds,Organooxygen compounds
5-(Z-Heptadec-8-Enyl) Resorcinol,0.08599537698399594,20.99115515858835,0.7260227545037987,0.4748459921478937,0.8379635155551065,-5.714179244125648,C8-Pos-000887,Benzenoids,Phenols
3-Hexadecyl-4-Methoxy-5-Methyloxolan-2-One,0.01726338316854384,25.483725451111447,0.7211109428217253,0.4778074678742308,0.8392983858915096,-5.71756503810082,C8-Pos-000955,Organoheterocyclic compounds,Lactones
Cer(D15:2_7:0),-0.005131118227903117,22.086707156812157,-0.15500361391240763,0.8788849029398643,0.989883337268052,-5.717974891128621,C8-Pos-001073,Lipids and lipid-like molecules,Sphingolipids
N-Beta-Alanyl-L-Histidine,-0.023384890303055506,21.22519532421929,-0.5680475276235738,0.5763250950674159,0.882538423395432,-5.71862644191652,Amide-Neg-001170,Organic acids and derivatives,Peptidomimetics
N-Methylcyclohexylamine,0.024637952181699976,21.543387937785667,0.7182744867290679,0.47952253270775214,0.8392983858915096,-5.719510258960112,C18-Pos-000219,Organic nitrogen compounds,Organonitrogen compounds
1-Oleoyl-Sn-Glycero-3-Phosphocholine,-0.054360289525329133,17.95259661167648,-0.7168566356319804,0.4803811746919646,0.8392983858915096,-5.720479865836791,C18-Pos-004585,Lipids and lipid-like molecules,Glycerophospholipids
Cytidine 2'_3'-Cyclic Phosphate,0.005709171667256024,21.58685916567739,0.06249023052721993,0.9509012775821322,0.9964296448375749,-5.722430167159812,Amide-Neg-001726,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
O-Phosphocolamine,0.0682597184573146,16.756742941158453,0.7122369099217389,0.48318502595594515,0.8392983858915096,-5.723626395629589,Amide-Neg-000449,Organic acids and derivatives,Organic phosphoric acids and derivatives
Lecithin,0.02605793473868957,15.624711038908824,0.7092327482994122,0.48501340251686975,0.8392983858915096,-5.725662117868546,Amide-Pos-002273,Lipids and lipid-like molecules,Glycerophospholipids
Pc(32:2_4:0),0.026550283773152206,21.290606412878272,0.6241014257744756,0.5392821643238102,0.8702435540554697,-5.7279193225079865,C8-Pos-004593,Lipids and lipid-like molecules,Glycerophospholipids
Triethyl Phosphate,0.11464929300233954,16.465767061035347,0.7042646372530396,0.48804579477268717,0.8392983858915096,-5.729010619893108,C18-Pos-000839,Organic acids and derivatives,Organic phosphoric acids and derivatives
N2-Methylguanosine,-0.01935335644080139,21.358124921896696,-0.7008982079536399,0.4901067341617672,0.8392983858915096,-5.731266787766124,C18-Pos-001733,"Nucleosides, nucleotides, and analogues",Purine nucleosides
Rjipnphmqgdubw-Lrankocbsa-N,-0.04425948819760099,15.49387455300774,-0.4701871583198573,0.6441967019376718,0.905194428952232,-5.731710464952271,C8-Pos-000500,Lipids and lipid-like molecules,Prenol lipids
Sb01966,0.019478934829951354,24.21284056474161,0.6951120869561058,0.49366062267657496,0.8392983858915096,-5.735120438737663,Amide-Pos-000757,Organic oxygen compounds,Organooxygen compounds
Tg(36:6_4:0),-0.016005163187163142,17.315210707507052,-0.6946136847190819,0.4939674308639437,0.8392983858915096,-5.735450951473084,C8-Pos-003614,Lipids and lipid-like molecules,Glycerolipids
Glutaric Anhydride,-0.020164060856084253,21.858784873746885,-0.6937965244739657,0.49447069593704485,0.8392983858915096,-5.7359923553962515,Amide-Neg-000171,Organoheterocyclic compounds,Lactones
L-Tyrosine,-0.0413070764202928,19.564217378874535,-0.6926358088598088,0.4951860476759907,0.8392983858915096,-5.736760329901886,C18-Pos-000832,Organic acids and derivatives,Carboxylic acids and derivatives
Cl(18:0_20:1cho_23:1_21:2),0.02947283639656554,20.57894348346552,0.6894069547396371,0.49717908719795056,0.8403026825880855,-5.738890182681461,C8-Neg-003309,Lipids and lipid-like molecules,Glycerophospholipids
Ps(24:4_24:4),0.021969488257254328,21.93256178651645,0.4396188285741471,0.6654456690642008,0.9178560952609667,-5.743307162260955,C8-Neg-003707,Lipids and lipid-like molecules,Glycerophospholipids
S-Adenosylmethionine,-0.021593038789940545,26.6293042310774,-0.6825422984957499,0.5014314216758521,0.8451091376559304,-5.743386611553559,Amide-Pos-001585,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides
Methyl L-Tryptophanate,0.01305701378395722,28.5350757958115,0.3244113491143808,0.7488358114948146,0.9497098500025731,-5.745680084392091,C18-Pos-001113,Organic acids and derivatives,Carboxylic acids and derivatives
Ser-Ser,0.05775940268761884,20.723144091193202,0.675637203776633,0.5057293940357566,0.848325045236979,-5.747865965934075,Amide-Pos-000616,Organic acids and derivatives,Carboxylic acids and derivatives
"N3,N4-Dimethyl-L-Arginine",0.15019526693400492,26.106319449880782,0.6749355541371563,0.5061672769913975,0.848325045236979,-5.748318680595319,Amide-Pos-000747,Organic acids and derivatives,Carboxylic acids and derivatives
Tg(5:0_10:0_6:1cho),-0.06438619698913257,21.18481616938112,-0.5984155385198946,0.5554105575159302,0.8702435540554697,-5.751605514823237,C8-Pos-001736,Lipids and lipid-like molecules,Glycerolipids
L-Saccharopine,0.022019261578510016,18.192457227400784,0.6689812091887272,0.5098917664995539,0.8510203980876778,-5.752142323232361,Amide-Pos-001107,Organic acids and derivatives,Carboxylic acids and derivatives
Pro-Asp,-0.05992108235187674,19.130640472769468,-0.6272913818367465,0.5366463606078957,0.8702435540554697,-5.754968748611828,Amide-Pos-000866,Organic acids and derivatives,Carboxylic acids and derivatives
Pa(18:1_20:0),0.03742665761834099,20.78128876872872,0.5513045387909866,0.5872434181753061,0.8847897992367497,-5.760330963080987,C8-Pos-004019,Lipids and lipid-like molecules,Glycerophospholipids
1-Octadecanoyl-2-Octadecenoyl-Sn-Glycero-3-Phosphocholine,0.028960405558324357,22.71477785151733,0.5589013395239827,0.5821405598279081,0.8847897992367497,-5.762673010591884,Amide-Pos-002309,Lipids and lipid-like molecules,Glycerophospholipids
L-Isoleucine,0.03570980283323441,24.37608231998741,0.6499877511689877,0.521873571747467,0.8611715433336944,-5.7641213736836265,C18-Pos-000375,Organic acids and derivatives,Carboxylic acids and derivatives
3-Isopropoxypropylamine,0.01864757557079252,24.178544707157254,0.643331579987566,0.5261087194868819,0.8615422062537441,-5.7682407621050835,Amide-Pos-000244,Organic oxygen compounds,Organooxygen compounds
D-(-)-Mannitol,0.06310132476249451,16.694907513705722,0.6419711032359139,0.5269766494918735,0.8615422062537441,-5.769077707544429,Amide-Neg-000787,Organic oxygen compounds,Organooxygen compounds
"2,6-Dihydroxypyridine Hcl",-0.04301954666298438,15.898523591468145,-0.21792960833851957,0.8302389609801031,0.9894170564632873,-5.772696853445964,Amide-Neg-000141,Organoheterocyclic compounds,Pyridines and derivatives
4-Cholestenone,0.025408427523935167,21.348525023940386,0.5908975021354181,0.5603514936289324,0.8710126843973043,-5.77617828697376,C8-Pos-001064,Lipids and lipid-like molecules,Steroids and steroid derivatives
Leucine,0.004604885544889585,18.029936368469333,0.199265290914508,0.8439719301706415,0.989883337268052,-5.776780655339821,Amide-Pos-000363,Organic acids and derivatives,Carboxylic acids and derivatives
Dl-Xylose,0.0178193618905908,21.223748426118814,0.5504803779479094,0.58729710963285775,0.8847897992367497,-5.777919172524767,Amide-Neg-000332,Organic oxygen compounds,Organooxygen compounds
2-(Alpha-D-Mannopyranosyl)-L-Tryptophan,0.03190880652452893,19.522095865602573,0.6259835546216688,0.5372340141661263,0.8702435540554697,-5.778784928436145,C18-Pos-002507,Organoheterocyclic compounds,Indoles and derivatives
Pg(20:3_20:4),0.010040081256817025,23.562126427253453,0.31116412099881396,0.7592505722442541,0.9497098500025731,-5.779973822452892,C8-Neg-003343,Lipids and lipid-like molecules,Glycerophospholipids
2'-Deoxyadenosine,-0.05134194082817376,19.819672600974187,-0.6204166004050435,0.5408305875459904,0.8702435540554697,-5.7821095515032654,Amide-Pos-000996,"Nucleosides, nucleotides, and analogues",Purine nucleosides
(R)-Pantetheine,0.020443876100461965,24.931995433411654,0.3920372539312043,0.6993932691121298,0.9229914195257372,-5.782703489867537,C18-Pos-001415,Organic acids and derivatives,Carboxylic acids and derivatives
"Ne,Ne,Ne-Trimethyllysine",0.02004386478466955,22.42647423124505,0.6175199005707921,0.5427070730994736,0.8702435540554697,-5.783828128330906,Amide-Pos-000682,Organic acids and derivatives,Carboxylic acids and derivatives
Pa(29:1_20:6),0.02483392213122539,20.85264190064452,0.612277965137511,0.5461115562209771,0.8702435540554697,-5.786918335995872,C8-Neg-003516,Lipids and lipid-like molecules,Glycerophospholipids
Malonic Acid,-0.007344244225599382,18.856818597227637,-0.6090697118880043,0.5482007637151343,0.8702435540554697,-5.788797084123339,Amide-Neg-000116,Organic acids and derivatives,Carboxylic acids and derivatives
(R)-Butyrylcarnitine,-0.06657579059162616,18.76243535771648,-0.607763681462878,0.5490524491943447,0.8702435540554697,-5.7895591583714605,Amide-Pos-000872,Lipids and lipid-like molecules,Fatty Acyls
Pc(18:2_20:4cooh),-0.05864995713780456,22.41182996237682,-0.6060442017690303,0.5501748101243975,0.8702435540554697,-5.79056006777283,C8-Pos-005013,Lipids and lipid-like molecules,Glycerophospholipids
Pe(19:1cooh_24:4),0.03684418078641017,20.20666346754718,0.5996047410744231,0.5543887087169803,0.8702435540554697,-5.794284084614638,C8-Neg-003487,Lipids and lipid-like molecules,Glycerophospholipids
L-Ergothioneine,-0.06760210536137114,18.845080083894064,-0.5991151343257037,0.5547097867302506,0.8702435540554697,-5.794565654137525,Amide-Pos-000860,Organic acids and derivatives,Carboxylic acids and derivatives
Pc(10:0cooh_30:8),0.018069384267499784,13.291423093786992,0.14554040377362779,0.8861019037752575,0.989883337268052,-5.794847061630361,C8-Pos-005152,Lipids and lipid-like molecules,Glycerophospholipids
Hypaphorine,-0.034617745087717346,22.54560789432675,-0.5979024462133803,0.5555054686720748,0.8702435540554697,-5.795262103503297,C18-Pos-001332,Organic acids and derivatives,Carboxylic acids and derivatives
Dl-Glutamine,-0.03254556118232602,20.95210476013561,-0.5923758530728411,0.5591391265521648,0.8710126843973043,-5.798418722431905,Amide-Pos-000475,Organic acids and derivatives,Carboxylic acids and derivatives
Octanedioic Acid,-0.01357836069467566,25.569136078224886,-0.5907244326695054,0.5602272895283986,0.8710126843973043,-5.799356449338258,C18-Neg-000283,Lipids and lipid-like molecules,Fatty Acyls
Pe(P-11:0_23:0),0.1095617207890527,20.65357293496219,0.5865162354605677,0.5630051033534793,0.8724309765506377,-5.801734516563362,C8-Pos-003830,Lipids and lipid-like molecules,Glycerophospholipids
Glu-Glu-Glu,0.01843028315475612,21.802099906332302,0.5834606457630391,0.5650265053199472,0.8724309765506377,-5.803450907163212,Amide-Pos-001625,Organic acids and derivatives,Carboxylic acids and derivatives
Diethyl Phosphate,0.026886614312060485,23.291099028752832,0.5825553887036744,0.5656260831303301,0.8724309765506377,-5.8039577394193955,C18-Pos-000645,Organic acids and derivatives,Organic phosphoric acids and derivatives
Diosgenin,0.030459082665499838,18.835013369219674,0.4261521794047464,0.6743331189881678,0.9203742609729015,-5.804416344892287,C8-Pos-001474,Lipids and lipid-like molecules,Prenol lipids
(±)5-Hepe,-0.027331897937501414,16.79958046733806,-0.5754015423498404,0.5703756835165342,0.8775010515638989,-5.807936140542502,C8-Pos-000501,Lipids and lipid-like molecules,Fatty Acyls
Uridine 5'-Diphosphoglucuronic Acid,-0.03228330028660915,19.442681715331194,-0.48615728036520917,0.6314554579541767,0.9040828239630658,-5.8098680468827615,Amide-Neg-001626,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
L-(-)-Methionine,-0.03124969299925711,18.377337798673604,-0.5660843006533333,0.5765917699516823,0.882538423395432,-5.813046062581,C18-Pos-000574,Organic acids and derivatives,Carboxylic acids and derivatives
Pc(22:5cooh_25:8),-0.062320947191028604,14.975305423416174,-0.40338622758373777,0.6905577814456632,0.9229914195257372,-5.814142960515976,C8-Pos-005561,Lipids and lipid-like molecules,Glycerophospholipids
Crotonic Acid,0.0019110313767060016,19.051779799983855,0.034788556454606025,0.9726312216602441,0.9964296448375749,-5.818696736262637,Amide-Pos-000010,Lipids and lipid-like molecules,Fatty Acyls
Pc(22:3cho_28:6),0.053002354612094064,22.639975538177517,0.5535556385438154,0.5850035924705017,0.8847897992367497,-5.81978938594692,C8-Pos-005761,Lipids and lipid-like molecules,Glycerophospholipids
4-Dodecylbenzenesulfonic Acid,-0.018947471119920373,22.622973272611674,-0.5519717478993339,0.586071332813501,0.8847897992367497,-5.8206314317004635,C8-Neg-000519,Benzenoids,Benzene and substituted derivatives
Proline Betaine,-0.024713227794915135,19.51761337151386,-0.5497751799773974,0.5875536837304519,0.8847897992367497,-5.821795308904534,Amide-Pos-000448,Organic acids and derivatives,Carboxylic acids and derivatives
Guanine,0.02701207825904434,20.239072097586895,0.5464306811031253,0.589814251412963,0.8847897992367497,-5.823558753279877,Amide-Pos-000503,Organoheterocyclic compounds,Imidazopyrimidines
Delta-Valerobetaine,-0.009690114857442984,18.42502439514712,-0.5460117855222222,0.5900976857189035,0.8847897992367497,-5.823778884777254,Amide-Pos-000558,Lipids and lipid-like molecules,Fatty Acyls
Meglumine,0.02652049820993055,23.67740511228878,0.5441062689265003,0.591387843108865,0.8847897992367497,-5.824778167151398,Amide-Pos-000710,Organic oxygen compounds,Organooxygen compounds
Asp-Leu,-0.0015009995822679323,26.95235417491872,-0.04384372355811508,0.9654431890263523,0.9964296448375749,-5.8265569840927425,C18-Pos-001333,Organic acids and derivatives,Carboxylic acids and derivatives
Pe 16:0_22:5,-0.028281217812019536,18.568981758486938,-0.21465509025144297,0.8323232601011069,0.9894170564632873,-5.826895955432408,C8-Pos-004173,Lipids and lipid-like molecules,Glycerophospholipids
3-Hydroxystigmast-5-En-7-One,-0.027728813060318082,16.78792622590656,-0.45608712886024355,0.6530087975010497,0.9102303437437121,-5.8274385426734625,C8-Pos-001621,Lipids and lipid-like molecules,Steroids and steroid derivatives
D-Glyceric Acid,-0.1227228011662085,20.061068501601163,-0.5377090259120394,0.5957292421768919,0.8847897992367497,-5.828108085390082,Amide-Neg-000135,Organic oxygen compounds,Organooxygen compounds
O-Acetylserine,0.013057567795733915,18.60186710888855,0.5374803352573747,0.5958847256810986,0.8847897992367497,-5.828226413846481,Amide-Neg-000297,Organic acids and derivatives,Carboxylic acids and derivatives
Ps(16:1_26:4),-0.023169232938545437,16.67610033398415,-0.22618446413987,0.823606403861166,0.9894170564632873,-5.828818571243158,C8-Neg-003489,Lipids and lipid-like molecules,Glycerophospholipids
"16-Hydroxycleroda-3,13-Dien-15,16-Olide",-0.003195684771333456,16.3010123899208,-0.020491468462512184,0.9839880878331703,0.9964296448375749,-5.829245427550539,C8-Pos-000642,Lipids and lipid-like molecules,Prenol lipids
Pc(20:4cooh_23:6),0.03950151543159702,17.486150437855173,0.5304790732755649,0.6008646333986618,0.8847897992367497,-5.830604988389256,C8-Neg-003538,Lipids and lipid-like molecules,Glycerophospholipids
Inosine,0.025544209430301185,20.765941570468925,0.5321421152543769,0.5995196820867879,0.8847897992367497,-5.8309745579794505,Amide-Pos-001079,"Nucleosides, nucleotides, and analogues",Purine nucleosides
Lpc(23:6),0.0213406854246018,27.198918899676986,0.5315726983360773,0.5999080450424674,0.8847897992367497,-5.831266118177448,C8-Neg-002622,Lipids and lipid-like molecules,Glycerophospholipids
"N,N-Dimethyl-Beta-Alanine Hcl",-0.04258885312250293,16.251940202582993,-0.528403496958265,0.6020717642919831,0.8847897992367497,-5.832883290757884,Amide-Pos-000235,Organic nitrogen compounds,Organonitrogen compounds
5-Methylcytosine,0.048115870472029705,24.7378632611864,0.5235025022496053,0.605425183415142,0.8859880732904516,-5.835365581691977,Amide-Pos-000296,Organoheterocyclic compounds,Diazines
"D-Myo-Inositol-1,2-Diphosphate",0.010969797730777636,14.125478695581647,0.20952532417810305,0.8360574127114777,0.9894170564632873,-5.837452321604465,Amide-Pos-001360,Organic oxygen compounds,Organooxygen compounds
Creatinine,-0.015184034050655599,15.656573322366373,-0.11371134305810242,0.910497928398118,0.9964296448375749,-5.837591656010575,Amide-Pos-000193,Organic acids and derivatives,Carboxylic acids and derivatives
3-Hydroxybutyrylcarnitine,-3.491417756255141e-4,20.95675641044423,-0.006192635698656575,0.9951203755821711,0.9984485373734159,-5.839624955415417,C18-Pos-001343,Lipids and lipid-like molecules,Fatty Acyls
L-Glutathione Oxidized Hexhydrate,-0.0181715887099931,23.28929853291021,-0.510317441705613,0.6144907098584174,0.8970667297203173,-5.841931531052796,C18-Pos-001845,Organic acids and derivatives,Carboxylic acids and derivatives
"1,3-Benzodioxolylbutanamine (Bdb)",0.013250280725314206,23.480866828051106,0.34858649274447706,0.7307135482406777,0.9448882089319108,-5.84256677498349,C18-Pos-000931,Organoheterocyclic compounds,Benzodioxoles
Triethanolamine,0.006754226135494622,18.799631088956204,0.5045396452228533,0.618483238761182,0.900358593170913,-5.844757213789193,Amide-Pos-000365,Organic nitrogen compounds,Organonitrogen compounds
Pc(9:0cho_26:1),-0.04314381535103298,17.974074207391617,-0.22138260813927446,0.8268364090429566,0.9894170564632873,-5.845455970448786,C8-Pos-004612,Lipids and lipid-like molecules,Glycerophospholipids
Xanthosine 5'-Monophosphate,-0.029960612553076558,22.694340750041206,-0.5027146541826134,0.6197468316326451,0.900358593170913,-5.845643205282962,Amide-Pos-001479,"Nucleosides, nucleotides, and analogues",Purine nucleotides
Pc(22:3cho_27:6),-0.047642834256797495,16.53015478842977,-0.4963600670777087,0.6241559489813684,0.9028139019639997,-5.848703709981577,C8-Pos-005692,Lipids and lipid-like molecules,Glycerophospholipids
Guanosine 5'-Diphospho-Α-D-Mannose,0.016116211710277932,24.142951866678153,0.307888325307935,0.7613507297520627,0.9497098500025731,-5.850222802190692,Amide-Pos-002017,"Nucleosides, nucleotides, and analogues",Purine nucleotides
Adenylyl(3'-5')Cytidine,-0.05257610314779319,16.269157944932378,-0.4869465695186238,0.6307138428384174,0.9040828239630658,-5.853167425870338,C18-Pos-001644,"Nucleosides, nucleotides, and analogues",(3'->5')-dinucleotides and analogues
N-Acetyl-1-Aspartylglutamic Acid,-0.021050565585979092,23.570668976193407,-0.38719809387095916,0.7026989615621475,0.9246038967922994,-5.853647530987946,C18-Pos-001811,Organic acids and derivatives,Carboxylic acids and derivatives
"(2s)-2-Hydroxy-3-[(Hydroxy{[(1s,2r,3r,4s,5s,6r)-2,3,4,5,6-Pentahydroxycyclohexyl]Oxy}Phosphoryl)Oxy]Propyl (12z)-12-Octadecenoate",-0.02588693610921712,17.546710453290096,-0.48552396407064446,0.6317076122703207,0.9040828239630658,-5.853834722547445,C8-Neg-002321,Lipids and lipid-like molecules,Glycerophospholipids
"N,N-Diethylethanolamine",-0.023671083785930386,21.26752965290816,-0.4838063338449645,0.6329084167303078,0.9040828239630658,-5.854637857610936,Amide-Pos-000240,Organic nitrogen compounds,Organonitrogen compounds
Vidarabine Phosphate,0.02201161870872278,22.627849160121098,0.4814695067752153,0.634543758134679,0.9040828239630658,-5.855726042127748,C18-Pos-002279,"Nucleosides, nucleotides, and analogues",Purine nucleotides
Pe(O-20:1_22:6),0.02849936739607738,23.609775663327422,0.4794432690676352,0.6359632828613517,0.9040828239630658,-5.856665417113083,C8-Pos-004759,Lipids and lipid-like molecules,Glycerophospholipids
