Name,Compound.ID,Wilcoxon_statistic,p_value,Mean_Female,Mean_Male,logFC,FDR,Bonferroni,Significant_FDR,Significant_Bonferroni,Direction
PC 19:1_19:1,C8-Pos-000144,106,0.05309795728558344,26.35572286166429,26.12031625949089,-0.012943896736055456,0.962267616477685,1,FALSE,FALSE,Higher in Females
Monolaurin,C8-Pos-000145,69,0.8852339144732017,22.96707219526618,22.90979503746339,-0.0036024044115313346,1,1,FALSE,FALSE,Higher in Females
PS 20:2_20:2,C8-Pos-000146,78,0.7508318840891169,19.959476509678485,19.688743219238575,-0.019702859243183022,0.9892971093001639,1,FALSE,FALSE,Higher in Females
PC O-34:2,C8-Pos-000147,70,0.9309874465595671,21.424857211860182,21.52758858823052,0.006901135759927912,1,1,FALSE,FALSE,Higher in Males
"NCGC00347859-02!2,3-dihydroxypropyl 13-methyltetradecanoate",C8-Pos-000151,66,0.7508318840891169,22.695428426235452,22.814610343088994,0.007556291232861912,0.9892971093001639,1,FALSE,FALSE,Higher in Males
SM 8:1;2O/28:1,C8-Pos-000152,72,1,27.593995299154326,27.584408028175172,-5.013377554410159e-4,1,1,FALSE,FALSE,Higher in Females
Tris(2-butoxyethyl) phosphate,C8-Pos-000156,86,0.4357306600317366,25.346732246013406,25.14531664517442,-0.011510043113006043,0.962267616477685,1,FALSE,FALSE,Higher in Females
"17-(1-Hydroxyethyl)-10,13-dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-one",C8-Pos-000157,62,0.5833604667027033,21.326944911006066,21.33993938692554,8.787642620772077e-4,0.962267616477685,1,FALSE,FALSE,Higher in Males
Linoleoylcarnitine,C8-Pos-000159,86,0.4357306600317366,21.163970542522595,20.87125965019061,-0.02009264022960259,0.962267616477685,1,FALSE,FALSE,Higher in Females
1-Linoleoyl glycerol,C8-Pos-000160,87,0.40250382378200356,18.21657809259933,17.785027381758642,-0.03458878483956548,0.962267616477685,1,FALSE,FALSE,Higher in Females
1-Palmitoyl-2-oleoyl-phosphatidylglycerol,C8-Pos-000161,71,0.9769702553219757,23.376811043923578,23.375991198065535,-5.0597504196259196e-5,1,1,FALSE,FALSE,Higher in Females
Ethyl myristate,C8-Pos-000162,60,0.5067205148778585,21.04084545280593,21.190054330824232,0.010194611301779887,0.962267616477685,1,FALSE,FALSE,Higher in Males
PC O-38:4,C8-Pos-000163,60,0.5067205148778585,22.670505951854203,22.95020809470266,0.017690645973916445,0.962267616477685,1,FALSE,FALSE,Higher in Males
PC(16:1_17:1),C8-Pos-000166,57,0.6008776409544789,17.54003128229248,17.625280722142097,0.006994915047499705,0.962267616477685,1,FALSE,FALSE,Higher in Males
1-Palmitoyl-3-oleoyl-sn-glycero-2-phosphoethanolamine,C8-Pos-000169,84,0.5067205148778585,24.945799782996517,24.832224211779277,-0.006583435200880243,0.962267616477685,1,FALSE,FALSE,Higher in Females
Stearoyl-L-carnitine,C8-Pos-000170,64,0.9264448963254215,20.901983437121977,20.907551081361007,3.8423832616514477e-4,1,1,FALSE,FALSE,Higher in Males
PC 20:0_22:6,C8-Pos-000172,78,0.7508318840891169,20.555586192075385,20.414918879352953,-0.009906679527496532,0.9892971093001639,1,FALSE,FALSE,Higher in Females
1-Monolinolenin,C8-Pos-000174,55,0.7426659029196823,23.938938448394996,24.0013971782125,0.003759212344837455,0.9892971093001639,1,FALSE,FALSE,Higher in Males
PC 14:0_16:3,C8-Pos-000177,89,0.3407786135629546,24.50896635841611,24.40276587342309,-0.006264965349674396,0.962267616477685,1,FALSE,FALSE,Higher in Females
PE 18:1_18:1,C8-Pos-000181,58,0.4357306600317366,19.432159806463,19.52665774833273,0.006998773989301817,0.962267616477685,1,FALSE,FALSE,Higher in Males
PC 16:2_22:6,C8-Pos-000182,59,0.47048642205878966,22.11605552697528,22.248065217130296,0.00858577987057934,0.962267616477685,1,FALSE,FALSE,Higher in Males
"2,5-Bis(5-tert-butyl-benzoxazol-2-yl)thiophene",C8-Pos-000186,74,0.9309874465595671,21.62326612019242,21.598913219427544,-0.0016257307437707897,1,1,FALSE,FALSE,Higher in Females
"1-Hexadecyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine",C8-Pos-000187,57,0.8438314252467704,19.799482669095905,19.87228242667481,0.005294847197977343,1,1,FALSE,FALSE,Higher in Males
SM 8:1;2O/24:0,C8-Pos-000189,81,0.623604884395689,21.211390747010608,21.150149582365714,-0.004171349077312476,0.962267616477685,1,FALSE,FALSE,Higher in Females
"1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine",C8-Pos-000191,91,0.1315876064066685,18.3085228868497,17.844602798405525,-0.03702761174017625,0.962267616477685,1,FALSE,FALSE,Higher in Females
PE 16:1_22:6,C8-Pos-000192,81,0.623604884395689,19.363543248366007,19.258784979611157,-0.007826281448643177,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC O-36:5,C8-Pos-000194,79,0.7074539677020747,20.6999698365385,20.50247419358111,-0.013830643960824427,0.982042033132202,1,FALSE,FALSE,Higher in Females
1-Stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,C8-Pos-000195,75,0.8852339144732017,20.653072832637307,20.524421720557402,-0.009014872193298752,1,1,FALSE,FALSE,Higher in Females
PC 16:2_28:7,C8-Pos-000196,45,0.16880122470454223,16.71478862870043,16.033110675700474,-0.060070752904198485,0.962267616477685,1,FALSE,FALSE,Higher in Females
LPE 38:4,C8-Pos-000197,22,0.5244497218060844,18.248807566713253,18.508856879274884,0.02041359910892296,0.962267616477685,1,FALSE,FALSE,Higher in Males
PC 16:0_18:5,C8-Pos-000200,15,0.2724904834699518,17.88685717436384,18.446305730977688,0.044431994854284416,0.962267616477685,1,FALSE,FALSE,Higher in Males
(R)-Ketamine,C8-Pos-000202,101,0.09987740276926413,23.33741799497944,23.13824710212557,-0.012365379511395064,0.962267616477685,1,FALSE,FALSE,Higher in Females
PS 16:4_26:4,C8-Pos-000203,99,0.12602212177037309,22.358146822138913,21.958691539900506,-0.02600852334385924,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC(17:0_18:1),C8-Pos-000204,58,0.4357306600317366,22.578589386243355,22.56679224171699,-7.539943922722504e-4,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC O-40:5,C8-Pos-000207,69,0.8777166830732149,19.2551882692847,19.11535972499456,-0.010514879299904238,1,1,FALSE,FALSE,Higher in Females
PC 22:4_22:4,C8-Pos-000208,84,0.5067205148778585,22.074659104185624,21.818231214436032,-0.016857010377371473,0.962267616477685,1,FALSE,FALSE,Higher in Females
PE 19:1_19:2,C8-Pos-000209,73,0.9769702553219757,20.35421568845448,20.300854585466947,-0.003787170571619583,1,1,FALSE,FALSE,Higher in Females
1-(1Z-Octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,C8-Pos-000211,33,0.26326844938704,17.87123961542237,18.134653422250853,0.02110946519274895,0.962267616477685,1,FALSE,FALSE,Higher in Males
Penicillin G,C8-Pos-000212,65,0.7074539677020747,21.78297510759836,21.795781254600058,8.479069549621361e-4,0.982042033132202,1,FALSE,FALSE,Higher in Males
PE 20:2_22:6,C8-Pos-000215,77,0.7950121719642382,22.985261049312317,22.965191175816162,-0.001260257838749366,0.9968772717540041,1,FALSE,FALSE,Higher in Females
SM 8:1;2O/26:1,C8-Pos-000217,78,0.7508318840891169,22.65625092149239,22.62476745918932,-0.0020061846609576244,0.9892971093001639,1,FALSE,FALSE,Higher in Females
Spectral Match to 2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine from NIST14,C8-Pos-000219,72,1,25.25390908670598,25.195332761685798,-0.003350211360963979,1,1,FALSE,FALSE,Higher in Females
Monopalmitolein (9c),C8-Pos-000220,62,0.9212120545847358,17.792647799394945,17.862940618594013,0.005688378038279867,1,1,FALSE,FALSE,Higher in Males
PC 14:0_15:0,C8-Pos-000221,38,0.05309795728558344,21.017490339056916,21.310331573871228,0.019962630673058302,0.962267616477685,1,FALSE,FALSE,Higher in Males
Dibutyl hexanedioate,C8-Pos-000222,60,0.5067205148778585,19.124149319039965,19.168536815071366,0.003344641264357305,0.962267616477685,1,FALSE,FALSE,Higher in Males
"2,4-Di-tert-butylphenyl 3,5-di-tert-butyl-4-hydroxybenzoate",C8-Pos-000224,71,0.9769702553219757,17.547501190021734,17.539284453500144,-6.757099592495757e-4,1,1,FALSE,FALSE,Higher in Females
Spectral Match to 1-Hexadecylpyridinium from NIST14,C8-Pos-000225,56,0.5587598228708937,20.25944228976183,20.30908345641423,0.0035306730713006262,0.962267616477685,1,FALSE,FALSE,Higher in Males
PS 20:4_22:6,C8-Pos-000226,36,0.040404119588223736,25.387860894843225,25.666772657936413,0.01576305978559686,0.962267616477685,1,FALSE,FALSE,Higher in Males
PE 22:4_22:5,C8-Pos-000227,25,0.0072599549881905735,23.496443695065793,23.881268706110422,0.02343706847830854,0.962267616477685,1,FALSE,FALSE,Higher in Males
Monoerucin,C8-Pos-000231,47,0.1572127533400039,19.425240868757715,19.621020799305835,0.014467613025163991,0.962267616477685,1,FALSE,FALSE,Higher in Males
"(Z,E)-Tetradeca-9,12-dienol",C8-Pos-000233,43,0.09987740276926413,24.670359377198743,24.851436226880054,0.010550499396716434,0.962267616477685,1,FALSE,FALSE,Higher in Males
Cer 18:2;2O/18:0,C8-Pos-000235,53,0.28547630885188235,22.88035490653898,22.976940549787642,0.00607728097353213,0.962267616477685,1,FALSE,FALSE,Higher in Males
Palmitoyl ethanolamide,C8-Pos-000241,40,0.06896433333905408,24.55544382427523,24.724980353609176,0.009926476045342773,0.962267616477685,1,FALSE,FALSE,Higher in Males
LPC 22:6-SN2,C8-Pos-000242,42,0.08853377201422959,21.185662318875707,21.374267704864145,0.01278676145021976,0.962267616477685,1,FALSE,FALSE,Higher in Males
"Spectral Match to Decanedioic acid, bis(2-ethylhexyl) ester from NIST14",C8-Pos-000243,25,0.4948365381130974,20.829352908237105,20.850107126956832,0.0014367753744375384,0.962267616477685,1,FALSE,FALSE,Higher in Males
PE O-16:1_18:1,C8-Pos-000246,13,0.4711699984900557,18.87120994385202,19.28895692039473,0.03158820403668239,0.962267616477685,1,FALSE,FALSE,Higher in Males
PE O-26:3_13:1,C8-Pos-000248,71,0.9769702553219757,19.735453761290486,19.847090598302298,0.008137846658680514,1,1,FALSE,FALSE,Higher in Males
DG 16:0_24:6,C8-Pos-000251,70,0.9309874465595671,17.945484701208773,17.96571207081613,0.0016252273124804982,1,1,FALSE,FALSE,Higher in Males
PE O-18:2_22:4,C8-Pos-000254,37,0.046386593281398644,23.0620432487914,23.290588103904213,0.014226730668803844,0.962267616477685,1,FALSE,FALSE,Higher in Males
PE O-28:3_13:1,C8-Pos-000255,43,0.648503379652976,20.56901623584335,20.593611798765043,0.001724083352896111,0.976056521472333,1,FALSE,FALSE,Higher in Males
Dibutyl sebacate,C8-Pos-000259,59,0.47048642205878966,21.42326736857529,21.68709618546281,0.017658365473069617,0.962267616477685,1,FALSE,FALSE,Higher in Males
PC 10:0_21:2,C8-Pos-000262,36,0.040404119588223736,23.83600691928598,24.13454816308431,0.01795724614219266,0.962267616477685,1,FALSE,FALSE,Higher in Males
1-Linoleoyl-sn-glycero-3-phosphorylcholine,C8-Pos-000263,40,0.11655091953221396,22.166001922900733,22.413974341507622,0.016049908424624646,0.962267616477685,1,FALSE,FALSE,Higher in Males
"Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14",C8-Pos-000266,30,0.2364447155723038,19.931004277266556,20.061971448532063,0.009448977501582929,0.962267616477685,1,FALSE,FALSE,Higher in Males
Lupeol,C8-Pos-000269,48,0.17485330689329268,21.411877030269054,21.63280360092617,0.014809377696371515,0.962267616477685,1,FALSE,FALSE,Higher in Males
Cholest-4-en-3-one,C8-Pos-000270,80,0.6650055421020291,21.51396921539962,21.370108426494742,-0.00967949116328521,0.976056521472333,1,FALSE,FALSE,Higher in Females
PE(16:1_20:4),C8-Pos-000271,55,1,21.314488495841548,21.206391394227413,-0.007335289805868714,1,1,FALSE,FALSE,Higher in Females
Azithromycin,C8-Pos-000273,54,0.3123214216762162,18.453891315389182,18.677830909445248,0.01740185693258803,0.962267616477685,1,FALSE,FALSE,Higher in Males
PE O-18:2_22:3,C8-Pos-000274,63,0.623604884395689,20.368762321021,20.4560073870743,0.006166267031126355,0.962267616477685,1,FALSE,FALSE,Higher in Males
PC 22:5_22:5,C8-Pos-000275,53,0.28547630885188235,19.98990166749573,20.23700148961048,0.017724166853578065,0.962267616477685,1,FALSE,FALSE,Higher in Males
Diphenylphosphate,C8-Pos-000276,60,0.5067205148778585,18.610304658222486,19.109377189703014,0.03817908586305871,0.962267616477685,1,FALSE,FALSE,Higher in Males
PC(15:0_16:0),C8-Pos-000277,62,0.5833604667027033,19.39882231909435,19.424374389736574,0.001899063139976236,0.962267616477685,1,FALSE,FALSE,Higher in Males
LPE O-18:1,C8-Pos-000280,48,0.6471563379312675,21.582326833614502,21.681523431082756,0.0066157167772141826,0.976056521472333,1,FALSE,FALSE,Higher in Males
LPE O-18:2,C8-Pos-000281,46,0.2300841819162511,24.85317803076867,24.99850274201283,0.00841134464803702,0.962267616477685,1,FALSE,FALSE,Higher in Males
PE(18:0_20:4),C8-Pos-000286,69,0.8852339144732017,17.573465875882174,17.809724607492683,0.019266457402348478,1,1,FALSE,FALSE,Higher in Males
Oleoyl ethanolamide,C8-Pos-000289,64,0.6650055421020291,24.882167449607287,24.94699805358498,0.003754060204972669,0.976056521472333,1,FALSE,FALSE,Higher in Males
Ethyl palmitoleate,C8-Pos-000290,98,0.14095521914437142,23.829719993030224,23.69096129552039,-0.00842526025701574,0.962267616477685,1,FALSE,FALSE,Higher in Females
Docosanamide,C8-Pos-000291,48,0.28145768484462175,19.243457710160122,19.430875333293123,0.01398284447701821,0.962267616477685,1,FALSE,FALSE,Higher in Males
Stearic acid,C8-Pos-000293,76,0.5587598228708937,17.308451080896653,17.123988345620617,-0.015457866117024285,0.962267616477685,1,FALSE,FALSE,Higher in Females
PE 20:4_22:6,C8-Pos-000294,63,0.623604884395689,23.92114622041566,23.970929856788253,0.0029993534239677174,0.962267616477685,1,FALSE,FALSE,Higher in Males
"1,2-Dilinolenoyl-sn-glycero-3-phosphoethanolamine",C8-Pos-000295,52,0.26023620261718894,21.615677136080244,21.754855014085283,0.009259370992018883,0.962267616477685,1,FALSE,FALSE,Higher in Males
Spectral Match to 1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine from NIST14,C8-Pos-000298,46,0.2300841819162511,21.75625109786889,21.91984257075658,0.01080745508782115,0.962267616477685,1,FALSE,FALSE,Higher in Males
Docosapentaenoic acid methyl ester,C8-Pos-000299,74,0.9309874465595671,23.69555094500402,23.672358037987735,-0.0014127832673441656,1,1,FALSE,FALSE,Higher in Females
PC O-32:0,C8-Pos-000306,107,0.046386593281398644,19.039689493703904,18.521193427811884,-0.039832888039210874,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC O-32:1,C8-Pos-000307,20,0.38541823236822936,17.774490674454,18.41033600522312,0.05070773720050178,0.962267616477685,1,FALSE,FALSE,Higher in Males
"Spectral Match to 1-Heptadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine from NIST14",C8-Pos-000308,96,0.17485330689329268,23.856365564437453,23.50240639652111,-0.02156578914114152,0.962267616477685,1,FALSE,FALSE,Higher in Females
LPC 16:2-SN1,C8-Pos-000310,75,0.8852339144732017,21.391370181935976,21.34127335850895,-0.0033826351868203918,1,1,FALSE,FALSE,Higher in Females
"3',6'-Bis(diethylamino)-3H-spiro[isobenzofuran-1,9'-xanthen]-3-one",C8-Pos-000313,51,0.16293649984465736,18.006652251101247,17.586781275441798,-0.034038518557889114,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC 18:3_18:4,C8-Pos-000314,63,0.045589156179580106,19.16323204499603,18.487998788872808,-0.0517518341959749,0.962267616477685,1,FALSE,FALSE,Higher in Females
Prohexadione,C8-Pos-000315,96,0.17485330689329268,24.221138327020135,24.078303720117756,-0.008532909326931305,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC 16:2_16:3,C8-Pos-000317,46,0.14095521914437142,17.352889987495736,17.921851610179544,0.04654374592954079,0.962267616477685,1,FALSE,FALSE,Higher in Males
LPC 22:5-SN1,C8-Pos-000318,47,0.25487157590150916,19.57739142146984,19.73972930245446,0.011913659111283567,0.962267616477685,1,FALSE,FALSE,Higher in Males
"Spectral Match to Cholesta-4,6-dien-3-one from NIST14",C8-Pos-000321,51,0.2365840933218762,21.70262796283402,21.987395370991713,0.018806963886271292,0.962267616477685,1,FALSE,FALSE,Higher in Males
"1,2-Didocosahexaenoyl-sn-glycero-3-phosphocholine",C8-Pos-000322,88,0.3708443333042211,21.813548508590628,21.607320185305277,-0.013704323541004346,0.962267616477685,1,FALSE,FALSE,Higher in Females
"7,9-Di-tert-butyl-1-oxaspiro[4.5]deca-6,9-diene-2,8-dione",C8-Pos-000323,99,0.04547470755522373,19.36409059650386,18.740524937006434,-0.04722238449715144,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC 18:1_24:4,C8-Pos-000324,64,0.9264448963254215,22.55428934435379,22.599991977914822,0.002920431169698745,1,1,FALSE,FALSE,Higher in Males
"1,2-dihydroxyheptadec-16-yn-4-yl acetate",C8-Pos-000326,67,0.7950121719642382,21.845005754771627,21.921179724045505,0.005021955534009598,0.9968772717540041,1,FALSE,FALSE,Higher in Males
PE 22:5_22:5,C8-Pos-000328,65,0.7074539677020747,20.062885209287764,20.13814529849426,0.0054017264208811,0.982042033132202,1,FALSE,FALSE,Higher in Males
LPC 20:1-SN1,C8-Pos-000333,90,0.3123214216762162,20.700542697244416,20.41965573962451,-0.0197100470935914,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC 8:0_18:0,C8-Pos-000334,68,0.8398599725400034,20.47482819312804,20.39360397296926,-0.005734594047352292,0.9968772717540041,1,FALSE,FALSE,Higher in Females
PE 12:0_20:1,C8-Pos-000337,21,0.45191345827907303,17.83104761516637,18.195621285944036,0.02919984544817636,0.962267616477685,1,FALSE,FALSE,Higher in Males
"1,24-Dihydroxyvitamin D3",C8-Pos-000338,56,0.3708443333042211,19.03817905216618,19.063724450453364,0.0019345083347841827,0.962267616477685,1,FALSE,FALSE,Higher in Males
PE 18:4_24:5,C8-Pos-000339,85,0.47048642205878966,19.982894975453387,19.861873070903144,-0.008763922944403523,0.962267616477685,1,FALSE,FALSE,Higher in Females
Octyl α-ketoglutarate,C8-Pos-000341,61,0.5443701458566099,19.346267352044737,19.41459040583889,0.00508602949860471,0.962267616477685,1,FALSE,FALSE,Higher in Males
LPC 20:2-SN1,C8-Pos-000342,76,0.8398599725400034,19.521743986956064,19.353279104533307,-0.01250391395363835,0.9968772717540041,1,FALSE,FALSE,Higher in Females
"(2-aminoethoxy)[2,3-bis(octadecanoyloxy)propoxy]phosphinic acid",C8-Pos-000344,72,1,19.79832374750524,19.958518070537313,0.011626316156497701,1,1,FALSE,FALSE,Higher in Males
PC 13:0_24:5,C8-Pos-000345,91,0.28547630885188235,29.337255877240032,29.09432712685108,-0.011996050928261113,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC 19:2_20:5,C8-Pos-000346,89,0.16611997044958757,19.401708356045255,18.96547915205982,-0.0328078689893339,0.962267616477685,1,FALSE,FALSE,Higher in Females
Norethandrolone,C8-Pos-000347,91,0.28547630885188235,20.078822763410614,19.833501130073213,-0.017735312126998453,0.962267616477685,1,FALSE,FALSE,Higher in Females
PE 17:2_17:2,C8-Pos-000348,87,0.40250382378200356,19.794612772672995,19.53453048784411,-0.019081264487105096,0.962267616477685,1,FALSE,FALSE,Higher in Females
Palmitoleic acid,C8-Pos-000353,55,0.3407786135629546,20.164952460980818,20.35231835156295,0.013343138005758905,0.962267616477685,1,FALSE,FALSE,Higher in Males
Ethyl oleate,C8-Pos-000358,98,0.14095521914437142,20.227279941484582,19.69521621813792,-0.03845707163522001,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC 20:4_20:5,C8-Pos-000359,56,0.648503379652976,18.625239025569787,18.358447032079244,-0.020814916182414777,0.976056521472333,1,FALSE,FALSE,Higher in Females
LPC 20:3-SN1,C8-Pos-000361,69,0.8777166830732149,19.274259655235383,19.243833464168507,-0.0022792262306009017,1,1,FALSE,FALSE,Higher in Females
Methyl Deoxycholate,C8-Pos-000363,97,0.060498190718590805,22.701482145891287,22.195927792260324,-0.03249147726015072,0.962267616477685,1,FALSE,FALSE,Higher in Females
Cer 18:2;2O/16:0,C8-Pos-000364,95,0.1939308522824107,24.06211978391221,23.37085732335612,-0.042053086116027476,0.962267616477685,1,FALSE,FALSE,Higher in Females
Miltefosine,C8-Pos-000366,86,0.0926813232523082,20.885694138959046,20.508419766452292,-0.02629876022815519,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC 20:3_22:6,C8-Pos-000369,32,0.332921608065566,22.391230366769673,21.083370704668987,-0.08682826810425129,0.962267616477685,1,FALSE,FALSE,Higher in Females
"1,4-Anhydro-6-O-[(9Z)-9-octadecenoyl]-D-glucitol",C8-Pos-000370,63,0.623604884395689,21.313367581327185,21.388209580570585,0.0050571570839366385,0.962267616477685,1,FALSE,FALSE,Higher in Males
LPE 20:3,C8-Pos-000372,82,0.5833604667027033,21.844874438807963,21.75432830478158,-0.005992341057460868,0.962267616477685,1,FALSE,FALSE,Higher in Females
LPE 22:3,C8-Pos-000376,70,0.9309874465595671,23.777662693097007,23.82197093697987,0.0026858737056670292,1,1,FALSE,FALSE,Higher in Males
LPE 24:5,C8-Pos-000377,81,0.623604884395689,24.900877955314833,24.814583683110214,-0.005008359150035889,0.962267616477685,1,FALSE,FALSE,Higher in Females
Solanidine,C8-Pos-000378,85,0.25487157590150916,20.119892036680042,19.726899755067247,-0.028458321207960453,0.962267616477685,1,FALSE,FALSE,Higher in Females
PE 15:1_19:2,C8-Pos-000387,85,0.47048642205878966,21.467573322508755,21.531536861479378,0.004292179449393634,0.962267616477685,1,FALSE,FALSE,Higher in Males
"Dodecanamide,N-[3-(dimethyloxidoamino)propyl]",C8-Pos-000388,75,0.8852339144732017,21.344588513467176,21.326338153667596,-0.0012340817150824788,1,1,FALSE,FALSE,Higher in Females
Terpestacin,C8-Pos-000391,97,0.1572127533400039,19.34960205792989,18.605385798556863,-0.056583590059122925,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC O-40:6,C8-Pos-000396,48,0.17485330689329268,19.43953849674496,19.54559426264695,0.007849479744975263,0.962267616477685,1,FALSE,FALSE,Higher in Males
NP-022805,C8-Pos-000398,45,0.12602212177037309,21.274181887062177,21.35887445275424,0.005731970247701885,0.962267616477685,1,FALSE,FALSE,Higher in Males
"Spectral Match to 1-Hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoserine from NIST14",C8-Pos-000399,93,0.2365840933218762,21.85394984117658,21.70163321353745,-0.010090432671432002,0.962267616477685,1,FALSE,FALSE,Higher in Females
N-[3-(Dimethylamino)propyl]dodecanamide,C8-Pos-000400,68,0.8398599725400034,23.695872874856335,23.72524760265557,0.001787337756555742,0.9968772717540041,1,FALSE,FALSE,Higher in Males
Dioctyl sulfosuccinate,C8-Pos-000403,35,1,24.132246012244547,23.926164085810566,-0.012373076639728751,1,1,FALSE,FALSE,Higher in Females
Cer 18:1;2O/18:0,C8-Pos-000404,88,0.3708443333042211,28.13326825940723,28.062790869789296,-0.003618667763542442,0.962267616477685,1,FALSE,FALSE,Higher in Females
"Bis(2,2,6,6-tetramethyl-4-piperidyl)sebacate",C8-Pos-000405,47,0.8501067391385257,19.345023841423142,19.315251202262395,-0.0022220663104014857,1,1,FALSE,FALSE,Higher in Females
6-[1-Hydroxy-1-(3-methyl-5-oxooxolan-2-yl)ethyl]-4-methoxy-3-methylpyran-2-one,C8-Pos-000407,86,0.4357306600317366,26.431833125992625,26.103209984816644,-0.018049253674617703,0.962267616477685,1,FALSE,FALSE,Higher in Females
Bis(7-methyloctyl) adipate,C8-Pos-000410,24,0.5508020125828832,20.296215099200907,20.505264094301953,0.0147836104757282,0.962267616477685,1,FALSE,FALSE,Higher in Males
Diethyleneglycol dibenzoate,C8-Pos-000411,56,0.3708443333042211,19.562520857484813,19.77058609401579,0.015263349788032426,0.962267616477685,1,FALSE,FALSE,Higher in Males
LPC 22:4-SN2,C8-Pos-000412,61,0.5443701458566099,21.27601485521579,21.48388922168817,0.014027238213197055,0.962267616477685,1,FALSE,FALSE,Higher in Males
"Didodecyl 3,3'-thiodipropionate dioxide",C8-Pos-000414,32,0.3074341659273953,19.20473162869361,19.42873080071605,0.016729855192752642,0.962267616477685,1,FALSE,FALSE,Higher in Males
3-Oxo-4-cholestenoic acid,C8-Pos-000415,26,0.22976627046113793,23.46720644055788,23.146757603815658,-0.01983599722070559,0.962267616477685,1,FALSE,FALSE,Higher in Females
PE 18:0_24:5,C8-Pos-000417,58,0.4357306600317366,20.012904211090074,20.18356989753958,0.01225082669413881,0.962267616477685,1,FALSE,FALSE,Higher in Males
13-Oxooctadecanoic acid,C8-Pos-000420,56,0.3708443333042211,20.6639896523239,20.755922124599582,0.006404201938220689,0.962267616477685,1,FALSE,FALSE,Higher in Males
LPC O-18:1,C8-Pos-000423,73,0.9769702553219757,19.451948215242325,19.455785879610204,2.846004527837312e-4,1,1,FALSE,FALSE,Higher in Males
11-Hydroxy-δ(9)-THC,C8-Pos-000426,69,0.8852339144732017,18.21730551075507,18.52404298761338,0.024089421669622548,1,1,FALSE,FALSE,Higher in Males
PC O-40:4,C8-Pos-000429,45,0.12602212177037309,23.215272716919383,23.34752650947406,0.008195486823257004,0.962267616477685,1,FALSE,FALSE,Higher in Males
Lauric acid ethyl ester,C8-Pos-000430,64,0.6650055421020291,20.559258565414925,20.568886126441907,6.754321113800388e-4,0.976056521472333,1,FALSE,FALSE,Higher in Males
"Cholan-24-oic acid, 12-hydroxy-3-oxo-, methyl ester (with partial stereo definitions)",C8-Pos-000432,62,0.5833604667027033,23.103734556383127,23.108713559558907,3.108765499736352e-4,0.962267616477685,1,FALSE,FALSE,Higher in Males
PE O-28:3_9:0,C8-Pos-000434,74,0.9309874465595671,20.33012689314244,20.151412130832156,-0.012738279352851375,1,1,FALSE,FALSE,Higher in Females
Dodecanedioic acid,C8-Pos-000438,57,0.40250382378200356,22.12701055280111,22.191842505508447,0.004220903607642131,0.962267616477685,1,FALSE,FALSE,Higher in Males
"N,N'-Diphenylurea",C8-Pos-000439,20,0.1570523397079204,22.489217179613682,22.71268137936933,0.014264591954661069,0.962267616477685,1,FALSE,FALSE,Higher in Males
"1,2-Ethanediol, 1-[(2S,4aR,4bS,7S,8aS)-2,3,4,4a,4b,5,6,7,8,8a,9,10-dodecahydro-7-hydroxy-2,4b,8,8-tetramethyl-2-phenanthrenyl]-",C8-Pos-000440,19,0.5612758361345778,21.66559022172988,21.749025696142187,0.005545233595612073,0.962267616477685,1,FALSE,FALSE,Higher in Males
"7,9-Dihydroxy-3,6-dimethyl-10-methylenedecahydrocyclodeca[b]furan-2(3H)-one",C8-Pos-000441,23,0.8303242576557953,19.431577709734476,18.942983712117798,-0.03673945472949932,0.9968772717540041,1,FALSE,FALSE,Higher in Females
2-(5-Oxovaleryl)phosphatidylcholine,C8-Pos-000442,98,0.14095521914437142,21.540357589420015,21.336216341499917,-0.013737841643148965,0.962267616477685,1,FALSE,FALSE,Higher in Females
