Name,Compound.ID,Wilcoxon_statistic,p_value,Mean_Female,Mean_Male,logFC,FDR,Bonferroni,Significant_FDR,Significant_Bonferroni,Direction
PE O-24:3_17:0,C8-Pos-000444,75,0.3579333698933999,21.385008543164847,21.279865954169157,-0.007110720497661322,0.962267616477685,1,FALSE,FALSE,Higher in Females
Pebulate,C8-Pos-000448,76,0.8398599725400034,22.303568253571612,22.228620582431436,-0.004856115919549182,0.9968772717540041,1,FALSE,FALSE,Higher in Females
Nootkatone,C8-Pos-000451,86,0.4357306600317366,22.182839847448,22.08527396462295,-0.006359342248952291,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC 22:5_22:6,C8-Pos-000454,88,0.18575772936738782,17.260292256851354,16.83080852137392,-0.0363524101291849,0.962267616477685,1,FALSE,FALSE,Higher in Females
2-Hydroxypropyl stearate,C8-Pos-000455,67,0.7950121719642382,23.14848365928834,23.149395100411752,5.680310304535597e-5,0.9968772717540041,1,FALSE,FALSE,Higher in Males
PC 21:2_21:2,C8-Pos-000463,70,0.9309874465595671,15.918099964164066,15.944631433807034,0.0024026081160349556,1,1,FALSE,FALSE,Higher in Males
16-Deoxyvertaline B,C8-Pos-000466,77,0.7950121719642382,22.829432729020585,22.740788066586234,-0.005612760876215302,0.9968772717540041,1,FALSE,FALSE,Higher in Females
1-Hexadecyl-sn-glycero-3-phosphocholine,C8-Pos-000467,76,0.8398599725400034,21.095888934950132,21.070717435318407,-0.0017224436647890816,0.9968772717540041,1,FALSE,FALSE,Higher in Females
PC 15:0_22:2,C8-Pos-000470,84,0.5067205148778585,20.642200528251905,20.573982286573347,-0.004775707118783064,0.962267616477685,1,FALSE,FALSE,Higher in Females
Cer 18:2;2O/14:0,C8-Pos-000471,64,0.6650055421020291,20.47555734720124,20.544346359956812,0.004838707633658865,0.976056521472333,1,FALSE,FALSE,Higher in Males
LPE 18:2,C8-Pos-000472,98,0.14095521914437142,22.999994155115925,22.505325019888456,-0.03136709439766212,0.962267616477685,1,FALSE,FALSE,Higher in Females
LPC 32:5-SN1,C8-Pos-000473,96,0.17485330689329268,19.73086002283631,19.55717652473434,-0.012755738172000127,0.962267616477685,1,FALSE,FALSE,Higher in Females
"trans-4'-Ethyl-(1,1'-bicyclohexyl)-4-carboxylic acid",C8-Pos-000475,82,0.5833604667027033,24.71869786160889,24.557094924627798,-0.009462844876103578,0.962267616477685,1,FALSE,FALSE,Higher in Females
"8-Hydroxy-16-methyloxacyclohexadeca-3,11,13-trien-2-one",C8-Pos-000477,91,0.28547630885188235,17.761118176356185,17.29580436966478,-0.038300301294230094,0.962267616477685,1,FALSE,FALSE,Higher in Females
"3-[1-Decenyl]dihydro-2,5-furandione",C8-Pos-000478,77,0.7950121719642382,21.84528473701401,21.7735779179371,-0.004743414164292205,0.9968772717540041,1,FALSE,FALSE,Higher in Females
PE(18:0_22:6),C8-Pos-000480,83,0.5443701458566099,16.23618611294152,15.957792624734989,-0.024951679297506628,0.962267616477685,1,FALSE,FALSE,Higher in Females
3-Epilupeol,C8-Pos-000481,92,0.26023620261718894,21.031969234999693,21.00419679982284,-0.0019063184924907365,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC 8:0_8:0,C8-Pos-000482,88,0.3708443333042211,20.22003130305056,19.888339392657386,-0.02386240953936232,0.962267616477685,1,FALSE,FALSE,Higher in Females
5-(Hydroxymethyl)-3-(1-hydroxy-4-methylhexyl)oxolan-2-one,C8-Pos-000485,67,0.7950121719642382,17.654186301639626,17.660745759983822,5.359374961504508e-4,0.9968772717540041,1,FALSE,FALSE,Higher in Males
PC O-30:0,C8-Pos-000486,95,0.1939308522824107,22.780877977871647,22.45688847463277,-0.020665301508402345,0.962267616477685,1,FALSE,FALSE,Higher in Females
Minoxidil,C8-Pos-000488,88,0.3708443333042211,20.52077817202628,20.448287623234606,-0.005105406352991175,0.962267616477685,1,FALSE,FALSE,Higher in Females
(+/-)8-HEPE,C8-Pos-000489,87,0.40250382378200356,21.286752958493928,20.90865257042354,-0.02585580815759954,0.962267616477685,1,FALSE,FALSE,Higher in Females
Citroflex 2,C8-Pos-000492,75,0.8852339144732017,19.267770370726666,19.09763876082969,-0.012795361465984596,1,1,FALSE,FALSE,Higher in Females
Avocadenol D,C8-Pos-000494,25,0.29795306160816787,22.12219985291066,21.63787065694551,-0.0319363225094369,0.962267616477685,1,FALSE,FALSE,Higher in Females
Betulin,C8-Pos-000495,84,0.5067205148778585,21.024021829561114,20.465776395629653,-0.038825280429126335,0.962267616477685,1,FALSE,FALSE,Higher in Females
PE O-18:2_16:1,C8-Pos-000497,53,0.2893148323819877,19.48186890545788,19.246657071863286,-0.017524194874456504,0.962267616477685,1,FALSE,FALSE,Higher in Females
SM 8:1;2O/24:1,C8-Pos-000503,43,0.8242120391033195,21.027728794235152,21.001256297128435,-0.0018174003137765467,0.9968772717540041,1,FALSE,FALSE,Higher in Females
PE 16:1_16:1,C8-Pos-000504,31,0.0979609839259926,20.099397584412362,20.64619054855649,0.038723351090823754,0.962267616477685,1,FALSE,FALSE,Higher in Males
"7a-Acetyl-3,4,4a,7a-tetrahydro-4a-hydroxy-2,6,7-trimethyl-2-(4,8,12-trimethyltridecyl)cyclopenta[b]pyran-5(2H)-one",C8-Pos-000506,41,0.6650055421020291,22.690513354616435,22.65906231299632,-0.002001089023780536,0.976056521472333,1,FALSE,FALSE,Higher in Females
1-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]ethanone,C8-Pos-000507,70,0.9309874465595671,21.584743020332205,21.616288892848612,0.002106944205423733,1,1,FALSE,FALSE,Higher in Males
"2-Amino-1,3,4-octadecanetriol",C8-Pos-000511,55,0.5181302014501532,18.433988419587905,18.490098731347853,0.004384678786970452,0.962267616477685,1,FALSE,FALSE,Higher in Males
PC O-34:0,C8-Pos-000513,91,0.28547630885188235,18.533153675059605,18.141087328613068,-0.03084746720594157,0.962267616477685,1,FALSE,FALSE,Higher in Females
"2-Ethyl-N-({(2R,4S,5R)-5-[6-(2-furyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)butanamide",C8-Pos-000514,93,0.2365840933218762,17.776261107412303,17.510952677796226,-0.021694337816126053,0.962267616477685,1,FALSE,FALSE,Higher in Females
Dehydropipernonaline,C8-Pos-000517,62,0.8294475889935781,17.81274944524328,17.77079105462458,-0.003402314062851785,0.9968772717540041,1,FALSE,FALSE,Higher in Females
LPE 24:4,C8-Pos-000520,92,0.26023620261718894,21.50176831870671,21.27647139105396,-0.015196406757581006,0.962267616477685,1,FALSE,FALSE,Higher in Females
N-Stearoylsphinganine,C8-Pos-000521,81,0.623604884395689,17.55884339142548,17.413333890525557,-0.012005374732897985,0.962267616477685,1,FALSE,FALSE,Higher in Females
Methyltestosterone,C8-Pos-000522,75,0.33902086286986755,18.375284504686825,18.107131351771358,-0.02120858401931004,0.962267616477685,1,FALSE,FALSE,Higher in Females
"4-[(1E,3E)-Hepta-1,3-dienyl]-3-(hydroxymethyl)cyclohexane-1,2-diol",C8-Pos-000523,42,0.8382564863858263,17.610396365063565,17.649990189392614,0.0032400006692751638,0.9968772717540041,1,FALSE,FALSE,Higher in Males
(5Z)-3-Hydroxy-5-dodecenoic acid,C8-Pos-000525,75,0.8852339144732017,22.477171739678226,22.43675359239859,-0.0025965700370965935,1,1,FALSE,FALSE,Higher in Females
"NCGC00381029-01!1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one",C8-Pos-000532,87,0.40250382378200356,19.594526033452503,19.431463743819332,-0.012056095282907757,0.962267616477685,1,FALSE,FALSE,Higher in Females
1-Pentadecanoyl-sn-glycero-3-phosphocholine,C8-Pos-000534,79,0.7074539677020747,22.211492940068247,22.1066691913116,-0.006824695666037169,0.982042033132202,1,FALSE,FALSE,Higher in Females
DG 18:1_20:4,C8-Pos-000539,63,0.623604884395689,22.954875365717676,23.08052183188,0.007875243607578084,0.962267616477685,1,FALSE,FALSE,Higher in Males
Panaxadiol,C8-Pos-000541,60,1,17.862079416163848,18.082634016532076,0.01770480224744881,1,1,FALSE,FALSE,Higher in Males
Palmitic acid,C8-Pos-000543,65,0.5035147104262714,19.111203302524046,18.784895401863988,-0.024845535090928607,0.962267616477685,1,FALSE,FALSE,Higher in Females
Eicosapentaenoic acid methyl ester,C8-Pos-000544,49,0.6985353583033387,21.424298502928895,21.38669390173921,-0.0025344885767232513,0.982042033132202,1,FALSE,FALSE,Higher in Females
LPE 20:1,C8-Pos-000550,88,0.3708443333042211,20.994028184433123,20.808534594648687,-0.01280363790025198,0.962267616477685,1,FALSE,FALSE,Higher in Females
Acaranoic acid,C8-Pos-000554,47,0.1572127533400039,30.705093992551234,30.754162586072873,0.0023036735398174217,0.962267616477685,1,FALSE,FALSE,Higher in Males
Cer 18:1;2O/14:0,C8-Pos-000555,91,0.28547630885188235,18.116469562392222,17.727077723208808,-0.03134710816537472,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC O-32:6,C8-Pos-000556,94,0.21449380778351745,21.84308522135185,21.686634035414684,-0.010370492888371498,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC 18:5_24:6,C8-Pos-000559,32,0.6854434826775222,19.5013791744513,19.216123128799044,-0.021258857341101115,0.982042033132202,1,FALSE,FALSE,Higher in Females
PC O-33:2,C8-Pos-000561,82,0.5833604667027033,18.2795280591684,18.085292141135746,-0.015411920592412361,0.962267616477685,1,FALSE,FALSE,Higher in Females
SM 11:0;2O/22:1,C8-Pos-000562,32,0.505160263091456,19.84319135964419,20.506498140962524,0.047437074812437405,0.962267616477685,1,FALSE,FALSE,Higher in Males
"1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE",C8-Pos-000565,87,0.40250382378200356,18.54466276850199,18.388425474382835,-0.01220607995233203,0.962267616477685,1,FALSE,FALSE,Higher in Females
Oxacyclohexadecen-2-one,C8-Pos-000571,90,0.3123214216762162,25.97149403176563,25.762749241982426,-0.011642451433960045,0.962267616477685,1,FALSE,FALSE,Higher in Females
Spectral Match to Prostaglandin F2.alpha. dimethylamine from NIST14,C8-Pos-000572,37,0.046386593281398644,21.804888369830202,22.268721518248874,0.030367128590883932,0.962267616477685,1,FALSE,FALSE,Higher in Males
"(3aR,8R,8aR,9aR)-8-Hydroxy-8a-methyl-3,5-bis(methylene)decahydronaphtho[2,3-b]furan-2(3H)-one",C8-Pos-000574,65,0.7074539677020747,21.31202077460945,21.36153389702583,0.0033478517912922724,0.982042033132202,1,FALSE,FALSE,Higher in Males
LPC 22:3-SN1,C8-Pos-000575,63,0.623604884395689,19.44146544084699,19.428490062003597,-9.631868708965491e-4,0.962267616477685,1,FALSE,FALSE,Higher in Females
Lumichrome,C8-Pos-000576,54,0.6935883744907081,20.028585802796552,20.232873455192802,0.01464066716901622,0.982042033132202,1,FALSE,FALSE,Higher in Males
"1-(3-Ethyl-2,4-dihydroxy-6-methoxyphenyl)-1-butanone",C8-Pos-000580,84,0.5067205148778585,19.077617388951715,18.939631854743606,-0.01047271562498443,0.962267616477685,1,FALSE,FALSE,Higher in Females
Fumagillol,C8-Pos-000582,45,1,17.404735864581095,17.24179768406727,-0.013569717599977505,1,1,FALSE,FALSE,Higher in Females
PC 14:1_20:5,C8-Pos-000584,44,0.18575772936738782,17.659811308003725,18.18647077250967,0.04239567572262063,0.962267616477685,1,FALSE,FALSE,Higher in Males
Stigmastadienone,C8-Pos-000585,59,0.5205228832757727,20.53323627744916,20.268791787646194,-0.018700937876202976,0.962267616477685,1,FALSE,FALSE,Higher in Females
18-HETE,C8-Pos-000587,75,0.8852339144732017,21.835608242051915,21.84168433016845,4.0139586197039396e-4,1,1,FALSE,FALSE,Higher in Males
Dibenzoylmethane,C8-Pos-000588,97,0.1572127533400039,22.88332096132196,22.573866732355686,-0.019642877221087294,0.962267616477685,1,FALSE,FALSE,Higher in Females
7α-Hydroxytestosterone,C8-Pos-000589,72,1,18.744178379606463,18.756201818846,9.251189810823741e-4,1,1,FALSE,FALSE,Higher in Males
Cyclo(leucylprolyl),C8-Pos-000591,32,0.19651192023450081,21.981527917399205,22.69577047396424,0.046131795304340466,0.962267616477685,1,FALSE,FALSE,Higher in Males
7-Aminonimetazepam,C8-Pos-000592,95,0.1939308522824107,29.099977642986314,28.952384477704424,-0.007335873292065986,0.962267616477685,1,FALSE,FALSE,Higher in Females
PE O-28:3_7:0,C8-Pos-000593,86,0.4357306600317366,19.96423870403466,19.786132179850362,-0.012928438805992606,0.962267616477685,1,FALSE,FALSE,Higher in Females
Lupenone,C8-Pos-000596,66,0.7508318840891169,19.884472516882933,19.966350903951902,0.005928394901887462,0.9892971093001639,1,FALSE,FALSE,Higher in Males
Basic Red 9,C8-Pos-000597,71,0.9769702553219757,25.554761165796343,25.5721487715152,9.81284162934505e-4,1,1,FALSE,FALSE,Higher in Males
"1,2-Di-(9Z-tetradecenoyl)-sn-glycero-3-phosphocholine",C8-Pos-000598,46,0.625062725233368,18.21620929129829,17.846881368551234,-0.029550777924396046,0.962267616477685,1,FALSE,FALSE,Higher in Females
1-Palmitoyl-2-azelaoylphosphatidylcholine,C8-Pos-000603,63,0.32332000913391507,17.264489796607375,16.70428945850627,-0.04758908320595734,0.962267616477685,1,FALSE,FALSE,Higher in Females
"Bis(p,p'-tert-octylphenyl)amine",C8-Pos-000605,89,0.3407786135629546,19.947677386312566,19.460820734381375,-0.03564822044686893,0.962267616477685,1,FALSE,FALSE,Higher in Females
DIETHYL 2-METHYL-3-OXOSUCCINATE,C8-Pos-000607,105,0.060601969712006154,23.658921398811348,22.824967651412805,-0.05177148770351534,0.962267616477685,1,FALSE,FALSE,Higher in Females
"1,3-Diphenylacetone",C8-Pos-000608,53,0.28547630885188235,19.665338908374206,19.957571482986275,0.021281128857886206,0.962267616477685,1,FALSE,FALSE,Higher in Males
PC O-42:6,C8-Pos-000610,87,0.40250382378200356,18.25500775642834,18.239004321764533,-0.0012653077034751087,0.962267616477685,1,FALSE,FALSE,Higher in Females
"Cholestan-3-one, (5α)-",C8-Pos-000611,85,0.47048642205878966,22.600575867490495,22.226404480260516,-0.02408494785579982,0.962267616477685,1,FALSE,FALSE,Higher in Females
Bilirubin,C8-Pos-000612,65,0.7074539677020747,20.50124729979067,20.448504953940123,-0.003716318594920044,0.982042033132202,1,FALSE,FALSE,Higher in Females
Monocaprin,C8-Pos-000613,26,0.4068130174209731,19.35347008167278,19.753627830241403,0.02952536903548288,0.962267616477685,1,FALSE,FALSE,Higher in Males
1-O-Octadecyl-sn-glyceryl-3-phosphorylcholine,C8-Pos-000614,68,0.6457638203049724,20.575747555419817,20.251394997042617,-0.02292355738837292,0.976056521472333,1,FALSE,FALSE,Higher in Females
N-Lauroyl-D-erythro-sphingosylphosphorylcholine,C8-Pos-000616,86,0.4357306600317366,27.721763877158494,27.735860289190875,7.334185146635286e-4,0.962267616477685,1,FALSE,FALSE,Higher in Males
PE 11:0_11:0,C8-Pos-000621,68,0.8398599725400034,20.657601672879363,20.92490905077985,0.018548583719047013,0.9968772717540041,1,FALSE,FALSE,Higher in Males
Cortisone,C8-Pos-000623,44,0.2934238832742103,23.86233890279598,24.171227043461787,0.018555254972844538,0.962267616477685,1,FALSE,FALSE,Higher in Males
PC 11:0_11:0,C8-Pos-000624,81,0.623604884395689,21.65057999423136,21.567550195956095,-0.005543359930924637,0.962267616477685,1,FALSE,FALSE,Higher in Females
Corticosterone,C8-Pos-000625,70,0.8294475889935781,20.67306947925399,20.64201959512297,-0.002168482425828161,0.9968772717540041,1,FALSE,FALSE,Higher in Females
PG 16:1_18:1,C8-Pos-000627,68,0.9264448963254215,20.471519221378195,20.56730568720662,0.006734642645693001,1,1,FALSE,FALSE,Higher in Males
SM 12:1;2O/26:1,C8-Pos-000628,72,1,17.57188880286561,17.410416869992446,-0.013318528139645323,1,1,FALSE,FALSE,Higher in Females
Dihomo-γ-linolenic acid ethyl ester,C8-Pos-000629,35,0.45191345827907303,21.806528671542793,21.56760825819421,-0.015893931552781758,0.962267616477685,1,FALSE,FALSE,Higher in Females
delta-Tridecalactone,C8-Pos-000630,91,0.1315876064066685,18.217416007241752,17.656995957504062,-0.04507842562109219,0.962267616477685,1,FALSE,FALSE,Higher in Females
PC 20:1_32:8,C8-Pos-000632,56,0.5587598228708937,20.404828664922334,20.501431850335567,0.006814076567428623,0.962267616477685,1,FALSE,FALSE,Higher in Males
Tridecanoic acid,C8-Pos-000635,80,0.6650055421020291,19.12563072627508,19.052035240592097,-0.005562203505995384,0.976056521472333,1,FALSE,FALSE,Higher in Females
(E)-5-(But-1-en-1-yl)-6-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,C8-Pos-000639,71,0.5114059218501165,18.142040185538384,18.075776211185108,-0.005279104229357001,0.962267616477685,1,FALSE,FALSE,Higher in Females
3-Cyclohexyl-1-(piperazin-1-yl)propan-1-one,C8-Pos-000641,72,1,20.193151512476085,20.243036943134975,0.0035596579541662186,1,1,FALSE,FALSE,Higher in Males
"N-({(2R,4S,5R)-5-[3-(4-Methoxyphenyl)-1-methyl-1H-pyrazol-5-yl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)acetamide",C8-Pos-000642,97,0.1572127533400039,16.888740256086727,16.26828387816393,-0.053999649577725045,0.962267616477685,1,FALSE,FALSE,Higher in Females
"15-Deoxy-Δ12,14-prostaglandin A1",C8-Pos-000645,83,0.5443701458566099,22.841941239800505,22.66972579280728,-0.010918323734806255,0.962267616477685,1,FALSE,FALSE,Higher in Females
2-Ethylhexyldiphenyl phosphate,C8-Pos-000650,97,0.1572127533400039,19.2640016314958,18.57354064044131,-0.05265855955944956,0.962267616477685,1,FALSE,FALSE,Higher in Females
BMP 22:5_22:6,C8-Pos-000652,97,0.1572127533400039,21.420538271797138,21.226140167366893,-0.013152683116209507,0.962267616477685,1,FALSE,FALSE,Higher in Females
5-(Hydroxymethyl)-3-(1-hydroxy-8-methylnonyl)oxolan-2-one,C8-Pos-000654,26,0.027179886800582698,15.512974859931374,16.80525487370892,0.11543705052295594,0.962267616477685,1,FALSE,FALSE,Higher in Males
Amorfrutin A,C8-Pos-000658,64,0.6650055421020291,22.472876910206477,22.684024435258415,0.013491789661931585,0.976056521472333,1,FALSE,FALSE,Higher in Males
PE 15:1_15:1,C8-Pos-000659,83,0.5443701458566099,22.91403653905102,22.546800670156664,-0.023308892846865457,0.962267616477685,1,FALSE,FALSE,Higher in Females
D-α-Tocopherol,C8-Pos-000662,44,0.11235119769046396,17.480278696093816,18.032504303670713,0.044871581558891885,0.962267616477685,1,FALSE,FALSE,Higher in Males
"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester",C8-Pos-000663,46,0.625062725233368,18.83964553524064,18.72872988527772,-0.008518756603078548,0.962267616477685,1,FALSE,FALSE,Higher in Females
O-octanoylcarnitine,C8-Pos-000665,43,0.8242120391033195,22.726245358262922,22.59990811331219,-0.008042446791560829,0.9968772717540041,1,FALSE,FALSE,Higher in Females
Friedelin,C8-Pos-000667,74,0.6443731499599503,17.154549714141748,17.025564979522684,-0.010888583726941823,0.976056521472333,1,FALSE,FALSE,Higher in Females
Heptanoylcarnitine,C8-Pos-000668,92,0.26023620261718894,18.939427518422562,18.133350207945526,-0.06274722985577222,0.962267616477685,1,FALSE,FALSE,Higher in Females
Norgestrel,C8-Pos-000681,80,0.6650055421020291,18.43572460305493,18.187148868593873,-0.01958472684801686,0.976056521472333,1,FALSE,FALSE,Higher in Females
Fentanyl,C8-Pos-000685,27,0.4320348920050075,24.348277407323177,24.14735114448834,-0.011954767483703988,0.962267616477685,1,FALSE,FALSE,Higher in Females
"6H-2-Benzopyran-3-carboxylic acid, 7-ethyl-7,8-dihydro-8-hydroxy-4,7-dimethyl-6-oxo-",C8-Pos-000687,30,0.39861511972572516,18.62325689093164,18.946053574223342,0.02479197135440887,0.962267616477685,1,FALSE,FALSE,Higher in Males
PC 14:1_15:1,C8-Pos-000694,74,0.3933016393506153,16.352272757103414,15.87648393182511,-0.04259972287406158,0.962267616477685,1,FALSE,FALSE,Higher in Females
2-Decylmalonic acid,C8-Pos-000696,57,0.6008776409544789,16.815211256947514,16.912002850854183,0.008280620832963263,0.962267616477685,1,FALSE,FALSE,Higher in Males
"2,6-Diphenylphenol",C8-Pos-000700,75,0.8852339144732017,18.723164886711224,18.727302037482165,3.18748865641921e-4,1,1,FALSE,FALSE,Higher in Males
Cortisol,C8-Pos-000701,87,0.40250382378200356,17.08159183615656,16.9319991533962,-0.012690104560954159,0.962267616477685,1,FALSE,FALSE,Higher in Females
"1-(4,6-Dimethylpyrimidin-2-yl)piperidine-4-carboxylic acid",C8-Pos-000705,42,0.5707503880581739,17.08928559709215,17.724841761356384,0.05268066020517815,0.962267616477685,1,FALSE,FALSE,Higher in Males
"3-(5,6-Dihydroxyheptyl)-4-methyl-2H-furan-5-one",C8-Pos-000708,90,0.3123214216762162,19.23062302121081,18.49199399342166,-0.056504703860408255,0.962267616477685,1,FALSE,FALSE,Higher in Females
Monoarachidin,C8-Pos-000709,65,0.792812616632073,18.647770498449066,18.543926789254353,-0.00805637841377754,0.9968772717540041,1,FALSE,FALSE,Higher in Females
Capsaicin,C8-Pos-000714,59,0.6891216451070523,26.23104328790013,26.305503391741695,0.004089469189513487,0.982042033132202,1,FALSE,FALSE,Higher in Males
"1,3-di-o-Tolylguanidine",C8-Pos-000722,76,0.5587598228708937,24.213233574747786,24.115968974377683,-0.005806979575857667,0.962267616477685,1,FALSE,FALSE,Higher in Females
