Name,Covariance,Correlation,Compound.ID,Super.Class,Class,Reliable
PS 38:5,-0.19755138359852903,-0.055014835941557455,C8-Neg-000042,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine 18:1-22:6,-1.987335180915334,-0.3244404967299596,C8-Neg-000044,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PS 20:4_22:4,-10.483162850321689,-0.3428384723845124,C8-Neg-000055,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine alkenyl 16:0-22:4,4.500489924681909,0.21556129503118984,C8-Neg-000056,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine lyso alkenyl 16:0,-0.4161825432051576,-0.13792063183770464,C8-Neg-000060,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine alkenyl 18:1-20:4,-1.3916581654877476,-0.21973978906693892,C8-Neg-000061,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Arachidic acid,9.988952979776462,0.26912758734591047,C8-Neg-000062,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Myristyl sulfate,-0.37112184205658383,-0.22284985335547805,C8-Neg-000064,Organic acids and derivatives,Organic sulfuric acids and derivatives,FALSE
Pentadecanoic acid,-0.03701449630488679,-0.0065629080938267,C8-Neg-000065,Lipids and lipid-like molecules,Fatty Acyls,FALSE
LPS 18:0,-0.6506723683175124,-0.27735612238988155,C8-Neg-000066,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine alkenyl 18:1-22:6,-4.748491246482963,-0.2166458431441322,C8-Neg-000067,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
HEPTADECANOATE,-3.4857994316094283,-0.09483609922374511,C8-Neg-000070,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PI 20:4_20:4,-2.4560101416021554,-0.07418605279369948,C8-Neg-000074,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PS 20:1_22:6,1.143820514477355,0.27080210367148627,C8-Neg-000078,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PI 16:1_20:4,-1.8133300794694194,-0.037319393159745494,C8-Neg-000080,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 18:0_20:3,-1.9289802382621688,-0.2476893973475995,C8-Neg-000081,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Myristic acid,9.275044109403215,0.28699219321450614,C8-Neg-000087,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PI 38:6,-0.5670729546847878,-0.12950362695893275,C8-Neg-000088,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PS 22:6_22:6,-7.402326985427224,-0.13689522408459512,C8-Neg-000089,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine 18:0-22:4,-20.15968020434286,-0.3700429751583157,C8-Neg-000091,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"5-[(1S,2R,4aR)-5-(Hydroxymethyl)-1,2,4a-trimethyl-1,2,3,4,4a,7,8,8a-octahydro-1-naphthalenyl]-3-methylpentanoic acid",-0.8147022075920575,-0.29655513172735587,C8-Neg-000099,Lipids and lipid-like molecules,Prenol lipids,FALSE
Phosphatidylglyceride 22:6-22:5,-0.8761238815781506,-0.26953855111539804,C8-Neg-000103,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine 16:0-22:4,16.468785725117012,0.3902338543657145,C8-Neg-000104,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine alkenyl 18:0-22:4,-0.23754829113663353,-0.05050252265653999,C8-Neg-000107,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 18:0_22:3,-1.8220612162420302,-0.031289655188271884,C8-Neg-000108,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine 18:1-22:4,8.437903630800365,0.2965361126863009,C8-Neg-000109,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine 16:0-18:1,-0.2238628239526084,-0.10497918570822533,C8-Neg-000110,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylglyceride 18:1-22:6,-15.89295658903174,-0.3504346021350971,C8-Neg-000111,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PI 16:1_18:1,-0.5154555220637703,-0.15939220007672805,C8-Neg-000112,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 38:7,0.30052817846274965,0.12915033873393494,C8-Neg-000113,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Pinolenic acid,3.027121442567313,0.16940873364260037,C8-Neg-000114,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PMeOH 16:0_18:1,-0.7805351359502786,-0.2395635449926437,C8-Neg-000115,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PS(16:1_18:1),0.012523373193119839,0.003430798505022455,C8-Neg-000119,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPS 22:6,-1.629708096910619,-0.243923528773342,C8-Neg-000121,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPI 20:4,0.2392401253219004,0.09494590528599935,C8-Neg-000130,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PG 42:9,-0.6586925095598016,-0.21217941828466808,C8-Neg-000131,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PI 20:3_20:4,4.144614112993911,0.12322536506206287,C8-Neg-000132,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 40:5,-0.5464537181842773,-0.25615921564481237,C8-Neg-000135,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE(16:1_18:1),-0.42944553250535084,-0.14670834950811953,C8-Neg-000137,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PG 34:2,-0.1992755281467319,-0.11083883042998291,C8-Neg-000138,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-sn-glycerol),-0.18097590300998423,-0.006546823855575228,C8-Neg-000140,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylinositol 18:0-22:6,0.13543499466198816,0.08121181589062099,C8-Neg-000141,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 20:4_22:4,5.16536928262992,0.255796686610824,C8-Neg-000143,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PMeOH 16:0_16:1,0.18417989361988643,0.08998566394949349,C8-Neg-000146,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"3,3',5,5'-Tetra-tert-butylbiphenyl-2,2'-diol",-5.345686366560578,-0.2344925021553178,C8-Neg-000147,Benzenoids,Benzene and substituted derivatives,FALSE
(Z)-2-Oct-7-enylpent-2-enedioic acid,-0.07588269278700731,-0.04645209427642902,C8-Neg-000148,Lipids and lipid-like molecules,Fatty Acyls,FALSE
"2,6-Di-tert-butyl-4-nitrophenol",0.3392026182013183,0.11039223065628513,C8-Neg-000151,Benzenoids,Phenols,FALSE
PE O-16:0_22:4,0.2816441941256199,0.1334042345645851,C8-Neg-000152,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PG 40:6,1.7659772921466452,0.33236901901321003,C8-Neg-000153,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PG 36:4,0.5198694512152121,0.012430623496423042,C8-Neg-000154,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPE 16:1,19.564420079479124,0.3862665302498028,C8-Neg-000155,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine 18:0-18:1,-0.6159338136227878,-0.2716778590319586,C8-Neg-000159,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylinositol lyso 16:0,-1.6966853640673434,-0.2970245203557948,C8-Neg-000161,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Palmitoyl-2-arachidonoyl-sn-glycero-3-phosphoserine,0.11253360730538227,0.04666414829524656,C8-Neg-000162,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Phosphatidylethanolamine 16:1-20:4,6.25150949666864,0.18522051658331573,C8-Neg-000163,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 42:10,-8.827747618329335,-0.24280207879456045,C8-Neg-000165,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 14:0_22:6,0.06556996935005222,0.07187397123731863,C8-Neg-000166,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
16-Hydroxyhexadecanoic acid,-0.30778866993720067,-0.11815575196708998,C8-Neg-000168,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PG 18:1_20:4,-7.200648623903249,-0.1248883298971468,C8-Neg-000170,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine",-6.341592216453326,-0.13387698243922408,C8-Neg-000175,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE O-16:1_22:3,-1.0249973239375467,-0.27723459580351095,C8-Neg-000183,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 34:4,10.536296847012492,0.29427185348073825,C8-Neg-000185,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE(16:0_16:1),-1.1516004678695722,-0.31685588419284905,C8-Neg-000189,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"8(S)-Hydroxy-(5Z,9E,11Z,14Z)-eicosatetraenoic acid",-0.4712840811330009,-0.18231598358457649,C8-Neg-000193,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PE 18:1_16:2,3.710954525129267,0.1726508090388925,C8-Neg-000194,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE O-18:2_18:1,-0.4780640354877849,-0.0833926708176524,C8-Neg-000195,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
2-Hydroxymyristic acid,-0.03830795847714097,-0.00917507589748354,C8-Neg-000196,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Phosphatidylethanolamine lyso 18:2,-5.269143838005533,-0.26399061136536695,C8-Neg-000199,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
FAHFA 11:0/7:0,-10.073679861176016,-0.22422537241490884,C8-Neg-000200,Lipids and lipid-like molecules,Fatty Acyls,FALSE
"2-[(2S,4aR,8aS)-2-Hydroxy-4a-methyl-8-methylenedecahydro-2-naphthalenyl]acrylic acid",0.9006937667045716,0.015805721621410633,C8-Neg-000201,Lipids and lipid-like molecules,Prenol lipids,FALSE
"2,5-di-tert-Butylhydroquinone",-0.2710969898094756,-0.11875758635011373,C8-Neg-000203,Benzenoids,Benzene and substituted derivatives,FALSE
"2-[(2S,4aR,8aS)-2-hydroxy-4a-methyl-8-methylidene-3,4,5,6,7,8a-hexahydro-1H-naphthalen-2-yl]prop-2-enoic acid",-0.5299635910928467,-0.11920038297322366,C8-Neg-000204,Lipids and lipid-like molecules,Prenol lipids,FALSE
Heneicosanoic acid,3.2091399797966753,0.09163269523270245,C8-Neg-000208,Lipids and lipid-like molecules,Fatty Acyls,FALSE
Anacardic acid,-0.8330290042371997,-0.2685742959136763,C8-Neg-000213,Benzenoids,Benzene and substituted derivatives,FALSE
Calcitriol,-4.0849697931989635,-0.0744540253057781,C8-Neg-000216,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
1-Palmitoylglycerol,1.8487270325394647,0.03488868924930126,C8-Pos-000001,Lipids and lipid-like molecules,Glycerolipids,FALSE
Spectral Match to 1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine from NIST14,10.593873277001986,0.20495298861802846,C8-Pos-000002,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Erucamide,-3.5163183475799915,-0.09435217368767235,C8-Pos-000003,Lipids and lipid-like molecules,Fatty Acyls,FALSE
2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine,0.19596387915066996,0.04469445111089918,C8-Pos-000004,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Stearoylglycerol,0.4823576496425525,0.015704511264840643,C8-Pos-000005,Lipids and lipid-like molecules,Glycerolipids,FALSE
PC 14:0_16:1,0.031218387985225617,0.058663408674887764,C8-Pos-000007,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine",0.08512390582724723,0.03350310030865871,C8-Pos-000008,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Palmitoyl-sn-glycero-3-phosphocholine,-0.09898522079357225,-0.10120112568340249,C8-Pos-000009,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine",-21.516601574283513,-0.41097049175647915,C8-Pos-000010,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine,0.004523818369447587,0.005228587011236095,C8-Pos-000011,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"1-Hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine",-0.037587355989345005,-0.04821686000484687,C8-Pos-000012,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"Didodecyl 3,3'-thiodipropionate oxide",-0.3640275926917815,-0.12302672991074534,C8-Pos-000013,Organic compounds,Organic acids and derivatives,FALSE
"1,2-dioleoyl-sn-glycero-3-phosphatidylcholine",-1.1838939164036526,-0.042358685090446796,C8-Pos-000014,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
DL-Dipalmitoylphosphatidylcholine,0.09695210168031893,0.2162428996581975,C8-Pos-000018,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Stearoyl-2-arachidonyl-sn-glycero-3-phosphocholine,-0.4460048112212652,-0.28766629174973307,C8-Pos-000019,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Palmitoyleicosapentaenoyl phosphatidylcholine,-3.414935408703047,-0.11875171112465772,C8-Pos-000020,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 16:1_16:2,-0.3840066479555694,-0.045350468447299445,C8-Pos-000021,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine,5.605765845282974,0.4528254328422936,C8-Pos-000022,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"1,2-Ditetradecanoyl-sn-glycero-3-phosphocholine",19.57442237986418,0.48939648924129897,C8-Pos-000023,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 17:2_17:2,4.975694332102781,0.27876193100224944,C8-Pos-000024,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Triphenyl phosphate,-0.4774582230486092,-0.07633653463278202,C8-Pos-000025,Organic acids and derivatives,Organic phosphoric acids and derivatives,FALSE
1-Palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine,-1.211793811224793,-0.2914057682454346,C8-Pos-000029,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Bis(2-ethylhexyl) sebacate,-0.16699697536674227,-0.0598798719451506,C8-Pos-000030,Lipids and lipid-like molecules,Fatty Acyls,FALSE
2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoserine,0.2675199920828883,0.05556262555640898,C8-Pos-000032,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Monoolein,0.29991591186809274,0.06676927181370655,C8-Pos-000034,Lipids and lipid-like molecules,Glycerolipids,FALSE
"N,N'-Diphenylguanidine",9.91202482551237,0.2060743073978794,C8-Pos-000035,Benzenoids,Benzene and substituted derivatives,FALSE
Bis(2-ethylhexyl)adipate,-0.13553739273570362,-0.08030958059103611,C8-Pos-000036,Lipids and lipid-like molecules,Fatty Acyls,FALSE
1-Oleoyl-sn-glycero-3-phosphocholine,-0.4386353717175442,-0.11500192661556712,C8-Pos-000038,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 15:1_15:1,5.159506047259308,0.22047093324689965,C8-Pos-000041,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Spectral Match to 1-Octadecanoyl-sn-glycero-3-phosphocholine from NIST14,-2.1712713639897685,-0.06042840361560778,C8-Pos-000042,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 12:0_28:7,3.350229322969644,0.08167854591204946,C8-Pos-000043,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 16:1_18:2,-1.5459999370528705,-0.44488936512512184,C8-Pos-000044,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine,-0.9633167765245769,-0.3453133245250324,C8-Pos-000046,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"2-(2H-Benzotriazol-2-yl)-4,6-bis(1-methyl-1-phenylethyl)phenol",-0.6690699657858732,-0.2380495434931921,C8-Pos-000047,Phenylpropanoids and polyketides,Diarylheptanoids,FALSE
Octyl decyl phthalate,-2.08279535941999,-0.03234062457604549,C8-Pos-000049,Benzenoids,Benzene and substituted derivatives,FALSE
PC 16:1_22:6,0.28210935606584164,0.14989825975015267,C8-Pos-000050,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Bis(methylbenzylidene)sorbitol,-0.6242591814708667,-0.30530345283967036,C8-Pos-000051,Phenylpropanoids and polyketides,Cinnamyl alcohols,FALSE
1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,-0.9063108526435536,-0.3872267501375251,C8-Pos-000053,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine",-0.041547370538276715,-0.06836933308692567,C8-Pos-000059,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 16:0_22:5,-0.9469242576950274,-0.32579025547856827,C8-Pos-000060,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 18:0_22:5,10.11322012734229,0.3220889213863372,C8-Pos-000061,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Muscone,3.019809516967787,0.0741345528418165,C8-Pos-000063,Organic oxygen compounds,Organooxygen compounds,FALSE
1-Stearoyl-2-arachidonoyl-sn-glycero-3-phosphoserine,0.5948091496747586,0.024706771463523663,C8-Pos-000066,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"Octadecyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate",-1.3428524528439587,-0.02896966579787198,C8-Pos-000067,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PC(18:0_20:3),0.12578149087207954,0.028077786288615687,C8-Pos-000069,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PS 22:5_22:5,-3.0015943007850203,-0.3067664410303273,C8-Pos-000071,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Mono(2-ethylhexyl) phthalate (MEHP),0.2603422940647872,0.10447327550770343,C8-Pos-000072,Benzenoids,Benzene and substituted derivatives,FALSE
PC 20:2_20:2,0.029910614138890245,0.010923879285073297,C8-Pos-000073,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Octinoxate,0.5052184528509995,0.11923863541931717,C8-Pos-000078,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,FALSE
PE O-16:1_20:4,4.319765992004487,0.20236242941622282,C8-Pos-000079,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPE 20:4,10.86127256054603,0.27994480163199065,C8-Pos-000081,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE O-16:1_22:6,4.257872134024405,0.2238614175976956,C8-Pos-000082,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Palmitoyl-2-stearoyl-sn-glycero-3-phosphocholine,5.79417557406585,0.0924806675726631,C8-Pos-000083,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Cocamidopropyl betaine,-5.606966824668071,-0.22489098330191568,C8-Pos-000087,Organic acids and derivatives,Carboxylic acids and derivatives,FALSE
Palmitoylcarnitine,0.03461479576881183,0.04048952190436669,C8-Pos-000088,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PE 16:1_22:5,11.99163337383097,0.3600017616418209,C8-Pos-000089,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 16:1_24:6,-3.6480482794096663,-0.0791628317908456,C8-Pos-000090,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPE 22:6,-0.36480636912574876,-0.1036965954806269,C8-Pos-000091,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoethanolamine,-0.16879540927983158,-0.034878686586923585,C8-Pos-000092,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
2-Arachidonoyl glycerol,-11.843619707532545,-0.24173549420789814,C8-Pos-000093,Lipids and lipid-like molecules,Endocannabinoids,FALSE
PC 20:4_22:6,-0.2921309243891287,-0.06936585803745675,C8-Pos-000094,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Lidocaine,-0.1905134365413146,-0.1497024125807296,C8-Pos-000095,Benzenoids,Benzene and substituted derivatives,FALSE
1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,14.66258369008738,0.3668248241973075,C8-Pos-000096,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"1,2-Diarachidonoyl-sn-glycero-3-phosphocholine",0.39755041387872936,0.19972596890428942,C8-Pos-000097,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPC 14:0-SN2,-1.113699278228039,-0.4116443492126234,C8-Pos-000098,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
N-(Octadecanoyl)sphing-4-enine-1-phosphocholine,-0.828495967390012,-0.2482500194371288,C8-Pos-000099,Organic compounds,Lipids and lipid-like molecules,FALSE
7-Oxocholesterol,-1.1920370997399297,-0.27251191171678935,C8-Pos-000100,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
"1,3,5-Tris(3,5-di-tert-butyl-4-hydroxybenzyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione",-1.780259946177693,-0.3310452773546079,C8-Pos-000101,Benzenoids,Benzene and substituted derivatives,FALSE
PS 18:2_22:5,-21.333968862012075,-0.41686094740322976,C8-Pos-000102,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PS 22:4_22:5,-0.03230333319084688,-0.027048769716460825,C8-Pos-000103,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Arachidonoyl-carnitine; LC-tDDA; CE10,-8.4967168279597,-0.14902604166119587,C8-Pos-000104,Lipids and lipid-like molecules,Fatty Acyls,FALSE
PC 20:4_22:4,0.25705439734155094,0.16783310533560003,C8-Pos-000105,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPE 22:4,-0.5153365941768069,-0.07345593472261167,C8-Pos-000106,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Dipropyleneglycol dibenzoate,-0.30836660911483404,-0.20915164220025428,C8-Pos-000107,Benzenoids,Benzene and substituted derivatives,FALSE
1-Oleoyl-sn-glycero-3-phosphoethanolamine,-0.7603757978219642,-0.2566082551641695,C8-Pos-000109,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"1,2-Dilinoleoyl-sn-glycero-3-phosphoethanolamine",-5.305687995769587,-0.2944335579945292,C8-Pos-000110,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE O-18:2_20:4,0.5176804811604546,0.09939715640898357,C8-Pos-000111,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Progesterone,-7.937033477575147,-0.18701075235442496,C8-Pos-000112,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
PE 16:0_24:5,-10.928686794086882,-0.23133260909889453,C8-Pos-000116,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE O-28:4_13:1,-5.118218745141542,-0.1760829994908772,C8-Pos-000118,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE 20:2_20:2,-0.28200105178966606,-0.25736892574104386,C8-Pos-000121,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Palmitoyl sphingomyelin,-5.945149947537816,-0.1573349664875075,C8-Pos-000123,Lipids and lipid-like molecules,Sphingolipids,FALSE
Methasterone,-0.2837088759066921,-0.1471932026662348,C8-Pos-000124,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,0.2734265158485043,0.22869812996208264,C8-Pos-000127,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPC 20:4-SN2,-0.004755397671067246,-0.006027988949268075,C8-Pos-000128,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 14:0_14:1,-0.3457403869885085,-0.12014939783312131,C8-Pos-000130,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
1-Hexadecanoyl-2-(14-pentadecenoyl)-sn-glycero-3-phosphocholine,-0.21486360453381306,-0.00610377291783504,C8-Pos-000133,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE O-28:2_7:0,-0.5353379239449106,-0.21061342725774623,C8-Pos-000134,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE O-17:0_18:1,-3.720777321924017,-0.1945274363838725,C8-Pos-000135,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PE O-18:2_22:6,-0.32303833174730623,-0.19399131263489297,C8-Pos-000136,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPE 22:5,-0.8453089477547181,-0.2596869806147005,C8-Pos-000139,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
LPE O-16:1,-0.9351178516155575,-0.3061859813253883,C8-Pos-000141,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 16:2_16:2,0.23184741995928065,0.1297208824751157,C8-Pos-000143,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC 19:1_19:1,-0.7387547317955195,-0.44039148099822784,C8-Pos-000144,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Monolaurin,-0.3469783441548142,-0.1199432388195877,C8-Pos-000145,Lipids and lipid-like molecules,Glycerolipids,FALSE
PS 20:2_20:2,-1.0191653902880993,-0.23056139853042415,C8-Pos-000146,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
PC O-34:2,0.19298522405916346,0.022588416186612073,C8-Pos-000147,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
"NCGC00347859-02!2,3-dihydroxypropyl 13-methyltetradecanoate",0.20540669174234394,0.10179002408827341,C8-Pos-000151,Lipids and lipid-like molecules,Glycerolipids,FALSE
SM 8:1;2O/28:1,-0.12545485334383522,-0.12131776757756456,C8-Pos-000152,Organic nitrogen compounds,Organonitrogen compounds,FALSE
Tris(2-butoxyethyl) phosphate,-0.3693050780819817,-0.10850058948142385,C8-Pos-000156,Organic acids and derivatives,Organic phosphoric acids and derivatives,FALSE
"17-(1-Hydroxyethyl)-10,13-dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-one",0.18781435342955066,0.07938116560516859,C8-Pos-000157,Lipids and lipid-like molecules,Steroids and steroid derivatives,FALSE
Linoleoylcarnitine,-1.0357976942139329,-0.3342014803705767,C8-Pos-000159,Lipids and lipid-like molecules,Fatty Acyls,FALSE
1-Linoleoyl glycerol,-1.164013522869405,-0.21961621648907662,C8-Pos-000160,Organic compounds,Lipids and lipid-like molecules,FALSE
1-Palmitoyl-2-oleoyl-phosphatidylglycerol,0.14612072291466968,0.06284060005919752,C8-Pos-000161,Lipids and lipid-like molecules,Glycerophospholipids,FALSE
Ethyl myristate,0.4773902829043919,0.2403917126204753,C8-Pos-000162,Lipids and lipid-like molecules,Fatty Acyls,FALSE
