Name,VIP_comp1,Compound.ID,Super.Class,Class
o_coumaric acid,1.209198842678782,C18-Pos-000321,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
Maleic acid,1.2090809731407233,Amide-Neg-000203,Organic acids and derivatives,Carboxylic acids and derivatives
"2-(2H-Benzotriazol-2-yl)-4,6-bis(1-methyl-1-phenylethyl)phenol",1.2036776129382647,C8-Pos-000047,Phenylpropanoids and polyketides,Diarylheptanoids
Glycolic acid,1.2031502466700132,Amide-Neg-000185,Organic acids and derivatives,Hydroxy acids and derivatives
Methyl Deoxycholate,1.2029243751869019,C8-Pos-000363,Lipids and lipid-like molecules,Steroids and steroid derivatives
"8-Hydroxy-16-methyloxacyclohexadeca-3,11,13-trien-2-one",1.2010494380125312,C8-Pos-000477,Phenylpropanoids and polyketides,Macrolides and analogues
Prohexadione,1.200914479296437,C8-Pos-000315,Organic oxygen compounds,Organooxygen compounds
Cocamidopropyl betaine,1.199210306860283,C8-Pos-000087,Organic acids and derivatives,Carboxylic acids and derivatives
Hexamethylenetetramine,1.1972710558963466,Amide-Pos-000506,Organoheterocyclic compounds,Triazinanes
Myristic acid,1.1967267347483868,C8-Neg-000087,Lipids and lipid-like molecules,Fatty Acyls
"1-Hydroxy-2,5-pyrrolidinedione",1.1932705915010797,Amide-Neg-000243,Organoheterocyclic compounds,Pyrrolidines
Phosphatidylethanolamine lyso 22:4,1.1927415240211934,C18-Neg-000227,Lipids and lipid-like molecules,Glycerophospholipids
PC 14:1_20:5,1.1903778809835095,C8-Pos-000584,Lipids and lipid-like molecules,Glycerophospholipids
D-(+)-Pipecolinic acid,1.1883081541556586,Amide-Pos-000155,Organic acids and derivatives,Carboxylic acids and derivatives
PMeOH 16:0_18:1,1.1808951403057402,C8-Neg-000115,Lipids and lipid-like molecules,Glycerophospholipids
PC 22:5_22:5,1.1799378306671418,C8-Pos-000275,Lipids and lipid-like molecules,Glycerophospholipids
Biotin,1.17508955441669,C18-Pos-000181,Organoheterocyclic compounds,Biotin and derivatives
Phosphatidylethanolamine alkenyl 18:1-22:6,1.1721987445182738,C8-Neg-000067,Lipids and lipid-like molecules,Glycerophospholipids
7-Oxocholesterol,1.1716013057350627,C8-Pos-000100,Lipids and lipid-like molecules,Steroids and steroid derivatives
"N,N'-Diphenylurea",1.1656443550741116,C8-Pos-000439,Benzenoids,Benzene and substituted derivatives
"N-({(2R,4S,5R)-5-[3-(4-Methoxyphenyl)-1-methyl-1H-pyrazol-5-yl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)acetamide",1.1640085496517951,C8-Pos-000642,Organoheterocyclic compounds,Azoles
Prolinamide,1.1601511018939188,Amide-Pos-000220,Organic acids and derivatives,Carboxylic acids and derivatives
Glu-Asp,1.1595459399045078,Amide-Pos-000535,Organic acids and derivatives,Peptidomimetics
Isoamylamine,1.1592319883490287,Amide-Pos-000149,Organic nitrogen compounds,Organonitrogen compounds
Tetraethylene glycol monomethyl ether,1.1571869525828513,C18-Pos-000223,Organic oxygen compounds,Organooxygen compounds
Anacardic acid,1.1495891868083077,C8-Neg-000213,Benzenoids,Benzene and substituted derivatives
Phosphatidylinositol lyso 16:0,1.1493000180888848,C8-Neg-000161,Lipids and lipid-like molecules,Glycerophospholipids
7-Aminonimetazepam,1.1461233597068339,C8-Pos-000592,Organoheterocyclic compounds,Benzodiazepines
Azithromycin,1.1432416029591401,C8-Pos-000273,Organic oxygen compounds,Organooxygen compounds
Cyclo(leucylprolyl),1.1426213356627464,C8-Pos-000591,Organic acids and derivatives,Carboxylic acids and derivatives
Pro,1.1409160654289485,Amide-Neg-000163,Organic acids and derivatives,Carboxylic acids and derivatives
1-Linoleoyl glycerol,1.1399121578668867,C8-Pos-000160,Organic compounds,Lipids and lipid-like molecules
LPE 22:5,1.1370776286252604,C8-Pos-000139,Lipids and lipid-like molecules,Glycerophospholipids
PS 20:1_22:6,1.136168252752625,C8-Neg-000078,Lipids and lipid-like molecules,Glycerophospholipids
Solanidine,1.1328968212336603,C8-Pos-000378,Lipids and lipid-like molecules,Steroids and steroid derivatives
Cer 18:1;2O/14:0,1.1278938410901833,C8-Pos-000555,Lipids and lipid-like molecules,Sphingolipids
6-[1-Hydroxy-1-(3-methyl-5-oxooxolan-2-yl)ethyl]-4-methoxy-3-methylpyran-2-one,1.1273259575014998,C8-Pos-000407,Organic compounds,Organoheterocyclic compounds
Stearic acid,1.1263437719797502,C8-Pos-000293,Lipids and lipid-like molecules,Fatty Acyls
"1,3-Diphenylacetone",1.1255560269934388,C8-Pos-000608,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
"5-[(1S,2R,4aR)-5-(Hydroxymethyl)-1,2,4a-trimethyl-1,2,3,4,4a,7,8,8a-octahydro-1-naphthalenyl]-3-methylpentanoic acid",1.1230369280814083,C8-Neg-000099,Lipids and lipid-like molecules,Prenol lipids
PC 15:1_15:1,1.1208497795579886,C8-Pos-000041,Lipids and lipid-like molecules,Glycerophospholipids
OXOADIPATE,1.1147085111750874,Amide-Neg-000286,Organic compounds,Organic acids and derivatives
N-Acetylglycine,1.113770681015616,Amide-Neg-000212,Organic acids and derivatives,Carboxylic acids and derivatives
Hexadecanamide,1.1126489477354091,C18-Pos-000152,Lipids and lipid-like molecules,Fatty Acyls
Citruline,1.107334499348201,Amide-Neg-000596,Organic acids and derivatives,Carboxylic acids and derivatives
Xylitol,1.1043124715955284,Amide-Neg-000260,Organic oxygen compounds,Organooxygen compounds
3-Epilupeol,1.1036612299196165,C8-Pos-000481,Lipids and lipid-like molecules,Prenol lipids
Methylimidazoleacetic acid,1.1019772860232804,Amide-Pos-000331,Organoheterocyclic compounds,Azoles
2-Aminoisobutyric acid,1.0966767156210433,Amide-Pos-000099,Organic acids and derivatives,Carboxylic acids and derivatives
1-Linoleoyl-sn-glycero-3-phosphorylcholine,1.0965236380324512,C8-Pos-000263,Lipids and lipid-like molecules,Glycerophospholipids
PC 14:0_16:3,1.0951301119256496,C8-Pos-000177,Lipids and lipid-like molecules,Glycerophospholipids
Norethandrolone,1.0946961273191815,C8-Pos-000347,Lipids and lipid-like molecules,Steroids and steroid derivatives
Monocaprin,1.0923332407850672,C8-Pos-000613,Lipids and lipid-like molecules,Glycerolipids
"1,8-Diaza-2,9-diketocyclotetradecane",1.0912949577044768,C18-Pos-000256,Organic compounds,Phenylpropanoids and polyketides
1-Myristoyl-sn-glycero-3-phosphocholine,1.085000322990473,C18-Pos-000213,Lipids and lipid-like molecules,Glycerophospholipids
Phloroglucinol,1.0840543716325408,C18-Pos-000099,Benzenoids,Phenols
Uridine,1.0831263315076785,Amide-Pos-000394,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides
Cer 18:1;2O/18:0,1.0829784058968441,C8-Pos-000404,Lipids and lipid-like molecules,Sphingolipids
Phosphatidylethanolamine alkenyl 16:0-20:4,1.0826014139669398,C8-Neg-000041,Lipids and lipid-like molecules,Glycerophospholipids
L-γ-Glutamyl-L-glutamic acid,1.0821836280951151,Amide-Neg-000611,Organic acids and derivatives,Carboxylic acids and derivatives
D-(+)-Mannose,1.081946379764132,Amide-Neg-000037,Organic oxygen compounds,Organooxygen compounds
PE(16:0_16:1),1.0810737260768888,C8-Neg-000189,Lipids and lipid-like molecules,Glycerophospholipids
Docosanamide,1.080833721575027,C8-Pos-000291,Lipids and lipid-like molecules,Fatty Acyls
Xanthosine,1.0799005191264233,C18-Pos-000214,"Nucleosides, nucleotides, and analogues",Purine nucleosides
Bis(4-ethylbenzylidene)sorbitol,1.0795867347840806,C18-Pos-000262,Organoheterocyclic compounds,Dioxanes
PE O-18:2_20:4,1.0769526873137698,C8-Pos-000111,Lipids and lipid-like molecules,Glycerophospholipids
N-[3-(Dimethylamino)propyl]dodecanamide,1.075626044025108,C8-Pos-000400,Lipids and lipid-like molecules,Fatty Acyls
1-Palmitoyl-2-arachidonoyl-sn-glycero-3-phosphoserine,1.0753652051436693,C8-Neg-000162,Lipids and lipid-like molecules,Glycerophospholipids
Dodecyltrimethylammonium,1.0688243758630447,C18-Pos-000157,Organic nitrogen compounds,Organonitrogen compounds
Capsaicin,1.0617888950500753,C8-Pos-000714,Benzenoids,Phenols
5-(6-Methyl-7-oxooctyl)furan-2(5H)-one,1.0616656976621355,C18-Pos-000258,Organoheterocyclic compounds,Dihydrofurans
PC 22:4_22:4,1.06155342185243,C8-Pos-000208,Lipids and lipid-like molecules,Glycerophospholipids
Ascorbic acid,1.0614733220298262,Amide-Neg-000012,Organoheterocyclic compounds,Dihydrofurans
"8(S)-Hydroxy-(5Z,9E,11Z,14Z)-eicosatetraenoic acid",1.057921478723329,C8-Neg-000193,Lipids and lipid-like molecules,Fatty Acyls
Oxacyclohexadecen-2-one,1.0555995224204218,C8-Pos-000571,Phenylpropanoids and polyketides,Macrolides and analogues
6-Gingerol,1.0539922944559816,C18-Neg-000137,Benzenoids,Phenols
PE 18:0_20:3,1.0526063952424707,C8-Neg-000081,Lipids and lipid-like molecules,Glycerophospholipids
PC O-38:4,1.0492359795275927,C8-Pos-000163,Lipids and lipid-like molecules,Glycerophospholipids
Methyl-L-histidinate,1.0487870859109176,Amide-Pos-000206,Organic acids and derivatives,Carboxylic acids and derivatives
N-Acetylalanine,1.0465350417251398,Amide-Neg-000251,Organic acids and derivatives,Carboxylic acids and derivatives
"Spectral Match to Decanedioic acid, bis(2-ethylhexyl) ester from NIST14",1.0445545052335248,C8-Pos-000243,Lipids and lipid-like molecules,Fatty Acyls
L-Isoleucine,1.0442052955615084,Amide-Pos-000404,Organic acids and derivatives,Carboxylic acids and derivatives
4-Indolecarbaldehyde,1.0407011549993632,C18-Pos-000267,Organoheterocyclic compounds,Indoles and derivatives
"3-(Hepta-1,3-dienyl)hexanedioic acid",1.0392588663651525,C18-Neg-000205,Lipids and lipid-like molecules,Fatty Acyls
Fumagillol,1.0376179919462418,C8-Pos-000582,Organic oxygen compounds,Organooxygen compounds
7-Methylguanosine,1.0338798574864185,Amide-Pos-000315,"Nucleosides, nucleotides, and analogues",Purine nucleosides
PC 17:2_17:2,1.0289707539807285,C8-Pos-000024,Lipids and lipid-like molecules,Glycerophospholipids
N-(4-Hydroxy-3-methylphenyl)acetamide,1.0282585133601392,Amide-Pos-000540,Benzenoids,Benzene and substituted derivatives
SM 12:1;2O/26:1,1.0229890291747827,C8-Pos-000628,Organic nitrogen compounds,Organonitrogen compounds
Ethyl myristate,1.020912069091244,C8-Pos-000162,Lipids and lipid-like molecules,Fatty Acyls
PE 18:4_24:5,1.019442333050707,C8-Pos-000339,Lipids and lipid-like molecules,Glycerophospholipids
"2,2'-(Tetradecylimino)diethanol",1.0183788514637824,C18-Pos-000221,Organic nitrogen compounds,Organonitrogen compounds
2-[2-(Dimethylamino)ethoxy]ethanol,1.0167878074182377,Amide-Pos-000193,Organic nitrogen compounds,Organonitrogen compounds
LPC 22:5-SN1,1.0166821228446221,C8-Pos-000318,Lipids and lipid-like molecules,Glycerophospholipids
2-Hydroxyethyl benzoate,1.0159759799545083,C18-Pos-000320,Benzenoids,Benzene and substituted derivatives
LPC 20:3-SN1,1.0143500008089419,C8-Pos-000361,Lipids and lipid-like molecules,Glycerophospholipids
"Dodecanamide,N-[3-(dimethyloxidoamino)propyl]",1.0141795260574566,C8-Pos-000388,Lipids and lipid-like molecules,Fatty Acyls
LPC 22:4-SN2,1.0136001132549701,C8-Pos-000412,Lipids and lipid-like molecules,Glycerophospholipids
O-octanoylcarnitine,1.0112742327203106,C8-Pos-000665,Lipids and lipid-like molecules,Fatty Acyls
Glycerophosphocholine,1.0107102657799487,Amide-Pos-000048,Organic compounds,Lipids and lipid-like molecules
ADENINE,1.0095424959161066,Amide-Neg-000087,Organoheterocyclic compounds,Imidazopyrimidines
PE O-28:3_13:1,1.0082741858666886,C8-Pos-000255,Lipids and lipid-like molecules,Glycerophospholipids
Dulcitol,1.0080160423223263,Amide-Neg-000313,Organic oxygen compounds,Organooxygen compounds
N-Acetyl-DL-aspartic acid,1.0064273146417526,C18-Neg-000104,Organic acids and derivatives,Carboxylic acids and derivatives
Calcitriol,1.004720871003633,C8-Neg-000216,Lipids and lipid-like molecules,Steroids and steroid derivatives
LPE O-18:2,1.0007665468503744,C8-Pos-000281,Lipids and lipid-like molecules,Glycerophospholipids
PE O-18:2_22:3,0.9994084718499326,C8-Pos-000274,Lipids and lipid-like molecules,Glycerophospholipids
LPE O-18:1,0.9993218764578082,C8-Pos-000280,Lipids and lipid-like molecules,Glycerophospholipids
trans-Traumatic acid,0.9984369254917318,C18-Neg-000209,Lipids and lipid-like molecules,Fatty Acyls
"15-Deoxy-Δ12,14-prostaglandin A1",0.9967427661296848,C8-Pos-000645,Lipids and lipid-like molecules,Fatty Acyls
Guanosine 5'-diphospho-α-D-mannose,0.9963894886168515,Amide-Pos-000536,"Nucleosides, nucleotides, and analogues",Purine nucleotides
Creatine,0.9929092644526643,Amide-Pos-000025,Organic acids and derivatives,Carboxylic acids and derivatives
PE 18:1_18:1,0.9895135573708187,C8-Pos-000181,Lipids and lipid-like molecules,Glycerophospholipids
Spectral Match to 1-Hexadecylpyridinium from NIST14,0.9892395799312836,C8-Pos-000225,Organoheterocyclic compounds,Pyridines and derivatives
PE 17:2_17:2,0.9885456093204615,C8-Pos-000348,Lipids and lipid-like molecules,Glycerophospholipids
N8-Acetylspermidine,0.9884675645060504,Amide-Pos-000070,Organic acids and derivatives,Carboximidic acids and derivatives
SM 8:1;2O/24:1,0.9882740873269203,C8-Pos-000503,Organic nitrogen compounds,Organonitrogen compounds
Dodecanedioic acid,0.9874380560361917,C8-Pos-000438,Lipids and lipid-like molecules,Fatty Acyls
Uric acid,0.9858120550162768,Amide-Neg-000536,Organoheterocyclic compounds,Imidazopyrimidines
PC 18:3_18:4,0.983030586141673,C8-Pos-000314,Lipids and lipid-like molecules,Glycerophospholipids
"trans-4'-Ethyl-(1,1'-bicyclohexyl)-4-carboxylic acid",0.9795131232437857,C8-Pos-000475,Organic acids and derivatives,Carboxylic acids and derivatives
LPE 20:1,0.9790867396844832,C8-Pos-000550,Lipids and lipid-like molecules,Glycerophospholipids
PE(18:0_22:6),0.9773619949949686,C8-Pos-000480,Lipids and lipid-like molecules,Glycerophospholipids
DL-Pyroglutamic acid,0.9766877624950666,Amide-Pos-000342,Organic acids and derivatives,Carboxylic acids and derivatives
Phosphatidylethanolamine 18:1-20:4,0.9766008244363926,C8-Neg-000026,Lipids and lipid-like molecules,Glycerophospholipids
1-Stearoyl-2-arachidonyl-sn-glycero-3-phosphocholine,0.976368790687045,C8-Pos-000019,Lipids and lipid-like molecules,Glycerophospholipids
BMP 22:5_22:6,0.9762835013675175,C8-Pos-000652,Lipids and lipid-like molecules,Glycerophospholipids
D-ribose 5-phosphate,0.973456725551556,Amide-Neg-000438,Organic oxygen compounds,Organooxygen compounds
SM 11:0;2O/22:1,0.9734364361072548,C8-Pos-000562,Organic nitrogen compounds,Organonitrogen compounds
Kojic acid,0.9729507165328172,Amide-Neg-000287,Organoheterocyclic compounds,Pyrans
PC 18:1_24:4,0.9727632312902242,C8-Pos-000324,Lipids and lipid-like molecules,Glycerophospholipids
PE 20:2_20:2,0.9724555843192004,C8-Pos-000121,Lipids and lipid-like molecules,Glycerophospholipids
Octyl α-ketoglutarate,0.9679538292375299,C8-Pos-000341,Organic compounds,Organic acids and derivatives
2-Methylbenzoic acid,0.9679359467244494,Amide-Neg-000398,Benzenoids,Benzene and substituted derivatives
PC(16:1_17:1),0.9664087774952457,C8-Pos-000166,Lipids and lipid-like molecules,Glycerophospholipids
"NCGC00381029-01!1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one",0.9660260640548656,C8-Pos-000532,Organic oxygen compounds,Organooxygen compounds
1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,0.9652014357980297,C8-Pos-000127,Lipids and lipid-like molecules,Glycerophospholipids
Pyrrole-2-carboxylic acid,0.9650845468328726,Amide-Pos-000146,Organoheterocyclic compounds,Pyrroles
LPE 20:4,0.9648971493775617,C8-Pos-000081,Lipids and lipid-like molecules,Glycerophospholipids
PE O-28:2_7:0,0.9626268017219332,C8-Pos-000134,Lipids and lipid-like molecules,Glycerophospholipids
Stearoyl-L-carnitine,0.9621025525185269,C8-Pos-000170,Lipids and lipid-like molecules,Fatty Acyls
PE 38:7,0.9605421674747847,C8-Neg-000113,Lipids and lipid-like molecules,Glycerophospholipids
Hymexazol,0.9598104954339942,Amide-Pos-000253,Organoheterocyclic compounds,Azoles
Arachidonic acid,0.9568928355783565,C8-Neg-000001,Lipids and lipid-like molecules,Fatty Acyls
Docosahexaenoic acid,0.9566450754883937,C8-Neg-000002,Lipids and lipid-like molecules,Fatty Acyls
PC 20:4_22:4,0.9554828069749823,C8-Pos-000105,Lipids and lipid-like molecules,Glycerophospholipids
2-Hydroxycaproic acid,0.9543035900318636,C18-Neg-000102,Lipids and lipid-like molecules,Fatty Acyls
PE O-17:0_18:1,0.9531995456274829,C8-Pos-000135,Lipids and lipid-like molecules,Glycerophospholipids
"1,2-Diarachidonoyl-sn-glycero-3-phosphocholine",0.95185863313444,C8-Pos-000097,Lipids and lipid-like molecules,Glycerophospholipids
PEG n5,0.9517240089634007,C18-Pos-000162,Organic oxygen compounds,Organooxygen compounds
Spermidine,0.951277696874986,Amide-Pos-000195,Organic nitrogen compounds,Organonitrogen compounds
Morpholin-3-one,0.9512699420374485,Amide-Pos-000363,Organoheterocyclic compounds,Oxazinanes
1-Aminocyclohexanecarboxylic acid,0.9504026596751199,Amide-Pos-000461,Organic acids and derivatives,Carboxylic acids and derivatives
LPC 20:1-SN1,0.9485058950184586,C8-Pos-000333,Lipids and lipid-like molecules,Glycerophospholipids
5'-S-Methyl-5'-thioadenosine,0.9447764901822631,C18-Pos-000233,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides
Phosphatidylethanolamine alkenyl 18:1-20:4,0.9444498788793235,C8-Neg-000061,Lipids and lipid-like molecules,Glycerophospholipids
PE 16:1_24:6,0.9441812332690385,C8-Pos-000090,Lipids and lipid-like molecules,Glycerophospholipids
Guanosine 5'-triphosphate,0.9409406046881674,Amide-Pos-000307,"Nucleosides, nucleotides, and analogues",Purine nucleotides
Diethyleneglycol dibenzoate,0.9405304609409316,C8-Pos-000411,Benzenoids,Benzene and substituted derivatives
Propionylcarnitine,0.9399321472128576,Amide-Pos-000457,Lipids and lipid-like molecules,Fatty Acyls
Dibutyl sebacate,0.9381971940500207,C8-Pos-000259,Lipids and lipid-like molecules,Fatty Acyls
PG 16:1_18:1,0.9357011522677606,C8-Pos-000627,Lipids and lipid-like molecules,Glycerophospholipids
PC O-40:4,0.9349155589361573,C8-Pos-000429,Lipids and lipid-like molecules,Glycerophospholipids
2-(5-Oxovaleryl)phosphatidylcholine,0.9327426009227883,C8-Pos-000442,Lipids and lipid-like molecules,Glycerophospholipids
"2,6-Dioxo-4-piperidinecarboxylic acid",0.9321073380091539,Amide-Neg-000376,Organoheterocyclic compounds,Piperidines
Phosphatidylethanolamine 18:0-18:1,0.9319830622800956,C8-Neg-000159,Lipids and lipid-like molecules,Glycerophospholipids
Imidazolelactic acid,0.9306274507953194,Amide-Pos-000157,Organoheterocyclic compounds,Azoles
DL-Dipalmitoylphosphatidylcholine,0.9298930066211514,C8-Pos-000018,Lipids and lipid-like molecules,Glycerophospholipids
"Methyl 2-amino-3,3-dimethylbutanoate",0.9294025604881744,C18-Pos-000248,Organic acids and derivatives,Carboxylic acids and derivatives
LPC 32:5-SN1,0.9286968678785035,C8-Pos-000473,Lipids and lipid-like molecules,Glycerophospholipids
Eicosapentaenoic acid methyl ester,0.9277406110120687,C8-Pos-000544,Lipids and lipid-like molecules,Fatty Acyls
PE O-16:1_22:3,0.9275054700014439,C8-Neg-000183,Lipids and lipid-like molecules,Glycerophospholipids
"N,N'-Diphenylguanidine",0.926198047463222,C8-Pos-000035,Benzenoids,Benzene and substituted derivatives
Arachidic acid,0.9256567638418067,C8-Neg-000062,Lipids and lipid-like molecules,Fatty Acyls
N-Oleoyl-D-erythro-sphingosylphosphorylcholine,0.9225452106048587,Amide-Pos-000503,Organic compounds,Lipids and lipid-like molecules
S-4-(2-oxo-butyl)glutathione,0.9224352154245012,C18-Pos-000292,Organic acids and derivatives,Carboxylic acids and derivatives
PE 16:0_24:5,0.9214862329541355,C8-Pos-000116,Lipids and lipid-like molecules,Glycerophospholipids
4-Methyloxazole-5-carboxylic acid,0.9206252061833955,Amide-Neg-000492,Organoheterocyclic compounds,Azoles
Progesterone,0.9191625741170167,C8-Pos-000112,Lipids and lipid-like molecules,Steroids and steroid derivatives
PE 18:0_24:5,0.9171224237999172,C8-Pos-000417,Lipids and lipid-like molecules,Glycerophospholipids
Phosphatidylethanolamine alkenyl 18:0-22:4,0.9157974967499422,C8-Neg-000107,Lipids and lipid-like molecules,Glycerophospholipids
"N3,N4-Dimethyl-L-arginine",0.915768752307059,Amide-Pos-000192,Organic acids and derivatives,Carboxylic acids and derivatives
L-Homoarginine,0.9145904872989017,Amide-Pos-000228,Organic acids and derivatives,Carboxylic acids and derivatives
Dehydropipernonaline,0.9105164297872227,C8-Pos-000517,Organoheterocyclic compounds,Benzodioxoles
Itaconic acid,0.9103870205610456,Amide-Neg-000007,Lipids and lipid-like molecules,Fatty Acyls
PC 20:3_22:6,0.9101194065810153,C8-Pos-000369,Lipids and lipid-like molecules,Glycerophospholipids
Kynurenic acid,0.9091385152092872,Amide-Pos-000403,Organoheterocyclic compounds,Quinolines and derivatives
PC 16:2_28:7,0.9066136806062296,C8-Pos-000196,Lipids and lipid-like molecules,Glycerophospholipids
Pyruvic acid,0.9059589024141766,Amide-Neg-000228,Organic acids and derivatives,Keto acids and derivatives
PE O-16:1_20:4,0.905354109062454,C8-Pos-000079,Lipids and lipid-like molecules,Glycerophospholipids
S-Adenosylmethionine,0.9053346848794391,Amide-Pos-000320,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides
PC 16:0_18:5,0.9036908125381878,C8-Pos-000200,Lipids and lipid-like molecules,Glycerophospholipids
PC 11:0_11:0,0.9033361107938757,C8-Pos-000624,Lipids and lipid-like molecules,Glycerophospholipids
"1,2-Dilinolenoyl-sn-glycero-3-phosphoethanolamine",0.9027868773275162,C8-Pos-000295,Lipids and lipid-like molecules,Glycerophospholipids
Spectral Match to 2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine from NIST14,0.9027241614020617,C8-Pos-000219,Lipids and lipid-like molecules,Glycerophospholipids
L-Glutathione (reduced),0.9022090052496958,Amide-Pos-000164,Organic acids and derivatives,Carboxylic acids and derivatives
7α-Hydroxytestosterone,0.9017343740463096,C8-Pos-000589,Lipids and lipid-like molecules,Steroids and steroid derivatives
LPC(18:0),0.901507004200343,Amide-Pos-000507,Lipids and lipid-like molecules,Glycerophospholipids
1-AMINOCYCLOPROPANECARBOXYLATE,0.9014698458310495,Amide-Pos-000132,Organic acids and derivatives,Carboxylic acids and derivatives
Amorfrutin A,0.9014311294525933,C8-Pos-000658,Phenylpropanoids and polyketides,Stilbenes
PEG n6,0.8995768281101836,C18-Pos-000227,Organic oxygen compounds,Organooxygen compounds
Phosphatidylethanolamine 18:0-20:4,0.8993620611738992,C8-Neg-000021,Lipids and lipid-like molecules,Glycerophospholipids
PC 18:5_24:6,0.8984081190021059,C8-Pos-000559,Lipids and lipid-like molecules,Glycerophospholipids
L-Threonic acid,0.8983174785250513,Amide-Neg-000054,Organic oxygen compounds,Organooxygen compounds
PE 42:10,0.8952712061201734,C8-Neg-000165,Lipids and lipid-like molecules,Glycerophospholipids
Phosphatidylinositol 18:0-22:6,0.8945291867867656,C8-Neg-000141,Lipids and lipid-like molecules,Glycerophospholipids
Monoolein,0.8932868321072178,C8-Pos-000034,Lipids and lipid-like molecules,Glycerolipids
Spectral Match to 1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine from NIST14,0.891545539753175,C8-Pos-000002,Lipids and lipid-like molecules,Glycerophospholipids
PE O-28:3_7:0,0.8901051638592608,C8-Pos-000593,Lipids and lipid-like molecules,Glycerophospholipids
PG 42:9,0.8894738557021545,C8-Neg-000131,Lipids and lipid-like molecules,Glycerophospholipids
Thiamine,0.8889343590664704,Amide-Pos-000406,Organoheterocyclic compounds,Diazines
PC 16:1_22:6,0.8869170210916362,C8-Pos-000050,Lipids and lipid-like molecules,Glycerophospholipids
Caffeine,0.8863462001832079,C18-Pos-000219,Organoheterocyclic compounds,Imidazopyrimidines
Docosapentaenoic acid,0.884186537118473,C8-Neg-000004,Lipids and lipid-like molecules,Fatty Acyls
4033-40-3,0.8825760213123349,Amide-Pos-000312,Organic acids and derivatives,Carboxylic acids and derivatives
Cortisol,0.8820448002694262,C8-Pos-000701,Lipids and lipid-like molecules,Steroids and steroid derivatives
1-Oleoyl-sn-glycero-3-phosphocholine,0.881920691603721,C8-Pos-000038,Lipids and lipid-like molecules,Glycerophospholipids
Corticosterone,0.8799647719451216,C8-Pos-000625,Lipids and lipid-like molecules,Steroids and steroid derivatives
Υ-L-Glutamyl-L-glutamic acid,0.8781471540458979,Amide-Pos-000489,Organic acids and derivatives,Carboxylic acids and derivatives
Dihydrothymine,0.8774355384746487,Amide-Pos-000143,Organoheterocyclic compounds,Diazines
PE 15:1_15:1,0.8768525480638909,C8-Pos-000659,Lipids and lipid-like molecules,Glycerophospholipids
Phosphatidylethanolamine lyso 18:0,0.8764228371962197,C8-Neg-000028,Lipids and lipid-like molecules,Glycerophospholipids
"Cholestan-3-one, (5α)-",0.8758940114640289,C8-Pos-000611,Lipids and lipid-like molecules,Steroids and steroid derivatives
Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14,0.8758766874430861,C18-Pos-000278,Lipids and lipid-like molecules,Glycerophospholipids
PE 20:4_22:4,0.8757434268848765,C8-Neg-000143,Lipids and lipid-like molecules,Glycerophospholipids
D-(+)-Proline,0.8716506058340707,Amide-Pos-000065,Organic acids and derivatives,Carboxylic acids and derivatives
PI 38:6,0.8705877527180391,C8-Neg-000088,Lipids and lipid-like molecules,Glycerophospholipids
"2-Amino-1,3,4-octadecanetriol",0.8673452286055529,C8-Pos-000511,Organic nitrogen compounds,Organonitrogen compounds
2-Pyrrolidinone,0.867334518894201,Amide-Pos-000294,Organoheterocyclic compounds,Pyrrolidines
PC O-40:5,0.8649688108385049,C8-Pos-000207,Lipids and lipid-like molecules,Glycerophospholipids
N-(Octadecanoyl)sphing-4-enine-1-phosphocholine,0.8644201437607996,C8-Pos-000099,Organic compounds,Lipids and lipid-like molecules
3-Cyclohexyl-1-(piperazin-1-yl)propan-1-one,0.8635118480221717,C8-Pos-000641,Lipids and lipid-like molecules,Fatty Acyls
Cyclic adenosine diphosphate ribose,0.8600268745115093,Amide-Neg-000614,Organic oxygen compounds,Organooxygen compounds
5-Methylcytosine,0.8594350113656861,Amide-Pos-000187,Organoheterocyclic compounds,Diazines
URIDINE 5'-DIPHOSPHATE,0.8593360384529821,Amide-Pos-000409,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
Acetoacetic acid,0.8589243124011873,Amide-Neg-000338,Organic acids and derivatives,Keto acids and derivatives
N6-Threonylcarbamoyladenosine,0.8586268472838269,C18-Pos-000253,"Nucleosides, nucleotides, and analogues",Purine nucleosides
PE 40:5,0.8566925475200888,C8-Neg-000135,Lipids and lipid-like molecules,Glycerophospholipids
"2,2,6,6-Tetramethyl-1-piperidinol (TEMPO)",0.8562647489788549,C18-Pos-000085,Organoheterocyclic compounds,Piperidines
