Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Super.Class,Class,Direction,FDR_label
D-(+)-Tryptophan,0.5914406747825006,19.113347712214267,5.844000327220865,7.099385300319549e-6,0.004039550235881823,3.832596320619298,C18-Pos-001015,Organoheterocyclic compounds,Indoles and derivatives,Increases with GW,**
Pc(21:2cho_19:4),-0.09747058774634387,20.098870050691282,-4.651277694246224,1.2378489507330133e-4,0.03521680264835423,1.2264376919768,C8-Pos-004942,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,*
Tg(39:10_9:2cho),0.22315052572324634,15.177072328192617,4.564723956987508,2.421679791181394e-4,0.04488115060531872,0.6525592235715667,C8-Pos-004650,Lipids and lipid-like molecules,Glycerolipids,Increases with GW,*
Pe(21:4cooh_24:6),-0.3347407239819844,23.51644232377141,-4.573269491724212,3.15508967348462e-4,0.04488115060531872,0.4628769510969617,C8-Pos-005313,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,*
Dl-Valine,0.19646980152609253,15.568734103312568,4.129652143890426,4.7907890564622915e-4,0.054519179462540875,-6.371406302658755e-4,Amide-Pos-000236,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,*
Bis(Methylbenzylidene)Sorbitol,0.6905408718584913,17.028558103303713,3.879023048753783,9.378986854213663e-4,0.08894405866745957,-0.5990752156266161,C8-Pos-001076,Phenylpropanoids and polyketides,Cinnamyl alcohols,Increases with GW,*
Dl-Pyroglutamic Acid,0.3444793667255797,18.782513832313835,3.421706889287405,0.002448707387952607,0.1314048789872767,-1.5031386702815839,Amide-Neg-000291,Organic acids and derivatives,Carboxylic acids and derivatives,Increases with GW,
Pi(29:7_11:0),1.0163503532973182,27.429297554537893,3.451978150308773,0.002681118261197911,0.1314048789872767,-1.5136812612421604,C8-Pos-005326,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
S-Adenosyl-L-Homocysteine,-0.5405061611808244,15.640626858390384,-3.707282301702367,0.002359775609726049,0.1314048789872767,-1.572143299913641,C18-Pos-000925,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,Decreases with GW,
L-(+)-Lactic Acid,0.41521015824840446,18.519230477889604,3.377550029457806,0.003002220433804213,0.1314048789872767,-1.6236249819412176,Amide-Neg-000066,Organic acids and derivatives,Hydroxy acids and derivatives,Increases with GW,
Glycerophosphocholine,0.17251967046491365,23.89088597287179,3.36398511658639,0.002809814422770137,0.1314048789872767,-1.6280441993568022,Amide-Pos-001017,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
"2,3-Dihydroxypropyl 13-Methyltetradecanoate",-0.5639549869898626,20.328782045918544,-3.3581862037244683,0.002848842499968435,0.1314048789872767,-1.6405611657521941,C8-Pos-000764,Lipids and lipid-like molecules,Glycerolipids,Decreases with GW,
Ps(24:4_24:4),-0.5383541613896613,19.655427133911733,-3.3556821912695005,0.0028658580514784333,0.1314048789872767,-1.6459642560491208,C8-Neg-003707,Lipids and lipid-like molecules,Glycerophospholipids,Decreases with GW,
"D-Fructose 1,6-Bisphosphate",0.2594005819346059,21.508365380180546,3.216730160375775,0.0039822583788154545,0.15416046453210233,-1.9439533776364524,Amide-Neg-001874,Organic oxygen compounds,Organooxygen compounds,Increases with GW,
Lpc(16:2),0.42431211896661747,19.43835599148379,3.1802932434290874,0.004338816960599962,0.15416046453210233,-2.021451935907402,C8-Neg-001880,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
D-Phenylalanine,-0.2891309432506654,21.90631037966981,-3.145015072641487,0.004713384543288075,0.15416046453210233,-2.0962103538373125,Amide-Pos-000583,Organic acids and derivatives,Carboxylic acids and derivatives,Decreases with GW,
D-Glyceric Acid,0.1870546139532799,18.084983967286743,3.1171779239006745,0.005030835098128647,0.15416046453210233,-2.155001849863528,Amide-Neg-000135,Organic oxygen compounds,Organooxygen compounds,Increases with GW,
Sqdg(2:0_28:0),0.3112114090562698,17.02622195658041,3.0897896925792208,0.005363265077025111,0.15416046453210233,-2.2126686135893654,C8-Neg-003216,Lipids and lipid-like molecules,Glycerolipids,Increases with GW,
"[2,2'-Biquinoline]-4,4'-Dicarboxylic Acid",0.21694712824084125,19.876146568431416,3.086382132583288,0.005406078508698383,0.15416046453210233,-2.219830823405956,Amide-Pos-001385,Organoheterocyclic compounds,Quinolines and derivatives,Increases with GW,
2-Furoic Acid,0.2053026113772635,18.280519718653387,3.085386854534049,0.005418645502007112,0.15416046453210233,-2.2219222289049556,Amide-Neg-000149,Organoheterocyclic compounds,Furans,Increases with GW,
Triethyleneglycol Bis(2-Ethylhexanoate),0.09577569645160003,19.33769179800047,3.0351772844542655,0.006090483601013469,0.16502310328460304,-2.327113019057358,C8-Pos-001521,Lipids and lipid-like molecules,Fatty Acyls,Increases with GW,
Pc(18:1_5:1cho),0.1273811905236395,19.26297918330438,3.052239531119644,0.008098207952195914,0.17993462245006467,-2.4167630579933412,C8-Neg-002843,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
Cyclic Adp-Ribose,0.20270726151727214,22.147613430449507,2.9487410703314776,0.007438877854724613,0.17993462245006467,-2.5066782044980402,C18-Pos-004919,Organic oxygen compounds,Organooxygen compounds,Increases with GW,
Pc(14:1_28:3),0.16719020580429894,20.433080982103256,2.9456413677760485,0.007492196056294407,0.17993462245006467,-2.5130801706384767,C8-Pos-005214,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
L-Saccharopine,-0.25845159001553547,18.06710546842314,-2.9076390543404584,0.008434850376461455,0.17993462245006467,-2.5817223631820543,Amide-Pos-001107,Organic acids and derivatives,Carboxylic acids and derivatives,Decreases with GW,
5'-Cytidylic Acid,0.16729030433100048,20.859868215411925,2.9016988702717095,0.00828855238090713,0.17993462245006467,-2.603545571904835,C18-Pos-002009,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Increases with GW,
Pc(O-10:0_23:2),0.1025978676254563,20.45850624105968,2.8735381459456164,0.008840783364202858,0.17993462245006467,-2.6612278085930106,C8-Pos-003714,Lipids and lipid-like molecules,Glycerophospholipids,Increases with GW,
Glycolic Acid,0.20282118883167474,18.58864610802909,2.872863834984411,0.008854427818280861,0.17993462245006467,-2.6626061460706607,Amide-Neg-000015,Organic acids and derivatives,Hydroxy acids and derivatives,Increases with GW,
Meso-Erythritol,0.13972433531163062,28.499103548189655,2.8105611975507307,0.010205516759196826,0.194873060181582,-2.789361733521027,Amide-Neg-000252,Organic oxygen compounds,Organooxygen compounds,Increases with GW,
