Name,pathway_id,pathway_label,pathway_source
Guanosine 5'-Diphosphate (Gdp),R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE",reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-209563,Axonal growth stimulation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-210993,Tie2 Signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-211000,Gene Silencing by RNA,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2132295,MHC class II antigen presentation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2172127,DAP12 interactions,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2179392,EGFR Transactivation by Gastrin,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2408557,Selenocysteine synthesis,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2424491,DAP12 signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2428924,IGF1R signaling cascade,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2428928,IRS-related events triggered by IGF1R,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2428933,SHC-related events triggered by IGF1R,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2485179,Activation of the phototransduction cascade,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2500257,Resolution of Sister Chromatid Cohesion,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2514856,The phototransduction cascade,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2682334,EPH-Ephrin signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2871796,FCERI mediated MAPK activation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-2995410,Nuclear Envelope (NE) Reassembly,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-354192,Integrin signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-373080,Class B/2 (Secretin family receptors),reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-373752,Netrin-1 signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-373755,Semaphorin interactions,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-373760,L1CAM interactions,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-375165,NCAM signaling for neurite out-growth,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-388841,Costimulation by the CD28 family,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-389356,CD28 co-stimulation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-389359,CD28 dependent Vav1 pathway,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-392170,ADP signalling through P2Y purinoceptor 12,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-392517,Rap1 signalling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-392518,Signal amplification,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-392851,Prostacyclin signalling through prostacyclin receptor,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-3928662,EPHB-mediated forward signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-3928663,EPHA-mediated growth cone collapse,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-3928664,Ephrin signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-3928665,EPH-ephrin mediated repulsion of cells,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-399955,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-399997,Acetylcholine regulates insulin secretion,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-400451,Free fatty acids regulate insulin secretion,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-400685,Sema4D in semaphorin signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-4086398,Ca2+ pathway,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-416482,G alpha (12/13) signalling events,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-416550,Sema4D mediated inhibition of cell attachment and migration,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-418346,Platelet homeostasis,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-418592,ADP signalling through P2Y purinoceptor 1,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-418597,G alpha (z) signalling events,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-418885,DCC mediated attractive signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-420092,Glucagon-type ligand receptors,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-422356,Regulation of insulin secretion,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-428540,Activation of RAC1,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-428543,Inactivation of CDC42 and RAC1,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-428930,Thromboxane signalling through TP receptor,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-432720,Lysosome Vesicle Biogenesis,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-432722,Golgi Associated Vesicle Biogenesis,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-434316,Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-437239,Recycling pathway of L1,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-438064,Post NMDA receptor activation events,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-4420097,VEGFA-VEGFR2 Pathway,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-442742,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-442755,Activation of NMDA receptors and postsynaptic events,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-445144,Signal transduction by L1,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-445717,Aquaporin-mediated transport,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-499943,Interconversion of nucleotide di- and triphosphates,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5368286,Mitochondrial translation initiation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5368287,Mitochondrial translation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5389840,Mitochondrial translation elongation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5419276,Mitochondrial translation termination,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5610787,Hedgehog 'off' state,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5620912,Anchoring of the basal body to the plasma membrane,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5620916,VxPx cargo-targeting to cilium,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5620920,Cargo trafficking to the periciliary membrane,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5620924,Intraflagellar transport,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5621575,CD209 (DC-SIGN) signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5624138,Trafficking of myristoylated proteins to the cilium,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5626467,RHO GTPases activate IQGAPs,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5628897,TP53 Regulates Metabolic Genes,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5637810,Constitutive Signaling by EGFRvIII,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5637812,Signaling by EGFRvIII in Cancer,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654687,Downstream signaling of activated FGFR1,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654688,SHC-mediated cascade:FGFR1,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654693,FRS-mediated FGFR1 signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654696,Downstream signaling of activated FGFR2,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654699,SHC-mediated cascade:FGFR2,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654700,FRS-mediated FGFR2 signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654704,SHC-mediated cascade:FGFR3,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654706,FRS-mediated FGFR3 signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654708,Downstream signaling of activated FGFR3,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654712,FRS-mediated FGFR4 signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654716,Downstream signaling of activated FGFR4,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654719,SHC-mediated cascade:FGFR4,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654736,Signaling by FGFR1,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654738,Signaling by FGFR2,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654741,Signaling by FGFR3,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5654743,Signaling by FGFR4,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5655253,Signaling by FGFR2 in disease,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5655291,Signaling by FGFR4 in disease,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5655302,Signaling by FGFR1 in disease,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5655332,Signaling by FGFR3 in disease,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5658442,Regulation of RAS by GAPs,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-5663220,RHO GTPases Activate Formins,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-6784531,tRNA processing in the nucleus,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-6806834,Signaling by MET,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-6807878,COPI-mediated anterograde transport,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-6811438,Intra-Golgi traffic,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-70263,Gluconeogenesis,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-70326,Glucose metabolism,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-71064,Lysine catabolism,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-71403,Citric acid cycle (TCA cycle),reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-71406,Pyruvate metabolism and Citric Acid (TCA) cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-72086,mRNA Capping,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-72613,Eukaryotic Translation Initiation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-72731,Recycling of eIF2:GDP,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-72737,Cap-dependent Translation Initiation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-72764,Eukaryotic Translation Termination,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-74751,Insulin receptor signalling cascade,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-74752,Signaling by Insulin receptor,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-76005,Response to elevated platelet cytosolic Ca2+,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-76009,Platelet Aggregation (Plug Formation),reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8848021,Signaling by PTK6,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8850843,Phosphate bond hydrolysis by NTPDase proteins,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8851805,MET activates RAS signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8852135,Protein ubiquitination,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8854214,TBC/RABGAPs,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8856688,Golgi-to-ER retrograde transport,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8873719,RAB geranylgeranylation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8875555,MET activates RAP1 and RAC1,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8875878,MET promotes cell motility,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8943724,Regulation of PTEN gene transcription,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8956319,Nucleotide catabolism,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8956320,Nucleotide biosynthesis,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-8985586,SLIT2:ROBO1 increases RHOA activity,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9006115,Signaling by NTRK2 (TRKB),reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9006335,Signaling by Erythropoietin,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9007101,Rab regulation of trafficking,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9009391,Extra-nuclear estrogen signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9013026,RHOB GTPase cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9013106,RHOC GTPase cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9013404,RAC2 GTPase cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9013405,RHOD GTPase cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9013406,RHOQ GTPase cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9013408,RHOG GTPase cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9013409,RHOJ GTPase cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9013419,RHOT2 GTPase cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9013420,RHOU GTPase cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9013423,RAC3 GTPase cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9013424,RHOV GTPase cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9013425,RHOT1 GTPase cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9026519,Activated NTRK2 signals through RAS,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9027284,Erythropoietin activates RAS,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9028731,Activated NTRK2 signals through FRS2 and FRS3,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9032500,Activated NTRK2 signals through FYN,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9032759,NTRK2 activates RAC1,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9032845,Activated NTRK2 signals through CDK5,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9033658,Blood group systems biosynthesis,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9033807,ABO blood group biosynthesis,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9034015,Signaling by NTRK3 (TRKC),reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9034864,Activated NTRK3 signals through RAS,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9035034,RHOF GTPase cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9037629,Lewis blood group biosynthesis,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-927802,Nonsense-Mediated Decay (NMD),reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9607240,FLT3 Signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9619229,Activation of RAC1 downstream of NMDARs,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9619483,Activation of AMPK downstream of NMDARs,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9634285,Constitutive Signaling by Overexpressed ERBB2,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9634597,GPER1 signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9634635,Estrogen-stimulated signaling through PRKCZ,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9635486,Infection with Mycobacterium tuberculosis,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9636383,Prevention of phagosomal-lysosomal fusion,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9637687,Suppression of phagosomal maturation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9637690,Response of Mtb to phagocytosis,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9639288,Amino acids regulate mTORC1,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9646399,Aggrephagy,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9648002,RAS processing,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9660826,Purinergic signaling in leishmaniasis infection,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9663891,Selective autophagy,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9664424,Cell recruitment (pro-inflammatory response),reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9664565,Signaling by ERBB2 KD Mutants,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9665348,Signaling by ERBB2 ECD mutants,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9669938,Signaling by KIT in disease,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9671555,Signaling by PDGFR in disease,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9673770,Signaling by PDGFRA extracellular domain mutants,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9682385,FLT3 signaling in disease,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9703465,Signaling by FLT3 fusion proteins,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9715370,Miro GTPase Cycle,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9717189,Sensory perception of taste,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste",reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9748787,Azathioprine ADME,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-975578,Reactions specific to the complex N-glycan synthesis pathway,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-977443,GABA receptor activation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-977444,GABA B receptor activation,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-983189,Kinesins,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9833482,PKR-mediated signaling,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-9840309,Glycosphingolipid biosynthesis,reactome
Guanosine 5'-Diphosphate (Gdp),R-HSA-991365,Activation of GABAB receptors,reactome
Guanosine 5'-Diphosphate (Gdp),WP1799,Costimulation by the CD28 family,wiki
Guanosine 5'-Diphosphate (Gdp),WP1811,Eukaryotic translation elongation,wiki
Guanosine 5'-Diphosphate (Gdp),WP1812,Eukaryotic translation initiation,wiki
Guanosine 5'-Diphosphate (Gdp),WP1813,Eukaryotic translation termination,wiki
Guanosine 5'-Diphosphate (Gdp),WP1815,Factors involved in megakaryocyte development and platelet production,wiki
Guanosine 5'-Diphosphate (Gdp),WP1826,GPVI-mediated activation cascade,wiki
Guanosine 5'-Diphosphate (Gdp),WP1831,Integration of energy metabolism,wiki
Guanosine 5'-Diphosphate (Gdp),WP1843,L1CAM interactions,wiki
Guanosine 5'-Diphosphate (Gdp),WP1861,mRNA Capping,wiki
Guanosine 5'-Diphosphate (Gdp),WP1866,NCAM signaling for neurite out-growth,wiki
Guanosine 5'-Diphosphate (Gdp),WP1868,Netrin-1 signaling,wiki
Guanosine 5'-Diphosphate (Gdp),WP1873,Signaling by NTRK1,wiki
Guanosine 5'-Diphosphate (Gdp),WP1885,Platelet homeostasis,wiki
Guanosine 5'-Diphosphate (Gdp),WP1887,Post-translational modification: synthesis of GPI-anchored proteins,wiki
Guanosine 5'-Diphosphate (Gdp),WP1895,Rap1 signaling,wiki
Guanosine 5'-Diphosphate (Gdp),WP1903,Response to elevated platelet cytosolic Ca ions,wiki
Guanosine 5'-Diphosphate (Gdp),WP1907,Semaphorin interactions,wiki
Guanosine 5'-Diphosphate (Gdp),WP1908,Signal amplification,wiki
Guanosine 5'-Diphosphate (Gdp),WP1910,Signaling by EGFR,wiki
Guanosine 5'-Diphosphate (Gdp),WP1913,Signaling by insulin receptor,wiki
Guanosine 5'-Diphosphate (Gdp),WP1916,Signaling by PDGF,wiki
Guanosine 5'-Diphosphate (Gdp),WP1917,Signaling by Rho GTPases,wiki
Guanosine 5'-Diphosphate (Gdp),WP1919,Signaling by VEGF,wiki
Guanosine 5'-Diphosphate (Gdp),WP1929,Thrombin signaling through proteinase activated receptors (PARs),wiki
Guanosine 5'-Diphosphate (Gdp),WP1978,Opioid signaling,wiki
Guanosine 5'-Diphosphate (Gdp),WP2662,Vasopressin regulates renal water homeostasis via aquaporins,wiki
Guanosine 5'-Diphosphate (Gdp),WP2664,Gastrin-CREB signaling pathway via PKC and MAPK,wiki
Guanosine 5'-Diphosphate (Gdp),WP2677,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),wiki
Guanosine 5'-Diphosphate (Gdp),WP2679,MHC class II antigen presentation,wiki
Guanosine 5'-Diphosphate (Gdp),WP2684,Host Interactions of HIV factors,wiki
Guanosine 5'-Diphosphate (Gdp),WP2694,DAP12 interactions,wiki
Guanosine 5'-Diphosphate (Gdp),WP2710,Nonsense-Mediated Decay (NMD),wiki
Guanosine 5'-Diphosphate (Gdp),WP2713,Signaling by SCF-KIT,wiki
Guanosine 5'-Diphosphate (Gdp),WP2748,Energy dependent regulation of mTOR by LKB1-AMPK,wiki
Guanosine 5'-Diphosphate (Gdp),WP2766,Citric acid cycle and respiratory electron transport,wiki
Guanosine 5'-Diphosphate (Gdp),WP2776,Visual phototransduction,wiki
Guanosine 5'-Diphosphate (Gdp),WP2777,Translocation of SLC2A4 (GLUT4) to the plasma membrane,wiki
Guanosine 5'-Diphosphate (Gdp),WP2780,Signaling by ERBB2,wiki
Guanosine 5'-Diphosphate (Gdp),WP2781,Signaling by ERBB4,wiki
Guanosine 5'-Diphosphate (Gdp),WP2786,Pre-NOTCH Expression and Processing,wiki
Guanosine 5'-Diphosphate (Gdp),WP3309,EPH-Ephrin signaling,wiki
Guanosine 5'-Diphosphate (Gdp),WP3310,Mitochondrial translation,wiki
Guanosine 5'-Diphosphate (Gdp),WP3318,MTOR signaling,wiki
Guanosine 5'-Diphosphate (Gdp),WP3334,Signaling by FGFR4,wiki
Guanosine 5'-Diphosphate (Gdp),WP3335,Signaling by FGFR1,wiki
Guanosine 5'-Diphosphate (Gdp),WP3336,Signaling by FGFR3,wiki
Guanosine 5'-Diphosphate (Gdp),WP3338,Signaling by FGFR2,wiki
