plot_order,axis_label,pathway_full,pathway_source,stars,n_hits,set_size,odds_ratio,pval,padj
1,Purinergic signaling (WikiPathways),Purinergic signaling (WikiPathways),WikiPathways,,7,9,5.603320467509009,0.020781710510169464,0.9959707250674952
