pathway,n_hits,set_size,odds_ratio,pval,hit_names,padj,pathway_source
Lysine catabolism (Reactome),4,7,18.225909960542715,7.575618907082573e-4,L-Lysine;2-Oxoadipic Acid;L-Saccharopine;Guanosine 5'-Diphosphate (Gdp),0.09848304579207344,Reactome
Glucose homeostasis (WikiPathways),5,14,7.762670946651487,0.002068407696804584,Pyruvic Acid;L-Ornithine;L-Lysine;D-Glucose;L-(-)-Methionine,0.13444650029229796,WikiPathways
Disorders of fructose metabolism (WikiPathways),3,6,13.343132714634065,0.006354201258076708,Pyruvic Acid;D-Glucose 6-Phosphate;Glucose 1-Phosphate,0.13885855856172893,WikiPathways
Regulation of insulin secretion (Reactome),3,6,13.343132714634065,0.006354201258076708,D-Glucose;Guanosine 5'-Diphosphate (Gdp);Palmitic Acid,0.13885855856172893,Reactome
Warburg effect modulated by deubiquitinating enzymes and their substrates (WikiPathways),3,6,13.343132714634065,0.006354201258076708,Pyruvic Acid;D-Glucose;D-Glucose 6-Phosphate,0.13885855856172893,WikiPathways
Metabolism overview (WikiPathways),5,18,5.343461948680182,0.00708327049879573,Pyruvic Acid;L-Ornithine;D-Glucose;Glucose 1-Phosphate;Palmitic Acid,0.13885855856172893,WikiPathways
Class C/3 (Metabotropic glutamate/pheromone receptors) (Reactome),3,7,10.0081672061526,0.010551680783603051,L-Ornithine;L-Lysine;D-Glucose,0.13885855856172893,Reactome
Lactate shuttle in glial cells (WikiPathways),3,7,10.0081672061526,0.010551680783603051,Pyruvic Acid;D-Glucose 6-Phosphate;Glucose 1-Phosphate,0.13885855856172893,WikiPathways
Lysine degradation (KEGG),3,7,10.0081672061526,0.010551680783603051,L-Lysine;2-Oxoadipic Acid;L-Saccharopine,0.13885855856172893,KEGG
Metabolic pathways of fibroblasts (WikiPathways),4,13,6.051286319334642,0.011145494602822823,Pyruvic Acid;D-Glucose;D-Glucose 6-Phosphate;Glucose 1-Phosphate,0.13885855856172893,WikiPathways
Gluconeogenesis (Reactome),3,8,8.002589788252783,0.016022141372507185,Pyruvic Acid;D-Glucose;Guanosine 5'-Diphosphate (Gdp),0.13885855856172893,Reactome
Glyoxylate metabolism (WikiPathways),3,8,8.002589788252783,0.016022141372507185,Glycolic Acid;Pyruvic Acid;L-Hydroxyproline,0.13885855856172893,WikiPathways
Glyoxylate metabolism and glycine degradation (Reactome),3,8,8.002589788252783,0.016022141372507185,Glycolic Acid;Pyruvic Acid;L-Hydroxyproline,0.13885855856172893,Reactome
Thiamine metabolic pathways (WikiPathways),3,8,8.002589788252783,0.016022141372507185,Pyruvic Acid;D-Glucose 6-Phosphate;Glucose 1-Phosphate,0.13885855856172893,WikiPathways
