pathway,pval,padj,log2err,ES,NES,size,leadingEdge,analysis
Methionine de novo and salvage pathway (WikiPathways),0.001905424078970145,0.06013398660133986,0.45505986738722953,0.998165137614679,1.2466740389296498,12,L-Glutamic Acid;L-Ornithine,IPC-EN
Biogenic amine synthesis (WikiPathways),0.0024997500249975004,0.06013398660133986,0.291090917251384,0.9981818181818182,1.3379757282158686,7,L-Glutamic Acid;Γ-Aminobutyric Acid,IPC-EN
Lysine degradation (KEGG),0.0024997500249975004,0.06013398660133986,0.291090917251384,0.9981818181818182,1.3379757282158686,7,L-Glutamic Acid;2-Oxoadipic Acid,IPC-EN
Phenylalanine and tyrosine metabolism (Reactome),0.0024997500249975004,0.06013398660133986,0.291090917251384,0.9981818181818182,1.3379757282158686,7,L-Glutamic Acid;Dl-Alanine,IPC-EN
Tyrosine metabolism (KEGG),0.0024997500249975004,0.06013398660133986,0.291090917251384,0.9981818181818182,1.3379757282158686,7,L-Glutamic Acid;Ethyl Acetoacetate,IPC-EN
Tryptophan catabolism (Reactome),0.003089346836060375,0.06013398660133986,0.4317076958033464,0.9981718464351006,1.265597434616309,10,L-Glutamic Acid;Dl-Alanine,IPC-EN
NAD biosynthesis II from tryptophan (WikiPathways),0.0030996900309969004,0.06013398660133986,0.2608205677188685,0.9981851179673321,1.3852662727397622,6,L-Glutamic Acid;Dl-Alanine,IPC-EN
Organic anion transporters (Reactome),0.0030996900309969004,0.06013398660133986,0.2608205677188685,0.9981851179673321,1.3852662727397622,6,L-Glutamic Acid;L-(+)-Lactic Acid,IPC-EN
Tryptophan metabolism (KEGG),0.0030996900309969004,0.06013398660133986,0.2608205677188685,0.9981851179673321,1.3852662727397622,6,L-Glutamic Acid;Dl-Alanine,IPC-EN
Urea cycle and related diseases (WikiPathways),0.0030996900309969004,0.06013398660133986,0.2608205677188685,0.9981851179673321,1.3852662727397622,6,L-Glutamic Acid;L-Ornithine,IPC-EN
Phenylalanine and Tyrosine Metabolism (KEGG),0.0037996200379962005,0.06142719061427191,0.23514199556110812,0.9981884057971014,1.4579567515787721,5,L-Glutamic Acid;Ethyl Acetoacetate,IPC-EN
Vitamin B6-dependent and responsive disorders (WikiPathways),0.0037996200379962005,0.06142719061427191,0.23514199556110812,0.9981884057971014,1.4579567515787721,5,L-Glutamic Acid;L-Pipecolinic Acid,IPC-EN
Cytosolic tRNA aminoacylation (Reactome),0.0164983501649835,0.21337866213378662,0.11155506943652808,0.955637707948244,1.1887260891268097,16,L-Glutamic Acid;L-Serine;Dl-Alanine,IPC-EN
Mitochondrial tRNA aminoacylation (Reactome),0.0164983501649835,0.21337866213378662,0.11155506943652808,0.955637707948244,1.1887260891268097,16,L-Glutamic Acid;L-Serine;Dl-Alanine,IPC-EN
tRNA Aminoacylation (Reactome),0.0164983501649835,0.21337866213378662,0.11155506943652808,0.955637707948244,1.1887260891268097,16,L-Glutamic Acid;L-Serine;Dl-Alanine,IPC-EN
"Alanine, aspartate and glutamate metabolism (KEGG)",0.026197380261973803,0.3126510878323932,0.08804095533636991,0.898876404494382,1.1303121689116056,23,L-Glutamic Acid;Guanosine 5'-Diphosphate (Gdp);Beta-Alanine;Succinic Acid;Adenosine 5'-Diphosphate;Dl-Alanine,IPC-EN
Lysine catabolism (Reactome),0.0273972602739726,0.3126510878323932,0.08603481432177795,0.9818181818181818,1.316041699884461,7,L-Glutamic Acid;Guanosine 5'-Diphosphate (Gdp);2-Oxoadipic Acid,IPC-EN
Metabolic pathways of fibroblasts (WikiPathways),0.030096990300969902,0.3190980901909809,0.08196474729218663,0.9558823529411765,1.1902810545011093,13,L-Glutamic Acid;L-Serine;L-(+)-Lactic Acid,IPC-EN
Arachidonic Acid Metabolism (KEGG),0.0321967803219678,0.3190980901909809,0.07915680514424982,0.9800362976406534,1.360079613235403,6,L-Glutamic Acid;Dl-Dipalmitoylphosphatidylcholine,IPC-EN
Phospholipid Biosynthesis (KEGG),0.032896710328967106,0.3190980901909809,0.0782805675040982,0.9781818181818182,1.3111674713663704,7,Dl-Dipalmitoylphosphatidylcholine;Triethanolamine,IPC-EN
Purine metabolism and related disorders (WikiPathways),0.03519648035196481,0.3251484375371987,0.07558611407642371,0.8973880597014925,1.124780808819869,21,L-Glutamic Acid;Guanosine 5'-Diphosphate (Gdp);2'-Deoxyadenosine;Adenosine 5'-Diphosphate,IPC-EN
Defective SLC6A19 causes Hartnup disorder (HND) (Reactome),0.0494950504949505,0.3496420849718307,0.06325274260551386,0.9542961608775137,1.209966778149658,10,L-Serine;Dl-Alanine,IPC-EN
Variant SLC6A14 may confer susceptibility towards obesity (Reactome),0.05319468053194681,0.3496420849718307,0.06089253270699512,0.9394495412844037,1.173340271933788,12,L-Serine;Beta-Alanine;Dl-Alanine,IPC-EN
