pathway,n_hits,set_size,odds_ratio,pval,hit_names,padj,pathway_source
"Cerebral organic acidurias, including diseases (WikiPathways)",2,5,9.464724157508327,0.039784718373164205,N-Acetyl-L-Aspartic Acid;Tryptophan,0.6538676801342791,WikiPathways
Biogenic amine synthesis (WikiPathways),2,7,5.674676734571019,0.0765856366872391,Γ-Aminobutyric Acid;Tryptophan,0.6538676801342791,WikiPathways
Metabolic reprogramming in pancreatic cancer (WikiPathways),2,7,5.674676734571019,0.0765856366872391,Udp-N-Acetylglucosamine;N-Acetyl-D-Glucosamine 6-Phosphate,0.6538676801342791,WikiPathways
Amino Sugar Metabolism (KEGG),3,16,3.324615398378611,0.08845761299066734,Udp-N-Acetylglucosamine;N-Acetyl-D-Glucosamine 6-Phosphate;Udp-Β-D-Glucose (Sodium Salt),0.6538676801342791,KEGG
Na+/Cl- dependent neurotransmitter transporters (Reactome),3,19,2.6874796418966467,0.13294913096197292,Γ-Aminobutyric Acid;Tryptophan;L-(-)-Methionine,0.6538676801342791,Reactome
Defective SLC6A19 causes Hartnup disorder (HND) (Reactome),2,10,3.535094019087538,0.14426004821032137,Tryptophan;L-(-)-Methionine,0.6538676801342791,Reactome
Tryptophan catabolism (Reactome),2,10,3.535094019087538,0.14426004821032137,Tryptophan;L-(-)-Methionine,0.6538676801342791,Reactome
Amino acid transport across the plasma membrane (Reactome),3,21,2.3804729138116443,0.1662343113343344,Γ-Aminobutyric Acid;Tryptophan;L-(-)-Methionine,0.6538676801342791,Reactome
Purine metabolism and related disorders (WikiPathways),3,21,2.3804729138116443,0.1662343113343344,Xanthosine;L-(-)-Methionine;Uric Acid,0.6538676801342791,WikiPathways
Variant SLC6A14 may confer susceptibility towards obesity (Reactome),2,12,2.8198964476462725,0.1943677834677505,Tryptophan;L-(-)-Methionine,0.6538676801342791,Reactome
"Alanine, aspartate and glutamate metabolism (KEGG)",3,23,2.1346212118878927,0.20176476356470022,Γ-Aminobutyric Acid;N-Acetyl-L-Aspartic Acid;N-Acetyl-D-Glucosamine 6-Phosphate,0.6538676801342791,KEGG
Ethanol effects on histone modifications (WikiPathways),1,5,3.4666227041053967,0.2985661417903258,L-(-)-Methionine,0.6538676801342791,WikiPathways
Glycogen synthesis and degradation (WikiPathways),1,5,3.4666227041053967,0.2985661417903258,Udp-Β-D-Glucose (Sodium Salt),0.6538676801342791,WikiPathways
MTHFR deficiency (WikiPathways),1,5,3.4666227041053967,0.2985661417903258,L-(-)-Methionine,0.6538676801342791,WikiPathways
Maternal to zygotic transition (MZT) (Reactome),1,5,3.4666227041053967,0.2985661417903258,5-Methylcytosine,0.6538676801342791,Reactome
Phenylalanine and Tyrosine Metabolism (KEGG),1,5,3.4666227041053967,0.2985661417903258,Phenylacetylglutamine,0.6538676801342791,KEGG
Synthesis of UDP-N-acetyl-glucosamine (Reactome),1,5,3.4666227041053967,0.2985661417903258,N-Acetyl-D-Glucosamine 6-Phosphate,0.6538676801342791,Reactome
Synthesis of wybutosine at G37 of tRNA(Phe) (Reactome),1,5,3.4666227041053967,0.2985661417903258,L-(-)-Methionine,0.6538676801342791,Reactome
The phototransduction cascade (Reactome),1,5,3.4666227041053967,0.2985661417903258,L-(-)-Methionine,0.6538676801342791,Reactome
Cytosolic tRNA aminoacylation (Reactome),2,16,2.0006642895151865,0.2990555090527457,Tryptophan;L-(-)-Methionine,0.6538676801342791,Reactome
Mitochondrial tRNA aminoacylation (Reactome),2,16,2.0006642895151865,0.2990555090527457,Tryptophan;L-(-)-Methionine,0.6538676801342791,Reactome
Purine metabolism (WikiPathways),2,16,2.0006642895151865,0.2990555090527457,Xanthosine;Uric Acid,0.6538676801342791,WikiPathways
tRNA Aminoacylation (Reactome),2,16,2.0006642895151865,0.2990555090527457,Tryptophan;L-(-)-Methionine,0.6538676801342791,Reactome
Cannabinoid receptor signaling (WikiPathways),1,6,2.770365796744502,0.3468532552178031,Γ-Aminobutyric Acid,0.6538676801342791,WikiPathways
Disorders of folate metabolism and transport (WikiPathways),1,6,2.770365796744502,0.3468532552178031,L-(-)-Methionine,0.6538676801342791,WikiPathways
NAD biosynthesis II from tryptophan (WikiPathways),1,6,2.770365796744502,0.3468532552178031,Tryptophan,0.6538676801342791,WikiPathways
One-carbon metabolism (WikiPathways),1,6,2.770365796744502,0.3468532552178031,L-(-)-Methionine,0.6538676801342791,WikiPathways
Role of carnosine in muscle contraction (WikiPathways),1,6,2.770365796744502,0.3468532552178031,Γ-Aminobutyric Acid,0.6538676801342791,WikiPathways
Tryptophan metabolism (KEGG),1,6,2.770365796744502,0.3468532552178031,Tryptophan,0.6538676801342791,KEGG
tRNA modification in the nucleus and cytosol (Reactome),1,6,2.770365796744502,0.3468532552178031,L-(-)-Methionine,0.6538676801342791,Reactome
Class C/3 (Metabotropic glutamate/pheromone receptors) (Reactome),1,7,2.305961210697618,0.3918978583062307,Γ-Aminobutyric Acid,0.6538676801342791,Reactome
Lactate shuttle in glial cells (WikiPathways),1,7,2.305961210697618,0.3918978583062307,Udp-Β-D-Glucose (Sodium Salt),0.6538676801342791,WikiPathways
Organic cation/anion/zwitterion transport (Reactome),1,7,2.305961210697618,0.3918978583062307,Uric Acid,0.6538676801342791,Reactome
