pathway,pval,padj,log2err,ES,NES,size,leadingEdge,analysis
Activation of NMDA receptors and postsynaptic events (Reactome),0.0040995900409959,0.23277672232776722,0.22623238004642038,0.786231884057971,2.1375773064317682,5,Adenosine 5'-Diphosphate;L-Glutamic Acid;Glycine;Guanosine 5'-Diphosphate (Gdp),Astrocyte-Immature
Post NMDA receptor activation events (Reactome),0.0040995900409959,0.23277672232776722,0.22623238004642038,0.786231884057971,2.1375773064317682,5,Adenosine 5'-Diphosphate;L-Glutamic Acid;Glycine;Guanosine 5'-Diphosphate (Gdp),Astrocyte-Immature
"Trans-sulfuration, one-carbon metabolism and related pathways (WikiPathways)",0.0066993300669933005,0.23277672232776722,0.1763237517377301,0.44848603804414583,1.8082868151062774,23,"Phosphoserine;L-Ornithine;Ophthalmate;Glycine;L-Glutathione (Reduced);O-Phosphocolamine;L(+)-Ornithine;Sarcosine;Cytidine 5'-Diphosphocholine;L-(-)-Methionine;Putrescine;2-Oxobutanoic Acid;L-Glutathione Oxidized;Cytidine 2'_3'-Cyclic Phosphate;L-Serine;Cytidine 2',3'-Cyclic Monophosphoric Acid;Taurine",Astrocyte-Immature
Tryptophan catabolism (Reactome),0.006899310068993101,0.23277672232776722,0.17371321926215616,0.5884444416488166,1.9404981811627304,10,L-Histidine;L-Kynurenine;L-Glutamic Acid;L-Valine;Tryptophan;L-(-)-Methionine,Astrocyte-Immature
Methionine Metabolism (KEGG),0.0084991500849915,0.23277672232776722,0.15627914647543964,0.494547460445383,1.8629202760897912,17,Adenosine 5'-Diphosphate;L-Glutamic Acid;1-Aminocyclopropanecarboxylic Acid;Glycine;5'-S-Methyl-5'-Thioadenosine;Sarcosine;L-(-)-Methionine;Putrescine;2-Oxobutanoic Acid;Adenosine;L-Serine,Astrocyte-Immature
Urea cycle (Reactome),0.0091990800919908,0.23277672232776722,0.15012944108802184,0.6928281804304877,1.9856176121364835,6,Adenosine 5'-Diphosphate;L-Glutamic Acid;L-Ornithine;L(+)-Ornithine;N-Acetylglutamic Acid,Astrocyte-Immature
Carnosine metabolism of glial cells (WikiPathways),0.011998800119988001,0.23277672232776722,0.1311834041317628,0.7241670694128466,1.9688378518212886,5,Adenosine 5'-Diphosphate;L-Histidine;Beta-Alanine,Astrocyte-Immature
Nitrogen metabolism (KEGG),0.012798720127987202,0.23277672232776722,0.12694980276989196,0.5368601044603446,1.8575998887539764,12,Adenosine 5'-Diphosphate;L-Histidine;Biotin;L-Glutamic Acid;Glycine;Asparagine,Astrocyte-Immature
Glutathione conjugation (Reactome),0.012998700129987,0.23277672232776722,0.1259529316386221,0.719471671729177,1.9560721834010744,5,Adenosine 5'-Diphosphate;L-Glutamic Acid;Glycine;L-Glutathione (Reduced),Astrocyte-Immature
Glutathione synthesis and recycling (Reactome),0.012998700129987,0.23277672232776722,0.1259529316386221,0.719471671729177,1.9560721834010744,5,Adenosine 5'-Diphosphate;L-Glutamic Acid;Glycine;L-Glutathione (Reduced),Astrocyte-Immature
Histidine metabolism (KEGG),0.0131986801319868,0.23277672232776722,0.12497879111958893,0.5620514653575343,1.8534627384534765,10,Adenosine 5'-Diphosphate;L-Histidine;1-Methylhistidine;L-Glutamic Acid,Astrocyte-Immature
