pathway,pval,padj,log2err,ES,NES,size,leadingEdge,analysis
Lysine catabolism (Reactome),6.457013651011545e-4,0.10267230786124619,0.47727081536286214,0.7073850371319146,2.6687552021000207,7,L-Lysine;2-Oxoadipic Acid;L-Saccharopine;L-Glutamic Acid;Guanosine 5'-Diphosphate (Gdp);L-2-Aminoadipic Acid,Neurons
"Cerebral organic acidurias, including diseases (WikiPathways)",0.001058477400631404,0.10267230786124619,0.45505986738722953,0.7681159420289855,2.586521479145866,5,Tryptophan;2-Oxoadipic Acid;L-2-Aminoadipic Acid;L-Aspartic Acid;N-Acetyl-L-Aspartic Acid,Neurons
Glyoxylate metabolism and glycine degradation (Reactome),0.0025997400259974,0.15033496650334965,0.2853133921438723,0.6090428027794512,2.411225472801648,8,Pyruvic Acid;L-Hydroxyproline;Sarcosine;Glycolic Acid;L-Aspartic Acid;Dl-Alanine,Neurons
Class C/3 (Metabotropic glutamate/pheromone receptors) (Reactome),0.0030996900309969004,0.15033496650334965,0.2608205677188685,0.6304075017159398,2.37834165459391,7,L-Lysine;L-Ornithine;L-Glutamic Acid;Γ-Aminobutyric Acid;D-Glucose,Neurons
Lysine degradation (KEGG),0.0046995300469953,0.18234176582341763,0.2110705378683249,0.6126267074199425,2.311259959641315,7,L-Lysine;2-Oxoadipic Acid;L-Saccharopine;L-Glutamic Acid;L-2-Aminoadipic Acid,Neurons
Vitamin B6-dependent and responsive disorders (WikiPathways),0.009299070092990702,0.30066993300669936,0.14930820690075336,0.6679421962606039,2.249200599706758,5,L-Lysine;L-Saccharopine;L-Glutamic Acid;L-2-Aminoadipic Acid,Neurons
Metabolic pathways of fibroblasts (WikiPathways),0.012598740125987402,0.3491650834916509,0.12797030576243018,0.4537806378781893,2.1080523455743094,13,Pyruvic Acid;Udp-Β-D-Glucose (Sodium Salt);D-Glucose 6-Phosphate;L-Glutamic Acid;D-Glucose;Glucose 1-Phosphate;L-(+)-Lactic Acid;Glycine;L-Serine;D-(+)-Glucose;Uridine 5'-Diphosphoglucuronic Acid,Neurons
Metabolism overview (WikiPathways),0.016798320167983202,0.3685631436856314,0.11053470074733461,0.38690046299694303,1.988847598832465,18,L-Ornithine;Pyruvic Acid;Palmitic Acid;Udp-Β-D-Glucose (Sodium Salt);L-Glutamic Acid;D-Glucose;L-Aspartic Acid;Dihydroxyacetone Phosphate;Citric Acid;Glucose 1-Phosphate,Neurons
Glutamate and glutamine metabolism (Reactome),0.0183981601839816,0.3685631436856314,0.10551993028944054,0.48177423692593924,2.0521768503553743,10,L-Ornithine;Pyruvic Acid;L-Glutamic Acid;L-Aspartic Acid;Dl-Alanine;N-Acetyl-L-Aspartic Acid,Neurons
Tryptophan catabolism (Reactome),0.018998100189981004,0.3685631436856314,0.1038042652915137,0.48045095425378503,2.046540164417997,10,Pyruvic Acid;Tryptophan;Leucine;L-Glutamic Acid;L-(-)-Methionine;Dl-Alanine,Neurons
