Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Sub.Class,Class,Direction,FDR_label
Acetylcholine,0.20665010283994534,25.16911998239261,2.4768083036914343,0.02069334258556542,0.1905410230635612,-3.1780895066782238,Amide-Pos-000467,Quaternary ammonium salts,Organonitrogen compounds,Increases with GW,
N-Acetylglutamic Acid,0.09165835794952618,26.74314289764745,2.3518886303189417,0.027220146151937314,0.1905410230635612,-3.391048513664904,C18-Pos-000763,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Increases with GW,
Histamine,0.10804983236654135,18.280519718653387,2.02026605257598,0.054651403372026876,0.25503988240279213,-3.9241762596237235,Amide-Neg-000145,Amines,Organonitrogen compounds,Increases with GW,
L-Pyroglutamic Acid,-0.05101945200017112,20.13183287022231,-1.580241518574283,0.1271420234431666,0.4449970820510831,-4.544149901314163,Amide-Pos-000317,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
N-Acetylglycine,0.13146251382875562,22.65830815018987,1.4172456608677781,0.16926281096385162,0.4739358706987845,-4.743937515123656,Amide-Neg-000219,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Increases with GW,
Dl-Pyroglutamic Acid,-0.02312291874513653,29.68323074666641,-1.2222715240969924,0.2334734691864196,0.5447714281016457,-4.959061970927424,Amide-Neg-000291,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
L-Aspartic Acid,-0.11322824872606442,18.05227564062134,-0.8527694409272923,0.4022175332980432,0.6435770528932222,-5.2888986510701255,C18-Pos-000393,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
L-Glutamic Acid,-0.08018058710673948,19.21819065661258,-0.3987974837365544,0.6960585355649491,0.8195384278199108,-5.290414777175802,Amide-Pos-000319,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
N-Acetyl-L-Aspartic Acid,0.031085014084274363,19.807231740514208,0.8013710130387145,0.43077973248528123,0.6435770528932222,-5.326186726274695,Amide-Neg-000557,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Increases with GW,
Υ-L-Glutamyl-L-Glutamic Acid,-0.028420424601379266,19.392860292899933,-0.7799690247405549,0.44303355447141213,0.6435770528932222,-5.34107051936246,Amide-Pos-001105,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
5-Methyl D-Glutamate,0.017534455601807237,29.254776585367914,0.7514326023371194,0.45969789492373014,0.6435770528932222,-5.360323528449951,Amide-Pos-000563,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Increases with GW,
N-Acetyl-1-Aspartylglutamic Acid,-0.021050565585979092,23.570668976193407,-0.38752405645635496,0.7024615095599235,0.8195384278199108,-5.506717812373825,C18-Pos-001811,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
Glycine,-0.012304766727823147,18.323511091278213,-0.20019548856428807,0.8430143660663599,0.9078616249945414,-5.59450541604611,Amide-Neg-000011,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
Cysteinylglycine,-0.0015719578872864554,17.897387738462033,-0.026041848457083277,0.979439284119412,0.979439284119412,-5.612327560627552,Amide-Pos-000635,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
