Name,GW_corr_pval.correlation.cor,GW_corr_pval.p_value,GW_FDR
"17-(1-Hydroxyethyl)-10,13-Dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-Tetradecahydro-1h-Cyclopenta[A]Phenanthren-3-One",-0.4193618932254995,0.08320678952542339,0.33282715810169355
Progesterone,-0.1749897703440868,0.4360366899587329,0.563088931820303
Cholest-4-En-3-One,0.2238731403224685,0.35686138377146337,0.563088931820303
4-Cholestenone,0.12717629485459983,0.563088931820303,0.563088931820303
