feature,Compound.ID,Name,weight
Oleoyl-L-Carnitine,C18-Pos-003241,Oleoyl-L-Carnitine,0.15601323544979095
"2-(6-Hydroxy-1-Methyl-2-Methylidene-9-Propan-2-Yl-5-Oxatricyclo[5.4.0.03,8]Undecan-4-Yl)Acetic Acid",C18-Neg-000965,"2-(6-Hydroxy-1-Methyl-2-Methylidene-9-Propan-2-Yl-5-Oxatricyclo[5.4.0.03,8]Undecan-4-Yl)Acetic Acid",0.15477338433265686
Pc(26:6_21:6cho),C8-Pos-005464,Pc(26:6_21:6cho),-0.15463867783546448
1-Myristoyl-Sn-Glycero-3-Phosphocholine,Amide-Pos-001743,1-Myristoyl-Sn-Glycero-3-Phosphocholine,-0.1541605293750763
Pc(22:3cho_28:6),C8-Pos-005761,Pc(22:3cho_28:6),0.1535290628671646
2-Oxobutanoic Acid,Amide-Neg-000108,2-Oxobutanoic Acid,-0.15266594290733335
Lpe 24:4,C8-Pos-002633,Lpe 24:4,-0.15200874209403992
Progesterone,C8-Pos-000616,Progesterone,-0.15147896111011505
Pc(20:0_22:5),C8-Pos-005193,Pc(20:0_22:5),0.14988963305950165
Pc(15:1cooh_27:7),C8-Pos-005208,Pc(15:1cooh_27:7),0.14983326196670532
Histamine,Amide-Neg-000145,Histamine,-0.1486650109291077
D-Glucose 6-Phosphate,Amide-Neg-001431,D-Glucose 6-Phosphate,0.148039311170578
Guanine,Amide-Pos-000503,Guanine,-0.14734354615211487
2-(Alpha-D-Mannopyranosyl)-L-Tryptophan,C18-Pos-002507,2-(Alpha-D-Mannopyranosyl)-L-Tryptophan,-0.14707288146018982
Maleic Acid,Amide-Neg-000196,Maleic Acid,-0.14680616557598114
"2,3-Dihydroxypropyl 13-Methyltetradecanoate",C8-Pos-000764,"2,3-Dihydroxypropyl 13-Methyltetradecanoate",-0.1465664654970169
