"gene","estimate","std_error","t_value","p_value","r_squared","n_samples","adj_p_value"
"HBG2",1.44139872850299,0.236356383928566,6.09841250972354,2.20232326006878e-09,0.0717701799624268,483,3.35891002548156e-06
"RPS19",1.87486259861087,0.307170165223586,6.10366113273462,2.13621000597945e-09,0.0718848873281598,483,3.35891002548156e-06
"C4orf48",1.89908283639362,0.312483807374358,6.07737998442428,2.48790052261957e-09,0.0713112258202044,483,3.64268442919867e-06
"ATP6V1F",1.6077841173272,0.265753322520616,6.04991163262867,2.9158476256633e-09,0.0707135424813034,483,3.75209007066964e-06
"HSPA8",1.62838817488992,0.269196257463514,6.04907434536165,2.92996224187173e-09,0.0706953544329468,483,3.75209007066964e-06
"RPL21",1.75065476695212,0.289362219210606,6.05004610390392,2.91358696724828e-09,0.0707164637139923,483,3.75209007066964e-06
"COX7A1",1.06958474816586,0.176891263392782,6.04656627835192,2.97264266335427e-09,0.0706408835260655,483,3.75209007066964e-06
"RPL10",1.80484285798509,0.299554510233563,6.02508991294388,3.36385443470552e-09,0.0701751180509222,483,4.10435092426537e-06
"PEG10",1.505260217519,0.251368430058774,5.9882627948428,4.15480068758868e-09,0.0693792138473484,483,4.53783533936108e-06
"COX6A1",1.67614942553939,0.279467091664007,5.99766296474922,3.93716591653818e-09,0.0695820349065892,483,4.53783533936108e-06
"ELOB",1.70217504700365,0.284371371448643,5.98574687153788,4.21501479451089e-09,0.0693249684696657,483,4.53783533936108e-06
"RPS21",1.7823443951237,0.297449218302121,5.99209641665072,4.06466128349259e-09,0.0694619015522818,483,4.53783533936108e-06
"RPL38",1.8527980720303,0.310197108012988,5.97297016693245,4.53419543792182e-09,0.0690497466228143,483,4.74199113741972e-06
"COX8A",1.59184730637654,0.267328474910416,5.95464926401868,5.03339908518438e-09,0.068655840945345,483,5.11784833650247e-06
"RPL34",1.72177374198006,0.289844258465248,5.94034103382627,5.46020085394111e-09,0.0683488196723818,483,5.40176194750433e-06
"RPL12",1.69935195433548,0.288490547113458,5.89049440731643,7.24118437084166e-09,0.0672834283859313,483,5.93502487741754e-06
"GNG3",1.63321910856723,0.277326833940339,5.88914922282125,7.29636431766444e-09,0.0672547680247505,483,5.93502487741754e-06
"RPS29",1.6724200628839,0.28287218651947,5.91228173919033,6.40214849434501e-09,0.0677482925018863,483,5.93502487741754e-06
"HBA2",1.22474274267476,0.207776249403288,5.89452714731397,7.07818823629512e-09,0.0673693781900663,483,5.93502487741754e-06
"PLPPR3",1.66204791667185,0.281976078940496,5.89428693000084,7.08779631850681e-09,0.0673642572337221,483,5.93502487741754e-06
"GPX4",1.65696771717889,0.281069356461844,5.89522720668353,7.05026005195419e-09,0.067384302935917,483,5.93502487741754e-06
"EID2",1.3271248958808,0.224859319588976,5.90202308851006,6.78467214197219e-09,0.0675292533540817,483,5.93502487741754e-06
"BEX1",1.68449042477187,0.285119537170472,5.9080147277481,6.55862996950809e-09,0.0676571510522315,483,5.93502487741754e-06
"GAPDH",1.70442150975089,0.290000588088101,5.87730363233984,7.80031795316404e-09,0.0670025938134909,483,6.07495400760886e-06
"RPS15",1.82553637327819,0.310508792555746,5.87917771426858,7.71838593996047e-09,0.0670424653680211,483,6.07495400760886e-06
"NDUFS5",1.62632453722803,0.277271880546368,5.86545066893668,8.33851070423955e-09,0.0667506347527286,483,6.10445691635969e-06
"RPL7",1.75038765594328,0.298177482417306,5.87028786262799,8.114636534112e-09,0.0668534142291614,483,6.10445691635969e-06
"TRAPPC5",1.54822717919421,0.263801453192517,5.86891072985995,8.17776882928201e-09,0.0668241469365723,483,6.10445691635969e-06
"PSMC3",1.41802887138328,0.242230839768111,5.85403936485037,8.89078070833590e-09,0.0665084164112573,483,6.38113994211622e-06
"C1QTNF4",1.61558896339634,0.27697927017288,5.83288764674681,1.00103099526986e-08,0.0660603626580849,483,7.04648818285731e-06
"RPS12",1.69694565901846,0.292288052817015,5.80573048629127,1.16508076068096e-08,0.0654868474657557,483,8.04653135169164e-06
"RPL35A",1.68965542250167,0.291534419080544,5.79573220832926,1.23185003549703e-08,0.0652761974004656,483,8.35011827765428e-06
"MIF",1.75110416028377,0.30259702250195,5.78691801328773,1.29379413542657e-08,0.0650907168843415,483,8.61055282420986e-06
"AURKAIP1",1.43150377906816,0.247666908268189,5.77995578447661,1.34485929177293e-08,0.0649443556238203,483,8.79057669929579e-06
"HMGB3",1.37648654269522,0.238305257627144,5.776148442553,1.37360993256366e-08,0.0648643721403996,483,8.82098560904562e-06
"RPL35",1.72197640720206,0.299032944931353,5.75848392757315,1.51502775427118e-08,0.0644937923976466,483,9.35599777634642e-06
"LINC01309",0.613325614920562,0.106548877622536,5.75628414494756,1.53360252043707e-08,0.0644477026182596,483,9.35599777634642e-06
"ATP6V0C",1.58748503536139,0.2756368819592,5.75933461472101,1.50790356096221e-08,0.0645116194729324,483,9.35599777634642e-06
"C12orf57",1.65555623074336,0.287999610646269,5.74846690600832,1.60142311002582e-08,0.0642840218514855,483,9.60958877366968e-06
"CBX4",1.08533352001365,0.188916388461144,5.74504694301248,1.63200462892295e-08,0.0642124651265101,483,9.63514474791865e-06
"RPS27",1.80669407169904,0.315235656866878,5.73124909046059,1.76126765441097e-08,0.0639240908685857,483,9.81556132617663e-06
"TUBB2B",1.7284573880004,0.30129778875933,5.7367078434852,1.70897790144314e-08,0.0640381168065774,483,9.81556132617663e-06
"EEF2",1.70106450542345,0.296850690145938,5.73037072808275,1.76982583195186e-08,0.0639057506167903,483,9.81556132617663e-06
"RPS16",1.70682753365024,0.297654724242932,5.73425312832329,1.73230192190178e-08,0.0639868311461663,483,9.81556132617663e-06
"RPL9",1.69302002925699,0.296285918048915,5.71414274564842,1.9354259405847e-08,0.0635672862590033,483,9.90719427345062e-06
"RPS18",1.75727986088424,0.307700913674029,5.71099981440375,1.96919883866043e-08,0.0635018173734978,483,9.90719427345062e-06
"TRAPPC1",1.35959483008326,0.237739480090812,5.71884328830834,1.88596589263563e-08,0.0636652511169926,483,9.90719427345062e-06
"TUBB4A",1.62960115151634,0.285165305707528,5.71458420396938,1.93072759230517e-08,0.0635764842160274,483,9.90719427345062e-06
"UBA52",1.71102429985239,0.299633485575178,5.71039080150837,1.97580915190115e-08,0.0634891344271155,483,9.90719427345062e-06
"POLR2I",1.52825298891165,0.267468801810366,5.71376167451174,1.93949055399269e-08,0.0635593469187498,483,9.90719427345062e-06
"TMSB4X",1.74072797848379,0.304722672531364,5.71249905372442,1.95301752365012e-08,0.063533043953863,483,9.90719427345062e-06
"ENSG00000282885",1.39737915791322,0.24492875150109,5.705247543823,2.03250348546621e-08,0.0633820642060137,483,9.91970101093402e-06
"PRDX2",1.5113557517531,0.264851624898458,5.70642431335864,2.01939376702454e-08,0.0634065553572005,483,9.91970101093402e-06
"RPL15",1.77042218002717,0.310524637667109,5.70139037381347,2.07605770449579e-08,0.0633018144889488,483,9.99894950202156e-06
"PCSK1N",1.80367100727996,0.316635082126238,5.69637134068695,2.13409418989841e-08,0.0631974525111467,483,1.01449848996158e-05
"DDAH2",1.57054060327156,0.275869527813493,5.6930557561738,2.17329659281279e-08,0.0631285484255938,483,1.01988908311948e-05
"RPS5",1.76530116111299,0.310288473168616,5.68922571659212,2.21945498974365e-08,0.06304899032688,483,1.0283662081592e-05
"NPY",1.79915774442686,0.316960348310203,5.67628649456826,2.38256332712471e-08,0.0627805113427613,483,1.09014185032591e-05
"RPL13",1.6957373468241,0.298915722640397,5.67296136799103,2.4263289024666e-08,0.0627115914260916,483,1.09646102649244e-05
"ENSG00000290397",1.17595533905697,0.207468978595246,5.66810203153867,2.49169863021535e-08,0.0626109263549063,483,1.09896342597568e-05
"MT-CO2",1.46648913983099,0.258727382047515,5.66808633947245,2.49191247830788e-08,0.0626106013858312,483,1.09896342597568e-05
"RPS14",1.63877022588567,0.289661905025984,5.65752761219556,2.63992990789122e-08,0.0623920922752393,483,1.13303959214108e-05
"CUTA",1.54080160286862,0.272432302603965,5.65572286451098,2.66607194782811e-08,0.0623547742522726,483,1.13303959214108e-05
"EEF1G",1.71661543076907,0.303729639082031,5.6517876752405,2.72395050017526e-08,0.0622734345990594,483,1.13303959214108e-05
"MAZ",1.44273717769688,0.255059004389427,5.65648400122386,2.65501618521482e-08,0.0623705117157931,483,1.13303959214108e-05
"SLC25A11",1.18090128538521,0.208896113603856,5.65305531545043,2.70517385090766e-08,0.0622996318530863,483,1.13303959214108e-05
"RPL36A",1.7130476333273,0.303304642104013,5.64794399928715,2.78166292759285e-08,0.0621940275540366,483,1.14404482923156e-05
"SRP14",1.59461409776724,0.282588209383494,5.64288970600053,2.85936689620521e-08,0.0620896719716001,483,1.16293628742995e-05
"HBB",0.810240417945144,0.14397261757647,5.6277397159553,3.10515149765305e-08,0.0617772923462914,483,1.24902159802299e-05
"GADD45GIP1",1.50443076373661,0.26749007211035,5.62424897442914,3.16463268505627e-08,0.0617054058929917,483,1.25911103047608e-05
"RPL10A",1.62837891241638,0.290057630400315,5.61398405609607,3.34603997423935e-08,0.0614942104098831,483,1.31240364378646e-05
"TCEAL5",1.35983108370511,0.242279543199087,5.61265332495571,3.37028582985266e-08,0.0614668525884451,483,1.31240364378646e-05
"MARCKSL1",1.70279179249461,0.303884848133129,5.60341130186468,3.54345486351927e-08,0.0612769855583587,483,1.31822771979221e-05
"MRPL55",1.24460557612415,0.221942650154067,5.60778009661582,3.46054366615827e-08,0.0613667081380174,483,1.31822771979221e-05
"RPL37A",1.7018986076292,0.30381025139973,5.60184720491863,3.57360564029428e-08,0.061244876301244,483,1.31822771979221e-05
"ESRP1",-1.27778443004701,0.22791582398701,-5.6063875148916,3.48676506098537e-08,0.0613381027527819,483,1.31822771979221e-05
"RPL8",1.63079497131826,0.291264357023513,5.59902003796025,3.62873889996736e-08,0.0611868547264125,483,1.31822771979221e-05
"PSME1",1.144660485659,0.204570256866725,5.59543945044136,3.69975352238275e-08,0.0611134025535429,483,1.31822771979221e-05
"HBA1",1.0514409774904,0.18791913047337,5.59517796214686,3.7049923267107e-08,0.061108039773505,483,1.31822771979221e-05
"ALKBH7",1.49904506962143,0.268013292664147,5.59317433370705,3.74537435412496e-08,0.0610669542818396,483,1.31822771979221e-05
"TMEM160",1.47592322087236,0.263838385841911,5.59404279313898,3.72781873149102e-08,0.0610847611498306,483,1.31822771979221e-05
"MT-ND1",1.38449559120541,0.247347060111756,5.59738041996486,3.66109168106636e-08,0.0611532151972568,483,1.31822771979221e-05
"RPL11",1.62724341205173,0.291098131770148,5.59001667979306,3.80988570181338e-08,0.0610022274453474,483,1.32816244027787e-05
"NDUFA11",1.47873643293654,0.264621274674518,5.58812376198918,3.84907515258492e-08,0.0609634389167696,483,1.32916553665301e-05
"RPL19",1.67902337471121,0.300585117861142,5.58584998039342,3.89666831514779e-08,0.0609168590906925,483,1.33302473838944e-05
"RAB3A",1.52413421207578,0.273026123140633,5.58237502896642,3.9705113219297e-08,0.06084570025848,483,1.3457092261844e-05
"NDUFB11",1.60880396279478,0.288988054486574,5.56702582621636,4.31329422500617e-08,0.0605317858005634,483,1.44847542946904e-05
"RPL27A",1.62654064649295,0.29240126026871,5.56270053350041,4.41497627838679e-08,0.060443445284547,483,1.46914356085518e-05
"PRDX5",1.54768380394578,0.278394073922288,5.55932740284481,4.49588847117481e-08,0.0603745880226259,483,1.48259010449444e-05
"ATP5ME",1.50339601132991,0.270685294648312,5.55403651788028,4.62571530201486e-08,0.0602666465910051,483,1.51178288316921e-05
"NDUFB7",1.4525605120237,0.261649807352223,5.55154435893896,4.68812350959924e-08,0.0602158300960894,483,1.5186201145608e-05
"GSTP1",1.44475563959449,0.260411009899286,5.54798216923795,4.77875082866309e-08,0.0601432251474617,483,1.53311462734627e-05
"RPL27",1.64428873057128,0.296454528015262,5.54651245025555,4.81663703816035e-08,0.0601132794839114,483,1.53311462734627e-05
"H4C3",1.53461943519798,0.277131255517219,5.53751843087446,5.05492628304242e-08,0.0599301568170648,483,1.58135905104908e-05
"DRAP1",1.49215558071049,0.269584397338548,5.5350220392637,5.12307327392823e-08,0.0598793691085063,483,1.58135905104908e-05
"ATP5F1D",1.53654070564281,0.277636057115993,5.53437014487231,5.1410153828773e-08,0.0598661095447827,483,1.58135905104908e-05
"RPS9",1.61632095457441,0.29192998383892,5.53667332597895,5.07789685017414e-08,0.0599129616750798,483,1.58135905104908e-05
"EDF1",1.49751864796163,0.270950455433914,5.52690950662337,5.35075519276329e-08,0.059714444411299,483,1.61866977748684e-05
"RPL18",1.63136502718016,0.295135240035954,5.52751690032482,5.3333731346013e-08,0.0597267861187999,483,1.61866977748684e-05
"ARL4D",1.16874815010386,0.211783410860915,5.51860103372977,5.59412348951758e-08,0.0595457272056161,483,1.67842046074018e-05
"NUDT1",1.21298994132865,0.220097742904531,5.51114211950274,5.82174811700951e-08,0.0593944264253501,483,1.73251437459363e-05
"ARHGDIA",1.26287082222521,0.229329145287111,5.50680473100854,5.95822599780468e-08,0.0593065161575022,483,1.75882987438421e-05
"RPS3A",1.5933076263823,0.289663437066955,5.50054795494957,6.16059083522249e-08,0.0591797967343628,483,1.80008581640536e-05
"PPP1R9B",1.14551002503767,0.208294869533125,5.49946346544795,6.1963395494229e-08,0.059157843585849,483,1.80008581640536e-05
"MYL6",1.47810150662263,0.268932732810074,5.49617553496733,6.30595824723549e-08,0.0590913067303121,483,1.81336501249816e-05
"RPS15A",1.57054925974623,0.285831715729682,5.49466407440782,6.35698006222833e-08,0.0590607299545621,483,1.81336501249816e-05
"RPL26",1.67716620843712,0.305290533645221,5.49367249751072,6.3906700527883e-08,0.0590406738898744,483,1.81336501249816e-05
"NDUFA4",1.48411356069411,0.270790655286373,5.4806675626402,6.84891514592585e-08,0.0587778865178418,483,1.8715621027054e-05
"RPL30",1.53475910264051,0.280013964747616,5.48100914903948,6.83648051319234e-08,0.0587847827765543,483,1.8715621027054e-05
"RPS17",1.67241578094944,0.30511391428601,5.48128322781681,6.82651919832737e-08,0.0587903163673427,483,1.8715621027054e-05
"TIMM13",1.33768423766182,0.244076289826632,5.48059886772278,6.85141847236704e-08,0.0587764996817112,483,1.8715621027054e-05
"BEX5",1.56920380977564,0.286210018065957,5.48270050216768,6.77523337953172e-08,0.0588189342040983,483,1.8715621027054e-05
"RPS23",1.58603504593946,0.28974714815208,5.47385903900941,7.10139736840433e-08,0.0586404984171486,483,1.9254781427635e-05
"RPL13A",1.64700480593615,0.300982036616829,5.47210333363814,7.16795745903001e-08,0.0586050915201231,483,1.92923466787011e-05
"RAMP2",1.23631657676813,0.226371991518317,5.46143791233152,7.58550912217985e-08,0.0583901914259267,483,2.02671515261512e-05
"TSPO",1.3848820474148,0.253818167969049,5.45619747591781,7.79923746455004e-08,0.058284718363161,483,2.06871947936514e-05
"RABAC1",1.45427965012024,0.266659493907645,5.45369538061119,7.90333638797201e-08,0.0582343866509879,483,2.08124982118941e-05
"CCDC85B",1.4269132961558,0.261795430386897,5.45048969742145,8.03868186105215e-08,0.0581699275684288,483,2.09329354433085e-05
"ATP5F1B",1.36849261881607,0.251103763873928,5.44990882535377,8.0634463378497e-08,0.0581582506489921,483,2.09329354433085e-05
"UBE2M",1.11843609630139,0.205577681569754,5.44045485755656,8.4770726112549e-08,0.0579683375751234,483,2.16989346756905e-05
"SSR4",1.42517037866662,0.261932003402006,5.44099369361641,8.45295381115702e-08,0.0579791550102995,483,2.16989346756905e-05
"DDT",1.33562338645527,0.245648681974804,5.4371282423256,8.62746189830417e-08,0.0579015721399416,483,2.19305288420504e-05
"MAF1",1.1758912600342,0.216465806356375,5.43222636326355,8.8537980100109e-08,0.057803248226646,483,2.23506498178234e-05
"NEFM",1.74626513744563,0.321663532419169,5.42885643365383,9.01273291350725e-08,0.0577356923364822,483,2.2596032573015e-05
"REX1BD",1.31164235489954,0.241712446164719,5.4264576595518,9.12755003810783e-08,0.0576876245299483,483,2.27282205166598e-05
"DCTN3",1.4466848524953,0.266837803310239,5.42158882492865,9.36498039464077e-08,0.0575901107000061,483,2.31618744841507e-05
"RPL24",1.55440498133688,0.287245010450881,5.41142552449204,9.88008022487348e-08,0.0573867755927472,483,2.40186725526118e-05
"BLOC1S1",1.37282757117902,0.253730773812474,5.41056786510901,9.92478581009558e-08,0.0573696300203854,483,2.40186725526118e-05
"RPP25",0.760645396702151,0.140609495544786,5.40963036496972,9.97387779476833e-08,0.0573508907373309,483,2.40186725526118e-05
"UBB",1.45654026153865,0.269201647891612,5.41059192224963,9.92352915595159e-08,0.0573701109210469,483,2.40186725526118e-05
"DBNDD2",0.999605807639464,0.184892434744969,5.40641811017453,1.01438812580394e-07,0.0572867013500957,483,2.42684071613905e-05
"KCNF1",1.07117761558029,0.198579736408729,5.39419396436063,1.0816924420248e-07,0.0570426993006891,483,2.57105650310882e-05
"HSP90AB1",1.48538433715832,0.275608066176212,5.38948064099341,1.10878475110435e-07,0.0569487321051788,483,2.61844884060799e-05
"SCAND1",1.38492560941028,0.257128073953836,5.38613146403814,1.12843504979724e-07,0.056881999772759,483,2.64777157453706e-05
"PDAP1",1.35639952570094,0.252344514545021,5.37518926514626,1.19502011256552e-07,0.0566641999842892,483,2.78614752868461e-05
"RPS10",1.60248883676145,0.298229100584355,5.37334832054117,1.20659108643334e-07,0.0566275904241817,483,2.79532026125353e-05
"PPIA",1.48360116981811,0.276246482942648,5.37057034722908,1.22425771948857e-07,0.0565723652023936,483,2.81841066441255e-05
"RPL39",1.56832212767759,0.292121554224988,5.36873128666737,1.23609114135255e-07,0.0565358174220502,483,2.8278675086293e-05
"RPSA",1.52558036996298,0.284347742885098,5.36519247342663,1.25917471578277e-07,0.0564655175932551,483,2.86278455257841e-05
"HRAS",1.38889785151946,0.259079378718063,5.36089695131968,1.28775677933857e-07,0.0563802336835558,483,2.90969439203141e-05
"EIF5A",1.35891560052327,0.253798626747284,5.35430635673372,1.33283795581193e-07,0.056249485950593,483,2.99307978739509e-05
"CHCHD2",1.39709916053201,0.261100340370413,5.35081324884526,1.35734876236388e-07,0.0561802383524323,483,3.02953622546143e-05
"RPLP2",1.57044965329338,0.293892938832168,5.34361138288596,1.4092717258354e-07,0.0560375787025768,483,3.12416454355976e-05
"NDUFA3",1.409547649614,0.263832445261783,5.34258645943037,1.41681596063523e-07,0.0560172884098647,483,3.12416454355976e-05
"RPS26",1.5032051631316,0.281505073787654,5.33988657080299,1.43687729379595e-07,0.0559638534801829,483,3.14942853066508e-05
"COX7C",1.51933821685778,0.284749350589172,5.33570388734559,1.4685017225606e-07,0.0558811131715965,483,3.19958553884572e-05
"ENHO",1.30286417176972,0.244314254983525,5.33273906533852,1.49132603202881e-07,0.0558224946415638,483,3.23008864357294e-05
"TMSB10",1.68689443141087,0.317073374225135,5.32020210001329,1.59170314422962e-07,0.0555749018216906,483,3.42721775831654e-05
"FAM89B",1.37417222350463,0.258514035018822,5.31565809726569,1.6296784732571e-07,0.0554852740947399,483,3.46828134999671e-05
"NAP1L3",1.35952883794423,0.255759533181286,5.31565264071928,1.62972459894939e-07,0.0554851665034522,483,3.46828134999671e-05
"ZNF428",1.44615397978615,0.272133769368666,5.31412908857707,1.64265326537896e-07,0.0554551287139371,483,3.47558844658563e-05
"STMN1",1.60771248487685,0.302852111201931,5.30857281627098,1.69065135907901e-07,0.0553456400975903,483,3.55658634182345e-05
"B3GALT6",1.18397556278382,0.223256238529258,5.30321378960554,1.73823266460662e-07,0.0552401227844079,483,3.63578676887205e-05
"RPL4",1.53129319596317,0.289013116573152,5.29835190222443,1.78252171986538e-07,0.0551444658013661,483,3.66665166706142e-05
"RPL23A",1.580930617201,0.298276891766035,5.30021151769632,1.76545393373226e-07,0.0551810454126291,483,3.66665166706142e-05
"NDUFS7",1.30782241043206,0.246838320497623,5.2982956932923,1.78304009599206e-07,0.0551433602979722,483,3.66665166706142e-05
"ATP5MF",1.48248005135066,0.280057621451135,5.29348226150428,1.82797752693934e-07,0.0550487248270158,483,3.73020222538277e-05
"INAFM1",1.34740011557788,0.254571712875806,5.292811602502,1.83432521191372e-07,0.0550355445203255,483,3.73020222538277e-05
"CDKN1C",1.22928158748986,0.232316844826803,5.29140101057382,1.8477460823012e-07,0.0550078267330245,483,3.73673467384271e-05
"UQCRQ",1.44768664164292,0.273952039818992,5.28445286481331,1.91525501545257e-07,0.0548713814862101,483,3.74898366768052e-05
"MEA1",1.15651873921716,0.218799495572298,5.28574682584224,1.90250413571248e-07,0.0548967812377459,483,3.74898366768052e-05
"CCDC184",1.19911973029921,0.226893128822197,5.2849539187187,1.91030775729952e-07,0.0548812163261537,483,3.74898366768052e-05
"NMB",0.817910855441863,0.154760049575812,5.28502580403475,1.90959900008613e-07,0.0548826273729112,483,3.74898366768052e-05
"SNHG9",1.14183576413913,0.215975794284796,5.28686915087093,1.89151127155643e-07,0.0549188157980498,483,3.74898366768052e-05
"RPL28",1.62626889688025,0.307526449927235,5.28822446740774,1.87831839813884e-07,0.0549454295365523,483,3.74898366768052e-05
"FAM32A",1.32426174063113,0.250761323947589,5.28096486245986,1.95004040276033e-07,0.0548029380756844,483,3.7967701543957e-05
"NCL",1.29888452083035,0.246113379926369,5.27758596960045,1.98432134179606e-07,0.0547366693173284,483,3.82284728395279e-05
"NDUFA1",1.36806358097329,0.259189793792428,5.2782309093116,1.97773323080679e-07,0.0547493156820032,483,3.82284728395279e-05
"TUFM",1.25934376689759,0.238766246149719,5.27437938655667,2.0173940001889e-07,0.0546738106350491,483,3.86621413523113e-05
"FAM174C",1.11429160431323,0.211439279755482,5.27003121464395,2.06309578952109e-07,0.0545886210595807,483,3.93320616039739e-05
"PHPT1",1.47760825387844,0.280473178238443,5.26826936949477,2.08189814469781e-07,0.0545541185456457,483,3.9484870304932e-05
"TMEM203",1.09796324987122,0.208593864792334,5.26364114766413,2.13208518169426e-07,0.0544635262612128,483,4.02282711292456e-05
"RPLP1",1.54507969995736,0.293722647289692,5.26033560644535,2.16864533337085e-07,0.0543988620993077,483,4.06977921172693e-05
"ALYREF",1.0672780958142,0.202943399178949,5.25899388761643,2.18365784841654e-07,0.0543726239910611,483,4.06977921172693e-05
"PRMT1",1.25994786184892,0.239606657156399,5.25840090088363,2.19032484075567e-07,0.0543610294523543,483,4.06977921172693e-05
"NME1",1.38574652150358,0.26369786955024,5.25505391403844,2.22832682944298e-07,0.0542956057450691,483,4.11947854873387e-05
"POLR2L",1.38292329715584,0.263239208114245,5.25348525040257,2.24635678146646e-07,0.0542649542269243,483,4.13027247844801e-05
"ANAPC11",1.34049049607072,0.255252912937549,5.25161684011298,2.2680165232435e-07,0.0542284550410448,483,4.13027247844801e-05
"TRIM28",1.22512279507065,0.233262388432552,5.25212317040515,2.26212692344365e-07,0.0542383451424187,483,4.13027247844801e-05
"RPL6",1.53963248320036,0.293426576115864,5.24707919637247,2.32146576378189e-07,0.0541398550147215,483,4.20667984244913e-05
"PSMB4",1.27755368283845,0.243877637864557,5.23850277551059,2.42584162664618e-07,0.0539725595344823,483,4.3082363072111e-05
"MRFAP1",1.30122285338239,0.248435986458368,5.2376584887409,2.43635918367582e-07,0.0539561021011297,483,4.3082363072111e-05
"EEF1A1",1.49758265665785,0.285905413741956,5.23803532454089,2.43165936785674e-07,0.0539634473933854,483,4.3082363072111e-05
"ZNF853",0.976091752697302,0.186353530751316,5.23784952590928,2.43397550974856e-07,0.0539598257503091,483,4.3082363072111e-05
"EIF1",1.45591203286048,0.277824916535535,5.24039402590536,2.40244112811731e-07,0.054009432669052,483,4.3082363072111e-05
"ATP5F1E",1.58297761921346,0.302495258334825,5.23306589309012,2.49434917699447e-07,0.0538666164264039,483,4.36857211840696e-05
"TOMM22",1.25537448530904,0.239882100797255,5.23329786231141,2.49138833569199e-07,0.0538711348170047,483,4.36857211840696e-05
"KMT2B",1.11531863985669,0.213233345061013,5.23050763724387,2.52722959561517e-07,0.0538167961043775,483,4.40508152942369e-05
"NOP53",1.41246011757721,0.270226310998528,5.2269525952449,2.57361953903951e-07,0.0537475957829745,483,4.46468102402854e-05
"CAMK2N2",1.06791008958914,0.20440151165524,5.22457041017566,2.60516536137771e-07,0.0537012462602051,483,4.49808834376744e-05
"UQCR10",1.43143463654614,0.274187730921607,5.22063708589282,2.65807370121082e-07,0.0536247529615948,483,4.56789341592116e-05
"EXOSC4",0.96949150580921,0.185789585024616,5.21822310804322,2.69105880571456e-07,0.0535778295518153,483,4.60296806188673e-05
"NPIPB2",1.0688738530584,0.205037845585887,5.21305639943757,2.76299592363241e-07,0.053477455294975,483,4.70403268784375e-05
"ARF5",1.27488591090949,0.245034228386,5.20288907923988,2.91003701540363e-07,0.0532801618924018,483,4.93143494962197e-05
"ENSG00000280441",0.747219515304296,0.143696390738368,5.19998805443054,2.95336360140698e-07,0.0532239240580064,483,4.98179360672356e-05
"TOMM7",1.4448448660154,0.278071329802471,5.19595050320989,3.01470550669281e-07,0.0531456951792195,483,5.06193946637539e-05
