feature,factor,value,view
XIST_Astrocyte-Immature,Factor1,-0.04731147363781929,Astrocyte-Immature
TSIX_Astrocyte-Immature,Factor1,-0.06321781128644943,Astrocyte-Immature
UTY_Astrocyte-Immature,Factor1,0.05828087031841278,Astrocyte-Immature
TTTY14_Astrocyte-Immature,Factor1,0.06734499335289001,Astrocyte-Immature
ENSG00000243620_Astrocyte-Immature,Factor1,-0.07772337645292282,Astrocyte-Immature
LINC00609_Astrocyte-Immature,Factor1,-0.03902410343289375,Astrocyte-Immature
USP9Y_Astrocyte-Immature,Factor1,0.056569904088974,Astrocyte-Immature
NLGN4Y_Astrocyte-Immature,Factor1,0.05760728940367699,Astrocyte-Immature
CTNNA2,Factor1,-0.06316591054201126,Astrocyte-Immature
NTRK2_Astrocyte-Immature,Factor1,-0.028823167085647583,Astrocyte-Immature
NR2F2-AS1_Astrocyte-Immature,Factor1,0.048645153641700745,Astrocyte-Immature
LUZP2_Astrocyte-Immature,Factor1,-0.15647655725479126,Astrocyte-Immature
SPON1_Astrocyte-Immature,Factor1,-0.12586741149425507,Astrocyte-Immature
ENSG00000287704_Astrocyte-Immature,Factor1,-0.03689710050821304,Astrocyte-Immature
ENSG00000231918_Astrocyte-Immature,Factor1,-0.1319173276424408,Astrocyte-Immature
ENSG00000290853_Astrocyte-Immature,Factor1,0.07068625092506409,Astrocyte-Immature
OBI1-AS1_Astrocyte-Immature,Factor1,-0.07011457532644272,Astrocyte-Immature
PTPRT_Astrocyte-Immature,Factor1,-0.0764322280883789,Astrocyte-Immature
ENSG00000275443_Astrocyte-Immature,Factor1,0.06709246337413788,Astrocyte-Immature
SLC26A3_Astrocyte-Immature,Factor1,-0.13137595355510712,Astrocyte-Immature
NRXN3_Astrocyte-Immature,Factor1,0.09946431964635849,Astrocyte-Immature
ADCY8_Astrocyte-Immature,Factor1,-0.09923046827316284,Astrocyte-Immature
GREB1L_Astrocyte-Immature,Factor1,-0.022619197145104408,Astrocyte-Immature
GALNTL6_Astrocyte-Immature,Factor1,0.07899411022663116,Astrocyte-Immature
KCNIP4_Astrocyte-Immature,Factor1,-5.612593304249458e-5,Astrocyte-Immature
GRIK4_Astrocyte-Immature,Factor1,-0.10227213054895401,Astrocyte-Immature
SGCZ_Astrocyte-Immature,Factor1,0.08324046432971954,Astrocyte-Immature
LINC01965_Astrocyte-Immature,Factor1,0.031834203749895096,Astrocyte-Immature
PTCSC3_Astrocyte-Immature,Factor1,-0.07534279674291611,Astrocyte-Immature
PAX3_Astrocyte-Immature,Factor1,-0.06608074903488159,Astrocyte-Immature
ARMC3_Astrocyte-Immature,Factor1,-0.12267272174358368,Astrocyte-Immature
CDON_Astrocyte-Immature,Factor1,-0.09413585066795349,Astrocyte-Immature
MOXD1_Astrocyte-Immature,Factor1,0.027786625549197197,Astrocyte-Immature
SFRP1_Astrocyte-Immature,Factor1,0.038887809962034225,Astrocyte-Immature
TTTY10_Astrocyte-Immature,Factor1,0.02636413462460041,Astrocyte-Immature
SLIT2_Astrocyte-Immature,Factor1,0.022281792014837265,Astrocyte-Immature
DCC_Astrocyte-Immature,Factor1,-0.1076313704252243,Astrocyte-Immature
HS6ST3_Astrocyte-Immature,Factor1,-0.1368301808834076,Astrocyte-Immature
PIP5K1B_Astrocyte-Immature,Factor1,-0.12695381045341492,Astrocyte-Immature
ADAMTSL1_Astrocyte-Immature,Factor1,-0.18344242870807648,Astrocyte-Immature
KCND2,Factor1,-0.0584978386759758,Astrocyte-Immature
ZNF804B_Astrocyte-Immature,Factor1,0.02860177680850029,Astrocyte-Immature
DSCAM_Astrocyte-Immature,Factor1,-0.018748482689261436,Astrocyte-Immature
COLEC12_Astrocyte-Immature,Factor1,-0.1178729385137558,Astrocyte-Immature
FOXO1_Astrocyte-Immature,Factor1,-0.11624313145875931,Astrocyte-Immature
NXPH1_Astrocyte-Immature,Factor1,-0.11284030973911285,Astrocyte-Immature
RPS18_Astrocyte-Immature,Factor1,-0.2440790981054306,Astrocyte-Immature
ADAMTS3_Astrocyte-Immature,Factor1,0.07632376998662949,Astrocyte-Immature
ENSG00000189229_Astrocyte-Immature,Factor1,-0.03257755935192108,Astrocyte-Immature
DOCK10_Astrocyte-Immature,Factor1,-0.09515909105539322,Astrocyte-Immature
TSHZ2_Astrocyte-Immature,Factor1,0.01074728649109602,Astrocyte-Immature
ABLIM1_Astrocyte-Immature,Factor1,-0.10497211664915085,Astrocyte-Immature
SMOC1_Astrocyte-Immature,Factor1,-0.11248566210269928,Astrocyte-Immature
TMEM132D_Astrocyte-Immature,Factor1,0.06845937669277191,Astrocyte-Immature
CPNE4_Astrocyte-Immature,Factor1,0.15673813223838806,Astrocyte-Immature
ENSG00000237356_Astrocyte-Immature,Factor1,0.0935630351305008,Astrocyte-Immature
ARHGEF4_Astrocyte-Immature,Factor1,-0.12294050306081772,Astrocyte-Immature
ENSG00000285638,Factor1,0.15415631234645844,Astrocyte-Immature
ENSG00000271945_Astrocyte-Immature,Factor1,0.02983870729804039,Astrocyte-Immature
DPP10_Astrocyte-Immature,Factor1,-0.0337732695043087,Astrocyte-Immature
CCN1,Factor1,0.04442598670721054,Astrocyte-Immature
SEMA5A_Astrocyte-Immature,Factor1,-0.026034226641058922,Astrocyte-Immature
TXLNGY_Astrocyte-Immature,Factor1,0.08021107316017151,Astrocyte-Immature
C8orf34_Astrocyte-Immature,Factor1,-0.10021959245204926,Astrocyte-Immature
LINC02479_Astrocyte-Immature,Factor1,-0.09835801273584366,Astrocyte-Immature
GRIK1_Astrocyte-Immature,Factor1,-0.21022836863994598,Astrocyte-Immature
CSMD1_Astrocyte-Immature,Factor1,-0.09697458148002625,Astrocyte-Immature
ENSG00000258342_Astrocyte-Immature,Factor1,0.023311538621783257,Astrocyte-Immature
PTH2R_Astrocyte-Immature,Factor1,0.14490821957588196,Astrocyte-Immature
NR3C1_Astrocyte-Immature,Factor1,-0.06194533780217171,Astrocyte-Immature
DAAM2,Factor1,-0.06442863494157791,Astrocyte-Immature
NELL1_Astrocyte-Immature,Factor1,-0.05593538656830788,Astrocyte-Immature
GRIN2A_Astrocyte-Immature,Factor1,-0.005115642677992582,Astrocyte-Immature
UNC5C_Astrocyte-Immature,Factor1,-0.0744316503405571,Astrocyte-Immature
MDGA2_Astrocyte-Immature,Factor1,-0.004943935666233301,Astrocyte-Immature
STEAP1B_Astrocyte-Immature,Factor1,-0.15827326476573944,Astrocyte-Immature
AQP4,Factor1,-0.14056850969791412,Astrocyte-Immature
NDST3_Astrocyte-Immature,Factor1,-0.04001986235380173,Astrocyte-Immature
ERBB4_Astrocyte-Immature,Factor1,0.0034263820853084326,Astrocyte-Immature
JPH1_Astrocyte-Immature,Factor1,0.1699141412973404,Astrocyte-Immature
DLX6-AS1_Astrocyte-Immature,Factor1,0.06800384074449539,Astrocyte-Immature
PIK3C2G_Astrocyte-Immature,Factor1,-0.06376750022172928,Astrocyte-Immature
GABRG3_Astrocyte-Immature,Factor1,0.09656573832035065,Astrocyte-Immature
SNTG1_Astrocyte-Immature,Factor1,0.007036881521344185,Astrocyte-Immature
GABBR2,Factor1,-0.07540430873632431,Astrocyte-Immature
THRB_Astrocyte-Immature,Factor1,0.05928079038858414,Astrocyte-Immature
LINC02232_Astrocyte-Immature,Factor1,0.04945546016097069,Astrocyte-Immature
ENSG00000271860_Astrocyte-Immature,Factor1,0.0726022869348526,Astrocyte-Immature
ADGRL2_Astrocyte-Immature,Factor1,0.14082464575767517,Astrocyte-Immature
FREM1_Astrocyte-Immature,Factor1,-0.21069158613681793,Astrocyte-Immature
RGS6_Astrocyte-Immature,Factor1,0.14331410825252533,Astrocyte-Immature
LINC01725_Astrocyte-Immature,Factor1,0.11201237887144089,Astrocyte-Immature
LRMDA_Astrocyte-Immature,Factor1,-0.06951835751533508,Astrocyte-Immature
ENSG00000287158,Factor1,-0.058432985097169876,Astrocyte-Immature
FABP5_Astrocyte-Immature,Factor1,-0.09653522819280624,Astrocyte-Immature
FRMPD2,Factor1,-0.11049351841211319,Astrocyte-Immature
TMEM132B_Astrocyte-Immature,Factor1,0.0667388066649437,Astrocyte-Immature
LINC03000_Astrocyte-Immature,Factor1,-0.011882402934134007,Astrocyte-Immature
NRG1_Astrocyte-Immature,Factor1,0.048941291868686676,Astrocyte-Immature
LAMA2_Astrocyte-Immature,Factor1,-0.04529949650168419,Astrocyte-Immature
SPATA17_Astrocyte-Immature,Factor1,-0.17947180569171906,Astrocyte-Immature
CDH8_Astrocyte-Immature,Factor1,0.06209641695022583,Astrocyte-Immature
EGFR_Astrocyte-Immature,Factor1,-0.15752945840358734,Astrocyte-Immature
ENSG00000286619_Astrocyte-Immature,Factor1,-0.01990416646003723,Astrocyte-Immature
ZIC1_Astrocyte-Immature,Factor1,-0.16834096610546112,Astrocyte-Immature
FYB2,Factor1,-0.08019248396158218,Astrocyte-Immature
MARCHF3_Astrocyte-Immature,Factor1,-0.12530454993247986,Astrocyte-Immature
MT3_Astrocyte-Immature,Factor1,-0.16088581085205078,Astrocyte-Immature
PLXDC2_Astrocyte-Immature,Factor1,0.0921313613653183,Astrocyte-Immature
ENSG00000228999_Astrocyte-Immature,Factor1,0.0029260581359267235,Astrocyte-Immature
FOS_Astrocyte-Immature,Factor1,0.03316153213381767,Astrocyte-Immature
RBMS3-AS3_Astrocyte-Immature,Factor1,-0.109374038875103,Astrocyte-Immature
PTPRE_Astrocyte-Immature,Factor1,-0.03880107030272484,Astrocyte-Immature
CRNDE_Astrocyte-Immature,Factor1,-0.05381394550204277,Astrocyte-Immature
ATP5F1E_Astrocyte-Immature,Factor1,-0.18403127789497375,Astrocyte-Immature
ATRNL1,Factor1,0.008417448028922081,Astrocyte-Immature
ADGRG6_Astrocyte-Immature,Factor1,0.05454728752374649,Astrocyte-Immature
LINC01013_Astrocyte-Immature,Factor1,-0.08816032111644745,Astrocyte-Immature
MOB3B_Astrocyte-Immature,Factor1,0.11294287443161011,Astrocyte-Immature
NEBL_Astrocyte-Immature,Factor1,-0.017080528661608696,Astrocyte-Immature
CNTN4_Astrocyte-Immature,Factor1,0.0052414401434361935,Astrocyte-Immature
SPOCK3_Astrocyte-Immature,Factor1,0.010515381582081318,Astrocyte-Immature
ENSG00000253693_Astrocyte-Immature,Factor1,-0.06465057283639908,Astrocyte-Immature
FOXG1_Astrocyte-Immature,Factor1,0.1417480707168579,Astrocyte-Immature
PCDH11X_Astrocyte-Immature,Factor1,0.10869023203849792,Astrocyte-Immature
GRAMD2B,Factor1,0.023765789344906807,Astrocyte-Immature
EYA1_Astrocyte-Immature,Factor1,-0.09956932067871094,Astrocyte-Immature
RPS21_Astrocyte-Immature,Factor1,-0.19157853722572327,Astrocyte-Immature
PRR16_Astrocyte-Immature,Factor1,0.023748362436890602,Astrocyte-Immature
GRM5P1_Astrocyte-Immature,Factor1,-0.06504024565219879,Astrocyte-Immature
PRTG_Astrocyte-Immature,Factor1,-0.1891794055700302,Astrocyte-Immature
SAMD5_Astrocyte-Immature,Factor1,-0.10254023224115372,Astrocyte-Immature
GPX3,Factor1,0.005285697057843208,Astrocyte-Immature
SKAP2_Astrocyte-Immature,Factor1,0.14110685884952545,Astrocyte-Immature
RPS16_Astrocyte-Immature,Factor1,-0.30004239082336426,Astrocyte-Immature
ENSG00000287683_Astrocyte-Immature,Factor1,0.06462141126394272,Astrocyte-Immature
RPL3_Astrocyte-Immature,Factor1,-0.32479435205459595,Astrocyte-Immature
LINC00299_Astrocyte-Immature,Factor1,-0.015451323240995407,Astrocyte-Immature
ENSG00000289084_Astrocyte-Immature,Factor1,-0.03397839888930321,Astrocyte-Immature
GINS3_Astrocyte-Immature,Factor1,-0.10168001055717468,Astrocyte-Immature
RPL28_Astrocyte-Immature,Factor1,-0.27098891139030457,Astrocyte-Immature
TUBA1B_Astrocyte-Immature,Factor1,-0.02442220225930214,Astrocyte-Immature
SORCS1_Astrocyte-Immature,Factor1,0.07352796941995621,Astrocyte-Immature
FGF14_Astrocyte-Immature,Factor1,-0.09115586429834366,Astrocyte-Immature
RPS9_Astrocyte-Immature,Factor1,-0.2622910439968109,Astrocyte-Immature
ADAMTSL3_Astrocyte-Immature,Factor1,0.009433314204216003,Astrocyte-Immature
ID3,Factor1,-0.03771338611841202,Astrocyte-Immature
ENSG00000250602,Factor1,-0.0924571305513382,Astrocyte-Immature
MIR137HG_Astrocyte-Immature,Factor1,0.06218849495053291,Astrocyte-Immature
SGCD_Astrocyte-Immature,Factor1,0.04445279762148857,Astrocyte-Immature
TMSB4X_Astrocyte-Immature,Factor1,-0.08510281890630722,Astrocyte-Immature
LINC01088_Astrocyte-Immature,Factor1,-0.002091050148010254,Astrocyte-Immature
CADPS_Astrocyte-Immature,Factor1,-0.0031337363179773092,Astrocyte-Immature
PLAC9,Factor1,0.10149810463190079,Astrocyte-Immature
FRMPD3_Astrocyte-Immature,Factor1,-0.1031937226653099,Astrocyte-Immature
TUBB2A_Astrocyte-Immature,Factor1,-0.042778607457876205,Astrocyte-Immature
RBM20_Astrocyte-Immature,Factor1,-0.0189578365534544,Astrocyte-Immature
DPYD_Astrocyte-Immature,Factor1,0.08218429237604141,Astrocyte-Immature
FRMPD4_Astrocyte-Immature,Factor1,-0.08881467580795288,Astrocyte-Immature
ZNF536_Astrocyte-Immature,Factor1,-0.001242989208549261,Astrocyte-Immature
CFAP299_Astrocyte-Immature,Factor1,-0.12152073532342911,Astrocyte-Immature
FAU_Astrocyte-Immature,Factor1,-0.2557046413421631,Astrocyte-Immature
DOCK8_Astrocyte-Immature,Factor1,0.12774579226970673,Astrocyte-Immature
NPNT_Astrocyte-Immature,Factor1,-0.020894648507237434,Astrocyte-Immature
RPL29_Astrocyte-Immature,Factor1,-0.23234102129936218,Astrocyte-Immature
LINC01876_Astrocyte-Immature,Factor1,0.0434567853808403,Astrocyte-Immature
TFAP2C_Astrocyte-Immature,Factor1,0.049675919115543365,Astrocyte-Immature
FBN2_Astrocyte-Immature,Factor1,0.07348017394542694,Astrocyte-Immature
KCNQ3,Factor1,0.03628888726234436,Astrocyte-Immature
HSPB1_Astrocyte-Immature,Factor1,0.013147634454071522,Astrocyte-Immature
ENSG00000286648_Astrocyte-Immature,Factor1,0.0713270977139473,Astrocyte-Immature
LINC01727_Astrocyte-Immature,Factor1,-0.11537320911884308,Astrocyte-Immature
CYP26B1_Astrocyte-Immature,Factor1,-0.0596260204911232,Astrocyte-Immature
EPHA5-AS1_Astrocyte-Immature,Factor1,0.130602166056633,Astrocyte-Immature
TNIK,Factor1,-0.18740059435367584,Astrocyte-Immature
GJA1,Factor1,0.01817389763891697,Astrocyte-Immature
CFAP54_Astrocyte-Immature,Factor1,-0.0857585072517395,Astrocyte-Immature
LYN,Factor1,0.07455109804868698,Astrocyte-Immature
HCN1_Astrocyte-Immature,Factor1,0.015439057722687721,Astrocyte-Immature
ENSG00000287292_Astrocyte-Immature,Factor1,-0.08228805661201477,Astrocyte-Immature
FABP7_Astrocyte-Immature,Factor1,0.08205697685480118,Astrocyte-Immature
PRRX1_Astrocyte-Immature,Factor1,0.09362466633319855,Astrocyte-Immature
SEMA3C_Astrocyte-Immature,Factor1,0.003963329363614321,Astrocyte-Immature
JUNB,Factor1,0.05845758691430092,Astrocyte-Immature
EGR1_Astrocyte-Immature,Factor1,0.10832130163908005,Astrocyte-Immature
KCTD8_Astrocyte-Immature,Factor1,-0.14387857913970947,Astrocyte-Immature
RPL36_Astrocyte-Immature,Factor1,-0.13787995278835297,Astrocyte-Immature
RPL27_Astrocyte-Immature,Factor1,-0.30866575241088867,Astrocyte-Immature
LRFN5_Astrocyte-Immature,Factor1,0.043396200984716415,Astrocyte-Immature
CDH18_Astrocyte-Immature,Factor1,-0.03170345723628998,Astrocyte-Immature
CTXND1_Astrocyte-Immature,Factor1,-0.013738150708377361,Astrocyte-Immature
FLG-AS1_Astrocyte-Immature,Factor1,-0.02595992013812065,Astrocyte-Immature
MDK_Astrocyte-Immature,Factor1,-0.11840058118104935,Astrocyte-Immature
PCDH17_Astrocyte-Immature,Factor1,-0.10988864302635193,Astrocyte-Immature
RPS12_Astrocyte-Immature,Factor1,-0.3135598301887512,Astrocyte-Immature
ID1,Factor1,-0.10507611185312271,Astrocyte-Immature
CCDC85A_Astrocyte-Immature,Factor1,0.1354571431875229,Astrocyte-Immature
RPS27_Astrocyte-Immature,Factor1,-0.14207246899604797,Astrocyte-Immature
DLC1_Astrocyte-Immature,Factor1,0.008546678349375725,Astrocyte-Immature
IGFBP7,Factor1,-0.062058813869953156,Astrocyte-Immature
RPL36A_Astrocyte-Immature,Factor1,-0.31753093004226685,Astrocyte-Immature
ANGPT1_Astrocyte-Immature,Factor1,-0.08782920241355896,Astrocyte-Immature
H2AC6_Astrocyte-Immature,Factor1,0.05941889062523842,Astrocyte-Immature
CCSER1_Astrocyte-Immature,Factor1,0.04850991070270538,Astrocyte-Immature
BRINP1_Astrocyte-Immature,Factor1,-0.023574000224471092,Astrocyte-Immature
IQCA1_Astrocyte-Immature,Factor1,-0.07782937586307526,Astrocyte-Immature
RPL35_Astrocyte-Immature,Factor1,-0.28320229053497314,Astrocyte-Immature
SHISA9_Astrocyte-Immature,Factor1,-0.10307551175355911,Astrocyte-Immature
KHDRBS2_Astrocyte-Immature,Factor1,-0.2532840073108673,Astrocyte-Immature
RPL18A_Astrocyte-Immature,Factor1,-0.10357781499624252,Astrocyte-Immature
NHS_Astrocyte-Immature,Factor1,0.10799776017665863,Astrocyte-Immature
RALYL_Astrocyte-Immature,Factor1,-0.07752489298582077,Astrocyte-Immature
MYL6_Astrocyte-Immature,Factor1,-0.16379201412200928,Astrocyte-Immature
CALN1_Astrocyte-Immature,Factor1,-0.0067626116797327995,Astrocyte-Immature
LINC02315_Astrocyte-Immature,Factor1,-0.1528078317642212,Astrocyte-Immature
CARHSP1_Astrocyte-Immature,Factor1,0.01567067764699459,Astrocyte-Immature
CDH13_Astrocyte-Immature,Factor1,-0.1385403871536255,Astrocyte-Immature
CNTNAP2_Astrocyte-Immature,Factor1,0.08321601152420044,Astrocyte-Immature
ZFHX4_Astrocyte-Immature,Factor1,0.08625625818967819,Astrocyte-Immature
RBMS3_Astrocyte-Immature,Factor1,-0.04920448362827301,Astrocyte-Immature
KLHL32_Astrocyte-Immature,Factor1,-0.010594556108117104,Astrocyte-Immature
PDE7B_Astrocyte-Immature,Factor1,0.008049895986914635,Astrocyte-Immature
KLHDC8A_Astrocyte-Immature,Factor1,-0.16241636872291565,Astrocyte-Immature
NAV2_Astrocyte-Immature,Factor1,-0.06596757471561432,Astrocyte-Immature
SCG3,Factor1,-0.1486060470342636,Astrocyte-Immature
ENSG00000259275_Astrocyte-Immature,Factor1,0.008945518173277378,Astrocyte-Immature
LINC02388_Astrocyte-Immature,Factor1,-0.08582755923271179,Astrocyte-Immature
LGR4_Astrocyte-Immature,Factor1,-0.12241431325674057,Astrocyte-Immature
TMSB10_Astrocyte-Immature,Factor1,-0.10047722607851028,Astrocyte-Immature
ADCY1_Astrocyte-Immature,Factor1,-0.1320493370294571,Astrocyte-Immature
GABRG1_Astrocyte-Immature,Factor1,-0.15410739183425903,Astrocyte-Immature
EYA2_Astrocyte-Immature,Factor1,0.010541561059653759,Astrocyte-Immature
DACH2_Astrocyte-Immature,Factor1,0.004322855267673731,Astrocyte-Immature
RPS15_Astrocyte-Immature,Factor1,-0.22539456188678741,Astrocyte-Immature
DGKG_Astrocyte-Immature,Factor1,-0.009144964627921581,Astrocyte-Immature
LINGO2_Astrocyte-Immature,Factor1,-0.013043658807873726,Astrocyte-Immature
ADGRL3,Factor1,-0.0451105460524559,Astrocyte-Immature
ENSG00000237031_Astrocyte-Immature,Factor1,-0.15350471436977386,Astrocyte-Immature
LINC01776_Astrocyte-Immature,Factor1,0.18471629917621613,Astrocyte-Immature
KCNN2_Astrocyte-Immature,Factor1,-0.10595809668302536,Astrocyte-Immature
PCSK6_Astrocyte-Immature,Factor1,-0.09999515861272812,Astrocyte-Immature
RYR3_Astrocyte-Immature,Factor1,-0.10604626685380936,Astrocyte-Immature
BBOX1,Factor1,-0.19806481897830963,Astrocyte-Immature
RPS4Y1_Astrocyte-Immature,Factor1,0.07491907477378845,Astrocyte-Immature
PHLDA1_Astrocyte-Immature,Factor1,0.0637175589799881,Astrocyte-Immature
ENSG00000286797_Astrocyte-Immature,Factor1,-0.10685790330171585,Astrocyte-Immature
TIAM1,Factor1,6.906308699399233e-4,Astrocyte-Immature
CD38,Factor1,-0.09499009698629379,Astrocyte-Immature
ALK_Astrocyte-Immature,Factor1,-0.009575963020324707,Astrocyte-Immature
ADARB2_Astrocyte-Immature,Factor1,0.26233869791030884,Astrocyte-Immature
SLIT3_Astrocyte-Immature,Factor1,0.05118647590279579,Astrocyte-Immature
AGBL4_Astrocyte-Immature,Factor1,0.008521595038473606,Astrocyte-Immature
FBXO32_Astrocyte-Immature,Factor1,0.08338138461112976,Astrocyte-Immature
ENSG00000254987_Astrocyte-Immature,Factor1,0.147499680519104,Astrocyte-Immature
LINC02253_Astrocyte-Immature,Factor1,0.01854439452290535,Astrocyte-Immature
ENSG00000262198_Astrocyte-Immature,Factor1,0.10490848869085312,Astrocyte-Immature
NKAIN2_Astrocyte-Immature,Factor1,0.03125898912549019,Astrocyte-Immature
DYNLT5,Factor1,-0.10957075655460358,Astrocyte-Immature
TENM3_Astrocyte-Immature,Factor1,0.03737172484397888,Astrocyte-Immature
CFAP43,Factor1,-0.09792395681142807,Astrocyte-Immature
MIR222HG_Astrocyte-Immature,Factor1,0.07875734567642212,Astrocyte-Immature
GAPDH_Astrocyte-Immature,Factor1,-0.03329835459589958,Astrocyte-Immature
ENSG00000262801_Astrocyte-Immature,Factor1,-0.07508023083209991,Astrocyte-Immature
EPHA3_Astrocyte-Immature,Factor1,0.09042432904243469,Astrocyte-Immature
PRICKLE2_Astrocyte-Immature,Factor1,0.06606103479862213,Astrocyte-Immature
TTC6_Astrocyte-Immature,Factor1,-0.09962394088506699,Astrocyte-Immature
MARCKSL1_Astrocyte-Immature,Factor1,-0.22376404702663422,Astrocyte-Immature
ZFY_Astrocyte-Immature,Factor1,0.008257622830569744,Astrocyte-Immature
EFNA5_Astrocyte-Immature,Factor1,0.028367072343826294,Astrocyte-Immature
EGF,Factor1,0.17988379299640656,Astrocyte-Immature
UNC13C_Astrocyte-Immature,Factor1,-0.11807549744844437,Astrocyte-Immature
RPL15_Astrocyte-Immature,Factor1,-0.14662422239780426,Astrocyte-Immature
CCBE1_Astrocyte-Immature,Factor1,-0.003522058017551899,Astrocyte-Immature
CHRM3_Astrocyte-Immature,Factor1,0.04459933191537857,Astrocyte-Immature
COL25A1_Astrocyte-Immature,Factor1,0.15956974029541016,Astrocyte-Immature
PRSS12_Astrocyte-Immature,Factor1,0.06450791656970978,Astrocyte-Immature
RIT2_Astrocyte-Immature,Factor1,0.12170109897851944,Astrocyte-Immature
NRP2_Astrocyte-Immature,Factor1,0.011343694292008877,Astrocyte-Immature
NR2F1_Astrocyte-Immature,Factor1,0.0434662327170372,Astrocyte-Immature
RPS28_Astrocyte-Immature,Factor1,-0.14221155643463135,Astrocyte-Immature
OTOF_Astrocyte-Immature,Factor1,0.21074600517749786,Astrocyte-Immature
MIAT,Factor1,-0.037033166736364365,Astrocyte-Immature
KCTD16_Astrocyte-Immature,Factor1,0.03991192579269409,Astrocyte-Immature
IER2_Astrocyte-Immature,Factor1,0.013838620856404305,Astrocyte-Immature
DDX3Y_Astrocyte-Immature,Factor1,0.020149031654000282,Astrocyte-Immature
CKB_Astrocyte-Immature,Factor1,-0.30009812116622925,Astrocyte-Immature
VWA3A,Factor1,0.0165175162255764,Astrocyte-Immature
PMP2,Factor1,-0.15262465178966522,Astrocyte-Immature
L3MBTL4_Astrocyte-Immature,Factor1,0.07361544668674469,Astrocyte-Immature
KDM5D_Astrocyte-Immature,Factor1,0.11376172304153442,Astrocyte-Immature
NR3C2_Astrocyte-Immature,Factor1,-0.027044525370001793,Astrocyte-Immature
ENSG00000278254_Astrocyte-Immature,Factor1,-0.03495331481099129,Astrocyte-Immature
UBL5_Astrocyte-Immature,Factor1,-0.25411495566368103,Astrocyte-Immature
BMP6_Astrocyte-Immature,Factor1,0.051917556673288345,Astrocyte-Immature
NACA_Astrocyte-Immature,Factor1,-0.34011077880859375,Astrocyte-Immature
PRDX2_Astrocyte-Immature,Factor1,-0.14134883880615234,Astrocyte-Immature
ARPP21_Astrocyte-Immature,Factor1,0.010380113497376442,Astrocyte-Immature
FZD8,Factor1,0.08377604931592941,Astrocyte-Immature
ENSG00000259616_Astrocyte-Immature,Factor1,-0.03805089741945267,Astrocyte-Immature
COX6B1_Astrocyte-Immature,Factor1,-0.04010064899921417,Astrocyte-Immature
SNX31,Factor1,-0.07729726284742355,Astrocyte-Immature
SGCB,Factor1,-0.21346133947372437,Astrocyte-Immature
ENSG00000255595_Astrocyte-Immature,Factor1,-0.06468807905912399,Astrocyte-Immature
MIR924HG_Astrocyte-Immature,Factor1,0.0797722265124321,Astrocyte-Immature
SCUBE1_Astrocyte-Immature,Factor1,0.0914454385638237,Astrocyte-Immature
EPHA5,Factor1,0.05371352285146713,Astrocyte-Immature
MYO16_Astrocyte-Immature,Factor1,0.09541385620832443,Astrocyte-Immature
GHR_Astrocyte-Immature,Factor1,-0.011743146926164627,Astrocyte-Immature
ENSG00000286924_Astrocyte-Immature,Factor1,0.017215438187122345,Astrocyte-Immature
BCL6_Astrocyte-Immature,Factor1,-0.020515061914920807,Astrocyte-Immature
NELL2,Factor1,-0.030741143971681595,Astrocyte-Immature
RPL39_Astrocyte-Immature,Factor1,-0.1870923787355423,Astrocyte-Immature
PCDH15_Astrocyte-Immature,Factor1,-0.013883654028177261,Astrocyte-Immature
SGK1_Astrocyte-Immature,Factor1,0.0301287230104208,Astrocyte-Immature
RPL7_Astrocyte-Immature,Factor1,-0.13681453466415405,Astrocyte-Immature
XKR4_Astrocyte-Immature,Factor1,-0.037744104862213135,Astrocyte-Immature
KANK1_Astrocyte-Immature,Factor1,0.007513148710131645,Astrocyte-Immature
ENSG00000227681_Astrocyte-Immature,Factor1,-0.08452125638723373,Astrocyte-Immature
TMEM178A_Astrocyte-Immature,Factor1,-0.0073867193423211575,Astrocyte-Immature
BEX3_Astrocyte-Immature,Factor1,-0.2787598967552185,Astrocyte-Immature
DNAI1_Astrocyte-Immature,Factor1,0.10349909961223602,Astrocyte-Immature
HMCN1_Astrocyte-Immature,Factor1,-0.10732509195804596,Astrocyte-Immature
NRP1_Astrocyte-Immature,Factor1,0.07224384695291519,Astrocyte-Immature
ENSG00000188897_Astrocyte-Immature,Factor1,-0.14661695063114166,Astrocyte-Immature
CDH12_Astrocyte-Immature,Factor1,-0.19786149263381958,Astrocyte-Immature
IRAK3_Astrocyte-Immature,Factor1,0.12149312347173691,Astrocyte-Immature
STRIP2_Astrocyte-Immature,Factor1,-0.06957454979419708,Astrocyte-Immature
ENSG00000286776_Astrocyte-Immature,Factor1,-0.06994502246379852,Astrocyte-Immature
P3H2_Astrocyte-Immature,Factor1,0.04658155515789986,Astrocyte-Immature
EFNB2,Factor1,0.10298582166433334,Astrocyte-Immature
RPL23A_Astrocyte-Immature,Factor1,-0.08736908435821533,Astrocyte-Immature
CNTN5_Astrocyte-Immature,Factor1,0.14249752461910248,Astrocyte-Immature
C4orf48_Astrocyte-Immature,Factor1,-0.19759316742420197,Astrocyte-Immature
GASK1B,Factor1,0.03413600102066994,Astrocyte-Immature
CHN2,Factor1,0.053317658603191376,Astrocyte-Immature
GTF2A1L_Astrocyte-Immature,Factor1,0.11824431270360947,Astrocyte-Immature
RPL38_Astrocyte-Immature,Factor1,-0.19978508353233337,Astrocyte-Immature
