Group,N_metabolites,Category,Wilcoxon_statistic,p_value,Mean_Female,Mean_Male,logFC,Group_display,FDR,Bonferroni,Significant_FDR,Significant_Bonferroni,Significant_nominal,Direction
R-HSA-114508;R-HSA-426048;WP3869;WP4321;WP5094,1,Pathways,121,0.005107905424995494,21.435224444332185,21.223811799104084,-0.014299735708042275,R-HSA-114508;R-HS...,0.888775543949216,0.888775543949216,FALSE,FALSE,TRUE,Higher in Females
map00380;R-HSA-209776;R-HSA-209931;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-442660;R-HSA-5619044;R-HSA-5619094;R-HSA-5659735;R-HSA-71240;WP1455;WP2485;WP3627;WP3644;WP3645;WP3953;WP4156;WP4210;WP4220;WP4519;WP465;WP5029;WP5044;WP5078;WP5414;WP550;WP727,1,Pathways,29,0.014137969455911491,17.956694039072676,18.557801090112285,0.04750401232569649,map00380;R-HSA-20...,0.9120821200294349,1,FALSE,FALSE,TRUE,Higher in Males
map00270;R-HSA-1237112;R-HSA-1614635;R-HSA-163841;R-HSA-351202;R-HSA-5358493;R-HSA-6782315;R-HSA-6782861;R-HSA-6790901;WP3580;WP4485,1,Pathways,86,0.031733993756896575,18.655964192162752,18.263662836024057,-0.030660793130637295,map00270;R-HSA-12...,0.9120821200294349,1,FALSE,FALSE,TRUE,Higher in Females
WP4224;WP4485;WP4792,1,Pathways,98,0.05253897729199801,16.092615801894713,15.988951853764537,-0.009323483565417035,WP4224;WP4485;WP4792,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
map00360;R-HSA-156587;R-HSA-159424;R-HSA-177162,1,Pathways,106,0.05309795728558344,21.465430446397644,21.250819397395745,-0.014496633125801045,map00360;R-HSA-15...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
map00340;R-HSA-2408508;R-HSA-375280;R-HSA-390650;R-HSA-442660;R-HSA-549127;R-HSA-549132;R-HSA-70921;WP2596;WP2597;WP4486;WP4545;WP5097;WP550;WP58,1,Pathways,35,0.0537840888623983,16.498673180179807,15.24421040657172,-0.11408858186188374,map00340;R-HSA-24...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
map00020;map00051;map00250;map00620;map00790;R-HSA-114608;R-HSA-1445148;R-HSA-1483255;R-HSA-1660499;R-HSA-1660514;R-HSA-2132295;R-HSA-432040;R-HSA-445717;R-HSA-5620920;R-HSA-5620922;R-HSA-5620924;R-HSA-5624138;R-HSA-6811438;R-HSA-76005;R-HSA-8854214;R-HSA-9007101;R-HSA-983170;WP4236;WP4539;WP4928;WP4969;WP5366;WP585;WP78,1,Pathways,31,0.06021250140377919,21.240647099470237,21.469038304866665,0.015429849090709663,map00020;map00051...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Males
R-HSA-212300;R-HSA-427413;R-HSA-5221030;R-HSA-5250941;R-HSA-5334118;R-HSA-73728;R-HSA-73854;R-HSA-73864;R-HSA-9816359;R-HSA-9821002;R-HSA-9842860;R-HSA-9845323;WP3585,1,Pathways,39,0.061214634954602026,20.249763787034954,18.444510808795805,-0.13471355317381212,R-HSA-212300;R-HS...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
WP4900,1,Pathways,36,0.06943183161594256,16.180940074839178,16.699610617140493,0.04551903652441127,WP4900,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Males
map00280;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-442660;R-HSA-5619044;R-HSA-5619094;R-HSA-5659735;R-HSA-70895;R-HSA-71240;WP3953;WP4686;WP661,1,Pathways,10,0.07363827012030262,23.099142703146715,23.984779802739958,0.054279885891756,map00280;R-HSA-35...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Males
R-HSA-425397;R-HSA-5619063;R-HSA-73614;R-HSA-73621;R-HSA-83936;R-HSA-8956319;R-HSA-8956321;WP4022;WP4225;WP4485;WP4584;WP4595;WP5408,1,Pathways,103,0.07825222852623709,26.75673788464443,26.517725874561087,-0.01294517976838238,R-HSA-425397;R-HS...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
map00770,1,Pathways,79,0.08165918443678832,27.11527894205891,26.83016059956358,-0.015250321529485543,map00770,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
map00020;R-HSA-200425;R-HSA-389542;R-HSA-428643;R-HSA-433137;R-HSA-70171;R-HSA-70326;R-HSA-71403;R-HSA-75105;R-HSA-8978934;R-HSA-9717189;R-HSA-9729555;WP106;WP2453;WP357;WP3602;WP4206;WP4290;WP4661;WP4966;WP5213;WP78,1,Pathways,87,0.08776811183032411,21.333673909504824,20.813402135767266,-0.03561963043444119,map00020;R-HSA-20...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
R-HSA-110331;R-HSA-425397;R-HSA-73884;R-HSA-73927;R-HSA-73929;R-HSA-74217;R-HSA-74259;R-HSA-83936;R-HSA-8956319;R-HSA-8956321;R-HSA-9734207;R-HSA-9734281;R-HSA-9735804;WP4224;WP4792;WP661,1,Pathways,44,0.11235119769046396,16.941233685506223,17.198319814196488,0.02172869039314646,R-HSA-110331;R-HS...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Males
R-HSA-2161522;R-HSA-2161541;R-HSA-425397;R-HSA-5619063;R-HSA-5683826;R-HSA-74217;R-HSA-74259;R-HSA-83936;R-HSA-8956319;R-HSA-8956321;R-HSA-9735763;R-HSA-9735786;R-HSA-9735804;R-HSA-9755088;WP4224;WP4485;WP4792,1,Pathways,44,0.11235119769046396,20.102588171137285,20.67687856621423,0.04063715151805638,R-HSA-2161522;R-H...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Males
R-HSA-429914;R-HSA-429958;R-HSA-430039;R-HSA-6790901;WP4485,1,Pathways,84,0.12125097588073802,15.184605269788662,13.913294553324782,-0.1261453269154668,R-HSA-429914;R-HS...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
map00250;R-HSA-8963693;R-HSA-8964539;WP4519;WP5365,1,Pathways,20,0.135833368168355,22.213971674862908,22.628372584469183,0.026665472876649516,map00250;R-HSA-89...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Males
map00310;R-HSA-71064;WP4228;WP4519,1,Pathways,97,0.1572127533400039,29.328045403452084,29.18150776728374,-0.0072264972666549725,map00310;R-HSA-71...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
WP4224;WP4792,1,Pathways,96,0.17485330689329268,18.59225290119692,18.162422696150287,-0.03374494085641682,WP4224;WP4792,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
map00640;map00770;R-HSA-199220;WP5345,1,Pathways,96,0.17485330689329268,26.155331261992306,25.9533001411256,-0.011187043251815519,map00640;map00770...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
WP3679;WP4962,1,Pathways,48,0.17485330689329268,20.89214371462819,21.546553887754534,0.044496613049529184,WP3679;WP4962,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Males
map00100;R-HSA-196791;R-HSA-211916;R-HSA-5579027;R-HSA-5579029;WP1531;WP322;WP4342;WP4698;WP4961;WP4969;WP5133;WP716,1,Pathways,48,0.17485330689329268,18.731501401392524,18.922566679885847,0.0146412491204033,map00100;R-HSA-19...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Males
R-HSA-2980736;R-HSA-381771;R-HSA-400508;R-HSA-444209;WP4718;WP4724,1,Pathways,81,0.1890818059645161,20.378912563682054,20.16022325277766,-0.01556545488690213,R-HSA-2980736;R-H...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
map00310;map00780,1,Pathways,36,0.19266669599887196,17.979866431659424,18.07545449284198,0.007649619606375435,map00310;map00780,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Males
map00250;map00330;map00380;map00450;map00480;R-HSA-1362409;R-HSA-209776;R-HSA-209968;R-HSA-2408508;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-389661;R-HSA-428559;R-HSA-442660;R-HSA-5619044;R-HSA-5619094;R-HSA-5659735;R-HSA-70268;R-HSA-71240;R-HSA-73621;R-HSA-8956319;R-HSA-8963691;R-HSA-8964208;R-HSA-8964539;R-HSA-8964540;R-HSA-947581;WP106;WP1946;WP2485;WP3953;WP4210;WP4236;WP4595;WP4661;WP4917;WP5029;WP5166;WP5179;WP5194,1,Pathways,49,0.1939308522824107,15.66251411444213,16.03121792271259,0.03356822434817358,map00250;map00330...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Males
WP5220,1,Pathways,95,0.1939308522824107,21.51186352887442,21.295644514600415,-0.014574114059850108,WP5220,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
map00250;map00480;map00590;WP100;WP2289;WP2525;WP4313;WP5233;WP692,1,Pathways,95,0.1939308522824107,19.126264106918796,18.805726166617767,-0.024383086746271085,map00250;map00480...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
R-HSA-163754;R-HSA-2393930;R-HSA-5663084;R-HSA-6791465;R-HSA-71336;R-HSA-73843;R-HSA-74259;R-HSA-8956319;WP134;WP3602;WP4224;WP4290;WP4297;WP4792;WP5043;WP5220,1,Pathways,32,0.19651192023450081,21.09397879342237,21.385571084082187,0.01980648855080308,R-HSA-163754;R-HS...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Males
map00310;R-HSA-71064;R-HSA-9858328;WP4519;WP465,1,Pathways,87,0.2070611548700861,21.284124138844916,20.696653901587556,-0.04038018195762038,map00310;R-HSA-71...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
R-HSA-74259;R-HSA-8956319;WP3633;WP4224;WP4507;WP4792,1,Pathways,50,0.21449380778351745,21.641965145680143,21.99101049869887,0.023082392819953265,R-HSA-74259;R-HSA...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Males
WP100;WP2289;WP2525;WP4313;WP5233,2,Pathways,94,0.21449380778351745,21.23120481152701,21.08894986003792,-0.009698985630852128,WP100;WP2289;WP25...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
R-HSA-112310;WP4949,1,Pathways,26,0.2303310675923686,18.305424296916165,18.53033197850604,0.017617514168106158,R-HSA-112310;WP4949,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Males
map00330;R-HSA-71288;WP4584;WP4628;WP497;WP5190,1,Pathways,93,0.2365840933218762,25.575684866864712,25.31286341658523,-0.014902157247060567,map00330;R-HSA-71...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
map00340;map00410;map00910;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-427975;R-HSA-442660;R-HSA-5223345;R-HSA-5619094;R-HSA-70921;R-HSA-71240;WP4486;WP4661;WP5313;WP550;WP661,1,Pathways,93,0.2365840933218762,16.346772645650365,15.529038465668705,-0.07403732856354606,map00340;map00410...,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
WP4947,1,Pathways,93,0.2365840933218762,19.22773399595446,18.462426171833673,-0.05859659801056684,WP4947,0.9120821200294349,1,FALSE,FALSE,FALSE,Higher in Females
