Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Super.Class,Class,Direction,FDR_label
(2s)-2-[(2-Azaniumylacetyl)Amino]-4-Methylpentanoate,11.64531025639359,19.113347712214267,3.6554316808106426,0.0013932379269506663,0.3243564715880419,-1.0994173094131243,C18-Pos-000888,Organic acids and derivatives,Carboxylic acids and derivatives,Higher in Males,
Pe 21:2_21:2,4.005360649870399,19.62623668017055,3.4644392663698538,0.0022055231747959187,0.3243564715880419,-1.4501291493549386,C8-Pos-004750,Lipids and lipid-like molecules,Glycerophospholipids,Higher in Males,
Pi(29:7_11:0),-9.040943499082767,23.51644232377141,-3.5525844699274516,0.0026547231265171135,0.3243564715880419,-1.7283207469311952,C8-Pos-005326,Lipids and lipid-like molecules,Glycerophospholipids,Higher in Females,
5'-Cytidylic Acid,5.953399798013117,20.859868215411925,3.277321264874514,0.0034440133207687797,0.3243564715880419,-1.7911220927770284,C18-Pos-002009,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Higher in Males,
Cytarabine,5.189642467271849,23.89088597287179,3.2104284141757717,0.00403372748580693,0.3243564715880419,-1.912136805490153,Amide-Pos-000937,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Higher in Males,
Uric Acid,-18.00574255845932,15.640626858390384,-4.346161071108763,6.722658435924096e-4,0.3243564715880419,-1.9248977449118434,C18-Pos-000742,Organoheterocyclic compounds,Imidazopyrimidines,Higher in Females,
Pc(16:1cooh_23:3),4.8017441269249685,15.177072328192617,3.2613541190924566,0.004338580163740521,0.3243564715880419,-2.011579846577451,C8-Pos-004801,Lipids and lipid-like molecules,Glycerophospholipids,Higher in Males,
(R)-Pantetheine,3.6751166803293374,26.054315701558952,3.123949907771256,0.004942574805151114,0.3243564715880419,-2.0677250058391543,C18-Pos-001415,Organic acids and derivatives,Carboxylic acids and derivatives,Higher in Males,
Udp-Β-D-Glucose (Sodium Salt),3.6287767032732563,17.708060207325516,2.9625173225931114,0.007194789225569628,0.40607774031946253,-2.3550861661427147,Amide-Pos-001947,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Higher in Males,
L-Ascorbic Acid,13.847505639596376,15.933017970004407,2.8865656126951498,0.009127240495173274,0.4356182963605426,-2.543098824161173,Amide-Neg-000729,Organoheterocyclic compounds,Dihydrofurans,Higher in Males,
Pe 16:0_22:5,7.668642885030111,21.571051086718445,3.2508122210140704,0.007734814101323096,0.40607774031946253,-2.5959506574012696,C8-Pos-004173,Lipids and lipid-like molecules,Glycerophospholipids,Higher in Males,
"D-Myo-Inositol-1,2-Diphosphate",3.1403728583750543,26.6293042310774,2.809369881787323,0.0102191683097952,0.44708861355354,-2.6232013465570643,Amide-Pos-001360,Organic oxygen compounds,Organooxygen compounds,Higher in Males,
Pe(22:3_26:5),3.8514135996994714,17.97499355341092,2.701784211684269,0.013030210558057633,0.518548013313063,-2.8084252883206515,C8-Neg-003594,Lipids and lipid-like molecules,Glycerophospholipids,Higher in Males,
Pet(16:0_27:7),2.7804806445929007,29.011150134498223,2.669088412784248,0.014020181494640583,0.518548013313063,-2.8641445704442687,C8-Pos-004866,Lipids and lipid-like molecules,Glycerophospholipids,Higher in Males,
Prolinamide,4.1493982032008505,15.568734103312568,2.6422882662769696,0.01523824389439975,0.518548013313063,-2.926616419121061,Amide-Pos-000230,Organic acids and derivatives,Carboxylic acids and derivatives,Higher in Males,
Pe(O-17:3_21:1),2.948921720024255,20.45850624105968,2.6153342364223127,0.015803368024779062,0.518548013313063,-2.955130960385977,C8-Pos-004072,Lipids and lipid-like molecules,Glycerophospholipids,Higher in Males,
S-Adenosyl-L-Homocysteine,3.8828472063541537,28.5350757958115,2.619996945803751,0.01685568276759323,0.5205431442933203,-3.026675578284416,C18-Pos-000925,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,Higher in Males,
2-Aminocaprylate,5.748120369236111,26.161378818514855,2.488596445409492,0.021301496106407698,0.6128809655700661,-3.1759907607248916,C18-Pos-000695,Organic acids and derivatives,Carboxylic acids and derivatives,Higher in Males,
1-Methylhistidine,2.9708263806507906,22.42647423124505,2.4297274115228236,0.023731242004563096,0.6128809655700661,-3.2627997046552126,Amide-Pos-000599,Organic acids and derivatives,Carboxylic acids and derivatives,Higher in Males,
L-Valine,6.000149544720327,18.44418668202673,2.436706407594157,0.02429814354733716,0.6128809655700661,-3.2706139521779902,Amide-Neg-000214,Organic acids and derivatives,Carboxylic acids and derivatives,Higher in Males,
Pi(18:0_22:6),22.196067889980224,27.429297554537893,2.418704444647272,0.025788087348921365,0.6128809655700661,-3.307597928888763,C8-Pos-005434,Lipids and lipid-like molecules,Glycerophospholipids,Higher in Males,
"5,5-Dimethyloxazolidine-2,4-Dione",7.572565572013366,18.782513832313835,2.3895112793518094,0.025877930854765353,0.6128809655700661,-3.328013428245043,Amide-Neg-000296,Organoheterocyclic compounds,Azolidines,Higher in Males,
Ala-Pro-Asn,3.7992104695214737,23.98602530036321,2.3489035378584364,0.030456953600684115,0.6128809655700661,-3.4234908486195015,C8-Neg-000301,Organic acids and derivatives,Carboxylic acids and derivatives,Higher in Males,
Pyrrole-2-Carboxylic Acid,18.610204442194618,15.898523591468145,2.3869157210252827,0.03166579409491043,0.6128809655700661,-3.437585046893039,Amide-Neg-000142,Organoheterocyclic compounds,Pyrroles,Higher in Males,
Cl(12:0cooh_22:0_24:1_21:2),7.335956380449798,17.02622195658041,2.3137519328664387,0.03041614839390759,0.6128809655700661,-3.4493305046288927,C8-Neg-003274,Lipids and lipid-like molecules,Glycerophospholipids,Higher in Males,
Pi(22:0_12:1),15.260356138992606,18.692760594886767,2.3779363401719325,0.03491326954114429,0.6128809655700661,-3.5004863852312247,C8-Neg-003398,Lipids and lipid-like molecules,Glycerophospholipids,Higher in Males,
2'-Guanylic Acid,4.230518964610377,25.491394485969067,2.257766258461053,0.03422752738397774,0.6128809655700661,-3.5376328722744166,C18-Neg-001640,Organic oxygen compounds,Organooxygen compounds,Higher in Males,
Ps(23:1_17:2),-5.273225083114333,25.893779436061074,-2.2906427593394856,0.03935316273195196,0.6128809655700661,-3.629256212889037,C8-Neg-003419,Lipids and lipid-like molecules,Glycerophospholipids,Higher in Females,
Tg(28:6_14:3cho),10.205095243171629,17.646707660287838,2.2384842171909516,0.04333639208360622,0.6128809655700661,-3.6648581329571477,C8-Pos-003929,Lipids and lipid-like molecules,Glycerolipids,Higher in Males,
L-2-Aminoadipic Acid,1.9028283343040813,29.254776585367914,2.1655991112417308,0.04146113561441619,0.6128809655700661,-3.6803476808937146,Amide-Pos-000447,Organic acids and derivatives,Carboxylic acids and derivatives,Higher in Males,
Sqdg(14:0_30:6),-7.012207962409045,21.04891305677284,-2.160884194751994,0.04241505232776603,0.6128809655700661,-3.6838397494241826,C8-Neg-003807,Lipids and lipid-like molecules,Glycerolipids,Higher in Females,
2-Methylsuccinic Acid,-5.697127412087116,22.59020842644813,-2.156548559451363,0.04339944727427016,0.6128809655700661,-3.6961175295680784,Amide-Neg-000333,Lipids and lipid-like molecules,Fatty Acyls,Higher in Females,
Dgdg(18:0_11:1),8.423941566664874,16.67610033398415,2.1588514922007445,0.046406814213357114,0.6128809655700661,-3.711069343801217,C8-Neg-003439,Lipids and lipid-like molecules,Glycerolipids,Higher in Males,
D-Glyceric Acid,4.0409754112224485,18.084983967286743,2.1374656495596844,0.04393033343047504,0.6128809655700661,-3.723222218317715,Amide-Neg-000135,Organic oxygen compounds,Organooxygen compounds,Higher in Males,
