cluster,representative,rep_source,n_terms,NES_rep,pval_rep,padj_rep,NES_median,mixed_direction,n_metabolites,driver_metabolites,direction
1,Amino acid metabolism in triple-negative breast cancer cells (WikiPathways),WikiPathways,1,-1.7328405971622916,0.006297872340425532,0.7477575757575758,-1.7328405971622916,FALSE,6,"Citric Acid; D,L-Serine; L-Glutamic Acid; L-Glutamine; L-Malic Acid; Phosphoserine",Down
2,Diseases of nucleotide metabolism (Reactome),Reactome,1,1.824191608143686,0.009082217973231358,0.7477575757575758,1.824191608143686,FALSE,3,Adenosine; Hypoxanthtine; Inosine,Up
7,T cell modulation in pancreatic cancer (WikiPathways),WikiPathways,1,1.7502190731340124,0.01410133843212237,0.7477575757575758,1.7502190731340124,FALSE,3,Adenosine; D-(+)-Tryptophan; Tryptophan,Up
6,Purine catabolism (Reactome),Reactome,1,1.707974568259567,0.015030303030303031,0.7477575757575758,1.707974568259567,FALSE,5,Adenosine; D-Ribose 5-Phosphate; Hypoxanthtine; Inosine; Xanthine,Up
4,Hereditary leiomyomatosis and renal cell carcinoma pathway (WikiPathways),WikiPathways,1,-1.5804669494074095,0.021776702385067404,0.8254407189768406,-1.5804669494074095,FALSE,2,Citric Acid; L-Malic Acid,Down
5,Organic anion transporters (Reactome),Reactome,1,-1.5642633595862698,0.02488765986864846,0.8254407189768406,-1.5642633595862698,FALSE,3,Citric Acid; L-Glutamic Acid; L-Malic Acid,Down
8,Urea cycle and associated pathways (WikiPathways),WikiPathways,1,-1.5770131279304709,0.02943678747660371,0.8368458154063054,-1.5770131279304709,FALSE,6,L-Glutamic Acid; L-Glutamine; L-Malic Acid; N-Acetylglutamic Acid; Uridine; Uridine Monophosphate,Down
3,Fructose and mannose metabolism (KEGG),KEGG,1,1.5769276216173114,0.048644724104549855,0.8758892471467322,1.5769276216173114,FALSE,4,D-(-)-Mannitol; D-Glucose; D-Mannitol 1-Phosphate; Guanosine-5'-Triphosphate,Up
