Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Super.Class,Class,Direction,FDR_label
Pe(O-17:3_21:1),-0.14660596749619328,20.45850624105968,-2.6801735718560447,0.013676849990159395,0.44877164030210515,-2.8526221668732994,C8-Pos-004072,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
L-Valine,-0.31352321747888623,18.44418668202673,-2.620026932968028,0.016405265497896816,0.4850065494313634,-2.9861564857076903,Amide-Neg-000214,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Prolinamide,-0.19687915978153825,15.568734103312568,-2.602520097750194,0.016628795980503888,0.4850065494313634,-2.997251179257427,Amide-Pos-000230,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
1-Methylhistidine,-0.15178702936961141,22.42647423124505,-2.5589527114024135,0.017901364348957317,0.4946429622738206,-3.0693383702801063,Amide-Pos-000599,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
2-Aminocaprylate,-0.2771344481985641,26.161378818514855,-2.490682665311566,0.02120585723724768,0.5566537524777516,-3.1903258396382546,C18-Pos-000695,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
"5,5-Dimethyloxazolidine-2,4-Dione",-0.3749860998982667,18.782513832313835,-2.439093950437802,0.023255545361019484,0.577606660813097,-3.278868606632298,Amide-Neg-000296,Organoheterocyclic compounds,Azolidines,Steeper in Females,
Pi(22:0_12:1),-0.7642595797286067,18.692760594886767,-2.489441344764125,0.028479255807003147,0.577606660813097,-3.3252588592741317,C8-Neg-003398,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
L-2-Aminoadipic Acid,-0.10031906376788172,29.254776585367914,-2.3534731209421773,0.02795263352641217,0.577606660813097,-3.425369953618428,Amide-Pos-000447,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Pyrrole-2-Carboxylic Acid,-0.9182001797169198,15.898523591468145,-2.381233987983874,0.03201164759475681,0.577606660813097,-3.4300158803677063,Amide-Neg-000142,Organoheterocyclic compounds,Pyrroles,Steeper in Females,
Phenylacetylglutamine,-0.11612562016127088,21.358124921896696,-2.3479286865649405,0.02828510421100018,0.577606660813097,-3.434760138627184,C18-Pos-001439,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Pi(18:0_22:6),-1.0237108660355638,27.429297554537893,-2.321353117084572,0.031547190557825726,0.577606660813097,-3.4802270785898126,C8-Pos-005434,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
D-Glyceric Acid,-0.21254773654619608,18.084983967286743,-2.3174839658048536,0.030176469114911127,0.577606660813097,-3.4861058466225487,Amide-Neg-000135,Organic oxygen compounds,Organooxygen compounds,Steeper in Females,
Uridine,-0.1368324041137833,26.63723187960276,-2.3078780303373954,0.03079692493735107,0.577606660813097,-3.502229665963391,Amide-Pos-000957,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Steeper in Females,
1h-Imidazole-1-Acetic Acid,-0.18532242835921467,18.509086144204062,-2.260278209827409,0.03404756795036171,0.577606660813097,-3.5815713606914827,Amide-Pos-000303,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Ala-Pro-Asn,-0.17688147119743572,23.98602530036321,-2.2596854561743975,0.03648712542513915,0.577606660813097,-3.590668768696355,C8-Neg-000301,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Dgdg(18:0_11:1),-0.43979335703724515,16.67610033398415,-2.2572407999797064,0.038339089290005,0.577606660813097,-3.592577642724068,C8-Neg-003439,Lipids and lipid-like molecules,Glycerolipids,Steeper in Females,
Cl(12:0cooh_22:0_24:1_21:2),-0.34575785026736916,17.02622195658041,-2.2479125961328466,0.03494187387393264,0.577606660813097,-3.602028934765146,C8-Neg-003274,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
1-Oleoyl-Sn-Glycero-3-Phosphocholine,0.3123242300582925,17.95259661167648,2.239325811438427,0.03557544187668125,0.577606660813097,-3.616196833331098,C18-Pos-004585,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Males,
2'-Guanylic Acid,-0.2017413694956902,25.491394485969067,-2.219359283158347,0.03708933057747572,0.577606660813097,-3.649019259012913,C18-Neg-001640,Organic oxygen compounds,Organooxygen compounds,Steeper in Females,
2-Furoic Acid,-0.2229807562841616,18.280519718653387,-2.1930864482162327,0.03917065083738128,0.577606660813097,-3.6919457497233408,Amide-Neg-000149,Organoheterocyclic compounds,Furans,Steeper in Females,
Ps(23:1_17:2),0.237153065281476,25.893779436061074,2.189178157066442,0.047449086232955476,0.577606660813097,-3.7023148760719065,C8-Neg-003419,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Males,
Stearoyl Ethanolamide,0.2026426953555093,19.6664916409109,2.17587523691392,0.040591007527874964,0.577606660813097,-3.719902381615041,C8-Pos-000709,Organic nitrogen compounds,Organonitrogen compounds,Steeper in Males,
L-Kynurenine,-0.22640375058603374,20.95675641044423,-2.157492697956559,0.04473901844675279,0.577606660813097,-3.728742402727609,C18-Pos-001046,Organic oxygen compounds,Organooxygen compounds,Steeper in Females,
Dgdg(6:0_28:2),0.27154747466331247,19.392302506841254,2.1633057801811546,0.04165761253258085,0.577606660813097,-3.7402360096396055,C8-Neg-003637,Lipids and lipid-like molecules,Glycerolipids,Steeper in Males,
"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",0.17729753589256284,21.348525023940386,2.1557140088122573,0.04286505748956972,0.577606660813097,-3.7485969291648362,C8-Pos-001592,Lipids and lipid-like molecules,Prenol lipids,Steeper in Males,
Leucine,-0.22242089766375361,20.95210476013561,-2.1281918480719613,0.04477290031335638,0.577606660813097,-3.7966616833157807,Amide-Pos-000363,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
"D-Fructose 1,6-Bisphosphate",-0.12723338975060086,21.403754021737416,-2.121637900708873,0.04537711270379033,0.577606660813097,-3.8071309669081534,Amide-Neg-001874,Organic oxygen compounds,Organooxygen compounds,Steeper in Females,
Tg(15:0_15:0_24:6),-0.18287476220122795,20.433080982103256,-2.107768867376901,0.046679982743003806,0.577606660813097,-3.8292197693871124,C8-Pos-005260,Lipids and lipid-like molecules,Glycerolipids,Steeper in Females,
Pc(9:0cho_26:1),-0.2204646513720804,20.949922124943768,-2.0766466525474745,0.05030650239233692,0.577606660813097,-3.866297482623545,C8-Pos-004612,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Glycolic Acid,-0.2219447018368109,18.58864610802909,-2.0576493092864507,0.05167314333030092,0.577606660813097,-3.908288954486068,Amide-Neg-000015,Organic acids and derivatives,Hydroxy acids and derivatives,Steeper in Females,
I-Inositol,-0.1442003440193836,17.577378766749927,-2.0516369716545406,0.05230316627086367,0.577606660813097,-3.917693416746551,Amide-Neg-000766,Organic oxygen compounds,Organooxygen compounds,Steeper in Females,
Tg(15:1cho_15:2),0.41932847797749123,16.1048130959457,2.0006015970787163,0.06678903622364234,0.577606660813097,-3.929158726872969,C8-Pos-002684,Lipids and lipid-like molecules,Glycerolipids,Steeper in Males,
Sqdg(14:0_30:6),0.31559396379885585,21.04891305677284,2.0170324419385413,0.05666412070093701,0.577606660813097,-3.958261129933418,C8-Neg-003807,Lipids and lipid-like molecules,Glycerolipids,Steeper in Males,
"L-Threonic Acid-1,4-Lactone",-0.31270506764827805,21.390548488610676,-2.0097659689755525,0.05688427147486596,0.577606660813097,-3.982698164454325,Amide-Neg-000220,Organoheterocyclic compounds,Lactones,Steeper in Females,
Xylose,0.37922104317795186,14.993318801974777,1.986303763297756,0.07511640855251805,0.577606660813097,-3.986496874818476,Amide-Neg-000340,Organic oxygen compounds,Organooxygen compounds,Steeper in Males,
Pc(10:0cooh_30:8),-0.36176635118341616,20.429608518456078,-1.981975784232168,0.06072915317807519,0.577606660813097,-4.010720189191079,C8-Pos-005152,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
5-Methylcytosine,-0.6305322510206476,19.21819065661258,-1.9498152742761241,0.07497664642874438,0.577606660813097,-4.015769559204986,Amide-Pos-000296,Organoheterocyclic compounds,Diazines,Steeper in Females,
Anserine,0.5430176952207582,17.207697122992784,1.9723840676986726,0.06330847586785145,0.577606660813097,-4.04171902653502,Amide-Pos-000913,Organic acids and derivatives,Peptidomimetics,Steeper in Males,
Dl-Valine,-0.10895005374600036,24.178544707157254,-1.969062625878647,0.0616762055862734,0.577606660813097,-4.045053562638606,Amide-Pos-000236,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Tg(28:6_14:3cho),-0.41902341927040276,17.646707660287838,-1.9056513912305266,0.07907064412499072,0.577606660813097,-4.050010309430701,C8-Pos-003929,Lipids and lipid-like molecules,Glycerolipids,Steeper in Females,
N-Acetyl-L-Methionine,-0.3113098915543378,21.084548384610773,-1.9014734808835447,0.0733815574851276,0.577606660813097,-4.0619427674821065,Amide-Neg-000866,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Octanedioic Acid,0.48109877344788915,18.05227564062134,1.9507266167592006,0.06394923845848291,0.577606660813097,-4.072868142294909,C18-Neg-000283,Lipids and lipid-like molecules,Fatty Acyls,Steeper in Males,
D-Tyrosine,0.3340491073480533,17.99479671764897,1.9329470316427797,0.06684828223953347,0.577606660813097,-4.0958634635876905,Amide-Neg-000781,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Males,
Myristic Acid,-0.11944821871251671,16.862215407085294,-1.9294984447088805,0.06729852350200816,0.577606660813097,-4.102383225232568,C8-Neg-000086,Lipids and lipid-like molecules,Fatty Acyls,Steeper in Females,
L-(-)-Methionine,-0.16591608946741337,21.06685969004434,-1.9268754788298448,0.06701641146248558,0.577606660813097,-4.1087885834250475,C18-Pos-000574,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
N-Acetylglutamic Acid,-0.08949978700293557,25.514469076573562,-1.9013888506027081,0.07043625334131502,0.577606660813097,-4.146842377856587,C18-Pos-000763,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Ps(14:2_29:7),-0.1581169556234739,21.437949694061214,-1.8952914752059407,0.0712767593132254,0.577606660813097,-4.1558952338614645,C8-Neg-003509,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
D-Pantothenic Acid,-0.2896507053530822,22.97142323479664,-1.8945594799183973,0.0713782513099262,0.577606660813097,-4.1569807030425405,C18-Pos-000992,Organic oxygen compounds,Organooxygen compounds,Steeper in Females,
Pi(19:4_19:4),-0.207564152934705,19.927963888370915,-1.8864728872134127,0.07250791742718306,0.577606660813097,-4.168953149783834,C8-Pos-005132,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Hyflavin,0.18743647240464797,20.852710037494358,1.882340877842293,0.0730911603634536,0.577606660813097,-4.175057166740474,Amide-Pos-001528,Organoheterocyclic compounds,Pteridines and derivatives,Steeper in Males,
Cytidine 2'_3'-Cyclic Phosphate,-0.1578598009036094,21.801883968335446,-1.8798573205770888,0.0734436911351262,0.577606660813097,-4.178721583401707,Amide-Neg-001726,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Steeper in Females,
Uracil,-0.1752384989855347,28.070766608394795,-1.8791720115462762,0.07354122926007224,0.577606660813097,-4.179732151670014,Amide-Pos-000180,Organoheterocyclic compounds,Diazines,Steeper in Females,
Ps(20:1_24:6),-0.10771842965970628,21.75612800224696,-1.8617237892720755,0.07606300209054967,0.577606660813097,-4.205375971697792,C8-Neg-003556,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Citric Acid,-0.2049967696076158,21.073538022636047,-1.8352642070372565,0.08139269660923681,0.577606660813097,-4.210981279324403,Amide-Neg-000876,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Lpe 18:1,0.16644513081809734,18.306150296594375,1.8560653331578454,0.07689685201963739,0.577606660813097,-4.213656711291131,C8-Pos-002045,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Males,
Acrylic Acid,-0.22374591786445575,21.085900474947227,-1.7755990613980883,0.10116753780910387,0.577606660813097,-4.2154784257296765,Amide-Neg-000001,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
1-Octadecanoyl-2-Octadecenoyl-Sn-Glycero-3-Phosphocholine,-0.1178211968807533,21.543387937785667,-1.8537508113875407,0.07724021670304959,0.577606660813097,-4.217038803788018,Amide-Pos-002309,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Citrulline,-0.13159400977047503,21.190626169152733,-1.853133995675627,0.07733194781555312,0.577606660813097,-4.217939630253713,Amide-Pos-000621,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Dl-Glutamine,-0.2970185289628724,21.014850792745293,-1.7739183540512524,0.09400131191969516,0.577606660813097,-4.244752553366483,Amide-Pos-000475,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
3-Methylhistidine,-0.5212305068875286,15.872244253649683,-1.8136926910937703,0.08476851749937417,0.577606660813097,-4.261627072821909,Amide-Pos-000601,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
2-Methylsuccinic Acid,0.2301995524747385,22.59020842644813,1.8063434168441457,0.08594615624719691,0.577606660813097,-4.26950027374793,Amide-Neg-000333,Lipids and lipid-like molecules,Fatty Acyls,Steeper in Males,
Dl-Arginine,-0.2682374539852026,18.797435757465806,-1.812517579232792,0.08358467940063195,0.577606660813097,-4.276795530879198,Amide-Neg-000697,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Pe(7:0_16:0cho),-0.0873868089119546,19.33769179800047,-1.8057598217798487,0.08466643214668242,0.577606660813097,-4.2864988038237435,C8-Pos-002819,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Pe(O-10:0_6:0),-0.5161172826510848,17.028558103303713,-1.7791062225662602,0.09043543089211167,0.577606660813097,-4.286995739544562,C8-Pos-001872,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Pc(18:1_5:1cho),-0.35171219673742615,20.46429801702843,-1.7240418866770357,0.10671970685499124,0.577606660813097,-4.292270815271249,C8-Neg-002843,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Ps(24:4_24:4),0.4387565244180618,19.655427133911733,1.7914006932769628,0.08700522764872212,0.577606660813097,-4.307031225118177,C8-Neg-003707,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Males,
Guanosine-5'-Triphosphate,0.11209841045822327,21.36522412059556,1.7807729281039013,0.09015499900790652,0.577606660813097,-4.320104288809909,Amide-Pos-001865,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Steeper in Males,
3-Hexadecyl-4-Methoxy-5-Methyloxolan-2-One,0.45283214950328265,20.328782045918544,1.7662856805126426,0.09123002406240135,0.577606660813097,-4.342661923005993,C8-Pos-000955,Organoheterocyclic compounds,Lactones,Steeper in Males,
"N3,N4-Dimethyl-L-Arginine",-0.37770448688268127,18.845080083894064,-1.763245160376277,0.09175327324310419,0.577606660813097,-4.346950987661254,Amide-Pos-000747,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Tryptophan,0.15895153236368278,18.25724756459248,1.7581499548217738,0.09263589696398841,0.577606660813097,-4.354126515655206,Amide-Pos-000761,Organoheterocyclic compounds,Indoles and derivatives,Steeper in Males,
Pc(14:0_4:1cho),-0.35702921686281547,19.43835599148379,-1.7526950551283176,0.09358889627470718,0.577606660813097,-4.361791968411572,C8-Neg-002453,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Adenosine 3'5'-Cyclic Monophosphate,-0.15757518110465438,22.627849160121098,-1.7467534779712084,0.09463647417728052,0.577606660813097,-4.370121696200892,C18-Pos-002092,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Steeper in Females,
1-Hexadecanoyl-Sn-Glycero-3-Phosphoethanolamine,-0.12324731974616016,21.383388762541163,-1.7423329014480105,0.09542238265149304,0.577606660813097,-4.3763057603807765,C18-Pos-003617,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Pe(19:1cooh_24:4),-0.25686662051601605,17.486150437855173,-1.7423239702718434,0.09608840146661478,0.577606660813097,-4.377394295367141,C8-Neg-003487,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Histamine,-0.48379095368795083,15.919690361591458,-1.5848581162891895,0.14133666687641971,0.6180832665003032,-4.391730357751083,Amide-Neg-000145,Organic nitrogen compounds,Organonitrogen compounds,Steeper in Females,
Ps(16:1_26:4),0.23606082378735643,16.99489886882164,1.6941617016402393,0.10502431232897247,0.577606660813097,-4.402897849538626,C8-Neg-003489,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Males,
Tg(32:4cooh_12:0),-0.2244078142281678,20.78128876872872,-1.6996438726788747,0.10552189336547305,0.577606660813097,-4.40888523525215,C8-Pos-004263,Lipids and lipid-like molecules,Glycerolipids,Steeper in Females,
Pe(15:0_27:7),-0.1978837742101141,17.437654073302543,-1.7133308641983898,0.1007182136961618,0.577606660813097,-4.416593754148132,C8-Pos-004870,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Sb01966,0.3581195045590961,18.76243535771648,1.7089309621650923,0.1015431392375926,0.577606660813097,-4.422662537975048,Amide-Pos-000757,Organic oxygen compounds,Organooxygen compounds,Steeper in Males,
Cl(18:0_20:1cho_23:1_21:2),-0.1474396120292489,24.198361053105295,-1.7049726244755985,0.10229018484917282,0.577606660813097,-4.428112457008574,C8-Neg-003309,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Ps(23:2_21:0),0.6665512658708364,17.893376796478552,1.6423058958830283,0.12133689065574826,0.6009610150402627,-4.43249875918972,C8-Neg-003596,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Males,
L-Hydroxyproline,-0.22975162750508712,24.147198587378288,-1.6757935313139087,0.11016794573970719,0.5783817151334627,-4.435295897918294,Amide-Pos-000349,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
2-Docosahexaenoyl-1-Stearoyl-Sn-Glycero-3-Phosphoserine,-0.11358857342714035,19.61678578477022,-1.6970230038401941,0.10380462230495136,0.577606660813097,-4.439029490099523,C8-Pos-004831,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Cytosine,-0.4315587751958704,15.656573322366373,-1.6389523664500871,0.11686901785288577,0.6009610150402627,-4.443967025759806,Amide-Pos-000171,Organoheterocyclic compounds,Diazines,Steeper in Females,
4-Quinolinol,-0.1376367616457766,28.669805146265904,-1.688841672841839,0.10538304675742209,0.577606660813097,-4.4502253219596,Amide-Pos-000461,Organoheterocyclic compounds,Quinolines and derivatives,Steeper in Females,
Yrquylsqfnxrba-Izzdovswsa-N,-0.20294104553965697,19.71028826066134,-1.6839296005908673,0.10634048010728436,0.577606660813097,-4.456928027002464,C18-Neg-000934,Lipids and lipid-like molecules,Prenol lipids,Steeper in Females,
D-Glucose 6-Phosphate,0.08139781994990537,22.465432969670946,1.6455831868771607,0.1206535035395779,0.6009610150402627,-4.462398470299302,Amide-Neg-001431,Organic oxygen compounds,Organooxygen compounds,Steeper in Males,
Dgdg(2:0_27:3),0.2044909346732359,20.20666346754718,1.6731762406937025,0.10846221876458437,0.5777926025194206,-4.471550693597058,C8-Neg-003430,Lipids and lipid-like molecules,Glycerolipids,Steeper in Males,
"1,2-Dimyristoyl-Sn-Glycero-3-Pc",-0.2848277549293844,22.68448378474333,-1.670703352374534,0.10895517647509073,0.5777926025194206,-4.474903510804426,C8-Pos-003474,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Dg(2:0_18:2),-0.29530576751883203,16.745763175725383,-1.6183819866408247,0.12399569302764517,0.6033615637461291,-4.485262277733089,C8-Pos-001468,Lipids and lipid-like molecules,Glycerolipids,Steeper in Females,
N2-Methylguanosine,-1.089306143583714,24.57907822303517,-1.496008137194628,0.16050719969784347,0.639420357352958,-4.493324134937172,C18-Pos-001733,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Steeper in Females,
Pi(20:4_20:4),-0.6824829379617084,18.847622350326215,-1.642199420916202,0.11477524471873378,0.5966039948251014,-4.5132815455216875,C8-Pos-005440,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
"1,3-Benzodioxolylbutanamine (Bdb)",-0.10447488175620229,22.204261815221734,-1.5950261341943983,0.127216369972263,0.6049092988195585,-4.529922813779251,C18-Pos-000931,Organoheterocyclic compounds,Benzodioxoles,Steeper in Females,
Lpc 20:3-Sn1,-0.2988296149509004,17.032353621320393,-1.6222491887993835,0.11900257051071583,0.6009610150402627,-4.539846299922495,C8-Pos-002542,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Xanthosine 5'-Monophosphate,0.2348997574255848,23.22657976124057,1.6199232462307687,0.12017826050010913,0.6009610150402627,-4.54056027824409,Amide-Pos-001479,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Steeper in Males,
N-Acetylputrescine,-0.11925730798961176,20.928021088792192,-1.6019123281088792,0.12412009311348944,0.6033615637461291,-4.566697773799957,Amide-Pos-000336,Organic acids and derivatives,Carboximidic acids and derivatives,Steeper in Females,
Pc(18:1_22:6),0.07237502410374366,18.639715475178985,1.4984220924640486,0.1547886880406354,0.6363173923444697,-4.580848723491007,C8-Pos-004991,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Males,
4-Piperidinecarboxamide,0.24716041475729186,18.656947824296065,1.5870065412394763,0.12746363705597966,0.6049092988195585,-4.583590939105703,Amide-Pos-000314,Organoheterocyclic compounds,Piperidines,Steeper in Males,
L-Ergothioneine,-0.08156005120762962,24.815699559392545,-1.5821466944878173,0.12789510889327807,0.6049092988195585,-4.592495148566752,Amide-Pos-000860,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
Ps(18:2_22:4),-0.30302015869979876,18.741832806743627,-1.574557762045509,0.12963865912368475,0.6076812146422722,-4.602344403422338,C8-Neg-003393,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Monolaurin,0.10713629283068703,16.29288061675393,1.5653217707665785,0.13178719041765022,0.6122856191970475,-4.614281912984911,C8-Pos-000245,Lipids and lipid-like molecules,Glycerolipids,Steeper in Males,
N-Nervonoyl-D-Erythro-Sphingosylphosphorylcholine,-0.11325795045936358,17.74065281325025,-1.558375485624075,0.13409671310552956,0.6143750524898316,-4.618503663314574,C8-Pos-004641,Lipids and lipid-like molecules,Sphingolipids,Steeper in Females,
"17-(1-Hydroxyethyl)-10,13-Dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-Tetradecahydro-1h-Cyclopenta[A]Phenanthren-3-One",-0.21282194118945388,18.11662878155701,-1.5532267167779614,0.1346453419527274,0.6143750524898316,-4.629832404168776,C8-Pos-000495,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steeper in Females,
Xanthosine,-0.16226166504539816,18.377337798673604,-1.5480133055935332,0.1358930158948556,0.6143750524898316,-4.636506309074161,C18-Neg-001023,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Steeper in Females,
Pc(19:4cho_29:7),-0.37688974066832903,17.95355808767287,-1.3848369998341192,0.18943084961338644,0.6632693935098949,-4.640685713206589,C8-Pos-005546,Lipids and lipid-like molecules,Glycerophospholipids,Steeper in Females,
Dl-Alanine,-0.23355757432292928,15.84686601857736,-1.542498289060344,0.13722324270005726,0.6143750524898316,-4.643547275668183,Amide-Neg-000047,Organic acids and derivatives,Carboxylic acids and derivatives,Steeper in Females,
2-Acetamido-N-Β-Aspartyl-2-Deoxyhexopyranosylamine,-0.07909793810190853,24.61059199210195,-1.5389362345161215,0.13808810703580976,0.6143750524898316,-4.64808448910096,Amide-Pos-001270,Organic oxygen compounds,Organooxygen compounds,Steeper in Females,
D-Panthenol,-0.09269611383039475,26.95235417491872,-1.4595221506724203,0.16076854699160087,0.639420357352958,-4.64972360281042,C18-Pos-001025,Organic oxygen compounds,Organooxygen compounds,Steeper in Females,
