Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Super.Class,Class,Direction,FDR_label
3-Hydroxystigmast-5-En-7-One,0.8821405367108343,16.78792622590656,3.8196270268581674,9.99131220168342e-4,0.5994787321010052,-3.8000438493781994,C8-Pos-001621,Lipids and lipid-like molecules,Steroids and steroid derivatives,Higher in Males,
D-Glucose 6-Phosphate,0.5143993382450154,20.469423679897783,3.1110587073655136,0.00475939567345621,0.9342031415264759,-3.9223432565404774,Amide-Neg-001431,Organic oxygen compounds,Organooxygen compounds,Higher in Males,
N-Acetylalanine,-0.9573917542199262,22.59020842644813,-3.046930996880005,0.005913534288290264,0.9342031415264759,-4.008040528570682,Amide-Neg-000318,Organic acids and derivatives,Carboxylic acids and derivatives,Higher in Females,
"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",0.29863938879499397,21.772636080682428,2.779614162674899,0.010409874732818705,0.9342031415264759,-4.046676460519945,C8-Pos-001592,Lipids and lipid-like molecules,Prenol lipids,Higher in Males,
Risedronic Acid,0.5742903950769436,20.38973336867576,2.7781179080559473,0.01044601882901321,0.9342031415264759,-4.047235955824655,Amide-Pos-001135,Organic acids and derivatives,Organic phosphonic acids and derivatives,Higher in Males,
2-Sc S-(2-Succinyl)-L-Cysteine,0.6011070510396082,18.25724756459248,2.6525581409092642,0.013938698710372344,0.9342031415264759,-4.0940446611750225,Amide-Pos-000902,Organic acids and derivatives,Carboxylic acids and derivatives,Higher in Males,
Citroflex A-4,0.2995756281485076,19.68673610326106,2.6105755259567114,0.015333006754266961,0.9342031415264759,-4.109618431850048,C8-Pos-001356,Organic acids and derivatives,Carboxylic acids and derivatives,Higher in Males,
Uridine Monophosphate,0.7223882190591345,19.21632448794187,2.550138998073707,0.01789309331117938,0.9342031415264759,-4.151636499807177,C18-Pos-002017,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Higher in Males,
Adenylyl(3'-5')Cytidine,-1.1571902345226508,16.269157944932378,-2.495685658869546,0.01984360578812437,0.9342031415264759,-4.1519738300421505,C18-Pos-001644,"Nucleosides, nucleotides, and analogues",(3'->5')-dinucleotides and analogues,Higher in Females,
Bis(2-Ethylhexyl) Adipate,0.19913062623425715,25.934231050445256,2.433438037252684,0.02277474820863605,0.9342031415264759,-4.174728152509638,C8-Pos-001101,Lipids and lipid-like molecules,Fatty Acyls,Higher in Males,
Dg(4:0_34:6),1.5313661911776804,17.646707660287838,3.149486598486598,0.006613066342997415,0.9342031415264759,-4.198356179013805,C8-Pos-003357,Lipids and lipid-like molecules,Glycerolipids,Higher in Males,
