pathway,pval,padj,log2err,ES,NES,size,leadingEdge,analysis,pathway_source
Modified nucleosides derived from tRNA as urinary cancer markers (WikiPathways),0.12942408376963352,0.9111568609682609,0.056236205398971784,-0.5185013913543034,-1.3426156606430608,11,1-Methyladenosine;Pseudouridine;5'-S-Methyl-5'-Thioadenosine;Uridine;Adenosine,GW (limma t-statistic),WikiPathways
Purine salvage (Reactome),0.1303766010323074,0.9111568609682609,0.05334765892179997,0.5419952144663546,1.3446381657574082,10,Inosine-5'-Monophosphate (Imp);Guanosine-5'-Monophosphate;Hypoxanthtine,GW (limma t-statistic),Reactome
Citric Acid Cycle (KEGG),0.13641046775190604,0.9111568609682609,0.05420619224826733,-0.5530294830424689,-1.3486317117058466,9,Biotin;Succinic Acid;Guanosine-5'-Triphosphate;Adenosine Triphosphate (Atp),GW (limma t-statistic),KEGG
Deadenylation-dependent mRNA decay (Reactome),0.1465816917728853,0.9111568609682609,0.05035804219297,0.6648658037610626,1.3329344430595818,5,Guanosine-5'-Monophosphate,GW (limma t-statistic),Reactome
MTHFR deficiency (WikiPathways),0.14738805970149255,0.9111568609682609,0.052166230878795496,-0.668822030566949,-1.3403943003480767,5,Choline;Nervonic Ceramide;S-Adenosyl-L-Homocysteine;L-(-)-Methionine,GW (limma t-statistic),WikiPathways
Carnitine synthesis (Reactome),0.1543455497382199,0.9111568609682609,0.05116542000133411,-0.6266823540433935,-1.3301922098940322,6,Succinic Acid;Dl-Carnitine,GW (limma t-statistic),Reactome
Glyoxylate metabolism (WikiPathways),0.15742157612853863,0.9111568609682609,0.04819142030711041,0.5640177677213971,1.3115422763382167,8,"L-Serine;Glycolic Acid;D,L-Serine",GW (limma t-statistic),WikiPathways
KEGG:map01100 (KEGG),0.15932715932715932,0.9111568609682609,0.04756407101582593,0.43222249051227507,1.2831567355434752,19,D-Threonine;Xylose;Methanesulfonic Acid;Maleic Acid;Acrylic Acid;Cis-4-Hydroxy-D-Proline;1-Aminocyclopropanecarboxylic Acid,GW (limma t-statistic),KEGG
Glycolysis and gluconeogenesis (WikiPathways),0.16349514563106796,0.9111568609682609,0.04759492242852305,0.5405406336775368,1.2948493953542055,9,L-(+)-Lactic Acid;D-Glucose;L-Malic Acid;D-(+)-Glucose,GW (limma t-statistic),WikiPathways
Creatine pathway (WikiPathways),0.16433900899177348,0.9111568609682609,0.04707757823329109,0.6127522067594343,1.3069260331920298,6,Phosphocreatine;Creatine;Adenosine 5'-Diphosphate,GW (limma t-statistic),WikiPathways
Synthesis of Leukotrienes (LT) and Eoxins (EX) (Reactome),0.16589416763229045,0.9111568609682609,0.04707757823329109,0.6524771297007986,1.3080974153987348,5,L-Glutathione (Reduced);Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Purine metabolism (WikiPathways),0.1678348172002273,0.9111568609682609,0.04628579316348976,0.4417110123310375,1.2748381173235581,17,Inosine-5'-Monophosphate (Imp);Guanosine-5'-Monophosphate;Hypoxanthtine;Adenosine 5'-Diphosphate;5'-Xanthylic Acid;Adenine;Uric Acid,GW (limma t-statistic),WikiPathways
Creatine metabolism (Reactome),0.16813312930374905,0.9111568609682609,0.04648767296280473,0.557837448651168,1.297170832377131,8,Phosphocreatine;Creatine;Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Urea cycle and metabolism of amino groups (WikiPathways),0.175874593767922,0.9111568609682609,0.04533719316522172,0.5167388390839684,1.2819795197741781,10,N-Acetylglutamic Acid;Putrescine;Phosphocreatine;Creatine,GW (limma t-statistic),WikiPathways
Mitochondrial biogenesis (Reactome),0.1825028968713789,0.9111568609682609,0.04467153596201623,0.6434770171352548,1.2900538343299484,5,Adenosine 5'-Diphosphate;Nicotinamide;Linoleic Acid,GW (limma t-statistic),Reactome
Transcriptional activation of mitochondrial biogenesis (Reactome),0.1825028968713789,0.9111568609682609,0.04467153596201623,0.6434770171352548,1.2900538343299484,5,Adenosine 5'-Diphosphate;Nicotinamide;Linoleic Acid,GW (limma t-statistic),Reactome
Urea cycle and associated pathways (WikiPathways),0.18529862174578868,0.9111568609682609,0.04408127817292084,0.46931775951892263,1.2573033211154008,13,L-(+)-Lactic Acid;N-Acetylglutamic Acid;Uracil;L-Malic Acid;Dl-Alanine,GW (limma t-statistic),WikiPathways
Tyrosine catabolism (Reactome),0.18771726535341832,0.9111568609682609,0.04398069466811599,0.6408405101602627,1.2847681196241325,5,L-Glutathione (Reduced);Ethyl Acetoacetate,GW (limma t-statistic),Reactome
Purine catabolism (Reactome),0.1923813169984686,0.9111568609682609,0.04317311798756936,0.46598675014842506,1.2483795396065014,13,Inosine-5'-Monophosphate (Imp);Guanosine-5'-Monophosphate;Hypoxanthtine;Adenosine 5'-Diphosphate;5'-Xanthylic Acid;Uric Acid,GW (limma t-statistic),Reactome
Synthesis of wybutosine at G37 of tRNA(Phe) (Reactome),0.1956882255389718,0.9111568609682609,0.044697670642020064,-0.6377582859321713,-1.2781390749622912,5,Succinic Acid;5'-S-Methyl-5'-Thioadenosine,GW (limma t-statistic),Reactome
Nicotinamide salvaging (Reactome),0.2186172267284666,0.9111568609682609,0.04038998708058546,0.6247065312718313,1.252422440176743,5,L-(+)-Lactic Acid;Adenosine 5'-Diphosphate;Nicotinamide,GW (limma t-statistic),Reactome
Phosphate bond hydrolysis by NTPDase proteins (Reactome),0.2186962339896769,0.9111568609682609,0.040150310122041705,0.49690484375925215,1.2327732788679253,10,Inosine-5'-Monophosphate (Imp);Guanosine-5'-Monophosphate,GW (limma t-statistic),Reactome
Methionine de novo and salvage pathway (WikiPathways),0.22645458350774383,0.9111568609682609,0.04142938482522157,-0.4414417082593992,-1.204009937922395,13,Choline;5'-S-Methyl-5'-Thioadenosine;Adenosine Triphosphate (Atp);Adenosine;Nicotinamide Adenine Dinucleotide (Nad+);S-Adenosyl-L-Homocysteine,GW (limma t-statistic),WikiPathways
tRNA modification in the nucleus and cytosol (Reactome),0.23099476439790576,0.9111568609682609,0.04098458735047401,-0.5802153782822057,-1.23156168555253,6,Succinic Acid;5'-S-Methyl-5'-Thioadenosine,GW (limma t-statistic),Reactome
Propanoate metabolism (KEGG),0.2326396043684319,0.9111568609682609,0.040450477323168664,-0.49882515319206694,-1.2164476593369746,9,Biotin;2-Oxobutanoic Acid;Adenosine Triphosphate (Atp),GW (limma t-statistic),KEGG
Ethanol effects on histone modifications (WikiPathways),0.24005407493240632,0.9111568609682609,0.03830169029097856,0.6134684688128459,1.2298921785207837,5,"L-Serine;D,L-Serine",GW (limma t-statistic),WikiPathways
Sphingolipid pathway (WikiPathways),0.24410969486288142,0.9111568609682609,0.03793649589498994,0.6113279143741737,1.225600758022978,5,"L-Serine;D-Sphingosine;D,L-Serine",GW (limma t-statistic),WikiPathways
Sphingolipid metabolism overview (WikiPathways),0.24583891333460875,0.9111568609682609,0.037579865879434834,0.5690885271020045,1.21379670779793,6,"L-Serine;D-Sphingosine;D,L-Serine;Adenosine 5'-Diphosphate",GW (limma t-statistic),WikiPathways
Class C/3 (Metabotropic glutamate/pheromone receptors) (Reactome),0.24713083397092578,0.9111568609682609,0.037462832406732365,0.5166954645422989,1.2015010599350138,8,Γ-Aminobutyric Acid;D-Glucose,GW (limma t-statistic),Reactome
Disorders of folate metabolism and transport (WikiPathways),0.25043045724124735,0.9111568609682609,0.03718233548575341,0.5665140026837915,1.2083055599111754,6,"L-Serine;D,L-Serine",GW (limma t-statistic),WikiPathways
Na+/Cl- dependent neurotransmitter transporters (Reactome),0.25319548872180453,0.9111568609682609,0.0365737032588796,0.38264911265794344,1.1675569185145684,21,"Asparagine;L-Serine;Histamine;D,L-Serine;Γ-Aminobutyric Acid;L-Valine",GW (limma t-statistic),Reactome
Serine biosynthesis (Reactome),0.25434530706836617,0.9111568609682609,0.03705212713369642,0.6050892381139072,1.2130933521384129,5,"L-Serine;D,L-Serine",GW (limma t-statistic),Reactome
"Valine, leucine and isoleucine degradation (KEGG)",0.2579847516999794,0.9111568609682609,0.038144106823430494,-0.4865219116291838,-1.18644466268443,9,Biotin;Succinic Acid;Adenosine Triphosphate (Atp),GW (limma t-statistic),KEGG
HIF1A and PPARG in cardiac hypertropthy (WikiPathways),0.25922385777098067,0.9111568609682609,0.03643312370047354,0.5309781760431418,1.1879950654845972,7,L-(+)-Lactic Acid;D-Glucose;D-(+)-Glucose,GW (limma t-statistic),WikiPathways
Nucleotide salvage (Reactome),0.2641759908970226,0.9111568609682609,0.03586882897336866,0.40752297254353864,1.15915713088987,16,Inosine-5'-Monophosphate (Imp);Guanosine-5'-Monophosphate;Hypoxanthtine;Adenosine 5'-Diphosphate;Uracil;Cytidine;Adenine,GW (limma t-statistic),Reactome
Nicotinate metabolism (Reactome),0.26859109156948957,0.9111568609682609,0.035690366102832737,0.5275540279459189,1.1803339765236476,7,L-(+)-Lactic Acid;Adenosine 5'-Diphosphate;Nicotinamide,GW (limma t-statistic),Reactome
Arachidonic Acid Metabolism (KEGG),0.2691645956796024,0.9111568609682609,0.035646088040002646,0.5268742697860973,1.1788131054671216,7,L-Glutathione (Reduced),GW (limma t-statistic),KEGG
Synthesis of ceramides and 1-deoxyceramides (WikiPathways),0.2990242969198393,0.9111568609682609,0.033525357727738646,0.5420627374729012,1.156153981024833,6,"L-Serine;D-Sphingosine;D,L-Serine",GW (limma t-statistic),WikiPathways
Cell recruitment (pro-inflammatory response) (Reactome),0.31905945325941504,0.9111568609682609,0.03223852765784444,0.5055746913372173,1.1311580506346692,7,Guanosine-5'-Monophosphate;Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Purinergic signaling in leishmaniasis infection (Reactome),0.31905945325941504,0.9111568609682609,0.03223852765784444,0.5055746913372173,1.1311580506346692,7,Guanosine-5'-Monophosphate;Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Glycolysis in senescence (WikiPathways),0.33565083043646193,0.9111568609682609,0.03146082771043816,0.5632823047547164,1.1292780902947028,5,"L-Serine;D,L-Serine",GW (limma t-statistic),WikiPathways
NAD+ metabolism (WikiPathways),0.3414445731942835,0.9111568609682609,0.031136014535835605,0.5601819378803826,1.1230624212536078,5,L-(+)-Lactic Acid,GW (limma t-statistic),WikiPathways
Methionine Metabolism (KEGG),0.3542153323423232,0.9111568609682609,0.03225012807644861,-0.3594698103022827,-1.0731382199091708,18,2-Oxobutanoic Acid;Choline;Sarcosine;5'-S-Methyl-5'-Thioadenosine;Adenosine Triphosphate (Atp),GW (limma t-statistic),KEGG
Gluconeogenesis (Reactome),0.356159143075746,0.9111568609682609,0.030165996717412494,0.46837739422486707,1.089144330131251,8,D-Glucose;Adenosine 5'-Diphosphate;L-Malic Acid,GW (limma t-statistic),Reactome
Primary bile acid biosynthesis (KEGG),0.3641884816753927,0.9111568609682609,0.03144987491445926,-0.517968509220853,-1.099436854238113,6,Lithocholic Acid;Adenosine Triphosphate (Atp),GW (limma t-statistic),KEGG
Degradation of cysteine and homocysteine (Reactome),0.3667961165048544,0.9111568609682609,0.029899859809317336,0.45063853391943576,1.0794915253623343,9,"L-Glutathione (Reduced);L-Serine;D,L-Serine",GW (limma t-statistic),Reactome
Urea cycle (Reactome),0.3726803137555003,0.9111568609682609,0.0293361955812739,0.508205543964054,1.083940699506771,6,N-Acetylglutamic Acid;Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Branched-chain amino acid catabolism (Reactome),0.37408265739667823,0.9111568609682609,0.029439483401392883,0.5459799826414553,1.0945900961773736,5,L-Valine;Adenosine 5'-Diphosphate;L-Isoleucine,GW (limma t-statistic),Reactome
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane (Reactome),0.38052591463414637,0.9111568609682609,0.02888567755215259,0.40298250151599807,1.0572574076860008,12,Hypoxanthtine;Adenosine 5'-Diphosphate;Cytosine;Uracil;Cytidine;Adenine;Guanine;Inosine,GW (limma t-statistic),Reactome
Folate metabolism (WikiPathways),0.38174757281553395,0.9111568609682609,0.02916890275182249,0.44450310764525586,1.0647942898421987,9,"L-Serine;D,L-Serine;D-Glucose;Adenosine 5'-Diphosphate;D-(+)-Glucose",GW (limma t-statistic),WikiPathways
Omega-3 / omega-6 fatty acid synthesis (WikiPathways),0.3826286588865506,0.9111568609682609,0.028858589941033696,0.5040552402450226,1.0750886057628062,6,"Linoleic Acid;Docosahexaenoic Acid;8z,11z,14z-Eicosatrienoic Acid",GW (limma t-statistic),WikiPathways
alpha-Linolenic acid metabolism (KEGG),0.3826286588865506,0.9111568609682609,0.028858589941033696,0.5040552402450226,1.0750886057628062,6,"Linoleic Acid;Docosahexaenoic Acid;8z,11z,14z-Eicosatrienoic Acid",GW (limma t-statistic),KEGG
Orexin receptor pathway (WikiPathways),0.38501242592238577,0.9111568609682609,0.02873291589127987,0.47813546938261564,1.0697663367120336,7,D-Glucose;2-Arachidonoyl Glycerol;D-(+)-Glucose,GW (limma t-statistic),WikiPathways
Pantothenate and CoA Biosynthesis (KEGG),0.38930348258706465,0.9111568609682609,0.030007646107880627,-0.5407030620986355,-1.0836295299713745,5,D-Pantothenic Acid;Adenosine Triphosphate (Atp),GW (limma t-statistic),KEGG
Metabolism of sphingolipids in ER and Golgi apparatus (WikiPathways),0.3950640903003635,0.9111568609682609,0.02828505727758277,0.49950943795595537,1.0653929616055289,6,"L-Serine;D-Sphingosine;D,L-Serine",GW (limma t-statistic),WikiPathways
Aerobic glycolysis (WikiPathways),0.3951456310679612,0.9111568609682609,0.02854663882700978,0.4401922424890292,1.054467737510661,9,L-(+)-Lactic Acid;D-Glucose;Adenosine 5'-Diphosphate;D-(+)-Glucose,GW (limma t-statistic),WikiPathways
"Trans-sulfuration, one-carbon metabolism and related pathways (WikiPathways)",0.40217591738889913,0.9111568609682609,0.02732052295175442,0.32806994812722834,1.0384344035542576,24,"Acetylcholine;L-Glutathione (Reduced);L-Serine;Putrescine;D,L-Serine",GW (limma t-statistic),WikiPathways
"mRNA, protein, and metabolite inducation pathway by cyclosporin A (WikiPathways)",0.40890843051041864,0.9111568609682609,0.027661489963882464,0.4207462942487668,1.0438312188880199,10,Asparagine;L-Valine;Adenosine 5'-Diphosphate;Dl-Alanine,GW (limma t-statistic),WikiPathways
Biomarkers for pyrimidine metabolism disorders (WikiPathways),0.41506196377502386,0.9111568609682609,0.027352609302624443,0.3769552456214041,1.0324300755419291,14,L-Glutathione (Reduced);Phosphocreatine;Creatine;Cytosine;Uracil;Cytidine,GW (limma t-statistic),WikiPathways
Phosphatidylcholine catabolism (WikiPathways),0.4182198952879581,0.9111568609682609,0.02888567755215259,-0.4933096374408793,-1.0470960807427967,6,Choline;Adenosine Triphosphate (Atp);Glycerophosphocholine,GW (limma t-statistic),WikiPathways
Amino acid metabolism pathway excerpt: histidine catabolism extension (WikiPathways),0.42393126571668066,0.9111568609682609,0.02865275769932154,-0.4629922842393653,-1.0341963492808353,7,L-Histidine;Succinic Acid,GW (limma t-statistic),WikiPathways
TP53 Regulates Metabolic Genes (Reactome),0.42680571649285437,0.9111568609682609,0.02709026643542743,0.5232917744984471,1.049104384754037,5,L-Glutathione (Reduced);Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Fructose and mannose metabolism (KEGG),0.4308755760368664,0.9111568609682609,0.02835430047567093,-0.4382119452639339,-1.0240637252304534,8,Guanosine-5'-Triphosphate;Adenosine Triphosphate (Atp);D-Mannitol 1-Phosphate,GW (limma t-statistic),KEGG
Vitamin B12 metabolism (WikiPathways),0.4312621359223301,0.9111568609682609,0.027003999230321936,0.4290172377897391,1.0276983381789018,9,"L-Serine;D,L-Serine;D-Glucose;D-(+)-Glucose",GW (limma t-statistic),WikiPathways
Sulfur metabolism (KEGG),0.43414445731942836,0.9111568609682609,0.026794688903047145,0.5198842568727988,1.0422729345833923,5,Methanesulfonic Acid;Acrylic Acid;Adenosine 5'-Diphosphate,GW (limma t-statistic),KEGG
Disorders of fructose metabolism (WikiPathways),0.44272251308900523,0.9111568609682609,0.027868812977502464,-0.4826195299160032,-1.0244053225608052,6,Glucose 1-Phosphate;D-Glyceric Acid;Pyruvic Acid;Dihydroxyacetone Phosphate,GW (limma t-statistic),WikiPathways
Nitrogen metabolism (KEGG),0.44488851493479176,0.9111568609682609,0.027860455874274444,-0.37740441251951323,-1.003847263615673,12,Biotin;L-Histidine;Adenosine Triphosphate (Atp),GW (limma t-statistic),KEGG
Organic cation/anion/zwitterion transport (Reactome),0.44733320588797554,0.9111568609682609,0.026106273527806447,0.45360772980224123,1.0148886884325523,7,L-(+)-Lactic Acid;Histamine,GW (limma t-statistic),Reactome
NAD biosynthesis II from tryptophan (WikiPathways),0.46332774518021796,0.9111568609682609,0.02708239988521872,-0.446611497799417,-0.9976062156841701,7,Adenosine Triphosphate (Atp);Nicotinamide Adenine Dinucleotide (Nad+);Tryptophan;L-Glutamine;L-Glutamic Acid,GW (limma t-statistic),WikiPathways
Organic cation transport (Reactome),0.46455223880597013,0.9111568609682609,0.02684862590974743,-0.5049338121914984,-1.0119439447004908,5,Choline;Dl-Carnitine,GW (limma t-statistic),Reactome
Acetylcholine synthesis (WikiPathways),0.4649214659685864,0.9111568609682609,0.02701181770763379,-0.4729855833918593,-1.003956365390927,6,Choline;Glycerophosphocholine,GW (limma t-statistic),WikiPathways
Urea cycle and related diseases (WikiPathways),0.4769466233020853,0.9111568609682609,0.025038495319218236,0.4669608923610557,0.9959708671417995,6,N-Acetylglutamic Acid,GW (limma t-statistic),WikiPathways
Amino acid transport across the plasma membrane (Reactome),0.47832585949177875,0.9111568609682609,0.024598111373244077,0.31563103972688633,0.9867678549292362,23,"Asparagine;L-Serine;D,L-Serine;Γ-Aminobutyric Acid;L-Valine",GW (limma t-statistic),Reactome
Defective SLC6A19 causes Hartnup disorder (HND) (Reactome),0.4841844512195122,0.9111568609682609,0.024721424510791262,0.37264196346742584,0.9776565354785051,12,"L-Serine;D,L-Serine;L-Valine",GW (limma t-statistic),Reactome
The phototransduction cascade (Reactome),0.485129393588258,0.9111568609682609,0.024912023341492437,0.49612211226446623,0.9946341767916144,5,Guanosine-5'-Monophosphate;Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Interconversion of nucleotide di- and triphosphates (Reactome),0.4851371951219512,0.9111568609682609,0.024688855133663555,0.37240593724517007,0.9770373014647469,12,Guanosine-5'-Monophosphate;L-Glutathione (Reduced),GW (limma t-statistic),Reactome
Arsenic metabolism and reactive oxygen species generation (WikiPathways),0.4870862827625789,0.9111568609682609,0.024688855133663555,0.46182183848561104,0.9850098894060932,6,L-Glutathione (Reduced),GW (limma t-statistic),WikiPathways
Tryptophan metabolism (KEGG),0.48774869109947644,0.9111568609682609,0.02618664456518662,-0.4640740598612312,-0.9850408189386518,6,Adenosine Triphosphate (Atp);S-Adenosyl-L-Homocysteine;Tryptophan,GW (limma t-statistic),KEGG
Late SARS-CoV-2 Infection Events (Reactome),0.48900783788950486,0.9111568609682609,0.02461103434678258,0.4390232774628808,0.9822578606628103,7,D-Glucose;Adenosine 5'-Diphosphate;Nicotinamide;D-(+)-Glucose,GW (limma t-statistic),Reactome
Translation of Structural Proteins (Reactome),0.48900783788950486,0.9111568609682609,0.02461103434678258,0.4390232774628808,0.9822578606628103,7,D-Glucose;Adenosine 5'-Diphosphate;Nicotinamide;D-(+)-Glucose,GW (limma t-statistic),Reactome
Nucleotide catabolism (Reactome),0.49198060425214474,0.9111568609682609,0.02410431779354263,0.30452929512795585,0.9785101573538054,26,Inosine-5'-Monophosphate (Imp);Guanosine-5'-Monophosphate;Hypoxanthtine;Adenosine 5'-Diphosphate;Uracil;5'-Xanthylic Acid;Cytidine;Dl-Alanine;Uric Acid,GW (limma t-statistic),Reactome
Carnosine metabolism of glial cells (WikiPathways),0.49523217247097845,0.9111568609682609,0.025754341182945752,-0.4900421369685215,-0.9820993587280573,5,L-Histidine;Dl-Lactic Acid;Beta-Alanine;N-Beta-Alanyl-L-Histidine,GW (limma t-statistic),WikiPathways
Pyrimidine metabolism (WikiPathways),0.4969633507853403,0.9111568609682609,0.025868182089611606,-0.3726373898635794,-0.9649131202236707,11,Cytidine 5'-Triphosphate;Uridine;Uridine 5'-Diphosphate;Beta-Alanine;L-Glutamine;Uridine 5'-Triphosphate Sodium Salt,GW (limma t-statistic),WikiPathways
Cysteine and methionine catabolism (WikiPathways),0.49770290964777947,0.9111568609682609,0.024342432226466953,0.3616378007384614,0.9688284721537462,13,"L-Glutathione (Reduced);L-Serine;D,L-Serine",GW (limma t-statistic),WikiPathways
"Leucine, isoleucine and valine metabolism (WikiPathways)",0.5113832026018749,0.9111568609682609,0.023888976975200323,0.37535563994004606,0.9569828641816758,11,Propionylcarnitine;Dl-Valine;Ethyl Acetoacetate;L-Valine,GW (limma t-statistic),WikiPathways
Paracetamol ADME (Reactome),0.5125531093086134,0.9111568609682609,0.024005411352951995,0.48451754274263725,0.9713691354478966,5,L-Glutathione (Reduced);Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway (WikiPathways),0.5174129353233831,0.9111568609682609,0.025018440751245773,-0.4790831073751682,-0.9601362353066821,5,D-Pantothenic Acid;D-Erythro-Sphinganine;Nervonic Ceramide,GW (limma t-statistic),WikiPathways
16p11.2 proximal deletion syndrome (WikiPathways),0.518339970656047,0.9111568609682609,0.025173020707602474,-0.37868778017680865,-0.9523210778463144,10,Choline;Glycerophosphocholine;Palmitoyl Ethanolamide;1-Palmitoyl-Sn-Glycero-3-Phosphocholine,GW (limma t-statistic),WikiPathways
Aspirin ADME (Reactome),0.5243739246797935,0.9111568609682609,0.023469230071625633,0.4255482238919195,0.9521091693008852,7,L-(+)-Lactic Acid;Ethyl Acetoacetate;Adenosine 5'-Diphosphate,GW (limma t-statistic),Reactome
Pyrimidine catabolism (Reactome),0.532621359223301,0.9111568609682609,0.023469230071625633,0.39503530927711517,0.9462956149679205,9,Adenosine 5'-Diphosphate;Uracil;Cytidine;Dl-Alanine,GW (limma t-statistic),Reactome
Metabolic reprogramming in pancreatic cancer (WikiPathways),0.5369910151022749,0.9111568609682609,0.023086138883826976,0.4214083545170999,0.9428467464538925,7,"D-Fructose 1,6-Bisphosphate;Udp-N-Acetylglucosamine",GW (limma t-statistic),WikiPathways
Synthesis of substrates in N-glycan biosythesis (Reactome),0.5396758577141655,0.9111568609682609,0.024572305610164144,-0.3296908260949574,-0.936404842394018,15,Cytidine 5'-Triphosphate;Uridine 5'-Diphosphate;Glucose 1-Phosphate;L-Glutamine;Uridine 5'-Triphosphate Sodium Salt;Guanosine 5'-Diphosphate (Gdp);Pyruvic Acid;L-Glutamic Acid,GW (limma t-statistic),Reactome
Purine metabolism and related disorders (WikiPathways),0.5452674897119342,0.9111568609682609,0.022494804499639563,0.30525537751639376,0.9430881456781912,22,Inosine-5'-Monophosphate (Imp);Guanosine-5'-Monophosphate;Hypoxanthtine,GW (limma t-statistic),WikiPathways
