Name,Compound.ID_Batch1,Compound.ID_Batch2,Sample10,Sample19,Sample32,Sample35,Sample01,Sample08,Sample09,Sample20,Sample02,Sample03,Sample04,Sample06,Sample07,Sample13,Sample15,Sample17,Sample18,Sample21,Sample23,Sample24,Sample26,Sample31,Sample33,Sample37,Sample40,Sample41,Sample42,Sample43,Sample46,Sample47,Sample49,Sample50,Detected_Batch1,Detected_Batch2,Detected_Both
BMP 22:5_22:6,NA,C8-Pos-000652,NA,NA,NA,NA,NA,NA,NA,NA,143922.061664694,67181.7449775273,NA,289049.048574788,NA,70821.8968854292,NA,98399.6982919228,71959.123846284,225860.501290396,318917.737923256,101709.440092156,NA,119135.63194484,68249.3506972126,102591.874063014,72758.3198963296,271044.767764661,16943.7046901572,119164.444845406,184482.971528251,246971.745394736,69281.1797597612,48219.7327515118,FALSE,TRUE,FALSE
Bis(7-methyloctyl) adipate,NA,C8-Pos-000410,NA,NA,NA,NA,NA,NA,NA,NA,1242486.84120957,1147245.87911144,2120940.79400967,1582062.81879131,1615169.70667716,1382699.90054395,2078020.5184522,1528687.38302173,1106046.46569464,1224204.57562601,1326860.68389158,1254892.80620531,1498794.73429674,1359317.34517123,1455301.84641846,1000340.42573067,1401702.40253399,1016205.37717555,1421676.15864116,1147278.28997032,1173213.60015574,1297280.8044502,1146050.08289163,1335513.40278494,FALSE,TRUE,FALSE
"Bis(p,p'-tert-octylphenyl)amine",NA,C8-Pos-000605,NA,NA,NA,NA,NA,NA,NA,NA,355135.266339718,314209.152677996,302789.110322548,298547.158016588,302420.752740975,286253.620121915,327600.681355324,290503.257206725,326171.187215614,309236.706801673,291903.308897054,313827.616614671,320253.860743147,276787.956776487,331697.662242808,317664.32441664,379689.373331727,299968.364100236,212705.212419289,340216.566868905,422499.223612269,531983.207924309,552633.914117518,409993.951449299,FALSE,TRUE,FALSE
Butan-2-yl(ethyl)amine,NA,C18-Pos-000177,NA,NA,NA,NA,NA,NA,NA,NA,5085366.4975748,NA,2807410.63322305,NA,4433561.92527894,2227160.74136657,2974037.97533698,3294002.761698,2624518.0213831,3950299.4628381,NA,3215368.90262837,NA,1227986.01126013,1589101.93420134,2488006.72809632,1634997.18225426,1467420.04160536,1628298.22997294,NA,1609172.49691624,1558066.57842046,3004080.00770824,826153.694989369,FALSE,TRUE,FALSE
Butyrylcarnitine,NA,C8-Pos-000433,NA,NA,NA,NA,NA,NA,NA,NA,1064527.72873711,1204181.5304078,761906.480146483,1726961.14033316,746828.527978236,787204.093585397,1152394.86333622,488237.380313987,1130622.48780522,639795.223402946,513710.124548614,NA,281731.012009347,494916.600631462,1155375.4876787,530450.141760136,467403.033760696,892796.105179972,1433608.277691,633016.717403594,846586.724109622,1224590.74777202,1078950.59085824,668536.751806981,FALSE,TRUE,FALSE
CMPF,NA,C18-Neg-000214,NA,NA,NA,NA,NA,NA,NA,NA,64618.0658391485,19481.9640534925,9939.24503541166,NA,4719.40916236717,68986.9698703142,3826.09111755805,NA,NA,NA,7061.74422099377,11954.6746171007,35826.8365689344,155028.569408796,234980.793862635,8822.41950012295,43766.5432484612,33650.5090230564,NA,55296.1060449844,256113.006749491,18071.7233827581,NA,41715.6637383162,FALSE,TRUE,FALSE
"CP 47,497-C9-homolog",NA,C8-Pos-000164,NA,NA,NA,NA,NA,NA,NA,NA,4054031.7325284,7238624.77051223,11293269.9538659,NA,10380654.1693016,4484423.06481904,7233566.70022933,10114428.3438219,6939241.5209098,7197053.68537279,6760421.01547227,5866788.443458,8726294.85239928,5982765.07297737,8230893.65152192,10488486.2950724,5393846.90180149,7695289.50229837,10671784.3082206,10902692.9782369,10181921.0409413,9859073.06549864,NA,11839658.7031037,FALSE,TRUE,FALSE
CYTIDINE 2'_3'-CYCLIC PHOSPHATE,NA,Amide-Neg-000563,NA,NA,NA,NA,NA,NA,NA,NA,253041.781857086,368378.334164604,123499.065169257,250737.582605508,325354.454712944,233147.063064242,260868.08285782,341264.825580318,220757.623007563,257637.056660206,119062.984471381,218694.463787292,220471.728718797,439376.763649779,190658.197286636,136353.058833619,309857.693359865,351339.220848294,315536.918076642,399671.766220173,335274.699816559,306348.998837401,320829.162061917,362758.08438865,FALSE,TRUE,FALSE
Caffeine,NA,C18-Pos-000219,NA,NA,NA,NA,NA,NA,NA,NA,928483.718148085,2314017.91917506,299011.22436977,1586865.21976036,31227.0812036822,241489.494824345,86139.7563838488,699991.834068491,1638448.24156845,36125.9603094837,335628.987861486,40690.725673846,576740.518668891,35951.0487396738,226193.392714595,1133226.56892621,108567.148776572,92027.4736858114,90647.2643563943,252725.115085946,NA,173658.993769874,284482.43101048,743549.140685067,FALSE,TRUE,FALSE
Calcitriol,NA,C8-Neg-000216,NA,NA,NA,NA,NA,NA,NA,NA,22272.9069526029,31756.0232951227,NA,18845.0320382014,45059.8112994117,26811.3748568431,32823.0158652501,77070.4494105676,30659.7618156616,23501.0979380741,30713.2668577277,43487.6367382359,21951.7792113623,57615.819503062,41337.0764729775,25597.9008356028,27275.0482065306,NA,27965.2527386255,34029.0171207373,26316.1388170954,21640.5372882039,52561.315862691,NA,FALSE,TRUE,FALSE
Cannabidiolic acid,NA,C8-Pos-000586,NA,NA,NA,NA,NA,NA,NA,NA,82968.6222665755,40782.9662482506,63080.2822171291,208778.043453648,173923.010096817,NA,197594.525919952,74573.7792064481,137255.31203422,61844.2875326766,53853.4814194233,NA,NA,189990.74553217,71296.2690032658,28392.8470016625,NA,151046.178379936,65218.5464996761,67763.4382289644,59793.5310120849,159447.237396801,95372.4174621013,47292.6458157879,FALSE,TRUE,FALSE
Capsaicin,NA,C8-Pos-000714,NA,NA,NA,NA,NA,NA,NA,NA,70022.4166602687,78919.0559287626,72675.5128080117,79091.9854513408,72514.9344358685,82389.3853668682,82920.2412877083,73492.8252986532,81063.2114394673,74700.4564601085,80863.6750413253,87267.7553172827,70976.4981669802,98624.9084060427,66463.4677101097,66153.1454045323,68656.3242750648,63750.1695570158,34107.3367942542,61039.4162484013,69710.7293216686,54453.4009476455,48895.6035609879,54258.3026250161,FALSE,TRUE,FALSE
Carvone,NA,C18-Pos-000230,NA,NA,NA,NA,NA,NA,NA,NA,1526411.34604427,1736098.94009793,1628203.16214197,1615091.12936041,1584854.68800666,1794385.83617353,1898201.5781942,1611735.21414677,1627318.76775423,1555283.83609697,1511619.3542002,1521626.00422276,1803878.57597145,1759604.42236865,1796944.26161791,1809087.21413568,1749783.30798937,1837223.93758305,1780466.98494076,1760530.54541923,1521292.79859994,1544251.54346181,1793116.32639446,1896387.06158332,FALSE,TRUE,FALSE
Cer 10:1;2O/2:0,NA,C8-Pos-000676,NA,NA,NA,NA,NA,NA,NA,NA,138370.848231161,131927.971902463,219442.412416859,142955.98227358,156106.790723098,158956.703081661,154402.688590011,145868.883528944,91402.0971015607,124165.892405101,124106.342667341,153932.627680846,125780.834792055,115484.411467667,170023.911502248,134905.77247781,131521.575031134,125678.954867505,119600.948749996,92215.4519559322,113055.592855373,119338.400041019,115798.899901823,217495.737421374,FALSE,TRUE,FALSE
Cer 18:1;2O/14:0,NA,C8-Pos-000555,NA,NA,NA,NA,NA,NA,NA,NA,NA,670613.063736318,303444.315487951,NA,257811.089545239,770996.341427526,410236.785033768,705387.261510683,NA,NA,297271.284078239,701214.418523713,291855.512762824,502268.950207139,381864.539869583,263879.668910634,421517.366270321,305745.856372254,493279.923213535,277645.275791577,652096.143083403,NA,498821.586174929,292863.875698837,FALSE,TRUE,FALSE
Cer 18:1;2O/18:0,NA,C8-Pos-000404,NA,NA,NA,NA,NA,NA,NA,NA,389330.219860212,543493.489038337,NA,NA,210664.094927679,730528.02309284,462001.338650801,NA,738996.113910567,810429.849322253,735151.159582638,486162.487940265,275924.699709201,369149.153457361,124140.772527598,840424.189710061,888697.820646194,1007304.49072031,1761407.23095356,977127.307239198,801317.869724989,474997.412797114,2195168.47214963,1932929.38488979,FALSE,TRUE,FALSE
Cer 18:2;2O/14:0,NA,C8-Pos-000471,NA,NA,NA,NA,NA,NA,NA,NA,462130.267281844,NA,1038585.97005278,721690.771396373,837638.65015885,515778.684404777,666780.560645673,536007.310416116,722049.64005772,786148.030074988,693364.135022536,1294320.5136174,239491.472516245,824761.396181813,726151.651557068,1009588.24081863,691463.218978327,1042344.22828965,1084193.0023231,588686.706691746,958655.351372371,696445.56583398,886056.445657462,911623.796653871,FALSE,TRUE,FALSE
Cer 18:2;2O/16:0,NA,C8-Pos-000364,NA,NA,NA,NA,NA,NA,NA,NA,700620.818692498,1189184.3359479,2044732.36019438,941786.463938303,1796151.41519372,1919964.90560118,2181810.25551511,1719522.4109365,1379029.21266919,1278747.90195084,1089847.2312069,2672261.82565494,1577803.04760527,1790463.87878071,1367159.41309619,1544046.17282361,1226530.8614195,1502910.2699345,2827076.54528538,1371441.84659938,2014398.01155104,1217251.0899421,2213739.04274592,1576637.56399753,FALSE,TRUE,FALSE
Cer 18:2;2O/18:0,NA,C8-Pos-000235,NA,NA,NA,NA,NA,NA,NA,NA,1936026.92661349,1985415.28307196,3215248.48998865,2879524.04501082,3698239.84365123,1831795.99961176,3506935.73220165,837579.01772419,3106503.85694766,3748924.51226191,1373109.40888763,2097424.12522531,3883550.03323871,1813912.76341026,688629.411420983,3304790.02702894,2029522.35778319,4495989.88039857,7290348.7778548,2031148.66759795,2315384.37131029,2464385.18186259,3926076.54378418,4908151.95136374,FALSE,TRUE,FALSE
"Cholan-24-oic acid, 12-hydroxy-3-oxo-, methyl ester (with partial stereo definitions)",NA,C8-Pos-000432,NA,NA,NA,NA,NA,NA,NA,NA,438327.505856122,1748272.5451079,536778.887599483,769380.656231707,876456.68277976406,284639.961230978,783262.049738808,651472.429009733,924526.515132918,635183.449921852,757336.478091267,431146.991320016,502133.080288977,326998.760477182,296861.223062687,766421.820384684,327965.466047048,203824.660198597,845629.750023668,310855.351090975,281698.017088689,443674.264047687,682926.096865345,447330.003868599,FALSE,TRUE,FALSE
"Cholestan-3-one, (5α)-",NA,C8-Pos-000611,NA,NA,NA,NA,NA,NA,NA,NA,430285.975937381,371421.291634497,390383.688615748,372066.593332197,349004.396775258,324254.042071496,385400.663029252,471720.181748383,360519.805383758,377598.405974032,376904.601396863,277847.840513452,373442.437004777,386404.156053258,369137.589310809,399776.940130168,367990.534400853,411673.893951988,421817.489359786,434913.318012497,404486.059794329,328892.382077316,494262.747506884,353110.638434497,FALSE,TRUE,FALSE
Citicoline,NA,Amide-Neg-000580,NA,NA,NA,NA,NA,NA,NA,NA,153455.411725697,239851.848839251,165952.270019302,221228.760440198,330520.747411779,253318.477841722,295310.898819634,192403.93981334,302007.572197972,232280.453760316,136273.632327338,101081.946799567,167924.717870633,326069.02468933,189252.417360047,124347.654616797,304558.310614492,310649.753107363,370024.371077641,259310.605353024,227797.074111378,260760.48464817,291512.732915501,184089.454012576,FALSE,TRUE,FALSE
Citruline,NA,Amide-Neg-000596,NA,NA,NA,NA,NA,NA,NA,NA,114832.862654093,168773.205380111,50155.0235109858,187172.42595864,220586.900529103,102709.248191863,99273.6173774401,179698.62468064,182594.53711446,52252.0948886951,50776.6396312841,104330.064537948,116879.927987673,88371.7863821239,41680.4979018397,29769.7675849205,185177.182979272,153810.751623063,197882.505877892,251384.223824166,77104.5990728094,176762.824526665,202837.043997581,62290.1575110519,FALSE,TRUE,FALSE
Cocamidopropyl betaine,NA,C8-Pos-000087,NA,NA,NA,NA,NA,NA,NA,NA,5784848.01932763,37340671.0803437,11635431.7474345,7540851.05168996,10647792.4784857,7092485.02871327,10055853.6061775,7731795.42852997,5031344.1596986,5736599.72463961,4706441.45693017,5816504.66566688,6671563.82002643,6070557.65744507,8708581.52098758,4130862.7311428,8372734.66177204,4997147.8306023,5473531.03529557,4580189.93937361,5200632.60499355,7601018.4183757,7154873.24124721,6015089.45322093,FALSE,TRUE,FALSE
Coenzyme Q2,NA,C8-Pos-000720,NA,NA,NA,NA,NA,NA,NA,NA,22165.6501417688,19777.7375147619,12224.5906360198,47512.6682585876,18075.4862606443,26266.7878620428,23355.6090065255,43856.6123282656,30996.3013687017,31130.538326250102,24145.526556602,9738.5463680313,22497.6621704672,23447.9571620075,11601.1004462296,40368.2274857351,21689.1127623878,25310.3559980316,15572.9721184985,29762.0760721114,23162.2786966404,14915.2266397813,35544.9680406126,14040.0602604397,FALSE,TRUE,FALSE
Corticosterone,NA,C8-Pos-000625,NA,NA,NA,NA,NA,NA,NA,NA,20837.6665850702,41658.9460772664,48440.4185923768,71390.996675942,74448.933770002,46678.7129810854,NA,431744.321930454,35244.8123053569,NA,38093.0788711413,32543.5136964105,33136.3019464217,280531.653880858,71516.1452592666,40680.6118794397,54837.5745375428,49040.6859802241,35870.7530043257,56205.1547785801,32462.6341349994,21893.2097294771,NA,49564.3533277429,FALSE,TRUE,FALSE
Cotinine,NA,Amide-Pos-000484,NA,NA,NA,NA,NA,NA,NA,NA,25883.6623477443,74575.7006324298,87337.8664389183,150221.79842671,NA,19330.4981513342,NA,149470.585070794,22154.3551329295,15260.3171216877,897870.50211258,23613.6269182188,23543.8767135375,NA,31503.3543757181,18538.3820346228,24335.4479194146,24896.6888624591,NA,NA,42991.3841185916,218953.48171524,111526.904675666,152444.984257479,FALSE,TRUE,FALSE
Crotonoside,NA,C18-Pos-000069,NA,NA,NA,NA,NA,NA,NA,NA,10532931.5397923,15782787.9356494,15557291.469788,NA,33613706.2137466,7483902.19210908,16663616.4514257,NA,28208329.0946789,NA,14840596.5893747,15554449.308998,24680744.5956304,11839849.3619135,NA,29881613.6322987,19239369.7315182,23321771.6819136,21970811.8403306,18595277.6599214,18628661.8092613,23226922.7165268,16995545.2792835,43720160.538869,FALSE,TRUE,FALSE
Cyclic ADP-ribose,NA,C18-Pos-000190,NA,NA,NA,NA,NA,NA,NA,NA,2584390.55501086,4186345.81687921,2445964.0206555,1174434.20843233,2371738.4946546,2511711.03386676,2303421.35726456,NA,2783341.29511266,2621865.0184903,3741883.38608486,2030368.42173188,1477722.51103084,3050646.64961166,3597232.5432779,2476049.72252105,2068470.00747957,3226161.14228095,NA,3388662.98872501,1638493.38467762,2213455.87399971,1857886.4403239,3380846.00432609,FALSE,TRUE,FALSE
Cyclic adenosine diphosphate ribose,NA,Amide-Neg-000614,NA,NA,NA,NA,NA,NA,NA,NA,48415.0834221035,75581.293053519,31718.0725180106,60836.2355500232,80249.3274603344,51007.5028827008,88952.9667769786,51500.3428700782,60046.6448172707,59438.3949898783,22597.5758385644,40717.6636274108,22657.9254701401,83477.0094368908,50841.1745121544,34906.9890289161,48058.4434700541,55408.048989852,NA,75862.6016370282,49078.8544793575,38896.328446464,50613.1770291895,65992.3402939874,FALSE,TRUE,FALSE
Cyclo(leucylprolyl),NA,C8-Pos-000591,NA,NA,NA,NA,NA,NA,NA,NA,230508.193925786,605947.138856934,316688.047287845,462796.94550274,180838.503157661,337674.565785362,141143.523982512,130440.314090673,331539.945056931,203539.911287988,265399.881422375,182730.671699593,196446.683608984,188183.170225448,241197.9104588,207423.379533534,213305.256017641,261622.171500283,220444.040455208,458916.841271864,121911.408273406,257240.141027146,209400.994665589,384059.66955145,FALSE,TRUE,FALSE
Cytarabine,NA,Amide-Neg-000447,NA,NA,NA,NA,NA,NA,NA,NA,403912.348318081,793386.126467255,226977.75938114,810477.289452063,1101044.14388814,481373.742715824,998069.861442546,618421.000938553,1199974.59290509,1101942.33099752,394130.012683803,741926.026262407,623111.920444433,810625.1041818,596076.605214331,815273.113757703,1088928.49385378,398234.163024492,692467.121042763,1127814.78277211,912258.577164638,370351.118843227,603594.681240132,799366.583880074,FALSE,TRUE,FALSE
"Cytidine 2',3'-cyclic monophosphoric acid",NA,Amide-Pos-000378,NA,NA,NA,NA,NA,NA,NA,NA,2062937.86442866,2531317.80602967,1430311.03785607,2306100.67021152,1549621.37031567,1172459.34400649,1902066.7777431,2634635.16345629,1666672.97161756,2144358.54955205,1791641.93417438,1454561.99580803,1452368.99372985,2409842.33062682,1519798.70457863,183682.19611743,2050644.08029496,2763846.58472205,752620.335397352,2889572.13883761,2250119.85133964,2825581.51327667,2527027.36292182,2998692.77712671,FALSE,TRUE,FALSE
Cytidine-5'-monophospho-N-acetylneuraminic acid,NA,Amide-Neg-000618,NA,NA,NA,NA,NA,NA,NA,NA,23997.299151464,31900.5829947921,32592.4644364718,23233.0306073064,41730.6134146173,42658.1862234208,43784.1544047177,46201.847621269,48799.2166769164,27107.0090050038,16737.9988201489,40372.7507279354,31033.344768104,54718.7899376905,38912.756958075,25788.4763540359,40476.9735534205,40928.7704847745,50396.0292844692,50276.725532243,36465.468113113,22468.3777120358,35368.341872171,43760.6782412623,FALSE,TRUE,FALSE
D-(-)-Lyxose,NA,C18-Neg-000132,NA,NA,NA,NA,NA,NA,NA,NA,965829.783748888,937097.124843846,1439076.33671908,622296.991516066,1296592.40104178,1191218.66335033,1140884.70627971,2664933.7671848,489107.989406013,411168.690526706,267406.836508282,484396.772509632,967646.639976356,404284.702942844,1197485.84971541,1007427.81608618,1070329.6188681,908770.627018405,780523.014941846,473442.660586873,1229095.85293572,1271306.78808774,868201.857737028,1051680.96789806,FALSE,TRUE,FALSE
D-Carnitine,NA,Amide-Pos-000107,NA,NA,NA,NA,NA,NA,NA,NA,24600028.2427416,32383737.2709499,26721240.7591069,21631866.0198639,23537571.242622,22425807.9517895,23975883.0346519,23399649.5186367,27880443.5029443,23563507.7787536,24854873.856843,21998532.2638519,20962103.1149575,27863079.7552695,16676904.9242629,31263324.0978874,22744395.4338578,31427002.7887835,39761215.7631681,34062692.7209945,31271985.1431303,27917139.6451994,30745579.4895751,28546906.1406299,FALSE,TRUE,FALSE
D-Fructose 1-phosphate,NA,C18-Neg-000019,NA,NA,NA,NA,NA,NA,NA,NA,3653518.33564276,10389405.2918718,14612586.3411086,10359193.0216559,450866.813719639,NA,1875583.11513871,645024.173520305,4873360.49141321,12490167.9286238,723744.445398784,883991.913905182,478040.633755363,6779941.17993639,895681.6388756,2878671.35011477,1010068.98416493,8762184.65262564,33804059.6212434,300604.984519986,NA,3896964.57175808,735574.781432539,1077025.98655076,FALSE,TRUE,FALSE
D-ribose 5-phosphate,NA,Amide-Neg-000438,NA,NA,NA,NA,NA,NA,NA,NA,79574.1223885644,257798.769547259,184894.279431893,107092.875715291,159603.498275215,233993.608273724,264305.468300349,226695.800784106,267760.572853803,181418.045929827,90841.4796515164,62141.7054528656,192842.504199608,256939.292431625,145472.616985676,100925.54239455,186557.221948566,302207.740026752,1320312.81011063,318506.005188917,209938.794149905,178123.915334316,281975.945104827,230210.058660449,FALSE,TRUE,FALSE
D-α-Tocopherol,NA,C8-Pos-000662,NA,NA,NA,NA,NA,NA,NA,NA,64354.3635816824,182860.75626274,181630.49036521,127639.201449948,272861.478126881,60387.2494543565,132130.10498142,57320.6397003127,79548.94323205,62258.1949290961,49669.2144281709,NA,167498.539419866,34186.7795181824,196920.543922659,80463.3965687482,123613.727847848,100222.788561464,52212.2783137035,54404.9733357133,46627.4034288374,157326.480718558,97474.5550086956,40105.9951573079,FALSE,TRUE,FALSE
DG 16:0_24:6,NA,C8-Pos-000251,NA,NA,NA,NA,NA,NA,NA,NA,5772555.38850539,5866817.39181186,5766791.76995827,5528146.12827699,5689523.19941199,5840447.59791771,5976709.98475334,5747038.53745135,5952161.90820144,6487753.26655079,5397992.75567114,5470852.51190699,5585058.94767988,5530752.57936328,5949129.20788188,5925393.12483682,6384326.72601865,5998976.18377307,4942072.19111197,2108533.838917,5855193.16254279,6104406.24953938,5766795.07335779,5744155.46255081,FALSE,TRUE,FALSE
DG 18:1_20:4,NA,C8-Pos-000539,NA,NA,NA,NA,NA,NA,NA,NA,569991.79726622,429805.372734965,607516.788756683,140906.655566637,483672.348485391,807226.029681233,506237.9732265,448022.26459345,92349.0620017016,293665.840779463,325527.446078197,772581.76911789,407831.461396971,369736.799777495,617353.212017853,597879.158860277,596744.761077098,633942.518821945,213646.542453079,621242.202912834,553413.624037232,562287.251050876,422155.637009704,862317.359670193,FALSE,TRUE,FALSE
DIETHYL 2-METHYL-3-OXOSUCCINATE,NA,C8-Pos-000607,NA,NA,NA,NA,NA,NA,NA,NA,224759.820499238,176284.19095781,534603.570995063,335160.546840184,401050.040140449,372511.122165818,497067.23455297,415149.002337871,330829.090939261,367885.068564139,381777.408902325,512503.30196786,417034.287981554,392427.74736943,533379.953765218,458156.130604179,288073.452524967,454112.810201203,426185.460807502,407095.117711365,357284.481741385,373595.926001944,423104.56707822,488764.168564996,FALSE,TRUE,FALSE
DL-4-Hydroxyphenyllactic acid,NA,Amide-Neg-000415,NA,NA,NA,NA,NA,NA,NA,NA,324489.612505305,708186.832889539,294813.723998563,700623.75179543,732540.701840181,515424.663127894,615003.659276661,1070069.38099053,967486.330485649,723406.140651487,373758.997994927,315431.793201581,376306.266315175,1060290.4608893,499884.885423786,473957.773644546,946329.343081128,717878.212492766,1558775.77800064,1171325.66645291,902923.514130189,264386.413460239,729624.825853741,1098542.88569325,FALSE,TRUE,FALSE
DL-Homoserine,NA,C18-Pos-000070,NA,NA,NA,NA,NA,NA,NA,NA,13734843.0069015,14206244.595696,22600726.3491325,28768335.1996099,15555642.0315177,22148507.7614211,17287894.7605519,14117013.1027585,43224229.6126703,23198263.8130818,23449349.4423852,11969194.3124318,14133915.0429274,19714011.9798847,13590960.7899175,20452101.2734559,19196912.9156034,17851587.6108335,29928789.8110039,1010678.49676249,19596448.5695524,14658848.2241653,20212841.4488417,13435927.3517639,FALSE,TRUE,FALSE
Decanophenone,NA,C18-Pos-000290,NA,NA,NA,NA,NA,NA,NA,NA,385126.963558156,350312.595737977,287257.991099877,404204.352892991,456073.226984001,412865.552305153,409575.72032985,386492.45161725,462533.614438762,427560.382087009,407417.675728581,451568.727028839,428225.042978799,400023.127476158,398293.021270187,390168.09211876,447373.022218684,422324.64938518,386120.053697433,402306.95927745,364247.390998711,379278.590584855,386449.305159168,421933.317486769,FALSE,TRUE,FALSE
Dehydro-L-(+)-ascorbic acid dimer,NA,Amide-Neg-000301,NA,NA,NA,NA,NA,NA,NA,NA,443830.501925869,1661514.00095593,91128.0966443818,702923.836663036,NA,578692.13132807,1271721.50976321,696020.425646663,1757148.14283488,1428586.80204393,165242.481046372,68765.0772253986,502772.601587086,2513482.01201148,364136.527158128,399928.671536547,1335853.83189402,1324544.62698667,1537581.18200318,NA,1479677.2554228,848799.974525814,1678688.82491121,1170484.27794582,FALSE,TRUE,FALSE
Dibutyl sebacate,NA,C8-Pos-000259,NA,NA,NA,NA,NA,NA,NA,NA,287651.489428383,370145.320465721,184465.012577927,218441.050000935,431031.102289166,6165185.87304804,340747.699978855,985079.321029534,794742.18321597,238741.034985614,673608.781046022,1130132.2829635,423686.971451411,177290.005797978,237101.742575299,311972.216261623,265719.054984554,303603.898232206,204197.563452515,231409.899978555,235070.559463171,205137.134051637,215814.072970751,206537.141647355,FALSE,TRUE,FALSE
"Didodecyl 3,3'-thiodipropionate dioxide",NA,C8-Pos-000414,NA,NA,NA,NA,NA,NA,NA,NA,591303.931801204,1821890.64211454,205283.503269217,469989.664728669,528060.276159274,1087377.76642967,544586.81171418,1484574.36547736,543636.95613986,830970.43141787,709581.946116822,1214175.42774885,1008486.30590648,662716.693139002,435470.806731977,366953.984895216,457690.725573021,228859.691804186,1002164.70125021,2040032.53029496,669238.689861691,947971.472478949,1553537.11590591,661979.629973131,FALSE,TRUE,FALSE
Dihomo-γ-linolenic acid ethyl ester,NA,C8-Pos-000629,NA,NA,NA,NA,NA,NA,NA,NA,239206.775510186,NA,NA,146078.770155892,290267.262475527,163342.844390829,374544.756126211,178279.390431555,NA,143358.540859825,351706.052951982,360075.706980962,313479.664470221,257302.385341636,152677.246608195,53870.995134455,407839.900096837,175403.095297326,58878.7962938827,NA,NA,214595.2192524,159272.302511297,156022.079587516,FALSE,TRUE,FALSE
Dihydrothymine,NA,Amide-Pos-000328,NA,NA,NA,NA,NA,NA,NA,NA,2792527.54929987,2552744.08604783,2455316.49569586,3200746.0666838,NA,2345710.24478668,2351130.17598221,3056359.43233817,3371591.78592673,2852209.93512101,3924584.80012353,2746664.95832221,3677231.4399012,3436054.80072191,2019824.25124603,2903437.75450516,2384355.04168262,2478457.75049308,4099144.55424541,3509011.46666071,2719691.90969969,2980935.92571608,2586584.40525791,2578116.78912063,FALSE,TRUE,FALSE
"Dilinolenin (9c,12c,15c)",NA,C8-Pos-000418,NA,NA,NA,NA,NA,NA,NA,NA,1925286.1451389,1839217.86546456,1788450.63527355,1852554.11696895,1968219.14282566,1841006.76128867,1780956.41847847,1660939.84841617,1882376.30866985,1985552.55549527,1457439.01024466,1500292.90732926,1854714.1082694,1479143.65867251,1443852.00272797,NA,1822207.18781457,1653175.94167063,1328867.88595614,1910814.64244395,1950835.64409084,1995668.75991147,1763164.77075298,1876169.82431506,FALSE,TRUE,FALSE
Dimethyl sebacate,NA,C8-Pos-000692,NA,NA,NA,NA,NA,NA,NA,NA,141279.497685347,155205.96325622,164213.669805654,170773.851455123,130595.98337181,157978.24654971,157009.945132494,148654.067142905,178188.456270104,148408.802130623,142044.557023342,134122.968281935,142059.575056361,172438.30649897,147176.118543772,126273.961146647,151012.567526737,147620.387732378,107880.528751874,160035.06634695,160420.129335611,151152.938668796,135113.955346838,128812.315980373,FALSE,TRUE,FALSE
Docosapentaenoic acid,NA,C8-Neg-000004,NA,NA,NA,NA,NA,NA,NA,NA,28933844.2256764,48549634.1613731,31441308.0598262,28854489.7140851,48847487.5585162,23578964.9205747,27987085.2359006,44937752.7433422,76283492.8330744,18967007.8056681,41423402.7991803,23771826.9006344,48817081.4477582,18840015.3627607,16075718.4637508,36194590.481237,24380466.9829088,16261062.14717,39113433.968205,36139858.4132764,27638571.7223871,21502215.803709,33724827.6953746,18520136.4553285,FALSE,TRUE,FALSE
"Dodecanamide,N-[3-(dimethyloxidoamino)propyl]",NA,C8-Pos-000388,NA,NA,NA,NA,NA,NA,NA,NA,476028.60656758,593599.130723457,1420999.53378529,821123.675155403,1219609.21713536,1178517.87550318,2385965.01269025,1996223.86116366,622531.017299531,529150.114316829,409005.395726102,853907.639439194,436346.103370009,599862.678007321,1777811.93968009,313428.304848029,1982253.55453126,415964.853073621,799463.396601097,396469.56453101,391086.393250787,2093497.20836108,473642.691616931,435811.444463803,FALSE,TRUE,FALSE
Dodecanedioic acid,NA,C8-Pos-000438,NA,NA,NA,NA,NA,NA,NA,NA,NA,459187.283122633,69118.2412762861,NA,296591.420306222,58849.3618379717,NA,59416.1055085162,NA,NA,290538.642392114,43658.8274774753,70161.4219040258,56487.7727888304,320478.921487209,264217.855727767,89867.9931369399,308219.391658934,241836.942095882,234243.880286049,55985.658899027,56437.5694346277,NA,300461.538466678,FALSE,TRUE,FALSE
Dodecyltrimethylammonium,NA,C18-Pos-000157,NA,NA,NA,NA,NA,NA,NA,NA,7174984.09266826,6950884.03538455,7238818.24723431,7295522.1857726,7178268.55639038,7882651.00357881,7972401.01690354,7525314.90349732,7533929.01894173,7213311.6800153,7099001.11326438,7768199.78694185,7463550.87132551,7397360.30763608,7458253.44848903,7063057.53466386,7868212.01019515,7846429.51778156,7365607.85742165,7409762.99391215,7425739.68566516,7373194.56549172,7316067.64623546,7645884.15839794,FALSE,TRUE,FALSE
Dulcitol,NA,Amide-Neg-000313,NA,NA,NA,NA,NA,NA,NA,NA,1066397.95324605,868251.199003876,1139084.46559854,726738.489405189,1326962.06891891,772001.590219339,849565.899197135,1150910.51970006,1611835.32593172,717178.779950692,1222471.28390887,1381709.09991452,403193.165827761,1986060.98004459,693180.011715859,1122503.74491449,3542310.85304763,2959952.72145275,2658384.98690984,2392951.28008901,1854608.32817707,1119825.43625301,916928.815381443,1956789.43781932,FALSE,TRUE,FALSE
