Name,Compound.ID_Batch1,Compound.ID_Batch2,Sample10,Sample19,Sample32,Sample35,Sample01,Sample08,Sample09,Sample20,Sample02,Sample03,Sample04,Sample06,Sample07,Sample13,Sample15,Sample17,Sample18,Sample21,Sample23,Sample24,Sample26,Sample31,Sample33,Sample37,Sample40,Sample41,Sample42,Sample43,Sample46,Sample47,Sample49,Sample50,Detected_Batch1,Detected_Batch2,Detected_Both
7-Methylguanosine,C18-Pos-000566,Amide-Pos-000315,NA,251705.342122237,174862.751079554,142167.819138695,203483.771133076,303255.651951983,349284.952454603,NA,2504989.80164549,3784458.04871923,1826750.70782472,3519563.50582665,2900400.84475679,2094053.08145107,2056941.12583945,2813596.58678021,3796842.41072531,2687253.58133288,3769678.82418024,1848653.82031243,1969810.97104093,2574523.9942602,2445682.34614075,2639756.59434599,3747381.06681666,2710832.39643677,3436515.09635438,4656324.8600719,3220884.63515304,2001520.07283143,3881742.34901645,2105227.30594378,TRUE,TRUE,TRUE
7-Oxocholesterol,C8-Pos-000103,C8-Pos-000100,12220444.5392445,12536251.9968974,12271391.1880507,14540543.8674555,12384108.3067375,36895049.1016259,11551429.8724655,8849757.24906488,16979173.7552173,16423898.2692305,11358551.2454802,18443297.8145953,13904212.3878823,12456789.3412885,14095913.5203434,15802525.1886612,13669020.631309,15751206.7486398,30097229.9042738,4641538.47742008,12260913.3877659,11298697.3135526,13072300.4768133,14076599.5965134,13382197.4662045,12500934.6674996,4614453.25099168,16000226.9955944,13309434.7804267,10101900.9087702,15096847.8329106,12242963.3737519,TRUE,TRUE,TRUE
7.alpha.-Thiospironolactone,C8-Pos-000550,NA,225354.625420181,178452.286996659,124280.151688422,181538.833923095,138154.297177131,222500.291281388,168378.506168916,196787.279261564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
"8(S)-Hydroxy-(5Z,9E,11Z,14Z)-eicosatetraenoic acid",C8-Neg-000157,C8-Neg-000193,187331.641490155,132164.690092827,76729.670539256,198716.831557756,127302.787664788,NA,565975.165358703,125877.856852962,82575.196141669,NA,NA,452329.825312817,456743.938869401,421491.868798402,313503.421888238,365000.24402757,156469.978517212,NA,441581.689470716,193407.851194337,346173.918845645,296779.038837974,208505.269404133,NA,288413.869088044,NA,294724.695638931,306662.19147758,471205.461949749,73611.1975985177,245899.393740611,59890.393561989,TRUE,TRUE,TRUE
"8,11,14-Eicosatriynoic acid",C8-Neg-000121,NA,1039391.09038988,2076016.96176053,168866.930568528,615393.423174842,389160.709265739,567238.089395464,474542.82150447,528336.152635942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
8-Hydroxyageraphorone,C8-Pos-000402,NA,768430.81475391,1108494.65177069,1067089.7979929,467481.690875233,1326100.35696027,1245880.00658883,1092570.74740489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
83-88-5,Amide-Pos-000469,NA,233205.240538873,395515.639934714,NA,260474.352533799,457495.072946651,611185.02418881,553175.01254433,310968.089576925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
"8Z,11Z,14Z-Eicosatrienoic acid",C8-Neg-000038,C8-Neg-000010,7239592.81329387,11319801.605414,6565679.93253532,8461741.07331691,11579742.6696971,16703895.1002669,6833510.43778903,4206858.93512204,18797940.2690366,18141681.2508852,14487221.5324741,40367828.2712508,27399336.1216007,20214738.6411231,21460096.6429331,24560789.3513624,43741348.1213571,18573102.1606533,46425288.3336829,18508743.6449393,28385635.0398072,24654094.0053579,17676156.4069313,34424868.2725772,43328443.6079371,13548662.1231804,32332677.9897937,30273278.849623,28756213.184378,20654036.9199249,27951925.4456421,21955953.3414131,TRUE,TRUE,TRUE
"9-Oxo-10(E),12(E)-octadecadienoic acid",C8-Pos-000240,NA,5563931.09006022,2495297.80421642,3200352.80764333,5800131.25857071,2717242.69948184,2686931.83162386,2477775.36001552,2341457.82650464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
9-Oxo-ODE,C8-Pos-000308,NA,1325829.33345562,2299182.54645913,2454448.05773679,679566.968293113,1268639.16414475,1326743.76402611,1007504.16840214,3078832.50485326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
9-methoxycarbonyldec-9-enoic acid,C8-Pos-000519,NA,349384.160276514,350732.724510874,345736.099866761,393567.773782354,325604.476622714,348371.726513898,289291.627972767,227419.153110956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
997-55-7,Amide-Pos-000528,NA,47994.016233098,52217.0841582821,94082.2663550771,23467.2768677178,32591.6664000561,67560.5105563014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
AMINOADIPATE,Amide-Neg-000307,NA,1194236.96652639,1145170.12349087,800195.695991737,762786.087797394,956367.099295016,1390857.92616526,382483.23864683,462103.929840104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Acaranoic acid,C8-Pos-000415,C8-Pos-000554,889604.795186625,1077366.39886251,1018900.36255427,1224907.5090218,1133731.83578507,1155302.89436325,1158579.70255538,1135886.41770607,578248.529164177,660030.513815551,572332.727078742,611751.481576056,602763.210046742,NA,542606.157502316,497846.231812478,626388.062118899,631457.704270914,407049.069781285,553430.244585837,571043.055066726,449573.841735032,557177.098574668,506958.671037456,515382.191377991,567587.003694639,499180.449440013,548515.951050161,671582.665628492,606692.646287898,627376.587296148,547298.194484574,TRUE,TRUE,TRUE
Acetohydroxamic acid,Amide-Neg-000145,Amide-Neg-000370,1992665.45020953,3719247.13109267,2486271.87162923,1910645.93953673,2622336.61091345,5073536.2453359,1635188.43111242,2287680.40659055,NA,NA,543679.035060545,813891.022020227,243411.632542899,767952.694005407,298857.642140355,824311.20273073,1607155.3867825,979122.422001179,495334.838477037,201683.174345335,645583.953367497,2192360.25356142,495151.305608038,927475.274926411,729277.465351749,668072.323293864,2275503.69886415,1384684.51901673,NA,214225.738154528,874732.298559921,901471.078341175,TRUE,TRUE,TRUE
Acetyl-L-carnitine,C18-Pos-000171,Amide-Pos-000085,NA,6657063.16410167,NA,6580562.09929608,10564592.0504848,18259270.8031591,8537637.10489392,4684396.68723168,35840811.1769883,70806887.8161072,63680153.4114397,61252443.1419719,28914888.3245039,59194098.1249391,69350258.9655734,19412247.2724691,52324642.9692577,32499321.4090615,26518263.3535903,9805219.88084429,20813628.9536089,22963375.9607192,49459731.351365,28237377.4851231,34484133.5351013,52726017.2519132,65885987.3743036,43548042.0060819,38738023.8668153,59306575.7940127,65912679.1274651,53793479.7468989,TRUE,TRUE,TRUE
Acetyl-β-methylcholine,Amide-Pos-000161,Amide-Pos-000176,5517564.38908359,11056895.2336791,6958841.44300137,5794777.63529596,7300423.68654516,15601043.7485773,3131251.06389293,4001202.25676226,9416790.51112232,15494170.553938,9925238.60596668,7548047.73242056,5341367.98669236,6383022.94242168,4602589.5044429,8558228.89705536,8213114.90550728,3818324.47826818,9318293.05427604,3834060.98932472,4407499.83919613,4407212.78950343,7370047.3351255,6158122.67253958,8200727.04296418,7509681.44129633,10298768.6551399,6080329.25912389,5909602.50903586,13058749.5015172,5163148.66098737,6070909.97224549,TRUE,TRUE,TRUE
Acetylcholine,Amide-Pos-000049,Amide-Pos-000059,10170359.1720831,170094256.79323,10798179.8097664,3350929.93517682,34578882.9115228,43243379.0513793,3205487.87901133,80267240.3674339,17800071.4857552,41599818.5482708,22010047.5545259,5769528.31409202,11981955.0701084,7574118.65543717,21862479.4773151,146249753.113337,19285553.1154084,31777606.7508781,60938377.8158383,215830816.279459,25479397.2213501,58095325.0035999,27734442.7791919,24723017.0338049,36189059.1727643,28852121.3293525,21699803.9257067,45716157.4727687,12238287.8172537,12622633.1898025,16502894.8154912,26578915.0204964,TRUE,TRUE,TRUE
Acrylic acid,Amide-Neg-000212,NA,1919722.67359616,1477894.22335928,2686618.98209285,2007333.03959304,1462084.29175629,2908039.66304427,1231734.00080031,1303452.34599478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Adenine,Amide-Pos-000029,Amide-Pos-000035,335090149.328551,113109875.11931,422115060.383818,312524587.683461,513623439.458989,182349168.690199,231228478.021093,116096785.772858,229973098.365757,355081856.810038,278882241.194256,493912190.495004,363640729.503451,191191542.045649,268309395.410211,287186125.617292,461992980.271661,431183085.581079,411678710.056753,234326698.008386,332297257.134152,287262881.367369,299585793.952224,354535507.009736,308255726.895974,396986025.528462,571471024.282439,408675609.103664,339826558.003729,339538234.254707,325381609.144152,619609972.151555,TRUE,TRUE,TRUE
Adenosine,Amide-Pos-000013,C18-Pos-000012,1480190580.96374,161296922.206432,1641757122.61797,300629555.683306,303792975.16692,533939915.734666,328423830.161747,678388862.875639,93115049.0831826,114081385.130629,115613785.245822,NA,189092599.329409,58142862.4725069,108355178.093868,NA,141122644.054006,233099216.833594,90911244.6424531,117414121.31857,159069988.301459,84113287.8768369,NA,182220268.783806,106334682.820062,141909075.287773,247715689.485684,123337459.56718,126318738.312666,146028995.717998,106221193.797613,273818526.587462,TRUE,TRUE,TRUE
Adenosine 5'-diphosphoribose,Amide-Pos-000478,NA,130478.397995854,158461.37191419,106177.784457311,260609.964882046,69078.3306518158,542130.236228861,153275.128633075,52365.8627236603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Adenosine 5'-monophosphate,C18-Pos-000005,C18-Pos-000005,426340283.069493,90393903.1432889,307748956.67491,69919633.7857819,97686941.0702948,117901492.006321,63973358.9568679,453452701.014955,304082130.518204,247923412.259537,294871995.863258,231661759.877133,206365502.041826,280552551.918766,337458721.883191,NA,361935569.259748,343043794.78062,322803122.949798,227503380.785219,242482444.639199,318465338.604999,268669293.250004,244166963.249355,256619080.473281,275662144.179363,434555910.156645,357673790.298357,223109770.710739,238563520.596862,296511729.806553,344606213.929041,TRUE,TRUE,TRUE
Adenosine diphosphate (ADP),Amide-Pos-000106,Amide-Pos-000111,15727647.690679,34359508.6015208,32805589.6132968,24976471.9003607,24827981.7778535,42564834.7768003,10451412.9259495,20923423.8921502,27783109.6145742,33423209.3225729,18618082.0528373,16926897.7719672,9687287.06852561,21648846.2052633,17541764.0368011,33139281.8615124,12547367.4899157,25979002.4776478,24598190.7191017,22670226.6283377,11667698.4918454,37200252.849662,30793907.630173,15399001.314665,22181694.2718387,33773275.6980795,26724623.1254161,28735496.2923156,24310480.783356,24585724.7450107,35009608.2481553,25036378.2982436,TRUE,TRUE,TRUE
Adenosine triphosphate (ATP),Amide-Neg-000306,Amide-Pos-000156,304049.393455853,1101387.21546537,995512.183312894,529959.818888591,324153.907513472,1406339.49211191,34929.8228908114,192106.026695445,16807315.9920758,9970009.55342665,NA,7144102.07591052,4407087.10921574,19850828.6107012,NA,8434471.439232,3114309.54200374,6710301.16909037,6361411.87022789,14114284.8075279,3323617.65812184,11936658.7066662,2190365.71883363,6932955.35513073,10612181.7738871,17056926.7727106,9381939.86428374,7731012.45981149,13675144.3392508,11423139.6847756,19908493.3182992,8041620.29982293,TRUE,TRUE,TRUE
Adenylosuccinic acid,Amide-Pos-000356,Amide-Pos-000463,1221621.43067596,860332.715778984,1047480.80770461,545850.187796013,2669549.08935052,1087936.24773374,674995.51130083,757708.633451232,390652.220990157,265064.356998993,204303.535678641,1028018.93597284,291245.97407222,300289.182531259,300666.041619722,767869.830382569,809959.33765622,682458.791311782,1358487.15478296,278713.672891644,323627.046773288,583948.046732604,388384.451459006,231660.492067565,461219.943238472,289819.379312374,1029877.34292944,858378.270952001,452895.289849027,277249.378159019,380017.46782961,458597.578575553,TRUE,TRUE,TRUE
Adrenic acid,C8-Neg-000032,C8-Neg-000005,14895911.8342171,16435908.8984713,7370310.64276019,17345292.1933263,21728881.1407523,26482589.2837252,16044852.7088998,4879987.21472914,18653746.2623937,31016845.6490727,27828644.1778087,39916502.0850926,65106033.5287239,27051525.4009514,33905004.7586633,38600693.1749895,70950046.7515978,19755297.6359156,33817707.9403649,23270609.6184791,45661845.9089975,18426098.535658,18416321.2352486,25546818.1036641,19900105.5170352,8921112.42112457,30820451.0806835,32319858.9210541,27289483.2561753,14625005.6004097,27663629.596965,12768460.8411798,TRUE,TRUE,TRUE
Amphetamine,C18-Pos-000346,NA,1372200.55047662,NA,1835534.33972729,2975721.92255718,964002.861390367,NA,1416876.03126871,241464.608252447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Androsterone,C8-Pos-000407,NA,1309137.61662734,781714.398017756,485237.721699093,908265.41075046,599285.178869427,NA,NA,387783.26040024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Arachidic acid,C8-Neg-000094,C8-Neg-000062,2145871.44782243,3441961.91519271,1649055.755015,2873392.40581701,2208222.74334612,4331308.6179529,1471259.75498222,1152826.03403178,1570807.20721885,5226053.3519199,1596071.23933127,1455593.96159805,1642263.24380868,1392709.34956231,1591369.28554619,1733619.51021793,1559015.53448559,1526095.39670927,1685175.59712392,2097048.0129641,1472071.87957137,1561355.90417687,1366198.44081328,1477621.54351066,1457548.3650434,1235975.33522986,1426321.95305859,1775770.16892498,1606859.6250058,1540333.2881333,1493223.64894447,1415918.54904454,TRUE,TRUE,TRUE
Arachidonic acid,C8-Neg-000004,C8-Neg-000001,139661511.655559,173079886.133751,92796025.6698835,152696106.51001,211366755.355509,256759397.320287,152116031.806439,92407113.2071994,250703974.839147,346195580.2703,270675804.388612,405197433.842424,474104444.123421,264907064.706384,212611027.705638,311099144.455674,631727010.32025,204288378.438772,419831352.381419,250519900.060724,466076585.685326,169045582.25391,154263417.110818,348640762.770424,242927368.194286,119667105.99467,408951332.821639,336956521.805539,339869244.226211,197251400.795844,324649708.141366,233615712.95681,TRUE,TRUE,TRUE
Arachidonoyl-carnitine; LC-tDDA; CE10,Amide-Pos-000453,C8-Pos-000104,NA,411664.460407806,NA,612908.704161847,674096.756708813,747585.2656236,163003.12343193,362287.960787343,5609068.72488871,17405690.2077151,9058281.52038857,9422750.04304038,8005984.80579811,24988851.5121464,9802004.71914528,20025666.0340985,3681056.85828665,11250869.2178618,12167946.6606515,7640092.02661367,9594408.0753936,16388932.2968258,3344933.13483131,NA,7200051.41753173,10217576.8601346,NA,9898438.08406764,19062742.7599814,8318019.01864264,18592510.964262,8815210.65566608,TRUE,TRUE,TRUE
Ascorbic acid,Amide-Neg-000026,NA,44884921.3671752,27652745.4322594,27169988.4531081,18351723.1307934,NA,13062984.2207019,6945626.80679486,17315706.9940101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Asp-Ile,C18-Pos-000515,NA,216568.194933616,512088.163812367,204541.68907896,291770.670241125,NA,542990.207501027,247247.736552379,352147.313572596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Asp-Val,Amide-Pos-000494,NA,55800.4387598889,111529.238405176,90622.3131237326,55410.6675811135,101616.98324559,395555.299806306,57270.2770057565,78238.1402268933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Asparagine,Amide-Neg-000148,Amide-Pos-000280,3502611.78392523,3190055.6998093,3417983.54056446,1946813.22014973,3024690.74054414,4966638.33389701,1586366.28394892,2205176.23939535,2820982.81323977,3801433.75045378,2615329.71113931,2781075.34710085,1344390.81711696,2785439.90490088,3193949.30853469,2228476.21776023,3471234.77379335,2441051.74541215,2504289.00072971,2525450.55131966,1823798.53062189,3306622.82371604,2714571.84873708,1592635.90562693,1596706.14148221,6539358.0759535,928597.086683758,4365904.55654643,2716458.3738227002,1337918.43248393,2118563.34526002,3144948.28741682,TRUE,TRUE,TRUE
Avocadyne Acetate,C8-Pos-000397,NA,309510.281065867,797465.293811871,916336.057122116,1231163.0951806,1055740.06865949,1386230.27062961,467913.886253591,788134.527127745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Azelaic acid,C18-Neg-000107,C18-Neg-000158,826449.501380837,510606.074261733,599246.327365909,489739.525114308,522384.092993604,522492.688841513,686750.712994102,364252.2961029,619943.738901723,397053.867384357,667359.455964054,498373.562385835,455249.611551789,553455.748554554,522787.404378586,591198.521658707,388293.401586516,396332.944527718,510805.804732487,522503.507264545,746324.942594934,469373.502706398,635602.458784869,368401.27243925,1366716.79575219,486704.497800313,417518.611201843,387296.149881552,395768.275025277,370909.951994784,431989.075915649,458788.021404778,TRUE,TRUE,TRUE
Azithromycin,C8-Pos-000301,C8-Pos-000273,355238.024325209,799385.368014235,101373.105443812,3314928.64270744,1595347.52242322,71067.7076137881,1435408.8534609,210458.894377082,1797238.16882099,1823503.65326602,2361799.09475052,43817.0904731353,4213199.82456148,2909704.13241445,2858195.42332249,1619744.84835515,712156.991110108,42456.9156681484,89744.4986458067,5664600.85125782,533729.080618289,336390.94713119,NA,3463930.97336098,2003409.91797813,4600441.61132447,625840.574842085,689501.703096327,1824853.6944125,275989.843524091,1403959.87071659,1350683.70365775,TRUE,TRUE,TRUE
Basic Red 9,C8-Pos-000500,NA,77235.8145660692,118412.870345724,NA,40442.5834243505,106268.670948177,47345.4425529852,281153.240901471,485285.59414318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Batyl alcohol,C8-Pos-000431,NA,258866.290896352,496714.556257863,620864.117931451,520820.714127031,461433.044455927,1056789.69043976,336797.545322219,287744.318756365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Benzalkonium chloride (C12),C18-Pos-000295,NA,4784684.77630177,2541906.79920224,4847391.69732077,4664126.03020443,4712078.62102222,4320309.28213102,3821987.71483189,3383204.51921128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
"Benzenesulfonic acid, dodecyl(sulfophenoxy)-",Amide-Neg-000055,NA,NA,3229540.43467487,2818208.91709426,952228.097441638,1335888.74235321,3072941.5681071,2154765.17996909,421606.000843515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Benzoic acid,Amide-Neg-000124,NA,6512588.89118995,5380893.49032945,3782139.73597312,5392043.47671698,4642190.46651257,3086996.61715046,3100160.50117313,2114846.21325291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Benzoquinone,Amide-Pos-000519,NA,47905.1920831276,66026.8539406386,182069.859448175,50822.1877839778,NA,68326.9854436416,26979.4462879112,91701.318960786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Betaine,C18-Pos-000009,Amide-Pos-000052,48972123.2685665,NA,141943535.508672,199619507.647919,163881515.468419,417166272.335685,NA,152082132.662055,141610798.436,218470022.211107,180422909.253483,117964605.686959,139972061.207961,NA,179459567.121624,270214096.013224,204385376.321722,262295649.81231,194896743.380586,230284961.004351,216806297.245743,278787430.332318,129099197.024559,178736468.735253,154259009.324939,169457752.979118,203301850.398904,171076891.274741,125097979.843627,126966567.246854,150215928.427971,157633283.591371,TRUE,TRUE,TRUE
Betulin,C8-Pos-000456,C8-Pos-000495,336982.656516222,537023.54874158,650352.274373098,481456.580616963,637400.072771445,779408.352573281,438132.44183506,310861.871539274,859177.360384377,1051052.79761291,628543.340618336,1140376.77626574,834012.162227157,769757.526449804,746098.226829542,827663.313017934,735650.595269824,944704.747221714,968737.285060143,729170.477522917,788289.895878384,729639.009396789,835484.424545099,698791.282372554,1042610.00102347,898425.304195776,417986.152912272,803920.175424863,785850.12543318,850721.005002797,1062656.04750905,1048114.26997205,TRUE,TRUE,TRUE
Bilirubin,C18-Pos-000604,C8-Pos-000612,58458.5277296904,53056.8191242751,124340.969866043,128801.31327621,88004.1337585826,204979.285434309,152443.295923436,83886.7475580178,176233.491673836,293945.397065701,226618.15940095,472883.162530384,491321.504823597,NA,293506.335680105,118127.201919764,146650.161289668,200836.179469097,NA,NA,169040.380982821,91316.6277534499,72527.5756292591,167700.427615854,181732.556893815,120797.103918462,90523.9888978233,210747.456881501,127464.969234014,59868.3902585514,141478.510353412,161961.141714735,TRUE,TRUE,TRUE
Biliverdin,C8-Pos-000430,NA,1066542.15870322,613536.485576966,798257.168685386,729624.696718902,623319.868244454,427260.991911664,483648.115474603,1070500.09789585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Biliverdin; LC-tDDA; CE10,C18-Pos-000608,NA,32140.6916300155,41700.4214729768,98713.0530358273,19061.9841009898,196673.470620944,12646.7491471416,7885.44672787548,12288.6796085711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Biotin,C18-Pos-000432,C18-Pos-000181,NA,27816.0157008731,159834.700704862,10379.1758783251,41604.998999498,85856.3669619769,1278196.94785994,58996.2981405018,50713.3258456512,NA,4836937.17790255,31412.6076941423,30663.3452346506,23610.7495264566,NA,45217.9850192347,16701.6715740689,59741.5028572069,50437.4458454478,25937.3355982866,58376.4403367164,22830.6643548538,46524.4582000527,42001.158981633,26329.4629333879,NA,64977.98746293,106405.094141842,86187.3061773921,NA,1191221.80109594,59507.198124014,TRUE,TRUE,TRUE
"Bis(2,2,6,6-tetramethyl-4-piperidyl)sebacate",C18-Pos-000448,C8-Pos-000405,583827.658119282,637134.405082054,354165.500897273,893499.956920777,1077547.35337667,904985.55222694,733838.230427375,610120.872085936,1580960.86315889,1531030.11678266,1728589.97131842,1538972.71931373,1415698.06296346,1898447.67098982,1885389.53729565,1258388.21273533,1182872.49920525,1217950.2454062,768469.697111559,924746.03286986,1597565.2897436,669572.016597204,1933609.90831146,1465036.37536626,1472570.4567814,1595705.27162813,1090674.77565301,1284853.04286337,1353720.51536174,1675980.92423848,1945834.50674263,2180159.28806684,TRUE,TRUE,TRUE
Bis(2-ethylhexyl) amine,C8-Pos-000549,NA,93596.3789183431,163376.230242289,39773.7649561947,193974.465518865,168548.857338465,239721.549859951,199682.734899414,141893.20445208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
Bis(2-ethylhexyl) sebacate,C8-Pos-000250,C8-Pos-000030,1002572.81660126,5203173.31719785,1702165.87001102,3820526.68024769,2086658.06332705,3215059.4101842,1045700.84699062,894714.955703797,3199632.9031845,5718073.4516481,3105475.60671172,3472634.11153406,6043538.97230565,201466466.660416,NA,NA,NA,5458965.66891465,15175137.6339777,36579433.8952119,9204067.6310488,2730085.39826624,5288567.43194509,2578174.81387559,5559318.32874833,3178075.93160067,3256687.98846291,4273490.26577947,3769931.69100173,2720075.75972478,NA,3355902.68397253,TRUE,TRUE,TRUE
Bis(2-ethylhexyl)adipate,C8-Pos-000069,C8-Pos-000036,25558918.9677244,40653437.7502417,27288878.4691546,78299863.5946061,64050246.6795313,21992431.0606754,17745879.3358311,17332381.8644556,10481620.7175874,49044999.32695,56464438.4391386,17922749.1791124,56415391.2610217,37640854.6374338,17221876.8644729,30070471.4336142,28770362.1020403,13651660.1334588,27354417.8791742,71596257.2259943,83171532.5317684,23908281.1636871,53196025.5720376,47191239.1258533,146133703.657708,14960014.4116623,33555129.41232,17917602.0144087,8885477.12217336,13205594.5105369,8225776.32073633,27094182.6690983,TRUE,TRUE,TRUE
Bis(4-ethylbenzylidene)sorbitol,C8-Pos-000095,C18-Pos-000262,33269362.7029352,33837930.4452778,37086999.148162,38608975.2815394,35906860.5995829,38473607.2485208,31214037.0504432,41807865.7875345,837958.894949163,813969.492793177,836213.970579504,745775.83063364,858666.710302239,948517.778944538,664727.978957472,760154.337870908,762116.692695163,693211.026767927,734731.110385612,846338.488362129,736374.196279587,733143.183603191,755661.271782632,723259.870427315,587613.583828375,787836.726676186,697400.365732804,734396.291403207,784723.302280735,716900.016513068,NA,752619.809087569,TRUE,TRUE,TRUE
Bis(methylbenzylidene)sorbitol,C8-Pos-000501,C8-Pos-000051,216377.226753274,NA,326450.271949766,187967.927376652,186617.890390076,183672.690162244,484307.552837054,341318.76537417,76279609.0699614,91636128.8698285,91823219.8809768,103217189.187543,96028015.3869189,107998778.178664,93370838.5896603,81885248.6823166,88205673.0668998,93252719.5351745,95398781.6633981,94589473.2870469,76715299.9846367,83652380.6791055,75080387.6766875,73725917.4582583,76375497.9641922,75550072.5638548,49058888.4453495,75959557.5819847,85116863.2385066,76792263.001467,73962492.0083733,83569781.2321051,TRUE,TRUE,TRUE
Butylamine,Amide-Pos-000228,Amide-Pos-000139,7278868.61818047,3253462.99480254,1126275.57627313,2056662.08664938,2360911.93255585,1787141.52445108,1118715.11310132,757847.034441271,6595590.18756909,7449628.57726575,26234347.842485,7652477.23015836,7131639.35766112,13730971.7508961,19148147.69459,12808769.2243016,13993753.7931078,5527839.77412325,6144459.40358893,14391866.0985253,6442634.5655475,10809579.781612,23681133.6230666,5985196.55073059,12747765.0843196,11815608.1019392,8580806.85461781,8865340.42116526,7669200.04856447,8283381.49255427,9155852.49747906,18930178.2608696,TRUE,TRUE,TRUE
Butylisopropylamine,Amide-Pos-000366,NA,1270400.20827563,2151359.80761826,2325069.84882634,1284292.98886579,1307054.61357431,1468840.03525305,NA,1941762.65511055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE
