pathway,pval,padj,log2err,ES,NES,size,leadingEdge,analysis
Acetylcholine synthesis (WikiPathways),0.0282971702829717,0.893259322716377,0.08461408643957584,0.5601002848026311,2.0355738437572604,6,Choline;Dl-Dipalmitoylphosphatidylcholine;Glycerophosphocholine;Cytidine 5'-Diphosphocholine;Pyruvic Acid,EN-L6b
Glycogen synthesis and degradation (WikiPathways),0.032896710328967106,0.893259322716377,0.0782805675040982,0.590903169870905,2.0102416517616106,5,Adenosine 3'5'-Cyclic Monophosphate;D-Glucose;Udp-Β-D-Glucose (Sodium Salt),EN-L6b
Purinergic signaling (WikiPathways),0.04409559044095591,0.893259322716377,0.06720778371599298,0.4509809566771435,1.873743237613822,9,Adenosine 3'5'-Cyclic Monophosphate;Udp-Β-D-Glucose (Sodium Salt);Uridine 5'-Diphosphate;N-Methyl-D-Glucamine;L-Glutathione (Reduced);Adenosine,EN-L6b
Degradation of cysteine and homocysteine (Reactome),0.0461953804619538,0.893259322716377,0.06558872136278601,0.4482142857142857,1.8622482267256604,9,"Taurine;L-Glutathione (Reduced);Pyruvic Acid;L-Glutamic Acid;D,L-Serine;Hypotaurine;2-Oxobutanoic Acid;L-Malic Acid;L-Serine",EN-L6b
KEGG:map01100 (KEGG),0.050594940505949405,0.893259322716377,0.06252454095011548,0.3531976694102855,1.8050439531771245,17,"2-Furoic Acid;2,6-Dihydroxypyridine Hcl;Υ-L-Glutamyl-L-Glutamic Acid;Citraconic Acid;1-Aminocyclopropanecarboxylic Acid;D-Gluconic Acid;Cis-4-Hydroxy-D-Proline;Mesaconic Acid",EN-L6b
Regulation of insulin secretion (Reactome),0.051994800519948,0.893259322716377,0.06163081466707631,0.5177209932045698,1.8815546799848764,6,Adenosine 3'5'-Cyclic Monophosphate;D-Glucose;Palmitic Acid,EN-L6b
Cysteine and methionine catabolism (WikiPathways),0.052394760523947606,0.893259322716377,0.06138195401273103,0.38397065212782966,1.8065153028556633,13,"Taurine;L-Glutathione (Reduced);Adenosine;Pyruvic Acid;S-Adenosyl-L-Homocysteine;Dl-Glutamine;Glycine;L-Glutamic Acid;D,L-Serine;Hypotaurine;2-Oxobutanoic Acid;L-Serine",EN-L6b
Orexin receptor pathway (WikiPathways),0.06109389061093891,0.893259322716377,0.05657878176752872,0.4778608309413997,1.8276902684762213,7,Adenosine 3'5'-Cyclic Monophosphate;D-Glucose;Progesterone;Arachidonic Acid;2-Arachidonoyl Glycerol,EN-L6b
MTHFR deficiency (WikiPathways),0.0688931106889311,0.893259322716377,0.05305583479568716,0.5335260807201732,1.8150458559887783,5,Choline;Nervonic Ceramide;Cytidine 5'-Diphosphocholine;S-Adenosyl-L-Homocysteine,EN-L6b
Peptide hormone metabolism (Reactome),0.07139286071392861,0.893259322716377,0.05204803975409983,0.4058985967655183,1.747124382644182,10,D-Glucose;Myristic Acid;Palmitic Acid;Palmitoleic Acid;L-Lysine,EN-L6b
KEGG:map01120 (KEGG),0.07699230076992301,0.893259322716377,0.04996705025811024,0.4144663602589312,1.7220317804007756,9,"2-Furoic Acid;2,6-Dihydroxypyridine Hcl;D-Gluconic Acid;Mesaconic Acid;Cyclohexylamine",EN-L6b
Serine metabolism (WikiPathways),0.0932906709329067,0.893259322716377,0.044987824723126374,0.4466192170818505,1.708199425273816,7,"Nervonic Ceramide;Pyruvic Acid;Phosphoserine;Glycine;L-Glutamic Acid;D,L-Serine;L-Serine",EN-L6b
Metabolic disorders of biological oxidation enzymes (Reactome),0.09429057094290572,0.893259322716377,0.044723845459596276,0.40169117544680955,1.6689532284207715,9,Progesterone;Arachidonic Acid;L-Glutathione (Reduced);L-Pyroglutamic Acid;S-Adenosyl-L-Homocysteine;Glycine;Vitamin D3;L-Glutamic Acid,EN-L6b
"Metabolism of ingested SeMet, Sec, MeSec into H2Se (Reactome)",0.10018998100189981,0.893259322716377,0.04324494119927185,0.36903672869273496,1.6407053224741843,11,"Adenosine;Pyruvic Acid;S-Adenosyl-L-Homocysteine;Sarcosine;Glycine;Nicotinamide;Dl-Alanine;D,L-Serine;2-Oxobutanoic Acid;L-Serine",EN-L6b
Glyoxylate metabolism and glycine degradation (Reactome),0.10288971102889712,0.893259322716377,0.042609471473325694,0.4142560290503022,1.6611969668576896,8,Glycolic Acid;L-Hydroxyproline;Pyruvic Acid;S-Adenosyl-L-Homocysteine;Sarcosine;Glycine;Dl-Alanine,EN-L6b
"Trans-sulfuration, one-carbon metabolism and related pathways (WikiPathways)",0.10428957104289571,0.893259322716377,0.042289364661447525,0.2832456031507995,1.588557758951465,23,"Choline;Ophthalmate;L-Glutathione Oxidized;Taurine;L-Glutathione (Reduced);L-Pyroglutamic Acid;Cytidine 5'-Diphosphocholine;S-Adenosyl-L-Homocysteine;Phosphoserine;L-Ornithine;Sarcosine;Glycine;L(+)-Ornithine;D,L-Serine;Putrescine;Hypotaurine;2-Oxobutanoic Acid;L-Serine;Acetylcholine",EN-L6b
Phospholipid Biosynthesis (KEGG),0.1166883311668833,0.893259322716377,0.03970086714662318,0.4270462633451957,1.6333380958793458,7,Choline;Triethanolamine;Dl-Dipalmitoylphosphatidylcholine;Cytidine 5'-Diphosphocholine;1-Palmitoyl-Sn-Glycero-3-Phosphocholine;1-Hexadecanoyl-Sn-Glycero-3-Phosphoethanolamine;Acetylcholine,EN-L6b
Mitochondrial biogenesis (Reactome),0.12288771122887711,0.893259322716377,0.03855009026737022,0.4792727805504261,1.630477132536884,5,Palmitic Acid;Linoleic Acid;Arachidonic Acid,EN-L6b
Transcriptional activation of mitochondrial biogenesis (Reactome),0.12288771122887711,0.893259322716377,0.03855009026737022,0.4792727805504261,1.630477132536884,5,Palmitic Acid;Linoleic Acid;Arachidonic Acid,EN-L6b
Glycine metabolism (WikiPathways),0.12468753124687532,0.893259322716377,0.03823145251184192,0.44582593250444047,1.6202662839111375,6,"L-Glutathione (Reduced);Pyruvic Acid;Creatine;Glycine;D,L-Serine;L-Serine",EN-L6b
Sulfur amino acid metabolism (Reactome),0.1262873712628737,0.893259322716377,0.03795368909697665,0.32173539979333377,1.547653039344652,14,"Taurine;L-Glutathione (Reduced);Adenosine;Pyruvic Acid;S-Adenosyl-L-Homocysteine;5'-S-Methyl-5'-Thioadenosine;L-Glutamic Acid;D,L-Serine;Hypotaurine;2-Oxobutanoic Acid;L-Malic Acid;L-Serine",EN-L6b
Arachidonic Acid Metabolism (KEGG),0.1267873212678732,0.893259322716377,0.0378679168710869,0.44420342144842007,1.6143695879863962,6,L-Glutathione Oxidized;Dl-Dipalmitoylphosphatidylcholine;Arachidonic Acid;L-Glutathione (Reduced),EN-L6b
Methionine Metabolism (KEGG),0.1346865313468653,0.893259322716377,0.0365737032588796,0.2986531563659016,1.5262900089222229,17,"Choline;1-Aminocyclopropanecarboxylic Acid;N-Formyl-L-Methionine;Adenosine;Pyruvic Acid;S-Adenosyl-L-Homocysteine;Sarcosine;Glycine;5'-S-Methyl-5'-Thioadenosine;L-Glutamic Acid;D,L-Serine;Putrescine;2-Oxobutanoic Acid;L-Serine",EN-L6b
"Incretin synthesis, secretion, and inactivation (Reactome)",0.15448455154484553,0.893259322716377,0.033756095256854864,0.3627011747850247,1.5069569201667197,9,D-Glucose;Myristic Acid;Palmitic Acid;Palmitoleic Acid,EN-L6b
"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1) (Reactome)",0.15448455154484553,0.893259322716377,0.033756095256854864,0.3627011747850247,1.5069569201667197,9,D-Glucose;Myristic Acid;Palmitic Acid;Palmitoleic Acid,EN-L6b
Free fatty acid receptors (Reactome),0.1583841615838416,0.893259322716377,0.03326084688979195,0.421888515690698,1.53327047106248,6,Myristic Acid;Palmitic Acid;Palmitoleic Acid,EN-L6b
Metabolism overview (WikiPathways),0.16028397160283972,0.893259322716377,0.033025742435941675,0.28199591157254056,1.4697155824877244,18,3-Hydroxybutyric Acid;D-Glucose;Palmitic Acid;Udp-Β-D-Glucose (Sodium Salt);Pyruvic Acid;L-Ornithine;Ethyl Acetoacetate;Succinic Acid;Glucose 1-Phosphate;D-Ribose 5-Phosphate;L-Glutamic Acid;L(+)-Ornithine;L-Malic Acid;D-(+)-Glucose;Citric Acid;Dihydroxyacetone Phosphate;L-Glutamine,EN-L6b
Glycolysis in senescence (WikiPathways),0.1720827917208279,0.893259322716377,0.03164838145301568,0.4450354609929078,1.514002404817566,5,"Pyruvic Acid;Dl-Glutamine;Dl-Lactic Acid;D,L-Serine;L-Serine",EN-L6b
Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway (WikiPathways),0.1720827917208279,0.893259322716377,0.03164838145301568,0.4450354609929078,1.514002404817566,5,"Nervonic Ceramide;D-Erythro-Sphinganine;D-Pantothenic Acid;D,L-Serine;L-Serine",EN-L6b
Serine biosynthesis (Reactome),0.1720827917208279,0.893259322716377,0.03164838145301568,0.4450354609929078,1.514002404817566,5,"Pyruvic Acid;Phosphoserine;L-Glutamic Acid;D,L-Serine;L-Serine",EN-L6b
Pyruvate metabolism (Reactome),0.17678232176782321,0.893259322716377,0.031136014535835605,0.33810375670840787,1.4553125384419596,10,"Adenosine 3'5'-Cyclic Monophosphate;L-Glutathione (Reduced);Pyruvic Acid;Nicotinamide;Dl-Alanine;L-Glutamic Acid;L-Malic Acid;L-(+)-Lactic Acid;D-Fructose-1,6-Bisphosphate;Adenosine 5'-Diphosphate",EN-L6b
Metabolic reprogramming in colon cancer (WikiPathways),0.19468053194680532,0.893259322716377,0.029345552096641053,0.29266871502780734,1.4078327303269436,14,"Asparagine;L-Glutathione (Reduced);Pyruvic Acid;Dl-Glutamine;Glycine;D-Ribose 5-Phosphate;D,L-Serine;Inosine-5'-Monophosphate (Imp);L-Malic Acid;L-Serine;L-(+)-Lactic Acid;D-Fructose-1,6-Bisphosphate;Citric Acid",EN-L6b
Variant SLC6A14 may confer susceptibility towards obesity (Reactome),0.20587941205879412,0.893259322716377,0.028336955112915632,0.30354084080494037,1.389943561538592,12,"Leucine;L-Lysine;Beta-Alanine;L-Isoleucine;Glycine;L-Valine;Dl-Alanine;D,L-Serine;L-Histidine;L-Serine",EN-L6b
Glucose metabolism (Reactome),0.20927907209279073,0.893259322716377,0.02804557016849815,0.3220035778175313,1.386011941373295,10,"Adenosine 3'5'-Cyclic Monophosphate;D-Glucose;Pyruvic Acid;L-Glutamic Acid;L-Malic Acid;D-Fructose-1,6-Bisphosphate;Citric Acid;Dihydroxyacetone Phosphate;Adenosine 5'-Diphosphate;Guanosine 5'-Diphosphate (Gdp)",EN-L6b
Aspirin ADME (Reactome),0.22037796220377961,0.893259322716377,0.027137567507901802,0.3656042114446064,1.3983386293763276,7,3-Hydroxybutyric Acid;Uridine 5'-Diphosphate;Pyruvic Acid;Ethyl Acetoacetate;Glycine,EN-L6b
Glucose homeostasis (WikiPathways),0.22037796220377961,0.893259322716377,0.027137567507901802,0.2696884459541633,1.3506783635733728,16,3-Hydroxybutyric Acid;D-Glucose;L-Lysine;Pyruvic Acid;L-Ornithine;L-Isoleucine;L-Valine;L-Phenylalanine;L(+)-Ornithine;L-Histidine;L-Malic Acid;D-(+)-Glucose;L-(+)-Lactic Acid;L-Tyrosine,EN-L6b
