pathway,n_hits,set_size,odds_ratio,pval,hit_names,padj,pathway_source
Histidine metabolism (KEGG),5,10,4.803718757554144,0.019131281104135568,L-Glutamic Acid;L-Histidine;1-Methylhistidine;Anserine;Adenosine 5'-Diphosphate,0.8207560080410143,KEGG
Histidine catabolism (Reactome),4,8,4.764570542329221,0.03681317318202908,L-Glutamic Acid;L-Histidine;Anserine;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Activation of NMDA receptors and postsynaptic events (Reactome),3,5,7.095734096831651,0.0413665970423526,L-Glutamic Acid;Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate,0.8207560080410143,Reactome
Post NMDA receptor activation events (Reactome),3,5,7.095734096831651,0.0413665970423526,L-Glutamic Acid;Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate,0.8207560080410143,Reactome
Nitrogen metabolism (KEGG),5,12,3.419899358360129,0.044576724446768266,Pyruvic Acid;L-Glutamic Acid;Asparagine;L-Histidine;Adenosine 5'-Diphosphate,0.8207560080410143,KEGG
beta-Alanine metabolism (KEGG),4,9,3.8060141414821103,0.05736711104112689,L-Glutamic Acid;L-Histidine;1-Methylhistidine;Anserine,0.8207560080410143,KEGG
Glucose metabolism (Reactome),4,10,3.1665580144172774,0.08285766433245459,Pyruvic Acid;L-Glutamic Acid;Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate,0.8207560080410143,Reactome
Glutamate and glutamine metabolism (Reactome),4,10,3.1665580144172774,0.08285766433245459,Pyruvic Acid;L-Glutamic Acid;Adenosine 5'-Diphosphate;N-Acetyl-1-Aspartylglutamic Acid,0.8207560080410143,Reactome
Pyruvate metabolism (Reactome),4,10,3.1665580144172774,0.08285766433245459,Pyruvic Acid;L-Glutamic Acid;Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate,0.8207560080410143,Reactome
Amino acid metabolism pathway excerpt: histidine catabolism extension (WikiPathways),3,7,3.540111631865319,0.11035117789474513,Pyruvic Acid;L-Glutamic Acid;L-Histidine,0.8207560080410143,WikiPathways
Aspirin ADME (Reactome),3,7,3.540111631865319,0.11035117789474513,Pyruvic Acid;3-Hydroxybutyric Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Glycolysis (Reactome),3,7,3.540111631865319,0.11035117789474513,Pyruvic Acid;Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate,0.8207560080410143,Reactome
Lactate shuttle in glial cells (WikiPathways),3,7,3.540111631865319,0.11035117789474513,Pyruvic Acid;Adenosine 5'-Diphosphate;Glucose 1-Phosphate,0.8207560080410143,WikiPathways
Nicotinate metabolism (Reactome),3,7,3.540111631865319,0.11035117789474513,Pyruvic Acid;L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Serine metabolism (WikiPathways),3,7,3.540111631865319,0.11035117789474513,Pyruvic Acid;L-Glutamic Acid;Nervonic Ceramide,0.8207560080410143,WikiPathways
Gluconeogenesis (Reactome),3,8,2.827750904994173,0.15447398072237484,Pyruvic Acid;L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Trans-sulfuration pathway (WikiPathways),3,8,2.827750904994173,0.15447398072237484,Pyruvic Acid;L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,WikiPathways
Purine catabolism (Reactome),4,13,2.0997446865963645,0.18478869612455956,5'-Xanthylic Acid;2'-Deoxyadenosine;Adenosine 5'-Diphosphate;Uric Acid,0.8207560080410143,Reactome
Aspartate and asparagine metabolism (Reactome),3,9,2.3526421721335073,0.20302741556299897,L-Glutamic Acid;Asparagine;N-Acetyl-1-Aspartylglutamic Acid,0.8207560080410143,Reactome
Purinergic signaling (WikiPathways),3,9,2.3526421721335073,0.20302741556299897,N-Methyl-D-Glucamine;Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate,0.8207560080410143,WikiPathways
Sphingolipid metabolism: integrated pathway (WikiPathways),3,9,2.3526421721335073,0.20302741556299897,Adenosine 5'-Diphosphate;D-Erythro-Sphinganine;Nervonic Ceramide,0.8207560080410143,WikiPathways
"Alanine, aspartate and glutamate metabolism (KEGG)",6,23,1.6737831752405898,0.20855330503756395,Pyruvic Acid;Malonic Acid;5'-Xanthylic Acid;L-Glutamic Acid;Asparagine;Adenosine 5'-Diphosphate,0.8207560080410143,KEGG
15q25 copy number variation (WikiPathways),2,5,3.1228357931396316,0.21690069187582772,Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate,0.8207560080410143,WikiPathways
Branched-chain amino acid catabolism (Reactome),2,5,3.1228357931396316,0.21690069187582772,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Carboxyterminal post-translational modifications of tubulin (Reactome),2,5,3.1228357931396316,0.21690069187582772,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Carnosine metabolism of glial cells (WikiPathways),2,5,3.1228357931396316,0.21690069187582772,L-Histidine;Adenosine 5'-Diphosphate,0.8207560080410143,WikiPathways
Glutathione conjugation (Reactome),2,5,3.1228357931396316,0.21690069187582772,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Glutathione synthesis and recycling (Reactome),2,5,3.1228357931396316,0.21690069187582772,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Glycogen synthesis and degradation (WikiPathways),2,5,3.1228357931396316,0.21690069187582772,Glucose 1-Phosphate;Adenosine 3'5'-Cyclic Monophosphate,0.8207560080410143,WikiPathways
MTHFR deficiency (WikiPathways),2,5,3.1228357931396316,0.21690069187582772,Cytidine 5'-Diphosphocholine;Nervonic Ceramide,0.8207560080410143,WikiPathways
Metabolism of folate and pterines (Reactome),2,5,3.1228357931396316,0.21690069187582772,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway (WikiPathways),2,5,3.1228357931396316,0.21690069187582772,D-Erythro-Sphinganine;Nervonic Ceramide,0.8207560080410143,WikiPathways
Nicotinamide salvaging (Reactome),2,5,3.1228357931396316,0.21690069187582772,Pyruvic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Paracetamol ADME (Reactome),2,5,3.1228357931396316,0.21690069187582772,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Pyrimidine biosynthesis (Reactome),2,5,3.1228357931396316,0.21690069187582772,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Serine biosynthesis (Reactome),2,5,3.1228357931396316,0.21690069187582772,Pyruvic Acid;L-Glutamic Acid,0.8207560080410143,Reactome
Synthesis of Leukotrienes (LT) and Eoxins (EX) (Reactome),2,5,3.1228357931396316,0.21690069187582772,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Synthesis of UDP-N-acetyl-glucosamine (Reactome),2,5,3.1228357931396316,0.21690069187582772,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
TP53 Regulates Metabolic Genes (Reactome),2,5,3.1228357931396316,0.21690069187582772,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Thermogenesis (WikiPathways),2,5,3.1228357931396316,0.21690069187582772,Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate,0.8207560080410143,WikiPathways
Vitamin B6-dependent and responsive disorders (WikiPathways),2,5,3.1228357931396316,0.21690069187582772,L-Lysine;L-Glutamic Acid,0.8207560080410143,WikiPathways
Purine ribonucleoside monophosphate biosynthesis (Reactome),3,10,2.0130720641193363,0.25452873751894656,5'-Xanthylic Acid;L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Synthesis of substrates in N-glycan biosythesis (Reactome),4,15,1.7113207297318243,0.26762448601313665,Pyruvic Acid;L-Glutamic Acid;Adenosine 5'-Diphosphate;Glucose 1-Phosphate,0.8207560080410143,Reactome
Acetylcholine synthesis (WikiPathways),2,6,2.3389882999553904,0.2892618213949466,Pyruvic Acid;Cytidine 5'-Diphosphocholine,0.8207560080410143,WikiPathways
Azathioprine ADME (Reactome),2,6,2.3389882999553904,0.2892618213949466,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Cannabinoid receptor signaling (WikiPathways),2,6,2.3389882999553904,0.2892618213949466,L-Glutamic Acid;Adenosine 3'5'-Cyclic Monophosphate,0.8207560080410143,WikiPathways
Disorders of fructose metabolism (WikiPathways),2,6,2.3389882999553904,0.2892618213949466,Pyruvic Acid;Glucose 1-Phosphate,0.8207560080410143,WikiPathways
Glycogen metabolism (Reactome),2,6,2.3389882999553904,0.2892618213949466,Adenosine 5'-Diphosphate;Glucose 1-Phosphate,0.8207560080410143,Reactome
Metabolism of sphingolipids in ER and Golgi apparatus (WikiPathways),2,6,2.3389882999553904,0.2892618213949466,D-Erythro-Sphinganine;Nervonic Ceramide,0.8207560080410143,WikiPathways
Organic anion transporters (Reactome),2,6,2.3389882999553904,0.2892618213949466,Pyruvic Acid;L-Glutamic Acid,0.8207560080410143,Reactome
Primary bile acid biosynthesis (KEGG),2,6,2.3389882999553904,0.2892618213949466,Adenosine 5'-Diphosphate;Lithocholic Acid,0.8207560080410143,KEGG
Regulation of insulin secretion (Reactome),2,6,2.3389882999553904,0.2892618213949466,Adenosine 5'-Diphosphate;Adenosine 3'5'-Cyclic Monophosphate,0.8207560080410143,Reactome
Role of carnosine in muscle contraction (WikiPathways),2,6,2.3389882999553904,0.2892618213949466,L-Histidine;Anserine,0.8207560080410143,WikiPathways
Sialic acid metabolism (Reactome),2,6,2.3389882999553904,0.2892618213949466,Pyruvic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Sphingolipid metabolism overview (WikiPathways),2,6,2.3389882999553904,0.2892618213949466,Adenosine 5'-Diphosphate;D-Erythro-Sphinganine,0.8207560080410143,WikiPathways
Urea cycle (Reactome),2,6,2.3389882999553904,0.2892618213949466,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Nucleotide biosynthesis (Reactome),3,11,1.758142281827131,0.3076193220933915,5'-Xanthylic Acid;L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Amino Sugar Metabolism (KEGG),4,16,1.5655995460551415,0.3113794899907338,Pyruvic Acid;L-Glutamic Acid;Adenosine 5'-Diphosphate;Glucose 1-Phosphate,0.8207560080410143,KEGG
Glucose homeostasis (WikiPathways),4,16,1.5655995460551415,0.3113794899907338,Pyruvic Acid;3-Hydroxybutyric Acid;L-Lysine;L-Histidine,0.8207560080410143,WikiPathways
Purine metabolism and related disorders (WikiPathways),5,22,1.380877408406204,0.3489094530384909,5'-Xanthylic Acid;L-Glutamic Acid;2'-Deoxyadenosine;Adenosine 5'-Diphosphate;Uric Acid,0.8207560080410143,WikiPathways
Purine metabolism (WikiPathways),4,17,1.442261642118612,0.3557857368985867,5'-Xanthylic Acid;2'-Deoxyadenosine;Adenosine 5'-Diphosphate;Uric Acid,0.8207560080410143,WikiPathways
Class C/3 (Metabotropic glutamate/pheromone receptors) (Reactome),2,7,1.8681877261251683,0.36082607879502693,L-Lysine;L-Glutamic Acid,0.8207560080410143,Reactome
Lysine catabolism (Reactome),2,7,1.8681877261251683,0.36082607879502693,L-Lysine;L-Glutamic Acid,0.8207560080410143,Reactome
Lysine degradation (KEGG),2,7,1.8681877261251683,0.36082607879502693,L-Lysine;L-Glutamic Acid,0.8207560080410143,KEGG
Orexin receptor pathway (WikiPathways),2,7,1.8681877261251683,0.36082607879502693,L-Glutamic Acid;Adenosine 3'5'-Cyclic Monophosphate,0.8207560080410143,WikiPathways
Synthesis of PC (Reactome),2,7,1.8681877261251683,0.36082607879502693,Adenosine 5'-Diphosphate;Cytidine 5'-Diphosphocholine,0.8207560080410143,Reactome
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane (Reactome),3,12,1.5598292529165103,0.36111162753877024,Cytosine;2'-Deoxyadenosine;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Tryptophan catabolism (Reactome),3,12,1.5598292529165103,0.36111162753877024,Pyruvic Acid;L-Glutamic Acid;L-Histidine,0.8207560080410143,Reactome
Amino acid transport across the plasma membrane (Reactome),5,23,1.3014309371959139,0.38789727192763734,L-Lysine;L-Glutamic Acid;L-Hydroxyproline;Asparagine;L-Histidine,0.8207560080410143,Reactome
Cytosolic tRNA aminoacylation (Reactome),4,18,1.3365161351540111,0.40023220685617433,L-Lysine;L-Glutamic Acid;Asparagine;L-Histidine,0.8207560080410143,Reactome
Metabolism overview (WikiPathways),4,18,1.3365161351540111,0.40023220685617433,Pyruvic Acid;3-Hydroxybutyric Acid;L-Glutamic Acid;Glucose 1-Phosphate,0.8207560080410143,WikiPathways
Mitochondrial tRNA aminoacylation (Reactome),4,18,1.3365161351540111,0.40023220685617433,L-Lysine;L-Glutamic Acid;Asparagine;L-Histidine,0.8207560080410143,Reactome
tRNA Aminoacylation (Reactome),4,18,1.3365161351540111,0.40023220685617433,L-Lysine;L-Glutamic Acid;Asparagine;L-Histidine,0.8207560080410143,Reactome
Metabolic pathways of fibroblasts (WikiPathways),3,13,1.4011189960844987,0.4140085069630336,Pyruvic Acid;L-Glutamic Acid;Glucose 1-Phosphate,0.8207560080410143,WikiPathways
Aerobic glycolysis (WikiPathways),2,8,1.554175509908269,0.4296101114859111,Pyruvic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,WikiPathways
Glutathione metabolism (KEGG),2,8,1.554175509908269,0.4296101114859111,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,KEGG
Glyoxylate metabolism (WikiPathways),2,8,1.554175509908269,0.4296101114859111,Pyruvic Acid;L-Hydroxyproline,0.8207560080410143,WikiPathways
Glyoxylate metabolism and glycine degradation (Reactome),2,8,1.554175509908269,0.4296101114859111,Pyruvic Acid;L-Hydroxyproline,0.8207560080410143,Reactome
Kennedy pathway from sphingolipids (WikiPathways),2,8,1.554175509908269,0.4296101114859111,Adenosine 5'-Diphosphate;Cytidine 5'-Diphosphocholine,0.8207560080410143,WikiPathways
Nicotinate and nicotinamide metabolism (KEGG),2,8,1.554175509908269,0.4296101114859111,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,KEGG
"Sensory perception of sweet, bitter, and umami (glutamate) taste (Reactome)",2,8,1.554175509908269,0.4296101114859111,L-Glutamic Acid;Caprolactam,0.8207560080410143,Reactome
Thiamine metabolic pathways (WikiPathways),2,8,1.554175509908269,0.4296101114859111,Pyruvic Acid;Glucose 1-Phosphate,0.8207560080410143,WikiPathways
Neurotransmitter release cycle (Reactome),3,14,1.27122172914036,0.4655042591036589,L-Glutamic Acid;Adenosine 5'-Diphosphate;Stearoyl Ethanolamide,0.8207560080410143,Reactome
Amino acid metabolism in triple-negative breast cancer cells (WikiPathways),2,9,1.3297185832778564,0.494348024606743,Pyruvic Acid;L-Glutamic Acid,0.8207560080410143,WikiPathways
Biogenic amine synthesis (WikiPathways),2,9,1.3297185832778564,0.494348024606743,L-Glutamic Acid;L-Histidine,0.8207560080410143,WikiPathways
Citric Acid Cycle (KEGG),2,9,1.3297185832778564,0.494348024606743,Pyruvic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,KEGG
Cori cycle (WikiPathways),2,9,1.3297185832778564,0.494348024606743,Pyruvic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,WikiPathways
Degradation of cysteine and homocysteine (Reactome),2,9,1.3297185832778564,0.494348024606743,Pyruvic Acid;L-Glutamic Acid,0.8207560080410143,Reactome
KEGG:map01120 (KEGG),2,9,1.3297185832778564,0.494348024606743,2-Furoic Acid;Cyclohexylamine,0.8207560080410143,KEGG
Metabolic disorders of biological oxidation enzymes (Reactome),2,9,1.3297185832778564,0.494348024606743,L-Glutamic Acid;Vitamin D3,0.8207560080410143,Reactome
Phenylalanine and tyrosine metabolism (Reactome),2,9,1.3297185832778564,0.494348024606743,Pyruvic Acid;L-Glutamic Acid,0.8207560080410143,Reactome
Propanoate metabolism (KEGG),2,9,1.3297185832778564,0.494348024606743,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,KEGG
Pyrimidine catabolism (Reactome),2,9,1.3297185832778564,0.494348024606743,Pyruvic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,Reactome
Pyruvate metabolism (KEGG),2,9,1.3297185832778564,0.494348024606743,Pyruvic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,KEGG
Sensory perception of taste (Reactome),2,9,1.3297185832778564,0.494348024606743,L-Glutamic Acid;Caprolactam,0.8207560080410143,Reactome
"Valine, leucine and isoleucine degradation (KEGG)",2,9,1.3297185832778564,0.494348024606743,L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,KEGG
Nucleotide catabolism (Reactome),5,26,1.108447238501184,0.5029511044502274,Pyruvic Acid;5'-Xanthylic Acid;2'-Deoxyadenosine;Adenosine 5'-Diphosphate;Uric Acid,0.8207560080410143,Reactome
Arginine and proline metabolism (KEGG),3,15,1.1629016156390115,0.5149742023762893,Pyruvic Acid;L-Glutamic Acid;Adenosine 5'-Diphosphate,0.8207560080410143,KEGG
