pathway,n_hits,set_size,odds_ratio,pval,hit_names,padj,pathway_source
Aspirin ADME (Reactome),2,7,15.383998696746065,0.014354426005596697,Pyruvic Acid;3-Hydroxybutyric Acid,0.3609557813215674,Reactome
Glyoxylate metabolism (WikiPathways),2,8,12.829212331843218,0.01882546366189303,Pyruvic Acid;L-Hydroxyproline,0.3609557813215674,WikiPathways
Glyoxylate metabolism and glycine degradation (Reactome),2,8,12.829212331843218,0.01882546366189303,Pyruvic Acid;L-Hydroxyproline,0.3609557813215674,Reactome
Glucose homeostasis (WikiPathways),2,16,5.4641834869248695,0.07072512350924084,Pyruvic Acid;3-Hydroxybutyric Acid,0.3609557813215674,WikiPathways
Metabolism overview (WikiPathways),2,18,4.768506189061582,0.08726804094543217,Pyruvic Acid;3-Hydroxybutyric Acid,0.3609557813215674,WikiPathways
Glycolysis in senescence (WikiPathways),1,5,9.047273230598416,0.1333528726294242,Pyruvic Acid,0.3609557813215674,WikiPathways
Nicotinamide salvaging (Reactome),1,5,9.047273230598416,0.1333528726294242,Pyruvic Acid,0.3609557813215674,Reactome
Phenylalanine metabolism (Reactome),1,5,9.047273230598416,0.1333528726294242,Pyruvic Acid,0.3609557813215674,Reactome
Serine biosynthesis (Reactome),1,5,9.047273230598416,0.1333528726294242,Pyruvic Acid,0.3609557813215674,Reactome
Synthesis of wybutosine at G37 of tRNA(Phe) (Reactome),1,5,9.047273230598416,0.1333528726294242,Pyruvic Acid,0.3609557813215674,Reactome
Acetylcholine synthesis (WikiPathways),1,6,7.239123757561965,0.15793860673922777,Pyruvic Acid,0.3609557813215674,WikiPathways
Carnitine synthesis (Reactome),1,6,7.239123757561965,0.15793860673922777,"Ne,Ne,Ne-Trimethyllysine",0.3609557813215674,Reactome
Disorders of fructose metabolism (WikiPathways),1,6,7.239123757561965,0.15793860673922777,Pyruvic Acid,0.3609557813215674,WikiPathways
Glycine metabolism (WikiPathways),1,6,7.239123757561965,0.15793860673922777,Pyruvic Acid,0.3609557813215674,WikiPathways
HIF1A and PPARG in cardiac hypertropthy (WikiPathways),1,6,7.239123757561965,0.15793860673922777,Pyruvic Acid,0.3609557813215674,WikiPathways
Hereditary leiomyomatosis and renal cell carcinoma pathway (WikiPathways),1,6,7.239123757561965,0.15793860673922777,Pyruvic Acid,0.3609557813215674,WikiPathways
Organic anion transporters (Reactome),1,6,7.239123757561965,0.15793860673922777,Pyruvic Acid,0.3609557813215674,Reactome
Sialic acid metabolism (Reactome),1,6,7.239123757561965,0.15793860673922777,Pyruvic Acid,0.3609557813215674,Reactome
Warburg effect modulated by deubiquitinating enzymes and their substrates (WikiPathways),1,6,7.239123757561965,0.15793860673922777,Pyruvic Acid,0.3609557813215674,WikiPathways
tRNA modification in the nucleus and cytosol (Reactome),1,6,7.239123757561965,0.15793860673922777,Pyruvic Acid,0.3609557813215674,Reactome
Amino acid metabolism pathway excerpt: histidine catabolism extension (WikiPathways),1,7,6.032141981463497,0.1818693035281661,Pyruvic Acid,0.3609557813215674,WikiPathways
Glycolysis (Reactome),1,7,6.032141981463497,0.1818693035281661,Pyruvic Acid,0.3609557813215674,Reactome
Lactate shuttle in glial cells (WikiPathways),1,7,6.032141981463497,0.1818693035281661,Pyruvic Acid,0.3609557813215674,WikiPathways
Metabolic reprogramming in pancreatic cancer (WikiPathways),1,7,6.032141981463497,0.1818693035281661,Pyruvic Acid,0.3609557813215674,WikiPathways
Nicotinate metabolism (Reactome),1,7,6.032141981463497,0.1818693035281661,Pyruvic Acid,0.3609557813215674,Reactome
Serine metabolism (WikiPathways),1,7,6.032141981463497,0.1818693035281661,Pyruvic Acid,0.3609557813215674,WikiPathways
T cell modulation in pancreatic cancer (WikiPathways),1,7,6.032141981463497,0.1818693035281661,Dl-Arginine,0.3609557813215674,WikiPathways
Aerobic glycolysis (WikiPathways),1,8,5.166976624548221,0.2051612806519193,Pyruvic Acid,0.3609557813215674,WikiPathways
Gluconeogenesis (Reactome),1,8,5.166976624548221,0.2051612806519193,Pyruvic Acid,0.3609557813215674,Reactome
Thiamine metabolic pathways (WikiPathways),1,8,5.166976624548221,0.2051612806519193,Pyruvic Acid,0.3609557813215674,WikiPathways
Trans-sulfuration pathway (WikiPathways),1,8,5.166976624548221,0.2051612806519193,Pyruvic Acid,0.3609557813215674,WikiPathways
Amino acid metabolism in triple-negative breast cancer cells (WikiPathways),1,9,4.516884025110825,0.22783047763867392,Pyruvic Acid,0.3609557813215674,WikiPathways
Citric Acid Cycle (KEGG),1,9,4.516884025110825,0.22783047763867392,Pyruvic Acid,0.3609557813215674,KEGG
Cori cycle (WikiPathways),1,9,4.516884025110825,0.22783047763867392,Pyruvic Acid,0.3609557813215674,WikiPathways
Degradation of cysteine and homocysteine (Reactome),1,9,4.516884025110825,0.22783047763867392,Pyruvic Acid,0.3609557813215674,Reactome
Glycolysis and gluconeogenesis (WikiPathways),1,9,4.516884025110825,0.22783047763867392,Pyruvic Acid,0.3609557813215674,WikiPathways
KEGG:map01120 (KEGG),1,9,4.516884025110825,0.22783047763867392,Cyclohexylamine,0.3609557813215674,KEGG
Phenylalanine and tyrosine metabolism (Reactome),1,9,4.516884025110825,0.22783047763867392,Pyruvic Acid,0.3609557813215674,Reactome
Pyrimidine catabolism (Reactome),1,9,4.516884025110825,0.22783047763867392,Pyruvic Acid,0.3609557813215674,Reactome
Pyruvate metabolism (KEGG),1,9,4.516884025110825,0.22783047763867392,Pyruvic Acid,0.3609557813215674,KEGG
Alanine and aspartate metabolism (WikiPathways),1,10,4.010652866962643,0.24989246399185439,Pyruvic Acid,0.3609557813215674,WikiPathways
Glucose metabolism (Reactome),1,10,4.010652866962643,0.24989246399185439,Pyruvic Acid,0.3609557813215674,Reactome
Glutamate and glutamine metabolism (Reactome),1,10,4.010652866962643,0.24989246399185439,Pyruvic Acid,0.3609557813215674,Reactome
Krebs cycle disorders (WikiPathways),1,10,4.010652866962643,0.24989246399185439,Pyruvic Acid,0.3609557813215674,WikiPathways
Pyruvate metabolism (Reactome),1,10,4.010652866962643,0.24989246399185439,Pyruvic Acid,0.3609557813215674,Reactome
"Leucine, isoleucine and valine metabolism (WikiPathways)",1,11,3.604761764062382,0.2713624471334115,3-Hydroxybutyric Acid,0.36531910023814756,WikiPathways
"Metabolism of ingested SeMet, Sec, MeSec into H2Se (Reactome)",1,11,3.604761764062382,0.2713624471334115,Pyruvic Acid,0.36531910023814756,Reactome
Aerobic glycolysis - augmented (WikiPathways),1,12,3.272885971984117,0.29225528019051805,Pyruvic Acid,0.36531910023814756,WikiPathways
Amino acid transport defects (IEMs) (WikiPathways),1,12,3.272885971984117,0.29225528019051805,Dl-Arginine,0.36531910023814756,WikiPathways
Methionine de novo and salvage pathway (WikiPathways),1,12,3.272885971984117,0.29225528019051805,Pyruvic Acid,0.36531910023814756,WikiPathways
Nitrogen metabolism (KEGG),1,12,3.272885971984117,0.29225528019051805,Pyruvic Acid,0.36531910023814756,KEGG
Tryptophan catabolism (Reactome),1,12,3.272885971984117,0.29225528019051805,Pyruvic Acid,0.36531910023814756,Reactome
Cysteine and methionine catabolism (WikiPathways),1,13,2.99586182746147,0.31258546962849254,Pyruvic Acid,0.36941919137912754,WikiPathways
Metabolic pathways of fibroblasts (WikiPathways),1,13,2.99586182746147,0.31258546962849254,Pyruvic Acid,0.36941919137912754,WikiPathways
Urea cycle and associated pathways (WikiPathways),1,13,2.99586182746147,0.31258546962849254,Pyruvic Acid,0.36941919137912754,WikiPathways
Metabolic reprogramming in colon cancer (WikiPathways),1,14,2.761299280326521,0.3323671827327086,Pyruvic Acid,0.37901520837940456,WikiPathways
Sulfur amino acid metabolism (Reactome),1,14,2.761299280326521,0.3323671827327086,Pyruvic Acid,0.37901520837940456,Reactome
Arginine and proline metabolism (KEGG),1,15,2.5601776752571532,0.35161425494221565,Pyruvic Acid,0.38737163680074604,KEGG
Synthesis of substrates in N-glycan biosythesis (Reactome),1,15,2.5601776752571532,0.35161425494221565,Pyruvic Acid,0.38737163680074604,Reactome
Amino Sugar Metabolism (KEGG),1,16,2.385646820950021,0.37034019703774745,Pyruvic Acid,0.40120188012422636,KEGG
Methionine Metabolism (KEGG),1,17,2.232998793114474,0.3885582021867461,Pyruvic Acid,0.4140374285596475,KEGG
Na+/Cl- dependent neurotransmitter transporters (Reactome),1,21,1.7743504065583569,0.45660398302118055,L-Hydroxyproline,0.47869772413510864,Reactome
"Alanine, aspartate and glutamate metabolism (KEGG)",1,23,1.6074213835453925,0.48790006662625385,Pyruvic Acid,0.49552350516728905,KEGG
Amino acid transport across the plasma membrane (Reactome),1,23,1.6074213835453925,0.48790006662625385,L-Hydroxyproline,0.49552350516728905,Reactome
