gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,dropped_covariates,Compound.ID,Name,cell_type,n_samples,FDR_global,Super.Class,Class,Sub.Class,Pathways,KEGG,Exogenous_Flag,Annotation_Confidence,n_nonzero,max_cooks,loo_unstable
FLG-AS1,-2.2704325009038904,3.5132732809506746,-6.3999346088712485,6.721011485453808e-6,0.09914836143341457,-3.996776217501255,,Amide-Neg-000011,Glycine,Astrocyte-Immature,11,0.09815046880481261,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00120;map00250;map00270;map00330;map00480;map00860;map00910;R-HSA-156587;R-HSA-156590;R-HSA-159418;R-HSA-159424;R-HSA-174403;R-HSA-177128;R-HSA-177135;R-HSA-189445;R-HSA-189451;R-HSA-192105;R-HSA-193368;R-HSA-194068;R-HSA-196757;R-HSA-2142691;R-HSA-2408508;R-HSA-2682334;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-389661;R-HSA-3928662;R-HSA-428559;R-HSA-438064;R-HSA-438066;R-HSA-442660;R-HSA-442742;R-HSA-442755;R-HSA-442982;R-HSA-5423646;R-HSA-5579006;R-HSA-5579029;R-HSA-5619041;R-HSA-5619044;R-HSA-5619089;R-HSA-5619094;R-HSA-5659735;R-HSA-6783984;R-HSA-6794362;R-HSA-6798163;R-HSA-71262;R-HSA-71288;R-HSA-73817;R-HSA-8849175;R-HSA-8849932;R-HSA-8955332;R-HSA-8956320;R-HSA-9018677;R-HSA-9026395;R-HSA-9026762;R-HSA-9026766;R-HSA-9617324;R-HSA-9620244;R-HSA-9664535;R-HSA-9749641;R-HSA-9753281;WP100;WP1495;WP176;WP241;WP2525;WP3584;WP3996;WP4259;WP4290;WP4292;WP4504;WP4518;WP4688;WP4917;WP5028;WP5029;WP5166;WP5169;WP5190;WP521;WP5312;WP561;WP715,C00037;C22407,NA,high,6,0.41725264142060753,FALSE
LINC01830,-0.9595226126276583,2.6828777617272817,-7.180646159342318,1.0391924676276946e-6,0.01730047620106586,-1.6989560217608681,,Amide-Neg-000094,Levulinic Acid,Astrocyte-Immature,15,0.030811021769244516,Organic acids and derivatives,Keto acids and derivatives,Gamma-keto acids and derivatives,NA,NA,NA,high,7,2.7493068541389,TRUE
GRM5P1,-1.043250148835341,3.748786156461928,-6.807719680512903,2.1335874278453944e-6,0.017759981749385062,-0.8766284577439736,,Amide-Neg-000094,Levulinic Acid,Astrocyte-Immature,15,0.0489307666923703,Organic acids and derivatives,Keto acids and derivatives,Gamma-keto acids and derivatives,NA,NA,NA,high,10,4.211594887636943,TRUE
GALNTL6,-1.8453529808197082,5.285812871002285,-6.568121017256249,4.9486944521365116e-6,0.08100023079257042,4.199200273049414,,Amide-Neg-000114,Γ-Aminobutyric Acid,Astrocyte-Immature,13,0.08180638886155822,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00250;R-HSA-112310;R-HSA-1236394;R-HSA-1296041;R-HSA-1296059;R-HSA-1296065;R-HSA-1296071;R-HSA-352230;R-HSA-420499;R-HSA-442660;R-HSA-888568;R-HSA-888590;R-HSA-888593;R-HSA-916853;R-HSA-977443;R-HSA-977444;R-HSA-991365;R-HSA-997272;WP3584;WP3679;WP3869;WP3871;WP4157;WP4159;WP4486;WP4549;WP4932;WP5200;WP5360;WP5366;WP5444;WP5470;WP550;WP727,C00334,NA,high,10,0.9323533230775128,FALSE
PIEZO2,-1.2438863250600316,2.8394678277912355,-7.410073501186357,2.3021676327385086e-6,0.03710633790447928,0.6185143619670814,,Amide-Neg-000149,2-Furoic Acid,Astrocyte-Immature,13,0.05140882602357293,Organoheterocyclic compounds,Furans,Furoic acid and derivatives,NA,C01546,NA,high,6,16.251517838775214,FALSE
GRM5P1,-2.8422048586444912,3.451970243535763,-10.287273732999742,1.4165068178674136e-7,0.0020771655977207754,-0.4653615640437243,,Amide-Neg-000195,L-Malic Acid,Astrocyte-Immature,10,0.008236151560012341,Organic acids and derivatives,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,map00020;map00620;R-HSA-1614517;R-HSA-1614558;R-HSA-1614635;R-HSA-428643;R-HSA-70263;R-HSA-70268;R-HSA-70326;R-HSA-71403;R-HSA-9856872;WP106;WP2453;WP3602;WP4206;WP4236;WP4241;WP4290;WP4315;WP4595;WP4661;WP5046;WP5050;WP5213;WP534;WP5401;WP5434;WP661;WP78,C00149,NA,high,5,179.3208417009033,FALSE
CTNNA2,-2.821576662681942,9.38485366762467,-8.047420432082946,3.7395042865642947e-7,0.00454812786687257,6.845384926262664,,Amide-Neg-000219,N-Acetylglycine,Astrocyte-Immature,10,0.015548732631526523,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,10,0.6647941407344762,FALSE
RALYL,-2.968031021188141,6.588205519599216,-7.7435683440599705,6.259465822835908e-7,0.00454812786687257,6.087779599759886,,Amide-Neg-000219,N-Acetylglycine,Astrocyte-Immature,10,0.022025167648204294,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,10,0.7147468174513685,FALSE
DPP6,-2.157742366031026,8.650697796992016,-6.980062491887207,2.410368556725548e-6,0.010686006675890368,5.043959904137086,,Amide-Neg-000219,N-Acetylglycine,Astrocyte-Immature,10,0.05287698850264613,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,10,1.057580013363722,FALSE
HS6ST3,-2.7138560092627215,6.460333470203215,-6.733624242136914,3.787743368829114e-6,0.010686006675890368,4.49208086639066,,Amide-Neg-000219,N-Acetylglycine,Astrocyte-Immature,10,0.06970652294556544,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,9,0.5037035832710024,FALSE
ADCY8,-3.9390210450339445,4.610973430528473,-6.704094487555521,4.000769689058134e-6,0.010686006675890368,4.261194875414647,,Amide-Neg-000219,N-Acetylglycine,Astrocyte-Immature,10,0.07191663449616222,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,5,1.073652703814523,FALSE
MSRA,-1.8540042523870452,7.923469267451474,-6.60887469776469,4.7766190034866684e-6,0.010686006675890368,4.386357315889017,,Amide-Neg-000219,N-Acetylglycine,Astrocyte-Immature,10,0.07994058023699412,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,10,0.6348550901178218,FALSE
ENSG00000259275,-3.7342298315150315,2.8713650251339775,-6.539529318390325,5.4389979430746505e-6,0.010686006675890368,3.7112507732780546,,Amide-Neg-000219,N-Acetylglycine,Astrocyte-Immature,10,0.08650812441764903,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,3,0.4430652078840162,FALSE
ASTN2,-1.7429797799539615,7.235261736941922,-6.47488355888313,6.142593599065054e-6,0.010686006675890368,4.134194851494756,,Amide-Neg-000219,N-Acetylglycine,Astrocyte-Immature,10,0.09310100447787435,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,10,1.074681697666829,FALSE
NTRK2,-3.8627647133803933,6.654033854838291,-6.4354117268682485,6.618088362442424e-6,0.010686006675890368,4.001447443844322,,Amide-Neg-000219,N-Acetylglycine,Astrocyte-Immature,10,0.09721277075377163,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,9,0.6071451093017617,FALSE
SOD1,-1.7655341473290689,4.445976593273347,-7.4074959625056565,1.0853545026724295e-6,0.017765082499742325,5.250677663932629,,Amide-Neg-000316,Acetyl-D-Alanine,Astrocyte-Immature,13,0.03164756832137588,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,11,0.38723814425668224,FALSE
NDUFC2,-1.6470207578410028,4.600241967751637,-6.9731864343859655,2.367975288821831e-6,0.019379509763717863,4.671364788138398,,Amide-Neg-000316,Acetyl-D-Alanine,Astrocyte-Immature,13,0.05227107620228021,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,12,0.5041729903138037,FALSE
GRM5P1,-1.1187623566098506,3.748786156461928,-7.313294928920497,7.853301443118769e-7,0.010340336397280972,-0.7072399537280507,,Amide-Neg-000344,L-Ornithine,Astrocyte-Immature,15,0.02544436243730303,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00330;R-HSA-351202;R-HSA-352230;R-HSA-420499;R-HSA-70635;R-HSA-71288;R-HSA-8964539;WP2525;WP3580;WP3602;WP4225;WP4571;WP4583;WP4595;WP497;WP5026;WP5078;WP661,C00077,NA,high,10,32.79169477043171,FALSE
LINC01830,-1.0271632994031235,2.6828777617272817,-7.073046263869671,1.2422316671409145e-6,0.010340336397280972,-1.8107699564267294,,Amide-Neg-000344,L-Ornithine,Astrocyte-Immature,15,0.03462622977394875,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00330;R-HSA-351202;R-HSA-352230;R-HSA-420499;R-HSA-70635;R-HSA-71288;R-HSA-8964539;WP2525;WP3580;WP3602;WP4225;WP4571;WP4583;WP4595;WP497;WP5026;WP5078;WP661,C00077,NA,high,7,6.927780218047031,TRUE
CNTN4,1.76325546832384,5.688679657368134,6.696326128361947,3.6959709374675315e-6,0.061290286056024074,-0.4965294149279176,,Amide-Neg-000402,Allopurinol,Astrocyte-Immature,14,0.06875873043835572,Organoheterocyclic compounds,Pyrazolopyrimidines,"Pyrazolo[3,4-d]pyrimidines",NA,NA,NA,high,14,0.5811425726688669,FALSE
SATB2,-1.5328605086214173,7.465147175315696,-6.763403180460798,3.4661598464719665e-6,0.053784402337705504,4.6135031006239275,,Amide-Neg-000405,L-Threonic Acid Calcium Salt,Astrocyte-Immature,13,0.06627141569168743,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,R-HSA-196836,C01620,NA,high,13,1.086894972633292,FALSE
JUNB,-2.5065432886386807,2.1871569942268696,-7.52627086375275,4.185126372653685e-6,0.06735542384148842,-4.082222805031269,,Amide-Neg-000527,D-(+)-Arabitol,Astrocyte-Immature,11,0.07388061152550349,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,C01904,NA,high,3,1.0100464571260088,FALSE
ENSG00000258342,-2.7979477064102443,2.8700998563245066,-8.996652110539719,1.9003833972861494e-7,0.0030265505985179217,6.08269152519873,,Amide-Neg-000557,N-Acetyl-L-Aspartic Acid,Astrocyte-Immature,12,0.0100158765455558,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00250;R-HSA-8963693;R-HSA-8964539;WP4519;WP5365,C01042,NA,high,4,0.8394337513090111,FALSE
LINC00609,-3.3212264200170445,4.603978593742223,-8.133381453098085,6.801949457059504e-7,0.005416392352656484,5.552649907746533,,Amide-Neg-000557,N-Acetyl-L-Aspartic Acid,Astrocyte-Immature,12,0.023095406819520013,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00250;R-HSA-8963693;R-HSA-8964539;WP4519;WP5365,C01042,NA,high,8,0.9517056774884847,TRUE
LEMD1,-1.7033618874685745,2.9777476949030377,-6.388803071294854,5.962924983729538e-6,0.0981080047573021,1.11964764876598,,Amide-Neg-000587,2-Oxoadipic Acid,Astrocyte-Immature,14,0.09130412655328356,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,map00310;R-HSA-71064;R-HSA-9858328;WP4519;WP465,C00322,NA,high,6,0.29082089084548535,FALSE
GRM5P1,-1.1327818317819052,3.67036569158554,-7.009937797090696,2.0734989864489042e-6,0.020403200982084205,-1.2884904272209616,,Amide-Neg-000729,L-Ascorbic Acid,Astrocyte-Immature,14,0.04804182783818995,Organoheterocyclic compounds,Dihydrofurans,Furanones,map00350;R-HSA-1234174;R-HSA-1234176;R-HSA-1474151;R-HSA-1474290;R-HSA-1650814;R-HSA-196836;R-HSA-209776;R-HSA-209905;R-HSA-5221030;R-HSA-71262;R-HSA-8963684;R-HSA-8963691;R-HSA-8978934;WP1533;WP1995;WP2848;WP4269,C00072,NA,high,9,115.26130146032847,FALSE
LINC01830,-0.9870014975362508,2.8073845969133133,-6.912779249357538,2.4801800257806123e-6,0.020403200982084205,-2.0613407531123102,,Amide-Neg-000729,L-Ascorbic Acid,Astrocyte-Immature,14,0.05387698751287976,Organoheterocyclic compounds,Dihydrofurans,Furanones,map00350;R-HSA-1234174;R-HSA-1234176;R-HSA-1474151;R-HSA-1474290;R-HSA-1650814;R-HSA-196836;R-HSA-209776;R-HSA-209905;R-HSA-5221030;R-HSA-71262;R-HSA-8963684;R-HSA-8963691;R-HSA-8978934;WP1533;WP1995;WP2848;WP4269,C00072,NA,high,7,25.1829931330498,TRUE
PENK,-1.9990855654011286,1.9678392196463368,-7.439888524491378,2.53763990879177e-6,0.0415640040661004,-1.7144629738816506,,Amide-Neg-000749,"N2-[5-Phenyl-4-(Trifluoromethyl)-1,3-Thiazol-2-Yl]Thiophene-2-Carboxamide",Astrocyte-Immature,12,0.054571224315018395,Organoheterocyclic compounds,Azoles,Thiazoles,NA,NA,NA,high,3,1.1855162530352765,FALSE
SLC2A13,-0.9377184783995888,4.959338975865995,-6.670162305786413,4.13094039361922e-6,0.0453475823668647,3.8471112228753395,,Amide-Neg-000851,Α-Cyano-3-Hydroxycinnamic Acid,Astrocyte-Immature,14,0.07333111953609453,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,NA,NA,NA,high,14,19.169960066611985,FALSE
ZNF804B,-1.6904622613571954,4.012627929788339,-6.519200252459914,5.485041713560895e-6,0.0453475823668647,3.5980683276711574,,Amide-Neg-000851,Α-Cyano-3-Hydroxycinnamic Acid,Astrocyte-Immature,14,0.08695758536188315,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,NA,NA,NA,high,9,7.412508475110107,FALSE
CSMD1,-1.0854687690491553,8.814457454359113,-7.466858106865409,6.461494385791448e-7,0.00952787415384958,6.2755455039412285,,Amide-Neg-000866,N-Acetyl-L-Methionine,Astrocyte-Immature,14,0.02234139819991152,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,C02712,NA,high,14,0.4948379573901695,FALSE
LINC03000,-1.963162769344424,4.613887319396778,-7.157359445006328,1.1531466449439734e-6,0.00952787415384958,5.222933565583173,,Amide-Neg-000866,N-Acetyl-L-Methionine,Astrocyte-Immature,14,0.033038189024233666,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,C02712,NA,high,11,0.5038327992009642,FALSE
RALGAPA2,0.8097486458621747,9.791283357743998,6.7671863797801235,2.4380335224427704e-6,0.013429501319455594,4.990796804496128,,Amide-Neg-000866,N-Acetyl-L-Methionine,Astrocyte-Immature,14,0.05327055555570926,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,C02712,NA,high,14,0.5270874769087579,FALSE
CNTN4,1.828830470994967,5.688679657368134,8.469749864488234,1.5874527994153884e-7,0.0026324729772705386,5.4872917062695965,,Amide-Neg-001331,Pseudouridine,Astrocyte-Immature,14,0.008884332968611285,"Nucleosides, nucleotides, and analogues",Nucleoside and nucleotide analogues,NA,R-HSA-73614;R-HSA-8956321;WP4485,C02067,NA,high,14,1.7107492509615576,FALSE
LRMDA,2.1065660433244755,3.416529246201646,6.929246964888239,2.353806996066616e-6,0.019516590707886347,2.6110160788020176,,Amide-Neg-001331,Pseudouridine,Astrocyte-Immature,14,0.05203267263123886,"Nucleosides, nucleotides, and analogues",Nucleoside and nucleotide analogues,NA,R-HSA-73614;R-HSA-8956321;WP4485,C02067,NA,high,8,0.26588199334212664,FALSE
GHR,1.4668498534042638,5.061471561097118,8.79574056807643,2.579732378071499e-7,0.003927642545613857,5.936020447319521,,Amide-Neg-001874,"D-Fructose 1,6-Bisphosphate",Astrocyte-Immature,12,0.01229477214366614,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,WP5220,NA,NA,high,11,1.814134488445383,FALSE
MCC,1.1760265416508306,6.773583959148606,7.056390704744527,3.844427178723956e-6,0.02134711164271945,4.413850260044272,,Amide-Neg-001874,"D-Fructose 1,6-Bisphosphate",Astrocyte-Immature,12,0.07034051889528405,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,WP5220,NA,NA,high,12,0.975144176707107,FALSE
FRY,1.0108886659841916,7.9028490682506645,7.002469392307881,4.2063274172846205e-6,0.02134711164271945,4.49038266793774,,Amide-Neg-001874,"D-Fructose 1,6-Bisphosphate",Astrocyte-Immature,12,0.07407666733494293,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,WP5220,NA,NA,high,12,0.6683977912091957,FALSE
OTX2-AS1,-1.280144399680219,1.680778567999385,-7.717030702986404,2.86877702767383e-7,0.0028351903072004743,6.675958792420957,,Amide-Neg-001943,5'-Xanthylic Acid,Astrocyte-Immature,14,0.013153646791597548,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,map00250;R-HSA-73817;R-HSA-74259;R-HSA-8956319;R-HSA-8956320;WP4224;WP4792,C00655,NA,high,3,0.8648150920483235,FALSE
ENSG00000258844,-1.3775457046740887,2.393231875011207,-7.62542333949955,3.413835409031275e-7,0.0028351903072004743,6.563111619875997,,Amide-Neg-001943,5'-Xanthylic Acid,Astrocyte-Immature,14,0.014727571605102874,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,map00250;R-HSA-73817;R-HSA-74259;R-HSA-8956319;R-HSA-8956320;WP4224;WP4792,C00655,NA,high,5,3.4019386318388705,TRUE
LINC00609,-1.9822998971729398,5.199872342235049,-7.171093560920565,8.225503492243066e-7,0.004176404708600141,6.017125315898266,,Amide-Neg-001943,5'-Xanthylic Acid,Astrocyte-Immature,14,0.02623152496344997,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,map00250;R-HSA-73817;R-HSA-74259;R-HSA-8956319;R-HSA-8956320;WP4224;WP4792,C00655,NA,high,11,6.8508677423095365,TRUE
SLC16A10,-1.217883181044313,1.8519850074685698,-7.069184389016085,1.0057567028537366e-6,0.004176404708600141,5.517281799925055,,Amide-Neg-001943,5'-Xanthylic Acid,Astrocyte-Immature,14,0.030085043347705672,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,map00250;R-HSA-73817;R-HSA-74259;R-HSA-8956319;R-HSA-8956320;WP4224;WP4792,C00655,NA,high,3,1.132776188402036,TRUE
SNTG2,-1.1925521646442814,3.554759080787754,-6.270657297053058,5.1025077378641424e-6,0.014567905968928463,4.192101548291659,,Amide-Neg-001943,5'-Xanthylic Acid,Astrocyte-Immature,14,0.0831953858498021,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,map00250;R-HSA-73817;R-HSA-74259;R-HSA-8956319;R-HSA-8956320;WP4224;WP4792,C00655,NA,high,10,4.409582670509698,FALSE
HECW1,-0.9720571045034001,5.4050503032536765,-6.255883190793968,5.2623380983486315e-6,0.014567905968928463,4.230704158779396,,Amide-Neg-001943,5'-Xanthylic Acid,Astrocyte-Immature,14,0.08484767802869816,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,map00250;R-HSA-73817;R-HSA-74259;R-HSA-8956319;R-HSA-8956320;WP4224;WP4792,C00655,NA,high,14,0.7633229886263699,TRUE
SLC22A3,-1.818320187217736,2.1014806370374672,-7.581114975906381,5.86060007452219e-7,0.009664129522887092,3.6124318981100902,,Amide-Neg-002218,Cytidine-5'-Monophospho-N-Acetylneuraminic Acid,Astrocyte-Immature,14,0.020950639673921488,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Pyrimidine nucleotide sugars,map00520;WP5151,C00128,NA,high,3,0.8912751472928623,FALSE
WIF1,-2.280596548714044,2.334508968267527,-6.4023460563297885,5.440836283682269e-6,0.044857050125529804,2.3043633251962206,,Amide-Neg-002218,Cytidine-5'-Monophospho-N-Acetylneuraminic Acid,Astrocyte-Immature,14,0.0865245697015768,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Pyrimidine nucleotide sugars,map00520;WP5151,C00128,NA,high,4,0.2551793553726683,FALSE
GRM5P1,-1.0862470094020482,3.748786156461928,-7.254456401291468,8.898313947122571e-7,0.010208396277431921,-0.4817822615968028,,Amide-Pos-000025,Putrescine,Astrocyte-Immature,15,0.02766362027012929,Organic nitrogen compounds,Organonitrogen compounds,Amines,map00270;R-HSA-140179;R-HSA-141334;R-HSA-351143;R-HSA-351200;R-HSA-351202;WP2525;WP3580;WP4157;WP497,C02896;C00134,NA,high,10,38.867509925198746,FALSE
LINC01830,-1.0013030320927385,2.6828777617272817,-7.08638071966856,1.2263811001239693e-6,0.010208396277431921,-1.575995009020684,,Amide-Pos-000025,Putrescine,Astrocyte-Immature,15,0.03436249786445446,Organic nitrogen compounds,Organonitrogen compounds,Amines,map00270;R-HSA-140179;R-HSA-141334;R-HSA-351143;R-HSA-351200;R-HSA-351202;WP2525;WP3580;WP4157;WP497,C02896;C00134,NA,high,7,33.21468120985173,TRUE
CDON,-1.5179913845421844,7.078718524469248,-6.874156906507542,3.8141586091786684e-6,0.0468486069283179,4.454342074909681,,Amide-Pos-000085,Cyclohexylamine,Astrocyte-Immature,13,0.06996072380042104,Organic nitrogen compounds,Organonitrogen compounds,Cyclohexylamines,NA,C00571,NA,high,13,0.6704263243375734,FALSE
GABRG3,1.4973598026092347,4.393774049643983,6.546245386320778,6.855493351492356e-6,0.0468486069283179,3.4022115735092964,,Amide-Pos-000085,Cyclohexylamine,Astrocyte-Immature,13,0.09912918699035139,Organic nitrogen compounds,Organonitrogen compounds,Cyclohexylamines,NA,C00571,NA,high,9,0.5989624686954216,FALSE
FBN2,-0.9416094252365647,8.664489750083396,-6.1330667137036565,6.270448071375448e-6,0.09320358645809704,4.054960835410868,,Amide-Pos-000091,1-Aminocyclopropanecarboxylic Acid,Astrocyte-Immature,13,0.09430798350092133,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,C01234,NA,high,13,0.35871282048535186,FALSE
ZNF804B,-1.1968078336032046,4.1294181508058125,-7.191875727919888,9.962881750826315e-7,0.01658620553877565,4.99886390408569,,Amide-Pos-000167,Amifampridine,Astrocyte-Immature,15,0.029909941016493753,Organoheterocyclic compounds,Pyridines and derivatives,Aminopyridines and derivatives,NA,NA,NA,high,10,2.3032278472941754,FALSE
CCBE1,-0.7908619305962643,4.708788903906074,-6.297313455213293,5.792155160054572e-6,0.048213899552294257,3.647012127583043,,Amide-Pos-000167,Amifampridine,Astrocyte-Immature,15,0.08963839614261397,Organoheterocyclic compounds,Pyridines and derivatives,Aminopyridines and derivatives,NA,NA,NA,high,14,0.2138055054050923,FALSE
HECW1,-1.1345602452825843,5.536807536951774,-6.810601845434973,1.4851558657180767e-6,0.018800696660038183,5.247738600842629,,Amide-Pos-000319,L-Glutamic Acid,Astrocyte-Immature,14,0.03885992401807925,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00250;map00270;map00280;map00310;map00330;map00340;map00350;map00360;map00380;map00410;map00480;map00520;map00590;map00640;map00670;map00760;map00910;R-HSA-112310;R-HSA-112313;R-HSA-156590;R-HSA-1614558;R-HSA-1614635;R-HSA-174403;R-HSA-196757;R-HSA-196807;R-HSA-210455;R-HSA-210500;R-HSA-2142691;R-HSA-2682334;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-3928662;R-HSA-399710;R-HSA-399721;R-HSA-420499;R-HSA-428643;R-HSA-438064;R-HSA-438066;R-HSA-442742;R-HSA-442755;R-HSA-442982;R-HSA-446210;R-HSA-446219;R-HSA-451306;R-HSA-451307;R-HSA-451308;R-HSA-451326;R-HSA-499943;R-HSA-500657;R-HSA-500753;R-HSA-5423646;R-HSA-5578999;R-HSA-5579029;R-HSA-5619062;R-HSA-5619067;R-HSA-5619076;R-HSA-5628897;R-HSA-6794362;R-HSA-70263;R-HSA-70268;R-HSA-70326;R-HSA-70635;R-HSA-70688;R-HSA-70895;R-HSA-70921;R-HSA-71064;R-HSA-71240;R-HSA-73817;R-HSA-8849932;R-HSA-888568;R-HSA-888590;R-HSA-8955332;R-HSA-8956320;R-HSA-8963684;R-HSA-8963691;R-HSA-8963693;R-HSA-8964539;R-HSA-8964540;R-HSA-9018677;R-HSA-9026395;R-HSA-9026762;R-HSA-9026766;R-HSA-916853;R-HSA-9617324;R-HSA-9620244;R-HSA-9659379;R-HSA-9662360;R-HSA-9664535;R-HSA-9717189;R-HSA-9717207;R-HSA-9748787;R-HSA-9753281;R-HSA-977347;R-HSA-9856872;WP100;WP2333;WP2447;WP2485;WP3580;WP3602;WP3853;WP3869;WP4008;WP4157;WP4159;WP4222;WP4224;WP4225;WP4228;WP4259;WP4315;WP4504;WP4571;WP4583;WP4595;WP4661;WP4688;WP497;WP5026;WP5029;WP5094;WP5213;WP5312;WP5402;WP550,C00025,NA,high,14,0.2792648394186298,FALSE
ENSG00000287373,-1.2895655857148423,4.468504389447398,-6.221726698020933,5.0793861159883966e-6,0.018800696660038183,3.930377045862974,,Amide-Pos-000319,L-Glutamic Acid,Astrocyte-Immature,14,0.08290929113081305,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00250;map00270;map00280;map00310;map00330;map00340;map00350;map00360;map00380;map00410;map00480;map00520;map00590;map00640;map00670;map00760;map00910;R-HSA-112310;R-HSA-112313;R-HSA-156590;R-HSA-1614558;R-HSA-1614635;R-HSA-174403;R-HSA-196757;R-HSA-196807;R-HSA-210455;R-HSA-210500;R-HSA-2142691;R-HSA-2682334;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-3928662;R-HSA-399710;R-HSA-399721;R-HSA-420499;R-HSA-428643;R-HSA-438064;R-HSA-438066;R-HSA-442742;R-HSA-442755;R-HSA-442982;R-HSA-446210;R-HSA-446219;R-HSA-451306;R-HSA-451307;R-HSA-451308;R-HSA-451326;R-HSA-499943;R-HSA-500657;R-HSA-500753;R-HSA-5423646;R-HSA-5578999;R-HSA-5579029;R-HSA-5619062;R-HSA-5619067;R-HSA-5619076;R-HSA-5628897;R-HSA-6794362;R-HSA-70263;R-HSA-70268;R-HSA-70326;R-HSA-70635;R-HSA-70688;R-HSA-70895;R-HSA-70921;R-HSA-71064;R-HSA-71240;R-HSA-73817;R-HSA-8849932;R-HSA-888568;R-HSA-888590;R-HSA-8955332;R-HSA-8956320;R-HSA-8963684;R-HSA-8963691;R-HSA-8963693;R-HSA-8964539;R-HSA-8964540;R-HSA-9018677;R-HSA-9026395;R-HSA-9026762;R-HSA-9026766;R-HSA-916853;R-HSA-9617324;R-HSA-9620244;R-HSA-9659379;R-HSA-9662360;R-HSA-9664535;R-HSA-9717189;R-HSA-9717207;R-HSA-9748787;R-HSA-9753281;R-HSA-977347;R-HSA-9856872;WP100;WP2333;WP2447;WP2485;WP3580;WP3602;WP3853;WP3869;WP4008;WP4157;WP4159;WP4222;WP4224;WP4225;WP4228;WP4259;WP4315;WP4504;WP4571;WP4583;WP4595;WP4661;WP4688;WP497;WP5026;WP5029;WP5094;WP5213;WP5312;WP5402;WP550,C00025,NA,high,13,0.5319569067804408,FALSE
