Name,GW_corr_pval.correlation.cor,GW_corr_pval.p_value,GW_FDR
Lithocholic Acid,0.19794291534544675,0.35383777230126656,0.5743375867722764
"17-(1-Hydroxyethyl)-10,13-Dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-Tetradecahydro-1h-Cyclopenta[A]Phenanthren-3-One",-0.37243717893526723,0.07308902895114196,0.17054106755266457
Progesterone,-0.1749897703440868,0.4360366899587329,0.5743375867722764
Vitamin D3,0.41077935455391607,0.046154200601867215,0.16153970210653526
Cholest-4-En-3-One,-0.43851642416844516,0.03207121333241468,0.16153970210653526
4-Cholestenone,0.1472605075782198,0.4922893600905226,0.5743375867722764
3-Hydroxystigmast-5-En-7-One,-0.0483727997713087,0.86407224315113,0.86407224315113
