Name,Compound.ID,Wilcoxon_statistic,p_value,Mean_Female,Mean_Male,logFC,FDR,Bonferroni,Significant_FDR,Significant_Bonferroni,Direction,Name_display
Lithocholic Acid,C8-Neg-000679,85,0.47048642205878966,21.157916698396914,21.033272239565456,-0.008524266336772106,0.7074539677020747,1,FALSE,FALSE,Higher in Females,Lithocholic Acid
"17-(1-Hydroxyethyl)-10,13-Dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-Tetradecahydro-1h-Cyclopenta[A]Phenanthren-3-One",C8-Pos-000495,80,0.6650055421020291,18.19983863034876,18.03341893276526,-0.013252717359189066,0.7074539677020747,1,FALSE,FALSE,Higher in Females,17-(1-Hydroxyethy...
Progesterone,C8-Pos-000616,70,0.5310451014658126,14.948341046873013,14.954428926916654,5.874341726558233e-4,0.7074539677020747,1,FALSE,FALSE,Higher in Males,Progesterone
Vitamin D3,C8-Pos-001060,48,0.17485330689329268,18.731501401392524,18.922566679885847,0.0146412491204033,0.6119865741265244,1,FALSE,FALSE,Higher in Males,Vitamin D3
Cholest-4-En-3-One,C8-Pos-001061,65,0.7074539677020747,21.734571741080984,21.783496495784785,0.0032438724228713036,0.7074539677020747,1,FALSE,FALSE,Higher in Males,Cholest-4-En-3-One
4-Cholestenone,C8-Pos-001064,82,0.5833604667027033,20.9394289578044,21.0428813593723,0.007110164623039738,0.7074539677020747,1,FALSE,FALSE,Higher in Males,4-Cholestenone
3-Hydroxystigmast-5-En-7-One,C8-Pos-001621,6,0.015694295206034596,21.886702466938516,22.22004361672792,0.02180703964044441,0.10986006644224217,0.10986006644224217,FALSE,FALSE,Higher in Males,3-Hydroxystigmast...
