set_id,set_label,condition,source,level,set_type,gene_symbol
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,DENND5A
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,DEPDC5
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,DMXL2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,DNM1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,EEF1A2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,EFHC1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,FAM19A5
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,FBXO28
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,FGF12
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,FGF13
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,FZR1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GABBR2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GABRA1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GABRA2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GABRA3
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GABRA5
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GABRB1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GABRB2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GABRB3
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GABRD
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GABRG2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GAD1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GAL
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GLS
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GNAO1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GOT2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GRIK1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GRIN1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GRIN2A
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GRIN2B
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,GRIN2D
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,HCN1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,HCN2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,HCN4
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,HID1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,HNRNPU
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,ICK
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,KCNA2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,KCNB1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,KCNC1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,KCNC2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,KCNIP2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,KCNMA1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,KCNN2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,KCNQ2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,KCNQ3
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,KCNT1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,KCNT2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,KIF5A
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,LGI1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,MARCH6
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,MAST3
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,MDH1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,MDH2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,NAPB
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,NEUROD2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,NPRL2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,NPRL3
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,NRROS
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,NSF
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,NTRK2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,NUS1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,PACS2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,PARS2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,PCDH7
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,PHACTR1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,PIGB
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,PIGP
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,PIGS
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,PLPBP
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,PNPO
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,POU3F3
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,PPP3CA
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,PRRT2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,PTPRK
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,RAPGEF2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,RBFOX1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,RELN
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,RHOBTB2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,RMI1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,RNF13
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,RORB
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,RSPO2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,RYR2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SAMD12
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SCN1A
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SCN1B
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SCN2A
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SCN3A
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SCN8A
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SEMA6B
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SETD1A
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SETD1B
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SIK1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SLC12A5
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SLC1A2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SLC2A1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SLC35A2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SLC38A3
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SLC6A1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SLC7A6OS
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SMC1A
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SPOCK1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SPTAN1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,STAC
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,STARD7
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,STX1B
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SUGCT
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,SYNJ1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,TBC1D24
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,TMEM74
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,TMPRSS15
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,TNRC6A
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,TRAK1
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,UFSP2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,UGDH
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,UGP2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,YEATS2
epilepsy_union,Epilepsy (all sources),Epilepsy,union: ILAE 2023 + Zhang 2024,condition,neuro,YWHAG
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,AP3D1
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,ARHGEF15
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,BCL11A
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,CACNA1I
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,CACNA2D2
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,CDK5RAP3
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,CHRM3
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,FAM19A5
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,GABRA2
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,GLS
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,GRIK1
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,KCNIP2
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,KCNN2
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,PCDH7
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,POU3F3
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,PTPRK
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,RBFOX1
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,RMI1
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,RORB
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,RSPO2
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,RYR2
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,SCN1A
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,SCN8A
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,SPOCK1
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,STAC
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,STX1B
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,SUGCT
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,TMEM74
epi_ilae,Epilepsy (ILAE 2023),Epilepsy,ILAE 2023,paper,neuro,TMPRSS15
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,ACTL6B
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,ADAM22
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,ADGRV1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,ALDH7A1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,AP2M1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,AP3B2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,ARX
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,ATP1A2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,ATP1A3
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,ATP6V0A1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,ATP6V0C
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,ATP6V1A
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,BRAT1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CACNA1A
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CACNA1E
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CACNA2D1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CACNB4
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CAD
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CDK19
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CELF2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CHD2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CHRNA2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CHRNA4
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CLCN2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CNPY3
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CPA6
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CPLX1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CUX2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,CYFIP2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,DALRD3
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,DENND5A
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,DEPDC5
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,DMXL2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,DNM1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,EEF1A2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,EFHC1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,FBXO28
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,FGF12
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,FGF13
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,FZR1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GABBR2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GABRA1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GABRA2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GABRA3
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GABRA5
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GABRB1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GABRB2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GABRB3
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GABRD
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GABRG2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GAD1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GAL
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GLS
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GNAO1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GOT2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GRIN1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GRIN2A
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GRIN2B
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,GRIN2D
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,HCN1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,HCN2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,HCN4
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,HID1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,HNRNPU
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,ICK
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,KCNA2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,KCNB1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,KCNC1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,KCNC2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,KCNMA1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,KCNQ2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,KCNQ3
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,KCNT1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,KCNT2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,KIF5A
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,LGI1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,MARCH6
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,MAST3
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,MDH1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,MDH2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,NAPB
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,NEUROD2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,NPRL2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,NPRL3
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,NRROS
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,NSF
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,NTRK2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,NUS1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,PACS2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,PARS2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,PHACTR1
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,PIGB
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,PIGP
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,PIGS
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,PLPBP
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,PNPO
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,PPP3CA
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,PRRT2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,RAPGEF2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,RELN
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,RHOBTB2
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,RNF13
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,RORB
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,SAMD12
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,SCN1A
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,SCN1B
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,SCN2A
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,SCN3A
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,SCN8A
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,SEMA6B
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,SETD1A
epi_zhang,Epilepsy (Zhang 2024),Epilepsy,Zhang 2024,paper,neuro,SETD1B
