Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Sub.Class,Class,Direction,FDR_label
"Spectral Match To Cholesta-4,6-Dien-3-One From Nist14",-0.10454982507295685,19.341240817881687,-3.5621161879956786,0.0016336790226048866,0.022871506316468414,-1.1774639809917087,C8-Pos-000321,Cholestane steroids,Steroids and steroid derivatives,Decreases with GW,*
Methasterone,-0.21811438932346544,17.176309781902685,-2.4359087848442265,0.030966091922766243,0.18911015820814145,-3.4988868638646644,C8-Pos-000124,Androstane steroids,Steroids and steroid derivatives,Decreases with GW,
Norgestrel,-0.21795430956286344,16.578512067125327,-2.163880847257174,0.04052360533031602,0.18911015820814145,-4.06755847134505,C8-Pos-000681,Estrane steroids,Steroids and steroid derivatives,Decreases with GW,
7-Oxocholesterol,0.10474182797971025,20.140495981032974,1.723628234710259,0.10076870197259273,0.2891794742847005,-4.710155940884048,C8-Pos-000100,Cholestane steroids,Steroids and steroid derivatives,Increases with GW,
Cholest-4-En-3-One,0.03977339190359701,24.7608978020394,1.6928313082666302,0.10327838367310732,0.2891794742847005,-4.848326478757773,C8-Pos-000270,Cholestane steroids,Steroids and steroid derivatives,Increases with GW,
"Cholestan-3-One, (5α)-",-0.20602504638947286,18.01102711199437,-1.3162945856255648,0.20433609492981655,0.47678422150290534,-5.057615716711246,C8-Pos-000611,Cholestane steroids,Steroids and steroid derivatives,Decreases with GW,
Cortisone,-0.06811243157671143,18.3114367358244,-0.9191712644678873,0.3670453746955499,0.6475582038980319,-5.783672913476336,C8-Pos-000623,Hydroxysteroids,Steroids and steroid derivatives,Decreases with GW,
7α-Hydroxytestosterone,-0.03572456376255223,19.008624621847662,-0.9133569831588181,0.37003325937030396,0.6475582038980319,-5.788809964368371,C8-Pos-000589,Androstane steroids,Steroids and steroid derivatives,Decreases with GW,
"17-(1-Hydroxyethyl)-10,13-Dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-Tetradecahydro-1h-Cyclopenta[A]Phenanthren-3-One",-0.024805539614002173,22.706245034091015,-0.5911736693069088,0.5598664275804326,0.870903331791784,-6.024948692946351,C8-Pos-000157,Pregnane steroids,Steroids and steroid derivatives,Decreases with GW,
Cortisol,-2.087628073684162e-4,17.407063679224265,-0.001855794754601475,0.9985374185672108,0.9985374185672108,-6.107916262185647,C8-Pos-000701,Hydroxysteroids,Steroids and steroid derivatives,Decreases with GW,
Corticosterone,-0.003718063449988216,18.766722083505726,-0.04473936285020515,0.9647999835673644,0.9985374185672108,-6.1245115323279355,C8-Pos-000625,Hydroxysteroids,Steroids and steroid derivatives,Decreases with GW,
Methyltestosterone,0.005803755700294712,18.460823786081793,0.261442304926423,0.7960498798155905,0.9985374185672108,-6.15631963382223,C8-Pos-000522,Androstane steroids,Steroids and steroid derivatives,Increases with GW,
Progesterone,-0.011057353864529476,21.42044041330648,-0.25506307969241154,0.8008218951903895,0.9985374185672108,-6.165771231177672,C8-Pos-000112,Pregnane steroids,Steroids and steroid derivatives,Decreases with GW,
Norethandrolone,-0.0017273285170320727,21.710434346947952,-0.05294474549306616,0.9582090191397689,0.9985374185672108,-6.196821873413697,C8-Pos-000347,Pregnane steroids,Steroids and steroid derivatives,Decreases with GW,
