gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,dropped_covariates,Compound.ID,Name,cell_type,n_samples,FDR_global,Super.Class,Class,Sub.Class,Pathways,KEGG,Exogenous_Flag,Annotation_Confidence,n_nonzero,max_cooks,loo_unstable
PLCG2,-0.9757133485157798,9.065088160945054,-6.526190893475219,1.0742984772153066e-6,0.016447509686166345,0.12910685889880913,,C8-Pos-000820,Docosanamide,IN-CGE-Immature,15,0.09455270783008414,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,high,15,1.8569842743247615,FALSE
FAT3,1.0172341792960176,8.213733608516566,7.255421052141934,1.2259692084055804e-7,0.0018532976523467158,7.7174523032623625,,C8-Pos-001073,Cer(D15:2_7:0),IN-CGE-Immature,16,0.03499934110487843,Lipids and lipid-like molecules,Sphingolipids,Ceramides,NA,NA,NA,NA,16,0.5560006418143165,FALSE
ENSG00000286863,1.529334263195218,4.308222777104852,6.606989763699653,5.956513626259906e-7,0.002766034980670481,5.752962512471494,,C8-Pos-001073,Cer(D15:2_7:0),IN-CGE-Immature,16,0.07133152620561264,Lipids and lipid-like molecules,Sphingolipids,Ceramides,NA,NA,NA,NA,12,0.22506024631138727,FALSE
CEROX1,1.3177770744190662,6.287048178907366,6.570783586688455,6.515731505574154e-7,0.002766034980670481,6.04537509501572,,C8-Pos-001073,Cer(D15:2_7:0),IN-CGE-Immature,16,0.07374631744263908,Lipids and lipid-like molecules,Sphingolipids,Ceramides,NA,NA,NA,NA,15,0.4935347461103291,FALSE
GUCY1A1,1.7657050900695357,4.917146342221087,6.521808330028149,7.358354752615542e-7,0.002766034980670481,5.731820855088582,,C8-Pos-001073,Cer(D15:2_7:0),IN-CGE-Immature,16,0.07768399151712206,Lipids and lipid-like molecules,Sphingolipids,Ceramides,NA,NA,NA,NA,13,0.4559204269971566,FALSE
ENSG00000254787,1.085158382756738,5.626152786153797,6.434374810729563,9.148756303070984e-7,0.002766034980670481,5.6602737253309545,,C8-Pos-001073,Cer(D15:2_7:0),IN-CGE-Immature,16,0.08785785690212497,Lipids and lipid-like molecules,Sphingolipids,Ceramides,NA,NA,NA,NA,15,1.5407982693382998,FALSE
GUCY1A1,2.6457064861366097,5.318848306922042,7.286630718828145,2.308414376628253e-7,0.0033755943429434943,7.136787358232484,,C8-Pos-001592,"2-[{[(1s,4s,6s)-4-({5-[4-(Dimethylamino)Phenyl]-1,3,4-Oxadiazol-2-Yl}Methyl)-6-Isopropyl-3-Methyl-2-Cyclohexen-1-Yl]Methyl}(Methyl)Amino]Ethanol",IN-CGE-Immature,12,0.04680504234518243,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,high,11,0.6254796215938149,FALSE
MIR646HG,2.5658352600811587,4.530413726227847,6.504643259902443,1.0929030247541142e-6,0.016786990460223195,-3.698805627850406,,C8-Pos-003474,"1,2-Dimyristoyl-Sn-Glycero-3-Pc",IN-CGE-Immature,16,0.0952002907308883,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,high,12,0.22961808674585896,FALSE
LRMDA,-5.353430784693939,3.4677626524137564,-8.811857719081964,5.657042890977498e-9,8.561934415494443e-5,9.887603629716459,,C8-Pos-003714,Pc(O-10:0_23:2),IN-CGE-Immature,14,0.010108639712083346,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,7,0.9739200160219795,FALSE
SLC35F3,-3.9323247981959906,4.408627228796347,-7.334923884196466,1.4501448648824448e-7,0.00109739712649979,7.3173980600230575,,C8-Pos-003714,Pc(O-10:0_23:2),IN-CGE-Immature,14,0.038024242985227115,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,9,1.75385804430934,FALSE
SPON1,-3.8018317719750345,3.3490052531388725,-6.587914150975488,8.339067404842438e-7,0.00328872185237728,5.5435528208510165,,C8-Pos-003714,Pc(O-10:0_23:2),IN-CGE-Immature,14,0.08406645129645819,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,7,0.627833580956539,FALSE
CDH9,-3.980180811559019,3.861876769119548,-6.5705771889809315,8.691699642886765e-7,0.00328872185237728,5.616375376009768,,C8-Pos-003714,Pc(O-10:0_23:2),IN-CGE-Immature,14,0.08577479302874964,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,10,0.38346417921121756,FALSE
CNTNAP2,-0.6277466513514022,10.458334091617969,-7.226525553705738,1.6117140643945448e-7,0.002265747631725851,7.44786050337243,,C8-Pos-004333,Pe(17:5cho_22:6),IN-CGE-Immature,12,0.03957240558055062,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA,NA,NA,NA,12,0.5060500963152847,FALSE
BRINP3,2.6523411692101875,3.8341644127807255,7.014825409226275,7.145787385441978e-7,0.010628644157106397,4.997433875929224,,C8-Pos-004362,"1,3,5-Tris(3,5-Di-Tert-Butyl-4-Hydroxybenzyl)-1,3,5-Triazine-2,4,6(1h,3h,5h)-Trione",IN-CGE-Immature,13,0.07668155076207193,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,NA,NA,NA,high,9,0.4444294991637826,FALSE
CCK,-1.5954420549529649,5.359482321382216,-8.029734524063933,1.5452199987396114e-7,0.002190040304213651,6.01028772788078,,C8-Pos-005020,Pc(11:1_29:4),IN-CGE-Immature,12,0.038955381005239084,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,10,0.48052149236128655,FALSE
ENSG00000255910,-0.7011563789806204,7.137234201663569,-6.5197276986711525,1.1395207708390092e-6,0.016313379355331257,2.159544402254391,,C8-Pos-005152,Pc(10:0cooh_30:8),IN-CGE-Immature,12,0.09704861505127411,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,12,0.9035598491874856,TRUE
RBFOX1,-1.6822282087800564,9.317260873687566,-7.928396866739984,8.762901657110986e-8,0.0010733457094478894,8.122667747414102,,C8-Pos-005188,Pe(22:2_21:4cooh),IN-CGE-Immature,13,0.031241466080884173,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA,NA,NA,NA,13,1.1763163266439758,FALSE
KLHL29,-1.9573552461814485,5.986446124398398,-7.530966667851728,1.9853157955334527e-7,0.0010733457094478894,7.108021202323445,,C8-Pos-005188,Pe(22:2_21:4cooh),IN-CGE-Immature,13,0.04383743824997965,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA,NA,NA,NA,12,0.936792059766867,FALSE
KCNQ5,-1.9079496041833888,6.669295898251802,-7.464883893260592,2.2791882278763225e-7,0.0010733457094478894,7.040970358243018,,C8-Pos-005188,Pe(22:2_21:4cooh),IN-CGE-Immature,13,0.04669348533684472,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA,NA,NA,NA,12,0.8202381079676492,FALSE
LRRTM3,-1.102958084146369,6.832803519218097,-6.916696987366933,7.326151522962669e-7,0.002587596717910415,6.037863752360511,,C8-Pos-005188,Pe(22:2_21:4cooh),IN-CGE-Immature,13,0.0775136280330638,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA,NA,NA,NA,13,1.1989841182088026,FALSE
HS6ST3,-2.122231101806172,5.900026026236193,-6.774147176727589,9.99017005872042e-7,0.002822822451792042,5.621033438741763,,C8-Pos-005188,Pe(22:2_21:4cooh),IN-CGE-Immature,13,0.09102777496329983,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA,NA,NA,NA,12,0.240363682328194,FALSE
RARB,-2.648683596576393,4.804944507032871,-7.210879042874293,2.61983203753493e-7,0.0039093133664096225,6.892015404809337,,C8-Pos-005214,Pc(14:1_28:3),IN-CGE-Immature,14,0.04956787248493725,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,14,1.3155195806877351,TRUE
KCNQ5,-0.9547397275149491,5.887538746457479,-6.402168763642823,4.5660625513220694e-07,0.007033106147801384,-0.38826136145777923,,Amide-Neg-000047,Dl-Alanine,IN-MGE-Immature,17,0.06294204119105129,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00250;map00330;map00380;map00450;map00480;R-HSA-1362409;R-HSA-209776;R-HSA-209968;R-HSA-2408508;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-389661;R-HSA-428559;R-HSA-442660;R-HSA-5619044;R-HSA-5619094;R-HSA-5659735;R-HSA-70268;R-HSA-71240;R-HSA-73621;R-HSA-8956319;R-HSA-8963691;R-HSA-8964208;R-HSA-8964539;R-HSA-8964540;R-HSA-947581;WP106;WP1946;WP2485;WP3953;WP4210;WP4236;WP4595;WP4661;WP4917;WP5029;WP5166;WP5179;WP5194,C00041;C01401,NA,high,16,0.6022492596453373,FALSE
PDE1C,1.9989190488142283,5.432256002203283,6.3530047621757255,3.402810353210961e-7,0.0045291405801237885,3.2591298916794518,,Amide-Neg-000108,2-Oxobutanoic Acid,IN-MGE-Immature,12,0.05554697552253654,Organic acids and derivatives,Keto acids and derivatives,Short-chain keto acids and derivatives,map00270;map00450;map00640;R-HSA-1614558;R-HSA-1614603;R-HSA-1614635;R-HSA-2408508;R-HSA-8849175;WP2525;WP4504,C00109,NA,high,11,1.2706542226315336,FALSE
ENSG00000234352,-1.4090859948081573,5.272220602127074,-6.319248527473375,1.1498762186814595e-6,0.016595013588010823,4.591416782482281,,Amide-Neg-000574,N-Acetyl-L-Valine,IN-MGE-Immature,14,0.09758602624125264,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,13,1.014391046785608,FALSE
ENSG00000234352,-1.3089878470138945,5.387791892958118,-7.178724087268564,2.180502380341279e-7,0.00310917834412863,4.130949081518985,,Amide-Neg-000783,Dl-P-Hydroxyphenyllactic Acid,IN-MGE-Immature,12,0.04624259257140752,Benzenoids,Benzene and substituted derivatives,NA,NA,NA,review_needed,high,12,0.4783328372943667,FALSE
ARL17B,1.3726633669690282,4.811010678580224,6.364247820403081,9.61057763550668e-7,0.01442932126194973,-2.6584834487271745,,Amide-Neg-000876,Citric Acid,IN-MGE-Immature,14,0.08977309043529498,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,map00020;R-HSA-200425;R-HSA-389542;R-HSA-428643;R-HSA-433137;R-HSA-70171;R-HSA-70326;R-HSA-71403;R-HSA-75105;R-HSA-8978934;R-HSA-9717189;R-HSA-9729555;WP106;WP2453;WP357;WP3602;WP4206;WP4290;WP4661;WP4966;WP5213;WP78,C00158,NA,high,14,0.7340458765997523,FALSE
MARCHF1,-0.763471802220943,7.7566404024435345,-6.710789558092197,1.792080297840451e-7,0.0025494134317078252,4.927006735819435,,Amide-Neg-001431,D-Glucose 6-Phosphate,IN-MGE-Immature,13,0.04164990325061562,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,map00052;map00520;map00562;R-HSA-1483249;R-HSA-1855183;WP134;WP1946;WP3915;WP4141;WP4290;WP4297;WP5153;WP5173;WP5178;WP5211;WP5216;WP5312;WP5314;WP534;WP5380;WP5394;WP698,C00092,NA,high,13,0.6083284743603183,FALSE
LINC01748,2.1556345705065247,3.164292022914363,7.695581732785359,1.691468922671088e-8,2.6139960730958993e-4,3.595632735516862,,Amide-Pos-000068,Sarcosine,IN-MGE-Immature,17,0.017306226843395705,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00270;R-HSA-2408508;R-HSA-389661;R-HSA-6798163;WP2525;WP4292;WP497,NA,NA,high,9,0.37372257199807046,FALSE
HS6ST3,-0.7815559556799497,6.660796249910179,-6.340988590713752,5.778047829344251e-7,0.008828279278455082,2.2365399797081214,,Amide-Pos-000091,1-Aminocyclopropanecarboxylic Acid,IN-MGE-Immature,17,0.07076371438048293,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,C01234,NA,high,16,0.4449283195628765,FALSE
RPS8,0.7234967820348716,7.538959685198358,6.993663219759331,6.725022219555265e-8,5.199787180160131e-4,8.180079903584437,,Amide-Pos-000171,Cytosine,IN-MGE-Immature,17,0.029957193858121966,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,R-HSA-425397;R-HSA-83936;WP3585;WP4584,C00380,NA,high,17,0.8030381446346541,FALSE
ZNF385D-AS2,1.7732022358302253,2.0028195078969975,6.190639743233047,8.147758165370134e-7,0.007663152608008715,3.311815434282204,,Amide-Pos-000193,Creatinine,IN-MGE-Immature,16,0.08258443234818617,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",R-HSA-549127;R-HSA-549132;R-HSA-71288;WP1533;WP497;WP5190,C00791,NA,high,4,0.17344869616814562,FALSE
RPS15A,0.8729440867751208,7.0409386118820585,6.11855137950905,9.960554504463138e-7,0.007663152608008715,5.58325066606348,,Amide-Pos-000193,Creatinine,IN-MGE-Immature,16,0.09099771060082511,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",R-HSA-549127;R-HSA-549132;R-HSA-71288;WP1533;WP497;WP5190,C00791,NA,high,16,0.6048964734904718,FALSE
ROBO1,-0.3295609865812136,11.350185310525909,-6.382334889754172,9.774225470068244e-7,0.014209768988385213,5.438463459783969,,Amide-Pos-000363,Leucine,IN-MGE-Immature,13,0.09044800026658448,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00280;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-442660;R-HSA-5619044;R-HSA-5619094;R-HSA-5619113;R-HSA-5659735;R-HSA-5660862;R-HSA-5660883;R-HSA-70895;R-HSA-71240;R-HSA-9639288;WP3953;WP4686;WP5175,C00123,NA,high,13,0.5599632933119613,FALSE
GRM8,0.920548708655492,5.941498051900833,6.487526812043371,4.5271895925351667e-7,0.006984548103363256,-0.4814323964294047,,Amide-Pos-000447,L-2-Aminoadipic Acid,IN-MGE-Immature,16,0.0627103714252099,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00310;R-HSA-71064;WP4228;WP4519,C00956,NA,high,16,0.3627635092204562,FALSE
PCDH9,-0.6969235123106698,9.013627861377326,-6.07073611146483,1.129224536071226e-6,0.01735279344580653,5.516582829858954,,Amide-Pos-000563,5-Methyl D-Glutamate,IN-MGE-Immature,16,0.09653445499361005,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,16,0.2957288175090817,FALSE
C8orf34,1.3631955677034306,5.236831299817057,5.99961655496645,1.2244830744799986e-6,0.01889622280537534,4.745631870500038,,Amide-Pos-001132,1-Methyladenosine,IN-MGE-Immature,17,0.0999613968005891,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,WP4485,C02494,NA,high,17,0.7631320516173584,FALSE
ROBO1,0.29962760355095547,11.294627193701501,7.336760465564579,5.314670806184421e-8,7.960313933503026e-4,8.435598194461553,,Amide-Pos-001385,"[2,2'-Biquinoline]-4,4'-Dicarboxylic Acid",IN-MGE-Immature,16,0.02683767630347352,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,NA,NA,NA,high,16,0.20099064197187472,FALSE
DLX6-AS1,-0.3122892442897435,10.190898198207178,-6.4776534467356575,3.431191903660741e-7,0.005311485066866827,6.652334822278926,,Amide-Pos-001446,Glutathionesulfonic Acid,IN-MGE-Immature,17,0.0555852773454385,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,17,0.5023783413366949,FALSE
CNTN3,0.9032155718458185,5.423878501312539,6.419228907580408,5.157555891784352e-7,0.00766309654401319,4.990424516074376,,C18-Pos-000207,Caprolactam,IN-MGE-Immature,16,0.06655151094062721,Organoheterocyclic compounds,Lactams,Caprolactams,R-HSA-9717189;R-HSA-9717207,C06593,NA,high,16,0.3969988493808939,FALSE
NRG3,-0.36513068135756044,10.746514073134232,-6.8158393718534285,1.1767264048659404e-7,0.0018211017841705294,7.625248624443797,,C18-Pos-000888,(2s)-2-[(2-Azaniumylacetyl)Amino]-4-Methylpentanoate,IN-MGE-Immature,17,0.03483265921383627,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,C02155,NA,high,17,0.533173161850053,FALSE
LRRC4C,1.4043741236588152,7.015814107498945,8.125043579640812,2.0379973371756533e-8,2.7180770485911687e-4,7.036567239696785,,C18-Pos-000931,"1,3-Benzodioxolylbutanamine (Bdb)",IN-MGE-Immature,10,0.018728858967941145,Organoheterocyclic compounds,Benzodioxoles,NA,NA,NA,NA,high,10,0.8578645725780165,FALSE
RALYL,1.173821248829546,7.07455330277186,6.6797314674949275,5.875115990073106e-7,0.003917821097980251,4.825494109445098,,C18-Pos-000931,"1,3-Benzodioxolylbutanamine (Bdb)",IN-MGE-Immature,10,0.07113038017703607,Organoheterocyclic compounds,Benzodioxoles,NA,NA,NA,NA,high,10,4.401799020808031,FALSE
MIR99AHG,-0.5788220333867355,9.94520547783726,-7.066626358724554,1.739670302277285e-7,0.0026234228158341457,7.369456172590996,,C18-Pos-000992,D-Pantothenic Acid,IN-MGE-Immature,13,0.040943041275595726,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,map00410;map00770;R-HSA-196783;R-HSA-199220;R-HSA-425397;WP4577;WP5172,C00864,NA,high,13,1.799732845776924,FALSE
CCSER1,-0.27634770641541634,12.038707547113415,-7.423003029817551,4.20786690644683e-8,6.355982962187937e-4,8.472310510377135,,C18-Pos-001575,Asp-Phe,IN-MGE-Immature,14,0.026365637707556566,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,14,0.6470462562981645,FALSE
RBFOX1,0.310846463523949,11.994943943466076,6.783276800191312,2.2080059512235e-7,0.0016675964946615484,6.8710775905154184,,C18-Pos-001575,Asp-Phe,IN-MGE-Immature,14,0.046316892517607,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,high,14,0.2932952980548453,FALSE
NRG3,0.3026775515137657,10.771523516839487,6.940337611492579,9.586262157932431e-8,0.0014768595480510703,7.8772720567970556,,C18-Pos-001644,Adenylyl(3'-5')Cytidine,IN-MGE-Immature,17,0.032081700298537394,"Nucleosides, nucleotides, and analogues",(3'->5')-dinucleotides and analogues,(3'->5')-dinucleotides,NA,No,NA,high,17,0.24737662122208587,FALSE
MALAT1,0.29088255224500004,14.614823023719131,6.759028660143065,2.5999586624548305e-7,0.003990416555135674,6.468039932660696,,C8-Neg-003309,Cl(18:0_20:1cho_23:1_21:2),IN-MGE-Immature,15,0.04938553204827917,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerophosphoglycerols,NA,NA,NA,NA,15,0.7321583641938698,FALSE
TALAM1,0.3992728114476088,11.526182783260255,7.006468292301985,8.16669646182429e-8,0.0012309661576907754,7.880295741508531,,C8-Neg-003536,Pi 38:6,IN-MGE-Immature,16,0.030782469298127738,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,NA,NA,NA,high,16,0.38111479033721707,FALSE
CCSER1,-0.3183479492469144,12.085050292817511,-6.350213027589593,1.0134473670963086e-6,0.005194202241543555,5.197251904196081,,C8-Neg-003687,Pi(17:3_25:6),IN-MGE-Immature,10,0.0918777924499886,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,NA,NA,NA,NA,10,2.546907158690174,FALSE
THSD7B,-0.6115587493678394,7.6525103539792525,-6.219507685614895,7.163352608525506e-7,0.011088869837997483,5.533017891888067,,C8-Pos-000497,Palmitoyl Ethanolamide,IN-MGE-Immature,17,0.07668155076207193,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,R-HSA-112310;WP4949,C16512,NA,high,17,1.0426213372225246,FALSE
RORA,-0.31621393885561155,9.627524978789726,-6.222986518771307,9.150601886211998e-7,0.014078201001937159,5.724078950778105,,C8-Pos-000768,Penicillin G,IN-MGE-Immature,16,0.08785785690212497,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,C05551,NA,high,16,0.6591108593867228,FALSE
RBFOX1,0.337817407284561,12.006386157242163,6.457520758809199,1.1999971117594008e-6,0.01752715781435781,5.493715532983613,,C8-Pos-000787,1-Linoleoyl Glycerol,IN-MGE-Immature,12,0.0991366785138969,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA,NA,NA,high,12,0.9977456944247978,FALSE
DCC,2.3974934643787793,6.85063807929383,6.224049244334528,1.1536128102930774e-6,0.016971951665031754,-2.8584951865927604,,C8-Pos-000806,Glycerol Monooleate,IN-MGE-Immature,14,0.09760797352665274,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,WP4905,NA,NA,high,14,0.7460885100444137,FALSE
RPL37A,-0.8209349910683537,8.558286714369896,-6.975095212760296,8.774122442823742e-8,7.81452865437005e-4,7.963363766643572,,C8-Pos-000820,Docosanamide,IN-MGE-Immature,16,0.031241466080884173,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,high,16,0.3128629083040724,FALSE
TMSB10,-0.7679280345373172,7.861872614570381,-6.921039411681663,1.0173180569381045e-7,7.81452865437005e-4,7.797067328148343,,C8-Pos-000820,Docosanamide,IN-MGE-Immature,16,0.03277791137160396,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,high,16,0.8711284058940516,FALSE
RPS29,-0.7809464907414838,7.709716819913279,-6.529855326615125,2.9934126222114993e-7,0.0012754917960698907,6.768640783903616,,C8-Pos-000820,Docosanamide,IN-MGE-Immature,16,0.05339599780050962,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,high,16,0.6869754182436318,FALSE
RPS27,-0.8896275289047431,7.399579790519915,-6.476491295271026,3.4720268531287225e-7,0.0012754917960698907,6.600856400684378,,C8-Pos-000820,Docosanamide,IN-MGE-Immature,16,0.0555852773454385,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,high,16,0.4734023405034177,FALSE
RPL10,-0.7745939883781239,7.860863304094259,-6.35211512073638,4.910503666427617e-7,0.0012754917960698907,6.307984235211676,,C8-Pos-000820,Docosanamide,IN-MGE-Immature,16,0.06499733010680046,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,high,16,0.2405016949713747,FALSE
RPS21,-0.9487712384458716,6.572706804072311,-6.278621878283841,6.030266452424727e-7,0.0012754917960698907,5.943014552947822,,C8-Pos-000820,Docosanamide,IN-MGE-Immature,16,0.07204628421531098,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,high,16,0.24176823655954874,FALSE
RPL41,-0.8297040848845227,7.71651726599775,-6.246333895593325,6.600651789756741e-7,0.0012754917960698907,6.022716937838959,,C8-Pos-000820,Docosanamide,IN-MGE-Immature,16,0.07397426816752303,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,high,16,0.9948459405408119,FALSE
EEF1A1,-0.5967476214666946,8.579939941172862,-6.244109911886522,6.641889193880835e-7,0.0012754917960698907,6.010905120519572,,C8-Pos-000820,Docosanamide,IN-MGE-Immature,16,0.07415896812013256,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,high,16,0.29187052862611224,FALSE
RPL35A,-0.7665198943157033,7.198970597330291,-6.190325795045749,7.722395921838782e-7,0.00131821298385788,5.829643913856202,,C8-Pos-000820,Docosanamide,IN-MGE-Immature,16,0.0799527042750327,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,high,16,0.980850095914106,FALSE
ADARB2,0.9603904225904834,7.750592920226882,6.388810549379082,6.280543538309971e-7,0.008946006215968723,5.826794479308614,,C8-Pos-000955,3-Hexadecyl-4-Methoxy-5-Methyloxolan-2-One,IN-MGE-Immature,14,0.07308964232042019,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,NA,NA,NA,high,14,0.3482105071518333,FALSE
MALAT1,0.28347701192894403,14.641229913935259,6.29192227144461,6.312873952660063e-7,0.009772328878717778,4.6873038556645525,,C8-Pos-001076,Bis(Methylbenzylidene)Sorbitol,IN-MGE-Immature,17,0.07308964232042019,Phenylpropanoids and polyketides,Cinnamyl alcohols,NA,NA,NA,NA,high,17,0.5108400122979501,FALSE
LINC02789,1.4171158097672027,2.9311594189019647,6.3972069267276375,6.959430825707781e-7,0.010615219838452079,2.6868691061085244,,C8-Pos-001521,Triethyleneglycol Bis(2-Ethylhexanoate),IN-MGE-Immature,14,0.07562367228306538,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,NA,NA,high,8,0.5542103485650322,FALSE
MALAT1,0.3053252864268055,14.624560781171741,8.757145476268752,6.74319778317222e-10,1.0468140238596554e-5,11.99227199924579,,C8-Pos-001637,"2,5-Bis(5-Tert-Butyl-Benzoxazol-2-Yl)Thiophene",IN-MGE-Immature,18,0.0040807908092463365,Organoheterocyclic compounds,Benzoxazoles,NA,NA,NA,NA,high,18,0.2706076873639697,FALSE
NTM,0.8804247706429951,8.883569533328247,6.710614796996671,3.5543074778612827e-7,0.005167252211314733,5.936164643520372,,C8-Pos-003290,Tg(2:0_11:0_23:4),IN-MGE-Immature,13,0.05604031648808135,Lipids and lipid-like molecules,Glycerolipids,Triradylglycerols,NA,NA,NA,NA,13,0.4683907432763867,FALSE
PTPRD,-0.37449481758661524,11.333564844145931,-6.026186701899976,1.113489754201376e-6,0.016901660979022688,5.250282807538067,,C8-Pos-003535,Pe 16:1_16:1,IN-MGE-Immature,17,0.09593237771466785,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA,substance,NA,high,17,1.2085659953663597,FALSE
GPC6,0.5858051043814474,8.874497746701742,6.3674055507371,6.136476286099523e-7,0.009072166541369534,6.117542964951362,,C8-Pos-003565,Cerp(D18:0_20:3),IN-MGE-Immature,14,0.07233132847226717,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA,NA,NA,NA,14,0.9725615275827348,FALSE
RBFOX1,0.2798946242546472,12.104797693809507,8.23980468928306,6.062633505149215e-9,9.232178301641225e-5,10.535134822797213,,C8-Pos-003694,Tg(15:1cooh_24:0),IN-MGE-Immature,15,0.010168897853382578,Lipids and lipid-like molecules,Glycerolipids,Triradylglycerols,NA,NA,NA,NA,15,0.4878664297599909,FALSE
ADARB2,1.0742822690463372,7.755827282756303,6.389414611704085,9.387768906306981e-7,0.01366202008934855,4.160211815950866,,C8-Pos-004019,Pa(18:1_20:0),IN-MGE-Immature,12,0.08893457197910638,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerophosphates,NA,NA,NA,NA,12,0.43239668346011867,FALSE
RELN,0.6848739198204163,6.680489063468361,6.488700173170629,3.471037160286569e-7,0.005142341552964552,6.233434988118018,,C8-Pos-004035,Lpe 38:6,IN-MGE-Immature,15,0.0555852773454385,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA,substance,NA,high,15,0.33821842807789254,FALSE
PARD3B,-1.4914057787964228,3.883048258394412,-6.51570381307408,3.1358212076761995e-7,0.004792789133812304,3.079141048970806,,C8-Pos-004273,Pe(O-16:2_22:3),IN-MGE-Immature,17,0.05433921333385958,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA,NA,NA,NA,13,0.520602375398314,FALSE
