Name,GW_corr_pval.correlation.cor,GW_corr_pval.p_value,GW_FDR
"17-(1-Hydroxyethyl)-10,13-Dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-Tetradecahydro-1h-Cyclopenta[A]Phenanthren-3-One",-0.37243717893526723,0.07308902895114196,0.14617805790228391
Progesterone,-0.1749897703440868,0.4360366899587329,0.4922893600905226
Cholest-4-En-3-One,-0.43851642416844516,0.03207121333241468,0.12828485332965872
4-Cholestenone,0.1472605075782198,0.4922893600905226,0.4922893600905226
