"Compound.ID","Name","Formula","Sample02","Sample03","Sample04","Sample06","Sample07","Sample13","Sample15","Sample17","Sample18","Sample21","Sample23","Sample24","Sample26","Sample31","Sample33","Sample37","Sample40","Sample41","Sample42","Sample43","Sample46","Sample47","Sample49","Sample50"
"Amide-Neg-000001","Acrylic acid","C3 H4 O2",20592498.2776895,26047860.2964956,24991982.2564099,17783941.4700224,28185664.2897416,31707639.7161173,46578785.6688052,33613511.0454835,34928620.984048,NA,12422578.6441431,18273345.2045241,23134614.7284625,40599413.9225212,30022006.9700013,17166535.3979749,18768417.8630008,40012003.2244135,30090023.3608803,36376577.6136349,29808132.7087074,33100741.8097443,32397549.3097838,2468068.10552991
"Amide-Neg-000002","Acrylic acid","C3 H4 O2",4601389.75726962,8961111.99358348,6769658.87755239,4126686.47460756,19266671.2340486,11946323.6324381,17244534.5732601,4952683.05435002,3983616.58766079,3484923.40833217,1229058.42216945,5357769.61763379,8855107.12328484,7554350.28517176,10721636.2792461,6741937.31580114,12889821.2660836,10045573.2339791,11654711.6039349,6164005.21303331,16641538.291867,11234923.0789198,11070917.4367466,11449149.5536767
"Amide-Neg-000011","Glycine","C2 H5 N O2",85388.6455809615,198147.069059551,310661.226940275,171457.602233389,27181.4390421344,637723.032166354,7665.83486529523,267536.133820284,511741.777249449,285996.930910687,262956.070355209,559327.831782655,48926.3446576789,988223.904893092,17378.0269478394,163671.255562403,205480.901249152,248396.716233857,507861.335577257,978131.638698112,633216.490609211,6651.92117190081,282922.901446958,759115.36453379
"Amide-Neg-000013","Glycolic acid","C2 H4 O3",NA,NA,788781.849157716,NA,NA,NA,NA,NA,1613394.76951771,NA,1880613.83422812,NA,NA,NA,NA,2675168.84450159,NA,NA,NA,NA,NA,NA,NA,NA
"Amide-Neg-000015","Glycolic acid","C2 H4 O3",2863398.60645553,4474682.37506937,306170.436168339,2026253.66895033,8053536.55018498,4250166.10130611,7427669.58084537,6796353.90845237,2301788.14612796,4622241.64699618,1880613.83422812,4683952.30804287,3938271.63411688,9070149.00523404,5579290.35045375,2675168.84450159,6843029.90164738,5177535.65230728,4795051.92888733,8767388.29178185,5741179.76693841,4169057.75501635,6008655.5149101,6102548.82222982
"Amide-Neg-000017","Glycine","C2 H5 N O2",133605.443146863,129861.232674678,201245.00603571,189115.552903618,92157.9370190893,119080.359658147,122830.413589501,87028.1580095421,122724.308293621,105339.995417036,70767.8932083251,48709.2909867073,67118.8692006758,124561.473125437,89234.0812281049,103414.093744558,86810.5555113415,95357.3955766501,108145.535579173,106892.485482632,85835.7751841059,99537.8152833255,109736.742187614,100653.902102343
"Amide-Neg-000024","Crotonic acid","C4 H6 O2",3777163.08623139,3355780.61064657,11912832.7091322,2843833.21071692,7492468.17571111,5945202.30128098,6994263.81391058,4864175.51488027,NA,NA,NA,12025549.4699709,6311079.06436262,NA,9198055.33232087,12681602.7056086,8053045.40954254,4509016.63982686,4904442.25585728,NA,4712796.26490761,5108972.51146968,5065067.52682215,6144831.4439625
"Amide-Neg-000028","Crotonic acid","C4 H6 O2",2305548.43230463,4333231.8172821,3564548.91641675,1553496.25614771,10866576.0560626,8252783.47401679,10520163.3960129,2951082.87455027,1724941.22582997,1575370.23791022,582091.145337896,3373807.07443318,4905908.2189792,3170471.81892811,5319617.46391828,3245814.85895068,6279940.58685198,4842520.11247393,5829533.05753872,3194451.92811594,8563279.8929083,4621351.75639401,5248330.97879827,5653326.71655511
"Amide-Neg-000032","Pyruvic acid","C3 H4 O3",26484820.3706263,18097505.4899112,39628469.3442768,28361892.9502488,2127277.74035053,6445942.49226111,3323070.08843501,45647553.4103467,21054456.8621717,21380619.8333707,NA,44980682.7371334,18801897.3298945,2169629.16132654,61670828.9266609,30680920.9899522,39840956.3001309,40958891.8137654,75897370.7550973,34570744.3246462,31584813.4792985,26829239.9089076,1502327.54115056,30934319.4634215
"Amide-Neg-000033","Pyruvic acid","C3 H4 O3",NA,7546489.25363377,NA,33015143.6046661,43398965.6328445,14132211.7923583,41864982.0748558,40059973.4252041,1454476.22971027,21892447.7812562,19058093.6168899,NA,1552177.48801502,49212512.3397439,NA,NA,5207263.57543913,5573280.6438813,NA,1222116.53238159,30065129.6589246,NA,20356532.5944625,11655217.5303466
"Amide-Neg-000047","DL-Alanine","C3 H7 N O2",2796024.97777975,6950822.93431283,3263871.5358928,5606007.14472275,7550078.61505147,6464380.40830495,9975065.44098578,10681939.6585937,10275692.5628628,9252135.08202039,2359368.56544316,4507717.59483256,4175279.38336753,14164234.867892,8380919.01096441,3628393.83126454,7519279.44004752,8828941.92376876,10930690.845668,12863373.8348869,8713312.17161087,4738698.49608894,9132158.58581279,7709952.6473622
"Amide-Neg-000049","DL-Alanine","C3 H7 N O2",1377713.9626829,2608656.35868618,1396721.37375472,1711863.51485158,2048962.80294477,2337118.17868623,2744412.84552271,2220379.65511002,2422073.56270658,1877347.66575886,1081254.7274312,1938894.50988414,1615005.96774272,2175384.88994545,2345929.18725069,1403923.60752619,2125136.37731364,2252376.89674582,2413744.22889983,2463644.93174965,2113152.28903888,1513429.9412634,2473516.44939668,2724015.72678262
"Amide-Neg-000051","DL-Lactic Acid","C3 H6 O3",NA,NA,85481090.7396461,138204687.9712,NA,24830445.925055,NA,49771804.6893978,32125634.7427817,45192234.8268818,NA,108029379.922812,112267076.617858,72181054.4575265,NA,102185557.862283,123980906.103985,11568148.662542,55023303.7898044,378527806.86491,NA,13114453.2756464,195209409.436178,85456267.687588
"Amide-Neg-000057","DL-Lactic Acid","C3 H6 O3",696164.583819231,1148445.51464358,366187.315425602,784424.161128233,1001674.5622215,599113.339118601,680697.510124442,1634051.39356408,1192108.23402815,849615.922888987,651484.000773575,483163.880966991,768968.956689316,739055.781621981,459518.747343294,653569.653639293,659345.929911962,669262.116177246,1408944.00730662,948403.808388512,759090.702820184,558461.95288711,1005295.88140333,663060.157277052
"Amide-Neg-000059","Oxalic acid","C2 H2 O4",107291.501134962,200739.068303491,226720.891611744,158717.701717821,157533.760133958,136329.411748347,287510.594734144,222793.893077778,274487.863677039,224955.445365844,106745.726764606,181109.769472293,159562.789492214,382244.922865885,142777.592944992,101920.690542104,190779.908802964,417627.027076,269471.103486942,212114.626755872,294521.352912652,136769.648152936,312875.964935713,212410.506585471
"Amide-Neg-000066","L-(+)-Lactic acid","C3 H6 O3",5713696.66731765,6148307.06469565,6458786.74094481,7150464.57597739,10879806.8862232,7863344.83182804,7719981.60090631,6466450.71399933,8167204.85212943,4888134.72521828,5765970.59997121,6625458.17493548,6634278.36956117,5666987.32087748,6645723.66199534,5675846.73574989,7869407.88984003,6291826.8543348,5318857.17149845,7317891.7606868,10382706.2309318,7805100.49335202,10254747.6870367,9186429.85273939
"Amide-Neg-000076","Isobutyric acid","C4 H8 O2",155219.893613328,250709.735078824,NA,204727.023180373,271593.23840458,148878.868585272,260255.265033226,NA,421309.449496564,232260.23023059,150482.25349576,121279.803339933,105977.332258499,405638.528471784,NA,143829.690616954,347355.618832391,321871.25542332,404655.556607349,456363.400931428,286449.440965671,168002.401720071,390663.979472662,264503.41235769
"Amide-Neg-000078","Isobutyric acid","C4 H8 O2",244917.134597225,798951.250792053,474059.635938861,480856.515743815,1429884.42745581,843275.758032368,1235926.15634386,868104.434596584,799937.149024186,669776.396168543,341978.594283439,683273.65481513,440517.253567408,1556114.33949889,734696.719907592,369905.556683803,1083026.00451673,1198287.36855929,1226175.82445669,1290773.98309391,1062535.56263968,680186.061605174,965953.859950289,1149315.35322379
"Amide-Neg-000089","Methanesulfonic acid","C H4 O3 S",6638284.74484241,8019498.2338981,5960339.11833379,6792629.81355364,2578402.96195875,4712478.563592,9784612.18171613,9465678.11841255,6187140.95554704,8221943.82493026,6079899.72797272,7148581.64281952,6184458.95209095,6493216.13631729,8390363.12023167,5123129.056568,5441017.14949325,6602642.16625476,8662028.01725457,5820787.33535682,5403523.1582289,6682172.03070915,6265989.76216329,7338274.43095441
"Amide-Neg-000094","Levulinic Acid","C5 H8 O3",298787.744247045,610742.292643665,654337.271472778,296357.326632468,1261627.30034771,1061877.80906381,1487223.73212611,366378.981130367,289565.763600622,220234.138625829,NA,389099.514040826,574759.175450125,380369.66234292,795734.872943428,489858.747066304,939598.518139779,961429.83250547,871287.537617461,417208.061799635,990270.558805846,882163.803826122,807976.067021333,881866.907235851
"Amide-Neg-000097","Succinic anhydride","C4 H4 O3",15494267.0491007,NA,12940959.1105941,NA,NA,2483956.00753377,NA,NA,49146075.9609281,NA,NA,8439001.43437046,18813230.2965103,27537364.3637141,NA,16801175.2149939,NA,NA,53155172.9151341,27846695.4946711,NA,16492145.882492,NA,25930897.4900794
"Amide-Neg-000098","Succinic anhydride","C4 H4 O3",NA,NA,NA,NA,7232776.94286854,27849078.4938639,10278085.1703625,NA,NA,NA,NA,14795631.3338831,NA,8631848.29997004,15967781.7887606,NA,19028321.9189225,25391987.0007242,NA,NA,11169776.7550388,14148038.2344431,10142094.0592711,19629639.4898095
"Amide-Neg-000103","2,3-pentanedione","C5 H8 O2",658170.389234383,642483.784428557,645329.037046282,1536467.45914174,1051805.98903198,965647.055949742,1626571.26503457,395586.15819129,624835.626525157,1273020.36847892,616552.045505039,644701.372261489,733567.126975588,484588.451790434,618358.214427466,1523395.99896915,1141674.96590561,2515555.03122309,776145.296877091,929869.159014493,773191.944651679,1515702.03384866,970287.206676986,1213480.44762961
"Amide-Neg-000104","Ethyl acetoacetate","C4 H6 O3",9510743.88359423,22963243.1917915,12396989.4568103,NA,38615506.8950248,23554541.5920764,30554031.8358524,11039123.5569974,NA,NA,NA,10971162.1043357,17010110.764341,21432740.6726378,19435266.491948,13072741.3999288,23866429.9631078,19953591.1719026,19765904.8399181,10597812.9585096,31369557.9885961,17693909.3625706,21285335.4230085,22766754.2242052
"Amide-Neg-000108","2-Oxobutanoic acid","C4 H6 O3",894604.02794307,2686921.94148529,NA,NA,4673963.45386292,NA,3511911.98607732,NA,2561891.26774606,2241848.03660966,268176.471414794,1229954.72666904,NA,NA,1791531.19328561,747506.840759815,2897321.74803032,1392782.35214865,3265561.88583338,3511369.05336352,2935305.43598582,2030516.03139894,NA,2106776.98602333
"Amide-Neg-000109","Ethyl acetoacetate","C4 H6 O3",1421279.01678592,1552520.89959555,1525930.66661478,1785069.18382723,1116866.16606928,1284778.99997354,1342674.22251082,765906.481758,1635614.43863796,1479551.26472494,1518888.11618486,1715329.56052823,1875919.42339577,1092899.5116012,1617731.68640048,1328610.50349102,1805871.11465399,1962304.71730874,983205.254137988,779016.402748574,1086349.59603597,1337376.10388245,3143920.92371552,1717140.07747957
"Amide-Neg-000114","γ-Aminobutyric acid","C4 H9 N O2",1212669.39285611,1617159.74352693,1344230.06735291,1578336.09673414,1490487.24143545,1815993.07632479,2001931.49939619,2099659.82283142,2161532.04642757,2053304.72731288,1129026.92655123,2339589.80184194,1607768.97305768,2188202.5620308,1959756.90626398,1578645.88919795,1804488.40507554,2104314.00791592,2725306.60260391,2149997.30533765,1869004.8139782,1422740.66560448,2090719.70428403,2078624.54929072
"Amide-Neg-000115","γ-Aminobutyric acid","C4 H9 N O2",321685.122728497,11598.6453571286,660976.108248468,536029.641642161,1121705.38184915,485925.527323108,1255444.34700875,8170.24746933946,904378.223014902,1063167.32065359,355539.485705817,2530706.2253725,528788.070930184,832142.956363849,382174.344356119,484008.208101771,706106.551320075,960255.307276033,1947282.5126555,844420.236140373,563162.143777965,423263.150086084,712127.425493724,946285.931396057
"Amide-Neg-000116","Malonic acid","C3 H4 O4",469087.216063727,895766.787666147,430331.346308383,571905.400256939,909944.703972411,796867.023798192,1554539.04986457,556396.605863169,328402.013785107,1195107.15223921,NA,485586.364753639,744689.458998483,NA,1455161.23590414,411985.46636883,1253496.5968591,1360270.5939291,NA,1835594.19603351,871634.666536574,1413060.1824962,454790.810636488,1316062.06243047
"Amide-Neg-000118","3-Hydroxybutyric acid","C4 H8 O3",2335360.09108963,5468813.10712207,1293765.21388788,4390003.06520794,NA,1039745.97819211,1176121.28329681,1576562.39250682,9744739.773736,4138870.83824721,2364380.02009963,1008648.40928319,1138778.01898995,NA,NA,2530316.60635386,1859638.67512287,1804807.81955584,NA,5842768.30834542,1519962.21417954,1326381.32594843,2443567.32727187,2334753.16316921
"Amide-Neg-000119","d,l-Serine","C3 H7 N O3",2508476.5646769,6945380.66881513,2322503.9366987,3642268.57665201,6576697.41404442,6474073.28822575,11018782.0251624,6334815.99831,7127685.17631962,4881651.688437,1639643.66227304,2922820.9185234,3947778.46735909,9735963.47853806,4794131.22026485,2799776.23282079,9957671.76165381,6699070.70935859,12530681.560032,8617081.81600159,8038331.73567186,4389142.93990669,8496090.0115575,6985319.01850444
"Amide-Neg-000125","3-Hydroxybutyric acid","C4 H8 O3",NA,777482.828706124,NA,580209.996061386,335282.216181127,99370.8256805287,329132.112061528,530563.71057648,1747363.20180234,499721.024825474,405693.840363937,322475.395363735,288895.472565662,NA,184948.043137526,413239.856968789,477440.441678598,718966.477465835,562425.728296451,883100.373078102,466394.005519803,361895.30641382,378590.943532052,428708.002519481
"Amide-Neg-000127","d,l-Serine","C3 H7 N O3",498214.248208989,672478.317803325,503901.466614989,558712.51576824,595835.234714048,638819.936445782,672273.469117291,731193.550993239,799442.212965345,648165.982279783,328482.74472986,528882.537186749,660969.615729242,879849.554143224,798052.965275702,447142.874811796,706548.455286483,674139.279377648,815434.995793706,854385.534415557,599716.287362467,569182.911743373,775157.765956301,674664.999746445
"Amide-Neg-000129","D-Glyceric acid","C3 H6 O4",202894.665176283,269563.760781734,222169.80295807,273230.558425811,911877.251743849,547759.302768698,787779.060439722,984145.966287867,237283.698611852,253107.07614453,169184.515388223,326953.257836277,222724.30786138,260203.657892123,246942.051843312,187751.952461041,287680.134165213,182729.696720043,201925.55962437,243683.498274751,245453.54192278,130757.772418102,196812.748430004,228728.498905714
"Amide-Neg-000135","D-Glyceric acid","C3 H6 O4",682145.584536301,696354.262415719,1082446.94285363,947884.321619539,1872585.55443228,1474784.40417512,1803560.76168429,854897.973991427,630825.062076796,283228.78461086,446979.622182945,388930.105601791,397703.555556679,214955.515938629,902138.5399014,600849.057917684,502020.645486057,500033.279241138,534558.337711035,236647.816703735,715570.785345625,489248.998321038,671819.073621243,622578.488344202
"Amide-Neg-000136","Hypotaurine","C2 H7 N O2 S",1065088.19925976,2969003.29003182,1033373.48426578,840442.691666802,2109542.21151768,1826197.41406884,2245928.18694541,1643302.89191823,3375355.88673681,2643424.83719263,335436.626971561,707533.899010006,985880.586890511,4691731.53146011,1644993.96646875,955640.78183182,3087143.57319941,4005458.43018108,7090191.65495097,5690199.57957279,2787018.93316634,1606918.71849463,4340889.60768074,2400976.92343815
"Amide-Neg-000140","3-Hydroxy-1,2-dihydropyridin-2-one","C5 H5 N O2",459790.303487829,666434.313619733,403107.807328466,534220.339532012,733701.421749958,741163.551068662,732067.018255511,739082.846444038,803530.130877408,623909.50020288,459464.587033693,559899.214367494,485941.398085083,860695.291613486,622581.866933408,456369.128609665,853844.206671411,783508.583384288,1002456.68375079,725366.911335245,774650.657779241,628039.012735608,763744.082529141,719487.379353319
"Amide-Neg-000141","2,6-Dihydroxypyridine HCl","C5 H5 N O2",1866636.36700209,2575485.32916377,1252333.70665587,2556415.57709269,3019959.25820601,1943132.32867253,2408112.21875508,2557039.44914911,2604315.57530267,3313045.50538362,1655007.30842982,1696520.32102334,2414248.74218309,NA,2766400.33590242,2386614.92977558,2482090.02282761,3350497.33332985,2725784.58355255,3152716.87949677,2610276.80034684,2625602.73764666,2943310.60050883,2856578.15981606
"Amide-Neg-000142","Pyrrole-2-carboxylic acid","C5 H5 N O2",3348222.99491783,1479537.57668057,NA,4480045.49609227,1627820.64195671,2121358.1997028,2611870.35531016,781668.881461841,1026713.83608714,1350948.11414039,2732230.30968652,1271813.36351421,998262.529311395,1979908.96754071,3533853.01000052,1942688.08886352,959800.465930638,2290213.04372762,874036.815651654,902400.631783596,1751831.94645051,1918437.93119394,2131758.38343449,1176270.02714948
"Amide-Neg-000144","PYRROLE-2-CARBOXYLATE","C5 H5 N O2",197218.830281765,166371.771033052,89635.103973091,224616.719227754,147262.30701733,140827.788588184,172736.165278352,130498.867655034,NA,294264.875639815,242193.138040061,143922.99313541,180538.158890494,208747.65268842,153206.196780828,203535.636541263,97335.5717781923,174973.025286819,153519.662102364,NA,121420.408461642,172524.899605957,162734.607772619,172998.748217859
"Amide-Neg-000145","Histamine","C5 H9 N3",48816.9037929014,103159.984148104,5211.9560551641,33695.5009198539,117672.830328764,12762.3681127696,8949.42046675748,28745.0121551036,NA,6632.60228951029,NA,42725.6442993105,42782.9519146138,116155.112047187,31862.4328298299,86025.5213709033,NA,NA,156279.066434408,NA,91348.8553809683,64575.3935252379,84666.4247028321,45136.2456728815
"Amide-Neg-000149","2-Furoic acid","C5 H4 O3",1628427.9960881,4039168.52879065,630582.520124817,2412736.02165309,4082363.24613188,2180234.56465301,3927296.96857703,2559560.69108078,2109481.75917691,1104922.32598176,879300.119458003,1447294.12671714,1257386.06930371,12251084.9069022,1777324.11347768,1016834.04575606,3080210.32890749,1069051.35379545,5478070.41929139,1793197.47948224,2926573.13604119,1604456.0211497,NA,2338795.52503897
"Amide-Neg-000150","2-Furoic acid","C5 H4 O3",555225.291413227,3226407.0845377,282682.081747195,772665.824444855,1506275.77511481,1972924.72972152,1201790.61810324,2760923.72460119,1423146.53979249,812790.537091358,NA,448642.200241346,557491.452445062,3471651.16801065,539276.113065732,222432.214830668,1941719.85377748,2004952.91290923,2764762.98568741,3108635.00394594,1940483.93614375,863774.31418196,2107173.57106418,472552.414045231
"Amide-Neg-000158","Maleic hydrazide","C4 H4 N2 O2",622395.851745818,2997968.34080925,1414175.63347435,1408100.52703414,3510212.06530565,878156.115911597,3432640.83357097,940801.395688319,10858449.2462532,1287786.16507114,1150259.83581086,1631618.16215515,1040334.72592259,1144883.13091312,1767412.69610266,992510.641510215,2724479.56402958,2110384.68904849,3510654.31119794,5141535.21509097,1931837.4818948,580002.930359502,698939.542932478,1955540.95127997
"Amide-Neg-000160","Maleic hydrazide","C4 H4 N2 O2",682691.651954907,952677.513647281,645392.188182405,728366.270081538,903009.016859617,1025272.66197775,1062745.61997798,916262.041268972,670447.839893216,636783.911741834,616138.059347038,551645.487788004,682079.688789933,614132.36255158,737424.349058217,642830.706589157,858399.20603085,1036991.46066934,676600.476935732,440918.766580017,1042126.86149315,848401.698545765,1163136.31834911,743507.460679784
"Amide-Neg-000163","Creatine","C4 H9 N3 O2",535523.606358137,3740244.10405916,705562.308560006,614779.436518731,944730.474813529,491920.326098348,1610016.3419669,3065508.67829697,500289.693647948,560132.740370751,3180662.88439615,515338.635472631,616179.326657263,2844080.45848881,3461478.2424923,545560.868133483,438513.933207382,3561967.4489548,3503801.66088782,NA,1633981.12308134,546257.514580268,3862064.79101765,1690959.78859021
"Amide-Neg-000171","Glutaric anhydride","C5 H6 O3",NA,2560590.9096395,2656081.18429815,2128746.42897279,3939540.37688704,NA,4271354.91279919,3357548.52464228,2106647.18996306,2074129.89103381,1362684.54204126,2532125.38655912,2748168.72682445,2895241.97148506,3539861.20904623,2263948.31731347,3126468.5925143,3136671.83337199,1855434.70502047,2433152.409531,3300123.59842515,3046818.19678912,2685630.56621837,3322156.02078151
"Amide-Neg-000172","L-Aspartic acid","C4 H7 N O4",265984.530567588,507066.420764062,244107.747602649,379371.211632563,513492.813243654,382176.754481083,631939.490380094,639964.262123733,579745.600349665,294449.89929293,217260.791582936,524804.054294873,283841.094350466,740698.969603073,476719.047310289,326079.361686904,443220.620165593,615228.818207011,1036769.55718151,703927.889263405,465234.744815281,344783.171457643,567472.395634937,659844.85948877
"Amide-Neg-000174","D-Proline","C5 H9 N O2",3279526.78671597,6998249.39088733,3348778.99060006,5591401.89812268,8209768.10798141,8208086.28573623,7006767.00351981,9751757.46652156,9006636.15533732,6587537.17548209,2653557.52572575,5543200.54553151,5372262.90709701,11232592.7682519,6242948.60229816,4573042.97192115,7749450.48058891,6688560.11217966,11468155.1844772,10656126.6510183,7876644.81235721,4453909.142438,8454425.78220719,6658976.67134089
"Amide-Neg-000195","L-Malic acid","C4 H6 O5",NA,31184904.8798621,NA,25495620.3871334,31541195.8373159,31887359.7492113,34102848.5484158,36703116.2994917,37545264.2148966,26600816.6010523,NA,18626029.6758834,NA,69483039.1508284,20958642.1692628,NA,30235583.1358025,26263360.377323,55261295.798792,48333412.2685595,44831663.260543,14112657.5197929,31399887.5246257,34867369.8373665
"Amide-Neg-000196","Maleic acid","C4 H4 O4",5086789.92553377,7223892.89979582,2896138.48237367,6903133.33262552,7044332.30549521,6549087.61458986,7504243.64541422,2297322.54601596,6561416.54071704,4428593.39324244,2652773.65495354,1131928.40801112,3599837.23242128,3271418.24405953,4322062.90905152,4057553.50771407,5389866.24787207,6081127.79369266,7969749.05906454,2836188.18436261,4244692.03431404,6226461.10220647,7905515.86574099,6282815.06899683
"Amide-Neg-000198","Maleic acid","C4 H4 O4",308135.886436899,500997.39225597,357329.303897316,508266.551959414,521250.953852645,473463.808730259,591164.14606648,661867.912482943,594431.801420911,606251.432785533,317724.600025866,554658.324438882,376790.543568001,786625.714730203,495625.507981066,378582.048502158,479170.674440983,631236.465231963,793969.732911036,194864.17023171,482734.867533037,443145.132048488,578190.763144498,594118.610688684
"Amide-Neg-000199","L-Malic acid","C4 H6 O5",5516259.83412589,6478096.42864939,4327876.01604286,6478701.74959927,6623919.1270815,8047320.97636002,3661221.2831739,4835064.25074541,7318807.2576112,6554988.37348037,6937755.13386012,7659946.9663752,5736802.0453354,20628634.7523765,7518499.67298206,5570086.58851873,6496612.07068106,6793355.81908534,13791057.800291,9400356.27378744,4524956.58999665,5511545.15282278,6380471.3077334,6583738.281924
"Amide-Neg-000209","Methyl acetoacetate","C5 H8 O3",719516.153893089,565819.575657234,261817.293165698,636253.756918079,1154406.66985243,1201318.98977555,964563.8358872,785860.392553109,449582.351848016,269372.74861635,173626.185987936,642301.39388854,425507.016701022,1644573.39558833,894784.020674853,587314.812605373,1139788.95619553,690181.11603866,727075.629784835,965934.384958977,760765.260461455,398303.245797484,744653.252293112,542189.896271143
"Amide-Neg-000214","L-valine","C5 H11 N O2",5022489.95091204,10018663.7578444,4408517.11223892,7546644.39387251,11505417.302817,8500243.53030282,10229826.0346387,9060818.60694382,13151090.6290417,8586540.62366619,3734949.81543023,7017809.73789707,7144250.48557805,14355302.8047878,7871309.11260526,5505705.74558693,9333246.46129799,10796965.3029455,15612575.5681669,14990228.3707728,9805456.05119728,6871249.91477544,9622561.79707274,8507346.25871806
"Amide-Neg-000219","N-Acetylglycine","C4 H7 N O3",127280.430058767,169913.45083821,231408.610314226,252730.953270736,149438.293300291,343719.171671389,172595.150519562,112452.36160961,175522.34436426,159064.50841529,127507.45352203,52654.4631084883,106420.268821777,7581.67207396698,146959.543098469,116196.063164639,130309.703638458,155623.053697417,179271.195033368,129370.368682219,147157.614964736,310755.603515667,172211.036354564,84752.3424492759
"Amide-Neg-000220","L-Threonic acid-1,4-lactone","C4 H6 O4",39201197.3331922,61583206.2312113,38732283.4060637,42494700.6058484,80248467.8104448,52185939.3989579,98343866.6856298,59741613.0449328,72364239.4335122,65234108.3864649,23293430.8034663,32821808.2811582,51440472.1749994,110860599.830937,41080164.4808261,34324665.5119781,62370308.8591222,83994086.6687292,63482084.599433,95679739.7372251,64034352.2617067,64724614.8375431,69407703.3106185,71685885.1339049
"Amide-Neg-000221","Succinic acid","C4 H6 O4",2794485.56360892,4491325.21724231,3115624.70771087,6255952.62451314,6832373.54745595,6552676.72669603,12107761.9601319,4680637.49534631,4277180.32835719,6777737.57772599,2129660.92091488,2044884.74957011,7171904.12688046,3462183.49718431,8157827.0526893,2470869.45479868,5369260.36283939,6332763.90845666,973856.065953258,4206031.06656022,4546312.94656362,7820901.3407624,6552865.61505962,6909706.2548052
"Amide-Neg-000224","Succinic acid","C4 H6 O4",1160381.1910034,703277.045490154,1463833.28066448,1364203.64287782,450919.461095312,793753.729236718,747545.820544589,3473815.59738241,1790863.54395836,2021182.41196012,NA,2532440.08924839,1138297.02702547,2037890.66030628,1110557.97649219,851286.76478516,722257.176095516,1180058.40314204,920445.467230399,1802096.83026925,559845.450078507,658502.187237978,1004493.33870284,1380401.6024181
"Amide-Neg-000225","Methylmalonic acid","C4 H6 O4",NA,3971715.89130667,NA,NA,NA,NA,8824008.99389287,7689745.00572247,NA,NA,NA,4181461.89254609,NA,NA,7538585.74712805,NA,6877721.27018275,8996399.761919,NA,7707184.485719,6940014.40418465,NA,8445460.22686923,5940571.83365265
"Amide-Neg-000230","L-Threonic acid-1,4-lactone","C4 H6 O4",NA,NA,3923072.83352908,6550839.74274098,8838626.14222988,NA,9900814.89983093,NA,8308109.76960088,7717570.38088782,NA,NA,5450656.48555692,10228918.414217,6820515.3170124,4905477.36962357,7071130.62953246,8033627.04561679,8161235.65812114,7561082.83135802,7480309.34555163,6674849.54944853,7154488.188809,7537835.44666321
"Amide-Neg-000234","L-threonine","C4 H9 N O3",3437981.65089787,7627180.48559744,NA,6187234.4674845,7270027.70931082,7301505.30520502,5564770.92485488,9258202.37048793,24119198.5957574,12737563.1876041,NA,3097680.08542503,4459311.79047925,29784193.3332143,NA,7174979.17576237,10046282.6369597,7467130.81123268,27742425.6992306,23308415.3892589,8549645.68231085,4246412.59095357,9188335.47993903,9404.43103179024
"Amide-Neg-000235","D-Threonine","C4 H9 N O3",1192550.51405639,3159345.73921451,3365620.0804938,2499808.00869641,2732232.76264101,4240315.48081463,12292196.7076332,3402537.0139395,NA,4423010.58202327,6588680.5642202,2272063.70072294,2044808.1632069,8419617.82550487,9554202.75049721,2292605.29166967,NA,5197452.64315626,7357114.54336029,NA,3480092.21672524,2131536.46915107,4504283.09031337,5116647.03320013
"Amide-Neg-000237","L-threonine","C4 H9 N O3",360163.94261314,1368265.18337285,269210.59370179,1288630.96827121,1136063.18383954,1731949.67700026,1604020.06755056,2125937.17375421,2805818.02831741,2170466.87144949,NA,1616661.15115439,890370.673594385,4596130.94409406,848312.714402538,729922.209047642,1796716.24083131,2236686.50976094,3407228.38752372,2347779.23002906,1453796.40160919,841866.718445786,1653638.2841849,1711641.41294635
"Amide-Neg-000252","Meso-erythritol","C4 H10 O4",252949.204931773,390954.067763313,334244.906231738,538172.628355987,274513.499777046,295355.676402024,378747.439043955,665266.01657031,802826.47975446,477601.955911547,370723.519289413,257989.550444244,346821.768345553,472885.992477893,313521.54561954,296180.775259105,502240.604042745,574209.218306974,744362.60199562,792974.667455697,335427.882104402,307196.773584764,466471.44927035,546756.731081517
"Amide-Neg-000279","1,2,4-Trihydroxybenzene","C6 H6 O3",307926.940761198,123186.59438885,148027.76396736,81241.7756349196,NA,756092.861415147,344202.229597247,NA,NA,6358.87919275782,50558.8767650381,127566.605599216,NA,10247.394444479,201411.930159092,135184.101978922,276179.877065532,NA,NA,NA,NA,157647.457296568,152810.391568082,280213.796890447
"Amide-Neg-000286","L-Glutamic acid","C5 H9 N O4",2538711.49943824,3596995.70310335,2742017.30936344,3339344.53150004,3380737.87141551,4007005.85491375,4683149.56758986,4877045.82288576,4862918.11781191,4150171.85162763,2212742.49183523,4082893.919093,3182295.13053636,5423081.85263347,4386330.47385448,3040719.23294262,4207679.39801776,4553763.2944172,6768920.27601802,5131892.2183095,4702576.8073444,2993080.69530232,4507920.82709462,4648930.42413911
