gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,dropped_covariates,Compound.ID,Name,cell_type,n_samples,FDR_global,Super.Class,Class,Sub.Class,Pathways,KEGG,Exogenous_Flag,Annotation_Confidence,n_imputed,n_observed,too_few_observed,slope_full,p_full,slope_noimpute,p_noimpute,direction_same,sig_noimpute,imputation_sensitive,dfbetas_stable,imp_insensitive
UQCRH,-4.216708282866774,6.36391861547562,-6.923475116768501,6.586052381129864e-6,9.174285433766094e-4,4.14962966090993,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.09700681517723994,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-2.817450892463389,6.692269463370863e-4,-2.817450892463389,6.692269463370863e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPL5,-4.901749914336861,8.510466540028562,-8.232444680713549,8.960155575855842e-7,2.112233597947907e-4,6.095040319710344,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.027776692160287372,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.3735003632103706,5.118956166421081e-4,-3.3735003632103706,5.118956166421081e-4,TRUE,TRUE,FALSE,FALSE,TRUE
MLLT11,-3.6009153894008086,6.52580349546828,-7.477534657081173,2.756513174568376e-6,5.097648329382828e-4,4.98023067987341,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.05756177752148765,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-2.443127614079611,1.5365164574680147e-4,-2.443127614079611,1.5365164574680147e-4,TRUE,TRUE,FALSE,TRUE,TRUE
RPS27,-6.875027278994919,8.81350210930217,-9.605123020350424,1.3757966328760973e-7,8.533730983924622e-5,7.894077157797417,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.008078043024267128,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-4.552037022640502,4.4859709236256504e-4,-4.552037022640502,4.4859709236256504e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPS7,-5.22085317164399,6.993947027026188,-8.474220015114708,6.34372884655958e-7,1.6542112698570205e-4,6.372565273624885,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.022133537393670057,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.5003444704374584,3.759633666892623e-4,-3.5003444704374584,3.759633666892623e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPS27A,-5.067919826402424,8.535953698225892,-9.638319565946917,1.3181255580746043e-7,8.533730983924622e-5,7.9372933189704815,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.007846500692836496,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.483589202887751,1.8872161145058294e-4,-3.483589202887751,1.8872161145058294e-4,TRUE,TRUE,FALSE,FALSE,TRUE
TMSB10,-4.833029984405051,9.030698093733406,-11.087837684719497,2.2503777843878126e-8,7.935194175237058e-5,9.629588640512353,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.002336308626916187,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.2717967231558482,7.157142612026487e-5,-3.2717967231558482,7.157142612026487e-5,TRUE,TRUE,FALSE,FALSE,TRUE
COX5B,-4.590777436220815,5.148969667423308,-7.378350427488185,3.2121345752586045e-6,5.557280331526823e-4,4.592024185340813,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.06339786298078215,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.0857695354859334,5.1845945351976e-5,-3.0857695354859334,5.1845945351976e-5,TRUE,TRUE,FALSE,FALSE,TRUE
RPL31,-5.799911747366318,8.372094632321094,-10.56529076772211,4.1630024009706446e-8,7.935194175237058e-5,9.00109216721063,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.0036322000011910376,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.9304207296938096,1.2589510187031058e-4,-3.9304207296938096,1.2589510187031058e-4,TRUE,TRUE,FALSE,FALSE,TRUE
MZT2B,-5.36049958417422,5.900719043633258,-6.959269741603772,6.218061773202571e-6,8.89265741058277e-4,4.146826167251183,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.09388780597808444,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.4126629770624795,0.0011794328374523954,-3.4126629770624795,0.0011794328374523954,TRUE,TRUE,FALSE,FALSE,TRUE
EEF1B2,-5.192476894238999,7.323234578331394,-8.730396587474566,4.4324532599870503e-7,1.3780432946846696e-4,6.726533333290296,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.017394522773215272,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.4603023556011467,3.1583379193127973e-4,-3.4603023556011467,3.1583379193127973e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPL37A,-6.258048820045656,9.811637162839782,-11.244653243716336,1.8795683991543356e-8,7.935194175237058e-5,9.828460757028015,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.0020609455426104546,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-4.21279325826297,1.36115576639169e-4,-4.21279325826297,1.36115576639169e-4,TRUE,TRUE,FALSE,FALSE,TRUE
PTMA,-3.784107722597978,8.069806750183112,-9.011587578725505,3.015941774183371e-7,1.218285015347249e-4,7.140339301707472,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.013636593662868008,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-2.611974707217314,5.4790199760795866e-5,-2.611974707217314,5.4790199760795866e-5,TRUE,TRUE,FALSE,FALSE,TRUE
RPL32,-5.714412244388896,8.554439387326408,-10.001650812925456,8.308407726960534e-8,7.935194175237058e-5,8.371076690653783,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.005674330556149666,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.8810872392871554,2.1551496741941214e-4,-3.8810872392871554,2.1551496741941214e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPSA,-4.561391132643462,7.7624733729393816,-8.337365019193102,7.70670102929065e-7,1.878683528185716e-4,6.231524266925593,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.025128327576543867,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.1186724447299956,3.6788727789305065e-4,-3.1186724447299956,3.6788727789305065e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPL14,-4.546978061463484,7.634935790615746,-8.946642478924508,3.293890121673524e-7,1.218285015347249e-4,7.034475190184962,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.014390825965065902,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.1379790847593267,1.3549546693382168e-4,-3.1379790847593267,1.3549546693382168e-4,TRUE,TRUE,FALSE,FALSE,TRUE
TMA7,-5.089922295155393,5.901436105079106,-8.105741407781471,1.0767341785207233e-6,2.333141575517834e-4,5.725561073461412,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.03152898391355489,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.3967824980134944,2.091069156348546e-4,-3.3967824980134944,2.091069156348546e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPL29,-5.773767416588155,7.5695788739627234,-8.740668887547969,4.3698669959460626e-7,1.3780432946846696e-4,6.746565227085355,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.017224319472255802,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.789579072755169,5.295413646911971e-4,-3.789579072755169,5.295413646911971e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPL24,-4.782925887951608,8.21821043962841,-9.050364080360923,2.8619273304029475e-7,1.218285015347249e-4,7.189114579359082,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.013139042047523107,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.238471982852685,2.9821632240272113e-4,-3.238471982852685,2.9821632240272113e-4,TRUE,TRUE,FALSE,FALSE,TRUE
EIF4A2,-2.950450431709769,7.08922147084832,-7.516615668632709,2.596177818114968e-6,4.842887526452373e-4,5.060579070833924,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.05534323962341138,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-2.022907279137401,2.6138762656016722e-05,-2.022907279137401,2.6138762656016722e-05,TRUE,TRUE,FALSE,FALSE,TRUE
RPL35A,-5.261684823382253,8.214418007229508,-9.335716810477978,1.9556399167612463e-7,1.0232289632771283e-4,7.546832946628843,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.010211723846940357,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.532094432049488,2.7102255765031313e-4,-3.532094432049488,2.7102255765031313e-4,TRUE,TRUE,FALSE,FALSE,TRUE
ATP5ME,-6.163022329859352,5.259649928546048,-8.572186053306188,5.526091123524156e-7,1.5598119313400024e-4,5.897719242319565,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.020122639187829687,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.8541931465185884,1.4515511554327932e-4,-3.8541931465185884,1.4515511554327932e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPL9,-5.313612040274643,8.367863301417433,-8.524615456977338,5.908230618023914e-7,1.6136926480240192e-4,6.496312165707217,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.021071890012922184,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.5872134461610714,6.446357279964688e-4,-3.5872134461610714,6.446357279964688e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPL34,-5.699622102486217,8.778334975976476,-9.544223426640364,1.4886668785560406e-7,8.533730983924622e-5,7.826677209742036,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.008490499220902267,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.8079370336864673,3.922900085754235e-4,-3.8079370336864673,3.922900085754235e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPS3A,-5.236086987628159,8.657520436553567,-8.676298401438252,4.778090272059101e-7,1.400859436964341e-4,6.705047565322502,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.01828398658638559,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.505507161128313,6.338299715389364e-4,-3.505507161128313,6.338299715389364e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPL37,-5.481722497278894,8.499308882205046,-10.436176799319162,4.864392505827173e-8,7.935194175237058e-5,8.872940728627082,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.004031171800309759,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.7356672953499106,1.2490952984351786e-4,-3.7356672953499106,1.2490952984351786e-4,TRUE,TRUE,FALSE,FALSE,TRUE
BTF3,-4.080083264158402,6.315190763999011,-7.215412187758458,4.141262701394758e-6,6.484552370096375e-4,4.586954333486906,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.0734236846315204,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-2.759255849768826,4.795771332404312e-4,-2.759255849768826,4.795771332404312e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPS23,-5.239725096537862,8.65547436335748,-10.055238202807223,7.770129271195256e-8,7.935194175237058e-5,8.442424979413689,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.005459218068264344,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.540623486016297,1.6226487033853498e-4,-3.540623486016297,1.6226487033853498e-4,TRUE,TRUE,FALSE,FALSE,TRUE
COX7C,-4.922903027348368,6.736827640042839,-8.67162284102517,4.809273705226737e-7,1.400859436964341e-4,6.596627553790036,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.018390229591897768,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.228916052536598,2.725236558633386e-4,-3.228916052536598,2.725236558633386e-4,TRUE,TRUE,FALSE,FALSE,TRUE
UQCRQ,-5.055355203951174,5.193364561692384,-7.266491802440289,3.82279159570625e-6,6.14242777843694e-4,4.437126479792708,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.07005189859666187,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.1985295100200086,2.685725460722893e-4,-3.1985295100200086,2.685725460722893e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPS14,-4.675002770510575,8.184561367930039,-7.967070278422968,1.319477152852474e-6,2.7853487944723063e-4,5.718599423865825,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.03604155763250837,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.118332153278044,9.065256153478609e-4,-3.118332153278044,9.065256153478609e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RACK1,-4.673430679403067,7.338402708750915,-7.733290464427339,1.8688397567358957e-6,3.7467617253736856e-4,5.374069405472472,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.044901656082642516,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.1485341214369753,6.838495506212011e-4,-3.1485341214369753,6.838495506212011e-4,TRUE,TRUE,FALSE,FALSE,TRUE
TUBB2A,-4.842814242807492,7.429124929535732,-7.761613923764906,1.7910191668446083e-6,3.6591374444905274e-4,5.4125722441017485,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.04374519051522663,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.230472970123239,8.515541753604655e-4,-3.230472970123239,8.515541753604655e-4,TRUE,TRUE,FALSE,FALSE,TRUE
TUBB2B,-4.131684816607803,8.407734559648087,-7.373131677889353,3.2382064210369794e-6,5.557280331526823e-4,4.840551669984713,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.06373701970950281,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-2.7931547911051364,0.001245919181175063,-2.7931547911051364,0.001245919181175063,TRUE,TRUE,FALSE,TRUE,TRUE
H4C3,-7.310661686582918,7.233049885276898,-11.839319123270354,9.66895900473024e-9,7.935194175237058e-5,9.936276531521518,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.0012606750545233318,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-4.675681205424433,1.0066053357991504e-4,-4.675681205424433,1.0066053357991504e-4,TRUE,TRUE,FALSE,FALSE,TRUE
TUBB,-3.2712834828124646,7.974913688453227,-7.443962067524383,2.902587940496285e-6,5.271098584396147e-4,4.951871224329803,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.05938027353110392,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-2.27873598962906,2.2619926652432028e-4,-2.27873598962906,2.2619926652432028e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPS18,-5.962605649068899,8.940867170536299,-10.49845828738038,4.511569489297879e-8,7.935194175237058e-5,8.965030682229468,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.0038445721712490138,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-4.013215709601767,1.7694225529024405e-4,-4.013215709601767,1.7694225529024405e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPS10,-5.333446799329235,8.02766954158205,-10.096589726268327,7.380102489179221e-8,7.935194175237058e-5,8.448438435256614,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.00527865202954613,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.5852242870093782,1.49401928068855e-4,-3.5852242870093782,1.49401928068855e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPL10A,-5.290608716434439,7.836044016334612,-9.883357977227524,9.641805560375312e-8,8.533730983924622e-5,8.187801143572155,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.006297122748313265,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.5654099141922364,1.295700048750203e-4,-3.5654099141922364,1.295700048750203e-4,TRUE,TRUE,FALSE,FALSE,TRUE
HSP90AB1,-3.977963976295576,7.2159756108791155,-8.668183273862493,4.832351218318163e-7,1.400859436964341e-4,6.6483241005511156,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.0184544378266549,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-2.707071610363812,6.436952175577231e-5,-2.707071610363812,6.436952175577231e-5,TRUE,TRUE,FALSE,TRUE,TRUE
EEF1A1,-4.517279697324807,9.84018649661248,-9.19887021177776,2.3449098491578653e-7,1.117844579647434e-4,7.402550090718518,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.01159696318605041,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.1086279368152856,2.5143666931255304e-4,-3.1086279368152856,2.5143666931255304e-4,TRUE,TRUE,FALSE,FALSE,TRUE
COX7A2,-4.650409461324111,6.317565797129624,-8.448972472268455,6.574559710147762e-7,1.6627758101561962e-4,6.278591431168628,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.02260156436715577,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.1098656381005694,1.7876936247325032e-4,-3.1098656381005694,1.7876936247325032e-4,TRUE,TRUE,FALSE,FALSE,TRUE
CD24,-3.8630606793898616,7.325338569119178,-8.606550871806537,5.26635447441319e-7,1.50631781580149e-4,6.575977221656224,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.019518916728186616,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-2.6164372160653,1.0071250630665973e-4,-2.6164372160653,1.0071250630665973e-4,TRUE,TRUE,FALSE,FALSE,TRUE
MARCKS,-3.377213551494336,7.4349670996486825,-7.339683003544053,3.4106942415421146e-6,5.671799447252825e-4,4.798905699856329,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.06564264427683644,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-2.301621512222451,2.915561535801626e-4,-2.301621512222451,2.915561535801626e-4,TRUE,TRUE,FALSE,FALSE,TRUE
FABP7,-4.112744295796537,7.478445754385803,-7.0939389295614905,5.01621343250362e-6,7.513723591557496e-4,4.425462978147194,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.08233536564454576,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-2.7686235311331155,0.0012026881190899774,-2.7686235311331155,0.0012026881190899774,TRUE,TRUE,FALSE,FALSE,TRUE
RPS12,-5.861718988268047,8.24413752948481,-8.864348292617983,3.68562519291951e-7,1.2699364059282002e-4,6.945225903230856,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.015378731647915131,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.9192228502742297,5.079381964956599e-4,-3.9192228502742297,5.079381964956599e-4,TRUE,TRUE,FALSE,FALSE,TRUE
PPIA,-4.2710700248661615,7.028294704867052,-8.520251856030836,5.944657591708365e-7,1.6136926480240192e-4,6.4449305569220625,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.021166717246729833,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-2.8941291012427106,1.7257178039432457e-4,-2.8941291012427106,1.7257178039432457e-4,TRUE,TRUE,FALSE,TRUE,TRUE
CHCHD2,-4.300548317112554,5.820995688123644,-7.2263550378756944,4.070757995579696e-6,6.458580739910393e-4,4.560250597900218,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.072712976434319,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-2.8354387130298053,3.211378147083777e-4,-2.8354387130298053,3.211378147083777e-4,TRUE,TRUE,FALSE,FALSE,TRUE
ATP5MF,-5.607325391456883,5.32281733870623,-8.140475866875152,1.0236486623395018e-6,2.3115064320533676e-4,5.515201522088032,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.03046773461399437,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.595696286640629,5.7001672560943e-5,-3.595696286640629,5.7001672560943e-5,TRUE,TRUE,FALSE,FALSE,TRUE
ATP6V1F,-5.366510839548423,4.578696701462445,-6.96416956231332,6.1693973196130645e-6,8.89265741058277e-4,3.81895729077101,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.09340197234591492,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.4039136711438354,8.698438778961496e-5,-3.4039136711438354,8.698438778961496e-5,TRUE,TRUE,FALSE,FALSE,TRUE
SNHG6,-5.4453477887589425,6.829428464563933,-9.246036167892333,2.202201238002976e-7,1.0986423478520894e-4,7.320136519769987,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.011131732662554268,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.6036094453781615,2.2868220127770177e-4,-3.6036094453781615,2.2868220127770177e-4,TRUE,TRUE,FALSE,FALSE,TRUE
KCNB2,2.5936234382942382,8.537349541856775,6.905268463466529,6.781951466531267e-6,9.32605274743774e-4,4.08753792074873,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.09863565746512837,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,1.8100100197758824,6.634667424096182e-4,1.8100100197758824,6.634667424096182e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPL7,-5.614012967369924,8.019804489024217,-9.660024575423622,1.2818086724333808e-7,8.533730983924622e-5,7.933546502184067,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.00767704811139531,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.772475770430154,2.5389657493052326e-4,-3.772475770430154,2.5389657493052326e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPL30,-5.061221299830781,8.30993361062488,-8.125650625713263,1.045959983820047e-6,2.333141575517834e-4,5.9442586613892665,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.030951952021484916,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.388705097701079,9.230534064542822e-4,-3.388705097701079,9.230534064542822e-4,TRUE,TRUE,FALSE,FALSE,TRUE
LY6H,-4.8065175885862725,5.439147202176414,-7.377268080013983,3.217523528333253e-6,5.557280331526823e-4,4.6522214291408845,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.06346928746286555,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.132559361427012,1.0563021351539345e-4,-3.132559361427012,1.0563021351539345e-4,TRUE,TRUE,FALSE,FALSE,TRUE
RPL8,-4.8147458181303895,7.21848906078924,-8.407541706552028,6.972808769372577e-7,1.7193183186273622e-4,6.299670465177389,,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.02348650843649481,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,0,11,FALSE,-3.2080970833308076,3.8096014503716626e-4,-3.2080970833308076,3.8096014503716626e-4,TRUE,TRUE,FALSE,FALSE,TRUE
