Name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Compound.ID,Sub.Class,Class,Direction,FDR_label
"1,2-Dioleoyl-Sn-Glycero-3-Phosphatidylcholine",-0.10697285920573041,16.356582369794896,-0.8685855825437269,0.39935682528664185,0.7711718005535153,-5.464298100164584,Amide-Pos-002307,Glycerophosphocholines,Glycerophospholipids,Decreases with GW,
L-Aspartic Acid,-0.1923919651946647,17.718490779203748,-1.1017347142726885,0.2813434028918719,0.6603235745348338,-5.624805575323344,C18-Pos-000393,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
Glycerophosphocholine,0.05360420667314143,23.89088597287179,1.0978666163690398,0.2829958176577859,0.6603235745348338,-5.628852299465286,Amide-Pos-001017,Glycerophosphocholines,Glycerophospholipids,Increases with GW,
L-Glutamic Acid,-0.07878176590423991,18.656947824296065,-1.001239626674351,0.3269696692534402,0.7124655957655761,-5.717876822065964,Amide-Pos-000319,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
1-Methyladenosine,-0.048923039501517086,20.38973336867576,-0.9923377895883065,0.33078759803401747,0.7124655957655761,-5.734255591954056,Amide-Pos-001132,NA,Purine nucleosides,Decreases with GW,
"1,2-Dieicosenoyl-Sn-Glycero-3-Phosphocholine",-0.019017058674981796,18.639715475178985,-0.6638107053385319,0.5155306947529434,0.8689505068058546,-5.806503903029329,C8-Pos-004898,Glycerophosphocholines,Glycerophospholipids,Decreases with GW,
2-Oleoyl-1-Palmitoyl-Sn-Glycero-3-Phosphocholine,-0.03130769922378124,21.36522412059556,-0.8913790519954837,0.3822172458037094,0.7644344916074188,-5.815343226552859,Amide-Pos-002276,Glycerophosphocholines,Glycerophospholipids,Decreases with GW,
Tryptophan,-0.053543143760461015,24.69071967628978,-0.8984796779043054,0.37772477032830476,0.7644344916074188,-5.81975473593945,Amide-Pos-000761,Indolyl carboxylic acids and derivatives,Indoles and derivatives,Decreases with GW,
Histamine,0.00847406827472608,15.919690361591458,0.05269917533579027,0.9587513730330728,0.9764165721684734,-5.8556111900623815,Amide-Neg-000145,Amines,Organonitrogen compounds,Increases with GW,
N-Acetylglutamic Acid,-0.024482691858275625,22.74737018484568,-0.8275551315084573,0.41595583404619474,0.7764508902195635,-5.879098573836361,C18-Pos-000763,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
N-Acetyl-L-Aspartic Acid,0.031085014084274366,19.807231740514208,0.777321445275836,0.4444525077637278,0.8028819495086695,-5.918344613028564,Amide-Neg-000557,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Increases with GW,
L-Phenylalanine,-0.041307076420292965,19.564217378874535,-0.6868272564709301,0.4986779566198434,0.8689505068058546,-5.983132586874333,C18-Pos-000721,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
1-Palmitoyl-Sn-Glycero-3-Phosphocholine,-0.06438619698913227,21.18481616938112,-0.5996902527067888,0.5544851984047124,0.8721434689335931,-5.993210900340159,C8-Pos-002038,Glycerophosphocholines,Glycerophospholipids,Decreases with GW,
Υ-L-Glutamyl-L-Glutamic Acid,0.022019261578510058,18.192457227400784,0.6408908534912842,0.5275770934178403,0.8689505068058546,-6.013076496642902,Amide-Pos-001105,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Increases with GW,
Dl-Dipalmitoylphosphatidylcholine,0.10956172078905269,20.65357293496219,0.5899397257409633,0.560663658600167,0.8721434689335931,-6.043945678527026,C8-Pos-003901,Glycerophosphocholines,Glycerophospholipids,Increases with GW,
Methyl L-Tryptophanate,-0.0015009995822679056,26.95235417491872,-0.0412040954130518,0.9675158898688667,0.9764165721684734,-6.070867918758541,C18-Pos-001113,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
1-Octadecanoyl-2-Octadecenoyl-Sn-Glycero-3-Phosphocholine,-0.013578360694675478,25.569136078224886,-0.5394248569076969,0.594490201893445,0.8767133173886421,-6.072098404513808,Amide-Pos-002309,Glycerophosphocholines,Glycerophospholipids,Decreases with GW,
Adenosine,0.025544209430301237,20.765941570468925,0.5232519860113625,0.6055262521377818,0.8767133173886421,-6.080592842836863,Amide-Pos-001066,NA,Purine nucleosides,Increases with GW,
Phenylacetylglutamine,-0.052576103147793124,16.269157944932378,-0.4881960244482061,0.6297764234144314,0.8767133173886421,-6.098137070904688,C18-Pos-001439,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
Adenosine 3'5'-Cyclic Monophosphate,0.022011618708722768,22.627849160121098,0.4722791086097507,0.6409308997177277,0.8767133173886421,-6.10570957110631,C18-Pos-002092,Cyclic purine nucleotides,Purine nucleotides,Increases with GW,
Dl-Glutamine,-0.009690114857442986,18.42502439514712,-0.4709313869642434,0.6418793930881129,0.8767133173886421,-6.106339447107325,Amide-Pos-000475,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
Cytidine 5'-Diphosphocholine,0.036448653971851055,21.95161207489548,0.4323698298144217,0.6692759418688184,0.8923679224917579,-6.123612338625071,Amide-Pos-001779,Pyrimidine ribonucleotides,Pyrimidine nucleotides,Increases with GW,
D-Tyrosine,0.024432538649782714,18.45675128552039,0.39504502316148993,0.6962474424656162,0.9067408553040583,-6.138948013352687,Amide-Neg-000781,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Increases with GW,
2'-Deoxyadenosine,0.044031877881834304,17.207697122992784,0.31109042821654737,0.7587473543165959,0.9442189298162083,-6.151198811469094,Amide-Pos-000996,Purine 2'-deoxyribonucleosides,Purine nucleosides,Increases with GW,
L-Glutamine,0.02428528563621229,23.756432634449652,0.35282541266469303,0.7272538472247967,0.9255958055588321,-6.154647935907837,Amide-Neg-000486,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Increases with GW,
N-Nervonoyl-D-Erythro-Sphingosylphosphorylcholine,-0.016703200835386036,26.2428910583317,-0.2501896161375626,0.804538560981939,0.9764165721684734,-6.185483063151293,C8-Pos-004641,Phosphosphingolipids,Sphingolipids,Decreases with GW,
Glycine,-0.012304766727823139,18.323511091278213,-0.1986019969105842,0.8442222103244792,0.9764165721684734,-6.19703870691126,Amide-Neg-000011,"Amino acids, peptides, and analogues",Carboxylic acids and derivatives,Decreases with GW,
1-Hexadecanoyl-2-Octadecadienoyl-Sn-Glycero-3-Phosphocholine,-0.03206825678352066,17.78181992180986,-0.19282009432728167,0.8486983406858162,0.9764165721684734,-6.198168906032617,C8-Pos-004099,Glycerophosphocholines,Glycerophospholipids,Decreases with GW,
"1-Hexadecanoyl-2-(5z,8z,11z,14z-Eicosatetraenoyl)-Sn-Glycero-3-Phosphocholine",0.010737831092980326,21.99159874020512,0.11498379935071094,0.9094004620432375,0.9764165721684734,-6.210140106653822,C8-Pos-004336,Glycerophosphocholines,Glycerophospholipids,Increases with GW,
1-Myristoyl-Sn-Glycero-3-Phosphocholine,-0.0032731610692979403,22.923544806231664,-0.06563904928325105,0.9482008945401617,0.9764165721684734,-6.214596661814593,Amide-Pos-001743,Glycerophosphocholines,Glycerophospholipids,Decreases with GW,
N6-Succinyladenosine; Lc-Tdda; Ce10,0.0027618960103296766,16.284893588803236,0.046452756286794863,0.9633442124352181,0.9764165721684734,-6.214603109714196,C18-Pos-002703,NA,Purine nucleosides,Increases with GW,
2-(Alpha-D-Mannopyranosyl)-L-Tryptophan,-0.0019777411436984705,16.321648509897138,-0.053032899167672405,0.958138189217228,0.9764165721684734,-6.2153448529627315,C18-Pos-002507,Indolyl carboxylic acids and derivatives,Indoles and derivatives,Decreases with GW,
Adenosine 5'-Diphosphate,0.0018446578088873013,25.655251031300047,0.03549735689863725,0.9719724200620941,0.9764165721684734,-6.2161213166842755,Amide-Pos-001677,Purine ribonucleotides,Purine nucleotides,Increases with GW,
"1,2-Dipentadecanoyl-Sn-Glycero-3-Phosphocholine",0.0018481770366933661,18.95712464640971,0.02986686364008738,0.9764165721684734,0.9764165721684734,-6.21630540005702,Amide-Pos-002176,Glycerophosphocholines,Glycerophospholipids,Increases with GW,
