pathway,pval,padj,log2err,ES,NES,size,leadingEdge,analysis
Activation of NMDA receptors and postsynaptic events (Reactome),0.0045995400459954,0.22572288225722884,0.2133879230180531,0.7893700787401575,2.150541748062526,5,Adenosine 5'-Diphosphate;L-Glutamic Acid;Glycine;Guanosine 5'-Diphosphate (Gdp),Astrocyte-Immature
Post NMDA receptor activation events (Reactome),0.0045995400459954,0.22572288225722884,0.2133879230180531,0.7893700787401575,2.150541748062526,5,Adenosine 5'-Diphosphate;L-Glutamic Acid;Glycine;Guanosine 5'-Diphosphate (Gdp),Astrocyte-Immature
Tryptophan catabolism (Reactome),0.006199380061993801,0.22572288225722884,0.183397180948084,0.5923115497860987,1.9586604727638837,10,L-Histidine;L-Kynurenine;L-Glutamic Acid;L-Valine;Tryptophan;L-(-)-Methionine,Astrocyte-Immature
"Trans-sulfuration, one-carbon metabolism and related pathways (WikiPathways)",0.008099190080991902,0.22572288225722884,0.16014698350927883,0.4501389297471866,1.8094900802661555,23,"Phosphoserine;L-Ornithine;Ophthalmate;Glycine;L-Glutathione (Reduced);O-Phosphocolamine;L(+)-Ornithine;Sarcosine;Cytidine 5'-Diphosphocholine;L-(-)-Methionine;Putrescine;2-Oxobutanoic Acid;L-Glutathione Oxidized;Cytidine 2'_3'-Cyclic Phosphate;L-Serine;Cytidine 2',3'-Cyclic Monophosphoric Acid;Taurine;Choline",Astrocyte-Immature
Urea cycle (Reactome),0.008799120087991202,0.22572288225722884,0.15355353685909953,0.6987739773856378,2.001440853281841,6,Adenosine 5'-Diphosphate;L-Glutamic Acid;L-Ornithine;L(+)-Ornithine;N-Acetylglutamic Acid,Astrocyte-Immature
Methionine Metabolism (KEGG),0.010198980101989802,0.22572288225722884,0.142470368773132,0.49352219900162647,1.8520297385783278,17,Adenosine 5'-Diphosphate;L-Glutamic Acid;1-Aminocyclopropanecarboxylic Acid;Glycine;5'-S-Methyl-5'-Thioadenosine;Sarcosine;L-(-)-Methionine;Putrescine;2-Oxobutanoic Acid;Adenosine,Astrocyte-Immature
Nitrogen metabolism (KEGG),0.010298970102989701,0.22572288225722884,0.14176653797590688,0.5411634244259179,1.8735336422512445,12,Adenosine 5'-Diphosphate;L-Histidine;Biotin;L-Glutamic Acid;Glycine;Asparagine,Astrocyte-Immature
Histidine metabolism (KEGG),0.0122987701229877,0.22572288225722884,0.12954746755009747,0.5633780579046275,1.8629829751568592,10,Adenosine 5'-Diphosphate;L-Histidine;1-Methylhistidine;L-Glutamic Acid,Astrocyte-Immature
Carnosine metabolism of glial cells (WikiPathways),0.012398760123987601,0.22572288225722884,0.12901539272412768,0.7280327546804489,1.9834357484085101,5,Adenosine 5'-Diphosphate;L-Histidine;Beta-Alanine,Astrocyte-Immature
Glutathione conjugation (Reactome),0.012798720127987202,0.22572288225722884,0.12694980276989196,0.7246354284335019,1.9741801506570618,5,Adenosine 5'-Diphosphate;L-Glutamic Acid;Glycine;L-Glutathione (Reduced),Astrocyte-Immature
Glutathione synthesis and recycling (Reactome),0.012798720127987202,0.22572288225722884,0.12694980276989196,0.7246354284335019,1.9741801506570618,5,Adenosine 5'-Diphosphate;L-Glutamic Acid;Glycine;L-Glutathione (Reduced),Astrocyte-Immature
Synthesis of Leukotrienes (LT) and Eoxins (EX) (Reactome),0.015798420157984203,0.255407792554078,0.11404766663142915,0.7071353254644926,1.9265032712770973,5,Adenosine 5'-Diphosphate;L-Glutamic Acid;Glycine;L-Glutathione (Reduced),Astrocyte-Immature
Paracetamol ADME (Reactome),0.017798220177982202,0.2656042088098883,0.1073213162511205,0.7013375993450133,1.9107080791364572,5,Adenosine 5'-Diphosphate;L-Glutamic Acid;Glycine;L-Glutathione (Reduced),Astrocyte-Immature
Azathioprine ADME (Reactome),0.025297470252974703,0.3414058594140586,0.08963764947620609,0.6348306210891994,1.818293154985372,6,Adenosine 5'-Diphosphate;L-Glutamic Acid;L-Glutathione (Reduced);Guanosine 5'-Diphosphate (Gdp),Astrocyte-Immature
Branched-chain amino acid catabolism (Reactome),0.0263973602639736,0.3414058594140586,0.08769719232856345,0.6723605310356284,1.831763618465679,5,Adenosine 5'-Diphosphate;L-Glutamic Acid;L-Valine,Astrocyte-Immature
Histidine catabolism (Reactome),0.031096890310968902,0.3577002299770023,0.08059249007647792,0.5636944319331196,1.754313372819847,8,Adenosine 5'-Diphosphate;L-Histidine;L-Glutamic Acid,Astrocyte-Immature
Glucose metabolism (Reactome),0.032396760323967606,0.3577002299770023,0.07890358414389557,0.5149105367793241,1.702710196624577,10,"Adenosine 5'-Diphosphate;L-Glutamic Acid;Guanosine 5'-Diphosphate (Gdp);Dihydroxyacetone Phosphate;D-Fructose-1,6-Bisphosphate;Citric Acid;D-Glucose",Astrocyte-Immature
"Alanine, aspartate and glutamate metabolism (KEGG)",0.0372962703729627,0.3577002299770023,0.07334465138579482,0.3930649415302004,1.5800613223982976,23,N-Acetyl-L-Aspartic Acid;Adenosine 5'-Diphosphate;Biotin;N-Acetyl-D-Glucosamine 6-Phosphate;L-Glutamic Acid;Γ-Aminobutyric Acid;Glycine;Asparagine;L-Glutathione (Reduced);Guanosine 5'-Diphosphate (Gdp);L-Glutathione Oxidized;Malonic Acid,Astrocyte-Immature
Amino acid transport across the plasma membrane (Reactome),0.038196180381961806,0.3577002299770023,0.07244046740442227,0.4003113449957686,1.577982153017648,21,L-Histidine;L-Glutamic Acid;L-Ornithine;Γ-Aminobutyric Acid;Glycine;Asparagine;L-Valine;L(+)-Ornithine;L-Hydroxyproline;Tryptophan;L-(-)-Methionine,Astrocyte-Immature
Synthesis of UDP-N-acetyl-glucosamine (Reactome),0.0385961403859614,0.3577002299770023,0.07204867664570204,0.6473204914946311,1.7635451087243472,5,Adenosine 5'-Diphosphate;N-Acetyl-D-Glucosamine 6-Phosphate;L-Glutamic Acid,Astrocyte-Immature
Nicotinate metabolism (Reactome),0.040395960403959603,0.3577002299770023,0.07035736141753197,0.5698421241602181,1.708049625556709,7,Adenosine 5'-Diphosphate;L-Glutamic Acid,Astrocyte-Immature
Nicotinamide salvaging (Reactome),0.0420957904209579,0.3577002299770023,0.0688594151123592,0.6389041097787175,1.7406157113033178,5,Adenosine 5'-Diphosphate;L-(+)-Lactic Acid;Pyruvic Acid,Astrocyte-Immature
Methionine de novo and salvage pathway (WikiPathways),0.0435956404359564,0.3577002299770023,0.06761016403656743,0.4711439089554355,1.631122732853138,12,L-Glutamic Acid;L-Ornithine;5'-S-Methyl-5'-Thioadenosine;L(+)-Ornithine;L-(-)-Methionine;Putrescine;Adenosine,Astrocyte-Immature
TP53 Regulates Metabolic Genes (Reactome),0.04459554044595541,0.3577002299770023,0.06681209315249766,0.6352460647208756,1.7306498171998344,5,Adenosine 5'-Diphosphate;L-Glutamic Acid;L-Glutathione (Reduced);Guanosine 5'-Diphosphate (Gdp),Astrocyte-Immature
Glyoxylate metabolism and glycine degradation (Reactome),0.04609539046095391,0.3577002299770023,0.06566333893211565,0.5359488215852557,1.6679642934021501,8,Glycine;Glycolic Acid;L-Hydroxyproline;Sarcosine,Astrocyte-Immature
Arsenic metabolism and reactive oxygen species generation (WikiPathways),0.050594940505949405,0.3775160945443917,0.06252454095011548,0.6220472440944882,1.6946912528373024,5,"L-Glutathione (Reduced);L-Glutathione Oxidized;Cytidine 2'_3'-Cyclic Phosphate;Cytidine 2',3'-Cyclic Monophosphoric Acid",Astrocyte-Immature
Glutamate and glutamine metabolism (Reactome),0.05679432056794321,0.4080777107474438,0.05881737072163819,0.48344396946944634,1.5986563053478005,10,N-Acetyl-L-Aspartic Acid;Adenosine 5'-Diphosphate;L-Glutamic Acid;L-Ornithine;L(+)-Ornithine,Astrocyte-Immature
Gluconeogenesis (Reactome),0.062193780621937804,0.4156727184424414,0.05604299460649974,0.5148514851485149,1.6023057781762182,8,"Adenosine 5'-Diphosphate;L-Glutamic Acid;Guanosine 5'-Diphosphate (Gdp);Dihydroxyacetone Phosphate;D-Fructose-1,6-Bisphosphate;D-Glucose",Astrocyte-Immature
tRNA modification in the nucleus and cytosol (Reactome),0.0654934506549345,0.4156727184424414,0.05451571338508231,0.5685641202055456,1.6284914646465412,6,5'-S-Methyl-5'-Thioadenosine;Guanine;L-(-)-Methionine,Astrocyte-Immature
Trans-sulfuration pathway (WikiPathways),0.07029297070292971,0.4156727184424414,0.052485005744846026,0.505907750668789,1.574471348542195,8,Adenosine 5'-Diphosphate;L-Glutamic Acid;L-Glutathione (Reduced);L-(-)-Methionine,Astrocyte-Immature
Sialic acid metabolism (Reactome),0.07069293070692931,0.4156727184424414,0.05232495865480885,0.5621301775147929,1.6100632515680797,6,Adenosine 5'-Diphosphate;Uridine 5'-Diphosphate;Cytidine 5'-Triphosphate,Astrocyte-Immature
"Valine, leucine and isoleucine degradation (KEGG)",0.0715928407159284,0.4156727184424414,0.05196964842133634,0.48711386311459653,1.567072853415812,9,Adenosine 5'-Diphosphate;Biotin;L-Glutamic Acid;L-Valine;Ethyl Acetoacetate,Astrocyte-Immature
Metabolism of folate and pterines (Reactome),0.0785921407859214,0.4156727184424414,0.04941265903593212,0.5879400480480534,1.601770389755848,5,Adenosine 5'-Diphosphate;L-Glutamic Acid;Glycine,Astrocyte-Immature
Pyruvate metabolism (Reactome),0.07939206079392061,0.4156727184424414,0.04914159594205312,0.46382061152633297,1.5337656315799943,10,Adenosine 5'-Diphosphate;L-Glutamic Acid;L-Glutathione (Reduced),Astrocyte-Immature
Urea cycle and related diseases (WikiPathways),0.0826917308269173,0.4156727184424414,0.04806418603462517,0.5470267605829546,1.5668037761871765,6,L-Glutamic Acid;L-Ornithine;L(+)-Ornithine;N-Acetylglutamic Acid,Astrocyte-Immature
Glutathione metabolism (WikiPathways),0.0842915708429157,0.4156727184424414,0.04756407101582593,0.5170767309142956,1.5498901874336153,7,"L-Glutamic Acid;Glycine;L-Glutathione (Reduced);L-Glutathione Oxidized;Cytidine 2'_3'-Cyclic Phosphate;Cytidine 2',3'-Cyclic Monophosphoric Acid",Astrocyte-Immature
Orexin receptor pathway (WikiPathways),0.0856914308569143,0.4156727184424414,0.04713766655556934,0.5158102766798419,1.5460941067487568,7,L-Glutamic Acid;D-(+)-Glucose;Progesterone;Arachidonic Acid;2-Arachidonoyl Glycerol;D-Glucose,Astrocyte-Immature
Glucose homeostasis (WikiPathways),0.0872912708729127,0.4156727184424414,0.04666258066864363,0.41026222083683883,1.4732390121044256,14,L-Histidine;L-Ornithine;L-Valine;L(+)-Ornithine;D-(+)-Glucose;L-(-)-Methionine,Astrocyte-Immature
Glycolysis (Reactome),0.0877912208779122,0.4156727184424414,0.046516703606142074,0.5138339920948616,1.5401703745389912,7,"Adenosine 5'-Diphosphate;Dihydroxyacetone Phosphate;D-Fructose-1,6-Bisphosphate;Citric Acid;D-Glucose",Astrocyte-Immature
Arachidonic Acid Metabolism (KEGG),0.0898910108989101,0.4156727184424414,0.04591694994335832,0.5404339250493096,1.5479204594022942,6,L-Glutamic Acid;L-Glutathione (Reduced);Dl-Dipalmitoylphosphatidylcholine;L-Glutathione Oxidized;1-Myristoyl-Sn-Glycero-3-Phosphocholine;Arachidonic Acid,Astrocyte-Immature
Late SARS-CoV-2 Infection Events (Reactome),0.08999100089991001,0.4156727184424414,0.04588889823293002,0.5118577075098814,1.5342466423292258,7,Adenosine 5'-Diphosphate;D-(+)-Glucose;Uridine 5'-Diphosphate;D-Glucose,Astrocyte-Immature
Translation of Structural Proteins (Reactome),0.08999100089991001,0.4156727184424414,0.04588889823293002,0.5118577075098814,1.5342466423292258,7,Adenosine 5'-Diphosphate;D-(+)-Glucose;Uridine 5'-Diphosphate;D-Glucose,Astrocyte-Immature
The phototransduction cascade (Reactome),0.09359064093590641,0.42224614747827544,0.04490820199039163,0.5726917357814154,1.5602282373484049,5,Adenosine 5'-Diphosphate;Guanosine 5'-Diphosphate (Gdp);L-(-)-Methionine,Astrocyte-Immature
Pyruvate metabolism (KEGG),0.09679032096790322,0.4267573242675733,0.04408127817292084,0.46581724845205874,1.4985604393080887,9,Adenosine 5'-Diphosphate;Biotin;L-Glutathione (Reduced);Guanosine 5'-Diphosphate (Gdp),Astrocyte-Immature
Creatine metabolism (Reactome),0.10078992100789921,0.4313959908356991,0.043101603890193116,0.47961366102602504,1.4926396495342162,8,Adenosine 5'-Diphosphate;L-Ornithine;Glycine;L(+)-Ornithine,Astrocyte-Immature
