pathway,pval,padj,log2err,ES,NES,size,leadingEdge,analysis
Metabolic disorders of biological oxidation enzymes (Reactome),0.019498050194980503,0.7349163817795437,0.10243522735019109,0.5438486876091262,1.9368450619052648,9,Vitamin D3;Glycine;L-(-)-Methionine;L-Glutamic Acid;Progesterone;L-Pyroglutamic Acid;Arachidonic Acid,IN-CGE-Immature
Metabolism overview (WikiPathways),0.025397460253974602,0.7349163817795437,0.08945608635508519,0.42461608269192574,1.8170679993006944,18,L-Ornithine;D-(+)-Glucose;Pyruvic Acid;Palmitic Acid;3-Hydroxybutyric Acid;L-Glutamic Acid;Glucose 1-Phosphate;Citric Acid;Ethyl Acetoacetate;L-Glutamine;L(+)-Ornithine;D-Glucose;D-Ribose 5-Phosphate;L-Aspartic Acid;Dihydroxyacetone Phosphate,IN-CGE-Immature
KEGG:map01120 (KEGG),0.03469653034696531,0.7349163817795437,0.07614923653705905,0.5564795742630702,1.839625358113533,7,2-Furoic Acid;Isobutyric Acid;Mesaconic Acid,IN-CGE-Immature
Purine ribonucleoside monophosphate biosynthesis (Reactome),0.040195980401959805,0.7349163817795437,0.07053972885275515,0.4811133200795229,1.7669861211278408,10,"Glycine;L-Glutamic Acid;Guanosine-5'-Monophosphate;L-Glutamine;D-Fructose-1,6-Bisphosphate;Adenosine 5'-Diphosphate;L-Aspartic Acid;5'-Xanthylic Acid;Guanosine 5'-Diphosphate (Gdp)",IN-CGE-Immature
Class C/3 (Metabotropic glutamate/pheromone receptors) (Reactome),0.05679432056794321,0.7349163817795437,0.05881737072163819,0.5217929422471931,1.724957343697258,7,L-Lysine;L-Ornithine,IN-CGE-Immature
T cell modulation in pancreatic cancer (WikiPathways),0.06579342065793421,0.7349163817795437,0.05438247049770977,0.5116686969404806,1.6914883373592364,7,L-Ornithine;Dl-Arginine,IN-CGE-Immature
MTHFR deficiency (WikiPathways),0.07179282071792821,0.7349163817795437,0.05189157667794327,0.5686180274850009,1.7042777935858817,5,Cytidine 5'-Diphosphocholine;L-(-)-Methionine;Nervonic Ceramide,IN-CGE-Immature
Warburg effect modulated by deubiquitinating enzymes and their substrates (WikiPathways),0.0770922907709229,0.7349163817795437,0.04993190986140309,0.5285996055226825,1.665614739258204,6,"D-(+)-Glucose;Pyruvic Acid;Dl-Lactic Acid;D-Glucose 6-Phosphate;D-Fructose-1,6-Bisphosphate;D-Glucose",IN-CGE-Immature
Cysteine and methionine catabolism (WikiPathways),0.08239176082391761,0.7349163817795437,0.04815952745077677,0.40047511895146903,1.57748064313677,13,2-Oxobutanoic Acid;Pyruvic Acid;Glycine;Hypotaurine;L-(-)-Methionine;L-Glutamic Acid;Adenosine,IN-CGE-Immature
Gluconeogenesis (Reactome),0.0893910608939106,0.7349163817795437,0.046057890915803285,0.4673267326732673,1.6056553980780832,8,"Pyruvic Acid;L-Glutamic Acid;D-Fructose-1,6-Bisphosphate;D-Glucose;Adenosine 5'-Diphosphate;Guanosine 5'-Diphosphate (Gdp);Dihydroxyacetone Phosphate",IN-CGE-Immature
Modified nucleosides derived from tRNA as urinary cancer markers (WikiPathways),0.09619038096190381,0.7349163817795437,0.044233286582938125,0.44089587710505174,1.570192264579035,9,Pseudouridine;Cytidine;Inosine;Adenosine;7-Methylguanosine,IN-CGE-Immature
Glucose homeostasis (WikiPathways),0.10008999100089991,0.7349163817795437,0.043268951360153345,0.37927750166464,1.524461885758904,14,L-Lysine;L-Ornithine;D-(+)-Glucose;Pyruvic Acid;L-(-)-Methionine;3-Hydroxybutyric Acid;L(+)-Ornithine;L-Valine;L-Histidine;D-Glucose,IN-CGE-Immature
Free fatty acid receptors (Reactome),0.11408859114088592,0.7349163817795437,0.040209889749397786,0.4964581024269148,1.56433702217537,6,"Palmitic Acid;Myristic Acid;7(Z),10(Z),13(Z),16(Z)-Docosatetraenoic Acid;Palmitoleic Acid;Docosahexaenoic Acid",IN-CGE-Immature
"Metabolism of ingested SeMet, Sec, MeSec into H2Se (Reactome)",0.11858814118588142,0.7349163817795437,0.039339066170931865,0.398406374501992,1.5014621336681213,11,"2-Oxobutanoic Acid;Pyruvic Acid;Glycine;Histamine;Adenosine;D,L-Serine;Sarcosine;L-Serine;Dl-Alanine",IN-CGE-Immature
Nucleotide biosynthesis (Reactome),0.12478752124787522,0.7349163817795437,0.038213943370970165,0.3946351380183478,1.4872495880370995,11,"Glycine;L-Glutamic Acid;Guanosine-5'-Monophosphate;L-Glutamine;D-Fructose-1,6-Bisphosphate;Adenosine 5'-Diphosphate;L-Aspartic Acid;5'-Xanthylic Acid;Guanosine 5'-Diphosphate (Gdp)",IN-CGE-Immature
Late SARS-CoV-2 Infection Events (Reactome),0.12838716128387162,0.7349163817795437,0.03759665920792369,0.45849802371541504,1.5157152752440075,7,D-(+)-Glucose;D-Glucose;Adenosine 5'-Diphosphate;Uridine 5'-Diphosphate,IN-CGE-Immature
Translation of Structural Proteins (Reactome),0.12838716128387162,0.7349163817795437,0.03759665920792369,0.45849802371541504,1.5157152752440075,7,D-(+)-Glucose;D-Glucose;Adenosine 5'-Diphosphate;Uridine 5'-Diphosphate,IN-CGE-Immature
Nitrogen metabolism (KEGG),0.1362863713628637,0.7349163817795437,0.036324698224653826,0.3772175180197834,1.4559340570224852,12,"Asparagine;Pyruvic Acid;Glycine;L-Glutamic Acid;L-Glutamine;Biotin;D,L-Serine;L-Histidine;Adenosine 5'-Diphosphate;L-Aspartic Acid",IN-CGE-Immature
Organic anion transporters (Reactome),0.14308569143085692,0.7349163817795437,0.03531101094402161,0.47317626034194,1.4909760530625167,6,Pyruvic Acid;N-Acetyl-Neuraminic Acid;L-Glutamic Acid;Citric Acid,IN-CGE-Immature
Lysine degradation (KEGG),0.1464853514648535,0.7349163817795437,0.03482941557460117,0.4465133068657365,1.4760958713230712,7,L-Lysine;2-Oxoadipic Acid;L-2-Aminoadipic Acid;L-Glutamic Acid,IN-CGE-Immature
Mitochondrial biogenesis (Reactome),0.1466853314668533,0.7349163817795437,0.03480157969323568,0.5,1.4986139299205015,5,Palmitic Acid;Arachidonic Acid;Adenosine 5'-Diphosphate;Linoleic Acid,IN-CGE-Immature
