pathway,pval,padj,log2err,ES,NES,size,leadingEdge,analysis
Biogenic amine synthesis (WikiPathways),0.008099190080991902,0.9653870591776802,0.16014698350927883,0.6009538306302531,2.2326718929236953,7,Tryptophan;Γ-Aminobutyric Acid;L-Glutamic Acid;L-Histidine;Acetylcholine;Choline,EN-Newborn
beta-Alanine metabolism (KEGG),0.013098690130986902,0.9653870591776802,0.12546307449003974,0.5237401626489524,2.114857388503615,9,1-Methylhistidine;D-Pantothenic Acid;L-Glutamic Acid;Beta-Alanine;Anserine;L-Histidine,EN-Newborn
Biomarkers for urea cycle disorders (WikiPathways),0.0163983601639836,0.9653870591776802,0.1119013821886713,0.48840571861573084,2.042579526236768,10,L-(-)-Methionine;L-Glutamic Acid;Beta-Alanine;N-Acetylglutamic Acid;Creatine;L-Glutamine;L-Threonine;L-Aspartic Acid;L-Ornithine,EN-Newborn
Synthesis of PC (Reactome),0.031896810318968107,0.9653870591776802,0.07954104976990437,0.5215887460205311,1.9378136448253311,7,Cytidine 5'-Diphosphocholine;Cytidine 5'-Triphosphate;Acetylcholine;Choline;S-Adenosyl-L-Homocysteine,EN-Newborn
Aspartate and asparagine metabolism (Reactome),0.0336966303369663,0.9653870591776802,0.0773124512019339,0.47268102435701864,1.9086811133805217,9,N-Acetyl-L-Aspartic Acid;L-Glutamic Acid;Beta-Alanine;Hypotaurine;L-Glutamine;L-Aspartic Acid;Taurine;N-Acetyl-1-Aspartylglutamic Acid,EN-Newborn
Role of carnosine in muscle contraction (WikiPathways),0.037896210378962104,0.9653870591776802,0.07273832314898826,0.5416370968227381,1.9087220294694665,6,Γ-Aminobutyric Acid;Beta-Alanine;Anserine;L-Histidine,EN-Newborn
Glutamate and glutamine metabolism (Reactome),0.0765923407659234,0.9653870591776802,0.05010828060671096,0.4049389680372335,1.6935101575644365,10,N-Acetyl-L-Aspartic Acid;L-Glutamic Acid;L-Glutamine;Pyruvic Acid;Dl-Alanine;L-Aspartic Acid;N-Acetyl-1-Aspartylglutamic Acid;L-Ornithine,EN-Newborn
Urea cycle and metabolism of amino groups (WikiPathways),0.09249075092490751,0.9653870591776802,0.04520197850268961,0.3919597460252434,1.6392292756302285,10,L-Glutamic Acid;Sarcosine;N-Acetylglutamic Acid;Creatine;Creatinine;Phosphocreatine;L-Aspartic Acid;L-Ornithine,EN-Newborn
MTHFR deficiency (WikiPathways),0.10668933106689331,0.9653870591776802,0.04175478081354874,0.49410513382721805,1.6451996395912356,5,L-(-)-Methionine;Cytidine 5'-Diphosphocholine;Choline;S-Adenosyl-L-Homocysteine,EN-Newborn
Biomarkers for pyrimidine metabolism disorders (WikiPathways),0.11478852114788521,0.9653870591776802,0.04007121873555771,0.33508332226945714,1.55614123352312,14,Cytosine;Cytidine;Cytidine 5'-Triphosphate;Beta-Alanine;Uridine Monophosphate;Creatine;Cytidine 5'-Diphosphate;Phosphocreatine,EN-Newborn
Tryptophan catabolism (Reactome),0.11948805119488051,0.9653870591776802,0.039170573577989184,0.37353102638878943,1.5621578491717791,10,Tryptophan;L-(-)-Methionine;L-Glutamic Acid;L-Kynurenine;L-Histidine,EN-Newborn
Histidine metabolism (KEGG),0.12008799120087991,0.9653870591776802,0.03905925194396204,0.3730771704586465,1.5602597615871403,10,1-Methylhistidine;L-Glutamic Acid;Beta-Alanine;Anserine;L-Histidine,EN-Newborn
"Cerebral organic acidurias, including diseases (WikiPathways)",0.127987201279872,0.9653870591776802,0.03766401961587815,0.4769563382514355,1.5881000663037277,5,Tryptophan;N-Acetyl-L-Aspartic Acid;2-Oxoadipic Acid;L-Aspartic Acid,EN-Newborn
Arginine and proline metabolism (KEGG),0.13358664133586642,0.9653870591776802,0.0367473484524694,0.31795065593607286,1.5053794101156521,15,L-Glutamic Acid;Creatine;L-Glutamine;S-Adenosyl-L-Homocysteine;Phosphocreatine;Pyruvic Acid;D-Proline;Dl-Alanine;L-Aspartic Acid;L-Ornithine;Succinic Acid,EN-Newborn
NAD biosynthesis II from tryptophan (WikiPathways),0.13438656134386562,0.9653870591776802,0.03662086039453541,0.44084588856813256,1.5535351327429827,6,Tryptophan;L-Glutamic Acid;L-Kynurenine;L-Glutamine;Dl-Alanine,EN-Newborn
Tryptophan metabolism (KEGG),0.13438656134386562,0.9653870591776802,0.03662086039453541,0.4407636498597839,1.5532453246127402,6,Tryptophan;L-Glutamic Acid;L-Kynurenine;S-Adenosyl-L-Homocysteine;Dl-Alanine,EN-Newborn
Urea cycle and related diseases (WikiPathways),0.1426857314268573,0.9653870591776802,0.03536873467581311,0.4355921950491375,1.5350211856470204,6,L-Glutamic Acid;N-Acetylglutamic Acid;L-Glutamine;L-Aspartic Acid;L-Ornithine,EN-Newborn
Amino Sugar Metabolism (KEGG),0.17128287171282872,0.9653870591776802,0.03173753958601542,0.2941416987222933,1.4173931546704204,16,Udp-Β-D-Glucose (Sodium Salt);N-Acetyl-D-Glucosamine 6-Phosphate;Udp-N-Acetylglucosamine;Xylose;L-Glutamic Acid,EN-Newborn
Class C/3 (Metabotropic glutamate/pheromone receptors) (Reactome),0.1815818418158184,0.9653870591776802,0.030631967350842806,0.3897796859433003,1.448114821608763,7,Γ-Aminobutyric Acid;L-Glutamic Acid;D-(+)-Tryptophan;D-Glucose,EN-Newborn
GABA metabolism (aka GHB) (WikiPathways),0.19188081191880813,0.9653870591776802,0.029610258382548948,0.33690825317745843,1.4089964018253112,10,Γ-Aminobutyric Acid;L-Glutamic Acid;N-Acetylputrescine;Beta-Alanine,EN-Newborn
Pyrimidine metabolism (WikiPathways),0.19238076192380762,0.9653870591776802,0.02956259964734679,0.32529187301718665,1.4017994708793087,11,Cytidine;Cytidine 5'-Triphosphate;Beta-Alanine;Uridine Monophosphate;Cytidine 5'-Diphosphate;L-Glutamine,EN-Newborn
Histidine catabolism (Reactome),0.1962803719628037,0.9653870591776802,0.029196637937507458,0.362548023441149,1.4063973243040098,8,L-Glutamic Acid;Beta-Alanine;Anserine;L-Histidine;S-Adenosyl-L-Homocysteine,EN-Newborn
Cysteine and methionine catabolism (WikiPathways),0.201979802019798,0.9653870591776802,0.0286794225686965,0.30364922031834884,1.3780040114969496,13,L-(-)-Methionine;L-Glutamic Acid;Hypotaurine;Adenosine;S-Adenosyl-L-Homocysteine;Pyruvic Acid;L-Serine;Taurine;2-Oxobutanoic Acid;Dl-Glutamine,EN-Newborn
Metabolic reprogramming in pancreatic cancer (WikiPathways),0.20567943205679431,0.9653870591776802,0.02835430047567093,0.3775098304811193,1.4025296867375572,7,"N-Acetyl-D-Glucosamine 6-Phosphate;Udp-N-Acetylglucosamine;D-Fructose 1,6-Bisphosphate;Pyruvic Acid;D-Ribose 5-Phosphate;Dl-Glutamine",EN-Newborn
Serine biosynthesis (Reactome),0.2091790820917908,0.9653870591776802,0.028054047629782194,0.4230495441057121,1.408609038527692,5,L-Glutamic Acid;Phosphoserine;Pyruvic Acid;L-Serine,EN-Newborn
Methionine metabolism leading to sulfur amino acids and related disorders (WikiPathways),0.21057894210578942,0.9653870591776802,0.02793586485414363,0.35513223863803417,1.377629990791273,8,L-(-)-Methionine;Hypotaurine;Sarcosine;Adenosine;S-Adenosyl-L-Homocysteine;Taurine,EN-Newborn
KEGG:map01100 (KEGG),0.21847815218478153,0.9653870591776802,0.02728851658568352,0.27719734325433887,1.3357426659607057,16,Xylose;Υ-L-Glutamyl-L-Glutamic Acid;D-(-)-Mannitol;D-Mannitol 1-Phosphate;Maleic Acid;D-(+)-Arabitol,EN-Newborn
Purine metabolism and related disorders (WikiPathways),0.22007799220077992,0.9653870591776802,0.0271612837153758,0.25329918658384265,1.327546381441962,21,Uric Acid;L-(-)-Methionine;Xanthosine;N6-Succinyladenosine; Lc-Tdda; Ce10;L-Glutamic Acid;2'-Deoxyadenosine;Adenosine;L-Glutamine;Hypoxanthtine;Inosine;D-Ribose 5-Phosphate;L-Aspartic Acid;Inosine-5'-Monophosphate (Imp);Adenine,EN-Newborn
Metabolism overview (WikiPathways),0.22377762223777622,0.9653870591776802,0.026871811746650077,0.2660872805500505,1.3279350890204493,18,Udp-Β-D-Glucose (Sodium Salt);L-Glutamic Acid;D-Glucose;Dihydroxyacetone Phosphate;L-Glutamine;Palmitic Acid;Pyruvic Acid;D-Ribose 5-Phosphate;L-Aspartic Acid;L-Ornithine;Succinic Acid;D-(+)-Glucose;Glucose 1-Phosphate,EN-Newborn
Pyrimidine biosynthesis (Reactome),0.23527647235276472,0.9653870591776802,0.026011943452914618,0.40827680690665114,1.359420919943662,5,L-Glutamic Acid;Uridine Monophosphate;L-Glutamine;L-Aspartic Acid,EN-Newborn
Vitamin B12 metabolism (WikiPathways),0.23567643235676433,0.9653870591776802,0.02598305991670699,0.3431444175349432,1.331126801052165,8,L-(-)-Methionine;D-Glucose;Creatinine;S-Adenosyl-L-Homocysteine;L-Serine;D-(+)-Glucose;L-Ascorbic Acid,EN-Newborn
Diseases of nucleotide metabolism (Reactome),0.24757524247575244,0.9653870591776802,0.025152749451795558,0.3791093434330283,1.3359763569243568,6,2'-Deoxyadenosine;Adenosine;Hypoxanthtine;Inosine;Adenine,EN-Newborn
Nicotinate and nicotinamide metabolism (KEGG),0.25577442255774424,0.9653870591776802,0.02461103434678258,0.3346229093761405,1.2980701423512788,8,"L-Glutamic Acid;Maleic Acid;2,6-Dihydroxypyridine Hcl;L-Glutamine;S-Adenosyl-L-Homocysteine",EN-Newborn
