pathway,n_hits,set_size,odds_ratio,pval,hit_names,padj,pathway_source
Cori cycle (WikiPathways),6,9,6.167652661284354,0.009687867572778099,Pyruvic Acid;Dl-Alanine;Dl-Lactic Acid;Dihydroxyacetone Phosphate;D-Glucose;D-Glucose 6-Phosphate,0.4716849148178583,WikiPathways
Lactate shuttle in glial cells (WikiPathways),5,7,7.664451909113288,0.012650428549341432,Pyruvic Acid;Dl-Lactic Acid;D-Glucose 6-Phosphate;Udp-Β-D-Glucose (Sodium Salt);Glucose 1-Phosphate,0.4716849148178583,WikiPathways
Lysine catabolism (Reactome),5,7,7.664451909113288,0.012650428549341432,2-Oxoadipic Acid;L-Glutamic Acid;L-2-Aminoadipic Acid;L-Saccharopine;Guanosine 5'-Diphosphate (Gdp),0.4716849148178583,Reactome
"Cerebral organic acidurias, including diseases (WikiPathways)",4,5,12.1844843739519,0.015508545684305618,2-Oxoadipic Acid;L-2-Aminoadipic Acid;Tryptophan;L-Aspartic Acid,0.4716849148178583,WikiPathways
Metabolism overview (WikiPathways),9,18,3.1165708155536493,0.01823238330150933,Pyruvic Acid;L-Ornithine;Dihydroxyacetone Phosphate;Citric Acid;D-Glucose;L-Glutamic Acid;Udp-Β-D-Glucose (Sodium Salt);L-Aspartic Acid;Glucose 1-Phosphate,0.4716849148178583,WikiPathways
Glucose metabolism (Reactome),6,10,4.616377671010063,0.019245586145351042,Pyruvic Acid;Dihydroxyacetone Phosphate;Citric Acid;D-Glucose;L-Glutamic Acid;Guanosine 5'-Diphosphate (Gdp),0.4716849148178583,Reactome
Tryptophan catabolism (Reactome),6,10,4.616377671010063,0.019245586145351042,Pyruvic Acid;Dl-Alanine;L-Glutamic Acid;Leucine;Tryptophan;L-(-)-Methionine,0.4716849148178583,Reactome
Gluconeogenesis (Reactome),5,8,5.099907011671122,0.026953423703877617,Pyruvic Acid;Dihydroxyacetone Phosphate;D-Glucose;L-Glutamic Acid;Guanosine 5'-Diphosphate (Gdp),0.4716849148178583,Reactome
Glyoxylate metabolism and glycine degradation (Reactome),5,8,5.099907011671122,0.026953423703877617,Pyruvic Acid;Dl-Alanine;Sarcosine;L-Hydroxyproline;L-Aspartic Acid,0.4716849148178583,Reactome
Sensory perception of taste (Reactome),5,8,5.099907011671122,0.026953423703877617,Citric Acid;D-Glucose;L-Glutamic Acid;Guanosine 5'-Diphosphate (Gdp);L-Aspartic Acid,0.4716849148178583,Reactome
