pathway,n_hits,set_size,odds_ratio,pval,hit_names,padj,pathway_source
"Metabolism of ingested SeMet, Sec, MeSec into H2Se (Reactome)",3,11,4.687167094201249,0.046763768238581464,Dl-Alanine;2-Oxobutanoic Acid;Sarcosine,0.6779012715389982,Reactome
Amino acid metabolism pathway excerpt: histidine catabolism extension (WikiPathways),2,7,4.898000071237249,0.09698836566640169,Dl-Alanine;Citric Acid,0.6779012715389982,WikiPathways
Selenocompound metabolism (KEGG),2,7,4.898000071237249,0.09698836566640169,Dl-Alanine;2-Oxobutanoic Acid,0.6779012715389982,KEGG
Glyoxylate metabolism and glycine degradation (Reactome),2,8,4.077289536516934,0.12307661073342314,Dl-Alanine;Sarcosine,0.6779012715389982,Reactome
Methionine Metabolism (KEGG),3,17,2.650908933381501,0.13910334573090777,2-Oxobutanoic Acid;Sarcosine;1-Aminocyclopropanecarboxylic Acid,0.6779012715389982,KEGG
Cori cycle (WikiPathways),2,9,3.48973840618733,0.15064823267695704,Dl-Alanine;D-Glucose 6-Phosphate,0.6779012715389982,WikiPathways
"mRNA, protein, and metabolite inducation pathway by cyclosporin A (WikiPathways)",2,9,3.48973840618733,0.15064823267695704,Dl-Alanine;Leucine,0.6779012715389982,WikiPathways
Alanine and aspartate metabolism (WikiPathways),2,10,3.0488483728870683,0.17932764300215065,Dl-Alanine;Citric Acid,0.6779012715389982,WikiPathways
Defective SLC6A19 causes Hartnup disorder (HND) (Reactome),2,10,3.0488483728870683,0.17932764300215065,Dl-Alanine;Leucine,0.6779012715389982,Reactome
Tryptophan catabolism (Reactome),2,10,3.0488483728870683,0.17932764300215065,Dl-Alanine;Leucine,0.6779012715389982,Reactome
Urea cycle and metabolism of amino groups (WikiPathways),2,10,3.0488483728870683,0.17932764300215065,Sarcosine;Creatinine,0.6779012715389982,WikiPathways
Variant SLC6A14 may confer susceptibility towards obesity (Reactome),2,12,2.430828843856642,0.23873785407370324,Dl-Alanine;Leucine,0.6779012715389982,Reactome
Metabolic reprogramming in colon cancer (WikiPathways),2,14,2.018276612375611,0.2991603330453829,Citric Acid;D-Glucose 6-Phosphate,0.6779012715389982,WikiPathways
Branched-chain amino acid catabolism (Reactome),1,5,2.9963494778684923,0.3347290458345513,Leucine,0.6779012715389982,Reactome
"Cerebral organic acidurias, including diseases (WikiPathways)",1,5,2.9963494778684923,0.3347290458345513,L-2-Aminoadipic Acid,0.6779012715389982,WikiPathways
Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway (WikiPathways),1,5,2.9963494778684923,0.3347290458345513,D-Pantothenic Acid,0.6779012715389982,WikiPathways
Organic cation transport (Reactome),1,5,2.9963494778684923,0.3347290458345513,Creatinine,0.6779012715389982,Reactome
Pantothenate and CoA Biosynthesis (KEGG),1,5,2.9963494778684923,0.3347290458345513,D-Pantothenic Acid,0.6779012715389982,KEGG
Vitamin B6-dependent and responsive disorders (WikiPathways),1,5,2.9963494778684923,0.3347290458345513,L-2-Aminoadipic Acid,0.6779012715389982,WikiPathways
Cytosolic tRNA aminoacylation (Reactome),2,16,1.7232869771385453,0.3589949193831551,Dl-Alanine;Leucine,0.6779012715389982,Reactome
Mitochondrial tRNA aminoacylation (Reactome),2,16,1.7232869771385453,0.3589949193831551,Dl-Alanine;Leucine,0.6779012715389982,Reactome
tRNA Aminoacylation (Reactome),2,16,1.7232869771385453,0.3589949193831551,Dl-Alanine;Leucine,0.6779012715389982,Reactome
Creatine pathway (WikiPathways),1,6,2.394155091767402,0.38711258553261807,Creatinine,0.6779012715389982,WikiPathways
Disorders of fructose metabolism (WikiPathways),1,6,2.394155091767402,0.38711258553261807,D-Glucose 6-Phosphate,0.6779012715389982,WikiPathways
Hereditary leiomyomatosis and renal cell carcinoma pathway (WikiPathways),1,6,2.394155091767402,0.38711258553261807,Citric Acid,0.6779012715389982,WikiPathways
NAD biosynthesis II from tryptophan (WikiPathways),1,6,2.394155091767402,0.38711258553261807,Dl-Alanine,0.6779012715389982,WikiPathways
Organic anion transporters (Reactome),1,6,2.394155091767402,0.38711258553261807,Citric Acid,0.6779012715389982,Reactome
Synthesis of ceramides and 1-deoxyceramides (WikiPathways),1,6,2.394155091767402,0.38711258553261807,Dl-Alanine,0.6779012715389982,WikiPathways
Tryptophan metabolism (KEGG),1,6,2.394155091767402,0.38711258553261807,Dl-Alanine,0.6779012715389982,KEGG
Warburg effect modulated by deubiquitinating enzymes and their substrates (WikiPathways),1,6,2.394155091767402,0.38711258553261807,D-Glucose 6-Phosphate,0.6779012715389982,WikiPathways
Citric acid cycle (TCA cycle) (Reactome),1,7,1.9921833202782808,0.4354666221769872,Citric Acid,0.6779012715389982,Reactome
Glycolysis (Reactome),1,7,1.9921833202782808,0.4354666221769872,Citric Acid,0.6779012715389982,Reactome
Lactate shuttle in glial cells (WikiPathways),1,7,1.9921833202782808,0.4354666221769872,D-Glucose 6-Phosphate,0.6779012715389982,WikiPathways
Lysine catabolism (Reactome),1,7,1.9921833202782808,0.4354666221769872,L-2-Aminoadipic Acid,0.6779012715389982,Reactome
Lysine degradation (KEGG),1,7,1.9921833202782808,0.4354666221769872,L-2-Aminoadipic Acid,0.6779012715389982,KEGG
Organic cation/anion/zwitterion transport (Reactome),1,7,1.9921833202782808,0.4354666221769872,Creatinine,0.6779012715389982,Reactome
Phenylalanine and tyrosine metabolism (Reactome),1,7,1.9921833202782808,0.4354666221769872,Dl-Alanine,0.6779012715389982,Reactome
TCA cycle (aka Krebs or citric acid cycle) (WikiPathways),1,7,1.9921833202782808,0.4354666221769872,Citric Acid,0.6779012715389982,WikiPathways
Na+/Cl- dependent neurotransmitter transporters (Reactome),2,19,1.410672018597136,0.44519717197435427,Dl-Alanine;Leucine,0.6779012715389982,Reactome
"Transport of vitamins, nucleosides, and related molecules (Reactome)",2,19,1.410672018597136,0.44519717197435427,Cytosine;D-Pantothenic Acid,0.6779012715389982,Reactome
Creatine metabolism (Reactome),1,8,1.7047421948380654,0.4800937666689252,Creatinine,0.6779012715389982,Reactome
Glutathione metabolism (KEGG),1,8,1.7047421948380654,0.4800937666689252,Dl-Alanine,0.6779012715389982,KEGG
Glyoxylate metabolism (WikiPathways),1,8,1.7047421948380654,0.4800937666689252,Dl-Alanine,0.6779012715389982,WikiPathways
Methionine metabolism leading to sulfur amino acids and related disorders (WikiPathways),1,8,1.7047421948380654,0.4800937666689252,Sarcosine,0.6779012715389982,WikiPathways
Sensory perception of taste (Reactome),1,8,1.7047421948380654,0.4800937666689252,Citric Acid,0.6779012715389982,Reactome
Thiamine metabolic pathways (WikiPathways),1,8,1.7047421948380654,0.4800937666689252,D-Glucose 6-Phosphate,0.6779012715389982,WikiPathways
Vitamin B12 metabolism (WikiPathways),1,8,1.7047421948380654,0.4800937666689252,Creatinine,0.6779012715389982,WikiPathways
Amino acid transport across the plasma membrane (Reactome),2,21,1.2570027698153878,0.4992115609450887,Dl-Alanine;Leucine,0.6779012715389982,Reactome
Amino acid metabolism in triple-negative breast cancer cells (WikiPathways),1,9,1.4890092191520141,0.5212744584179212,Citric Acid,0.6779012715389982,WikiPathways
Citric Acid Cycle (KEGG),1,9,1.4890092191520141,0.5212744584179212,Citric Acid,0.6779012715389982,KEGG
Degradation of cysteine and homocysteine (Reactome),1,9,1.4890092191520141,0.5212744584179212,2-Oxobutanoic Acid,0.6779012715389982,Reactome
Glucuronidation (WikiPathways),1,9,1.4890092191520141,0.5212744584179212,D-Glucose 6-Phosphate,0.6779012715389982,WikiPathways
Glycolysis and gluconeogenesis (WikiPathways),1,9,1.4890092191520141,0.5212744584179212,D-Glucose 6-Phosphate,0.6779012715389982,WikiPathways
Krebs cycle disorders (WikiPathways),1,9,1.4890092191520141,0.5212744584179212,Dl-Alanine,0.6779012715389982,WikiPathways
Modified nucleosides derived from tRNA as urinary cancer markers (WikiPathways),1,9,1.4890092191520141,0.5212744584179212,1-Methyladenosine,0.6779012715389982,WikiPathways
Propanoate metabolism (KEGG),1,9,1.4890092191520141,0.5212744584179212,2-Oxobutanoic Acid,0.6779012715389982,KEGG
Pyrimidine catabolism (Reactome),1,9,1.4890092191520141,0.5212744584179212,Dl-Alanine,0.6779012715389982,Reactome
"Valine, leucine and isoleucine degradation (KEGG)",1,9,1.4890092191520141,0.5212744584179212,Leucine,0.6779012715389982,KEGG
beta-Alanine metabolism (KEGG),1,9,1.4890092191520141,0.5212744584179212,D-Pantothenic Acid,0.6779012715389982,KEGG
"Trans-sulfuration, one-carbon metabolism and related pathways (WikiPathways)",2,23,1.1325282669846684,0.5499266828991181,2-Oxobutanoic Acid;Sarcosine,0.6779012715389982,WikiPathways
16p11.2 proximal deletion syndrome (WikiPathways),1,10,1.321127127464671,0.5592685490196735,Palmitoyl Ethanolamide,0.6779012715389982,WikiPathways
Galactose Metabolism (KEGG),1,10,1.321127127464671,0.5592685490196735,D-Glucose 6-Phosphate,0.6779012715389982,KEGG
Glucose metabolism (Reactome),1,10,1.321127127464671,0.5592685490196735,Citric Acid,0.6779012715389982,Reactome
Glutamate and glutamine metabolism (Reactome),1,10,1.321127127464671,0.5592685490196735,Dl-Alanine,0.6779012715389982,Reactome
"Leucine, isoleucine and valine metabolism (WikiPathways)",1,10,1.321127127464671,0.5592685490196735,Leucine,0.6779012715389982,WikiPathways
Pyruvate metabolism (Reactome),1,10,1.321127127464671,0.5592685490196735,Dl-Alanine,0.6779012715389982,Reactome
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane (Reactome),1,11,1.1867530407518474,0.594316775737791,Cytosine,0.7096319710301981,Reactome
Amino acid transport defects (IEMs) (WikiPathways),1,12,1.076794756337126,0.626642132252708,Dl-Alanine,0.7372260379443625,WikiPathways
Cysteine and methionine catabolism (WikiPathways),1,13,0.9850713222934459,0.6564511436496974,2-Oxobutanoic Acid,0.7393892455759151,WikiPathways
Metabolic pathways of fibroblasts (WikiPathways),1,13,0.9850713222934459,0.6564511436496974,D-Glucose 6-Phosphate,0.7393892455759151,WikiPathways
Urea cycle and associated pathways (WikiPathways),1,13,0.9850713222934459,0.6564511436496974,Dl-Alanine,0.7393892455759151,WikiPathways
Biomarkers for pyrimidine metabolism disorders (WikiPathways),1,14,0.9074571754653115,0.6839350521577214,Cytosine,0.7393892455759151,WikiPathways
Neurotransmitter release cycle (Reactome),1,14,0.9074571754653115,0.6839350521577214,Palmitoyl Ethanolamide,0.7393892455759151,Reactome
Sulfur amino acid metabolism (Reactome),1,14,0.9074571754653115,0.6839350521577214,2-Oxobutanoic Acid,0.7393892455759151,Reactome
Arginine and proline metabolism (KEGG),1,15,0.8409080550270925,0.7092709197202288,Dl-Alanine,0.7565556477015773,KEGG
Amino Sugar Metabolism (KEGG),1,16,0.783216152991471,0.7326226530760337,D-Glucose 6-Phosphate,0.7611663928062687,KEGG
KEGG:map01100 (KEGG),1,16,0.783216152991471,0.7326226530760337,1-Aminocyclopropanecarboxylic Acid,0.7611663928062687,KEGG
Metabolism overview (WikiPathways),1,18,0.688224676122997,0.7739692182117739,Citric Acid,0.7938145827813065,WikiPathways
"Alanine, aspartate and glutamate metabolism (KEGG)",1,23,0.5261565403509763,0.8519452472556545,Dl-Alanine,0.8627293643095235,KEGG
Nucleotide catabolism (Reactome),1,25,0.4802210883764496,0.8751535295188222,Dl-Alanine,0.8751535295188222,Reactome
