pathway,pval,padj,log2err,ES,NES,size,leadingEdge,analysis
"Metabolism of ingested SeMet, Sec, MeSec into H2Se (Reactome)",0.008099190080991902,0.9946596500570937,0.16014698350927883,0.5255144350810415,2.124992460113564,11,"Sarcosine;2-Oxobutanoic Acid;Dl-Alanine;Adenosine;L-Serine;D,L-Serine;Glycine",IN-MGE-Immature
Selenocompound metabolism (KEGG),0.0103989601039896,0.9946596500570937,0.14107289711700427,0.6056889689939919,2.124214106547277,7,"2-Oxobutanoic Acid;Dl-Alanine;Adenosine;L-Serine;Adenosine Triphosphate (Atp);D,L-Serine",IN-MGE-Immature
Defective SLC6A19 causes Hartnup disorder (HND) (Reactome),0.030596940305969402,0.9946596500570937,0.08127028472763043,0.4750118643468955,1.8670935493905287,10,"Dl-Alanine;Leucine;L-Isoleucine;L-Serine;Tryptophan;D,L-Serine;Glycine;L-Valine",IN-MGE-Immature
Variant SLC6A14 may confer susceptibility towards obesity (Reactome),0.0395960403959604,0.9946596500570937,0.07109499075926166,0.4331895586980075,1.7979814909417642,12,"Dl-Alanine;Leucine;L-Lysine;L-Isoleucine;L-Serine;Tryptophan;D,L-Serine;Glycine;L-Valine",IN-MGE-Immature
T cell modulation in pancreatic cancer (WikiPathways),0.039896010398960104,0.9946596500570937,0.07081581393191784,0.5257862888771692,1.84398711060743,7,Dl-Arginine;Adenosine;L-Ornithine;Adenine;Tryptophan,IN-MGE-Immature
Thiamine metabolic pathways (WikiPathways),0.061993800619938005,0.9946596500570937,0.056139371240248245,0.47326732673267324,1.7295490105186828,8,"D-Glucose 6-Phosphate;L-Serine;Succinic Acid;D-Ribose 5-Phosphate;D,L-Serine;Pyruvic Acid;Glucose 1-Phosphate;Dihydroxyacetone Phosphate",IN-MGE-Immature
Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway (WikiPathways),0.07489251074892511,0.9946596500570937,0.05072073714261461,0.5436185775860142,1.7149338017645004,5,"D-Pantothenic Acid;D-Erythro-Sphinganine;L-Serine;D,L-Serine",IN-MGE-Immature
Glycolysis in senescence (WikiPathways),0.08499150084991501,0.9946596500570937,0.047349591935247265,0.5334645669291338,1.6829013127787724,5,"L-Serine;D,L-Serine;Dl-Glutamine;Dl-Lactic Acid;Pyruvic Acid",IN-MGE-Immature
Methionine Metabolism (KEGG),0.10578942105789421,0.9946596500570937,0.04195319987443899,0.33417564949648715,1.5282577835580986,17,"Sarcosine;2-Oxobutanoic Acid;1-Aminocyclopropanecarboxylic Acid;Adenosine;L-Serine;Adenosine Triphosphate (Atp);D,L-Serine;Glycine;N-Formyl-L-Methionine;Choline",IN-MGE-Immature
Synthesis of ceramides and 1-deoxyceramides (WikiPathways),0.1346865313468653,0.9946596500570937,0.0365737032588796,0.45764689222941984,1.5246926168906416,6,"Dl-Alanine;D-Erythro-Sphinganine;L-Serine;D,L-Serine",IN-MGE-Immature
