Name,Compound.ID,Wilcoxon_statistic,p_value,Mean_Female,Mean_Male,logFC,FDR,Bonferroni,Significant_FDR,Significant_Bonferroni,Direction
Creatine phosphate,Amide-Pos-000171,6,1,7694807.1835288,7454409.36812664,-0.04579112732744951,1,1,FALSE,FALSE,Higher in Females
Tris(hydroxymethyl)aminomethane,Amide-Pos-000173,8,1,9811478.639379539,8754049.817832101,-0.16451998012148197,1,1,FALSE,FALSE,Higher in Females
1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine,Amide-Pos-000176,4,0.312321421676216,86244.80203914155,135838.442262781,0.6553824063837695,0.9744977407619699,1,FALSE,FALSE,Higher in Males
S-Adenosylmethionine,Amide-Pos-000181,9,0.37675911781158217,237352.83850417967,181497.822858335,-0.38708106047071517,0.9744977407619699,1,FALSE,FALSE,Higher in Females
2-[2-(Dimethylamino)ethoxy]ethanol,Amide-Pos-000186,11,0.47048642205878966,2396556223.8738723,2268836895.54661,-0.07900988756961333,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Methyl-L-histidinate,Amide-Pos-000187,6,0.6650055421020291,19736534.19267585,21000293.940271,0.08954085184799611,0.9744977407619699,1,FALSE,FALSE,Higher in Males
D-Serine,Amide-Pos-000189,9,0.8852339144732017,36189244.94873044,30507726.667344294,-0.24638632851585263,1,1,FALSE,FALSE,Higher in Females
Guanosine 5'-triphosphate,Amide-Pos-000191,4,0.312321421676216,223463.36047110925,1108581.2676385236,2.31060432630399,0.9744977407619699,1,FALSE,FALSE,Higher in Males
lenticin,Amide-Pos-000192,2,0.21592493894014034,2681356.840733887,6096959.554671735,1.1851267465816946,0.9744977407619699,1,FALSE,FALSE,Higher in Males
"4,6-Dimethyl-2(1H)-pyrimidinone",Amide-Pos-000196,4,0.312321421676216,45755.7880038688,88883.47109780645,0.9579609056809284,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Cytidine 5'-diphosphocholine,Amide-Pos-000197,10,0.6650055421020291,5651034.719098145,5536572.055155412,-0.029522038679768107,0.9744977407619699,1,FALSE,FALSE,Higher in Females
PyroGlu-Asn,Amide-Pos-000200,7,0.8852339144732017,309713.75436858926,351288.359059093,0.18172031510828063,1,1,FALSE,FALSE,Higher in Males
3-(Allylamino)propanenitrile,Amide-Pos-000201,11,0.47048642205878966,867761.2072615925,699031.5224415923,-0.311940578183423,0.9744977407619699,1,FALSE,FALSE,Higher in Females
"6-methoxypurine, oxamethane",Amide-Pos-000202,12,0.051829927217909674,176212.95632501776,54388.85241506297,-1.695937113602266,0.9516146444382293,1,FALSE,FALSE,Higher in Females
"N,N-Dimethylformamide",Amide-Pos-000204,11,0.47048642205878966,4931433.434116242,4483073.766661305,-0.1375188215457324,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Guanosine 5'-diphosphate (GDP),Amide-Pos-000210,6,0.6650055421020291,282423.8777452815,304001.86721913575,0.1062181173831175,0.9744977407619699,1,FALSE,FALSE,Higher in Males
N-Acetylneuraminic acid,Amide-Pos-000212,9,0.37675911781158217,6605109.166657406,2557499.4247733527,-1.3688484904846259,0.9744977407619699,1,FALSE,FALSE,Higher in Females
N-(3-(Aminomethyl)benzyl)acetamidine,Amide-Pos-000214,5,0.47048642205878966,193824.57218432272,278231.89406860824,0.521536326725853,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Isoamylamine,Amide-Pos-000215,4,0.312321421676216,976278.2602373644,1218071.6307949699,0.3192346653665589,0.9744977407619699,1,FALSE,FALSE,Higher in Males
"1,4-Dimethylpiperazine",Amide-Pos-000218,6,0.48745329036403484,1783168.6485401802,1325462.8590710938,-0.4279469117722648,0.9744977407619699,1,FALSE,FALSE,Higher in Females
4-Piperidinecarboxamide,Amide-Pos-000219,1,0.19043026382552408,427303.0728756373,878236.8345678127,1.0393503525770627,0.9744977407619699,1,FALSE,FALSE,Higher in Males
2-Amino-4-methylpyrimidine,Amide-Pos-000220,6,0.6650055421020291,891841.6036048878,1086920.8763801327,0.28538751483568325,0.9744977407619699,1,FALSE,FALSE,Higher in Males
L-Serine methyl ester,Amide-Pos-000221,3,0.19393085228241067,70177.65475248048,87141.36563360908,0.3123459870659744,0.9744977407619699,1,FALSE,FALSE,Higher in Males
valeramide,Amide-Pos-000222,10,0.6650055421020291,331452.0515136357,209252.654255465,-0.6635542597248584,0.9744977407619699,1,FALSE,FALSE,Higher in Females
1-Oleoyl-2-myristoyl-sn-glycero-3-phosphocholine,Amide-Pos-000223,4,0.5958830905651777,1712576.3163796125,3099423.7952424446,0.8558317538887819,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Butylamine,Amide-Pos-000228,1,0.060601969712006105,1732503.8215687524,5181323.24260445,1.5804620558553157,0.9516146444382293,1,FALSE,FALSE,Higher in Males
L-Glutathione oxidized,Amide-Pos-000231,8,0.5958830905651777,112610.37935556044,68692.09588211373,-0.7131237987758141,0.9744977407619699,1,FALSE,FALSE,Higher in Females
PEG n7,Amide-Pos-000238,9,0.8852339144732017,59015.46639235092,66337.13863485193,0.16872368848906089,1,1,FALSE,FALSE,Higher in Males
Melamine,Amide-Pos-000244,8,0.5958830905651777,1374901.0247435253,856207.9799252002,-0.683294580077781,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Inosine-5'-monophosphate (IMP),Amide-Pos-000248,2,0.38273308888522606,195846.83619844398,302105.74603487167,0.6253278018028455,0.9744977407619699,1,FALSE,FALSE,Higher in Males
[M-CH3]- PC(16:0_14:0),Amide-Pos-000249,10,0.6650055421020291,910934.363632436,1194061.1689280702,0.3904577332586465,0.9744977407619699,1,FALSE,FALSE,Higher in Males
5-METHYLCYTOSINE,Amide-Pos-000254,10,0.6650055421020291,982640.4408360427,877718.9575516242,-0.16290454687315764,0.9744977407619699,1,FALSE,FALSE,Higher in Females
L-Cystathionine,Amide-Pos-000257,6,1,544219.8252566593,454047.1642275242,-0.26134734764851936,1,1,FALSE,FALSE,Higher in Females
4-guanidinobutanamide,Amide-Pos-000265,5,0.47048642205878966,127600.12899022117,169038.2423207025,0.40571988363724265,0.9744977407619699,1,FALSE,FALSE,Higher in Males
PIPECOLATE,Amide-Pos-000267,1,0.11161176829829224,103251.3520738573,283867.854777264,1.459058813565055,0.9516146444382293,1,FALSE,FALSE,Higher in Males
D-(+)-Pipecolinic acid,Amide-Pos-000272,5,0.47048642205878966,114321.78938937615,139211.10822504057,0.2841739312336792,0.9744977407619699,1,FALSE,FALSE,Higher in Males
4-(2-Hydroxyethyl)piperazine-1-ethanesulfonic acid,Amide-Pos-000280,0,0.10519250512004141,745872.5440326771,877657.8852196988,0.23472955930717548,0.9516146444382293,1,FALSE,FALSE,Higher in Males
L-(+)-Citrulline,Amide-Pos-000282,12,0.312321421676216,396086.9047204965,386490.0893487205,-0.035385584157050745,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Nicotinamide adenine dinucleotide (NAD+),Amide-Pos-000283,4,0.312321421676216,184979.2892685425,196802.188085876,0.0893825088015788,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Isobutyrate,Amide-Pos-000293,7,0.8852339144732017,337766.1173317025,332819.25145958073,-0.021285726346002752,1,1,FALSE,FALSE,Higher in Females
1-Methylhistidine,Amide-Pos-000294,4,0.5958830905651777,5300167.145739216,3960455.9087291476,-0.42037134112089725,0.9744977407619699,1,FALSE,FALSE,Higher in Females
MLS001049111-01!ethyl 9H-carbazole-3-carboxylate,Amide-Pos-000296,5,1,2176063.171543735,1661351.848280238,-0.3893627930632251,1,1,FALSE,FALSE,Higher in Females
L-Gln,Amide-Pos-000300,6,0.48745329036403484,5167530.550639055,3388922.841631763,-0.6086482227623519,0.9744977407619699,1,FALSE,FALSE,Higher in Females
gamma-Glu-Glu,Amide-Pos-000304,3,0.8169613217153913,1345960.7402685746,1636629.2976145642,0.28209125400061735,1,1,FALSE,FALSE,Higher in Males
"D-myo-Inositol-4,5-diphosphate",Amide-Pos-000305,9,0.8852339144732017,117252.4030204389,86939.43867956706,-0.43153480418178825,1,1,FALSE,FALSE,Higher in Females
Pro-Asp,Amide-Pos-000306,4,1,2135710.89043054,2578747.00877908,0.27195387895147166,1,1,FALSE,FALSE,Higher in Males
Thiamine,Amide-Pos-000307,6,1,667083.6096510504,594545.3995063858,-0.1660806160791278,1,1,FALSE,FALSE,Higher in Females
Cytidine 5'-diphosphate ethanolamine,Amide-Pos-000308,6,0.6650055421020291,1572980.9110628301,1626767.629045785,0.04850702508469308,0.9744977407619699,1,FALSE,FALSE,Higher in Males
N-Formylmethamphetamine,Amide-Pos-000310,3,0.19393085228241067,266116.8804027053,326393.49933068274,0.29455229721405274,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Propionylcarnitine,Amide-Pos-000313,5,0.8596837951986662,814963.428936268,1111009.8384018615,0.44706436666752764,1,1,FALSE,FALSE,Higher in Males
UDP-N-acetylglucosamine,Amide-Pos-000316,4,0.312321421676216,336648.56101468974,447117.09241453675,0.4094094002295151,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Castanospermine,Amide-Pos-000318,1,0.24715997321190714,5402220.258232015,8032061.160132857,0.5722177924159398,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Hexanoylcarnitine,Amide-Pos-000320,6,1,526672.6811187575,536927.9269773433,0.027821817232848742,1,1,FALSE,FALSE,Higher in Males
3-Methylhistidine,Amide-Pos-000323,3,0.19393085228241067,2293639.1340642623,4926429.110129142,1.1029038722047362,0.9744977407619699,1,FALSE,FALSE,Higher in Males
URIDINE 5'-DIPHOSPHATE,Amide-Pos-000326,10,0.6650055421020291,440577.1530956568,360374.035185453,-0.2898996142284942,0.9744977407619699,1,FALSE,FALSE,Higher in Females
5-Methylcytidine,Amide-Pos-000327,7,0.24715997321190714,1311526.519589912,793770.5744080986,-0.724452992970257,0.9744977407619699,1,FALSE,FALSE,Higher in Females
4-Hydroxy-L-isoleucine,Amide-Pos-000328,4,1,4516742.975449795,4177278.4862837074,-0.11271949303694583,1,1,FALSE,FALSE,Higher in Females
L-Glutarylcarnitine,Amide-Pos-000334,7,0.8852339144732017,81415421.0752167,93095825.0585108,0.19341438622060206,1,1,FALSE,FALSE,Higher in Males
Kynurenic acid,Amide-Pos-000335,10,0.6650055421020291,250660.59374289925,226583.09179938026,-0.14569500081662773,0.9744977407619699,1,FALSE,FALSE,Higher in Females
2-Amino-3-methoxybenzoic acid,Amide-Pos-000336,5,0.47048642205878966,11502838.2881535,11375533.37953306,-0.01605569300252346,0.9744977407619699,1,FALSE,FALSE,Higher in Females
OPHTHALMATE,Amide-Pos-000343,11,0.47048642205878966,4315894.617629638,3823313.3224263676,-0.1748362039868723,0.9744977407619699,1,FALSE,FALSE,Higher in Females
URIDINE TRIPHOSPHATE,Amide-Pos-000348,11,0.47048642205878966,2390753.9370591026,2009054.25425861,-0.25094912717049694,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Adenylosuccinic acid,Amide-Pos-000356,3,0.6625205835400575,553443.890211257,563350.6862352403,0.025596221017182987,0.9744977407619699,1,FALSE,FALSE,Higher in Males
2-Amino-2-methyloctanoic acid,Amide-Pos-000360,12,0.312321421676216,1167927.1781461793,778520.821265986,-0.5851427937118743,0.9744977407619699,1,FALSE,FALSE,Higher in Females
"3-Aminopiperidine-2,6-dione",Amide-Pos-000364,12,0.312321421676216,176212.2111208015,145647.4707380255,-0.27483325496444166,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Butylisopropylamine,Amide-Pos-000366,5,0.8169613217153913,116963.4405856262,143139.52560907928,0.29136444820688473,1,1,FALSE,FALSE,Higher in Males
Uridine 5'-monophosphate,Amide-Pos-000368,5,0.47048642205878966,2037873.9613871374,2546672.9398993375,0.3215488650127455,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Tetradecanoyl-L-Carnitine,Amide-Pos-000373,9,0.37675911781158217,154084.80705169804,109941.30082037149,-0.4869911628996143,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Triisopropanolamine,Amide-Pos-000374,7,0.8852339144732017,13906032.005887076,13399330.828297399,-0.05354986181917881,1,1,FALSE,FALSE,Higher in Females
4-Methyl-1H-benzimidazole,Amide-Pos-000381,9,0.37675911781158217,5662559.661896218,4648352.684494527,-0.28473481126559236,0.9744977407619699,1,FALSE,FALSE,Higher in Females
1-Acetamidocyclopentane-1-carboxylic acid,Amide-Pos-000382,3,0.37675911781158217,263748.174605549,438122.3867221127,0.7321728248767754,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Cyclohexylamine,Amide-Pos-000383,8,1,219432.54382074607,194004.08733824323,-0.17769045838645942,1,1,FALSE,FALSE,Higher in Females
1-Aminocyclohexanecarboxylic acid,Amide-Pos-000386,4,0.5958830905651777,61295.767274234495,89944.27459604027,0.5532439963206084,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Carnosine,Amide-Pos-000393,8,0.19043026382552408,285341.45851322066,189578.63744682865,-0.589892973461389,0.9744977407619699,1,FALSE,FALSE,Higher in Females
N-Methylimidazole,Amide-Pos-000394,6,0.6650055421020291,17420086.132473443,12892157.897912025,-0.43425799410441324,0.9744977407619699,1,FALSE,FALSE,Higher in Females
CocamidopropylBetaine,Amide-Pos-000399,8,1,181455.09347224975,177406.47450708924,-0.03255389183092624,1,1,FALSE,FALSE,Higher in Females
"1-Hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine",Amide-Pos-000400,6,1,273051.9366254843,148735.7084199985,-0.8764243384619721,1,1,FALSE,FALSE,Higher in Females
1-AMINOCYCLOPROPANECARBOXYLATE,Amide-Pos-000401,4,0.312321421676216,489819.44320040377,974917.1014734451,0.9930295074758854,0.9744977407619699,1,FALSE,FALSE,Higher in Males
N-Benzylformamide,Amide-Pos-000403,11,0.11161176829829224,1221517.0369846632,852874.2388481832,-0.5182690568287603,0.9516146444382293,1,FALSE,FALSE,Higher in Females
Tropine,Amide-Pos-000404,11,0.11161176829829224,483205.799814179,296398.41100246203,-0.7051000577730554,0.9516146444382293,1,FALSE,FALSE,Higher in Females
Oleoyl-L-carnitine,Amide-Pos-000405,9,0.8852339144732017,9831001.785718767,8396703.856140025,-0.22751532962532892,1,1,FALSE,FALSE,Higher in Females
3'-O-Methylinosine,Amide-Pos-000408,2,0.1123511976904639,2555851.929406465,4264928.24012267,0.7387172098856811,0.9516146444382293,1,FALSE,FALSE,Higher in Males
3-Aminopyrrolidine,Amide-Pos-000418,8,1,1670429.900356565,1689756.7264861632,0.016596116102866668,1,1,FALSE,FALSE,Higher in Males
Diethyl iminodiacetate,Amide-Pos-000428,1,0.060601969712006105,297671.74605508376,359855.1896091258,0.27369417157382137,0.9516146444382293,1,FALSE,FALSE,Higher in Males
Guanidineacetic acid,Amide-Pos-000430,4,1,50076.088478178746,54440.16090354375,0.12054945538421911,1,1,FALSE,FALSE,Higher in Males
NADH,Amide-Pos-000446,6,0.6650055421020291,797953.0484868025,975597.2184515977,0.2899817839892704,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Ethylenediaminetetraacetic acid (EDTA),Amide-Pos-000451,12,0.312321421676216,1145875.2126024426,1052694.7664063012,-0.12236276009454285,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Arachidonoyl-carnitine; LC-tDDA; CE10,Amide-Pos-000453,9,0.8852339144732017,2904685.42348808,2527207.59811704,-0.20083774896843062,1,1,FALSE,FALSE,Higher in Females
Phenacetin,Amide-Pos-000459,6,0.48745329036403484,10511474.161442375,6618812.631698875,-0.6673206754333033,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Methyl picolinate,Amide-Pos-000464,7,0.8852339144732017,7508480.188944412,7332019.675265005,-0.03431026031046291,1,1,FALSE,FALSE,Higher in Females
Cytidine 5'-diphosphate,Amide-Pos-000465,9,0.8852339144732017,40323747.552336834,48603431.42756408,0.26942844819500616,1,1,FALSE,FALSE,Higher in Males
Guanosine 5'-diphosphoglucose,Amide-Pos-000467,4,0.312321421676216,1726327.5753989127,2022892.2296603324,0.22871321598639255,0.9744977407619699,1,FALSE,FALSE,Higher in Males
83-88-5,Amide-Pos-000469,7,0.8852339144732017,260824467.98578477,295709918.128785,0.18110341697580673,1,1,FALSE,FALSE,Higher in Males
S-Adenosylhomocysteine,Amide-Pos-000470,8,1,461136395.984743,895968545.367862,0.958254547259431,1,1,FALSE,FALSE,Higher in Males
Malonyl-L-carnitine,Amide-Pos-000471,6,0.6650055421020291,204212.38955935303,163931.87981235026,-0.31697395468744577,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Ethyl (4-methoxy-2-nitroanilino)(oxo)acetate,Amide-Pos-000475,8,1,183253623.26210967,223600694.16836846,0.28708294365206677,1,1,FALSE,FALSE,Higher in Males
L-Ergothioneine,Amide-Pos-000476,6,0.6650055421020291,24691913.343188375,26967304.451464325,0.12717268919328834,0.9744977407619699,1,FALSE,FALSE,Higher in Males
"D-myo-Inositol-1,2-diphosphate",Amide-Pos-000477,5,0.47048642205878966,489382.31230290956,732727.152780677,0.5823141196620989,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Adenosine 5'-diphosphoribose,Amide-Pos-000478,9,0.8852339144732017,1297547.3704590804,918821.2854888918,-0.49793102520338045,1,1,FALSE,FALSE,Higher in Females
Diaminopimelic acid,Amide-Pos-000481,10,0.6650055421020291,17284077.58702661,14011855.892193722,-0.3027955565770738,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Uridine 5'-diphosphoglucuronic acid,Amide-Pos-000482,1,0.19043026382552408,874114.5003038413,2061152.2709203633,1.2375569143025396,0.9744977407619699,1,FALSE,FALSE,Higher in Males
.beta.-Asp-Gly,Amide-Pos-000483,1,0.24715997321190714,493534.2196348335,871088.7867736622,0.819669656052485,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Glu-Asp,Amide-Pos-000485,6,0.6650055421020291,2290904.287578255,2527570.3809617874,0.14183407988250968,0.9744977407619699,1,FALSE,FALSE,Higher in Males
.beta.-Glycerophosphate,Amide-Pos-000487,10,0.6650055421020291,178162324.4223586,139558382.49230087,-0.3523235040683671,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Xanthosine 5'-monophosphate,Amide-Pos-000490,4,1,486743.2766379215,512286.5822848265,0.07379005428213427,1,1,FALSE,FALSE,Higher in Males
S-succinylcysteine,Amide-Pos-000493,0,0.051829927217909674,12441439.340502286,29514844.595834024,1.2462873462020483,0.9516146444382293,1,FALSE,FALSE,Higher in Males
Asp-Val,Amide-Pos-000494,9,0.37675911781158217,380795.085875334,306242.179516517,-0.3143418583315916,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Pro-Glu,Amide-Pos-000495,11,0.47048642205878966,158170.17507113644,78340.66446747775,-1.0136443175287047,0.9744977407619699,1,FALSE,FALSE,Higher in Females
URIDINE 5'-DIPHOSPHOGLUCOSE,Amide-Pos-000499,6,0.6650055421020291,2945717.899446355,3014366.06111218,0.033235351385562426,0.9744977407619699,1,FALSE,FALSE,Higher in Males
(2R)-6-Oxo-2-piperidinecarboxylic acid,Amide-Pos-000508,9,0.8852339144732017,924504.6881676089,813618.6817951135,-0.18432782973891707,1,1,FALSE,FALSE,Higher in Females
Chlormequat,Amide-Pos-000510,7,0.8852339144732017,523969.9477330298,606510.3570306967,0.21104821319232883,1,1,FALSE,FALSE,Higher in Males
L-Saccharopine,Amide-Pos-000511,7,0.8852339144732017,828070.7444687475,1142731.285122674,0.4646602599601614,1,1,FALSE,FALSE,Higher in Males
Benzoquinone,Amide-Pos-000519,9,0.37675911781158217,230013.2371364533,78697.08944538124,-1.5473347050670114,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Nicotinamide adenine dinucleotide phosphate (NADP+),Amide-Pos-000520,7,0.8852339144732017,535691.1497435677,474316.4198031742,-0.17555164896495515,1,1,FALSE,FALSE,Higher in Females
Gly-Asp,Amide-Pos-000523,5,0.47048642205878966,4059395.0342991026,4209527.325757302,0.05239350611510834,0.9744977407619699,1,FALSE,FALSE,Higher in Males
997-55-7,Amide-Pos-000528,4,0.5958830905651777,1746300.3728182288,2333325.816403589,0.41808604220619217,0.9744977407619699,1,FALSE,FALSE,Higher in Males
2'-Deoxyguanosine 5'-monophosphate (dGMP),C18-Neg-000008,1,0.060601969712006105,3236048.4495222676,5266916.398552375,0.7027253521674638,0.9516146444382293,1,FALSE,FALSE,Higher in Males
L-Threonic acid,C18-Neg-000016,6,1,62335.91689744627,86706.02331397975,0.47606855918089597,1,1,FALSE,FALSE,Higher in Males
D-(+)-Malic acid,C18-Neg-000019,7,0.38273308888522606,244376640.15538633,130178388.80838583,-0.9086164217226288,0.9744977407619699,1,FALSE,FALSE,Higher in Females
4-Oxoproline,C18-Neg-000036,8,1,541450.684679765,501453.76506196574,-0.11071325527984127,1,1,FALSE,FALSE,Higher in Females
cis-Aconitic acid,C18-Neg-000038,12,0.312321421676216,132328.36566858634,91164.40749905462,-0.5375797673016636,0.9744977407619699,1,FALSE,FALSE,Higher in Females
1-.beta.-D-Arabinofuranosyluracil 5'-monophosphate,C18-Neg-000039,5,0.47048642205878966,651182.2683816428,801990.1274211186,0.3005230613501138,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Cyanuric acid,C18-Neg-000046,4,0.312321421676216,57373.58652613304,47904.03755995235,-0.2602394485935494,0.9744977407619699,1,FALSE,FALSE,Higher in Females
D-Glucose 6-phosphate,C18-Neg-000054,9,0.37675911781158217,366163.65299047914,66009.96409468674,-2.4717328715606057,0.9744977407619699,1,FALSE,FALSE,Higher in Females
6-Gingerol,C18-Neg-000064,13,0.19393085228241067,831623.0020292302,617156.8802548465,-0.4302923958636629,0.9744977407619699,1,FALSE,FALSE,Higher in Females
D-α-Hydroxyglutaric acid,C18-Neg-000066,13,0.19393085228241067,187461.5866374775,122680.20990892295,-0.611692458360039,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Azelaic acid,C18-Neg-000107,5,0.47048642205878966,1810533.3190514168,2932109.671014455,0.6955243394300336,0.9744977407619699,1,FALSE,FALSE,Higher in Males
3-Methylglutaric acid,C18-Neg-000117,3,0.19393085228241067,30280234.73512335,42950274.6954317,0.504290969113152,0.9744977407619699,1,FALSE,FALSE,Higher in Males
"3-(Hepta-1,3-dienyl)hexanedioic acid",C18-Neg-000118,9,0.8852339144732017,36850592.67152035,35700816.894478604,-0.04573073659522078,1,1,FALSE,FALSE,Higher in Females
2-Hydroxynicotinic acid,C18-Neg-000120,6,1,298979.224690886,243598.47535989733,-0.2955401349842488,1,1,FALSE,FALSE,Higher in Females
Suberic acid,C18-Neg-000123,3,0.19393085228241067,1506153.9011373804,3428817.31897638,1.186841847851822,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Phosphatidylethanolamine lyso 20:4,C18-Neg-000130,6,1,1572552.4346459701,1757780.713396505,0.16064698002862624,1,1,FALSE,FALSE,Higher in Males
3-tert-Butyladipic acid,C18-Neg-000132,7,0.8596837951986662,1688411.6476877632,1621720.2137339034,-0.058141746064807244,1,1,FALSE,FALSE,Higher in Females
"2-[(2S,4aR,8aS)-2-Hydroxy-4a-methyl-8-methylenedecahydro-2-naphthalenyl]acrylic acid",C18-Neg-000134,0,0.030382821976577493,84255.14162306822,180771.94534875502,1.1013341643153183,0.9516146444382293,1,FALSE,FALSE,Higher in Males
Undecanedioic acid,C18-Neg-000135,7,0.8852339144732017,111551373.19653875,107051241.46193197,-0.05940674665379395,1,1,FALSE,FALSE,Higher in Females
"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-",C18-Neg-000136,1,0.060601969712006105,597241.3344190662,1489487.7173374505,1.318430305452107,0.9516146444382293,1,FALSE,FALSE,Higher in Males
Dinoterb,C18-Neg-000137,5,0.47048642205878966,846983.678285085,1346784.526203027,0.6691129769921865,0.9744977407619699,1,FALSE,FALSE,Higher in Males
10-Hydroxydecanoate,C18-Neg-000138,0,0.051829927217909674,1371305.3664945909,2781585.8412655764,1.0203577579800367,0.9516146444382293,1,FALSE,FALSE,Higher in Males
"1,11-Undecanedicarboxylic acid",C18-Neg-000139,6,1,21928309.995579906,15240476.35810458,-0.5248866318951293,1,1,FALSE,FALSE,Higher in Females
Dodecanedioate,C18-Neg-000140,3,0.37675911781158217,54966590.39635155,88061327.05801277,0.6799535943297559,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Creatine,C18-Pos-000002,7,0.8852339144732017,15807384.951236678,20068054.50978535,0.3443020425588171,1,1,FALSE,FALSE,Higher in Males
Adenosine 5'-monophosphate,C18-Pos-000005,3,0.6625205835400575,5223574.444532055,5453778.83111089,0.06221882752063895,0.9744977407619699,1,FALSE,FALSE,Higher in Males
L-Glutathione (reduced),C18-Pos-000007,7,0.8596837951986662,7111772.389661003,4537732.199209413,-0.648237683044309,1,1,FALSE,FALSE,Higher in Females
Betaine,C18-Pos-000009,5,0.47048642205878966,103055885.62109452,135785932.43767115,0.3979071216973543,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Isoleucine,C18-Pos-000011,5,0.47048642205878966,1061802.0792253455,1168223.7884712366,0.1378017960354595,0.9744977407619699,1,FALSE,FALSE,Higher in Males
Pantothenic acid,C18-Pos-000020,9,0.8852339144732017,5550976.663044143,5371877.93473177,-0.04731510509804931,1,1,FALSE,FALSE,Higher in Females
L-Pyroglutamic acid,C18-Pos-000021,4,1,137635.32929773134,168365.5947385465,0.29074651624899656,1,1,FALSE,FALSE,Higher in Males
Vitamin C,C18-Pos-000031,9,0.8852339144732017,5563320.04581866,4771788.864066183,-0.22141589317340624,1,1,FALSE,FALSE,Higher in Females
Caprolactam,C18-Pos-000033,5,0.47048642205878966,6181283.669904444,5850386.62488389,-0.07937450549646505,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Glycerophosphocholine,C18-Pos-000048,7,0.8596837951986662,588714031.5521259,428459280.3445427,-0.4584089127329503,1,1,FALSE,FALSE,Higher in Females
Lauryldiethanolamine,C18-Pos-000053,6,0.6650055421020291,1079342.5702107192,989797.054815976,-0.12494817685175323,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Nicotinamide,C18-Pos-000056,11,0.47048642205878966,29832744450.983974,25905663522.86455,-0.2036291680408797,0.9744977407619699,1,FALSE,FALSE,Higher in Females
N-Acetylaspartate,C18-Pos-000057,0,0.051829927217909674,44197091.371256076,77233423.08070943,0.8052738864342159,0.9516146444382293,1,FALSE,FALSE,Higher in Males
N-Acetylhistidine,C18-Pos-000117,6,0.6650055421020291,583837.8769540954,628090.9415687077,0.10540565281888108,0.9744977407619699,1,FALSE,FALSE,Higher in Males
D-(+)-Tryptophan,C18-Pos-000119,6,0.6650055421020291,358409.065528963,375055.52562994976,0.06549706816048138,0.9744977407619699,1,FALSE,FALSE,Higher in Males
(R)-Butyrylcarnitine,C18-Pos-000136,10,0.6650055421020291,1120435.0547136976,1023881.6926755034,-0.13001000173267774,0.9744977407619699,1,FALSE,FALSE,Higher in Females
"N,N-Diethyl-2-aminoethanol",C18-Pos-000164,10,0.6650055421020291,122024.3270790345,115323.21453124378,-0.08148583946397436,0.9744977407619699,1,FALSE,FALSE,Higher in Females
Acetyl-L-carnitine,C18-Pos-000171,13,0.19393085228241067,100584.39944954275,48216.258365653026,-1.0608149560979627,0.9744977407619699,1,FALSE,FALSE,Higher in Females
2-Methylbutyryl-L-carnitine,C18-Pos-000192,7,0.8852339144732017,111353.78397509307,109062.94288302568,-0.02998959415100663,1,1,FALSE,FALSE,Higher in Females
"N,N-Diisopropylamine",C18-Pos-000204,8,1,1367982583.1154776,1385431587.5941277,0.018285610279563623,1,1,FALSE,FALSE,Higher in Males
