Group,N_metabolites,Category,Wilcoxon_statistic,p_value,Mean_Female,Mean_Male,logFC,FDR,Bonferroni,Significant_FDR,Significant_Bonferroni,Significant_nominal,Direction
kegg:map00270;kegg:map00450;reactome:R-HSA-156581;reactome:R-HSA-1614635;reactome:R-HSA-166520;reactome:R-HSA-187015;reactome:R-HSA-187024;reactome:R-HSA-187037;reactome:R-HSA-2161522;reactome:R-HSA-2161541;reactome:R-HSA-2408508;reactome:R-HSA-417973;reactome:R-HSA-418038;reactome:R-HSA-425397;reactome:R-HSA-5619063;reactome:R-HSA-5683826;reactome:R-HSA-73942;reactome:R-HSA-73943;reactome:R-HSA-74217;reactome:R-HSA-74259;reactome:R-HSA-83936;reactome:R-HSA-8956319;reactome:R-HSA-8956321;reactome:R-HSA-9660821;reactome:R-HSA-9734207;reactome:R-HSA-9734735;reactome:R-HSA-9735804;wiki:WP1804;wiki:WP1873;wiki:WP1937;wiki:WP2712;wiki:WP3574;wiki:WP3579;wiki:WP3580;wiki:WP4042;wiki:WP4082;wiki:WP4224;wiki:WP4292;wiki:WP4485;wiki:WP4504;wiki:WP4792;wiki:WP4900;wiki:WP5078;wiki:WP5408;wiki:WP80,1,Pathways,11,0.11161176829829224,43977.2184434786,32724.2981159211,-0.42639410770938907,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
kegg:map00350,1,Pathways,2,0.1123511976904639,1719768.899626785,2848947.815380855,0.7282144854207795,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00250;kegg:map00270;kegg:map00280;kegg:map00310;kegg:map00330;kegg:map00340;kegg:map00350;kegg:map00360;kegg:map00380;kegg:map00410;kegg:map00480;kegg:map00520;kegg:map00590;kegg:map00640;kegg:map00670;kegg:map00760;kegg:map00910;reactome:R-HSA-112310;reactome:R-HSA-112313;reactome:R-HSA-156590;reactome:R-HSA-1614558;reactome:R-HSA-1614635;reactome:R-HSA-174403;reactome:R-HSA-196757;reactome:R-HSA-196807;reactome:R-HSA-210455;reactome:R-HSA-210500;reactome:R-HSA-2142691;reactome:R-HSA-2682334;reactome:R-HSA-352230;reactome:R-HSA-379716;reactome:R-HSA-379724;reactome:R-HSA-379726;reactome:R-HSA-3928662;reactome:R-HSA-399710;reactome:R-HSA-399721;reactome:R-HSA-420499;reactome:R-HSA-428643;reactome:R-HSA-438064;reactome:R-HSA-438066;reactome:R-HSA-442742;reactome:R-HSA-442755;reactome:R-HSA-442982;reactome:R-HSA-446210;reactome:R-HSA-446219;reactome:R-HSA-451306;reactome:R-HSA-451307;reactome:R-HSA-451308;reactome:R-HSA-451326;reactome:R-HSA-499943;reactome:R-HSA-500657;reactome:R-HSA-500753;reactome:R-HSA-5423646;reactome:R-HSA-5578999;reactome:R-HSA-5579029;reactome:R-HSA-5619062;reactome:R-HSA-5619067;reactome:R-HSA-5619076;reactome:R-HSA-5628897;reactome:R-HSA-6794362;reactome:R-HSA-70263;reactome:R-HSA-70326;reactome:R-HSA-70635;reactome:R-HSA-70688;reactome:R-HSA-70895;reactome:R-HSA-70921;reactome:R-HSA-71064;reactome:R-HSA-71240;reactome:R-HSA-73817;reactome:R-HSA-8849932;reactome:R-HSA-888568;reactome:R-HSA-888590;reactome:R-HSA-8955332;reactome:R-HSA-8956320;reactome:R-HSA-8963684;reactome:R-HSA-8963691;reactome:R-HSA-8963693;reactome:R-HSA-8964539;reactome:R-HSA-8964540;reactome:R-HSA-9018677;reactome:R-HSA-9026395;reactome:R-HSA-9026762;reactome:R-HSA-9026766;reactome:R-HSA-916853;reactome:R-HSA-9617324;reactome:R-HSA-9620244;reactome:R-HSA-9659379;reactome:R-HSA-9662360;reactome:R-HSA-9664535;reactome:R-HSA-9717189;reactome:R-HSA-9717207;reactome:R-HSA-9748787;reactome:R-HSA-9753281;reactome:R-HSA-977347;wiki:WP100;wiki:WP1871;wiki:WP1872;wiki:WP1938;wiki:WP2333;wiki:WP2447;wiki:WP2485;wiki:WP2650;wiki:WP2685;wiki:WP3306;wiki:WP3309;wiki:WP3349;wiki:WP3556;wiki:WP3574;wiki:WP3580;wiki:WP3602;wiki:WP3806;wiki:WP3812;wiki:WP3853;wiki:WP3869;wiki:WP4008;wiki:WP4054;wiki:WP4059;wiki:WP4075;wiki:WP4084;wiki:WP4093;wiki:WP4097;wiki:WP4157;wiki:WP4159;wiki:WP4222;wiki:WP4224;wiki:WP4225;wiki:WP4228;wiki:WP4259;wiki:WP4418;wiki:WP4435;wiki:WP4439;wiki:WP4456;wiki:WP4459;wiki:WP4504;wiki:WP4571;wiki:WP4583;wiki:WP4595;wiki:WP4661;wiki:WP4688;wiki:WP497;wiki:WP4973;wiki:WP4979;wiki:WP4980;wiki:WP4981;wiki:WP4988;wiki:WP4992;wiki:WP4994;wiki:WP5004;wiki:WP5009;wiki:WP5029;wiki:WP5094;wiki:WP5213;wiki:WP5312;wiki:WP5402;wiki:WP550,1,Pathways,2,0.1123511976904639,214243.97406867176,231471.17689516,0.1115779313680556,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
reactome:R-HSA-2161522;reactome:R-HSA-2161541;reactome:R-HSA-425397;reactome:R-HSA-5619063;reactome:R-HSA-5683826;reactome:R-HSA-74217;reactome:R-HSA-74259;reactome:R-HSA-83936;reactome:R-HSA-8956319;reactome:R-HSA-8956321;reactome:R-HSA-9735763;reactome:R-HSA-9735786;reactome:R-HSA-9735804;reactome:R-HSA-9755088;wiki:WP1937;wiki:WP2712;wiki:WP3579;wiki:WP4042;wiki:WP4082;wiki:WP4224;wiki:WP4485;wiki:WP4792,1,Pathways,2,0.1123511976904639,19214479.256880675,30210166.389270127,0.6528402524669021,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00740;reactome:R-HSA-196843;wiki:WP1533;wiki:WP176;wiki:WP241;wiki:WP5037,1,Pathways,2,0.1123511976904639,52645.434503656754,109054.63686137596,1.0506707838350353,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00150;kegg:map00520;kegg:map00860;wiki:WP1852;wiki:WP1937;wiki:WP2712;wiki:WP3315;wiki:WP3871;wiki:WP4784;wiki:WP5312;wiki:WP698,1,Pathways,1,0.19043026382552408,874114.5003038413,2061152.2709203633,1.2375569143025396,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00330;kegg:map00410;kegg:map00740;kegg:map00750;kegg:map00770;wiki:WP176;wiki:WP1850;wiki:WP1919;wiki:WP2690;wiki:WP3548;wiki:WP3553;wiki:WP3562;wiki:WP3574;wiki:WP4042;wiki:WP4084;wiki:WP4271;wiki:WP4977;wiki:WP4990;wiki:WP5037,1,Pathways,1,0.19043026382552408,229974.50319983333,311726.13023720967,0.43880517158844745,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00250;reactome:R-HSA-8963693;reactome:R-HSA-8964539;wiki:WP4519;wiki:WP4979;wiki:WP4992;wiki:WP5365,4,Pathways,3,0.19393085228241067,1571492.3746015928,2113283.9450591207,0.42735135196654395,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00564;reactome:R-HSA-1483191;reactome:R-HSA-2980736;reactome:R-HSA-381771;reactome:R-HSA-400451;reactome:R-HSA-400508;reactome:R-HSA-400511;reactome:R-HSA-422356;reactome:R-HSA-434316;reactome:R-HSA-444209;wiki:WP1831;wiki:WP2525;wiki:WP2533;wiki:WP2728;wiki:WP3933;wiki:WP4288;wiki:WP4722;wiki:WP4906;wiki:WP528,1,Pathways,3,0.19393085228241067,304795.76441811025,340284.3288405392,0.15889785758831765,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00270;kegg:map00450;kegg:map00910;reactome:R-HSA-1483101;reactome:R-HSA-1614558;reactome:R-HSA-1614603;reactome:R-HSA-1614635;reactome:R-HSA-1660661;reactome:R-HSA-196757;reactome:R-HSA-2408508;reactome:R-HSA-2408557;reactome:R-HSA-352230;reactome:R-HSA-379716;reactome:R-HSA-379724;reactome:R-HSA-379726;reactome:R-HSA-442660;reactome:R-HSA-5619044;reactome:R-HSA-5619094;reactome:R-HSA-5659735;reactome:R-HSA-977347;wiki:WP1422;wiki:WP1495;wiki:WP1533;wiki:WP176;wiki:WP1938;wiki:WP241;wiki:WP2525;wiki:WP2533;wiki:WP3574;wiki:WP3806;wiki:WP3933;wiki:WP3996;wiki:WP4142;wiki:WP4259;wiki:WP4290;wiki:WP4297;wiki:WP4435;wiki:WP4504;wiki:WP4577;wiki:WP4589;wiki:WP4688;wiki:WP4725;wiki:WP4726;wiki:WP5029;wiki:WP5049;wiki:WP5121;wiki:WP5166;wiki:WP5194;wiki:WP5213;wiki:WP5312,1,Pathways,3,0.19393085228241067,71078.70388182772,86386.38768602707,0.28138662387570773,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
wiki:WP4686,2,Pathways,3,0.19393085228241067,15383502.728048323,21716646.985129703,0.4974173371698348,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00360;reactome:R-HSA-2978092;reactome:R-HSA-71406;reactome:R-HSA-880009;reactome:R-HSA-8963691;reactome:R-HSA-8964208;wiki:WP2766;wiki:WP3486;wiki:WP4157;wiki:WP4519;wiki:WP4981,1,Pathways,13,0.19393085228241067,187461.5866374775,122680.20990892295,-0.611692458360039,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
kegg:map01040;reactome:R-HSA-389887;reactome:R-HSA-390918;wiki:WP106;wiki:WP1878,1,Pathways,13,0.19393085228241067,100584.39944954275,48216.258365653026,-1.0608149560979627,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
reactome:R-HSA-211958;wiki:WP3627,1,Pathways,13,0.19393085228241067,23872636.171936575,1944017.6547852522,-3.618244660906172,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
reactome:R-HSA-444209,1,Pathways,3,0.19393085228241067,331018.8944220108,607306.2447428613,0.8755106362316456,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00592;reactome:R-HSA-2046104;reactome:R-HSA-2046106;reactome:R-HSA-2980736;reactome:R-HSA-381771;reactome:R-HSA-400508;reactome:R-HSA-444209;reactome:R-HSA-9018677;reactome:R-HSA-9018682;reactome:R-HSA-9027307;reactome:R-HSA-9027604;wiki:WP2724;wiki:WP2728;wiki:WP4439;wiki:WP4444;wiki:WP4723,1,Pathways,3,0.19393085228241067,3011353.775922455,4625194.038066845,0.6191016846123364,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
reactome:R-HSA-112310;reactome:R-HSA-2980736;reactome:R-HSA-381771;reactome:R-HSA-400508;reactome:R-HSA-425397;reactome:R-HSA-444209;reactome:R-HSA-5619108;reactome:R-HSA-804914;wiki:WP1871;wiki:WP1937;wiki:WP2728;wiki:WP4724,1,Pathways,3,0.19393085228241067,85139.0146905635,117136.5283069782,0.46029874249734476,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00071;kegg:map01040;reactome:R-HSA-200425;reactome:R-HSA-389887;reactome:R-HSA-390918;reactome:R-HSA-5362517;reactome:R-HSA-549127;reactome:R-HSA-549132;reactome:R-HSA-5619053;reactome:R-HSA-71262;wiki:WP1878;wiki:WP4061;wiki:WP4321;wiki:WP4421;wiki:WP4996;wiki:WP5123;wiki:WP5219,1,Pathways,2,0.21592493894014034,610806.838550687,968187.0249555098,0.6645695456824272,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00330;reactome:R-HSA-351202;reactome:R-HSA-352230;reactome:R-HSA-420499;reactome:R-HSA-70635;reactome:R-HSA-71288;reactome:R-HSA-8964539;wiki:WP2525;wiki:WP3555;wiki:WP3580;wiki:WP3602;wiki:WP4225;wiki:WP4571;wiki:WP4583;wiki:WP4595;wiki:WP497;wiki:WP4973;wiki:WP4992;wiki:WP5002;wiki:WP5078;wiki:WP661,1,Pathways,10,0.21592493894014034,620673.8214308968,537307.850906163,-0.20808637947719447,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
kegg:map00020;kegg:map00250;kegg:map00280;kegg:map00620;kegg:map00640;kegg:map00780;kegg:map00910;reactome:R-HSA-196780;reactome:R-HSA-3296482;reactome:R-HSA-3323169;reactome:R-HSA-3371599;reactome:R-HSA-425397;wiki:WP1937;wiki:WP4093;wiki:WP4686;wiki:WP5031,1,Pathways,2,0.21592493894014034,1011853.0645278477,2246631.926877325,1.1507639770077644,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00592;reactome:R-HSA-2046104;reactome:R-HSA-2046105;reactome:R-HSA-9018683;reactome:R-HSA-9025106;wiki:WP2724;wiki:WP4438;wiki:WP4723,1,Pathways,10,0.21592493894014034,2835109.471629047,1764896.985265545,-0.6838204650695331,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
reactome:R-HSA-114516;reactome:R-HSA-1168372;reactome:R-HSA-1169091;reactome:R-HSA-1227986;reactome:R-HSA-1250196;reactome:R-HSA-1482801;reactome:R-HSA-1483101;reactome:R-HSA-1483213;reactome:R-HSA-3000471;reactome:R-HSA-3000480;reactome:R-HSA-3000497;reactome:R-HSA-399719;reactome:R-HSA-399721;reactome:R-HSA-4086398;reactome:R-HSA-4086400;reactome:R-HSA-416993;reactome:R-HSA-418597;reactome:R-HSA-5099900;reactome:R-HSA-76005;reactome:R-HSA-936837;wiki:WP2533;wiki:WP3933;wiki:WP4722,1,Pathways,10,0.21592493894014034,136918.954951961,102796.29326667437,-0.4135339426796334,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
kegg:map00562;wiki:WP5345;wiki:WP5380,1,Pathways,1,0.24715997321190714,166325.573377755,358950.78133113496,1.1097760307647015,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00360;reactome:R-HSA-1474151;reactome:R-HSA-166187;reactome:R-HSA-2160456;reactome:R-HSA-352230;reactome:R-HSA-379716;reactome:R-HSA-379724;reactome:R-HSA-379726;reactome:R-HSA-442660;reactome:R-HSA-5619044;reactome:R-HSA-5659735;reactome:R-HSA-71240;reactome:R-HSA-8963691;reactome:R-HSA-8964208;reactome:R-HSA-8978934;reactome:R-HSA-9673163;wiki:WP1938;wiki:WP4156;wiki:WP4290;wiki:WP4506;wiki:WP4917;wiki:WP4981;wiki:WP4990;wiki:WP4994;wiki:WP5029;wiki:WP5190;wiki:WP5239;wiki:WP550;wiki:WP661,1,Pathways,4,0.312321421676216,6774589.72736396,4617468.351281658,-0.5530315059334072,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
reactome:R-HSA-389661;wiki:WP3562;wiki:WP4157;wiki:WP5166,1,Pathways,4,0.312321421676216,1425159.2110164007,3116276.6022707275,1.1287001951125453,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
reactome:R-HSA-156587;reactome:R-HSA-159424;reactome:R-HSA-177135;reactome:R-HSA-9717189;reactome:R-HSA-9717207;wiki:WP4238;wiki:WP521,1,Pathways,4,0.312321421676216,5512139.969378034,10137913.681451088,0.8790763574949523,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map01040;reactome:R-HSA-2980736;reactome:R-HSA-422085;reactome:R-HSA-425397;reactome:R-HSA-5619108;reactome:R-HSA-75105;reactome:R-HSA-804914;wiki:WP1937;wiki:WP3436;wiki:WP4114,1,Pathways,4,0.312321421676216,796649.0494523445,962573.8842335071,0.27295297305862337,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map01040;reactome:R-HSA-2980736;reactome:R-HSA-422085;wiki:WP3436,1,Pathways,12,0.312321421676216,402847.286704621,330829.4305331223,-0.28414545644575023,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
kegg:map01040;reactome:R-HSA-444209,1,Pathways,4,0.312321421676216,803030.7368752125,1098749.3594695285,0.4523352096962457,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
reactome:R-HSA-196836;reactome:R-HSA-389661;wiki:WP1495;wiki:WP3562;wiki:WP4917;wiki:WP5166,1,Pathways,4,0.312321421676216,2426337.4009954473,4503625.67541838,0.8923067386457892,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
wiki:WP111;wiki:WP1533;wiki:WP1941;wiki:WP1946;wiki:WP2485;wiki:WP2533;wiki:WP2766;wiki:WP3574;wiki:WP3580;wiki:WP3630;wiki:WP3644;wiki:WP3645;wiki:WP4191;wiki:WP43;wiki:WP4519;wiki:WP4629;wiki:WP4688;wiki:WP5044;wiki:WP5046;wiki:WP5050;wiki:WP5175;wiki:WP5219;wiki:WP5283;wiki:WP5345;wiki:WP5346;wiki:WP5405;wiki:WP5414;wiki:WP623;wiki:WP698;wiki:WP78,1,Pathways,4,0.312321421676216,184979.2892685425,196802.188085876,0.0893825088015788,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00520;wiki:WP1887;wiki:WP1937;wiki:WP2786;wiki:WP3315;wiki:WP3363;wiki:WP5022;wiki:WP5151;wiki:WP5220,1,Pathways,4,0.312321421676216,336648.56101468974,447117.09241453675,0.4094094002295151,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00860;reactome:R-HSA-549127;reactome:R-HSA-549132;wiki:WP1852;wiki:WP2670;wiki:WP4495;wiki:WP5113,1,Pathways,4,0.312321421676216,489819.44320040377,974917.1014734451,0.9930295074758854,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00020;wiki:WP4661;wiki:WP78,1,Pathways,12,0.312321421676216,132328.36566858634,91164.40749905462,-0.5375797673016636,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
kegg:map00430;reactome:R-HSA-8963693;wiki:WP4979,1,Pathways,4,0.312321421676216,26493.43544253665,46091.855062721,0.7988769008956607,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
wiki:WP4313,3,Pathways,12,0.312321421676216,1780600.3619899687,1436419.44792763,-0.30988666310191165,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
wiki:WP143;wiki:WP4519,1,Pathways,12,0.312321421676216,2108335.743483903,1678290.3635357225,-0.3291122881005458,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
kegg:map00590;kegg:map00592;reactome:R-HSA-111885;reactome:R-HSA-111995;reactome:R-HSA-111996;reactome:R-HSA-112040;reactome:R-HSA-112043;reactome:R-HSA-112310;reactome:R-HSA-114508;reactome:R-HSA-1368082;reactome:R-HSA-1368108;reactome:R-HSA-140180;reactome:R-HSA-1592230;reactome:R-HSA-1655829;reactome:R-HSA-1989781;reactome:R-HSA-2029485;reactome:R-HSA-211935;reactome:R-HSA-211958;reactome:R-HSA-2142670;reactome:R-HSA-2142688;reactome:R-HSA-2142691;reactome:R-HSA-2142696;reactome:R-HSA-2142712;reactome:R-HSA-2142770;reactome:R-HSA-2142816;reactome:R-HSA-2151201;reactome:R-HSA-2162123;reactome:R-HSA-2426168;reactome:R-HSA-381340;reactome:R-HSA-400206;reactome:R-HSA-400253;reactome:R-HSA-426048;reactome:R-HSA-5579011;reactome:R-HSA-5579029;reactome:R-HSA-5668599;reactome:R-HSA-75105;reactome:R-HSA-75876;reactome:R-HSA-9707564;reactome:R-HSA-9707616;wiki:WP167;wiki:WP1797;wiki:WP1809;wiki:WP1871;wiki:WP1978;wiki:WP2197;wiki:WP231;wiki:WP2431;wiki:WP2435;wiki:WP2513;wiki:WP2526;wiki:WP2650;wiki:WP2706;wiki:WP2751;wiki:WP2797;wiki:WP3331;wiki:WP3355;wiki:WP3370;wiki:WP3396;wiki:WP3869;wiki:WP4114;wiki:WP4195;wiki:WP4216;wiki:WP4313;wiki:WP4341;wiki:WP4483;wiki:WP4580;wiki:WP4586;wiki:WP4719;wiki:WP4720;wiki:WP4721;wiki:WP4723;wiki:WP4853;wiki:WP4969;wiki:WP5094;wiki:WP5122;wiki:WP5155;wiki:WP5171;wiki:WP5321;wiki:WP678;wiki:WP98,1,Pathways,12,0.312321421676216,16165289.867973933,10962309.478493415,-0.5603476080893196,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
kegg:map00590;wiki:WP4721;wiki:WP5155,1,Pathways,4,0.312321421676216,46737.63054936698,56076.16833847405,0.26280317807639136,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Males
kegg:map00590,1,Pathways,12,0.312321421676216,3527097.7590098693,1834153.9288639014,-0.9433668426340998,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
reactome:R-HSA-9845614,1,Pathways,12,0.312321421676216,757431.1715365588,596647.6691584238,-0.34423554914265786,0.9520582940885165,1,FALSE,FALSE,FALSE,Higher in Females
