gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
AL627309.1,1.5358709068040648,0.21943822738339575,0.52309745407677,0.6048661777792456,0.9894056400904516,-4.597076519096203
AL627309.5,4.603178259006161,0.9861487723615066,1.879610401152638,0.07020584356516768,0.9894056400904516,-4.587437375244109
LINC01409,-0.5709249221073744,4.428365729176807,-0.5175016267344098,0.6087169837146407,0.9894056400904516,-4.603853498550544
LINC01128,0.1238656163630833,4.522803086905228,0.12942450202959008,0.897912007813112,0.995383790936503,-4.607243633153214
LINC00115,2.8812143234971272,1.917515519116949,1.268290236044261,0.2147451669835827,0.9894056400904516,-4.592403247616994
FAM41C,1.5735101672065637,0.1809496674595089,0.4746357117527944,0.6385885336055747,0.9894056400904516,-4.597158914270082
AL645608.6,2.3684034311443307,1.7534880400769004,1.152150570977137,0.2586347730031632,0.9894056400904516,-4.593703047342426
AL645608.2,8.466380752043328,-0.04660194600419639,2.2993462034397543,0.028850951996456497,0.9894056400904516,-4.585925277523548
SAMD11,4.7449982087947475,-0.7935485766390284,1.4022941295703812,0.17140322400514962,0.9894056400904516,-4.593249653508218
NOC2L,0.3166909835320393,4.147509094008669,0.20213006890776125,0.8412211994787627,0.995383790936503,-4.605577703773714
KLHL17,-0.3578978593434003,1.9919523552040923,-0.1822903630899952,0.856618548823683,0.995383790936503,-4.59995881072597
PLEKHN1,5.214486475752848,-0.574873892886799,1.7314340249682083,0.09396277503997716,0.9894056400904516,-4.591087645067247
AL645608.7,4.034151451489963,0.1457463760892656,1.2068217033216893,0.23721771186875895,0.9894056400904516,-4.5939622597731535
HES4,-0.5192799484520718,6.00064559171257,-0.21922323254322065,0.828006225044344,0.995383790936503,-4.612578452287955
ISG15,4.886018546590497,1.5863391835657257,1.968022433797889,0.05865715381774561,0.9894056400904516,-4.584193344798258
AL645608.1,6.052410239445606,-0.35259104753828896,2.0806759701948536,0.04637080378032576,0.9894056400904516,-4.588453474292461
AGRN,-0.4057098058639754,3.664221651534702,-0.28880395248880436,0.7747783364721857,0.9949857265908898,-4.603707634432431
C1orf159,-0.767749904334712,4.990932680919292,-0.8345191443902915,0.4107857446738622,0.9894056400904516,-4.599421052842082
AL390719.3,1.6477615188615375,2.149065531782383,0.9091987654714253,0.3707126734829055,0.9894056400904516,-4.5960441522488225
LINC01342,-4.485203486635715,-0.17990242708064783,-0.9157225161464341,0.36733725412963714,0.9894056400904516,-4.595500856253152
SDF4,0.5494121226528917,4.808622081634161,0.5612151333350728,0.578946463535793,0.9894056400904516,-4.604245356235323
B3GALT6,1.6908577774478808,3.724186626929455,0.6075405889842085,0.5482032737842188,0.9894056400904516,-4.601045053854374
UBE2J2,0.7177998376609788,4.078941400005936,0.5050717399791682,0.6173115159019047,0.9894056400904516,-4.603037027550204
LINC01786,-0.5303162362399235,1.075003637442868,-0.21667163494178412,0.8299757535417792,0.995383790936503,-4.598565271541413
SCNN1D,1.1517345511596284,1.2533457565055592,0.5271443877413651,0.6020884349698716,0.9894056400904516,-4.597780619705039
ACAP3,1.5019089765506732,5.382424574092871,1.5898120679854764,0.12268166344187983,0.9894056400904516,-4.573577513582559
PUSL1,3.293209116712382,0.7113143040652594,1.1858075925698712,0.2452887085786924,0.9894056400904516,-4.59390515174154
INTS11,0.8730658554468336,4.062207706994904,0.894194032441562,0.37855281269383945,0.9894056400904516,-4.597266203777788
CPTP,2.5252359731324914,2.19459893438496,1.20386165758293,0.23834250092462245,0.9894056400904516,-4.5929137624409915
TAS1R3,0.33867452205997034,-0.45432522995980557,0.09088816060244771,0.928204064611716,0.9973464749603639,-4.597302078607902
DVL1,1.5260272494182567,2.898047556270652,0.7842023620278373,0.43925712672678763,0.9894056400904516,-4.597881484907306
MXRA8,5.372892648728057,0.9673655038074608,1.127593510584983,0.2687013671105405,0.9894056400904516,-4.594291292145514
AURKAIP1,1.7149041688199143,4.719889316193978,0.4946915660324441,0.6245313631509534,0.9894056400904516,-4.604871546965525
CCNL2,-0.3154495963949361,6.1285599573935645,-0.29126474414367115,0.772914453566754,0.9949857265908898,-4.612412631496867
MRPL20-AS1,-0.07262094721685072,1.9615878815377858,-0.028637753403787613,0.9773489595720297,0.9981992935428977,-4.600042823220859
MRPL20,0.3770744551987279,5.245122111557315,0.16101863944132883,0.8731911366121308,0.995383790936503,-4.609765839992683
AL391244.2,1.3409644332307133,0.5283242418468992,0.4644442770052149,0.6457848843369005,0.9894056400904516,-4.597397978484517
ANKRD65,6.169685247656731,0.09300198607051496,1.7552656110253333,0.08973532231947172,0.9894056400904516,-4.590296612858906
VWA1,7.647624448473055,0.6652629609192249,1.9680737094932907,0.0586509682515655,0.9894056400904516,-4.5874427353686205
ATAD3C,6.42913980287837,0.6598042013068431,2.5255047266421418,0.017251767814430257,0.9894056400904516,-4.5818358618635715
ATAD3B,0.16963711016604627,3.109534487601015,0.11817699267277432,0.906739209991161,0.9961943179395732,-4.60252894470016
