gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
AL627309.1,0.0028792214048898542,0.11743562030474873,0.011957494286196075,0.9905203934035112,0.9998673231654174,-4.684775249495145
AL627309.5,0.1442909969318755,0.8863023236045134,0.6744489365941532,0.5039983741612,0.9998673231654174,-4.663316449976275
LINC01409,-0.12304585033162077,4.528163816844068,-1.687177980622942,0.09954061481740163,0.9998673231654174,-4.260517808905574
LINC01128,-0.0768097747942802,4.457165610802116,-1.0702726761354566,0.2910657390351833,0.9998673231654174,-4.643214165546186
LINC00115,-0.14585212221855373,1.8797568349093734,-0.8953268258380508,0.37609681102917925,0.9998673231654174,-4.638665183860994
FAM41C,-0.11948524733130644,0.18939404672005128,-0.4568672387564936,0.6502971579933318,0.9998673231654174,-4.667334592828363
AL645608.6,0.06094770923290539,1.7654299785983327,0.37790121713302377,0.7075498582023111,0.9998673231654174,-4.722289506666502
AL645608.2,0.08771244706069739,0.23103128759652733,0.30935369867047874,0.7586967321012388,0.9998673231654174,-4.678303871544084
SAMD11,-0.009280295599692161,-0.782333680536786,-0.03403289436790378,0.9730242419535013,0.9998673231654174,-4.66898723635143
NOC2L,-0.10714017579744527,4.2582492791335484,-0.9563702455881931,0.34476722824623096,0.9998673231654174,-4.689126564371889
KLHL17,-0.025663563714164218,1.8859867060158433,-0.17234273122629487,0.8640579710722871,0.9998673231654174,-4.737711616084065
PLEKHN1,-0.015487315265321258,-0.6368410197552452,-0.07028655035911152,0.944324211660737,0.9998673231654174,-4.671230238452934
AL645608.7,0.14088621783312383,0.1923390582931131,0.677363756660876,0.5021676644290058,0.9998673231654174,-4.649790869570525
HES4,-0.13994087215823162,6.012896564951082,-0.8652578165963424,0.392180584295856,0.9998673231654174,-4.815557797846159
ISG15,-0.104243176418853,1.662536682215285,-0.523685737850373,0.6034559429847508,0.9998673231654174,-4.698106416041567
AL645608.1,0.48069702446853946,-0.43667812571499903,2.164955566471671,0.036561684777670134,0.9998673231654174,-4.337741365145425
AGRN,-0.09631713531188901,3.7923622753354587,-0.9537576438253135,0.34607168136257305,0.9998673231654174,-4.672444961306197
C1orf159,-0.044698061269721756,5.014375845890273,-0.6178082281344832,0.5402872982359884,0.9998673231654174,-4.860538105914269
AL390719.3,0.09585640287637968,2.193546983883031,0.6582627456210257,0.5142306522560336,0.9998673231654174,-4.7019144105784
LINC01342,-0.031355231018340375,-0.10610506184263432,-0.08544928620491479,0.9323407077772463,0.9998673231654174,-4.678370139746581
SDF4,0.01789125714802082,4.809208867255642,0.2334714711954622,0.8166145822895376,0.9998673231654174,-4.937698877889271
B3GALT6,-0.1834082229553252,3.816433790606,-0.9097193807292339,0.3685500851729171,0.9998673231654174,-4.6930599867720835
UBE2J2,-0.07932086801194907,4.103998532104192,-0.7850973584589911,0.43713267788596066,0.9998673231654174,-4.748515976561544
LINC01786,-0.13133738834241337,1.0912222886525174,-0.7512449103583442,0.45700778971241474,0.9998673231654174,-4.6511907696461945
SCNN1D,-0.16055277765539022,1.203880749353761,-0.819893222785489,0.4172521391188583,0.9998673231654174,-4.6415466975694715
ACAP3,0.027762115932887056,5.352037010607183,0.3828253198493051,0.7039247024995907,0.9998673231654174,-4.953084814878054
PUSL1,-0.1626208657294019,0.8206015398888216,-0.7470235872246439,0.45952265776271195,0.9998673231654174,-4.646071562021611
INTS11,9.790143874926318e-4,4.010902634547291,0.012567112141763693,0.9900371288611043,0.9998673231654174,-4.887591248197364
CPTP,-0.11535582713231224,2.3096715466941227,-0.6974503494084162,0.4896518349426252,0.9998673231654174,-4.692815685728075
TAS1R3,-0.32636692712085513,-0.5916420005464701,-1.1304964854504627,0.2651610616311991,0.9998673231654174,-4.581518085394836
DVL1,-0.024233170643793146,2.9732702644873625,-0.17878500093756544,0.8590306432694328,0.9998673231654174,-4.803175745517041
MXRA8,0.1518495665535456,0.6451281805003891,0.42668172863492065,0.6719537313570791,0.9998673231654174,-4.685814043783469
AURKAIP1,-0.15256501684541482,4.876615874887052,-0.621298940820249,0.5380121647526321,0.9998673231654174,-4.852795846180358
CCNL2,-0.009826839064266714,6.154256822358286,-0.11554780063655733,0.9086029252492137,0.9998673231654174,-5.04709013931964
MRPL20-AS1,-0.2056971938406447,2.031480479015255,-1.116057436299529,0.2712164699884156,0.9998673231654174,-4.584126657484862
MRPL20,-0.08042660485221607,5.323790494034231,-0.4952065460960809,0.6232287612452008,0.9998673231654174,-4.918187113068304
AL391244.2,0.032946079025254274,0.39165534289713017,0.15160319848178647,0.8802802238867593,0.9998673231654174,-4.691066572067027
ANKRD65,0.3008730195903367,0.049346642023287174,1.1557470440982518,0.25480532190911387,0.9998673231654174,-4.575148092721272
VWA1,-0.1688609537574625,0.881007086086254,-0.5508253166072264,0.5848903836358158,0.9998673231654174,-4.6735552153943996
ATAD3C,0.08306557605743346,0.5972726923143854,0.319809651395365,0.7508170077613987,0.9998673231654174,-4.6890959278694595
ATAD3B,0.02688190064374315,3.0519263966199963,0.2619641278375267,0.7947256700520771,0.9998673231654174,-4.8037245337167205
ATAD3A,-0.0058482255056338875,2.7010792308550435,-0.03757370780963673,0.9702189498960694,0.9998673231654174,-4.789203365369313
TMEM240,-0.04133724019671051,3.7040835809168704,-0.261761047178088,0.7948811130874097,0.9998673231654174,-4.849652695953098
SSU72,-0.007200618835375035,5.284862814535371,-0.05489063294336779,0.9565053974743296,0.9998673231654174,-4.989691923585048
AL645728.1,-0.3067948052857145,1.1368606732350206,-1.3954394690766063,0.17076657833896683,0.9998673231654174,-4.5147043896212455
FNDC10,-0.13662302540588322,1.2531781326539115,-0.5369568612710788,0.5943430461520491,0.9998673231654174,-4.684274481444782
AL691432.4,0.04244074292794546,0.42541570416014923,0.18408209769008174,0.854901402978932,0.9998673231654174,-4.69045673308983
AL691432.2,-0.3459189352769169,2.3373797516820143,-1.3265698044903322,0.1923549938939719,0.9998673231654174,-4.515395376172294
MIB2,0.05720285111774377,3.0596131543282086,0.5809398583990265,0.5646181780512322,0.9998673231654174,-4.751703780751561
MMP23B,-0.07542139643259983,-0.7310000646839434,-0.2727766444956089,0.7864618759707642,0.9998673231654174,-4.66487896172851
CDK11B,-0.07091550378254785,4.9117114720197055,-0.5633027889226195,0.5764483287293165,0.9998673231654174,-4.872624684819813
FO704657.1,-0.03318793957475751,-0.03232610085911587,-0.14160965017221494,0.8881162024754375,0.9998673231654174,-4.680147370893306
SLC35E2B,-0.04986470775659968,5.1200250072684845,-0.8641686961244465,0.39277117469501144,0.9998673231654174,-4.774102973853458
CDK11A,-0.152893008319775,4.459032169266937,-1.0697336869579757,0.29130530659755555,0.9998673231654174,-4.642770318636042
SLC35E2A,-0.05676522473485453,5.0655584466584545,-0.7314442301464766,0.4688734882275749,0.9998673231654174,-4.824615356785165
NADK,0.04140156413933298,3.493987121931797,0.5238950784862064,0.6033116892977264,0.9998673231654174,-4.791946132913284
GNB1,-0.01308654080691397,7.814092563892846,-0.24580926420663798,0.8071169468652268,0.9998673231654174,-5.144817102080916
AL109917.1,-0.14238425841869276,-0.5111389595091846,-0.5222597208458751,0.6044390195698726,0.9998673231654174,-4.65215500709886
TMEM52,0.1707089654170811,0.9675876400829511,0.7199321601031714,0.47585282647118887,0.9998673231654174,-4.656892001249157
CFAP74,0.23473951618525063,-0.0021151949115686243,0.883920996796303,0.3821473259096809,0.9998673231654174,-4.620729117032994
GABRD,-0.3259705051404543,-0.12820533378390644,-1.145390236733268,0.25901697441132204,0.9998673231654174,-4.578502113316993
PRKCZ,0.03939547221400788,4.768668269037148,0.40186263054610605,0.6899756062215767,0.9998673231654174,-4.900370865270312
AL590822.2,0.12323718087479278,0.4518965766027248,0.6127532869410809,0.5435907839419342,0.9998673231654174,-4.660866193595135
PRKCZ-AS1,0.025106375942704817,-0.20415539699512714,0.09352208241371024,0.9259668795390461,0.9998673231654174,-4.679199618752457
FAAP20,-0.07165938160360073,5.183808560458414,-0.4944967006114234,0.6237253065219703,0.9998673231654174,-4.909401419699028
AL590822.1,0.26169751825565,-0.1347519728113709,1.1963329221360706,0.23877811727475046,0.9998673231654174,-4.568457842363258
SKI,0.08597931333499688,5.248081128147076,1.245282170602963,0.2204469368822888,0.9998673231654174,-4.567463558542811
AL590822.3,0.009921660118707537,-0.22309766168458878,0.04676750518277558,0.9629368259662441,0.9998673231654174,-4.676675614168329
MORN1,-0.06609873817021403,3.171970704763081,-0.6075500705656163,0.5470020425981796,0.9998673231654174,-4.74839778879464
AL513477.2,0.11752182849868936,-0.019535667014031508,0.4300108590847132,0.6695508918651679,0.9998673231654174,-4.668058476761945
RER1,-0.0848175573199912,4.857339110941221,-0.7875910145746027,0.43568933945184796,0.9998673231654174,-4.793691121098583
PEX10,-0.19566902036467135,3.634149040593848,-1.7297263326534422,0.09157522240854307,0.9998673231654174,-4.275293815252224
PLCH2,0.2688624918393808,1.9187006855038082,1.4136101367900058,0.16539699385574563,0.9998673231654174,-4.485069169986187
PANK4,0.03727455551746832,2.742112491519347,0.33955094883801434,0.736013729045091,0.9998673231654174,-4.777802151494019
HES5,-0.4849183509224563,2.830003315033711,-1.5642634848882802,0.12582229717324947,0.9998673231654174,-4.409113097982662
AL139246.5,0.19116756926611422,-0.27701713642862097,0.8194522446710767,0.41750057923726436,0.9998673231654174,-4.628109376304464
TNFRSF14,-0.0292258696944314,-0.7235408265563623,-0.10056971187449017,0.9204064835562302,0.9998673231654174,-4.669104289007419
PRXL2B,-0.19405696102658887,2.1974198930866127,-0.855003670666831,0.3977631899061511,0.9998673231654174,-4.654645208430175
MMEL1,0.13109184143140537,0.45850534762747486,0.6586945163542065,0.5139562537429334,0.9998673231654174,-4.6545911760941
TTC34,-0.040039522714173395,1.4952194689491207,-0.25744924485712867,0.7981834618477696,0.9998673231654174,-4.718139745894703
PRDM16-DT,-0.16510997674956143,2.0668192489628576,-0.5019762332937923,0.6185022488169404,0.9998673231654174,-4.719785310827028
PRDM16,-0.1746167772547431,4.279324050474772,-0.5970053943757853,0.553948787196644,0.9998673231654174,-4.829300067617463
AL354743.2,0.031523904406178166,-0.5419795279995308,0.0871825497335596,0.9309718252264583,0.9998673231654174,-4.672669257824568
MEGF6,-0.06336061447832388,2.7279204979794422,-0.5749972133703307,0.5685906593151706,0.9998673231654174,-4.735287444086273
AL513320.1,-0.32844525189884255,-0.22679303796478045,-1.1238808278540442,0.26792340696461575,0.9998673231654174,-4.58211051216578
TPRG1L,0.02621879443723714,2.724103479133019,0.16293534119428546,0.8714094018096442,0.9998673231654174,-4.790499800853656
WRAP73,-0.10788272822376604,3.4954709066202048,-1.2379717762264613,0.2231160783781792,0.9998673231654174,-4.54481383070436
TP73,0.18919773290895636,-0.7100559175389374,0.6126506486664454,0.5436579677245926,0.9998673231654174,-4.645792613467749
CCDC27,0.1107449921018985,-0.6845581750623527,0.410778081953326,0.6834801096243721,0.9998673231654174,-4.660497569443994
LRRC47,-0.01997709506624275,3.860723793429528,-0.21158234940370169,0.8335329956307885,0.9998673231654174,-4.86321898942841
CEP104,0.003922333472526989,5.133332476522907,0.05491256438252588,0.9564880371983371,0.9998673231654174,-4.972934476188126
DFFB,-0.033271877416987124,3.5227581842289015,-0.44526781784238456,0.6585842169891609,0.9998673231654174,-4.807227706673105
C1orf174,-0.011041402902525371,2.946332929049454,-0.08217809185965767,0.9349247677164149,0.9998673231654174,-4.803219813359416
AJAP1,0.1593880633401499,3.9457990323897745,0.732022542160658,0.4685244377070571,0.9998673231654174,-4.768474169024072
AL365255.1,0.18362584567492324,1.038085535833035,0.8651698426854074,0.3922282685655464,0.9998673231654174,-4.63476246303633
NPHP4,0.03642763109130083,4.528302123339763,0.4601785647298549,0.6479395828061065,0.9998673231654174,-4.874247206853178
KCNAB2,0.06691152903936261,3.086173070422147,0.612357175201463,0.5438500898912944,0.9998673231654174,-4.749787542081506
CHD5,0.09491347223578825,6.136925879791469,0.5403283532185206,0.592038388681768,0.9998673231654174,-4.958628797671406
RPL22,-0.02835046805820095,8.52027166643235,-0.18286436779925158,0.8558502977963568,0.9998673231654174,-5.198581029956729
RNF207,0.0829194775438011,2.2840474808416067,0.4539365581048451,0.6523867620786021,0.9998673231654174,-4.731726486477924
ICMT,-0.20474274516488297,2.533568423301448,-1.5546203313108635,0.1281025455211375,0.9998673231654174,-4.422477704984626
GPR153,-0.03549877275943289,4.150737493024179,-0.35077119463989964,0.727644815702976,0.9998673231654174,-4.864549938133371
ACOT7,0.04133358395364406,5.589614584187504,0.34647191895379703,0.7308476221311858,0.9998673231654174,-4.97636661553469
AL031848.2,-0.4201665671819405,-0.051811219442637675,-1.9229756747820204,0.0617956050233727,0.9998673231654174,-4.413107117540296
HES2,-0.42619463672490926,-0.6315556066691925,-1.36542908646077,0.1799305882917519,0.9998673231654174,-4.543245218583041
ESPN,0.19903351532959374,-0.5814958997004934,0.7477796781832972,0.4590716229351476,0.9998673231654174,-4.6327891305164615
TNFRSF25,-0.06447950769151646,5.161566231391745,-0.668406700864461,0.5078049416064799,0.9998673231654174,-4.855720159447639
PLEKHG5,-0.06705136887068705,3.834789380615789,-0.6746048977161003,0.5039003271752884,0.9998673231654174,-4.767271151522624
NOL9,0.0500665601618885,4.8043372517353,0.7456231694873172,0.46035873667548755,0.9998673231654174,-4.808785900114178
ZBTB48,-0.1371275235805921,3.4945448953165656,-1.5064192948849768,0.14000481429594397,0.9998673231654174,-4.410082025659387
KLHL21,-0.057221361895903836,3.2623672633691716,-0.5844521655427676,0.5622768445392561,0.9998673231654174,-4.763922946678418
