"gene","estimate","std_error","t_value","p_value","adj_p_value","r_squared","n_samples"
"AC108019.2",0.0205220378561143,0.0105567873426516,1.9439662077118,0.053103421627363,0.271681400442875,0.0159600494260143,235
"PLCXD3",0.0908405100038718,0.0467519544130874,1.94303128380966,0.0532169566462011,0.271681400442875,0.0159449463040712,235
"HEXB",0.0668312707785616,0.0343851280794898,1.94360976710816,0.0531466829126699,0.271681400442875,0.015954290544522,235
"POMZP3",0.0688393309846166,0.0354121783124678,1.94394511337869,0.0531059810272755,0.271681400442875,0.0159597085850064,235
"AL359644.1",0.0419229457268493,0.0215715070108705,1.94344074828537,0.0531672071245286,0.271681400442875,0.0159515601142802,235
"ATM",0.073746476403823,0.0379328009947353,1.94413474538983,0.0530829764798735,0.271681400442875,0.0159627727723608,235
"PARP11",0.0744358175534776,0.0383039422146044,1.94329390788129,0.053185043586847,0.271681400442875,0.01594918814782,235
"CDCA3",-0.0477469549145779,0.0245696176936589,-1.94333324636552,0.0531802647125881,0.271681400442875,0.0159498235802108,235
"RPS26",-0.0839007786063773,0.043163806767188,-1.9437761608681,0.0531264839739419,0.271681400442875,0.0159569787850884,235
"C12orf66",0.0578225133575029,0.029756112202251,1.94321465668921,0.0531946721889678,0.271681400442875,0.0159479080442037,235
"ASCL1",0.0666179377612613,0.0342844417048882,1.94309530645684,0.053209175378628,0.271681400442875,0.0159459803337057,235
"RB1-DT",0.0288301767126841,0.0148253986149043,1.94464765916651,0.0530207961103622,0.271681400442875,0.0159710621415964,235
"TGFB3",0.0740450175140181,0.0380876076706616,1.94407110455126,0.0530906959123279,0.271681400442875,0.0159617443944658,235
"LINC02256",0.0536075731457404,0.0275733766876545,1.94417875449191,0.0530776388669857,0.271681400442875,0.015963483937735,235
"GALK2",0.0773819210418072,0.0398049684228592,1.9440266908331,0.0530960837151059,0.271681400442875,0.0159610267279682,235
"NPIPB9",-0.0247723215473926,0.0127486712972899,-1.94312967757343,0.0532049983318962,0.271681400442875,0.0159465354746935,235
"RBL2",0.077549055421742,0.0398867724888295,1.94422989334271,0.0530714370944638,0.271681400442875,0.0159643103352609,235
"AC009113.1",0.0596553347373788,0.0306995452873384,1.94319929428997,0.0531965388090778,0.271681400442875,0.0159476599089503,235
"EVI2A",0.0580112220574524,0.0298416674875616,1.94396717548147,0.0531033042092345,0.271681400442875,0.0159600650632634,235
"AP001793.1",0.0227477456021513,0.0117067099175179,1.94313737697657,0.0532040626780448,0.271681400442875,0.0159466598319448,235
"MALT1",0.0751358102507406,0.0386550072625008,1.94375361878744,0.0531292200332725,0.271681400442875,0.0159566145849223,235
"AC016229.1",0.0721313198901475,0.0370902041440669,1.94475391965956,0.0530079218475196,0.271681400442875,0.0159727797085441,235
"TMIGD2",-0.0125696547316871,0.00646355512511212,-1.94469676337279,0.0530148464374269,0.271681400442875,0.015971855838285,235
"ATRN",0.0806884067277604,0.0415010462339741,1.94424994186547,0.0530690059120543,0.271681400442875,0.0159646343224702,235
"CR381670.2",0.0285628956576521,0.0146907934955758,1.94427180984159,0.0530663542005736,0.271681400442875,0.0159649877158916,235
"GLCE",0.0710566542499114,0.0365742853497201,1.94280362747963,0.0532446335864737,0.27178090908613,0.0159412696855565,235
"ATAD2B",0.0782633731841218,0.0402868569533359,1.94265274341888,0.0532629837329439,0.271832786945691,0.0159388331509056,235
"LINC02672",0.041889167189575,0.0215648662264196,1.94247285143164,0.053284868699696,0.271902686384617,0.0159359284164849,235
"LINC00115",0.0487874020653433,0.0251201896423485,1.94215898685318,0.0533230703571239,0.271962677710541,0.0159308610158894,235
"DRC1",0.0492150679021407,0.0253417222816524,1.94205695079267,0.053335494514076,0.271962677710541,0.0159292137903049,235
"AC007682.1",0.0685018146668,0.0352731253747335,1.94203983738477,0.0533375785221975,0.271962677710541,0.0159289375268588,235
"DTD2",0.0686288440623653,0.0353378826552408,1.94207572456771,0.0533332083912623,0.271962677710541,0.0159295168598446,235
"BRD4",0.0753350970025432,0.0387886713879452,1.9421932823911,0.0533188949960024,0.271962677710541,0.0159314146862652,235
"IMMP2L",0.0755528730345367,0.0389057881089413,1.94194428918851,0.0533492152895634,0.271980246349557,0.0159273951247111,235
"AC012050.1",0.0678874276420604,0.0349625511788589,1.94171836302125,0.0533767392147814,0.272078791662205,0.0159237483578008,235
"FOXO3",0.0731996568933268,0.0377011807647272,1.94157465120592,0.0533942534162029,0.272099192853314,0.0159214288531805,235
"AL139379.1",0.0339526967135722,0.0174874087632613,1.94155104242214,0.0533971310875857,0.272099192853314,0.0159210478234529,235
"AP4S1",0.0796599100693021,0.0410340667943813,1.94131160502497,0.0534263234451246,0.272206175183661,0.015917183711671,235
"RPL27",-0.0880244837554578,0.045345273155556,-1.9412052818271,0.0534392907364613,0.272230470944072,0.0159154679794131,235
"IGF1R",0.0748913763706728,0.0385835262832654,1.94101948642146,0.0534619568940891,0.272304159642788,0.0159124700192359,235
"CNGA1",0.0365261604677982,0.0188188226164387,1.94093760339139,0.0534719488001815,0.272313280362151,0.0159111488551634,235
"HM13-AS1",0.0349064826518811,0.0179882065571448,1.94052044827207,0.0535228771830922,0.272530840973377,0.0159044189623568,235
"CPLX3",0.0176270025309475,0.00908421298570065,1.94039952153192,0.0535376481437976,0.272564254671367,0.0159024683250059,235
"AC010623.1",0.0833259523846499,0.0429459337175685,1.94025243303914,0.0535556193283797,0.272570792808159,0.0159000958327555,235
"COLEC10",0.0331971929927852,0.017110894148857,1.94012029435661,0.0535717682768958,0.272570792808159,0.0158979646199622,235
"NUTM2B-AS1",0.080201633998982,0.0413355231525962,1.94025931891332,0.0535547779032652,0.272570792808159,0.0159002068960355,235
"MTIF3",0.0747799916489548,0.0385432857717328,1.94015611673143,0.0535673899442438,0.272570792808159,0.015898542371515,235
"DDHD1",0.0788267866592252,0.0406332371261467,1.93995832560684,0.0535915684034449,0.27262975904213,0.0158953524751645,235
"KCNQ4",0.0561403692721005,0.0289494321273736,1.93925632202699,0.0536774570516885,0.27290886605639,0.0158840333000805,235
"EVC2",0.0590066254514414,0.0304333955823087,1.93887748384353,0.0537238551335815,0.27290886605639,0.0158779264695968,235
"KIAA0319",0.108254957085219,0.055831120127589,1.93897161364177,0.0537123234721967,0.27290886605639,0.0158794437274295,235
"ACBD5",0.0732438386553993,0.0377763900921033,1.93887871437218,0.0537237043704526,0.27290886605639,0.0158779463037767,235
"TPH1",0.046082616139626,0.0237681462430725,1.93883930485564,0.0537285329612716,0.27290886605639,0.0158773110904227,235
"OOSP4B",-0.0177569749576332,0.0091569980938311,-1.93916988686453,0.053688040203799,0.27290886605639,0.0158826398762439,235
"CYB5D2",0.0798863813033274,0.0411918696847557,1.93937254887199,0.0536632289589303,0.27290886605639,0.0158859070882081,235
"KIF19",-0.012426785549951,0.00640779805396939,-1.9393222828321,0.0536693819665988,0.27290886605639,0.0158850966953186,235
"AC103808.4",-0.0216113316745357,0.0111453773387291,-1.93903992818964,0.053703955690278,0.27290886605639,0.0158805449180296,235
"AP000224.1",0.0359946256889795,0.0185650453402056,1.93883855543446,0.0537286247864902,0.27290886605639,0.0158772990111645,235
"CSMD2-AS1",0.0753498494782893,0.0388714146148264,1.93843857304718,0.0537776527238597,0.273116118238458,0.0158708526722453,235
"C19orf25",0.0728986965210943,0.0376089132572237,1.93833562864496,0.0537902772393808,0.273138456255758,0.0158691937644681,235
"MFSD4B",0.0746099957931569,0.0384945067278148,1.93819851545848,0.0538070958870596,0.273140316745746,0.0158669843685625,235
"GPATCH2L",0.0750030476187805,0.0386965894398956,1.93823405898023,0.0538027356052782,0.273140316745746,0.0158675570908985,235
"EGFR-AS1",0.0187624288737216,0.00968205243758764,1.93785656446996,0.0538490597046579,0.273269781206398,0.015861474922735,235
"GRAMD1A",0.0738541029295723,0.0381108621825498,1.93787541661518,0.0538467454759238,0.273269781206398,0.0158617786410096,235
"TNRC6C",0.082356360921956,0.0425027603469754,1.93767087712967,0.0538718585508842,0.273301939086869,0.015858483546927,235
"INSR",0.0770037022056637,0.0397398295164344,1.93769583671261,0.0538687935208183,0.273301939086869,0.0158588856238398,235
"SLC19A1",0.0724208069180424,0.0373773030672927,1.93756105911812,0.0538853459136814,0.273328601545658,0.0158567145330402,235
"ZNF224",0.0724572575139503,0.037399775346006,1.93737146396224,0.0539086378293692,0.273404980981576,0.0158536606424389,235
"AP001628.1",0.0532604851100053,0.0274930683900397,1.93723320927324,0.0539256278600337,0.273449381103323,0.0158514338912547,235
"HIST3H2A",-0.0763916152950485,0.0394455694124561,-1.93663360506403,0.0539993649080725,0.273621735605444,0.0158417782965862,235
"CLASP1",0.078873305545933,0.040721731061249,1.93688488898718,0.0539684526622802,0.273621735605444,0.0158458244512631,235
"MSANTD1",0.0539539397669824,0.0278589217577091,1.93668442146553,0.0539931124169153,0.273621735605444,0.0158425964987668,235
"TRPV5",0.0289589327506909,0.0149521095295626,1.93677906742422,0.0539814687227354,0.273621735605444,0.0158441204605477,235
"LEMD3",0.0767298075693148,0.0396204403120562,1.93662177817763,0.054000820184992,0.273621735605444,0.0158415878730738,235
"AC090115.1",0.067467843766177,0.0348430565397657,1.93633539839357,0.0540360687565195,0.273758563776545,0.0158369772333914,235
"SUCO",0.0722744653671167,0.0373494094623734,1.93508990925084,0.0541895925632849,0.273909458284566,0.0158169326127125,235
"UCHL5",0.0776215135308192,0.0400955934457619,1.93591132740857,0.0540883003141111,0.273909458284566,0.0158301509744463,235
"LINC01098",0.046724516684447,0.0241435227008406,1.93528165973975,0.0541659328260872,0.273909458284566,0.0158200178149379,235
"SKIV2L",0.0605657676467784,0.031296852961412,1.93520312478235,0.054175622059606,0.273909458284566,0.0158187541787101,235
"FBXO10",0.0711191155455045,0.036746498327351,1.9353984401983,0.0541515277532408,0.273909458284566,0.0158218969143665,235
"RABGAP1",0.0765480685304826,0.0395393094396808,1.9359991263191,0.0540774829047192,0.273909458284566,0.0158315641561265,235
"AL390774.2",0.0765108376236744,0.0395254863005876,1.93573425110615,0.054110122821001,0.273909458284566,0.0158273009965809,235
"ATP5MG",-0.0820334429551359,0.0423866372713991,-1.93536095892394,0.0541561507830193,0.273909458284566,0.0158212937963986,235
"AL392023.1",0.00805947167819658,0.00416434421717185,1.93535194448216,0.0541572626952152,0.273909458284566,0.015821148745017,235
"AC009035.1",0.00805947167819658,0.00416434421717185,1.93535194448216,0.0541572626952153,0.273909458284566,0.015821148745017,235
"AC009154.1",0.00805947167819658,0.00416434421717185,1.93535194448216,0.0541572626952153,0.273909458284566,0.015821148745017,235
"ADAP2",0.0535637904732877,0.0276799770669042,1.93510964058318,0.0541871575502384,0.273909458284566,0.0158172500701353,235
"WDR7",0.0825720927333486,0.0426617091225787,1.93550831487075,0.0541379774590192,0.273909458284566,0.0158236649906492,235
"SLC27A1",0.0711404907800246,0.0367516909165033,1.93570660304174,0.0541135307770275,0.273909458284566,0.0158268560332079,235
"ZNF134",0.0684438687999692,0.0353693881863364,1.93511599463883,0.0541863734256713,0.273909458284566,0.0158173523011874,235
"UNC5A",0.0800128271688045,0.0413571574342935,1.93467907691493,0.0542403136236702,0.274124105564741,0.0158103234197516,235
"PATJ",0.0772722076413335,0.0399471169001494,1.93436256825445,0.0542794167361093,0.274196524160319,0.0158052325388357,235
"SEC22A",0.0726312939338135,0.0375470919095413,1.93440530917274,0.0542741349204481,0.274196524160319,0.0158059199592119,235
"CATSPERG",0.0760931516159142,0.0393370611173422,1.934388321205,0.0542762341992793,0.274196524160319,0.0158056467327942,235
"PRKAA2",0.0825571346551161,0.0426930112486728,1.9337388542178,0.0543565428775644,0.274198329287612,0.0157952026994348,235
"PTCD3",0.0714155638544554,0.0369212068195083,1.93426948917393,0.0542909207094051,0.274198329287612,0.0158037355576097,235
"ADAM23",0.0889415897478336,0.0459937374879179,1.93377608791192,0.0543519361170939,0.274198329287612,0.0157958013630954,235
"AC093840.2",0.0227277428090917,0.0117506738218212,1.93416506608207,0.0543038291661279,0.274198329287612,0.0158020562121411,235
"JMJD1C",0.0837594110573695,0.0433141084640548,1.93376740345191,0.0543530105776456,0.274198329287612,0.0157956617286407,235
"CUL4A",0.0743085967623803,0.0384263123606926,1.93379463698923,0.0543496412440569,0.274198329287612,0.0157960996093165,235
"MAP2K5",0.0755899147100477,0.0390845818748621,1.93400852929847,0.054323184582344,0.274198329287612,0.0157995389267317,235
"AC099508.2",0.0426454630931541,0.0220539080229398,1.93369189028973,0.0543623539844702,0.274198329287612,0.0157944476031614,235
"AP2B1",0.0776305577738678,0.040142796075012,1.93386025300293,0.0543415239503331,0.274198329287612,0.0157971546551696,235
"LINC01694",0.0161981739818283,0.00837548816947109,1.93399759561134,0.0543245367242363,0.274198329287612,0.0157993631080254,235
"SPRED3",0.0551435870431354,0.0285184175758944,1.93361314302889,0.0543720989898204,0.274205828502126,0.0157931815260903,235
"AOC1",0.0135652932728892,0.00701576583982083,1.93354418927352,0.0543806332494055,0.274207220412037,0.015792072946006,235
"ANGPTL1",0.0744707392255917,0.0385170180033277,1.93345027954027,0.0543922580663061,0.274215631235616,0.015790563204412,235
"AC114730.1",0.00700270566292516,0.00362234415954731,1.93319722105044,0.054423593839378,0.274215631235616,0.0157864952468139,235
"AC133540.1",0.00700270566292516,0.00362234415954731,1.93319722105044,0.054423593839378,0.274215631235616,0.0157864952468139,235
"AC138207.4",0.00700270566292516,0.00362234415954731,1.93319722105044,0.054423593839378,0.274215631235616,0.0157864952468139,235
"AC004674.1",0.00700270566292516,0.00362234415954731,1.93319722105044,0.0544235938393781,0.274215631235616,0.0157864952468139,235
"SLC9A7",0.0768857667711135,0.0397741981706796,1.93305636083926,0.054441042869297,0.274261931032034,0.015784231111449,235
"MAP4K4",0.0742708175903419,0.0384244385941177,1.9329057315547,0.0544597072380405,0.27427273155345,0.0157818101225968,235
"HADH",0.0734411743901485,0.0379943033121897,1.93295225830832,0.0544539415673589,0.27427273155345,0.0157825579048788,235
"PRDM16",0.0762513838358629,0.0394546461853422,1.93263382663893,0.0544934123869586,0.274356194920999,0.0157774403789174,235
"BCKDHB",0.0753074087454247,0.038968187058716,1.93253559966631,0.0545055928412858,0.274356194920999,0.0157758619293841,235
"NCS1",0.0806223059788165,0.041720495509749,1.93243884076059,0.0545175934853858,0.274356194920999,0.0157743071443086,235
"DCTPP1",-0.068165190171105,0.035273046177381,-1.93250080609188,0.0545099079024113,0.274356194920999,0.0157753028351859,235
"ZNF449",0.0691287703979096,0.0357684639548543,1.93267372300811,0.0544884657640272,0.274356194920999,0.0157780815115109,235
"IFT80",0.0784787883273106,0.040612992750552,1.93235669208948,0.0545277838179416,0.274363221880458,0.0157729871832399,235
"CHM",0.077164514182372,0.0399341401420178,1.93229437037962,0.0545355157333763,0.274363221880458,0.0157719858359437,235
"ZBTB20-AS1",0.0616375830879057,0.0319039608344013,1.93197275434978,0.0545754315168936,0.274522440249498,0.0157668187863477,235
"POMT1",0.0750502930669928,0.0388486661070089,1.93186280476829,0.0545890829898994,0.274549517054926,0.0157650525326731,235
"AC073342.2",0.0152311934498915,0.00788459757052273,1.93176548500518,0.054601168720879,0.274568712132071,0.0157634892456876,235
"PHTF1",0.0813993643171492,0.0421406600618595,1.93161104258122,0.0546203528848992,0.274583402609433,0.0157610085256053,235
"GDPD5",0.0734153434961789,0.0380091338358797,1.93151845588432,0.0546318563129319,0.274583402609433,0.0157595214476886,235
"ABR",0.0812789902483069,0.0420790278141869,1.93157956517483,0.0546242635650234,0.274583402609433,0.0157605029448765,235
"TMEM220-AS1",0.053705305881437,0.0278053230036252,1.93147570608818,0.0546371684447815,0.274583402609433,0.0157588348459068,235
"CDK2AP1",-0.0750625384232746,0.0388641842966534,-1.9314065065747,0.0546457681635799,0.274585061456342,0.0157577234670599,235
"SMNDC1",0.0736418613386591,0.0381381636691021,1.93092310310474,0.0547058744727078,0.274637716357996,0.0157499608058518,235
"RNF121",0.0702822316670043,0.0363972426072227,1.93097681671791,0.05469919299144,0.274637716357996,0.0157508232678377,235
"AC068787.2",0.0277265504225307,0.0143588966223826,1.93096664400457,0.0547004583311801,0.274637716357996,0.0157506599261685,235
"MIPEP",0.0833633019122275,0.0431694483992208,1.93107174178608,0.0546873868576926,0.274637716357996,0.0157523475036963,235
"NEK9",0.0727088681785011,0.0376505402276161,1.9311507282217,0.054677564692992,0.274637716357996,0.01575361586241,235
"CAMKK1",0.0751022269872394,0.0388900810658837,1.9311409215118,0.0546787841018586,0.274637716357996,0.0157534583842987,235
"ALG14",0.0694634662655341,0.0359813685908845,1.93053985954086,0.0547535663436142,0.274835588340645,0.0157438078412128,235
"AC245519.1",0.0250580529821151,0.0129805534128701,1.93043025093755,0.0547672127519713,0.274862535099222,0.0157420482886292,235
"ITFG1",0.0740985932659947,0.0383863668582352,1.93033619304605,0.0547789253529832,0.274879769898814,0.0157405384470602,235
"IL1A",-0.00803664031366911,0.00416453358685027,-1.92978160604712,0.0548480282974759,0.274973000278956,0.015731637474842,235
"LINC02112",0.0599031164393087,0.0310427283575779,1.9296988250933,0.0548583492863421,0.274973000278956,0.0157303090683603,235
"LYRM4",0.0755868470394896,0.0391687742845595,1.92977310166395,0.0548490885344258,0.274973000278956,0.0157315010004365,235
"ZC2HC1A",0.0782089946593045,0.0405235651080625,1.92996332999695,0.0548253769789798,0.274973000278956,0.0157345538313808,235
"NINJ2",0.0443274971621039,0.0229717158395882,1.9296554716088,0.0548637551755236,0.274973000278956,0.0157296133855563,235
"RNF31",0.0581067957004597,0.0301057426287128,1.93009009666619,0.0548095805615256,0.274973000278956,0.0157365883705454,235
"AC009139.1",0.024626816750355,0.0127617537904857,1.9297360813147,0.0548537040421832,0.274973000278956,0.01573090692157,235
"AC005387.1",-0.00803664031366911,0.00416453358685027,-1.92978160604712,0.0548480282974757,0.274973000278956,0.015731637474842,235
"USP24",0.0775943479739575,0.0402139868391264,1.92953631492369,0.0548786155192,0.275005968865004,0.0157277013827078,235
"BTD",0.0798421936903141,0.041393356022471,1.92886495231192,0.0549624060618656,0.27501610593726,0.0157169306834506,235
"AC072039.2",0.0227856132855149,0.011813537216634,1.92877144818503,0.0549740845147559,0.27501610593726,0.0157154308713928,235
"AC008766.1",0.00753108867056087,0.00390416074969937,1.92899041647831,0.0549467391435569,0.27501610593726,0.0157189432435953,235
"RGMB",0.078750989315474,0.0408322039592308,1.92864899955201,0.0549893812194488,0.27501610593726,0.0157134668906812,235
"TMEM67",0.0801996682294253,0.0415820498004044,1.92870886871588,0.0549819017112672,0.27501610593726,0.015714427130845,235
"VPS13A",0.0773568613117174,0.0401110456157503,1.92856755849172,0.0549995570945728,0.27501610593726,0.0157121607042041,235
"NHLRC2",0.073840435048182,0.0382854598498141,1.92868089707797,0.0549853961267492,0.27501610593726,0.0157139784909012,235
"C12orf60",0.0393508712668909,0.0203956028042314,1.92938015338909,0.0548980959491701,0.27501610593726,0.0157251957630052,235
"ATXN2-AS",0.0127466257734042,0.00660879724268558,1.92873609301781,0.0549785008372474,0.27501610593726,0.0157148637900463,235
"SCEL-AS1",0.00753108867056087,0.00390416074969937,1.92899041647831,0.0549467391435569,0.27501610593726,0.0157189432435953,235
"AC015813.3",0.00753108867056087,0.00390416074969937,1.92899041647831,0.0549467391435569,0.27501610593726,0.0157189432435953,235
"AC124804.1",0.0515541343470645,0.0267323164839676,1.92853224590482,0.0550039698129998,0.27501610593726,0.0157115943619326,235
"CFAP61",0.0682616020346034,0.03537942413908,1.92941529421905,0.0548937117870596,0.27501610593726,0.0157257595828248,235
"GGT1.1",0.00753108867056087,0.00390416074969937,1.92899041647831,0.0549467391435569,0.27501610593726,0.0157189432435953,235
"TXLNG",0.072453852067756,0.0375695688620873,1.9285249807823,0.0550048777114005,0.27501610593726,0.0157114778453081,235
"AC016588.2",0.0574312275233535,0.0297831808057548,1.92831074350045,0.0550316558910819,0.27510856702913,0.0157080421342932,235
"AC020658.4",-0.00856502332130483,0.00444200707934326,-1.9281876791991,0.055047043024091,0.275144063912677,0.0157060687208983,235
"BST1",0.0396484823286907,0.0205657546721758,1.92788851956562,0.0550844629880812,0.275248233116064,0.0157012720004344,235
"THOC5",0.0735803993754667,0.0381657266867011,1.92791820733512,0.0550807485813446,0.275248233116064,0.015701747982449,235
"AL357568.2",0.0734846315006772,0.0381247982224921,1.9274759454943,0.0551361042493482,0.275422405966623,0.0156946579391313,235
"BIRC2",0.069651547239957,0.036137356143131,1.92741126285179,0.0551442041581168,0.275422405966623,0.0156936211184531,235
"KLHL42",0.0719362783537747,0.0373213496481246,1.92748330465025,0.0551351827594623,0.275422405966623,0.0156947759036796,235
"EIF2AK3",0.0747057240966956,0.0387642848479228,1.92717921637857,0.0551732704822012,0.275506682900974,0.0156899018327929,235
"MCPH1-AS1",0.071163422704097,0.0369289820233919,1.92703450799212,0.055191403274954,0.275506682900974,0.0156875826313207,235
"GOLM1",0.0739186160194821,0.0383591951009667,1.92701165456987,0.0551942673972196,0.275506682900974,0.0156872163807378,235
"MUS81",0.0711112743762386,0.0369008599397028,1.92708989688687,0.0551844621375218,0.275506682900974,0.0156884703146075,235
"RBM33",0.0782534051972794,0.0406103647540059,1.92693184784952,0.0552042702122621,0.275515194367646,0.0156859374244487,235
"AC132153.1",0.0641377676061144,0.0332881119074069,1.92674693549811,0.0552274526014291,0.275588379811948,0.0156829742706119,235
"RARS2",0.0744407803415519,0.0386379946243671,1.92662122000001,0.0552432181673623,0.275588379811948,0.0156809598772271,235
"AC099681.1",-0.0157684164066237,0.00818456471074269,-1.92660415842601,0.0552453580940088,0.275588379811948,0.0156806865017982,235
"CCDC113",0.072241552627315,0.0374978834377754,1.9265501410818,0.0552521336106535,0.275588379811948,0.0156798210037302,235
"AKT3",0.0805157030711402,0.0417950576631729,1.92644077010295,0.0552658543924261,0.275615414425671,0.0156780686664015,235
"PER3",0.0661449020917647,0.0343381046030879,1.92628285271798,0.0552856704489992,0.275622630697951,0.0156755386850625,235
"LINC02030",0.017218071584985,0.00893855213023702,1.92627075773719,0.0552871884175456,0.275622630697951,0.015675344920392,235
"FOXP1-AS1",0.0713568425187411,0.0370457149517252,1.92618343610664,0.0552981486694121,0.275622630697951,0.0156739460394835,235
"PHACTR2-AS1",0.0367342297816859,0.0190711783066744,1.92616466539091,0.0553005049304225,0.275622630697951,0.0156736453428758,235
"CAMTA1-IT1",0.0104632882005887,0.00543608544233571,1.92478361710462,0.0554740971305292,0.275701529879074,0.0156515292394335,235
"SPEN",0.0728155435922725,0.0378262506380914,1.92500029381571,0.0554468315538659,0.275701529879074,0.0156549981162542,235
"AL445493.2",0.0130683348266525,0.00678809487263271,1.92518446955413,0.0554236645843152,0.275701529879074,0.0156579469578882,235
"AIDA",0.076712537860379,0.0398358383997312,1.92571666474319,0.055356766805588,0.275701529879074,0.0156664694323972,235
"AL359764.1",0.0316523380989528,0.0164444040794993,1.92480906853978,0.0554708938590966,0.275701529879074,0.015651936684157,235
"LINC02057",0.0322649326378629,0.0167593146016306,1.92519404312177,0.0554224605730572,0.275701529879074,0.0156581002477121,235
"AL031768.2",0.0467922306977823,0.0243014834722988,1.92548865385608,0.0553854198382605,0.275701529879074,0.0156628178382224,235
"AL021368.2",0.0727877043750721,0.0378104401844939,1.92506894973739,0.05543819456129,0.275701529879074,0.0156560973367488,235
"UBXN2B",0.0771017160706403,0.0400512627645289,1.92507578410049,0.0554373348524406,0.275701529879074,0.0156562067608142,235
"ANKRD16",0.0739338205679774,0.0383982990870839,1.9254451974631,0.0553908822054737,0.275701529879074,0.015662121930107,235
"WDR11",0.0772818587621335,0.0401352245143712,1.92553697399802,0.0553793466396462,0.275701529879074,0.015663591651413,235
"QSER1",0.0712690033467229,0.0370261467727679,1.92482906158466,0.0554683776795487,0.275701529879074,0.0156522567506184,235
"RAD9B",0.0341968047169504,0.0177567271569367,1.92585066013088,0.0553399340501178,0.275701529879074,0.0156686155574972,235
"FRMD6",0.0679725777568526,0.0352966514258415,1.92575145264597,0.0553523962703821,0.275701529879074,0.0156670265962674,235
"RPS6KL1",0.0838524308132831,0.043539022760289,1.92591439810089,0.0553319286720309,0.275701529879074,0.0156696364600975,235
"AL031710.1",0.0310706090396746,0.0161410746578149,1.92494054444085,0.0554543490111892,0.275701529879074,0.0156540415245649,235
"AC087222.1",0.0227957115236971,0.0118383710251828,1.92557839885282,0.0553741405315384,0.275701529879074,0.015664255055906,235
"DLGAP1-AS5",0.0850603737269444,0.0441876553873323,1.92498047206482,0.0554493253624764,0.275701529879074,0.0156546807655447,235
"SLC37A1",0.081155170126161,0.0421584081970064,1.92500555872324,0.0554461691825943,0.275701529879074,0.0156550824091281,235
"ZNHIT6",0.0779472828350036,0.0405043507854493,1.92441753351112,0.0555201889132713,0.275772073348562,0.0156456692709666,235
"PRKAR2B",0.0895052132189443,0.0465099059559076,1.92443333047797,0.0555181993321376,0.275772073348562,0.0156459221143947,235
"OBI1",0.0761314333923497,0.039561999196516,1.92435758906375,0.0555277392826334,0.275772073348562,0.0156447098285546,235
"AL357153.1",0.0499001660961034,0.0259310402266028,1.92434108543438,0.0555298181667414,0.275772073348562,0.0156444456842038,235
"ZNF174",0.0626518187775304,0.0325531241177257,1.92460233773432,0.0554969171108815,0.275772073348562,0.0156486273360929,235
"AC073236.1",0.0124355798668912,0.00646247646010326,1.92427468690424,0.0555381827349952,0.275772367209927,0.0156433829820492,235
"ZBTB37",0.0767540518770956,0.039891801440566,1.92405579856929,0.0555657647205966,0.275868069943584,0.0156398799385244,235
"DCTN3",-0.0818863358911758,0.0425630819270171,-1.92388173468233,0.0555877066033398,0.275935746756958,0.015637094522822,235
"LINC01608",-0.0439612921056067,0.0228516200935269,-1.92377135300177,0.0556016246949236,0.27596357942754,0.0156353282887949,235
"DSCR9",0.0481408532115403,0.025027200095623,1.92354130816094,0.0556306405767176,0.276066326365167,0.0156316476116884,235
"SRGAP3-AS1",0.019756212585625,0.0102727194567792,1.92317259988905,0.0556771727565209,0.27609738248508,0.015625749204703,235
"UBXN7-AS1",0.0185183799667586,0.00962824232684734,1.92333962296754,0.0556560898604979,0.27609738248508,0.0156284210234389,235
"GARS-DT",0.0771701407819261,0.0401261652266494,1.92318753476782,0.055675287292393,0.27609738248508,0.015625988104681,235
"PRKD1",0.0755460477069374,0.0392822010891882,1.9231622875565,0.0556784746753432,0.27609738248508,0.0156255842485022,235
"AC142472.1",0.0418852388465827,0.02177760056546,1.9233174343832,0.0556588902831209,0.27609738248508,0.0156280660666952,235
"CUX1",0.0730144887429066,0.0379674823433307,1.92307954693056,0.0556889214978167,0.276107951233912,0.015624260758431,235
"AL442125.1",0.0636651531153329,0.0331070342151196,1.92300985650529,0.0556977218784301,0.276110354919587,0.0156231460562162,235
"TCF4",0.0771707220515509,0.0401330300198439,1.92287305527127,0.0557150002814215,0.276154779720006,0.0156209580230333,235
"LONRF2",0.0836110369061734,0.0434946678103457,1.92232843967797,0.0557838314171466,0.276289728277884,0.015612248751858,235
"POLR2J3",0.0715262905681286,0.0372058368746081,1.92244810429041,0.0557687015201963,0.276289728277884,0.0156141621814208,235
"SLF2",0.076354050102821,0.0397159121461451,1.92250526242117,0.0557614758975933,0.276289728277884,0.0156150761757142,235
"AC100835.1",0.0228523108881445,0.0118873254737536,1.92240979172321,0.0557735452277179,0.276289728277884,0.0156135495537485,235
"RBBP8",0.0741513268582198,0.0385736647568613,1.92233035999075,0.0557835885936016,0.276289728277884,0.015612279456656,235
"AC007786.4",0.0424777483879959,0.0220995042742854,1.92211317777939,0.0558110569014172,0.276383345765049,0.0156088070088719,235
"SYT2",0.0618654895991504,0.0321874138052938,1.92203977534148,0.055820343101635,0.27638811099712,0.015607633487024,235
"CEP350",0.0733890059271878,0.0381869726362538,1.92183356942818,0.0558464373051079,0.276393665863587,0.0156043369937615,235
