"gene","estimate","std_error","t_value","p_value","adj_p_value","r_squared","n_samples"
"OCA2",0.214837660180965,0.0515721277312768,4.16577072988735,4.37317613991271e-05,0.022458875506944,0.0693165291056025,235
"NPNT",0.189929038830431,0.0458621144019581,4.14130576636305,4.83096607242961e-05,0.0243041511316595,0.0685604041742061,235
"ANO3",0.211304431280388,0.0511809839851883,4.12857305247472,5.08696600991202e-05,0.0248311860535463,0.0681681600497198,235
"PTPRR",0.188150548104688,0.0456117133257213,4.1250489048958,5.16007661033218e-05,0.0248311860535463,0.0680597502970686,235
"AC106736.1",0.047087313597521,0.0114134022823006,4.12561587096094,5.14824728545374e-05,0.0248311860535463,0.0680771867482817,235
"LINC01242",0.110663299717937,0.0269065825650691,4.11287087278053,5.42050964763342e-05,0.0257118003342886,0.067685649020089,235
"AC098617.1",0.193679772792899,0.0473570147918893,4.08978001768114,5.94911493991309e-05,0.0257525886948973,0.0669785303081975,235
"LINC01821",0.20093815599081,0.0489687053745117,4.103399394655,5.6316776340045e-05,0.0257525886948973,0.0673952490622391,235
"DIPK2A",0.167953979805877,0.0409470333974015,4.10173743664993,5.66953092598855e-05,0.0257525886948973,0.0673443430702518,235
"ECE2",0.11973357681288,0.0292744336396896,4.09003905204669,5.94292142059483e-05,0.0257525886948973,0.0669864466538995,235
"CAMK2D",0.151314729078788,0.0370359592832359,4.08561657392467,6.04951098042996e-05,0.0257525886948973,0.0668513417383101,235
"NALCN",0.198561888651424,0.0486002588097723,4.08561381182394,6.04957811770265e-05,0.0257525886948973,0.0668512573907049,235
"RAB27B",0.183883369413691,0.0448469645544072,4.10024114766136,5.70381826573587e-05,0.0257525886948973,0.0672985244314928,235
"AL049647.1",0.0977239453749795,0.0238517255108427,4.09714363560638,5.77542668361435e-05,0.0257525886948973,0.0672037127436176,235
"TRHDE-AS1",0.12787209216001,0.0313601372397816,4.07753611479096,6.248986529371e-05,0.0262647276862322,0.0666047636659695,235
"AL049835.1",0.0782522940065967,0.0192431724219611,4.06649653657376,6.53166143002559e-05,0.026774973595379,0.0662684661401919,235
"ST8SIA3",0.148225713524934,0.0364306520289126,4.06870877324119,6.47405753288276e-05,0.026774973595379,0.066335803628664,235
"CHD5",0.201448552581199,0.0501811693775282,4.0144252332113,8.0372719410955e-05,0.0273288384723126,0.0646912891411391,235
"EPHX4",0.140037110235071,0.0346039184443524,4.04685701881619,7.06490151704543e-05,0.0273288384723126,0.0656718475781186,235
"SLC22A15",0.163413392142306,0.0407110999044225,4.01397634861135,8.05158422497904e-05,0.0273288384723126,0.0646777583212252,235
"GRB14",0.186990342552266,0.0465287077444454,4.01881658908932,7.89852822214854e-05,0.0273288384723126,0.0648237178108546,235
"ZNF385B",0.250873811580516,0.0622949694036759,4.02719214700685,7.6401982916882e-05,0.0273288384723126,0.0650765939436527,235
"PPP2R2C",0.218117209032687,0.0543455357792668,4.01352578284636,8.06597449188843e-05,0.0273288384723126,0.06466417795356,235
"GABRB1",0.200265776268539,0.0497222861485952,4.02768641148244,7.62520753676572e-05,0.0273288384723126,0.06509152902529,235
"MAPK10",0.154914038981519,0.0383526672707097,4.03919857484927,7.28386681797887e-05,0.0273288384723126,0.0654397727323976,235
"AC124854.1",0.159456052485491,0.0394585483994646,4.0411028523202,7.22882524260123e-05,0.0273288384723126,0.0654974480050908,235
"TRPC7",0.184244852821788,0.0455051483579108,4.04887929103429,7.00813648579596e-05,0.0273288384723126,0.0657331828659375,235
"FAM66A",0.143749944149166,0.0356608559647685,4.03102898851292,7.52456143153788e-05,0.0273288384723126,0.0651925665211597,235
"AL157396.1",0.155988208312915,0.0385807533348183,4.04316128716282,7.16977327842239e-05,0.0273288384723126,0.0655598148389234,235
"DSCAML1",0.153031954785742,0.0377402745752578,4.05487126174934,6.84248087165523e-05,0.0273288384723126,0.0659150512146493,235
"RORA",0.183980704133812,0.0456774623222585,4.02782236096682,7.6210891786678e-05,0.0273288384723126,0.0650956372188736,235
"ACADVL",0.146754593525361,0.0363844214704929,4.03344584286921,7.45257808807254e-05,0.0273288384723126,0.0652656603992716,235
"CCDC144A",0.193883328365794,0.0482505483901898,4.0182616536896,7.91593462392227e-05,0.0273288384723126,0.0648069768860038,235
"PCDH11Y",0.248239917340233,0.0616656909525067,4.02557586732338,7.6894151680836e-05,0.0273288384723126,0.0650277646403387,235
"MAP7",0.198427993856917,0.0496389961849026,3.99742156585486,8.59668075873356e-05,0.0288327462538373,0.0641795285541287,235
"CDH10",0.202940175178747,0.0509193230090328,3.98552382840491,9.0099182384294e-05,0.0295579146243431,0.0638224017851757,235
"ANKRD18B",0.0564022361407707,0.0141465528317405,3.98699505184199,8.95781428828078e-05,0.0295579146243431,0.0638665196303904,235
"NAALAD2",0.142744039715005,0.0358332935280159,3.9835590218187,9.0799520891549e-05,0.0295579146243431,0.0637635016843004,235
"PIK3R1",0.171236893859957,0.0430485294553794,3.97776407292722,9.28953452517275e-05,0.0299077814550691,0.0635899093308951,235
"AC010157.1",0.151936256311421,0.038216823748553,3.97563798894131,9.36757400110585e-05,0.0299077814550691,0.0635262680198539,235
"RSPO2",0.169602703699113,0.0426873115250766,3.9731409086159,9.46002688031532e-05,0.02991530786038,0.0634515538704921,235
"AC022710.1",0.0328360248842499,0.00828481663736418,3.96339790263562,9.82911544019948e-05,0.0305014905678863,0.0631603724281942,235
"ST8SIA5",0.151618914482067,0.0382437642701524,3.96453951057319,9.78517124892231e-05,0.0305014905678863,0.0631944631324713,235
"RIC3",0.165493975667177,0.0418408513786464,3.95532046347502,0.000101454418887627,0.0311915974513406,0.0629193736261444,235
"KCNMB2",0.17583757098524,0.0445892975870204,3.9434927325795,0.000106261337317723,0.0323234635164127,0.0625671451315953,235
"ZHX2",0.126424459900163,0.0320750343238954,3.94152220145805,0.000107082911300006,0.0323234635164127,0.0625085397648199,235
"IFI16",0.144628523989666,0.0368096343163509,3.9290942894649,0.00011240513024392,0.033324106648385,0.0621394290966312,235
"AC246817.2",0.147372106914635,0.0374981227292665,3.9301195950168,0.000111956713159697,0.033324106648385,0.0621698476786706,235
"RAB31",0.137476526415006,0.0350410407369154,3.92330032224686,0.000114971333270978,0.0337832579639784,0.0619676468317293,235
"TC2N",0.112881466538794,0.0288552522387756,3.91199028879408,0.000120141727293291,0.0349928588863724,0.0616328713211357,235
"SLC25A27",0.149931531177891,0.038362949492519,3.90823784826889,0.000121905369393265,0.0351977903072519,0.0615219604236048,235
"DDX53",0.0480234683321534,0.0123058792159614,3.90248169101677,0.000124658573794228,0.0356824421057202,0.0613519816643384,235
"CPO",0.0752004643171363,0.0193115446309136,3.89406781044104,0.000128789320980975,0.0365497488363443,0.0611038608579871,235
"AL163192.1",0.0544362877890984,0.0139973553582377,3.88904092208116,0.000131318850502293,0.0369517890854081,0.060955813726036,235
"SYNE1",0.172984361928296,0.0445437898713305,3.88346753673138,0.000134178434854844,0.0371271729243354,0.0607918407650747,235
"ABCC8",0.157204315739872,0.0404800636964072,3.8834997128185,0.000134161757815169,0.0371271729243354,0.0607927868977863,235
"TMSB4Y",0.102824747709717,0.0264938216261612,3.88108401878055,0.000135419306000419,0.037160848235024,0.0607217703004428,235
"LINC02398",0.140491979821116,0.036250203831578,3.87561903027787,0.000138305605533156,0.0376417977551059,0.0605612340071489,235
"TEX41",0.148057317417827,0.0382472258943857,3.87106029144875,0.000140757795389192,0.0379977385211604,0.0604274503181997,235
"ZFY-AS1",0.112689433603143,0.0291404467768458,3.86711413404556,0.000142913696251429,0.0382685997607455,0.0603117402581161,235
"ZNF454",0.147872294792232,0.038318402987862,3.85904117243804,0.000147422081814325,0.0391600224365028,0.0600753022661876,235
"AL663058.2",0.030081468106475,0.00780641490493286,3.85342932355115,0.000150635098416412,0.0396959349826869,0.0599111656338471,235
"FAM66B",0.138974537209496,0.036145684208692,3.84484455757172,0.000155678904738717,0.0407020657712155,0.0596604280105452,235
"ARNTL",0.151401794169406,0.0394257705034288,3.84017337482953,0.00015849015328053,0.0411133363244275,0.0595241743522778,235
"ILDR2",0.146287670409526,0.0381218619377259,3.83736950331792,0.000160200623243599,0.0412348953037246,0.059442448878145,235
"KCNIP4-IT1",0.158634024319913,0.0415213143336259,3.82054438463293,0.000170837500848686,0.0416154204168301,0.0589529976935855,235
"RPS6KA2-IT1",0.030180287919049,0.00789265188244035,3.82384632802499,0.000168698649432107,0.0416154204168301,0.0590489233849092,235
"BMPER",0.129153164935029,0.0338166749231144,3.81921537905994,0.000171705595624194,0.0416154204168301,0.0589144062500358,235
"SRRM3",0.166283969985061,0.0435364562858872,3.81941903799285,0.000171572297028776,0.0416154204168301,0.0589203193985909,235
"AC069133.1",0.126421292275222,0.0330293615074701,3.82754272275684,0.000166334371619217,0.0416154204168301,0.0591563834731507,235
"UBB",-0.160939701748842,0.0420262974821415,-3.82949989389932,0.000165095268853464,0.0416154204168301,0.0592133136525462,235
"AC091138.1",0.111334140759689,0.0290553104801076,3.83180007096854,0.000163650178093175,0.0416154204168301,0.0592802495730563,235
"AC244213.1",0.104582540916356,0.027355881357479,3.82303679233363,0.000169220672264173,0.0416154204168301,0.0590253994766804,235
"FAM241A",0.188125874021423,0.0493619723423977,3.81114986079757,0.000177064146119591,0.0422966755953589,0.0586804213123227,235
"FAM222A-AS1",0.0835199493148366,0.0219065422143261,3.81255738572095,0.000176117758470619,0.0422966755953589,0.058721227097625,235
"NRIP3",0.0987744553240664,0.0259505833026325,3.80625183535071,0.000180395118716067,0.0427845680132022,0.0585385117614939,235
"ARHGEF26-AS1",0.163848973845321,0.0431750431588927,3.79499270544618,0.000188278254986144,0.0443375260890775,0.0582128333726401,235
"LRRN2",0.160950097923738,0.0424652053520536,3.79016412588606,0.000191757899812084,0.044838938770144,0.0580733900027616,235
"LUZP2",0.209701104629611,0.0553823880382673,3.78642221936539,0.000194496189825426,0.0448475797705796,0.057965422141119,235
"UCKL1-AS1",0.100984807884023,0.0266641980779272,3.78728089211198,0.000193864571524833,0.0448475797705796,0.0579901907892824,235
"SDF2L1",-0.0884966052430748,0.0233870621186262,-3.78399838313139,0.000196289620377668,0.044948969344966,0.057895529207377,235
"GALNT14",0.161881454183066,0.042942564115098,3.76972026517044,0.000207175680169819,0.0459459982790217,0.0574845087756331,235
"STK32A",0.124484076242651,0.0330264268848077,3.76922628284425,0.000207562334111952,0.0459459982790217,0.0574703100394304,235
"TNS2",0.14971887227371,0.0396908962708359,3.7721212252826,0.000205306058220024,0.0459459982790217,0.0575535409588349,235
"TEP1",0.116873557956418,0.030970218973017,3.77374012299508,0.0002040544418696,0.0459459982790217,0.0576001064539244,235
"DSC2",0.139759700367473,0.0370458083686418,3.77261845595939,0.000204920864736491,0.0459459982790217,0.0575678415186073,235
"CCNT2-AS1",0.156066508764156,0.0414345550513002,3.76657860983252,0.000209646395581303,0.0460256883736451,0.0573942313178591,235
"GABRA4",0.179857892511395,0.0478176168234453,3.76133116745394,0.000213835394597575,0.0460256883736451,0.057243572082751,235
"MCC",0.153065647674166,0.0407426410234435,3.75689066366836,0.000217441889370605,0.0460256883736451,0.0571162073665469,235
"LGI1",0.175176567436465,0.046563556462182,3.76209595542257,0.000213219983158244,0.0460256883736451,0.057265519819292,235
"ADAMTS17",0.157465658900205,0.0418264418007026,3.7647395312876,0.000211105612264558,0.0460256883736451,0.0573414111383738,235
"PWWP3A",0.141647448664738,0.037700395331081,3.75718735628113,0.000217199140286824,0.0460256883736451,0.0571247136320778,235
"HAUS5",0.12253918122818,0.0326191259551289,3.7566666070926,0.00021762537870926,0.0460256883736451,0.0571097839412993,235
"SYNPR",0.172183317196791,0.0459135483302026,3.75016358915405,0.000223015165751526,0.0468670605292004,0.0569234792953797,235
"AC009126.1",0.16049206699739,0.0428202249758516,3.74804352587823,0.000224799392020257,0.0469448994505698,0.0568627955826125,235
"AC004946.1",0.0871891210905779,0.0233138212652193,3.73980396000766,0.000231862602848007,0.047529078607967,0.0566272019083569,235
"ZNF703",-0.0922810497027352,0.0246755867207253,-3.73977124625885,0.000231891059344978,0.047529078607967,0.0566262673241112,235
"SLC5A4-AS1",0.150089228552591,0.0401068918392844,3.74223036664187,0.000229761130572306,0.047529078607967,0.0566965384438271,235
"AC096576.6",0.0941077681373135,0.0251912629734202,3.73573044895004,0.000235431481050269,0.0479586926183628,0.0565108762629526,235
"KCND2",0.143335514644142,0.0384103375290878,3.73169109840795,0.000239021611593559,0.0483931316545887,0.0563956230248227,235
"RNF212",0.111325072027316,0.0298648471765255,3.72762905396081,0.000242684001067234,0.0488368458874935,0.0562798196579517,235
"RAB11FIP1",0.0759835801171221,0.0203999797926744,3.72468898936889,0.000245367782949801,0.0490794690666577,0.0561960633821585,235
"NTNG1",0.17280995348825,0.0465031988676999,3.71608744550861,0.00025338134535582,0.049839858211962,0.0559513177680287,235
"PCDH15",0.185712942656475,0.0499895547734294,3.71503494076298,0.00025437869451295,0.049839858211962,0.0559214002818428,235
"RPH3A",0.140698256995503,0.0378794747201571,3.71436663351173,0.000255013901721302,0.049839858211962,0.0559024070386373,235
"GRIN2A",0.172083627845483,0.0463314979209049,3.71418226406701,0.000255189402967181,0.049839858211962,0.0558971677393942,235
"SHFL",0.110357920106392,0.0297250219575136,3.712627034023,0.000256674369179783,0.049839858211962,0.0558529801900674,235
"DLX6-AS1",0.195793068412029,0.0528324901252336,3.70592163927771,0.000263170695727696,0.0508041847729211,0.0556626296198022,235
"HEATR6",0.134534631098241,0.0363330314641651,3.70281877610269,0.000266229037468093,0.0510975084398298,0.0555746370703905,235
"SLC6A1",0.139703820160174,0.0378493033888881,3.69105393366865,0.000278132378227648,0.0527720427809762,0.0552415248218844,235
"ABCD2",0.138175190988773,0.0374238553233313,3.69216879968618,0.000276983213395351,0.0527720427809762,0.0552730559729582,235
"EIF1B-AS1",0.154852231461873,0.0419958137972741,3.6873254131802,0.000282008357936362,0.0532034404370395,0.0551361270006266,235
"AL513323.1",0.117498266008687,0.031919015147682,3.68113694814986,0.000288554216999955,0.0535260012361258,0.0549613747841773,235
"AC005999.2",0.102389823088135,0.0278091906538269,3.68186993870838,0.000287771481768127,0.0535260012361258,0.0549820612965842,235
"AC009088.2",0.0336784699639844,0.0091431373859096,3.6834697481289,0.000286070048325014,0.0535260012361258,0.0550272223912377,235
"STOX2",0.1341501594541,0.0364591742416738,3.67946236425626,0.000290349985287659,0.0535598939527302,0.054914126613732,235
"RASGRF2",0.170549838393338,0.0464026212529718,3.6754354342087,0.000294711560385732,0.0535881364819755,0.0548005759893412,235
"SGCZ",0.198571320807084,0.0541212441924765,3.66900879257111,0.000301800431337472,0.0535881364819755,0.054619559907405,235
"MICAL2",0.17405873227414,0.0473933275023579,3.67264215127077,0.000297773170792798,0.0535881364819755,0.0547218685469982,235
"AC244131.2",0.131880226230995,0.0359026058108874,3.67327728036393,0.000297074408014268,0.0535881364819755,0.0547397607265521,235
"AC120114.1",0.0679275930387225,0.0185110267487596,3.66957457091213,0.000301169958846792,0.0535881364819755,0.0546354859743753,235
"MYO15B",0.131549382615707,0.0358396911561067,3.67049431432649,0.000300147695606345,0.0535881364819755,0.0546613798822384,235
"PRPS2",0.141104937261815,0.0384488294161049,3.66994104644214,0.000300762241214957,0.0535881364819755,0.0546458029003024,235
"PRDX1",-0.137353090135713,0.03747995687108,-3.66470779590722,0.000306634058919797,0.0541567941083667,0.054498554126941,235
"RNPC3",0.136931170232728,0.0374212756435093,3.65917964788778,0.000312953998755549,0.054691181971996,0.0543431862766752,235
"AL049775.1",0.160520811208315,0.0438536851209698,3.66037223019047,0.000311580308623147,0.054691181971996,0.0543766881165661,235
"ADAM20",0.0724172027659331,0.019802197726568,3.65702856651982,0.000315446187753398,0.0548380901474546,0.0542827800334138,235
"KCNJ12",0.0628464065472427,0.0171960056394752,3.65470957993712,0.000318153846626726,0.0550207308510094,0.0542176898600571,235
"FAM163B",0.0730384752621492,0.0200022571042041,3.65151167099027,0.000321923671894617,0.0553842155522739,0.054127982813862,235
"KCNK1",0.101951617226168,0.0279564591489582,3.64680007160231,0.000327554638011475,0.0558349481011827,0.0539959261779053,235
"NPY1R",0.189141834086625,0.0518693044256434,3.64650801048945,0.000327906724482913,0.0558349481011827,0.0539877446928166,235
"MYRIP",0.184410408750722,0.0506341338074451,3.64201764469815,0.000333365035057732,0.0561766501172609,0.0538620211169437,235
"DNAH11",0.131093862795688,0.0360068096077997,3.64080750901326,0.000334850599266889,0.0561766501172609,0.053828159902939,235
"PRIM1",0.133320269515475,0.0366194559920498,3.64069497767578,0.000334989059246406,0.0561766501172609,0.0538250115744172,235
"ACVR1C",0.166818818560829,0.0458630789272415,3.63732271061598,0.000339163442996543,0.0564072610068531,0.0537306999206993,235
"AC107021.2",0.0207778222363576,0.00572164104118172,3.63144456053927,0.000346557078827793,0.0564072610068531,0.0535664707193029,235
"ARHGAP22",0.120086399366373,0.0330437352732232,3.63416539847672,0.000343116097336431,0.0564072610068531,0.0536424620757313,235
"LINC02821",0.122288816895303,0.0336563501486647,3.63345449982357,0.000344012037054647,0.0564072610068531,0.0536226027919973,235
"AC073525.1",0.128058642417165,0.0352451556435721,3.63336861701502,0.000344120423446601,0.0564072610068531,0.0536202038225008,235
"KCNC2",0.215363207367091,0.059286298804402,3.63259659837461,0.0003450961760478,0.0564072610068531,0.0535986409807648,235
"RUBCNL",0.0915744739005163,0.025245708751512,3.62732830366792,0.000351824622472577,0.0569852915345338,0.0534515911755522,235
"AC006994.2",0.112035064798261,0.0309491325178904,3.61997431538665,0.000361423551416926,0.0582558621419787,0.0532466056908438,235
"ANKRD7",0.129572976789272,0.0358436800507657,3.61494625009924,0.000368127809772205,0.0590498347617213,0.0531066415780411,235
"MICALL2",0.108143569444649,0.0299329483347621,3.61286059212077,0.000370942949585894,0.059215335086779,0.053048628961282,235
"AC079790.1",0.0770433802739654,0.021361424152168,3.60665935590938,0.000379433251265048,0.0597719477022447,0.0528762973071443,235
"NRXN3",0.209873791941374,0.0581786688179334,3.60740106650019,0.000378408211673706,0.0597719477022447,0.0528968970737386,235
"AP005131.4",0.106419408932579,0.0295087111399033,3.60637265477422,0.000379830170014867,0.0597719477022447,0.0528683355594177,235
"DDX11",0.109294320471406,0.0303307492439801,3.60341644026808,0.000383945693530394,0.0601345887169018,0.0527862700019223,235
"WNT5A",0.0765028204337446,0.0212919308605811,3.59304287312797,0.000398721600527215,0.0616573509869555,0.0524987163635212,235
"UNC5C",0.220810030895599,0.0614609837619129,3.59268624386117,0.000399238961034677,0.0616573509869555,0.0524888422971767,235
"RIT2",0.196970616804279,0.0548217767634633,3.59292654184008,0.000398890292496256,0.0616573509869555,0.0524954953906282,235
"KLF3-AS1",0.138374819943796,0.0385583133891506,3.58871557858989,0.000405041984752276,0.0622639539894194,0.0523789580056368,235
"AC093765.3",0.123168156995766,0.0343757994642643,3.58299032794296,0.000413549032973792,0.0627008314651223,0.0522206864115306,235
"L3MBTL4",0.150752637934778,0.0420527362177071,3.58484730112047,0.000410771556529648,0.0627008314651223,0.0522719995769048,235
"TMSB4X",-0.162444603047433,0.0453280152330929,-3.58375724619939,0.000412399819609374,0.0627008314651223,0.0522418758771663,235
"ICA1",0.175329559172499,0.048956998977213,3.58129711451688,0.000416096951506583,0.0628003780810208,0.0521739167027241,235
"CYP4V2",0.142674260664931,0.0398814071361603,3.57746305635162,0.000421921012234197,0.0632452953454567,0.0520680775403958,235
"CRHR1",0.118525546090733,0.0331368209470892,3.57685326181373,0.000422854341847109,0.0632452953454567,0.0520512524365746,235
"AL136171.2",0.0791454758678397,0.0221571768024744,3.57200182015072,0.000430349209782068,0.064077646464591,0.0519174751494487,235
