gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
AL627309.1,0.026452684638294623,0.19983115357760817,1.1711986303217954,0.24847865212967635,0.8503981349767658,-5.469615687955155
AL627309.5,0.008713178049796407,0.9132755305781844,0.39939854782928685,0.6917333900824144,0.9548343497612578,-6.138994718733449
LINC01409,-0.0027519464052394795,4.484388353262848,-0.31663617924570475,0.753173453588423,0.9642279407149528,-6.739588386387728
LINC01128,-0.00788873213926181,4.481233703203706,-1.0081986521876458,0.3194455083897487,0.8683688466827096,-6.287307423113293
LINC00115,0.00429474165365872,1.9589011726763488,0.2516058486147315,0.8026395387974158,0.9702596280843224,-6.385009404925349
FAM41C,-0.02587632245157131,0.2355586672076483,-0.9804287272734156,0.3327930536539586,0.8717045745727527,-5.6493921545014345
AL645608.6,-0.008073993441665959,1.7660542931655938,-0.5301799160979281,0.5989309396275482,0.9386750300834399,-6.229959349629735
AL645608.2,0.029447802478689764,0.23503137208190464,1.122607752255508,0.26832641163320636,0.8556960552444778,-5.529848003125196
SAMD11,0.03161525887984085,-0.6560751648066244,0.9104695969868455,0.36805265034464163,0.8817479697126749,-5.614979252479172
NOC2L,-0.020950363999854928,4.273627224923717,-1.867340513987226,0.06922632842532442,0.8057768599071896,-5.072786971601108
KLHL17,0.013034119828064246,1.9489562663484699,0.9247215919675241,0.36068008919530925,0.8785727917483602,-6.006789066197993
PLEKHN1,0.016569313057321455,-0.5237021480026578,0.6771959481946336,0.5021965667970557,0.9155119499855551,-5.80110073612134
AL645608.7,0.011553122104611053,0.2813405031245252,0.563932195789126,0.5759623342488458,0.9346403545670459,-5.9887682059460685
HES4,-0.018899059877617298,6.008002761273547,-1.109370234342547,0.2739244467453197,0.8568494526792885,-6.361338254485522
ISG15,-0.03070912079073299,1.6800958871448313,-1.6243123503821892,0.1121985098433046,0.806279380622081,-5.0747910473741005
AL645608.1,0.05352922641511203,-0.3663760783062267,2.062858701731715,0.04568861322609874,0.8057768599071896,-4.105414223922164
AGRN,-0.026017715473864785,3.747764494958258,-2.717873775037067,0.009679698251961296,0.8057768599071896,-3.269937716447917
C1orf159,4.047240377961109e-5,5.029790975196188,0.005160066554698275,0.9959086416924929,0.9987566721532225,-6.867591166859661
AL390719.3,0.002185041225980031,2.1844274243908344,0.15451192674659212,0.8779864794658736,0.9829155586786542,-6.43842169623337
LINC01342,0.04703877186851789,-0.1253987363068923,1.2754830360994653,0.20952816173638042,0.831840408008276,-5.299990549464228
SDF4,-0.010503298643781842,4.835292667841668,-1.2437651573406234,0.2208572637721284,0.8353757492300041,-6.0701731863660795
B3GALT6,-0.04405018888502313,3.865876900449572,-2.1631018878199457,0.03659258553248784,0.8057768599071896,-4.475184316931343
