gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
AL627309.1,-0.06466320428918443,0.11743562030474873,-0.25744955420397997,0.7982073633665041,0.9999651477537979,-4.674800631481312
AL627309.5,0.127937612880112,0.8863023236045134,0.5592501222741106,0.579240723019641,0.9999651477537979,-4.674200890142944
LINC01409,-0.1365575139146153,4.528163816844068,-1.7670683464781556,0.08516979456022014,0.9999651477537979,-4.208643126873019
LINC01128,-0.04012400422069832,4.457165610802116,-0.5446133879478208,0.5891706790369124,0.9999651477537979,-4.835102058888678
LINC00115,-0.19861812210456473,1.8797568349093734,-1.1622958202153522,0.2522934154655863,0.9999651477537979,-4.570974203087081
FAM41C,-0.02713543249299831,0.18939404672005128,-0.10062479881435489,0.9203722316993647,0.9999651477537979,-4.680260066387771
AL645608.6,0.087696664516734385,1.7654299785983327,0.5166605244854798,0.6083582266181756,0.9999651477537979,-4.701712019390062
AL645608.2,0.1703222880399825,0.23103128759652733,0.586906200100685,0.5607041232904023,0.9999651477537979,-4.654966952946689
SAMD11,0.055085769639199304,-0.782333680536786,0.19531820543067427,0.8461744091903513,0.9999651477537979,-4.663881505753886
NOC2L,-0.024677304359164383,4.2582492791335484,-0.226410393581536,0.8220840047368294,0.9999651477537979,-4.879974286083969
KLHL17,-0.01803459003546088,1.8859867060158433,-0.11408326812263204,0.9097666167976654,0.9999651477537979,-4.7328429398025245
PLEKHN1,-0.08807812164194789,-0.6368410197552452,-0.3881940220913968,0.7000178178874398,0.9999651477537979,-4.658130340510425
AL645608.7,0.11635829119216375,0.1923390582931131,0.5320820410806473,0.5977366389048455,0.9999651477537979,-4.661490846257633
HES4,0.03171427749213553,6.012896564951082,0.23216847445133634,0.817640942442333,0.9999651477537979,-5.020366991008747
ISG15,0.019275054082796256,1.662536682215285,0.09626468228085348,0.9238113701518937,0.9999651477537979,-4.724656497281119
AL645608.1,0.464345042431153,-0.43667812571499903,2.002049084956235,0.05238439059122092,0.9999651477537979,-4.389659992228415
