gene_set,n_hits,set_size,odds_ratio,pval,hit_genes,padj,collection
REACTOME_INFLUENZA_INFECTION (Reactome),74,155,425.3995254400127,7.059587331640435e-138,RPS28;RPL37A;RPS15;RPLP2;RPL7A;RPS25;RPL31;RPS18;RPL37;FAU;RPL41;RPL6;RPL13A;RPS10;RPS23;RPS11;RPS24;RPL32;RPS16;RPL10A;RPL35;RPL38;RPL7;RPL36A;RPS27A;RPL13;RPS8;RPS27;RPS4X;RPL11;RPL34;RPL18;RPL27A;RPS15A;RPL35A;RPLP1;RPL39;RPL17;RPL4;RPS3;RPL24;RPS6;RPS13;RPL14;RPS29;RPL26;RPS2;RPS12;RPL22;RPL28;RPL3;UBA52;RPL29;RPS3A;RPS17;RPS21;RPL9;RPS7;RPL18A;RPL27;RPL8;RPSA;RPL5;RPL36;RPS5;RPL30;RPL23;RPL10;RPL21;RPS19;RPL19;RPL15;RPL23A;RPS9,1.2514722996998955e-135,Reactome
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS (Reactome),74,166,377.1504028824702,6.044273803353757e-135,RPS28;RPL37A;RPS15;RPLP2;RPL7A;RPS25;RPL31;RPS18;RPL37;FAU;RPL41;RPL6;RPL13A;RPS10;RPS23;RPS11;RPS24;RPL32;RPS16;RPL10A;RPL35;RPL38;RPL7;RPL36A;RPS27A;RPL13;RPS8;RPS27;RPS4X;RPL11;RPL34;RPL18;RPL27A;RPS15A;RPL35A;RPLP1;RPL39;RPL17;RPL4;RPS3;RPL24;RPS6;RPS13;RPL14;RPS29;RPL26;RPS2;RPS12;RPL22;RPL28;RPL3;UBA52;RPL29;RPS3A;RPS17;RPS21;RPL9;RPS7;RPL18A;RPL27;RPL8;RPSA;RPL5;RPL36;RPS5;RPL30;RPL23;RPL10;RPL21;RPS19;RPL19;RPL15;RPL23A;RPS9,9.821944930449854e-133,Reactome
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME (GO_MF),73,158,392.8946945122742,1.9043714843200903e-134,RPS28;RPL37A;RPS15;RPLP2;RPL7A;RPS25;RPL31;RPS18;RPL37;RPL41;RPL6;RPL13A;RPS10;RPS23;RPS11;RPS24;RPL32;RPS16;RPL10A;RPL35;RPL38;RPL7;RPL36A;RPS27A;RPL13;RPS8;RPS27;RPS4X;RPL11;RPL34;RPL18;RPL27A;RPS15A;RPL35A;RPLP1;RPL39;RPL17;RPL4;RPS3;RPL24;RPS6;RPS13;RPL14;RPS29;RPL26;RPS2;RPS12;RPL22;RPL28;RPL3;UBA52;RPL29;RPS3A;RPS17;RPS21;RPL9;RPS7;RPL18A;RPL27;RPL8;RPSA;RPL5;RPL36;RPS5;RPL30;RPL23;RPL10;RPL21;RPS19;RPL19;RPL15;RPL23A;RPS9,2.856557226480136e-132,GO_MF
GOCC_RIBOSOMAL_SUBUNIT (GO_CC),74,173,344.93079760706104,3.255687260389221e-133,RPS28;RPL37A;RPS15;RPLP2;RPL7A;RPS25;RPL31;RPS18;RPL37;RPL41;RPL6;RPL13A;RPS10;RPS23;RPS11;RPS24;RPL32;RPS16;RPL10A;RPL35;RPL38;RPL7;RPL36A;RPS27A;RPL13;RPS8;RPS27;RPS4X;RPL11;RPL34;RPL18;RPL27A;RPS15A;RPL35A;RPLP1;RPL39;RPL17;RPL4;RPS3;RPL24;RPS6;RPS13;RPL14;RPS29;RPL26;RPS2;RPS12;RPL22;RPL28;RPL3;UBA52;RPL29;RPS3A;RPS17;RPS21;RPL9;RPS7;RPL18A;RPL27;RPL8;RPSA;RPL5;RPL36;RPS5;RPL30;RPL23;RPL10;RPL21;RPS19;RPL19;RPL15;RPL23A;RACK1;RPS9,4.534707255542129e-131,GO_CC
GOCC_RIBOSOME (GO_CC),75,206,272.7604100259676,1.445733442419099e-128,RPS28;RPL37A;RPS15;RPLP2;RPL7A;RPS25;RPL31;RPS18;RPL37;RPL41;RPL6;RPL13A;RPS10;RPS23;RPS11;RPS24;RPL32;RPS16;RPL10A;RPL35;RPL38;RPL7;RPL36A;RPS27A;RPL13;RPS8;RPS27;RPS4X;RPL11;RPL34;RPL18;RPL27A;RPS15A;RPL35A;RPLP1;RPL39;RPL17;RPL4;RPS3;RPL24;RPS6;RPS13;RPL14;RPS29;RPL26;RPS2;RPS12;RPL22;RPL28;RPL3;UBA52;RPL29;RPS3A;RPS17;RPS21;RPL9;RPS7;RPL18A;RPL27;RPL8;RPSA;RPL5;RPL36;RPS5;RPL30;RPL23;RPL10;RPL21;RPS19;RPL19;RPL15;RPL23A;RACK1;RPS9;BTF3,1.8794534751448287e-126,GO_CC
REACTOME_RRNA_PROCESSING (Reactome),74,200,273.4509027126347,2.5843704239887668e-127,RPS28;RPL37A;RPS15;RPLP2;RPL7A;RPS25;RPL31;RPS18;RPL37;FAU;RPL41;RPL6;RPL13A;RPS10;RPS23;RPS11;RPS24;RPL32;RPS16;RPL10A;RPL35;RPL38;RPL7;RPL36A;RPS27A;RPL13;RPS8;RPS27;RPS4X;RPL11;RPL34;RPL18;RPL27A;RPS15A;RPL35A;RPLP1;RPL39;RPL17;RPL4;RPS3;RPL24;RPS6;RPS13;RPL14;RPS29;RPL26;RPS2;RPS12;RPL22;RPL28;RPL3;UBA52;RPL29;RPS3A;RPS17;RPS21;RPL9;RPS7;RPL18A;RPL27;RPL8;RPSA;RPL5;RPL36;RPS5;RPL30;RPL23;RPL10;RPL21;RPS19;RPL19;RPL15;RPL23A;RPS9,3.1497014542363094e-125,Reactome
REACTOME_TRANSLATION (Reactome),80,291,196.8258402721527,1.7224097813130873e-126,RPS28;RPL37A;RPS15;RPLP2;RPL7A;RPS25;RPL31;RPS18;RPL37;FAU;RPL41;RPL6;RPL13A;RPS10;RPS23;RPS11;RPS24;RPL32;RPS16;RPL10A;RPL35;RPL38;RPL7;RPL36A;RPS27A;RPL13;RPS8;RPS27;RPS4X;RPL11;RPL34;RPL18;RPL27A;RPS15A;RPL35A;RPLP1;RPL39;EEF1A1;RPL17;RPL4;RPS3;RPL24;RPS6;RPS13;RPL14;RPS29;RPL26;RPS2;EEF1G;RPS12;RPL22;RPL28;RPL3;UBA52;SRP14;RPL29;EEF1B2;RPS3A;RPS17;RPS21;RPL9;EEF1A2;EEF2;RPS7;RPL18A;RPL27;RPL8;RPSA;RPL5;RPL36;RPS5;RPL30;RPL23;RPL10;RPL21;RPS19;RPL19;RPL15;RPL23A;RPS9,1.9757053373885415e-124,Reactome
REACTOME_SIGNALING_BY_ROBO_RECEPTORS (Reactome),74,211,252.19570303109109,3.3831967619698443e-125,RPS28;RPL37A;RPS15;RPLP2;RPL7A;RPS25;RPL31;RPS18;RPL37;FAU;RPL41;RPL6;RPL13A;RPS10;RPS23;RPS11;RPS24;RPL32;RPS16;RPL10A;RPL35;RPL38;RPL7;RPL36A;RPS27A;RPL13;RPS8;RPS27;RPS4X;RPL11;RPL34;RPL18;RPL27A;RPS15A;RPL35A;RPLP1;RPL39;RPL17;RPL4;RPS3;RPL24;RPS6;RPS13;RPL14;RPS29;RPL26;RPS2;RPS12;RPL22;RPL28;RPL3;UBA52;RPL29;RPS3A;RPS17;RPS21;RPL9;RPS7;RPL18A;RPL27;RPL8;RPSA;RPL5;RPL36;RPS5;RPL30;RPL23;RPL10;RPL21;RPS19;RPL19;RPL15;RPL23A;RPS9,3.6651298254673315e-123,Reactome
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES (Reactome),74,356,122.27593614590612,1.014528517735971e-105,RPS28;RPL37A;RPS15;RPLP2;RPL7A;RPS25;RPL31;RPS18;RPL37;FAU;RPL41;RPL6;RPL13A;RPS10;RPS23;RPS11;RPS24;RPL32;RPS16;RPL10A;RPL35;RPL38;RPL7;RPL36A;RPS27A;RPL13;RPS8;RPS27;RPS4X;RPL11;RPL34;RPL18;RPL27A;RPS15A;RPL35A;RPLP1;RPL39;RPL17;RPL4;RPS3;RPL24;RPS6;RPS13;RPL14;RPS29;RPL26;RPS2;RPS12;RPL22;RPL28;RPL3;UBA52;RPL29;RPS3A;RPS17;RPS21;RPL9;RPS7;RPL18A;RPL27;RPL8;RPSA;RPL5;RPL36;RPS5;RPL30;RPL23;RPL10;RPL21;RPS19;RPL19;RPL15;RPL23A;RPS9,1.0412266366237597e-103,Reactome
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT (GO_CC),45,55,1431.6204721148522,4.474740583047469e-98,RPL37A;RPLP2;RPL7A;RPL31;RPL37;RPL41;RPL6;RPL13A;RPL32;RPL10A;RPL35;RPL38;RPL7;RPL36A;RPL13;RPL11;RPL34;RPL18;RPL27A;RPL35A;RPLP1;RPL39;RPL17;RPL4;RPL24;RPL14;RPL26;RPL22;RPL28;RPL3;UBA52;RPL29;RPL9;RPL18A;RPL27;RPL8;RPL5;RPL36;RPL30;RPL23;RPL10;RPL21;RPL19;RPL15;RPL23A,4.362872068471282e-96,GO_CC
GOCC_LARGE_RIBOSOMAL_SUBUNIT (GO_CC),45,109,216.93958635033144,1.2284702250827964e-77,RPL37A;RPLP2;RPL7A;RPL31;RPL37;RPL41;RPL6;RPL13A;RPL32;RPL10A;RPL35;RPL38;RPL7;RPL36A;RPL13;RPL11;RPL34;RPL18;RPL27A;RPL35A;RPLP1;RPL39;RPL17;RPL4;RPL24;RPL14;RPL26;RPL22;RPL28;RPL3;UBA52;RPL29;RPL9;RPL18A;RPL27;RPL8;RPL5;RPL36;RPL30;RPL23;RPL10;RPL21;RPL19;RPL15;RPL23A,1.1407223518625968e-75,GO_CC
GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT (GO_CC),29,41,629.8921546663283,2.2525813758614918e-59,RPS28;RPS15;RPS25;RPS18;RPS10;RPS23;RPS11;RPS24;RPS16;RPS27A;RPS8;RPS27;RPS4X;RPS15A;RPS3;RPS6;RPS13;RPS29;RPS2;RPS12;UBA52;RPS3A;RPS17;RPS21;RPS7;RPSA;RPS5;RPS19;RPS9,1.996606219513595e-57,GO_CC
GOCC_SMALL_RIBOSOMAL_SUBUNIT (GO_CC),30,67,213.77676380078557,9.865283819675925e-53,RPS28;RPS15;RPS25;RPS18;RPS10;RPS23;RPS11;RPS24;RPS16;RPS27A;RPS8;RPS27;RPS4X;RPS15A;RPS3;RPS6;RPS13;RPS29;RPS2;RPS12;UBA52;RPS3A;RPS17;RPS21;RPS7;RPSA;RPS5;RPS19;RACK1;RPS9,8.364044977551328e-51,GO_CC
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S (Reactome),29,59,254.39854570936947,1.5784433549528697e-52,RPS28;RPS15;RPS25;RPS18;FAU;RPS10;RPS23;RPS11;RPS24;RPS16;RPS27A;RPS8;RPS27;RPS4X;RPS15A;RPS3;RPS6;RPS13;RPS29;RPS2;RPS12;RPS3A;RPS17;RPS21;RPS7;RPSA;RPS5;RPS19;RPS9,1.2824852258992066e-50,Reactome
GOCC_POLYSOMAL_RIBOSOME (GO_CC),22,31,596.230971979157,3.943916746223666e-45,RPS28;RPL7A;RPL31;RPL41;RPL6;RPS23;RPL32;RPL10A;RPL38;RPL36A;RPL11;RPL18;RPL39;RPL24;RPS29;RPS21;RPL18A;RPL8;RPL36;RPL30;RPL19;BTF3,3.0762550620544593e-43,GO_CC
GOCC_POLYSOME (GO_CC),26,64,174.42252368546892,2.6900636098401935e-44,RPS28;RPL7A;RPL31;RPL41;RPL6;RPS23;RPL32;RPL10A;RPL38;RPL36A;RPS4X;RPL11;RPL18;RPL39;RPS3;RPL24;RPS6;RPS29;RPS21;EEF2;RPL18A;RPL8;RPL36;RPL30;RPL19;BTF3,2.017547707380145e-42,GO_CC
GOCC_CELL_SUBSTRATE_JUNCTION (GO_CC),39,414,29.848009163646545,2.940912080849301e-39,RPL37A;RPS15;RPLP2;RPL7A;RPL31;RPS18;RPL6;RPL13A;RPS10;RPS11;RPS16;RPL10A;RPL38;RPL7;RPS8;RPS4X;RPL18;RPLP1;RPL4;RPS3;RPS13;RPS29;RPS2;RPL22;RPL3;RPS3A;RPS17;RPL9;PPIA;RPS7;RPL27;RPL8;RPL5;RPS5;RPL30;RPL23;RPS19;RPL19;RPS9,2.123992058391162e-37,GO_CC
GOBP_RIBOSOME_BIOGENESIS (GO_BP),31,296,31.02211737851869,1.5800758571919324e-32,RPS28;RPS15;RPL7A;RPS25;RPL6;RPS24;RPS16;RPL10A;RPL35;RPL38;RPL7;RPS8;RPS27;RPL11;RPL35A;RPL24;RPS6;RPL14;RPL26;RPL3;RPS17;RPS21;RPS7;RPL27;RPSA;NOP53;RPL5;RPS5;RPL10;RPS19;RPL23A,1.1004099719729529e-30,GO_BP
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS (GO_BP),33,418,23.085625131289742,1.4602652414341405e-30,RPS28;RPS15;RPL7A;RPS25;RPL6;RPL13A;RPS24;RPS16;RPL10A;RPL35;RPL38;RPL7;RPS8;RPS27;RPL11;RPL35A;RPL24;RPS6;RPL14;RPL26;RPL3;HSP90AB1;RPS17;RPS21;RPS7;RPL27;RPSA;NOP53;RPL5;RPS5;RPL10;RPS19;RPL23A,9.819024899298531e-29,GO_BP
GOMF_RRNA_BINDING (GO_MF),16,63,78.86013981880134,1.1518114354582745e-23,RPS18;RPL37;RPS11;RPS4X;RPL11;RPS3;RPS13;RPL3;RPL9;RPL8;NOP53;RPL5;RPS5;RPL23;RPL23A;RPS9,7.486774330478784e-22,GO_MF
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS (GO_BP),16,70,68.79333634449857,7.579426023693233e-23,RPL7A;RPL6;RPL10A;RPL35;RPL38;RPL7;RPL11;RPL35A;RPL24;RPL14;RPL26;RPL3;NOP53;RPL5;RPL10;RPL23A,4.767703466516711e-21,GO_BP
GOBP_RRNA_METABOLIC_PROCESS (GO_BP),23,257,24.159918147932768,1.2489663163662197e-22,RPS28;RPS15;RPL7A;RPS25;RPS24;RPS16;RPL10A;RPL35;RPL7;RPS8;RPS27;RPL11;RPL35A;RPS6;RPL14;RPL26;RPS17;RPS21;RPS7;RPL27;NOP53;RPL5;RPS19,7.610888490356652e-21,GO_BP
GOBP_RIBOSOME_ASSEMBLY (GO_BP),15,58,80.15956138917811,2.2037545763218587e-22,RPS28;RPS15;RPL6;RPL38;RPS27;RPL11;RPL24;RPL3;RPSA;NOP53;RPL5;RPS5;RPL10;RPS19;RPL23A,1.3022186132810984e-20,GO_BP
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS (GO_BP),15,72,60.584357999860885,8.08633986577682e-21,RPS28;RPS15;RPS25;RPS24;RPS16;RPL38;RPS8;RPS27;RPS6;RPS17;RPS21;RPS7;RPSA;RPS5;RPS19,4.63775374654847e-19,GO_BP
GOBP_NCRNA_PROCESSING (GO_BP),23,374,16.04185519066663,6.128946660591644e-19,RPS28;RPS15;RPL7A;RPS25;RPS24;RPS16;RPL10A;RPL35;RPL7;RPS8;RPS27;RPL11;RPL35A;RPS6;RPL14;RPL26;RPS17;RPS21;RPS7;RPL27;NOP53;RPL5;RPS19,3.4146988537582016e-17,GO_BP
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION (GO_BP),17,182,24.044918257561367,2.87075287586432e-17,RPS28;RPS15;RPL6;RPL13A;RPL38;RPS27;RPL11;RPL24;RPL3;HSP90AB1;RPSA;NOP53;RPL5;RPS5;RPL10;RPS19;RPL23A,1.5549911410931733e-15,GO_BP
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY (GO_BP),9,25,122.92637709329273,2.205974465593636e-15,RPL6;RPL38;RPL11;RPL24;RPL3;NOP53;RPL5;RPL10;RPL23A,1.1626081642993488e-13,GO_BP
HALLMARK_MYC_TARGETS_V1 (Hallmark),14,199,17.211927705640516,1.0478644966657162e-12,RPL6;RPS10;RPL34;RPL18;RPS3;RPS6;RPL14;RPS2;RPL22;EEF1B2;HSP90AB1;PPIA;RPS5;RACK1,5.3771993907845966e-11,Hallmark
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY (GO_BP),7,18,136.516967162259,1.667774060975744e-12,RPS28;RPS15;RPL38;RPS27;RPSA;RPS5;RPS19,8.33887030487872e-11,GO_BP
GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY (GO_BP),17,363,11.395882576172914,2.557981125651567e-12,RPS28;RPS15;RPL6;RPS23;RPL38;RPS27;RPL11;RPS3;RPL24;RPL3;RPSA;NOP53;RPL5;RPS5;RPL10;RPS19;RPL23A,1.247015798755139e-10,GO_BP
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY (GO_BP),6,12,212.5815015039806,1.0646309435172997e-11,RPS15;RPL37;RPL11;RPS7;RPL5;RPL23,5.063488633801791e-10,GO_BP
GOBP_TRANSLATIONAL_ELONGATION (GO_BP),8,54,37.78366055325273,2.1773077966998807e-10,RPLP2;RPLP1;EEF1A1;EEF1G;EEF1B2;EEF1A2;EEF2;RACK1,1.010892905610659e-8,GO_BP
GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY (GO_MF),6,21,85.46108715473918,6.032011330994409e-10,RPS15;RPL37;RPL11;RPS7;RPL5;RPL23,2.735446998939325e-8,GO_MF
GOMF_CADHERIN_BINDING (GO_MF),14,324,10.219368626643552,6.950329724818667e-10,RPL7A;RPL6;RPL34;RPL24;RPL14;RPS2;EEF1G;RPL29;HSP90AB1;EEF2;CDH8;RPL15;RPL23A;RACK1,3.080259764408273e-8,GO_MF
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY (GO_BP),6,22,80.3377385015304,8.261036525476521e-10,RPS15;RPL37;RPL11;RPS7;RPL5;RPL23,3.579782494373159e-8,GO_BP
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY (GO_BP),6,24,71.28736856464475,1.4783996626844833e-9,RPS15;RPL37;RPL11;RPS7;RPL5;RPL23,6.267129004858135e-8,GO_BP
GOMF_MRNA_BINDING (GO_MF),13,295,10.356478318102244,2.3002044582536786e-9,RPL41;RPL13A;RPL35;RPL7;RPS3;RPL24;RPS13;RPL26;RPS2;RPS3A;RPS7;RPL5;RPS5,9.543401475733347e-8,GO_MF
