gene_set,n_hits,set_size,odds_ratio,pval,hit_genes,padj,collection
GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY (GO_BP),3,51,76.00011904117585,1.428831957740629e-5,SSTR1;GRIA4;GRIK1,0.0033863317398452907,GO_BP
GOMF_IONOTROPIC_GLUTAMATE_RECEPTOR_ACTIVITY (GO_MF),2,19,136.80671626816053,1.4010541451048105e-4,GRIA4;GRIK1,0.013577220073995913,GO_MF
GOBP_LIGAND_GATED_ION_CHANNEL_SIGNALING_PATHWAY (GO_BP),2,21,122.59327286250875,1.7186354524045458e-4,GRIA4;GRIK1,0.013577220073995913,GO_BP
GOMF_GLUTAMATE_RECEPTOR_ACTIVITY (GO_MF),2,27,93.16006469951482,2.862785673431139e-4,GRIA4;GRIK1,0.016962005115079497,GO_MF
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH (GO_MF),2,39,63.020556284895676,6.002547301056597e-4,COL15A1;COL24A1,0.02750279239991618,GO_MF
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION (Reactome),2,42,58.304251406509366,6.962732253143337e-4,COL15A1;COL24A1,0.02750279239991618,Reactome
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION (KEGG),3,211,17.500944938318337,9.602106691044981e-4,SSTR1;GRIA4;GRIK1,0.03139060331136456,KEGG
GOMF_TRANSMITTER_GATED_CHANNEL_ACTIVITY (GO_MF),2,53,45.6881448009456,0.0011074144564225373,GRIA4;GRIK1,0.03139060331136456,GO_MF
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES (Reactome),2,55,43.97649185336784,0.0011920482270138442,COL15A1;COL24A1,0.03139060331136456,Reactome
GOMF_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY (GO_MF),2,63,38.22340905294248,0.0015606145779276485,GRIA4;GRIK1,0.03278917363558436,GO_MF
GOMF_PEPTIDE_BINDING (GO_MF),3,251,14.654971074431517,0.001580933647592592,SSTR1;GRIA4;MME,0.03278917363558436,GO_MF
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES (Reactome),2,65,37.006362757730706,0.0016602113233207272,COL15A1;COL24A1,0.03278917363558436,Reactome
GOCC_COLLAGEN_TRIMER (GO_CC),2,68,35.31294930808272,0.0018151552223423103,COL15A1;COL24A1,0.033091675976548274,GO_CC
REACTOME_COLLAGEN_FORMATION (Reactome),2,84,28.426538279836667,0.0027525962170781544,COL15A1;COL24A1,0.04659752167482304,Reactome
GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY (GO_MF),2,88,27.106253666387484,0.003015791171444214,GRIA4;GRIK1,0.04746871069871732,GO_MF
GOMF_AMIDE_BINDING (GO_MF),3,322,11.358091710809363,0.003204638696959819,SSTR1;GRIA4;MME,0.04746871069871732,GO_MF
GOMF_LIGAND_GATED_CATION_CHANNEL_ACTIVITY (GO_MF),2,103,23.074167964653203,0.004103378756890478,GRIA4;GRIK1,0.057205927375473135,GO_MF
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING (GO_BP),3,390,9.341298921011152,0.005471363720851601,MME;GRIK1;MCTP2,0.07203962232454608,GO_BP
GOMF_LIGAND_GATED_ION_CHANNEL_ACTIVITY (GO_MF),2,129,18.324881104138207,0.006354844580496943,GRIA4;GRIK1,0.07926832450409345,GO_MF
GOMF_PHOSPHOLIPID_BINDING (GO_MF),3,421,8.638974263836934,0.006757512380630494,MME;MCTP2;PARD3B,0.08007652171047136,GO_MF
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT (GO_MF),2,141,16.739477664183564,0.007545735783202041,COL15A1;COL24A1,0.08427937546704954,GO_MF
GOBP_ENDOTHELIAL_CELL_MORPHOGENESIS (GO_BP),1,10,124.03645048717718,0.00924583865883244,COL15A1,0.08427937546704954,GO_BP
GOBP_ESTABLISHMENT_OF_CENTROSOME_LOCALIZATION (GO_BP),1,10,124.03645048717718,0.00924583865883244,PARD3B,0.08427937546704954,GO_BP
GOBP_NEGATIVE_REGULATION_OF_CAMP_MEDIATED_SIGNALING (GO_BP),1,10,124.03645048717718,0.00924583865883244,PDE3A,0.08427937546704954,GO_BP
GOMF_CARDIOLIPIN_BINDING (GO_MF),1,10,124.03645048717718,0.00924583865883244,MME,0.08427937546704954,GO_MF
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS (Reactome),1,10,124.03645048717718,0.00924583865883244,GRIK1,0.08427937546704954,Reactome
GOBP_RESPONSE_TO_UV_A (GO_BP),1,12,101.43114866277914,0.011085132365574846,MME,0.09006800111866335,GO_BP
GOMF_JUN_KINASE_KINASE_KINASE_ACTIVITY (GO_MF),1,12,101.43114866277914,0.011085132365574846,MAP3K21,0.09006800111866335,GO_MF
GOBP_RESPONSE_TO_UV_B (GO_BP),1,13,93.02082273703382,0.012003549531549251,MME,0.09006800111866335,GO_BP
KEGG_RENIN_ANGIOTENSIN_SYSTEM (KEGG),1,13,93.02082273703382,0.012003549531549251,MME,0.09006800111866335,KEGG
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS (Reactome),1,13,93.02082273703382,0.012003549531549251,MME,0.09006800111866335,Reactome
GOBP_REPLICATIVE_SENESCENCE (GO_BP),1,14,85.86772331828737,0.012921147839808245,MME,0.09006800111866335,GO_BP
GOMF_NEUROPEPTIDE_BINDING (GO_MF),1,14,85.86772331828737,0.012921147839808245,SSTR1,0.09006800111866335,GO_MF
GOMF_PHOSPHATIDYLGLYCEROL_BINDING (GO_MF),1,14,85.86772331828737,0.012921147839808245,MME,0.09006800111866335,GO_MF
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION (Reactome),2,192,12.222179957191,0.013619661401604087,GRIA4;GRIK1,0.09109969260114797,Reactome
GOMF_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY (GO_MF),1,15,79.87912754318512,0.013837927990047794,PDE3A,0.09109969260114797,GO_MF
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_PERMEABILITY (GO_BP),1,16,74.51666439319375,0.014753890681393211,PDE3A,0.09450465112135652,GO_BP
GOBP_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY (GO_BP),1,17,69.81714762496115,0.015669036612396492,PDE3A,0.09474625593476262,GO_BP
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS (Reactome),1,17,69.81714762496115,0.015669036612396492,GRIA4,0.09474625593476262,Reactome
GOCC_EXOCYTIC_VESICLE (GO_CC),2,209,11.213063859914628,0.015990929271689894,MME;MCTP2,0.09474625593476262,GO_CC
GOBP_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS (GO_BP),1,20,58.85191159024186,0.018409580820326843,GRIA4,0.1026651528577763,GO_BP
GOBP_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION (GO_BP),1,21,55.920229794193055,0.019321466684080413,MME,0.1026651528577763,GO_BP
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES (Reactome),1,21,55.920229794193055,0.019321466684080413,GRIA4,0.1026651528577763,Reactome
